,Concept_ID,hr,tt
475,Geschirr::N,posuđe,савыт-саба
476,Geschirr::N,posuđe,кашык-аяк
477,Sack::N,džak,капчык
478,Sack::N,vreća,капчык
479,Tasse::N,šalica,чынаяк
480,Topf::N,lonac,чүлмәк
481,Kessel::N,kazan,казан
482,Essen::N,obrok,ашау
483,Nahrung::N,hrana,азык
484,Nahrung::N,hrana,тәгам
485,Nahrung::N,hrana,ашамлык
486,Speise::N,jelo,ризык
487,Fleisch::N,meso,ит
488,Getreide::N,žito,ашлык
489,Getreide::N,žitarice,ашлык
490,Brei::N,kaša,ботка
491,Brot::N,kruh,ипи
492,Brot::N,kruh,икмәк
493,Scheibe::N,kriška,телем
494,Fett::N,mast,май
495,Fett::N,salo,май
496,Butter::N,buter,май
497,Butter::N,maslac,май
498,Öl::N,ulje,май
499,Salz::N,sol,тоз
500,Suppe::N,supa,шулпа
501,Honig::N,med,бал
502,Milch::N,mlijeko,сөт
503,Tee::N,čaj,чәй
504,Leder::N,koža,күн
505,Wolle::N,vuna,йон
506,Stoff::N,štof,тукыма
507,Stoff::N,tkanina,тукыма
508,Nadel::N,igla,энә
509,Faden::N,nit,җеп
510,Faden::N,konac,җеп
511,Knopf::N,dugme,төймә
512,Knoten::N,čvor,төен
513,Knoten::N,uzao,төен
514,Farbe::N,farba,буяу
515,Kleidung::N,odjeća,кием
516,Hemd::N,košulja,күлмәк
517,Kragen::N,ovratnik,яка
518,Ärmel::N,rukav,җиң
519,Hose::N,hlače,чалбар
520,Gürtel::N,pas,билбау
521,Gürtel::N,pojas,билбау
522,Mütze::N,kapa,бүрек
523,Schuh::N,cipela,башмак
524,Stiefel::N,čizma,итек
525,Ring::N,prsten,балдак
526,Band::N,vrpca,тасма
527,Kamm::N,češalj,тарак
528,Spiegel::N,zrcalo,көзге
529,Spiegel::N,ogledalo,көзге
530,Riemen::N,kaiš,каеш
531,Riemen::N,remen,каеш
532,Schnur::N,vrpca,бау
533,Leine::N,uzica,тезген
534,Decke::N,ćebe,юрган
535,Decke::N,pokrivač,юрган
536,Kissen::N,jastuk,мендәр
537,Tuch::N,rubac,яулык
538,Tuch::N,marama,яулык
539,Handtuch::N,ručnik,сөлгә
540,Kraft::N,snaga,егәр
541,Kraft::N,snaga,дәрман
542,Stärke::N,jakost,көч
543,Stärke::N,jakost,дәрман
544,Gesundheit::N,zdravlje,саулык
545,Krankheit::N,bolest,чир
546,Krankheit::N,bolest,хаста
547,Krankheit::N,bolest,сырхау
548,Schmerz::N,bol,авырту
549,Wunde::N,rana,яра
550,Wunde::N,rana,җәрәхәт
551,Fieber::N,groznica,бизгәк
552,Arznei::N,lijek,дару
553,Brücke::N,most,күпер
554,Brücke::N,ćuprija,күпер
555,Brunnen::N,bunar,кое
556,Brunnen::N,zdenac,кое
557,Weide::N,paša,утлавык
558,Weide::N,pašnjak,утлавык
559,Pfad::N,staza,сукмак
560,Weg::N,put,юл
561,Straße::N,drum,урам
562,Straße::N,cesta,урам
563,Dorf::N,selo,авыл
564,Stadt::N,grad,шәһәр
565,Stadt::N,varoš,шәһәр
566,Brief::N,list,хат
567,Brief::N,pismo,хат
568,Buch::N,knjiga,китап
569,Buchstabe::N,slovo,хәреф
570,Zeitung::N,novine,газет
571,Zeitung::N,novine,газета
572,Leben::N,život,гомер
573,Leben::N,život,тормыш
574,Leben::N,život,тереклек
575,Tod::N,smrt,үлем
576,Grab::N,raka,гүр
577,Grab::N,raka,кабер
578,Kirche::N,crkva,чиркәү
579,Sünde::N,grijeh,язык
580,Sünde::N,grijeh,гөнаһ
581,Gott::N,bog,алла
582,Gott::N,bog,ходай
583,Arbeiter::N,radnik,эшче
584,Chef::N,šef,башлык
585,Meister::N,majstor,оста
586,Arzt::N,liječnik,врач
587,Arzt::N,liječnik,табиб
588,Lehrer::N,učitelj,укытучы
589,Lehrer::N,učitelj,мөгаллим
590,Geld::N,novac,акча
591,Geschäft::N,posao,эш
592,Geschäft::N,trgovina,эш
593,Laden::N,dućan,кибет
594,Laden::N,dućan,магазин
595,Preis::N,cijena,бәя
596,Preis::N,cijena,бәһа
597,Ware::N,roba,товар
598,Nutzen::N,korist,файда
599,Reichtum::N,bogatstvo,байлык
600,Welt::N,svijet,дөнья
601,Land::N,zemlja,ил
602,Staat::N,država,дәүләт
603,König::N,kralj,патша
604,Macht::N,moć,хакимият
605,Macht::N,vlast,хакимият
606,Grenze::N,granica,чик
607,Krieg::N,rat,сугыш
608,Feind::N,neprijatelj,дошман
609,Gewalt::N,sila,көчләү
610,Gewalt::N,nasilje,көчләү
611,Kampf::N,boj,көрәш
612,Kampf::N,borba,көрәш
613,Bogen[Waffe]::N,luk,җәя
614,Pfeil::N,strijela,ук
615,Gewehr::N,puška,мылтык
616,Fehler::N,pogreška,хата
617,Fehler::N,griješka,хата
618,Lüge::N,laž,ялган
619,Schaden::N,šteta,зыян
620,Schaden::N,šteta,зарар
621,Unglück::N,nesreća,бәла
622,Schuld::N,krivnja,гаеп
623,Alter::N,dob,яшь
624,Schluss::N,kraj,ахыр
625,Schluss::N,konac,ахыр
626,Zeit::N,doba,заман
627,Zeit::N,vrijeme,заман
628,Tag::N,dan,көн
629,Morgen::N,jutro,иртә
630,Mittag::N,podne,өйлә
631,Abend::N,veče,кич
632,Abend::N,večer,кич
633,Nacht::N,noć,төн
634,Woche::N,sedmica,атна
635,Monat::N,mjesec,ай
636,Jahr::N,godina,ел
637,Frühling::N,proljeće,яз
638,Sommer::N,ljeto,җәй
639,Herbst::N,jesen,көз
640,Winter::N,zima,кыш
641,Januar::N,januar,гыйнвар
642,Januar::N,siječanj,гыйнвар
643,Februar::N,veljača,февраль
644,Februar::N,februar,февраль
645,März::N,mart,март
646,März::N,ožujak,март
647,April::N,april,апрель
648,April::N,travanj,апрель
649,Mai::N,maj,май
650,Mai::N,svibanj,май
651,Juni::N,juni,июнь
652,Juni::N,lipanj,июнь
653,Juli::N,juli,июль
654,Juli::N,srpanj,июль
655,August::N,august,август
656,August::N,kolovoz,август
657,September::N,rujan,сентябрь
658,September::N,septembar,сентябрь
659,Oktober::N,oktobar,октябрь
660,Oktober::N,listopad,октябрь
661,November::N,studeni,ноябрь
662,November::N,novembar,ноябрь
663,Dezember::N,prosinac,декабрь
664,Montag::N,ponedjeljak,дүшәмбе
665,Montag::N,ponedjeljnik,дүшәмбе
666,Dienstag::N,utorak,сишәмбе
667,Dienstag::N,utornik,сишәмбе
668,Mittwoch::N,srijeda,чәршәмбе
669,Donnerstag::N,četvrtak,атнакич
670,Donnerstag::N,četvrtak,пәнҗешәмбе
671,Freitag::N,petak,җомга
672,Samstag::N,subota,шимбә
673,Sonntag::N,nedjelja,якшәмбе
674,groß::A,velik,зур
675,klein::A,mali,кечкенә
676,klein::A,malen,кечкенә
677,lang::A,dug,озын
678,lang::A,dugačak,озын
679,kurz::A,kratak,кыска
680,breit::A,širok,киң
681,schmal::A,uski,кысык
682,schmal::A,uzak,кысык
683,dicht::A,gust,куе
684,dick[Gegenstand]::A,debeo,калын
685,dünn::A,tanak,нечкә
686,fein::A,fin,нәзакәтле
687,fein::A,tanak,нәзакәтле
688,fest::A,čvrst,нык
689,flach::A,ravan,яссы
690,flach::A,ravan,ялпак
691,flach::A,plosnat,яссы
692,flach::A,plosnat,ялпак
693,glatt::A,gladak,шома
694,hart::A,tvrd,каты
695,weich::A,mek,йомшак
696,weich::A,mekan,йомшак
697,rund::A,okrugao,түгәрәк
698,spitz::A,oštar,очлы
699,spitz::A,šiljast,очлы
700,scharf::A,oštar,үткен
701,scharf::A,bridak,үткен
702,stumpf::A,tup,үтмәс
703,schwer::A,težak,салмак
704,schön::A,krasan,гүзәл
705,heiß::A,vruć,эссе
706,warm::A,topao,җылы
707,kalt::A,hladan,суык
708,kalt::A,hladan,салкын
709,kühl::A,hladan,салкынча
710,frisch::A,svjež,салкынча
711,feucht::A,vlažan,юеш
712,nass::A,mokar,дымлы
713,trocken::A,suh,коры
714,voll::A,pun,тулы
715,leer::A,prazan,буш
716,offen::A,otvoren,ачык
717,geschlossen::A,zatvoren,йомык
718,sauber::A,čist,пакь
719,sauber::A,čist,чиста
720,schmutzig::A,nečist,керле
721,schmutzig::A,nečist,пычрак
722,schmutzig::A,blatan,керле
723,schmutzig::A,blatan,пычрак
724,roh::A,sirov,чи
725,reif::A,zreo,өлгергән
726,lecker::A,tečan,тәмле
727,lecker::A,ukusan,тәмле
728,süß::A,sladak,татлы
729,bitter::A,gorak,ачы
730,sauer::A,kiseo,әче
731,hell::A,vedar,якты
732,hell::A,svijetao,якты
733,dunkel::A,taman,кара
734,schwarz::A,crn,кара
735,weiß::A,bio,ак
736,weiß::A,bijel,ак
737,rot::A,crven,кызыл
738,gelb::A,žut,сары
739,blau::A,plav,күк
740,blau::A,modar,күк
741,grün::A,zelen,яшел
742,grau::A,siv,соры
743,bunt::A,šaren,чуар
744,billig::A,jeftin,арзан
745,teuer::A,skup,хаклы
746,wertvoll::A,vrijedan,кыйммәтле
747,wertvoll::A,dragocjen,кыйммәтле
748,blind::A,slijep,сукыр
749,blind::A,slijep,күзсез
750,taub::A,gluh,чукрак
751,taub::A,gluh,саңгырау
752,kräftig::A,snažan,егәрле
753,stark::A,jak,нык
754,stark::A,jak,базык
755,stark::A,snažan,нык
756,stark::A,snažan,базык
757,schwach::A,slab,зәгыйфь
758,fett::A,pretio,симез
759,schlank::A,vitak,нәзек
760,hübsch::A,zgodan,чибәр
761,böse::A,zao,усал
762,böse::A,opak,усал
763,dumm::A,glup,акылсыз
764,faul::A,lijen,ялкау
765,faul::A,lijen,иренчәк
766,fleißig::A,radin,тырыш
767,fleißig::A,radin,тырышучан
768,fleißig::A,marljiv,тырыш
769,fleißig::A,marljiv,тырышучан
770,geizig::A,škrt,саран
771,klug::A,razborit,акыллы
772,geschickt::A,vješt,маһир
773,lieb::A,drag,сөекле
774,lustig::A,veseo,күңелле
775,sanft::A,blag,басынкы
776,hungrig::A,gladan,ач
777,krank::A,bolestan,чирле
778,krank::A,bolestan,сырхау
779,nackt::A,nag,шәрә
780,traurig::A,tužan,ямансу
781,traurig::A,žalostan,ямансу
782,lebendig::A,živ,тере
783,gut::A,dobar,яхшы
784,schlecht::A,loš,начар
785,schlecht::A,rđav,начар
786,richtig::A,tačan,дөрес
787,richtig::A,ispravan,дөрес
788,schlimm::A,zao,әшәкә
789,schlimm::A,zločest,әшәкә
790,wahr::A,istinit,чып-чын
791,alt::A,star,иске
792,neu::A,nov,яңа
793,ehemalig::A,bivši,элекке
794,alt[Lebewesen]::A,star,карт
795,jung::A,mlad,яшь
796,arm::A,ubog,фәкыйрь
797,arm::A,siromašan,фәкыйрь
798,reich::A,bogat,бай
799,bekannt::A,poznat,таныш
800,berühmt::A,čuven,атаклы
801,berühmt::A,slavan,атаклы
802,fremd::A,tuđ,ят
803,fremd::A,stran,ят
804,verschieden::A,razan,төрле
805,verschieden::A,različan,төрле
806,nah::A,blizak,якын
807,fern::A,dalek,ерак
808,fern::A,daljnji,ерак
809,linker::A,lijevi,сул
810,rechter::A,desni,уң
811,anderer::A,drugi,бүтән
812,anderer::A,drugačiji,бүтән
813,erster::A,prvi,беренче
814,zweiter::A,drugi,икенче
815,dritter::A,treći,өченче
816,letzter::A,zadnji,ахыргы
817,allein::ADV,sam,ялгыз
818,auf einmal::ADV,istodobno,бердән
819,zusammen::ADV,skupa,бергә
820,zusammen::ADV,zajedno,бергә
821,lange::ADV,dugo,озак
822,plötzlich::ADV,naglo,искәрмәстән
823,plötzlich::ADV,iznenada,искәрмәстән
824,sofort::ADV,odmah,хәзер
825,später::ADV,kasnije,соңрак
826,jetzt::ADV,sad,хәзер
827,jetzt::ADV,sada,хәзер
828,heute::ADV,danas,бүген
829,morgen::ADV,sutra,иртәгә
