,Concept_ID,mdf,ce
90,Regenbogen::N,а́тямъёнга,стелаӏад
91,Donner::N,атям,ткъес
92,Strömung::N,шудема́,дӏаэхар
93,Strömung::N,шудема́,дӏасалелар
94,Tropfen::N,путькс,тӏадам
95,Tropfen::N,пътняфкс,тӏадам
96,Schaum::N,шов,чопа
97,Schmutz::N,ърда́з,хатт
98,See::N,эрьхке,ӏам
99,Sumpf::N,шяй,уьшал
100,Moor::N,шяй,уьшал
101,Wiese::N,луга,бай
102,Wald::N,вирь,хьун
103,Hügel::N,губо́р,гу
104,Hügel::N,губо́р,шу
105,Hügel::N,губо́р,барз
106,Hügel::N,пандоня,гу
107,Hügel::N,пандоня,шу
108,Hügel::N,пандоня,барз
109,Anhöhe::N,губо́р,акъари
110,Berg::N,панда,лам
111,Gipfel::N,пря,бохь
112,Höhle::N,у́нда,хьех
113,Abhang::N,па́нда ша́ма,басе
114,Quelle::N,эшиня,шовда
115,Bach::N,шудерькс,татол
116,Fluss::N,ляй,хи
117,Ufer::N,търва́,хийист
118,Küste::N,ляйтърва́,йист
119,Festland::N,мода,латта
120,Meer::N,моря,xӏорд
121,Bucht::N,ведьуське,чож
122,Insel::N,цёнга,гӏайре
123,Blume::N,панчф,зезаг
124,Gras::N,тише,буц
125,Wurzel::N,юр,орам
126,Wurzel::N,ункс,орам
127,Baum::N,шуфта,дитт
128,Stamm::N,ро́нга,гӏад
129,Stamm::N,ро́нга,тайпа
130,Rinde::N,кер,кевстиг
131,Ast::N,морга,га
132,Zweig::N,тарад,га
133,Blatt::N,лопа,гӏа
134,Birke::N,ке́лу,дакх
135,Kiefer[Baum]::N,пиче,бага
136,Weide[Baum]::N,каль,дак
137,Tanne::N,куз,база
138,Horn::N,сюра,маӏа
139,Feder::N,толга,пелаг
140,Fell::N,кедь,цӏока
141,Flügel::N,паця,тӏам
142,Klaue::N,кенже,мӏара
143,Kralle::N,кенже,тlод
144,Schwanz::N,пула,цӏога
145,Ei::N,ал,xӏoa
146,Nest::N,пиза,бен
147,Bau::N,пиза,lуьрг
148,Tier::N,жува́та,дийнат
149,Herde::N,нал,жа
150,Herde::N,стада,жа
151,Kuh::N,скал,етт
152,Kuh::N,тракс,етт
153,Bulle::N,бука,сту
154,Pferd::N,лишме,говр
155,Schaf::N,уча́,жий
156,Schaf::N,уча́,уьстагӏ
157,Schwein::N,тува,хьакха
158,Hund::N,пине,жӏаьла
159,Katze::N,катоня,цициг
160,Katze::N,аваката,цициг
161,Bär::N,офта,ча
162,Eichhörnchen::N,ур,тарсал
163,Elch::N,ся́рда,сай
164,Fuchs::N,келазь,цхьогал
165,Hase::N,ну́мол,пхьагал
166,Maus::N,шеер,дахка
167,Wolf::N,върьгаз,борз
168,Vogel::N,нармонь,олхазар
169,Schwarm::N,ко́вол,
170,Schwarm::N,ме́швеле,
171,Huhn::N,сараз,котам
172,Hahn::N,а́тякш,нӏаьна
173,Hahn::N,а́тякш,боргӏал
174,Gans::N,маци,гӏаз
175,Adler::N,куцькан,aьрзу
176,Ente::N,яксярга,бад
177,Eule::N,ко́рож,бухӏа
178,Kranich::N,ка́рга,гӏаргӏули
179,Krähe::N,ва́рси,къиг
180,Kuckuck::N,ку́ку,aттйокх
181,Schwan::N,ло́ксти,гӏургӏаз
182,Fisch::N,кал,чӏара
183,Barsch::N,о́кунь,окунь
184,Hecht::N,щу́ка,гӏазкхийн чӏара
185,Schlange[Tier]::N,куй,лаьхьа
186,Wurm::N,сукс,нӏаьна
187,Spinne::N,унжа́,гезг
188,Ameise::N,панжам,зингат
189,Laus::N,си,меза
190,Laus::N,си,гӏениг
191,Mücke::N,ся́ське,чуьрк
192,Fliege::N,кару,моза
193,Schmetterling::N,ме́лав,полла
194,Beere::N,и́мож,цӏазам
195,Apfel::N,марь,ӏаж
196,Pilz::N,панга,жӏаьлин нускал
197,Zwiebel::N,шурьхкя́,xох
198,Saat::N,видьмот,чlу
199,Korn::N,сёра,буьртиг
200,Heu::N,тише,йол
201,Schale::N,кедь,пардо
202,Grube::N,лотка,ор
203,Falle::N,туфкс,кӏело
204,Falle::N,кунда́ма,кӏело
205,Schlinge::N,килькш,
206,Spur::N,пильгоки́,лар
207,Asche::N,кулу,чим
208,Dreck::N,ърда́з,мода
209,Eisen::N,кшни,эчиг
210,Gold::N,ока,деши
211,Gold::N,золота,деши
212,Silber::N,сия́,дети
213,Kohle::N,седь,кӏора
214,Kohle::N,седьвальмя,кӏора
215,Glas::N,кля́нцек,aнгали
216,Lehm::N,сёвонь,поппар
217,Sand::N,шува́р,гӏум
218,Mensch::N,ломань,адам
219,Mann::N,аля,майра
220,Mann::N,цёраломань,майра
221,Frau::N,ава,зуда
222,Kind::N,идь,бер
223,Kind::N,шаба,бер
224,Junge::N,цёраня,жимха
225,Mädchen::N,стирня́,жима йоӏ
226,Familie::N,тнал,доьзал
227,Familie::N,семья,доьзал
228,Großvater::N,атя,ненада
229,Großvater::N,щя́тя,ненада
230,Großmutter::N,баба,денана
231,Eltern::N,тя́дят-а́лят,да-нана
232,Vater::N,аля,да
233,Mutter::N,ава,нана
234,Mutter::N,тядя,нана
235,Sohn::N,цёра,кӏант
236,Tochter::N,стирь,йоӏ
237,Bruder::N,дуган,ваша
238,Bruder::N,пяльне,ваша
239,Schwester::N,ака,йиша
240,Schwester::N,сазор,йиша
241,Onkel::N,оця,деваша
242,Onkel::N,патя,деваша
243,Onkel::N,щеня́,деваша
244,Tante::N,ака,дейиша
245,Tante::N,щака,дейиша
246,Ehemann::N,мирде,майра
247,Ehefrau::N,ърьвя́,зуда
248,Freude::N,ке́нярдема,самукъа
249,Freude::N,ке́нярдема,хазахетар
250,Gelächter::N,рахсема,белам
251,Glück::N,паваз,ирс
252,Kummer::N,ризф,бала
253,Kummer::N,пичефкс,бала
254,Wunsch::N,мяль,лаам
255,Wunsch::N,таколдома,лаам
256,Lust::N,таколдома,лаам
257,Geist::N,вайме,са
258,Gedanke::N,мяль,ойла
259,Gedächtnis::N,прявий,диццадалар
260,Verstand::N,прявий,хьекъал
261,Sinn::N,ён,маьӏна
262,Grund::N,туфта́л,бахьана
263,Wahrheit::N,ви́де,бакъдерг
264,Wahrheit::N,видеши́,бакъдерг
265,Gespräch::N,корхтама,къамел
266,Märchen::N,ёфкс,туьйра
267,Erzählung::N,азкс,дийцар
268,Nachricht::N,куля́,хаам
269,Neuigkeit::N,куля́,керланиг
270,Name::N,лем,цӏе
271,Rätsel::N,со́дама ёфкс,хӏетал-метал
272,Rede::N,вал,къамел
273,Rede::N,корхтама,къамел
274,Sprache::N,кяль,мотт
275,Stimme::N,вайгяль,aз
276,Wort::N,вал,дош
277,Zeichen::N,тя́ште,билгало
278,Zeichen::N,тя́штькс,билгало
279,Ruf::N,тердема,кхайкхар
280,Lärm::N,гайф,гӏовгӏа
281,Lärm::N,жалакодома,гӏовгӏа
282,Laut::N,вайгяль,аз
283,Ton::N,вайгяль,aз
284,Lied::N,мора,илли
285,Ruhe::N,сетьме,тийналла
286,Leute::N,ломатть,нах
287,Volk::N,наро́д,халкъ
288,Arbeit::N,тев,болх
289,Gast::N,и́нжи,хьаша
290,Gast::N,ко́нак,хьаша
291,Geschenk::N,казне,совгӏат
292,Spiel::N,налхкома,ловзар
293,Spiel::N,налхксема,ловзар
294,Gesellschaft::N,кружок,юкъаралла
295,Hilfe::N,лездома,гӏо
296,Freund::N,я́лга,доттагl
297,Kamerad::N,я́лга,накъост
298,Angelegenheit::N,тев,гӏуллакх
299,Anzahl::N,лувкс,терахь
300,Art::N,вид,
301,Stück::N,пакш,юьхк
302,Teil::N,часть,дакъа
303,Teil::N,пялькс,дакъа
304,Hälfte::N,пяле,ах
305,Kreis::N,шаркс,го
306,Kreuz::N,крёз,жӏара
307,Linie::N,межа,сиз
308,Linie::N,китькс,сиз
309,Strich::N,межа,сиз
310,Abstand::N,ётка,юкъ
311,Entfernung::N,ётка,
312,Gegend::N,ва́ста,мeттиг
313,Gegend::N,перьфпя́ль,мeттиг
314,Platz::N,ва́ста,майда
315,Ort::N,ва́ста,меттиг
316,Seite::N,пяле,aгӏo
317,Mitte::N,кучка́,юкъ
318,Gegenstand::N,веща,хӏума
319,Sache::N,тев,хӏума
320,Sache::N,веща,хӏума
321,Rand::N,пе,йист
322,Kante::N,и́рдез,йист
323,Ecke::N,ужа,са
324,Spitze::N,пря,ралла
325,Ende::N,пе,юьхьиг
326,Loch::N,варя,ӏуьрг
327,Winkel::N,ужа,са
328,Muster::N,сёрма,дагар
329,Muster::N,сёрма,тӏамар
330,Größe::N,серь,барам
331,Länge::N,кува́лма,йохалла
332,Höhe::N,серь,локхалла
333,Gewicht::N,сталма,йозалла
334,Menge::N,лувкс,дукхалла
335,Haufen::N,мар,сал
336,Haufen::N,мар,оьла
337,Reihe::N,ряд,рагӏ
338,Reihe::N,ряд,могӏа
339,Boot::N,венеж,кема
340,Ruder::N,миле,пийсиг
341,Schlitten::N,ну́рда,салаз
342,Ski::N,сокс,когсалаз
343,Lagerfeuer::N,то́лмар,цӏе
344,Last::N,канкс,дукъ
345,Last::N,сталма,дукъ
346,Gang::N,молема,лелар
347,Schritt::N,аськолкс,гӏулч
348,Norden::N,якшама шире,къилбаседе
349,Süden::N,ля́мбе ши́ре,къилбе
350,Westen::N,ши валгома шире,малхбузе
351,Osten::N,шинь стяма шире,малхбале
352,Holz::N,вирь,дечиг
353,Holz::N,шуфта,дечиг
354,Brett::N,лавця,у
355,Platte::N,плита́,у
356,Stütze::N,неже,гӏopтоp
357,Stange::N,олга,гӏуркх
358,Stock::N,байдек,ӏаса
359,Stab::N,олгоня,гӏаж
360,Rohr::N,турама,биргӏа
361,Haus::N,куд,цӏа
362,Heim::N,куд,кхерч
363,Ofen::N,пянакуд,кхерч
364,Fußboden::N,кия́кс,цӏенкъа
365,Tisch::N,шра,шун
366,Tisch::N,моркш,шун
367,Stuhl::N,стул,гӏант
368,Wiege::N,нюря́м,ага
369,Bett::N,ацам,маьнга
370,Regal::N,лавцяланга,терхи
371,Kiste::N,парга,яьшка
372,Fenster::N,валмья,кор
373,Tür::N,кенкш,неӏ
374,Tor::N,ортат,ков
375,Zaun::N,перяфкс,керт
376,Dach::N,кудпря,тхов
377,Leiter::N,куцема,лами
378,Besen::N,тяльме,нуй
379,Spaten::N,ка́йме,бел
380,Schaufel::N,ко́поня,аьшкал
381,Schaufel::N,ця́рдом,аьшкал
382,Gabel::N,ця́нгоня,мӏара
383,Löffel::N,куцю,ӏайг
384,Messer::N,пеель,урс
385,Nagel::N,эска,хьостам
386,Haken::N,кя́чказ,мӏара
387,Griff::N,недь,
388,Griff::N,кунда́мка,
389,Schloss::N,замо́к,чӏега
390,Bild::N,карти́на,сурт
391,Figur::N,ронга-понда,
392,Puppe::N,ня́ка,тайниг
393,Beutel::N,кяскав,гали
394,Bündel::N,кярьме,кочар
395,Tasche::N,кошяльня,тӏоьрмиг
396,Eimer::N,ве́дарка,чийлик
397,Deckel::N,тавадкс,негӏар
398,Deckel::N,вельхкс,негӏар
399,Geschirr::N,кядьге,пхьегӏа
400,Sack::N,кяскав,гали
401,Tasse::N,ша́ваня,кад
402,Topf::N,кавозь,яй
403,Kessel::N,сргавозь,яй
404,Essen::N,ярхцама,юург
405,Nahrung::N,ярхцампяль,кхача
406,Speise::N,ярхцама,юург
407,Fleisch::N,пал,жижиг
408,Fleisch::N,сиволь,жижиг
409,Getreide::N,сёра,буьртиг
410,Brei::N,ям,xудар
411,Brot::N,кши,бепиг
412,Brot::N,кши,кхаллар
413,Scheibe::N,кочам,цастар
414,Fett::N,куя́,мохь
415,Butter::N,вай,налха
416,Öl::N,вай,даьтта
417,Salz::N,сал,туьха
418,Suppe::N,шонгарям,чорпа
419,Suppe::N,коршампяль,чорпа
420,Honig::N,медь,моз
421,Milch::N,лофца,шура
422,Tee::N,чай,чай
423,Leder::N,кедь,цӏока
424,Wolle::N,пона,тӏapгӏa
425,Stoff::N,котф,кӏади
426,Nadel::N,салмокс,маха
427,Faden::N,сюре,тай
428,Knopf::N,пуня,нуьйда
429,Knoten::N,сюлма,шад
430,Farbe::N,архтомбяль,сир
431,Farbe::N,архтомбяль,басар
432,Kleidung::N,щам,бедар
433,Hemd::N,па́нар,коч
434,Kragen::N,сиве,кач
435,Ärmel::N,ожа,пхьош
436,Hose::N,понкст,хеча
437,Gürtel::N,каркс,доьхка
438,Mütze::N,вазь,куй
439,Schuh::N,башма́к,мача
440,Stiefel::N,кя́ме,этка
441,Ring::N,суркс,чӏуг
442,Band::N,керькс,лента
443,Band::N,лента,лента
444,Kamm::N,сюрьхцем,ехк
445,Spiegel::N,ванома,куьзга
446,Riemen::N,шнань каркс,доьхка
447,Schnur::N,пикс,муш
448,Schnur::N,карькскя,муш
449,Leine::N,вядьме,кочатосу доьхка
450,Decke::N,вельхкс,юргӏа
451,Kissen::N,тоду,гIайба
452,Tuch::N,руця́,исхар
453,Handtuch::N,на́рдама,гата
454,Kraft::N,вий,гӏора
455,Stärke::N,вииши,гӏап
456,Gesundheit::N,шумбраши́,могашалла
457,Krankheit::N,урма́,цамгар
458,Krankheit::N,сярядема,цамгар
459,Schmerz::N,маряма,лазар
460,Wunde::N,керф,чов
461,Fieber::N,маштыкс,xорша
462,Arznei::N,надо́бья,молха
463,Arznei::N,пъчка́фтома,молха
464,Brücke::N,седь,тӏай
465,Brunnen::N,эши,гӏу
466,Weide::N,ванома васта,дак
467,Pfad::N,ян,тача
468,Pfad::N,киня́,тача
469,Weg::N,ки,некъ
470,Straße::N,ки,урам
471,Dorf::N,веле,юрт
472,Stadt::N,ош,гӏала
473,Brief::N,сёрма,кехат
474,Buch::N,книга,жайна
475,Buchstabe::N,бу́ква,элп
476,Zeitung::N,газе́та,газет
477,Leben::N,эряф,дахар
478,Leben::N,эряма,дахар
479,Tod::N,кулома́,далар
480,Tod::N,кулома́,ӏожалла
481,Grab::N,калма,каш
482,Kirche::N,це́рькав,килс
483,Sünde::N,пежеть,къа
484,Sünde::N,муворкс,къа
485,Gott::N,шкай,дела
486,Arbeiter::N,трудендай,белхало
487,Arbeiter::N,работник,белхало
488,Chef::N,азор,хьаькам
489,Chef::N,оцюня,хьаькам
490,Meister::N,мастяр,говзанча
491,Arzt::N,врач,лор
492,Arzt::N,доктор,лор
493,Lehrer::N,учи́тель,хьехархо
494,Geld::N,ярмакт,aхча
495,Geschäft::N,ладяфкс,туька
496,Geschäft::N,ладяф тев,туька
497,Laden::N,ла́вка,туька
498,Preis::N,питне,мах
499,Ware::N,миф,хlума
500,Ware::N,ра́маф,хlума
501,Nutzen::N,пара,пайда
502,Nutzen::N,лезкс,пайда
503,Reichtum::N,ко́зяши,хьал
504,Welt::N,свет,дуьне
505,Land::N,мастор,мохк
506,Staat::N,государства,пачхьалкх
507,König::N,король,паччахь
508,Macht::N,азорондама,ӏедал
509,Macht::N,азорксши,ӏедал
510,Grenze::N,ёткаян,доза
511,Krieg::N,война́,тӏом
512,Feind::N,душман,мостагӏ
513,Feind::N,каршек тюри,мостагӏ
514,Gewalt::N,наругама,гӏело
515,Kampf::N,тюрема́,къийсам
516,Bogen[Waffe]::N,нал,
517,Pfeil::N,нал,пха
518,Gewehr::N,винто́вка,топ
519,Fehler::N,эльбядькс,гӏалат
520,Lüge::N,васькафнема,аьшпаш
521,Schaden::N,зия́н,зен
522,Unglück::N,зия́н,бала
523,Schuld::N,муворши,бехк
524,Alter::N,эряф кизот,хан
525,Alter::N,эряфонь пинге,хан
526,Schluss::N,пе,чакхе
527,Zeit::N,пинге,хан
528,Tag::N,ши,де
529,Morgen::N,шобдава,ӏуьйре
530,Mittag::N,шикучка,делкъе
531,Abend::N,иля́дь,суьйре
532,Nacht::N,ве,буьйса
533,Woche::N,недя́ля,кӏира
534,Monat::N,ков,бутт
535,Jahr::N,киза,шо
536,Frühling::N,тунда́,бӏаьсте
537,Sommer::N,киза,аьхке
538,Herbst::N,сёксе,гуьйре
539,Winter::N,тяла,ӏа
540,Januar::N,кельмеков,январь
541,Februar::N,уфайков,февраль
542,März::N,марайков,март
543,April::N,шудиков,апрель
544,Mai::N,панжиков,май
545,Juni::N,лямбеков,июнь
546,Juli::N,псиков,июль
547,August::N,сёроньков,август
548,September::N,тюжягов,сентябрь
549,Oktober::N,кельмазаков,октябрь
550,November::N,эйндамков,ноябрь
551,Dezember::N,кучкаков,декабрь
552,Montag::N,одговши,оршот
553,Dienstag::N,ша́вши,шинара
554,Mittwoch::N,вержи,кхаара
555,Donnerstag::N,шува́ланя,еара
556,Freitag::N,пя́денця,пӏераска
557,Samstag::N,ёткши,шот
558,Sonntag::N,таргоши,кӏиранде
559,groß::A,оцю,доккха
560,klein::A,ёмла,кегий
561,lang::A,кува́ка,еха
562,kurz::A,нюрьхкя́ня,доца
563,breit::A,кели,шуьйра
564,schmal::A,тяйня,готта
565,dicht::A,сиде,луьста
566,dicht::A,туста,луьста
567,dick[Gegenstand]::A,эчке,стомма
568,dünn::A,шува́ня,дуткъа
569,fein::A,шува́ня,ховха
570,fest::A,кеме,чӏогӏа
571,flach::A,лапш,чӏапа
572,glatt::A,вадяв,шера
573,glatt::A,такор,шера
574,hart::A,калгода,чӏогӏa
575,weich::A,ляпе,кӏеда
576,rund::A,кру́глай,горга
577,spitz::A,ботаз,ира
578,spitz::A,оржа,ира
579,scharf::A,оржа,ира
580,stumpf::A,ношка,аьртa
581,schwer::A,стака,деза
582,schön::A,мазы,хаза
583,heiß::A,пси,довха
584,warm::A,лямбе,довха
585,kalt::A,кельме,шийла
586,kühl::A,эше,шийла
587,frisch::A,свежай,керла
588,feucht::A,летьке,тӏуьна
589,nass::A,начка,тӏеда
590,trocken::A,коське,eкъа
591,voll::A,пяшксе,дуьзна
592,leer::A,шава,яьсса
593,offen::A,панжада,диллина
594,offen::A,виде,диллина
595,geschlossen::A,пякстаф,дӏакъевлина
596,geschlossen::A,пякстаф,дӏачӏагӏдина
597,geschlossen::A,сёлгф,дӏакъевлина
598,geschlossen::A,сёлгф,дӏачӏагӏдина
599,sauber::A,ару,цӏена
600,schmutzig::A,рда́зу,боьха
601,schmutzig::A,пя́ндра,боьха
602,roh::A,верок,буьйда
603,reif::A,ке́нерьф,хилла
604,lecker::A,танцти,чоме
605,süß::A,ламбама,мерза
606,bitter::A,сяпи,къаьхьа
607,sauer::A,шапама,муьста
608,hell::A,валда,сирла
609,dunkel::A,шобда,бодане
610,schwarz::A,равжа,ӏаьржа
611,weiß::A,акша,кӏайн
612,rot::A,якстерь,цӏен
613,gelb::A,тюжя́,можа
614,blau::A,сенем,сийна
615,grün::A,пиже,баьццара
616,grün::A,сянгяря,баьццара
617,grau::A,уле,cира
618,grau::A,уле,мокха
619,bunt::A,сёрмав,къорза
620,billig::A,у́цез,дораха
621,billig::A,аф пи́тни,дораха
622,teuer::A,пи́тни,деза
623,wertvoll::A,питни,мехала
624,blind::A,сокор,бӏаьрзе
625,taub::A,пярав,къора
626,kräftig::A,пяк вии,нуьцкъала
627,stark::A,вии,зоьртала
628,stark::A,вии,нуьцкъала
629,schwach::A,лафча,гӏорасиза
630,fett::A,куя́,дерстана
631,schlank::A,виде ронга,куц долу
632,hübsch::A,мазы,хаза
633,böse::A,кяжи,вон
634,dumm::A,аф ёню,сонта
635,dumm::A,шава пря,сонта
636,faul::A,нола,мало ен
637,fleißig::A,ку́лхцонды,тӏера
638,geizig::A,кирьжя,пис
639,geizig::A,кирьжя,сутара
640,geizig::A,жаднай,пис
641,geizig::A,жаднай,сутара
642,klug::A,ёню,хьекъале
643,klug::A,пря́ви,хьекъале
644,geschickt::A,маштозь тиф,тӏахъаьлла
645,lieb::A,цебярь,хьоме
646,lustig::A,ра́хси,самукъане
647,sanft::A,сетьме,кlеда
648,hungrig::A,вача,меца
649,hungrig::A,вачеда,меца
650,krank::A,сяряди,цомгуш долу
651,nackt::A,штада,дерзана
652,nackt::A,кърхтапа,дерзана
653,traurig::A,ла́жнай,самукъане воцу
654,lebendig::A,эряй,дийна
655,gut::A,пара,дика
656,gut::A,цебярь,дика
657,schlecht::A,кальдяв,вон
658,richtig::A,виде,нийса
659,schlimm::A,кальдяв,вон
660,wahr::A,афкуксонь,бакъдолу
661,alt::A,ташта,къена
662,neu::A,од,керла
663,ehemalig::A,и́нгольдень,хилла
664,alt[Lebewesen]::A,сире,къена
665,jung::A,од,къона
666,arm::A,а́шу,къен
667,reich::A,козя,хьоле
668,bekannt::A,содаф,девзаш долу
669,berühmt::A,содавикс,цӏеяхана
670,fremd::A,лия,нехан
671,fremd::A,аф содаф,нехан
672,verschieden::A,аф фкя ла́цонь,тайп-тайпанара
673,nah::A,мала,гергара
674,nah::A,аф ичкоздень,гергара
675,fern::A,и́чкоздень,гена
676,fern::A,и́чкоздень,генара
677,fern::A,куна́рдонь,гена
678,fern::A,куна́рдонь,генара
679,linker::A,кержи,аьрру
680,rechter::A,види,аьтту
681,anderer::A,лия,кхин
682,erster::A,васенце,хьалхара
683,zweiter::A,омбоце,шолгIа
684,dritter::A,колмоце,кхоалгӏа
685,letzter::A,ме́кольце,тӏаьххьара
686,allein::ADV,ськамонза,цхьаъ
687,auf einmal::ADV,вихцок,цу сохьтта
688,zusammen::ADV,марс,цхьана
689,zusammen::ADV,ма́рса,цхьана
690,lange::ADV,кува́тьс,дукха
691,plötzlich::ADV,а́пак учт,цIеххьана
692,sofort::ADV,тяникиге,цу сохьтта
693,später::ADV,ме́ле,тӏаьхьо
694,jetzt::ADV,тяни,хӏинца
695,heute::ADV,тячи,тахана
696,morgen::ADV,ва́нды,кхана
697,bald::ADV,курок,кеста
698,dann::ADV,меле,тӏаккха
699,dann::ADV,сяда меле,тӏаккха
700,gestern::ADV,ися́к,селхана
701,einst::ADV,весть,цкъа
702,einst::ADV,мзя́рда-бди,цкъа
703,damals::ADV,эста,хӏетахьь
704,danach::ADV,меле,тӏаккха
705,vorher::ADV,инголи,хьалхa
706,zuerst::ADV,ва́сенда,хьалха
707,einmal::ADV,весть,цкъа
708,manchmal::ADV,лия́ста,цкъаццкъа
709,manchmal::ADV,ко́ста-ко́ста,цкъаццкъа
710,oft::ADV,си́деста,кест-кеста
711,immer::ADV,фалу,даим
712,immer::ADV,най,даим
713,niemals::ADV,аф мзя́рдонга,цкъа а
714,hier::ADV,тяса,кхузахь
715,hierhin::ADV,сей,кхуза
716,hierhin::ADV,тяза,кхуза
717,von hier::ADV,тя́ста,кхузара
718,dort::ADV,тоса,цигахь
719,dorthin::ADV,тов,цига
720,dorthin::ADV,тоза,цига
721,geradeaus::ADV,ви́деста,нийса дӏа
722,vorwärts::ADV,и́нголи,хьалха
723,rückwärts::ADV,ме́ки,юха
724,zurück::ADV,ме́ки,юха
725,unten::ADV,ала,лахахь
726,hinab::ADV,алу,охьа
727,oben::ADV,вяре,лакхахь
728,hinauf::ADV,вяри,хьала
729,überall::ADV,се́мбе ва́стова,массанхьа
730,nicht::ADV,аф,ца
731,ein wenig::ADV,аф лама,кӏеззиг
732,kaum::ADV,а́ньцек,халла
733,sehr::ADV,пяк,вуно
734,so::ADV,ста́не,
735,noch::ADV,нинге,кхин
736,nur::ADV,аньцек,бен ...ца
737,schon::ADV,ни,хӏинцале
738,wieder::ADV,та́га,юха а
739,vergebens::ADV,стак,эрна
740,vor::PRP,инголе,хьалха
741,hinter::PRP,фтала,тӏехьа
742,hinter::PRP,мельге,тӏехьа
743,unter::PRP,ала,кIелахь
744,durch::PRP,пачк,чекх
745,neben::PRP,ваксса,юххе
746,zwischen::PRP,ёткса,юккъехь
747,wegen::PRP,сюнеда,дуьхьа
748,dies::PRN,тя,и
749,dies::PRN,тя,иза
750,das::PRN,ся,и
751,das::PRN,ся,иза
752,das::PRN,тона,и
753,das::PRN,тона,иза
754,alles::PRN,сембе,дерриг
755,ich::PRN,мон,cо
756,du::PRN,тон,хьо
757,er::PRN,сон,и
758,er::PRN,сон,иза
759,wir::PRN,минь,тхо
760,wir::PRN,минь,вай
761,ihr::PRN,тинь,шу
762,sie::PRN,синь,уьш
763,was::FPRN,мезе,хӏун
764,wer::FPRN,кие,мила
765,wo::FADV,коса,мичaхь
766,wohin::FADV,ков,мича
767,wohin::FADV,коза,мича
768,wie::FADV,ко́да,муха
769,warum::FADV,мес,хӏунда
770,wieviel::FNUM,мзя́ра,мел
771,wieviel::FNUM,мзя́ра,маса
772,eins::NUM,фкя,цхьаъ
773,zwei::NUM,кафта,шиъ
774,drei::NUM,колма,кхоъ
775,vier::NUM,ниле,диъ
