,Concept_ID,be,en
122,Gras::N,трава,grass
123,Wurzel::N,корань,root
124,Baum::N,дрэва,tree
125,Stamm::N,ствол,trunk
126,Rinde::N,кара,bark
127,Ast::N,сук,limb
128,Zweig::N,галіна,branch
129,Blatt::N,ліст,leaf
130,Birke::N,бяроза,birch
131,Kiefer[Baum]::N,хвоя,pine
132,Kiefer[Baum]::N,сасна,pine
133,Weide[Baum]::N,вярба,willow
134,Tanne::N,яліна,fir
135,Horn::N,рог,horn
136,Feder::N,пяро,feather
137,Fell::N,шкура,fur
138,Flügel::N,крыло,wing
139,Klaue::N,кіпцюр,claw
140,Kralle::N,лапа,claw
141,Schwanz::N,хвост,tail
142,Ei::N,яйка,egg
143,Nest::N,гняздо,nest
144,Bau::N,нара,lair
145,Tier::N,жывёла,animal
146,Herde::N,статак,flock
147,Kuh::N,карова,cow
148,Bulle::N,бык,bull
149,Pferd::N,конь,horse
150,Schaf::N,авечка,sheep
151,Schwein::N,свіння,pig
152,Hund::N,сабака,dog
153,Katze::N,кошка,cat
154,Bär::N,мядзведзь,bear
155,Eichhörnchen::N,вавёрка,squirrel
156,Elch::N,лось,elk
157,Fuchs::N,ліса,fox
158,Hase::N,заяц,hare
159,Maus::N,мыш,mouse
160,Wolf::N,воўк,wolf
161,Vogel::N,птах,bird
162,Vogel::N,птушка,bird
163,Schwarm::N,чарада,swarm
164,Huhn::N,курыца,chicken
165,Hahn::N,певень,cock
166,Gans::N,гусь,goose
167,Adler::N,арол,eagle
168,Ente::N,качка,duck
169,Eule::N,сава,owl
170,Kranich::N,жораў,crane
171,Kranich::N,журавель,crane
172,Krähe::N,варона,crow
173,Kuckuck::N,зязюля,cuckoo
174,Schwan::N,лебедзь,swan
175,Fisch::N,рыба,fish
176,Barsch::N,акунь,perch
177,Hecht::N,шчупак,pike
178,Schlange[Tier]::N,змяя,snake
179,Wurm::N,чарвяк,worm
180,Spinne::N,павук,spider
181,Ameise::N,мурашка,ant
182,Laus::N,вош,louse
183,Mücke::N,камар,midge
184,Fliege::N,муха,fly
185,Schmetterling::N,матыль,butterfly
186,Beere::N,ягада,berry
187,Apfel::N,яблык,apple
188,Pilz::N,грыб,mushroom
189,Zwiebel::N,цыбуля,onion
190,Saat::N,семя,seed
191,Korn::N,зерне,grain
192,Heu::N,сена,hay
193,Schale::N,шалупінне,husk
194,Grube::N,яма,pit
195,Falle::N,пастка,trap
196,Schlinge::N,сіло,noose
197,Spur::N,след,track
198,Asche::N,попел,ashes
199,Dreck::N,бруд,filth
200,Eisen::N,жалеза,iron
201,Gold::N,золата,gold
202,Silber::N,сребра,silver
203,Kohle::N,вугаль,coal
204,Glas::N,шкло,glass
205,Lehm::N,гліна,clay
206,Sand::N,пясок,sand
207,Mensch::N,чалавек,human
208,Mann::N,мужчына,man
209,Frau::N,жанчына,woman
210,Kind::N,дзіця,child
211,Junge::N,хлопчык,boy
212,Mädchen::N,дзяўчынка,girl
213,Familie::N,сямʼя,family
214,Großvater::N,дзядуля,grandfather
215,Großmutter::N,бабуля,grandmother
216,Eltern::N,бацькі,parents
217,Vater::N,бацька,father
218,Mutter::N,маці,mother
219,Sohn::N,сын,son
220,Tochter::N,дачка,daughter
221,Bruder::N,брат,brother
222,Schwester::N,сястра,sister
223,Onkel::N,дзядзька,uncle
224,Tante::N,цётка,aunt
225,Ehemann::N,муж,husband
226,Ehefrau::N,жонка,wife
227,Freude::N,радасць,joy
228,Gelächter::N,смех,laughter
229,Glück::N,шчасце,happiness
230,Kummer::N,гора,grief
231,Wunsch::N,жаданне,wish
232,Lust::N,цяга,desire
233,Geist::N,дух,spirit
234,Gedanke::N,думка,thought
235,Gedächtnis::N,памяць,memory
236,Verstand::N,розум,mind
237,Sinn::N,сэнс,meaning
238,Grund::N,зачэпка,reason
239,Wahrheit::N,праўда,truth
240,Gespräch::N,размова,talk
241,Märchen::N,казка,fairy tale
242,Erzählung::N,расказ,story
243,Erzählung::N,апавяданне,story
244,Nachricht::N,вестка,message
245,Nachricht::N,паведамленне,message
246,Neuigkeit::N,навіна,news
247,Name::N,імя,name
248,Rätsel::N,загадка,puzzle
249,Rede::N,прамова,speech
250,Sprache::N,мова,language
251,Stimme::N,голас,voice
252,Wort::N,слова,word
253,Zeichen::N,знак,sign
254,Ruf::N,кліч,call
255,Lärm::N,шум,noise
256,Laut::N,гук,sound
257,Ton::N,гучанне,tone
258,Lied::N,песня,song
259,Ruhe::N,спакой,calm
260,Leute::N,людзі,people
261,Volk::N,народ,nation
262,Arbeit::N,праца,work
263,Arbeit::N,работа,work
264,Gast::N,госць,guest
265,Geschenk::N,падарунак,gift
266,Spiel::N,гульня,game
267,Gesellschaft::N,таварыства,company
268,Hilfe::N,дапамога,help
269,Freund::N,друг,friend
270,Freund::N,сябар,friend
271,Kamerad::N,прыяцель,companion
272,Angelegenheit::N,справа,matter
273,Anzahl::N,колькасць,count
274,Art::N,від,sort
275,Stück::N,кусок,piece
276,Stück::N,кавалак,piece
277,Teil::N,частка,part
278,Hälfte::N,палова,half
279,Hälfte::N,палавіна,half
280,Kreis::N,круг,circle
281,Kreuz::N,крыж,cross
282,Linie::N,лінія,line
283,Strich::N,рыса,stroke
284,Abstand::N,прамежак,gap
285,Entfernung::N,адлегласць,distance
286,Gegend::N,мясцовасць,area
287,Platz::N,месца,space
288,Ort::N,месца,place
289,Seite::N,бок,side
290,Mitte::N,сярэдзіна,middle
291,Gegenstand::N,прадмет,item
292,Sache::N,рэч,thing
293,Rand::N,край,fringe
294,Kante::N,руб,edge
295,Kante::N,кант,edge
296,Ecke::N,вугал,corner
297,Spitze::N,кончык,tip
298,Ende::N,канец,end
299,Loch::N,дзірка,hole
300,Winkel::N,вугал,angle
301,Muster::N,узор,pattern
302,Größe::N,памер,size
303,Länge::N,даўжыня,length
304,Höhe::N,вышыня,height
305,Gewicht::N,вага,weight
306,Menge::N,колькасць,amount
307,Haufen::N,куча,heap
308,Reihe::N,рад,row
309,Boot::N,лодка,boat
310,Ruder::N,вясло,oar
311,Schlitten::N,сані,sleigh
312,Ski::N,лыжа,ski
313,Lagerfeuer::N,вогнішча,campfire
314,Last::N,цяжар,load
315,Gang::N,ход,walk
316,Schritt::N,шаг,step
317,Schritt::N,крок,step
318,Norden::N,поўнач,north
319,Süden::N,поўдзень,south
320,Westen::N,захад,west
321,Osten::N,усход,east
322,Holz::N,дрэва,wood
323,Holz::N,драўніна,wood
324,Brett::N,дошка,board
325,Platte::N,пліта,slab
326,Stütze::N,падпорка,bracket
327,Stange::N,жэрдка,pole
328,Stock::N,палка,stick
329,Stab::N,шост,staff
330,Rohr::N,труба,pipe
331,Haus::N,дом,house
332,Heim::N,дом,home
333,Heim::N,хата,home
334,Ofen::N,печ,stove
335,Fußboden::N,падлога,floor
336,Tisch::N,стол,table
337,Stuhl::N,стул,chair
338,Stuhl::N,крэсла,chair
339,Wiege::N,калыска,cradle
340,Bett::N,ложак,bed
341,Bett::N,пасцель,bed
342,Regal::N,паліца,shelf
343,Kiste::N,скрынка,box
344,Fenster::N,акно,window
345,Tür::N,дзверы,door
346,Tor::N,вароты,gate
347,Zaun::N,агароджа,fence
348,Dach::N,дах,roof
349,Leiter::N,лесвіца,ladder
350,Besen::N,мятла,broom
351,Spaten::N,лапата,spade
352,Spaten::N,жалязняк,spade
353,Schaufel::N,шуфлік,shovel
354,Schaufel::N,лапатка,shovel
355,Gabel::N,відэлец,fork
356,Löffel::N,лыжка,spoon
357,Messer::N,нож,knife
358,Nagel::N,цвік,nail
359,Netz::N,сетка,net
360,Haken::N,крук,hook
361,Griff::N,ручка,handle
362,Schloss::N,замок,lock
363,Bild::N,карціна,picture
364,Figur::N,фігура,figure
365,Puppe::N,лялька,doll
366,Beutel::N,мяшок,pouch
367,Bündel::N,вязка,bundle
368,Tasche::N,торба,bag
369,Eimer::N,вядро,bucket
370,Deckel::N,накрыўка,cover
371,Geschirr::N,пасуда,dishes
372,Sack::N,мех,sack
373,Tasse::N,кубак,cup
374,Topf::N,каструля,pot
375,Kessel::N,кацёл,kettle
376,Essen::N,ежа,meal
377,Nahrung::N,харч,food
378,Speise::N,страва,dish
379,Fleisch::N,мяса,meat
380,Getreide::N,збожжа,corn
381,Brei::N,каша,mush
382,Brot::N,хлеб,bread
383,Scheibe::N,луста,slice
384,Scheibe::N,скібка,slice
385,Fett::N,тлушч,fat
386,Butter::N,масла,butter
387,Öl::N,алей,oil
388,Salz::N,соль,salt
389,Suppe::N,суп,soup
390,Honig::N,мёд,honey
391,Milch::N,малако,milk
392,Tee::N,чай,tea
393,Tee::N,гарбата,tea
394,Leder::N,скура,leather
395,Wolle::N,воўна,wool
396,Stoff::N,тканіна,cloth
397,Nadel::N,іголка,needle
398,Faden::N,нітка,thread
399,Knopf::N,гузік,button
400,Knoten::N,вузел,knot
401,Farbe::N,фарба,paint
402,Kleidung::N,адзенне,clothes
403,Hemd::N,кашуля,shirt
404,Kragen::N,каўнер,collar
405,Ärmel::N,рукаў,sleeve
406,Hose::N,штаны,trousers
407,Gürtel::N,пояс,belt
408,Mütze::N,шапка,cap
409,Schuh::N,чаравік,shoe
410,Stiefel::N,бот,boot
411,Ring::N,кольца,ring
412,Band::N,стужка,ribbon
413,Kamm::N,расчоска,comb
414,Spiegel::N,люстра,mirror
415,Riemen::N,рэмень,strap
416,Schnur::N,вяроўка,string
417,Leine::N,павадок,leash
418,Decke::N,коўдра,blanket
419,Kissen::N,падушка,pillow
420,Tuch::N,хустка,scarf
421,Handtuch::N,ручнік,towel
422,Kraft::N,сіла,force
423,Stärke::N,моц,strength
424,Gesundheit::N,здароўе,health
425,Krankheit::N,хвароба,illness
426,Schmerz::N,боль,pain
427,Wunde::N,рана,wound
428,Fieber::N,гарачка,fever
429,Fieber::N,ліхаманка,fever
430,Arznei::N,лекі,medicine
431,Brücke::N,мост,bridge
432,Brunnen::N,калодзеж,well
433,Weide::N,паша,pasture
434,Pfad::N,сцежка,path
435,Weg::N,шлях,way
436,Weg::N,дарога,way
437,Straße::N,вуліца,road
438,Dorf::N,вёска,village
439,Stadt::N,горад,town
440,Brief::N,ліст,letter
441,Brief::N,пісьмо,letter
442,Buch::N,кніга,book
443,Buchstabe::N,літара,character
444,Zeitung::N,газета,newspaper
445,Leben::N,жыццё,life
446,Tod::N,смерць,death
447,Grab::N,магіла,grave
448,Kirche::N,касцёл,church
449,Kirche::N,царква,church
450,Sünde::N,грэх,sin
451,Gott::N,бог,god
452,Arbeiter::N,рабочы,worker
453,Chef::N,начальнік,boss
454,Meister::N,майстар,master
455,Arzt::N,урач,doctor
456,Lehrer::N,настаўнік,teacher
457,Geld::N,грошы,money
458,Geschäft::N,заняцце,business
459,Laden::N,крама,shop
460,Laden::N,магазін,shop
461,Preis::N,цана,price
462,Ware::N,тавар,ware
463,Nutzen::N,выгада,profit
464,Reichtum::N,багацце,wealth
465,Welt::N,свет,world
466,Land::N,краіна,country
467,Staat::N,дзяржава,state
468,König::N,кароль,king
469,Macht::N,улада,power
470,Grenze::N,граніца,border
471,Krieg::N,вайна,war
472,Feind::N,вораг,enemy
473,Gewalt::N,насілле,violence
474,Kampf::N,барацьба,fight
475,Bogen[Waffe]::N,лук,bow
476,Pfeil::N,страла,arrow
477,Gewehr::N,ружжо,gun
478,Fehler::N,памылка,mistake
479,Lüge::N,хлусня,lie
480,Schaden::N,шкода,damage
481,Unglück::N,ліха,misfortune
482,Unglück::N,бядота,misfortune
483,Schuld::N,віна,fault
484,Alter::N,узрост,age
485,Schluss::N,канец,conclusion
486,Zeit::N,час,time
487,Tag::N,дзень,day
488,Morgen::N,ранак,morning
489,Morgen::N,раніца,morning
490,Mittag::N,паўдня,noon
491,Mittag::N,поўдзень,noon
492,Abend::N,вечар,evening
493,Nacht::N,ноч,night
494,Woche::N,тыдзень,week
495,Monat::N,месяц,month
496,Jahr::N,год,year
497,Frühling::N,вясна,spring
498,Sommer::N,лета,summer
499,Herbst::N,восень,autumn
500,Winter::N,зіма,winter
501,Januar::N,студзень,January
502,Februar::N,люты,February
503,März::N,сакавік,March
504,April::N,красавік,April
505,Mai::N,май,May
506,Mai::N,травень,May
507,Juni::N,чэрвень,June
508,Juli::N,ліпень,July
509,August::N,жнівень,August
510,September::N,верасень,September
511,Oktober::N,кастрычнік,October
512,November::N,лістапад,November
513,Dezember::N,снежань,December
514,Montag::N,панядзелак,Monday
515,Dienstag::N,аўторак,Tuesday
516,Mittwoch::N,серада,Wednesday
517,Donnerstag::N,чацвер,Thursday
518,Freitag::N,пятніца,Friday
519,Samstag::N,субота,Saturday
520,Sonntag::N,нядзеля,Sunday
521,groß::A,вялікі,big
522,klein::A,маленькі,little
523,lang::A,доўгі,long
524,kurz::A,кароткі,short
525,breit::A,шырокі,wide
526,schmal::A,вузкі,narrow
527,dicht::A,густы,dense
528,dick[Gegenstand]::A,тоўсты,thick
529,dünn::A,тонкі,thin
530,fein::A,тонкі,delicate
531,fest::A,моцны,firm
532,flach::A,плоскі,flat
533,glatt::A,гладкі,smooth
534,hart::A,цвёрды,hard
535,weich::A,мяккі,soft
536,rund::A,круглы,round
537,spitz::A,спічасты,pointed
538,spitz::A,востраканцовы,pointed
539,scharf::A,востры,sharp
540,stumpf::A,тупы,blunt
541,schwer::A,цяжкі,heavy
542,schön::A,прыгожы,beautiful
543,heiß::A,гарачы,hot
544,warm::A,цёплы,warm
545,kalt::A,холадны,cold
546,kühl::A,халаднаваты,cool
547,frisch::A,свежы,fresh
548,feucht::A,вільготны,damp
549,nass::A,мокры,wet
550,trocken::A,сухі,dry
551,voll::A,поўны,full
552,leer::A,пусты,empty
553,offen::A,адкрыты,open
554,offen::A,адчынены,open
555,geschlossen::A,закрыты,closed
556,geschlossen::A,зачынены,closed
557,sauber::A,чысты,clean
558,schmutzig::A,брудны,dirty
559,roh::A,сыры,raw
560,reif::A,спелы,ripe
561,lecker::A,смачны,delicious
562,süß::A,салодкі,sweet
563,bitter::A,горкі,bitter
564,sauer::A,кіслы,sour
565,hell::A,светлы,bright
566,dunkel::A,цёмны,dark
567,schwarz::A,чорны,black
568,weiß::A,белы,white
569,rot::A,чырвоны,red
570,gelb::A,жоўты,yellow
571,blau::A,сіні,blue
572,grün::A,зялёны,green
573,grau::A,шэры,grey
574,bunt::A,пяресты,colourful
575,bunt::A,пяресты,colorful
576,billig::A,танны,cheap
577,teuer::A,дарагі,dear
578,wertvoll::A,цэнны,precious
579,wertvoll::A,каштоўны,precious
580,blind::A,сляпы,blind
581,taub::A,глухі,deaf
582,kräftig::A,магутны,powerful
583,stark::A,сільны,strong
584,schwach::A,слабы,weak
585,fett::A,тлусты,fat
586,schlank::A,стройны,slim
587,hübsch::A,чароўны,pretty
588,böse::A,злы,evil
589,dumm::A,дурны,stupid
590,faul::A,лянівы,lazy
591,fleißig::A,руплівы,diligent
592,geizig::A,прагны,stingy
593,klug::A,разумны,clever
594,geschickt::A,умелы,skilful
595,geschickt::A,умелы,skillful
596,lieb::A,мілы,dear
597,lustig::A,вясёлы,merry
598,sanft::A,ласкавы,gentle
599,hungrig::A,галодны,hungry
600,krank::A,хворы,sick
601,nackt::A,голы,naked
602,traurig::A,сумны,sad
603,lebendig::A,жывы,living
604,gut::A,добры,good
605,schlecht::A,кепскі,bad
606,richtig::A,правільны,correct
607,schlimm::A,агідны,nasty
608,wahr::A,сапраўдны,true
609,alt::A,стары,old
610,neu::A,новы,new
611,ehemalig::A,былы,former
612,alt[Lebewesen]::A,стары,aged
613,jung::A,малады,young
614,arm::A,бедны,poor
615,reich::A,багаты,rich
616,bekannt::A,знаёмы,familiar
617,berühmt::A,славуты,famous
618,fremd::A,чужы,foreign
619,verschieden::A,розны,different
620,nah::A,блізкі,near
621,fern::A,далёкі,far
622,linker::A,левы,left
623,rechter::A,правы,right
624,anderer::A,іншы,other
625,anderer::A,другі,other
626,erster::A,першы,first
627,zweiter::A,другі,second
628,dritter::A,трэці,third
629,letzter::A,апошні,last
630,allein::ADV,сам,alone
631,allein::ADV,адзін,alone
632,auf einmal::ADV,адразу,at once
633,zusammen::ADV,разам,together
634,lange::ADV,доўга,long
635,plötzlich::ADV,раптам,suddenly
636,sofort::ADV,зараз,instantly
637,später::ADV,пазней,later
638,jetzt::ADV,цяпер,now
639,heute::ADV,сёння,today
640,morgen::ADV,заўтра,tomorrow
641,bald::ADV,хутка,soon
642,bald::ADV,неўзабаве,soon
643,dann::ADV,потым,then
644,gestern::ADV,учора,yesterday
645,einst::ADV,аднойчы,once
646,damals::ADV,тады,at that time
647,danach::ADV,затым,afterwards
648,vorher::ADV,раней,before
649,zuerst::ADV,спярша,at first
650,zuerst::ADV,спачатку,at first
651,einmal::ADV,адзін раз,once
652,manchmal::ADV,часам,sometimes
653,oft::ADV,часта,often
654,immer::ADV,заўсёды,always
655,niemals::ADV,ніколі,never
656,hier::ADV,тут,here
657,hierhin::ADV,сюды,hither
658,hierhin::ADV,сюды,to here
659,hierhin::ADV,сюды,here
660,von hier::ADV,адсюль,hence
661,von hier::ADV,адгэтуль,hence
662,dort::ADV,там,there
663,dorthin::ADV,туды,thither
664,dorthin::ADV,туды,there
665,dorthin::ADV,туды,to there
666,geradeaus::ADV,прама,ahead
667,vorwärts::ADV,наперад,forward
668,rückwärts::ADV,назад,backward
669,zurück::ADV,назад,back
670,unten::ADV,унізе,below
671,hinab::ADV,уніз,down
672,oben::ADV,угары,above
673,oben::ADV,наверсе,above
674,hinauf::ADV,угару,up
675,überall::ADV,усюды,everywhere
676,nicht::ADV,не,not
677,ein wenig::ADV,трошкі,a little
678,kaum::ADV,ледзьве,hardly
679,sehr::ADV,вельмі,very
680,so::ADV,так,so
681,noch::ADV,яшчэ,still
682,nur::ADV,толькі,only
683,schon::ADV,ужо,already
684,wieder::ADV,зноў,again
685,vergebens::ADV,дарма,in vain
686,vergebens::ADV,дарэмна,in vain
687,vor::PRP,перад,in front of
688,hinter::PRP,за,behind
689,hinter::PRP,ззаду,behind
690,unter::PRP,пад,under
691,durch::PRP,праз,through
692,neben::PRP,каля,next to
693,zwischen::PRP,між,between
694,zwischen::PRP,паміж,between
695,wegen::PRP,з-за,because of
696,dies::PRN,гэта,this
697,das::PRN,тое,that
698,alles::PRN,усё,everything
699,ich::PRN,я,I
700,du::PRN,ты,you
701,du::PRN,ты,thou
702,er::PRN,ён,he
703,wir::PRN,мы,we
704,ihr::PRN,вы,you
705,sie::PRN,яны,they
706,was::FPRN,што,what
707,wer::FPRN,хто,who
708,wo::FADV,дзе,where
709,wohin::FADV,куды,where ... to
710,wohin::FADV,куды,where to
711,wohin::FADV,куды,where
712,wie::FADV,як,how
713,warum::FADV,чаму,why
714,wieviel::FNUM,колькі,how much
715,eins::NUM,адзін,one
716,zwei::NUM,два,two
717,drei::NUM,тры,three
718,vier::NUM,чатыры,four
719,fünf::NUM,пяць,five
720,sechs::NUM,шесць,six
721,sieben::NUM,сем,seven
722,acht::NUM,восем,eight
723,neun::NUM,дзевяць,nine
724,zehn::NUM,дзесяць,ten
725,elf::NUM,адзінаццаць,eleven
726,zwölf::NUM,дванаццаць,twelve
727,zwanzig::NUM,дваццаць,twenty
728,dreißig::NUM,трыццаць,thirty
729,vierzig::NUM,сорак,forty
730,fünfzig::NUM,пядзесят,fifty
731,sechzig::NUM,шесдзесят,sixty
732,siebzig::NUM,семдзесят,seventy
733,achtzig::NUM,восемдзесят,eighty
734,neunzig::NUM,дзевяноста,ninety
735,hundert::NUM,сто,a hundred
736,tausend::NUM,тысяча,a thousand
737,und::CNJ,і,and
738,und::CNJ,ды,and
739,oder::CNJ,або,or
740,stehen::V,стаяць,stand
741,sitzen::V,сядзець,sit
742,liegen::V,ляжаць,lie
743,hängen::V,вісець,hang
744,werden::V,стаць,become
745,werden::V,зрабіцца,become
746,passieren::V,трапіцца,happen
747,beginnen::V,пачацца,begin
748,enden::V,кончыцца,end
749,wechseln::V,мяняцца,change
750,aufgehen[Sonne]::V,узысці,rise
751,untergehen[Sonne]::V,зайсці,set
752,scheinen[Sonne]::V,свяціць,shine
753,donnern::V,грымець,thunder
754,wehen::V,дзьмуць,blow
755,strömen::V,ліцца,stream
756,fließen::V,цячы,flow
757,sich drehen::V,круціцца,revolve
758,sich drehen::V,варочацца,revolve
759,schwanken::V,хістацца,sway
760,schwingen::V,гайдацца,swing
761,schwingen::V,калыхацца,swing
762,fallen::V,падаць,fall
763,brennen::V,гарэць,burn
764,rauchen::V,дымець,smoke
765,regnen::V,дажджыць,rain
766,gefrieren::V,замерзнуць,freeze
767,tauen::V,раставаць,thaw
768,schmelzen::V,плавіцца,melt
769,trocknen::V,сохнуць,dry
770,sieden::V,кіпець,boil
771,faulen::V,гнісці,rot
772,verfaulen::V,згнісці,decay
773,reißen::V,ірвацца,snap
774,versinken::V,тануць,sink
775,vergehen::V,праходзіць,pass
776,erscheinen::V,зʼявіцца,appear
777,verschwinden::V,знікнуць,disappear
778,sinken::V,спадаць,drop
779,abnehmen::V,паменшыцца,decrease
780,zunehmen::V,павялічвацца,increase
781,steigen::V,паднімацца,rise
782,wachsen::V,расці,grow
783,glänzen::V,блішчаць,shine
784,funkeln::V,бліскаць,sparkle
785,lärmen::V,шумець,be noisy
786,läuten::V,званіць,chime
787,klingeln::V,званіць,ring
788,klirren::V,бразгаць,tinkle
789,brausen::V,бушаваць,roar
790,rauschen::V,шастаць,rustle
791,klingen::V,гучаць,sound
792,bellen::V,брахаць,bark
793,heulen::V,выць,howl
794,blasen::V,дзьмухнуць,blow
795,pfeifen::V,свістаць,whistle
796,schreien::V,крычаць,shout
797,stöhnen::V,стагнаць,groan
798,zittern::V,дрыжаць,tremble
799,leben::V,жыць,be alive
800,geboren werden::V,нарадзіцца,be born
801,atmen::V,дыхаць,breathe
802,trinken::V,піць,drink
803,essen::V,есці,eat
804,schlucken::V,глытаць,swallow
805,müde werden::V,стаміцца,get tired
806,einschlafen::V,заснуць,fall asleep
807,schlafen::V,спаць,sleep
808,aufwachen::V,рассыпацца,wake up
809,aufstehen::V,устаць,get up
810,sich erholen::V,адпачываць,relax
811,krank werden::V,захварэць,fall ill
812,krank sein::V,хварэць,be ill
813,schmerzen::V,балець,ache
814,husten::V,кашляць,cough
815,genesen::V,паправіцца,recover
816,genesen::V,паздаравець,recover
817,sterben::V,памерці,die
818,umkommen::V,загінуць,perish
819,sich bewegen::V,рухацца,move
820,sich rühren::V,варушыцца,budge
821,sich erheben::V,устаць,stand up
822,sich setzen::V,сесці,sit down
823,hinfallen::V,упасці,tumble
824,laufen::V,хадзіць,walk
825,schreiten::V,шагаць,pace
826,schreiten::V,крочыць,pace
827,spazierengehen::V,гуляць,go for a walk
828,eilen::V,спяшацца,rush
829,sich beeilen::V,спяшацца,hurry
830,sausen::V,імчацца,dash
831,rennen::V,бегаць,run
832,springen::V,скакаць,jump
833,klettern::V,лазіць,climb
834,schaukeln::V,гайдацца,seesaw
835,kriechen::V,поўзаць,creep
836,schwimmen::V,плаваць,swim
837,tauchen::V,ныраць,dive
838,rudern::V,веславаць,row
839,fahren::V,ехаць,drive
840,fliegen::V,лятаць,fly
841,gehen::V,ісці,go
842,weggehen::V,пайсці,go away
843,abfahren::V,адʼяжджаць,depart
844,anhalten::V,спыніцца,stop
845,anhalten::V,затрымацца,stop
846,hineingehen::V,уваходзіць,go in
847,eintreten::V,увайсці,enter
848,kommen::V,прыйсці,come
849,ankommen::V,прыбыць,arrive
850,zurückkommen::V,вярнуцца,come back
851,bleiben::V,застацца,stay
852,warten::V,чакаць,wait
853,erwarten::V,чакаць,wait for
854,suchen::V,шукаць,seek
855,suchen::V,шукаць,look for
856,finden::V,знайсці,find
857,versuchen::V,прабаваць,try
858,vorbereiten::V,падрыхтаваць,prepare
859,lieben::V,кахаць,love
860,mögen::V,любіць,like
861,lachen::V,смяяцца,laugh
862,rühren::V,расчуліць,move
