,Concept_ID,eu,is
252,Silber::N,urrezuri,silfur
253,Kohle::N,ikatz,kol
254,Glas::N,beira,gler
255,Lehm::N,buztin,leir
256,Sand::N,harea,sandur
257,Sand::N,hondar,sandur
258,Mensch::N,gizaki,maður
259,Mensch::N,gizaki,manneskja
260,Mann::N,gizon,maður
261,Mann::N,gizon,karlmaður
262,Frau::N,andere,kona
263,Frau::N,emakume,kona
264,Kind::N,haur,barn
265,Kind::N,haur,krakki
266,Junge::N,mutil,drengur
267,Mädchen::N,neska,stelpa
268,Familie::N,sendi,fjölskylda
269,Familie::N,familia,fjölskylda
270,Großvater::N,aitona,afi
271,Großvater::N,aitatxi,afi
272,Großmutter::N,amona,amma
273,Großmutter::N,amatxi,amma
274,Eltern::N,gurasoak,foreldrar
275,Vater::N,aita,faðir
276,Mutter::N,ama,móðir
277,Sohn::N,seme,sonur
278,Tochter::N,alaba,dóttir
279,Bruder::N,neba,bróðir
280,Bruder::N,anaia,bróðir
281,Schwester::N,ahizpa,systir
282,Onkel::N,osaba,föðurbróðir
283,Tante::N,izeba,frænka
284,Tante::N,izeba,móðursystir
285,Ehemann::N,senar,eiginmaður
286,Ehefrau::N,emazte,eiginkona
287,Freude::N,poz,gleði
288,Freude::N,pozkari,gleði
289,Gelächter::N,barre,hlátur
290,Gelächter::N,karkara,hlátur
291,Glück::N,zori,gæfa
292,Kummer::N,xangrin,sorg
293,Kummer::N,atsekabe,sorg
294,Wunsch::N,nahi,ósk
295,Wunsch::N,nahikunde,ósk
296,Lust::N,gogo,fýsn
297,Lust::N,gogo,löngun
298,Geist::N,gogo,andi
299,Gedanke::N,gogoeta,hugsun
300,Gedächtnis::N,oroimen,minni
301,Gedächtnis::N,gogoramen,minni
302,Verstand::N,adimen,vit
303,Verstand::N,ulermen,vit
304,Sinn::N,zentzu,merking
305,Grund::N,zergati,ástæða
306,Wahrheit::N,egia,sannleikur
307,Gespräch::N,hizketa,samtal
308,Gespräch::N,elkarrizketa,samtal
309,Märchen::N,ipuin,ævintýri
310,Erzählung::N,edesti,saga
311,Erzählung::N,kontakizun,saga
312,Nachricht::N,albiste,frétt
313,Neuigkeit::N,berri,frétt
314,Name::N,izen,nafn
315,Rätsel::N,asmakizun,gáta
316,Rede::N,hitzaldi,ræða
317,Rede::N,mintzaldi,ræða
318,Sprache::N,hizkuntza,mál
319,Sprache::N,hizkuntza,tungumál
320,Stimme::N,ahots,rödd
321,Wort::N,hitz,orð
322,Zeichen::N,agerbide,tákn
323,Zeichen::N,agerbide,merki
324,Zeichen::N,agergarri,tákn
325,Zeichen::N,agergarri,merki
326,Ruf::N,dei,kall
327,Lärm::N,zarata,hávaði
328,Lärm::N,harrabots,hávaði
329,Laut::N,hots,hljóð
330,Ton::N,tonu,tónn
331,Ton::N,soinu,tónn
332,Lied::N,abesti,ljóð
333,Lied::N,abesti,söngur
334,Ruhe::N,nasaitasun,ró
335,Ruhe::N,nasaitasun,kyrrð
336,Leute::N,jende,fólk
337,Volk::N,herri,þjóð
338,Volk::N,populu,þjóð
339,Arbeit::N,lan,vinna
340,Gast::N,arrotz,gestur
341,Gast::N,apopilo,gestur
342,Geschenk::N,opari,gjöf
343,Spiel::N,jolas,leikur
344,Gesellschaft::N,gizarte,selskapur
345,Hilfe::N,helpide,hjálp
346,Hilfe::N,laguntza,hjálp
347,Freund::N,lagun,vinur
348,Kamerad::N,adiskide,félagi
349,Kamerad::N,lagunkide,félagi
350,Angelegenheit::N,afera,mál
351,Angelegenheit::N,afera,málefni
352,Anzahl::N,kopuru,tala
353,Anzahl::N,kopuru,fjöldi
354,Art::N,mota,tegund
355,Stück::N,puska,biti
356,Stück::N,puska,stykki
357,Teil::N,atal,hluti
358,Teil::N,atal,partur
359,Hälfte::N,erdi,helmingur
360,Kreis::N,biribilki,hringur
361,Kreuz::N,gurutze,kross
362,Kreuz::N,gurutze,krossmark
363,Linie::N,linea,lína
364,Strich::N,marra,strik
365,Abstand::N,tarte,millibil
366,Entfernung::N,urrunera,fjarlægð
367,Gegend::N,alderdi,hérað
368,Gegend::N,eskualde,hérað
369,Platz::N,leku,pláss
370,Ort::N,toki,staður
371,Seite::N,albo,hlið
372,Mitte::N,erdi,miðja
373,Gegenstand::N,gauzaki,hlutur
374,Sache::N,gauza,mál
375,Rand::N,ertz,brún
376,Kante::N,ertz,rönd
377,Ecke::N,kantoi,horn
378,Spitze::N,punta,oddur
379,Ende::N,buru,endi
380,Ende::N,mutur,endi
381,Loch::N,zulo,gat
382,Loch::N,zulo,hola
383,Winkel::N,zoko,skot
384,Winkel::N,zoko,krókur
385,Winkel::N,bazter,skot
386,Winkel::N,bazter,krókur
387,Muster::N,eredu,munstur
388,Muster::N,marrazki,munstur
389,Größe::N,kaizu,stærð
390,Größe::N,tamaina,stærð
391,Länge::N,luzera,lengd
392,Höhe::N,goiera,hæð
393,Höhe::N,garaiera,hæð
394,Gewicht::N,hazta,vigt
395,Gewicht::N,hazta,þyngd
396,Menge::N,kopuru,magn
397,Haufen::N,pila,hrúga
398,Haufen::N,pila,haugur
399,Haufen::N,mendoi,hrúga
400,Haufen::N,mendoi,haugur
401,Reihe::N,ilara,röð
402,Reihe::N,errenkada,röð
403,Boot::N,potin,bátur
404,Boot::N,txalupa,bátur
405,Ruder::N,arraun,ár
406,Schlitten::N,lera,sleði
407,Schlitten::N,narra,sleði
408,Ski::N,eski,skíði
409,Lagerfeuer::N,su,varðeldur
410,Last::N,zama,byrði
411,Last::N,zama,farmur
412,Last::N,karga,byrði
413,Last::N,karga,farmur
414,Gang::N,ibilera,ganga
415,Schritt::N,pauso,skref
416,Schritt::N,urrats,skref
417,Norden::N,ipar,norður
418,Norden::N,iparralde,norður
419,Süden::N,hego,suður
420,Süden::N,hegoalde,suður
421,Westen::N,sartalde,vestur
422,Westen::N,mendebalde,vestur
423,Osten::N,ekialde,austur
424,Osten::N,sortalde,austur
425,Holz::N,zur,viður
426,Brett::N,ohol,fjöl
427,Platte::N,lauza,flötur
428,Stütze::N,irozgarri,stoð
429,Stütze::N,bermagailu,stoð
430,Stange::N,haga,stöng
431,Stock::N,makila,prik
432,Stock::N,makila,stafur
433,Stab::N,makila,prik
434,Stab::N,makila,stafur
435,Rohr::N,hodi,rör
436,Rohr::N,hodi,pípa
437,Haus::N,etxe,hús
438,Heim::N,etxe,heimili
439,Heim::N,etxaleku,heimili
440,Ofen::N,berogailu,ofn
441,Fußboden::N,zoru,gólf
442,Tisch::N,mahai,borð
443,Stuhl::N,aulki,stóll
444,Wiege::N,kuma,vagga
445,Wiege::N,sehaska,vagga
446,Bett::N,ohe,rúm
447,Bett::N,ohe,hvíla
448,Bett::N,ohatze,rúm
449,Bett::N,ohatze,hvíla
450,Regal::N,apalategi,hilla
451,Kiste::N,kutxa,kassi
452,Fenster::N,leiho,gluggi
453,Tür::N,ate,dyr
454,Tür::N,ate,hurð
455,Tor::N,atari,hlið
456,Zaun::N,hesi,girðing
457,Zaun::N,hesi,limgarður
458,Dach::N,teilatu,þak
459,Leiter::N,zurubi,stigi
460,Besen::N,erratz,sópur
461,Spaten::N,burdinpala,spaði
462,Schaufel::N,pala,skófla
463,Gabel::N,sardexka,gaffall
464,Löffel::N,koilara,skeið
465,Messer::N,aizto,hnífur
466,Nagel::N,iltze,nögl
467,Netz::N,sare,net
468,Haken::N,mako,krókur
469,Griff::N,eskutoki,tak
470,Schloss::N,sarraila,lás
471,Bild::N,irudi,mynd
472,Figur::N,figura,stytta
473,Puppe::N,panpina,brúða
474,Puppe::N,andrakila,brúða
475,Beutel::N,zorro,poki
476,Beutel::N,zorro,baggi
477,Bündel::N,azao,böggull
478,Bündel::N,espal,böggull
479,Tasche::N,poltsa,veski
480,Eimer::N,treska,fata
481,Deckel::N,tapa,lok
482,Deckel::N,estalki,lok
483,Geschirr::N,baxera,leirtau
484,Geschirr::N,ontziteria,leirtau
485,Sack::N,zaku,sekkur
486,Tasse::N,kikara,bolli
487,Topf::N,ontzi,pottur
488,Topf::N,lapiko,pottur
489,Kessel::N,pazia,ketill
490,Essen::N,janaldi,matur
491,Nahrung::N,jan,fæða
492,Speise::N,jaki,réttur
493,Speise::N,jaki,matarréttur
494,Fleisch::N,okela,kjöt
495,Fleisch::N,haragi,kjöt
496,Getreide::N,labore,korn
497,Brei::N,ahi,grautur
498,Brei::N,pure,grautur
499,Brot::N,ogi,brauð
500,Scheibe::N,xerra,sneið
501,Scheibe::N,pirripita,sneið
502,Fett::N,urin,fita
503,Fett::N,koipe,fita
504,Butter::N,gurin,smjör
505,Öl::N,olio,olía
506,Salz::N,gatz,salt
507,Suppe::N,zopa,súpa
508,Suppe::N,salda,súpa
509,Honig::N,ezti,hunang
510,Milch::N,esne,mjólk
511,Tee::N,te,te
512,Leder::N,larru,skinn
513,Wolle::N,artile,ull
514,Stoff::N,ehun,dúkur
515,Nadel::N,orratz,nál
516,Nadel::N,jostorratz,nál
517,Faden::N,hari,þráður
518,Knopf::N,botoi,tala
519,Knopf::N,botoi,hnappur
520,Knoten::N,korapilo,hnútur
521,Farbe::N,pintura,málning
522,Kleidung::N,arropa,búningur
523,Kleidung::N,arropa,klæðnaður
524,Kleidung::N,jantziak,búningur
525,Kleidung::N,jantziak,klæðnaður
526,Hemd::N,atorra,skyrta
527,Hemd::N,alkandora,skyrta
528,Kragen::N,idun,kragi
529,Kragen::N,idun,flibbi
530,Ärmel::N,mahuka,ermi
531,Hose::N,prakak,buxur
532,Hose::N,galtzak,buxur
533,Gürtel::N,gerriko,belti
534,Mütze::N,txano,húfa
535,Mütze::N,txapel,húfa
536,Schuh::N,oski,skór
537,Schuh::N,oinetako,skór
538,Stiefel::N,bota,stígvél
539,Ring::N,uztai,hringur
540,Band::N,zinta,band
541,Band::N,xingola,band
542,Kamm::N,orrazi,greiða
543,Spiegel::N,mirail,spegill
544,Riemen::N,uhal,ól
545,Riemen::N,uhal,reim
546,Schnur::N,lokailu,snúra
547,Leine::N,lotura,band
548,Decke::N,burusi,teppi
549,Kissen::N,kuxin,koddi
550,Tuch::N,zapi,klútur
551,Tuch::N,oihal,klútur
552,Handtuch::N,eskuzapi,þurrka
553,Handtuch::N,eskuzapi,handklæði
554,Handtuch::N,eskuoihal,þurrka
555,Handtuch::N,eskuoihal,handklæði
556,Kraft::N,indar,afl
557,Kraft::N,indar,kraftur
558,Stärke::N,indar,styrkur
559,Gesundheit::N,osasun,heilsa
560,Gesundheit::N,osasun,heilbrigði
561,Krankheit::N,eritasun,sjúkdómur
562,Krankheit::N,gaixotasun,sjúkdómur
563,Schmerz::N,min,sársauki
564,Wunde::N,zauri,sár
565,Fieber::N,sukar,hitasótt
566,Arznei::N,osagai,lyf
567,Arznei::N,sendagai,lyf
568,Brücke::N,zubi,brú
569,Brunnen::N,putzu,brunnur
570,Weide::N,alha,hagi
571,Weide::N,bazkaleku,hagi
572,Pfad::N,zidor,stígur
573,Pfad::N,bidexka,stígur
574,Weg::N,bide,vegur
575,Straße::N,errepide,gata
576,Straße::N,errepide,stræti
577,Dorf::N,herri,þorp
578,Stadt::N,hiri,borg
579,Brief::N,gutun,bréf
580,Brief::N,eskutitz,bréf
581,Buch::N,liburu,bók
582,Buchstabe::N,hizki,bókstafur
583,Zeitung::N,egunkari,dagblað
584,Leben::N,bizi,líf
585,Leben::N,bizitza,líf
586,Tod::N,herio,dauði
587,Tod::N,heriotza,dauði
588,Grab::N,hobi,gröf
589,Grab::N,hilobi,gröf
590,Kirche::N,eliza,kirkja
591,Sünde::N,hoben,synd
592,Sünde::N,bekatu,synd
593,Gott::N,jainko,guð
594,Arbeiter::N,langile,verkamaður
595,Arbeiter::N,behargin,verkamaður
596,Chef::N,nagusi,yfirmaður
597,Meister::N,maisu,meistari
598,Arzt::N,osagile,læknir
599,Arzt::N,sendagile,læknir
600,Lehrer::N,irakasle,kennari
601,Geld::N,diru,peningar
602,Geschäft::N,negozio,viðskipti
603,Laden::N,denda,búð
604,Laden::N,denda,verslun
605,Laden::N,saltegi,búð
606,Laden::N,saltegi,verslun
607,Preis::N,prezio,verð
608,Preis::N,salneurri,verð
609,Ware::N,salgai,vara
610,Nutzen::N,onura,gagn
611,Nutzen::N,probetxu,gagn
612,Reichtum::N,aberastasun,auður
613,Welt::N,ludi,veröld
614,Welt::N,mundu,veröld
615,Land::N,herrialde,land
616,Staat::N,estatu,ríki
617,König::N,errege,konungur
618,Macht::N,botere,vald
619,Grenze::N,muga,landamæri
620,Krieg::N,guda,stríð
621,Feind::N,etsai,fjandmaður
622,Feind::N,arerio,fjandmaður
623,Gewalt::N,bortxa,ofbeldi
624,Gewalt::N,bortizkeria,ofbeldi
625,Kampf::N,gudu,bardagi
626,Kampf::N,auska,bardagi
627,Bogen[Waffe]::N,arku,bogi
628,Pfeil::N,gezi,ör
629,Gewehr::N,fusil,byssa
630,Fehler::N,huts,villa
631,Fehler::N,hutsegin,villa
632,Lüge::N,gezur,lygi
633,Schaden::N,kalte,skemmd
634,Unglück::N,zoritxar,óhamingja
635,Unglück::N,zorigaitz,óhamingja
636,Schuld::N,erru,sök
637,Alter::N,adin,aldur
638,Schluss::N,bukaera,lok
639,Schluss::N,bukaera,endir
640,Zeit::N,aldi,tími
641,Zeit::N,denbora,tími
642,Tag::N,egun,dagur
643,Morgen::N,goiz,morgunn
644,Mittag::N,eguerdi,hádegi
645,Abend::N,arrats,kvöld
646,Nacht::N,gau,nótt
647,Woche::N,aste,vika
648,Monat::N,hil,mánuður
649,Jahr::N,urte,ár
650,Frühling::N,udalehen,vor
651,Sommer::N,uda,sumar
652,Herbst::N,udazken,haust
653,Herbst::N,neguantz,haust
654,Winter::N,negu,vetur
655,Januar::N,urtarril,janúar
656,Februar::N,otsail,február
657,März::N,martxo,mars
658,April::N,apiril,apríl
659,Mai::N,maiatz,maí
660,Juni::N,ekain,júní
661,Juli::N,uztail,júlí
662,August::N,abuztu,ágúst
663,September::N,irail,september
664,Oktober::N,urri,október
665,November::N,azaro,nóvember
666,Dezember::N,abendu,desember
667,Montag::N,astelehen,mánudagur
668,Dienstag::N,astearte,þriðjudagur
669,Mittwoch::N,asteazken,miðvikudagur
670,Donnerstag::N,ostegun,fimmtudagur
671,Freitag::N,ostiral,föstudagur
672,Samstag::N,larunbat,laugardagur
673,Sonntag::N,igande,sunnudagur
674,groß::A,handi,stór
675,klein::A,txiki,lítill
676,lang::A,luze,langur
677,kurz::A,labur,stuttur
678,breit::A,zabal,breiður
679,schmal::A,mehar,mjór
680,dicht::A,sarri,þéttur
681,dicht::A,trinko,þéttur
682,dick[Gegenstand]::A,lodi,þykkur
683,dünn::A,mehe,þunnur
684,fein::A,fin,fíngerður
685,fest::A,tinko,fastur
686,flach::A,lau,flatur
687,flach::A,ordoki,flatur
688,glatt::A,leun,háll
689,glatt::A,leun,sléttur
690,hart::A,gogor,harður
691,weich::A,bigun,mjúkur
692,weich::A,beratz,mjúkur
693,rund::A,biribil,kringlóttur
694,spitz::A,puntadun,oddhvass
695,scharf::A,zorrotz,beittur
696,stumpf::A,kamuts,bitlaus
697,schwer::A,astun,þungur
698,schwer::A,pisutsu,þungur
699,schön::A,eder,fagur
700,schön::A,eder,fallegur
701,heiß::A,bero,heitur
702,heiß::A,oso bero,heitur
703,warm::A,bero,hlýr
704,warm::A,bero,heitur
705,kalt::A,hotz,kaldur
706,kühl::A,hotzil,svalur
707,frisch::A,fresko,frískur
708,frisch::A,hozkirri,frískur
709,feucht::A,heze,rakur
710,feucht::A,heze,þvalur
711,nass::A,busti,votur
712,nass::A,busti,blautur
713,trocken::A,siku,þurr
714,trocken::A,lehor,þurr
715,voll::A,bete,fullur
716,leer::A,huts,tómur
717,offen::A,ireki,opinn
718,geschlossen::A,itxita,lokaður
719,sauber::A,xahu,þrifinn
720,sauber::A,garbi,þrifinn
721,schmutzig::A,lohi,óhreinn
722,schmutzig::A,lohi,sóðalegur
723,schmutzig::A,zikin,óhreinn
724,schmutzig::A,zikin,sóðalegur
725,roh::A,gordin,hrár
726,reif::A,umo,þroskaður
727,reif::A,heldu,þroskaður
728,lecker::A,goxo,ljúffengur
729,süß::A,goxo,sætur
730,bitter::A,karmin,beiskur
731,bitter::A,garratz,beiskur
732,sauer::A,mingots,súr
733,hell::A,argi,bjartur
734,dunkel::A,ilun,dimmur
735,schwarz::A,beltz,svartur
736,weiß::A,zuri,hvítur
737,rot::A,gorri,rauður
738,gelb::A,hori,gulur
739,blau::A,urdin,blár
740,grün::A,berde,grænn
741,grün::A,musker,grænn
742,grau::A,urdin,grár
743,grau::A,urdinabar,grár
744,bunt::A,koloretsu,marglitur
745,billig::A,merke,ódýr
746,teuer::A,garesti,dýr
747,wertvoll::A,baliotsu,verðmætur
748,blind::A,itsu,blindur
749,taub::A,gor,heyrnarlaus
750,kräftig::A,kementsu,öflugur
751,stark::A,bizkor,sterkur
752,stark::A,indartsu,sterkur
753,schwach::A,ahul,veill
754,schwach::A,indargabe,veill
755,fett::A,gizen,feitur
756,schlank::A,lerden,grannur
757,schlank::A,lerden,spengilegur
758,hübsch::A,polit,snotur
759,hübsch::A,polit,laglegur
760,böse::A,tzar,illur
761,böse::A,tzar,vondur
762,böse::A,gaizto,illur
763,böse::A,gaizto,vondur
764,dumm::A,lelo,heimskur
765,dumm::A,pello,heimskur
766,faul::A,nagi,latur
767,faul::A,alfer,latur
768,fleißig::A,maratz,iðinn
769,fleißig::A,lanzale,iðinn
770,geizig::A,zeken,nískur
771,geizig::A,zikoitz,nískur
772,klug::A,zuhur,hygginn
773,geschickt::A,trebe,fimur
774,geschickt::A,trebe,laginn
775,geschickt::A,antzetsu,fimur
776,geschickt::A,antzetsu,laginn
777,lieb::A,maite,kær
778,lieb::A,maite,ljúfur
779,lieb::A,laztan,kær
780,lieb::A,laztan,ljúfur
781,lustig::A,alaitsu,kátur
782,sanft::A,eme,blíður
783,sanft::A,ezti,blíður
784,hungrig::A,gose,soltinn
785,hungrig::A,gose,hungraður
786,krank::A,eri,sjúkur
787,krank::A,gaixo,sjúkur
788,nackt::A,biluzi,nakinn
789,traurig::A,itun,dapur
790,traurig::A,itun,hryggur
791,traurig::A,betilun,dapur
792,traurig::A,betilun,hryggur
793,lebendig::A,bizirik,lifandi
794,gut::A,on,góður
795,schlecht::A,txar,slæmur
796,schlecht::A,txar,lélegur
797,richtig::A,zuzen,réttur
798,schlimm::A,larri,slæmur
799,wahr::A,egiazko,sannur
800,alt::A,zahar,gamall
801,neu::A,berri,nýr
802,ehemalig::A,lehengo,fyrrverandi
803,alt[Lebewesen]::A,adindun,gamall
804,jung::A,gazte,ungur
805,arm::A,txiro,vesall
806,arm::A,txiro,fátækur
807,arm::A,behartsu,vesall
808,arm::A,behartsu,fátækur
809,reich::A,dirudun,ríkur
810,reich::A,dirudun,auðugur
811,bekannt::A,ezagun,kunnugur
812,berühmt::A,entzun,frægur
813,berühmt::A,ospetsu,frægur
814,fremd::A,arrotz,framandi
815,fremd::A,arrotz,ókunnugur
816,verschieden::A,ezberdin,ýmis
817,verschieden::A,desberdin,ýmis
818,nah::A,hurre,nálægur
819,nah::A,hurbil,nálægur
820,fern::A,urrun,fjarri
821,fern::A,urrun,fjarlægur
822,linker::A,ezker,vinstri
823,rechter::A,eskuin,hægri
