,Concept_ID,hu,ru
851,zunehmen::V,növekszik,увеличиваться
852,zunehmen::V,gyarapszik,увеличиваться
853,steigen::V,emelkedik,подниматься
854,wachsen::V,nő,расти
855,wachsen::V,terem,расти
856,wachsen::V,növekszik,расти
857,glänzen::V,ragyog,блестеть
858,glänzen::V,fénylik,блестеть
859,funkeln::V,csillog,сверкать
860,funkeln::V,tündöklik,сверкать
861,lärmen::V,lármázik,шуметь
862,läuten::V,cseng,звонить
863,klingeln::V,csenget,звонить
864,klirren::V,csörömpöl,звякать
865,brausen::V,zúg,бушевать
866,brausen::V,morajlik,бушевать
867,rauschen::V,zúg,шелестеть
868,klingen::V,hangzik,звучать
869,bellen::V,ugat,лаять
870,heulen::V,bőg,выть
871,heulen::V,üvölt,выть
872,blasen::V,fúj,дунуть
873,pfeifen::V,fütyül,свистеть
874,schreien::V,kiált,кричать
875,schreien::V,kiabál,кричать
876,stöhnen::V,nyög,стонать
877,zittern::V,remeg,дрожать
878,zittern::V,reszket,дрожать
879,leben::V,él,жить
880,geboren werden::V,születik,родиться
881,atmen::V,lélegzik,дышать
882,trinken::V,iszik,пить
883,essen::V,eszik,есть
884,essen::V,eszik,кушать
885,schlucken::V,nyel,глотать
886,müde werden::V,elfárad,устать
887,müde werden::V,kifárad,устать
888,einschlafen::V,elalszik,заснуть
889,schlafen::V,alszik,спать
890,aufwachen::V,felébred,проснуться
891,aufstehen::V,felkel,встать
892,sich erholen::V,pihen,отдыхать
893,krank werden::V,megbetegedik,заболеть
894,krank werden::V,belebetegszik,заболеть
895,krank sein::V,betegeskedik,болеть
896,schmerzen::V,fáj,болеть
897,husten::V,köhög,кашлять
898,genesen::V,meggyógyul,поправиться
899,sterben::V,hal,умереть
900,umkommen::V,elpusztul,погибнуть
901,sich bewegen::V,mozog,двигаться
902,sich rühren::V,mozdul,шевельнуться
903,sich erheben::V,feláll,встать
904,sich erheben::V,felemelkedik,встать
905,sich setzen::V,ül,сесть
906,sich setzen::V,leül,сесть
907,hinfallen::V,bukik,упасть
908,hinfallen::V,elesik,упасть
909,laufen::V,jár,ходить
910,schreiten::V,lép,шагать
911,spazierengehen::V,sétál,гулять
912,eilen::V,siet,спешить
913,sich beeilen::V,siet,торопиться
914,sausen::V,robog,мчаться
915,rennen::V,fut,бегать
916,rennen::V,szalad,бегать
917,springen::V,ugrik,прыгать
918,klettern::V,kúszik,лазать
919,schaukeln::V,hintázik,раскачиваться
920,kriechen::V,kúszik,ползать
921,schwimmen::V,úszik,плавать
922,tauchen::V,merül,нырять
923,rudern::V,evez,грести
924,fahren::V,jár,ехать
925,fahren::V,megy,ехать
926,fahren::V,utazik,ехать
927,fliegen::V,száll,летать
928,gehen::V,megy,идти
929,weggehen::V,elmegy,уйти
930,abfahren::V,indul,отправиться
931,anhalten::V,megáll,остановиться
932,hineingehen::V,bemegy,входить
933,eintreten::V,belép,войти
934,kommen::V,jön,прийти
935,ankommen::V,érkezik,прибыть
936,ankommen::V,megérkezik,прибыть
937,zurückkommen::V,visszajön,возвратиться
938,bleiben::V,marad,остаться
939,bleiben::V,megmarad,остаться
940,warten::V,vár,ждать
941,warten::V,várakozik,ждать
942,erwarten::V,vár,ожидать
943,erwarten::V,megvár,ожидать
944,suchen::V,kutat,искать
945,finden::V,talál,найти
946,versuchen::V,megpróbál,пытаться
947,versuchen::V,megkísérel,пытаться
948,vorbereiten::V,előkészít,подготовить
949,lieben::V,szeret,любить
950,mögen::V,szeret,любить
951,lachen::V,nevet,смеяться
952,rühren::V,mozdít,растрогать
953,weinen::V,sír,плакать
954,schimpfen::V,szid,ругаться
955,schimpfen::V,szitkozódik,ругаться
956,sich ärgern::V,mérgelődik,сердиться
957,sich ärgern::V,bosszankodik,сердиться
958,sich fürchten::V,fél,бояться
959,sich fürchten::V,retteg,бояться
960,fürchten::V,fél,бояться
961,fliehen::V,menekül,убегать
962,flüchten::V,elmenekül,убежать
963,sehen::V,néz,видеть
964,anschauen::V,megnéz,посмотреть
965,ansehen::V,néz,смотреть
966,ansehen::V,ránéz,смотреть
967,ansehen::V,megnéz,смотреть
968,hören::V,hall,слышать
969,zuhören::V,hallgat,слушать
970,zuhören::V,meghallgat,слушать
971,probieren::V,kóstol,пробовать
972,probieren::V,megkóstol,пробовать
973,riechen::V,szagol,нюхать
974,fühlen::V,érez,чувствовать
975,scheinen::V,tűnik,казаться
976,scheinen::V,látszik,казаться
977,zu sehen sein::V,mutatkozik,виднеться
978,vernehmen::V,hall,услышать
979,frieren::V,fázik,мерзнуть
980,tun::V,csinál,делать
981,tun::V,cselekszik,делать
982,können::V,tud,мочь
983,können::V,tud,уметь
984,wollen::V,akar,хотеть
985,anfangen::V,kezd,начать
986,beenden::V,befejez,закончить
987,aufhören::V,megszűnik,перестать
988,gelingen::V,sikerül,удаться
989,geraten::V,kerül,оказаться
990,geraten::V,jut,оказаться
991,öffnen::V,nyit,открыть
992,öffnen::V,kinyit,открыть
993,schließen::V,csuk,закрыть
994,schließen::V,becsuk,закрыть
995,stellen::V,állít,поставить
996,stellen::V,helyez,поставить
997,setzen::V,ültet,посадить
998,setzen::V,helyez,посадить
999,legen::V,tesz,класть
1000,legen::V,fektet,класть
1001,berühren::V,érint,трогать
1002,verbinden::V,beköt,связать
1003,verbinden::V,összeköt,связать
1004,bedecken::V,betakar,покрыть
1005,bedecken::V,beborít,покрыть
1006,aufhängen::V,felakaszt,повесить
1007,anzünden::V,gyújt,зажечь
1008,anzünden::V,meggyújt,зажечь
1009,aufheben::V,felemel,поднять
1010,zurücklassen::V,hátrahagy,оставить
1011,verlieren::V,veszít,потерять
1012,verlieren::V,elveszít,потерять
1013,fallen lassen::V,elejt,уронить
1014,machen::V,tesz,сделать
1015,machen::V,csinál,сделать
1016,herstellen::V,gyárt,изготовить
1017,herstellen::V,előállít,изготовить
1018,bauen::V,épít,строить
1019,reparieren::V,javít,чинить
1020,reparieren::V,kijavít,чинить
1021,reparieren::V,megjavít,чинить
1022,verbessern::V,megjavít,улучшить
1023,ändern::V,változtat,изменить
1024,ändern::V,megváltoztat,изменить
1025,graben::V,ás,копать
1026,beugen::V,meghajt,согнуть
1027,biegen::V,hajlít,погнуть
1028,drehen::V,forgat,вертеть
1029,wenden::V,fordít,повернуть
1030,wenden::V,megfordít,повернуть
1031,umdrehen::V,megfordít,перевернуть
1032,umdrehen::V,megforgat,перевернуть
1033,heben::V,emel,поднимать
1034,hochheben::V,felemel,поднять
1035,ergreifen::V,megfog,схватить
1036,halten::V,tart,держать
1037,drücken::V,nyom,нажимать
1038,drücken::V,megnyom,нажимать
1039,schieben::V,tol,толкать
1040,kratzen::V,vakar,скрести
1041,lecken::V,nyal,лизать
1042,beißen::V,harap,кусать
1043,abreißen::V,letép,оторвать
1044,abschneiden::V,levág,отрезать
1045,binden::V,köt,вязать
1046,binden::V,kötöz,вязать
1047,stecken::V,dug,воткнуть
1048,brechen::V,tör,сломать
1049,brechen::V,eltör,сломать
1050,klopfen::V,kopogtat,стучать
1051,hauen::V,vág,бить
1052,hauen::V,levág,бить
1053,kleben::V,tapaszt,клеить
1054,reiben::V,dörzsöl,тереть
1055,reiben::V,súrol,тереть
1056,streichen::V,simít,намазать
1057,schleifen::V,fen,точить
1058,schleifen::V,csiszol,точить
1059,schleifen::V,köszörül,точить
1060,schneiden::V,vág,резать
1061,schneiden::V,szel,резать
1062,schneiden::V,metsz,резать
1063,rütteln::V,ráz,шатать
1064,schütteln::V,ráz,трясти
1065,schütteln::V,megráz,трясти
1066,schwenken::V,lóbál,махать
1067,schwenken::V,lobogtat,махать
1068,schütten::V,önt,налить
1069,füllen::V,tölt,наполнить
1070,füllen::V,megtölt,наполнить
1071,einwickeln::V,becsavar,завернуть
1072,tragen::V,hord,нести
1073,schleppen::V,vonszol,тащить
1074,ziehen::V,húz,тянуть
1075,aufbewahren::V,megőriz,хранить
1076,werfen::V,dob,бросать
1077,werfen::V,hajít,бросать
1078,fangen::V,fog,ловить
1079,packen::V,megragad,схватить
1080,verstecken::V,eldug,спрятать
1081,verstecken::V,elrejt,спрятать
1082,teilen::V,oszt,разделить
1083,teilen::V,megoszt,разделить
1084,schicken::V,küld,посылать
1085,bringen::V,hoz,принести
1086,bringen::V,visz,принести
1087,hinzufügen::V,hozzáad,добавить
1088,bekommen::V,kap,достать
1089,bekommen::V,megkap,достать
1090,erhalten::V,kap,получить
1091,erhalten::V,megkap,получить
1092,nehmen::V,vesz,взять
1093,wählen::V,választ,выбрать
1094,auswählen::V,kiválaszt,отобрать
1095,bewahren::V,megtart,сохранить
1096,behindern::V,akadályoz,препятствовать
1097,behindern::V,gátol,препятствовать
1098,verderben::V,elront,испортить
1099,beschädigen::V,rongál,повредить
1100,zerbrechen::V,eltör,разбить
1101,zerbrechen::V,széttör,разбить
1102,zerbrechen::V,kettétör,разбить
1103,zerreißen::V,eltép,разорвать
1104,zerreißen::V,széttép,разорвать
1105,zerstören::V,elpusztít,разрушить
1106,verbrennen::V,éget,сжечь
1107,verbrennen::V,eléget,сжечь
1108,geben::V,ad,дать
1109,reichen::V,nyújt,передать
1110,schenken::V,ajándékoz,дарить
1111,versprechen::V,ígér,обещать
1112,wünschen::V,kíván,желать
1113,loben::V,dicsér,хвалить
1114,küssen::V,csókol,целовать
1115,wiegen::V,ringat,качать
1116,zudecken::V,betakar,накрыть
1117,wecken::V,kelt,разбудить
1118,wecken::V,ébreszt,разбудить
1119,zeigen::V,mutat,показать
1120,führen::V,visz,вести
1121,führen::V,vezet,вести
1122,lehren::V,tanít,учить
1123,unterrichten::V,tanít,преподавать
1124,aufziehen::V,felnevel,воспитать
1125,leiten::V,vezet,руководить
1126,leiten::V,vezérel,руководить
1127,antreiben::V,hajt,подгонять
1128,lassen::V,-tat,заставить
1129,lassen::V,-at,заставить
1130,einladen::V,meghív,пригласить
1131,vereinigen::V,egyesít,объединить
1132,besuchen::V,látogat,посетить
1133,treffen::V,talál,встретить
1134,sich versammeln::V,gyülekezik,собраться
1135,sich versammeln::V,összegyűlik,собраться
1136,spielen::V,játszik,играть
1137,singen::V,énekel,петь
1138,tanzen::V,táncol,плясать
1139,tanzen::V,táncol,танцевать
1140,sich trennen::V,elválik,расстаться
1141,verlassen::V,elhagy,покинуть
1142,retten::V,ment,спасти
1143,bewachen::V,őriz,охранять
1144,schützen::V,óv,уберегать
1145,schützen::V,véd,уберегать
1146,verteidigen::V,véd,защитить
1147,sich schlagen::V,verekszik,драться
1148,schießen::V,lő,стрелять
1149,siegen::V,győz,победить
1150,ärgern::V,bosszant,сердить
1151,schlagen::V,üt,ударить
1152,schlagen::V,ver,ударить
1153,treten::V,rúg,пинать
1154,stechen::V,döf,уколоть
1155,stechen::V,szúr,уколоть
1156,stoßen::V,lök,толкнуть
1157,stehlen::V,lop,украсть
1158,stören::V,zavar,помешать
1159,belästigen::V,zaklat,надоедать
1160,verbergen::V,rejt,скрыть
1161,verbergen::V,elrejt,скрыть
1162,täuschen::V,megtéveszt,обмануть
1163,betrügen::V,csal,смошенничать
1164,töten::V,öl,убить
1165,wohnen::V,lakik,проживать
1166,arbeiten::V,dolgozik,работать
1167,sammeln::V,szed,собрать
1168,sammeln::V,gyűjt,собрать
1169,pflücken::V,szed,рвать
1170,pflücken::V,szed,срывать
1171,jagen::V,vadászik,охотиться
1172,fischen::V,halászik,рыбачить
1173,fassen::V,fog,поймать
1174,hüten::V,őriz,пасти
1175,hüten::V,legeltet,пасти
1176,treiben::V,hajt,гнать
1177,anbinden::V,köt,привязать
1178,füttern::V,etet,кормить
1179,melken::V,fej,доить
1180,hacken::V,vág,рубить
1181,gießen::V,öntöz,полить
1182,reifen::V,érik,созреть
1183,zubereiten::V,elkészít,приготовить
1184,kochen::V,főz,варить
1185,backen::V,süt,печь
1186,braten::V,süt,жарить
1187,umrühren::V,megkever,перемешать
1188,stricken::V,köt,вязать
1189,nähen::V,varr,шить
1190,färben::V,fest,покрасить
1191,reinigen::V,tisztít,очистить
1192,waschen::V,mos,стирать
1193,abwischen::V,letöröl,вытереть
1194,spülen::V,mosogat,полоскать
1195,fegen::V,söpör,подметать
1196,kehren::V,söpör,мести
1197,baden::V,fürdik,купаться
1198,sich waschen::V,mosdik,мыться
1199,sich waschen::V,mosakszik,мыться
1200,ausziehen::V,levesz,снять
1201,anziehen::V,felölt,надеть
1202,anziehen::V,felvesz,надеть
1203,sich anziehen::V,öltözik,одеться
1204,sich anziehen::V,felöltözik,одеться
1205,kämmen::V,fésül,причесать
1206,schmücken::V,díszít,украсить
1207,sagen::V,mond,сказать
1208,sprechen::V,beszél,говорить
1209,reden::V,beszél,разговаривать
1210,sich unterhalten::V,beszélget,беседовать
1211,fragen::V,kérdez,спросить
1212,bitten::V,kér,просить
1213,erzählen::V,mesél,рассказать
1214,erzählen::V,elbeszél,рассказать
1215,mitteilen::V,közöl,сообщить
1216,nennen::V,hív,назвать
1217,nennen::V,nevez,назвать
1218,rufen::V,hív,звать
1219,prahlen::V,dicsekszik,хвастаться
1220,übersetzen::V,fordít,перевести
1221,denken::V,gondol,думать
1222,glauben::V,hisz,верить
1223,bemerken::V,észrevesz,заметить
1224,erkennen::V,ráismer,узнать
1225,erkennen::V,felismer,узнать
1226,begreifen::V,felfog,понять
1227,begreifen::V,felfog,постичь
1228,verstehen::V,ért,услышать
1229,verstehen::V,megért,услышать
1230,lernen::V,tanul,учиться
1231,lernen::V,megtanul,учиться
1232,wissen::V,tud,знать
1233,sich erinnern an::V,emlékszik,вспомнить
1234,vergessen::V,felejt,забыть
1235,vergessen::V,elfelejt,забыть
1236,messen::V,mér,мерить
1237,messen::V,megmér,мерить
1238,zählen::V,számol,считать
1239,zählen::V,megszámol,считать
1240,rechnen::V,számít,считать
1241,lesen::V,olvas,читать
1242,malen::V,fest,рисовать
1243,zeichnen::V,rajzol,рисовать
1244,schreiben::V,ír,писать
1245,besitzen::V,birtokol,иметь
1246,kaufen::V,vesz,купить
1247,kaufen::V,megvesz,купить
1248,verkaufen::V,elad,продать
1249,bezahlen::V,fizet,заплатить
1250,bezahlen::V,kifizet,заплатить
1251,zahlen::V,fizet,платить
1252,zahlen::V,megfizet,платить
1253,beherrschen::V,ural,владеть
1254,ertragen::V,elbír,вытерпеть
1255,ertragen::V,elvisel,вытерпеть
