,Concept_ID,fi,ja
835,acht::NUM,kahdeksan,八つ
836,neun::NUM,yhdeksän,九
837,neun::NUM,yhdeksän,九つ
838,zehn::NUM,kymmenen,十
839,elf::NUM,yksitoista,十一
840,zwölf::NUM,kaksitoista,十二
841,zwanzig::NUM,kaksikymmentä,二十
842,dreißig::NUM,kolmekymmentä,三十
843,vierzig::NUM,neljäkymmentä,四十
844,fünfzig::NUM,viisikymmentä,五十
845,sechzig::NUM,kuusikymmentä,六十
846,siebzig::NUM,seitsemänkymmentä,七十
847,achtzig::NUM,kahdeksankymmentä,八十
848,neunzig::NUM,yhdeksänkymmentä,九十
849,hundert::NUM,sata,百
850,tausend::NUM,tuhat,千
851,und::CNJ,ja,-と
852,und::CNJ,ja,そして
853,oder::CNJ,tai,或いは
854,stehen::V,seisoa,立っている
855,sitzen::V,istua,座っている
856,liegen::V,maata,横になっている
857,hängen::V,riippua,掛かっている
858,werden::V,tulla,なる
859,werden::V,joutua,なる
860,passieren::V,sattua,起こる
861,passieren::V,tapahtua,起こる
862,beginnen::V,alkaa,始まる
863,enden::V,loppua,終わる
864,enden::V,päättyä,終わる
865,wechseln::V,vaihtua,変わる
866,wechseln::V,vaihdella,変わる
867,aufgehen[Sonne]::V,nousta,出る
868,untergehen[Sonne]::V,laskea,沈む
869,scheinen[Sonne]::V,paistaa,輝く
870,donnern::V,jyristä,雷が鳴る
871,wehen::V,tuulla,吹く
872,wehen::V,puhaltaa,吹く
873,strömen::V,virrata,流れる
874,fließen::V,valua,流れる
875,fließen::V,juosta,流れる
876,sich drehen::V,pyöriä,回転する
877,schwanken::V,horjua,揺れる
878,schwingen::V,heilua,振動する
879,schwingen::V,värähdellä,振動する
880,fallen::V,pudota,落ちる
881,fallen::V,langeta,落ちる
882,brennen::V,palaa,燃える
883,rauchen::V,savuta,煙を出す
884,regnen::V,sataa,雨が降る
885,gefrieren::V,jäätyä,凍る
886,tauen::V,sulaa,溶ける
887,schmelzen::V,sulaa,溶ける
888,trocknen::V,kuivua,乾く
889,sieden::V,kiehua,沸く
890,faulen::V,mädätä,腐る
891,verfaulen::V,mädätä,朽ちる
892,verfaulen::V,mädäntyä,朽ちる
893,reißen::V,revetä,切れる
894,versinken::V,upota,沈む
895,versinken::V,vajota,沈む
896,vergehen::V,kulua,経つ
897,erscheinen::V,ilmestyä,現れる
898,verschwinden::V,kadota,消える
899,sinken::V,vajota,下がる
900,abnehmen::V,vähetä,減る
901,zunehmen::V,kasvaa,増える
902,zunehmen::V,lisääntyä,増える
903,steigen::V,nousta,上がる
904,wachsen::V,kasvaa,伸びる
905,glänzen::V,kiiltää,輝く
906,funkeln::V,kipinöidä,ぴかぴか光る
907,lärmen::V,meluta,騒ぐ
908,läuten::V,soida,鳴る
909,klingeln::V,soida,鳴る
910,klirren::V,kalista,がらんがらんと鳴る
911,brausen::V,kohista,逆巻く
912,rauschen::V,kohista,戦ぐ
913,klingen::V,soida,鳴る
914,bellen::V,haukkua,吠える
915,heulen::V,ulvoa,きゃんきゃん鳴く
916,blasen::V,puhaltaa,吹く
917,pfeifen::V,viheltää,口笛を吹く
918,schreien::V,kirkua,叫ぶ
919,stöhnen::V,voihkia,うめく
920,zittern::V,vapista,震える
921,leben::V,elää,生きている
922,geboren werden::V,syntyä,生まれる
923,atmen::V,hengittää,呼吸する
924,trinken::V,juoda,飲む
925,essen::V,syödä,食べる
926,schlucken::V,niellä,飲み込む
927,müde werden::V,uupua,眠くなる
928,einschlafen::V,uinahtaa,寝付く
929,schlafen::V,maata,眠る
930,schlafen::V,nukkua,眠る
931,aufwachen::V,herätä,目が覚める
932,aufstehen::V,nousta,起きる
933,aufstehen::V,nousta ylös,起きる
934,sich erholen::V,levätä,休養する
935,krank werden::V,sairastua,病気になる
936,krank sein::V,potea,病気である
937,krank sein::V,sairastaa,病気である
938,schmerzen::V,särkeä,痛む
939,schmerzen::V,kivistää,痛む
940,husten::V,yskiä,咳をする
941,genesen::V,toipua,元気になる
942,sterben::V,kuolla,死ぬ
943,sterben::V,kuolla,亡くなる
944,umkommen::V,saada surmansa,死亡する
945,umkommen::V,kuolla,死亡する
946,sich bewegen::V,liikkua,移動する
947,sich rühren::V,liikahtaa,動く
948,sich erheben::V,nousta,立ち上がる
949,sich setzen::V,istuutua,座る
950,hinfallen::V,kaatua,転ぶ
951,laufen::V,kävellä,歩く
952,schreiten::V,astua,跨ぐ
953,schreiten::V,astella,跨ぐ
954,spazierengehen::V,kävellä,散歩する
955,eilen::V,kiirehtiä,急ぐ
956,sich beeilen::V,kiirehtiä,焦る
957,sich beeilen::V,olla kiireissään,焦る
958,sausen::V,rynnätä,疾駆する
959,sausen::V,viilettää,疾駆する
960,rennen::V,juosta,走る
961,springen::V,hypätä,跳ぶ
962,klettern::V,kiivetä,よじ登る
963,schaukeln::V,kiikkua,ぶらんこに乗る
964,kriechen::V,ryömiä,這う
965,schwimmen::V,uida,泳ぐ
966,tauchen::V,sukeltaa,潜る
967,rudern::V,soutaa,漕ぐ
968,fahren::V,ajaa,行く
969,fahren::V,ajaa,乗車する
970,fahren::V,kulkea,行く
971,fahren::V,kulkea,乗車する
972,fliegen::V,lentää,飛ぶ
973,gehen::V,käydä,行く
974,weggehen::V,lähteä,立ち去る
975,weggehen::V,poistua,立ち去る
976,abfahren::V,lähteä,出発する
977,anhalten::V,pysähtyä,止まる
978,anhalten::V,seisahtua,止まる
979,hineingehen::V,mennä sisään,入る
980,eintreten::V,astua sisään,中に入る
981,kommen::V,tulla,来る
982,ankommen::V,saapua,着く
983,ankommen::V,saapua,到着する
984,zurückkommen::V,palata,帰る
985,bleiben::V,jäädä,留まる
986,bleiben::V,viipyä,留まる
987,warten::V,odottaa,待つ
988,erwarten::V,odottaa,期待する
989,suchen::V,etsiä,探る
990,finden::V,löytää,見つける
991,versuchen::V,yrittää,試す
992,vorbereiten::V,valmistaa,準備する
993,lieben::V,pitää,愛する
994,lieben::V,rakastaa,愛する
995,mögen::V,pitää,好きである
996,mögen::V,tykätä,好きである
997,lachen::V,nauraa,笑う
998,rühren::V,liikuttaa,感情を動かす
999,weinen::V,itkeä,泣く
1000,schimpfen::V,haukkua,叱る
1001,sich ärgern::V,suuttua,怒る
1002,sich ärgern::V,suuttua,腹を立てる
1003,sich fürchten::V,pelätä,怖がる
1004,fürchten::V,pelätä,恐れる
1005,fliehen::V,paeta,逃げる
1006,flüchten::V,paeta,逃亡する
1007,sehen::V,nähdä,見る
1008,anschauen::V,katsoa,眺める
1009,ansehen::V,katsoa,見る
1010,hören::V,kuulla,聞く
1011,zuhören::V,kuunnella,聴く
1012,probieren::V,maistaa,食べてみる
1013,riechen::V,haistaa,気取る
1014,fühlen::V,tuntea,感じる
1015,scheinen::V,tuntua,ように見える
1016,zu sehen sein::V,näkyä,見える
1017,vernehmen::V,kuulla,承る
1018,frieren::V,palella,寒気がする
1019,tun::V,tehdä,する
1020,können::V,osata,出来る
1021,wollen::V,tahtoa,-たい
1022,anfangen::V,ruveta,始める
1023,anfangen::V,aloittaa,始める
1024,beenden::V,lopettaa,終える
1025,aufhören::V,loppua,止める
1026,gelingen::V,onnistua,成功する
1027,geraten::V,sujua,当たる
1028,geraten::V,joutua,当たる
1029,öffnen::V,avata,開く
1030,öffnen::V,avata,開ける
1031,öffnen::V,aukaista,開く
1032,öffnen::V,aukaista,開ける
1033,schließen::V,sulkea,閉める
1034,stellen::V,panna,置く
1035,stellen::V,panna,据える
1036,stellen::V,asettaa,置く
1037,stellen::V,asettaa,据える
1038,setzen::V,panna,座らせる
1039,setzen::V,istuttaa,座らせる
1040,legen::V,panna,置く
1041,legen::V,asettaa,置く
1042,berühren::V,koskea,触る
1043,berühren::V,koskea,触れる
1044,berühren::V,koskettaa,触る
1045,berühren::V,koskettaa,触れる
1046,verbinden::V,liittää,結びつける
1047,verbinden::V,yhdistää,結びつける
1048,bedecken::V,kattaa,覆う
1049,bedecken::V,peittää,覆う
1050,aufhängen::V,ripustaa,掛ける
1051,anzünden::V,sytyttää,燃やす
1052,anzünden::V,sytyttää,火をつける
1053,aufheben::V,ylös nostaa,拾う
1054,aufheben::V,nostaa,拾う
1055,zurücklassen::V,jättää,残す
1056,verlieren::V,kadottaa,無くす
1057,fallen lassen::V,pudottaa,落とす
1058,machen::V,tehdä,作る
1059,herstellen::V,tuottaa,製造する
1060,herstellen::V,valmistaa,製造する
1061,bauen::V,rakentaa,建設する
1062,reparieren::V,korjata,直す
1063,reparieren::V,korjata,修理する
1064,verbessern::V,parantaa,改良する
1065,ändern::V,muuttaa,変える
1066,graben::V,kaivaa,掘る
1067,beugen::V,taivuttaa,折る
1068,biegen::V,taivuttaa,曲げる
1069,drehen::V,kääntää,回す
1070,wenden::V,kääntää,裏返す
1071,umdrehen::V,kääntää,裏返す
1072,heben::V,nostaa,挙げる
1073,heben::V,kohottaa,挙げる
1074,hochheben::V,nostaa,持ち上げる
1075,ergreifen::V,tarttua,取り上げる
1076,halten::V,pitää,持つ
1077,drücken::V,painaa,押す
1078,drücken::V,puristaa,押す
1079,schieben::V,työntää,ずらす
1080,kratzen::V,raapia,引っ掻く
1081,lecken::V,nuolla,なめる
1082,beißen::V,purra,噛む
1083,abreißen::V,repiä,剝ぎ取る
1084,abschneiden::V,leikata poikki,切り取る
1085,abschneiden::V,leikata,切り取る
1086,binden::V,sitoa,縛る
1087,stecken::V,pistää,差し込む
1088,brechen::V,murtaa,破る
1089,klopfen::V,koputtaa,とんとん叩く
1090,klopfen::V,kolkuttaa,とんとん叩く
1091,hauen::V,lyödä,叩く
1092,kleben::V,liimata,貼る
1093,kleben::V,liimata,くっ付ける
1094,reiben::V,hieroa,擦る
1095,reiben::V,hangata,擦る
1096,streichen::V,sivellä,塗る
1097,schleifen::V,hioa,研ぐ
1098,schneiden::V,leikata,切る
1099,rütteln::V,ravistaa,揺さぶる
1100,schütteln::V,pudistaa,振る
1101,schütteln::V,pudistaa,揺さぶる
1102,schwenken::V,heiluttaa,振る
1103,schütten::V,kaataa,注ぐ
1104,füllen::V,täyttää,いっぱいにする
1105,einwickeln::V,kääriä,包む
1106,tragen::V,kantaa,運ぶ
1107,schleppen::V,raahata,引きずる
1108,ziehen::V,vetää,引く
1109,aufbewahren::V,säilyttää,預かる
1110,werfen::V,viskata,投げる
1111,fangen::V,napata,受ける
1112,fangen::V,ottaa kiinni,受ける
1113,packen::V,tarttua,掴む
1114,verstecken::V,kätkeä,隠す
1115,verstecken::V,piilottaa,隠す
1116,teilen::V,jakaa,分ける
1117,schicken::V,lähettää,送る
1118,bringen::V,viedä,持って行く
1119,hinzufügen::V,lisätä,加える
1120,bekommen::V,saada,得る
1121,erhalten::V,saada,受ける
1122,nehmen::V,ottaa,取る
1123,wählen::V,valita,選ぶ
1124,auswählen::V,valikoida,選ぶ
1125,bewahren::V,säilyttää,保存する
1126,behindern::V,estää,妨害する
1127,verderben::V,pilata,台無しにする
1128,verderben::V,turmella,台無しにする
1129,beschädigen::V,vioittaa,損傷する
1130,beschädigen::V,vahingoittaa,損傷する
1131,zerbrechen::V,rikkoa,割る
1132,zerreißen::V,repiä rikki,引き裂く
1133,zerreißen::V,repiä palasiksi,引き裂く
1134,zerstören::V,hävittää,破壊する
1135,verbrennen::V,polttaa,焼く
1136,geben::V,antaa,上げる
1137,reichen::V,ojentaa,渡す
1138,schenken::V,lahjoittaa,贈る
1139,versprechen::V,luvata,約束する
1140,wünschen::V,toivottaa,望む
1141,loben::V,ylistää,褒める
1142,küssen::V,suudella,キスする
1143,wiegen::V,tuudittaa,揺する
1144,wiegen::V,keinuttaa,揺する
1145,zudecken::V,peittää,覆う
1146,wecken::V,herättää,起こす
1147,zeigen::V,näyttää,見せる
1148,zeigen::V,osoittaa,見せる
1149,führen::V,johdattaa,案内する
1150,lehren::V,opettaa,教える
1151,unterrichten::V,opettaa,通知する
1152,aufziehen::V,kasvattaa,育てる
1153,leiten::V,johtaa,導く
1154,antreiben::V,hoputtaa,励ます
1155,lassen::V,antaa,～させる
1156,einladen::V,kutsua,誘う
1157,einladen::V,kutsua,招待する
1158,vereinigen::V,yhdistää,一つにする
1159,besuchen::V,vierailla,訪ねる
1160,treffen::V,tavata,出会う
1161,sich versammeln::V,kokoontua,集まる
1162,spielen::V,pelata,遊ぶ
1163,spielen::V,leikkiä,遊ぶ
1164,singen::V,laulaa,歌う
1165,tanzen::V,tanssia,踊る
1166,sich trennen::V,erota,別れる
1167,verlassen::V,jättää,別れる
1168,retten::V,pelastaa,救う
1169,retten::V,pelastaa,助ける
1170,bewachen::V,vartioida,見張る
1171,bewachen::V,vartioida,軽微する
1172,schützen::V,suojella,保護する
1173,verteidigen::V,puolustaa,守る
1174,sich schlagen::V,tapella,殴る
1175,schießen::V,ampua,撃つ
1176,siegen::V,voittaa,勝つ
1177,ärgern::V,ärsyttää,怒らせる
1178,schlagen::V,lyödä,殴る
1179,treten::V,potkaista,蹴る
1180,stechen::V,pistää,突く
1181,stoßen::V,sysätä,突く
1182,stoßen::V,työntää,突く
1183,stehlen::V,varastaa,盗る
1184,stören::V,häiritä,構う
1185,belästigen::V,häiritä,邪魔する
1186,verbergen::V,kätkeä,隠す
1187,täuschen::V,harhauttaa,だます
1188,betrügen::V,pettää,だます
1189,betrügen::V,petkuttaa,だます
1190,töten::V,tappaa,殺す
1191,wohnen::V,asua,住む
1192,arbeiten::V,tehdä työtä,働く
1193,arbeiten::V,työskennellä,働く
1194,sammeln::V,koota,集める
1195,sammeln::V,koota,収集する
1196,sammeln::V,kerätä,集める
1197,sammeln::V,kerätä,収集する
1198,pflücken::V,poimia,摘む
1199,jagen::V,metsästää,狩りをする
1200,fischen::V,kalastaa,釣る
1201,fassen::V,pyydystää,捕る
1202,fassen::V,saalistaa,捕る
1203,hüten::V,paimentaa,放牧する
1204,treiben::V,ajaa,追う
1205,anbinden::V,kytkeä,繋ぐ
1206,füttern::V,ruokkia,餌をやる
1207,melken::V,lypsää,搾乳する
1208,hacken::V,hakata,刻む
1209,gießen::V,kastella,水をやる
1210,reifen::V,kypsyä,熟す
1211,zubereiten::V,valmistaa,調理する
1212,kochen::V,keittää,煮る
1213,backen::V,leipoa,焼く
1214,braten::V,paistaa,焼く
1215,braten::V,paistaa,炒める
1216,umrühren::V,hämmentää,混ぜる
1217,stricken::V,kutoa,編む
1218,stricken::V,neuloa,編む
1219,nähen::V,ommella,縫う
1220,färben::V,värjätä,染める
1221,färben::V,värittää,染める
1222,reinigen::V,puhdistaa,掃除する
1223,waschen::V,pestä,洗う
1224,waschen::V,pestä,洗濯する
1225,abwischen::V,pyyhkiä,拭く
1226,spülen::V,huuhtoa,洗う
1227,spülen::V,huuhtoa,すすぐ
1228,fegen::V,pyyhkäistä,掃除する
1229,kehren::V,lakaista,掃く
1230,baden::V,kylpeä,入浴する
1231,sich waschen::V,peseytyä,洗う
1232,ausziehen::V,riisua,脱ぐ
1233,anziehen::V,pukea ylleen,着る
1234,sich anziehen::V,pukeutua,着る
1235,kämmen::V,kammata,梳く
1236,schmücken::V,koristaa,飾る
1237,schmücken::V,kaunistaa,飾る
1238,sagen::V,sanoa,言う
1239,sprechen::V,puhua,話す
1240,reden::V,keskustella,話す
1241,sich unterhalten::V,jutella,話をする
1242,fragen::V,kysyä,聞く
1243,bitten::V,pyytää,頼む
1244,bitten::V,pyytää,お願いする
1245,erzählen::V,kertoa,物語る
1246,mitteilen::V,ilmoittaa,伝える
1247,nennen::V,kutsua,名づける
1248,nennen::V,nimittää,名づける
1249,rufen::V,kutsua,呼ぶ
1250,prahlen::V,kerskailla,自慢する
1251,übersetzen::V,kääntää,訳す
1252,denken::V,miettiä,考える
1253,denken::V,ajatella,考える
1254,glauben::V,uskoa,信じる
1255,bemerken::V,huomata,気が付く
1256,erkennen::V,tunnistaa,認識する
1257,begreifen::V,ymmärtää,分かる
1258,verstehen::V,ymmärtää,聞き取る
1259,lernen::V,oppia,学ぶ
1260,lernen::V,oppia,勉強する
1261,wissen::V,tietää,知っている
1262,sich erinnern an::V,muistaa,思い出す
1263,vergessen::V,unohtaa,忘れる
1264,messen::V,mitata,計る
1265,messen::V,mitata,測定する
1266,zählen::V,laskea,数える
1267,rechnen::V,laskea,計算する
1268,lesen::V,lukea,読む
1269,malen::V,maalata,描く
1270,zeichnen::V,piirtää,写生する
1271,zeichnen::V,piirustaa,写生する
1272,schreiben::V,kirjoittaa,書く
1273,besitzen::V,omistaa,所持する
1274,kaufen::V,ostaa,買う
1275,verkaufen::V,myydä,売る
1276,bezahlen::V,maksaa,払う
1277,zahlen::V,maksaa,支払う
1278,beherrschen::V,hallita,支配する
1279,ertragen::V,kestää,耐える
