,Concept_ID,da,ja
861,schaukeln::V,gynge,ぶらんこに乗る
862,kriechen::V,krybe,這う
863,schwimmen::V,svømme,泳ぐ
864,tauchen::V,dykke,潜る
865,rudern::V,ro,漕ぐ
866,fahren::V,køre,行く
867,fahren::V,køre,乗車する
868,fliegen::V,flyve,飛ぶ
869,gehen::V,gå,行く
870,weggehen::V,gå bort,立ち去る
871,abfahren::V,køre bort,出発する
872,anhalten::V,standse,止まる
873,hineingehen::V,gå ind,入る
874,eintreten::V,træde ind,中に入る
875,kommen::V,komme,来る
876,ankommen::V,ankomme,着く
877,ankommen::V,ankomme,到着する
878,zurückkommen::V,komme tilbage,帰る
879,bleiben::V,blive,留まる
880,bleiben::V,forblive,留まる
881,warten::V,vente,待つ
882,erwarten::V,vente,期待する
883,erwarten::V,afvente,期待する
884,suchen::V,søge,探る
885,finden::V,finde,見つける
886,versuchen::V,forsøge,試す
887,vorbereiten::V,forberede,準備する
888,lieben::V,elske,愛する
889,mögen::V,holde af,好きである
890,mögen::V,kunne lide,好きである
891,lachen::V,le,笑う
892,rühren::V,røre,感情を動かす
893,weinen::V,græde,泣く
894,schimpfen::V,skænde,叱る
895,sich ärgern::V,ærgre sig,怒る
896,sich ärgern::V,ærgre sig,腹を立てる
897,sich fürchten::V,være bange,怖がる
898,fürchten::V,være bange for,恐れる
899,fliehen::V,flygte,逃げる
900,flüchten::V,flygte,逃亡する
901,sehen::V,se,見る
902,anschauen::V,se på,眺める
903,anschauen::V,betragte,眺める
904,ansehen::V,anse,見る
905,hören::V,høre,聞く
906,zuhören::V,høre til,聴く
907,probieren::V,smage,食べてみる
908,probieren::V,smage på,食べてみる
909,riechen::V,lugte,気取る
910,fühlen::V,føle,感じる
911,scheinen::V,synes,ように見える
912,zu sehen sein::V,synes,見える
913,vernehmen::V,erfare,承る
914,frieren::V,fryse,寒気がする
915,tun::V,gøre,する
916,können::V,kunne,出来る
917,wollen::V,ville,-たい
918,anfangen::V,begynde,始める
919,beenden::V,afslutte,終える
920,aufhören::V,ophøre,止める
921,aufhören::V,holde op,止める
922,gelingen::V,lykkes,成功する
923,geraten::V,blive,当たる
924,öffnen::V,åbne,開く
925,öffnen::V,åbne,開ける
926,schließen::V,lukke,閉める
927,stellen::V,stille,置く
928,stellen::V,stille,据える
929,setzen::V,sætte,座らせる
930,legen::V,lægge,置く
931,berühren::V,berøre,触る
932,berühren::V,berøre,触れる
933,verbinden::V,forbinde,結びつける
934,bedecken::V,dække,覆う
935,bedecken::V,bedække,覆う
936,aufhängen::V,hænge,掛ける
937,aufhängen::V,hænge op,掛ける
938,anzünden::V,tænde,燃やす
939,anzünden::V,tænde,火をつける
940,anzünden::V,antænde,燃やす
941,anzünden::V,antænde,火をつける
942,aufheben::V,løfte,拾う
943,aufheben::V,tage op,拾う
944,zurücklassen::V,lade tilbage,残す
945,verlieren::V,miste,無くす
946,fallen lassen::V,tabe,落とす
947,fallen lassen::V,droppe,落とす
948,machen::V,gøre,作る
949,herstellen::V,fremstille,製造する
950,bauen::V,bygge,建設する
951,reparieren::V,reparere,直す
952,reparieren::V,reparere,修理する
953,verbessern::V,rette,改良する
954,verbessern::V,forbedre,改良する
955,ändern::V,ændre,変える
956,graben::V,grave,掘る
957,beugen::V,bøje,折る
958,biegen::V,bøje,曲げる
959,drehen::V,dreje,回す
960,wenden::V,vende,裏返す
961,umdrehen::V,dreje om,裏返す
962,heben::V,hæve,挙げる
963,hochheben::V,løfte,持ち上げる
964,ergreifen::V,gribe fat i,取り上げる
965,halten::V,holde,持つ
966,drücken::V,trykke,押す
967,schieben::V,skyde,ずらす
968,schieben::V,skubbe,ずらす
969,kratzen::V,klø,引っ掻く
970,kratzen::V,kradse,引っ掻く
971,lecken::V,slikke,なめる
972,beißen::V,bide,噛む
973,abreißen::V,rive af,剝ぎ取る
974,abschneiden::V,skære af,切り取る
975,binden::V,binde,縛る
976,stecken::V,stikke,差し込む
977,brechen::V,brække,破る
978,klopfen::V,banke,とんとん叩く
979,hauen::V,hugge,叩く
980,kleben::V,klistre,貼る
981,kleben::V,klistre,くっ付ける
982,reiben::V,gnide,擦る
983,streichen::V,smøre,塗る
984,schleifen::V,slibe,研ぐ
985,schneiden::V,skære,切る
986,schneiden::V,klippe,切る
987,rütteln::V,ruske,揺さぶる
988,schütteln::V,ryste,振る
989,schütteln::V,ryste,揺さぶる
990,schwenken::V,svinge,振る
991,schütten::V,hælde,注ぐ
992,füllen::V,fylde,いっぱいにする
993,einwickeln::V,pakke ind,包む
994,tragen::V,bære,運ぶ
995,schleppen::V,slæbe,引きずる
996,ziehen::V,trække,引く
997,aufbewahren::V,opbevare,預かる
998,werfen::V,kaste,投げる
999,fangen::V,fange,受ける
1000,packen::V,gribe,掴む
1001,verstecken::V,gemme,隠す
1002,teilen::V,dele,分ける
1003,schicken::V,sende,送る
1004,bringen::V,bringe,持って行く
1005,hinzufügen::V,tilføje,加える
1006,bekommen::V,få,得る
1007,erhalten::V,få,受ける
1008,nehmen::V,tage,取る
1009,wählen::V,vælge,選ぶ
1010,auswählen::V,udvælge,選ぶ
1011,bewahren::V,bevare,保存する
1012,behindern::V,hindre,妨害する
1013,behindern::V,forhindre,妨害する
1014,verderben::V,ødelægge,台無しにする
1015,beschädigen::V,beskadige,損傷する
1016,zerbrechen::V,brække itu,割る
1017,zerreißen::V,rive itu,引き裂く
1018,zerstören::V,ødelægge,破壊する
1019,verbrennen::V,brænde,焼く
1020,geben::V,give,上げる
1021,reichen::V,række,渡す
1022,schenken::V,forære,贈る
1023,versprechen::V,love,約束する
1024,wünschen::V,ønske,望む
1025,loben::V,rose,褒める
1026,küssen::V,kysse,キスする
1027,wiegen::V,vugge,揺する
1028,zudecken::V,dække til,覆う
1029,wecken::V,vække,起こす
1030,zeigen::V,vise,見せる
1031,führen::V,føre,案内する
1032,lehren::V,lære,教える
1033,unterrichten::V,undervise,通知する
1034,aufziehen::V,opdrage,育てる
1035,leiten::V,lede,導く
1036,antreiben::V,skynde på,励ます
1037,lassen::V,få til at,～させる
1038,einladen::V,indbyde,誘う
1039,einladen::V,indbyde,招待する
1040,einladen::V,invitere,誘う
1041,einladen::V,invitere,招待する
1042,vereinigen::V,forene,一つにする
1043,besuchen::V,besøge,訪ねる
1044,treffen::V,møde,出会う
1045,sich versammeln::V,forsamles,集まる
1046,spielen::V,lege,遊ぶ
1047,spielen::V,spille,遊ぶ
1048,singen::V,synge,歌う
1049,tanzen::V,danse,踊る
1050,sich trennen::V,skilles,別れる
1051,verlassen::V,forlade,別れる
1052,retten::V,redde,救う
1053,retten::V,redde,助ける
1054,bewachen::V,bevogte,見張る
1055,bewachen::V,bevogte,軽微する
1056,schützen::V,skærme,保護する
1057,schützen::V,beskytte,保護する
1058,verteidigen::V,forsvare,守る
1059,sich schlagen::V,slås,殴る
1060,schießen::V,skyde,撃つ
1061,siegen::V,sejre,勝つ
1062,ärgern::V,ærgre,怒らせる
1063,schlagen::V,slå,殴る
1064,treten::V,sparke,蹴る
1065,stechen::V,stikke,突く
1066,stoßen::V,støde,突く
1067,stehlen::V,stjæle,盗る
1068,stören::V,forstyrre,構う
1069,belästigen::V,genere,邪魔する
1070,belästigen::V,ulejlige,邪魔する
1071,verbergen::V,skjule,隠す
1072,täuschen::V,villede,だます
1073,betrügen::V,bedrage,だます
1074,töten::V,dræbe,殺す
1075,wohnen::V,bo,住む
1076,arbeiten::V,arbejde,働く
1077,sammeln::V,samle,集める
1078,sammeln::V,samle,収集する
1079,pflücken::V,plukke,摘む
1080,jagen::V,jage,狩りをする
1081,fischen::V,fiske,釣る
1082,fassen::V,fange,捕る
1083,hüten::V,vogte,放牧する
1084,treiben::V,drive,追う
1085,anbinden::V,binde fast,繋ぐ
1086,füttern::V,fodre,餌をやる
1087,melken::V,malke,搾乳する
1088,hacken::V,hakke,刻む
1089,gießen::V,hælde,水をやる
1090,reifen::V,modne,熟す
1091,zubereiten::V,tilberede,調理する
1092,kochen::V,koge,煮る
1093,backen::V,bage,焼く
1094,braten::V,stege,焼く
1095,braten::V,stege,炒める
1096,umrühren::V,røre om,混ぜる
1097,stricken::V,strikke,編む
1098,nähen::V,sy,縫う
1099,färben::V,farve,染める
1100,reinigen::V,rense,掃除する
1101,reinigen::V,gøre ren,掃除する
1102,waschen::V,vaske,洗う
1103,waschen::V,vaske,洗濯する
1104,abwischen::V,tørre af,拭く
1105,spülen::V,skylle,洗う
1106,spülen::V,skylle,すすぐ
1107,fegen::V,feje,掃除する
1108,kehren::V,feje,掃く
1109,baden::V,bade,入浴する
1110,sich waschen::V,vaske sig,洗う
1111,ausziehen::V,tage af,脱ぐ
1112,anziehen::V,tage på,着る
1113,sich anziehen::V,klæde sig på,着る
1114,kämmen::V,rede,梳く
1115,kämmen::V,frisere,梳く
1116,schmücken::V,pynte,飾る
1117,schmücken::V,smykke,飾る
1118,sagen::V,sige,言う
1119,sprechen::V,snakke,話す
1120,reden::V,tale,話す
1121,reden::V,snakke,話す
1122,sich unterhalten::V,snakke sammen,話をする
1123,fragen::V,spørge,聞く
1124,bitten::V,bede,頼む
1125,bitten::V,bede,お願いする
1126,erzählen::V,berette,物語る
1127,erzählen::V,fortælle,物語る
1128,mitteilen::V,meddele,伝える
1129,nennen::V,nævne,名づける
1130,rufen::V,råbe,呼ぶ
1131,prahlen::V,prale,自慢する
1132,übersetzen::V,oversætte,訳す
1133,denken::V,tænke,考える
1134,glauben::V,tro,信じる
1135,bemerken::V,bemærke,気が付く
1136,bemerken::V,lægge mærke til,気が付く
1137,erkennen::V,genkende,認識する
1138,begreifen::V,begribe,分かる
1139,verstehen::V,forstå,聞き取る
1140,lernen::V,lære,学ぶ
1141,lernen::V,lære,勉強する
1142,wissen::V,vide,知っている
1143,sich erinnern an::V,mindes,思い出す
1144,sich erinnern an::V,huske på,思い出す
1145,vergessen::V,glemme,忘れる
1146,messen::V,måle,計る
1147,messen::V,måle,測定する
1148,zählen::V,tælle,数える
1149,rechnen::V,regne,計算する
1150,lesen::V,læse,読む
1151,malen::V,male,描く
1152,zeichnen::V,tegne,写生する
1153,schreiben::V,skrive,書く
1154,besitzen::V,eje,所持する
1155,besitzen::V,besidde,所持する
1156,kaufen::V,købe,買う
1157,verkaufen::V,sælge,売る
1158,bezahlen::V,betale,払う
1159,zahlen::V,betale,支払う
1160,beherrschen::V,beherske,支配する
1161,ertragen::V,tåle,耐える
1162,ertragen::V,udholde,耐える
1163,hinfallen::V,,転ぶ
