,Concept_ID,ko,cv
747,vorwärts::ADV,앞으로,малалла
748,rückwärts::ADV,뒤로,хыҫала
749,zurück::ADV,제자리로,каялла
750,unten::ADV,아래에,аялта
751,hinab::ADV,아래쪽으로,аялта
752,oben::ADV,위에,ҫӳлте
753,hinauf::ADV,위쪽으로,ҫӳле
754,überall::ADV,도처에,таҫта та
755,überall::ADV,도처에,пур ҫӗрте те
756,überall::ADV,도처에,кирек ӑҫта та
757,nicht::ADV,안,мар
758,ein wenig::ADV,적음,пӑртак
759,kaum::ADV,가의,аран
760,sehr::ADV,자주,питӗ
761,so::ADV,그와같이,апла
762,noch::ADV,아직,татах
763,nur::ADV,다만,ҫех
764,schon::ADV,이미,ӗнтӗ
765,wieder::ADV,다시,каллех
766,vergebens::ADV,헛되이,харам
767,vor::PRP,앞에,умӗнче
768,hinter::PRP,뒤에,кайра
769,unter::PRP,잍에,айне
770,unter::PRP,잍에,айӗпе
771,unter::PRP,잍에,айӗнче
772,unter::PRP,잍에,ҫитеспе
773,durch::PRP,통고하여,витӗр
774,neben::PRP,와나란히,патӗнче
775,zwischen::PRP,의사이로,хушшинче
776,wegen::PRP,때문에,пула
777,wegen::PRP,때문에,пирки
778,dies::PRN,이,ку
779,dies::PRN,이,ҫак
780,das::PRN,저,ҫав
781,alles::PRN,모든것,пурте
782,alles::PRN,모든것,йӑлт
783,ich::PRN,나,эп
784,du::PRN,너,эс
785,er::PRN,그,вӑл
786,wir::PRN,우리,эпир
787,ihr::PRN,너희들,эсир
788,sie::PRN,그들,вӗсем
789,was::FPRN,뭣,мӗн
790,was::FPRN,뭣,мӗскер
791,was::FPRN,뭣,мӗн те пулин
792,wer::FPRN,누구,кам
793,wo::FADV,어디,ӑҫта
794,wohin::FADV,어디로,ӑҫта
795,wie::FADV,어떻게,епле
796,wie::FADV,어떻게,мӗнле
797,warum::FADV,왜,ма
798,warum::FADV,왜,мӗншӗн
799,wieviel::FNUM,얼마만큰,миҫе
800,eins::NUM,하나,пӗр
801,eins::NUM,하나,пӗрре
802,zwei::NUM,둘,ик
803,zwei::NUM,둘,икӗ
804,zwei::NUM,둘,иккӗ
805,drei::NUM,셋,виҫ
806,drei::NUM,셋,виҫӗ
807,drei::NUM,셋,виҫҫӗ
808,vier::NUM,넷,тӑват
809,fünf::NUM,다섯,пилӗк
810,fünf::NUM,다섯,пиллӗк
811,sechs::NUM,여섯,улт
812,sechs::NUM,여섯,ултӑ
813,sechs::NUM,여섯,улттӑ
814,sieben::NUM,일곱,ҫич
815,sieben::NUM,일곱,ҫичӗ
816,sieben::NUM,일곱,ҫиччӗ
817,acht::NUM,여덟,сакӑр
818,acht::NUM,여덟,саккӑр
819,neun::NUM,아홉,тӑхӑр
820,neun::NUM,아홉,тӑххӑр
821,zehn::NUM,열,вунӑ
822,zehn::NUM,열,вуннӑ
823,elf::NUM,열하나,вун пӗр
824,zwölf::NUM,열둘,вун ик
825,zwölf::NUM,열둘,вун икӗ
826,zwölf::NUM,열둘,вун иккӗ
827,zwanzig::NUM,스물,ҫирӗм
828,dreißig::NUM,서름,вӑтӑр
829,vierzig::NUM,마흔,хӗрӗх
830,fünfzig::NUM,숸,аллӑ
831,sechzig::NUM,에순,утмӑл
832,siebzig::NUM,일흔,ҫитмӗл
833,achtzig::NUM,여든,сакӑр вунӑ
834,achtzig::NUM,여든,сакӑр вуннӑ
835,neunzig::NUM,아흔,тӑхӑр вун
836,neunzig::NUM,아흔,тӑхӑр вунӑ
837,neunzig::NUM,아흔,тӑхӑр вуннӑ
838,hundert::NUM,백,ҫӗр
839,tausend::NUM,천,пин
840,und::CNJ,와,та
841,oder::CNJ,아니면,е
842,stehen::V,서다,тӑр
843,sitzen::V,앉다,лар
844,liegen::V,눕다,вырт
845,hängen::V,달다,усӑнса тӑр
846,hängen::V,달다,ҫакӑнса тӑр
847,werden::V,되다,пул
848,passieren::V,지장옶다,пул
849,beginnen::V,시작되다,пуҫлан
850,enden::V,큳내다,пӗт
851,enden::V,큳내다,вӗҫлен
852,wechseln::V,병경하다,улшӑн
853,aufgehen[Sonne]::V,뜨다,тух
854,untergehen[Sonne]::V,지다,анса лар
855,scheinen[Sonne]::V,빛나다,пӑх
856,donnern::V,천둥치다,кӗмсӗртет
857,donnern::V,천둥치다,авӑт
858,wehen::V,풀다,варкӑш
859,strömen::V,흐르다,тӑкӑн
860,fließen::V,흐르다,юх
861,sich drehen::V,돌다,ҫаврӑн
862,schwanken::V,동요하다,чӳхен
863,schwingen::V,흔들다,суллан
864,fallen::V,떨어지다,кип
865,fallen::V,떨어지다,тӳр кип
866,fallen::V,떨어지다,татӑлса ан
867,brennen::V,타다,ҫун
868,rauchen::V,김이나다,мӑкӑрлан
869,rauchen::V,김이나다,тӗтӗм кӑлар
870,regnen::V,비가오다,ҫумӑр ҫӑвать
871,gefrieren::V,얼다,шӑн
872,tauen::V,녹다,ирӗл
873,schmelzen::V,녹다,ирӗл
874,trocknen::V,홈치다,тип
875,sieden::V,끓다,вӗре
876,faulen::V,부패하다,ҫӗр
877,verfaulen::V,썩다,ҫӗр
878,reißen::V,지바찢다,ҫурӑл
879,versinken::V,가라앉다,пут
880,vergehen::V,지나가다,ирт
881,erscheinen::V,나타나다,курӑн
882,erscheinen::V,나타나다,курӑнса кай
883,verschwinden::V,사라지다,ҫухал
884,sinken::V,가라앉다,чак
885,abnehmen::V,떼어내다,чак
886,zunehmen::V,증가하다,пысӑклан
887,steigen::V,상승하다,ҫӗклен
888,wachsen::V,생기하다,ӳс
889,glänzen::V,뛰오나다,ҫиҫ
890,funkeln::V,불티가잍어나다,ялкӑш
891,funkeln::V,불티가잍어나다,йӑлтӑртат
892,lärmen::V,떠들다,шавла
893,läuten::V,울시다,шӑнкӑравла
894,klingeln::V,초닌총을울리다,шӑнкӑравла
895,klirren::V,탁탁울리다,калтлат
896,klirren::V,탁탁울리다,шӑнкӑлтат
897,brausen::V,쏴쏴소리내다,ахӑр
898,rauschen::V,솨솨,вашӑлтат
899,rauschen::V,솨솨,чашӑлтат
900,klingen::V,반향하다,янӑра
901,bellen::V,짖다,вӗр
902,heulen::V,포효하다,ула
903,blasen::V,불다,вӗр
904,pfeifen::V,피리를불다,шӑхӑр
905,schreien::V,절규하다,кӑшкӑр
906,stöhnen::V,신음하다,йынӑш
907,zittern::V,저뉼하다,чӗтре
908,leben::V,살다,пурӑн
909,geboren werden::V,태어난,ҫурал
910,atmen::V,숨쉬다,сывла
911,trinken::V,마시다,ӗҫ
912,essen::V,먹다,ҫи
913,schlucken::V,들이켜다,ҫӑт
914,einschlafen::V,잠들다,ыйха пут
915,einschlafen::V,잠들다,ҫывӑрса кай
916,schlafen::V,자다,ҫывӑр
917,aufwachen::V,눈트다,вӑран
918,aufstehen::V,서다,тӑр
919,sich erholen::V,회복하다,кан
920,schmerzen::V,아프다,сур
921,schmerzen::V,아프다,ырат
922,husten::V,잔기침하다,ӳсӗр
923,genesen::V,낫다,сывал
924,genesen::V,낫다,тӳрлен
925,sterben::V,죽다,вил
926,umkommen::V,못쓰게되다,вил
927,sich bewegen::V,움직이다,куҫ
928,sich rühren::V,움직이다,хускал
929,sich erheben::V,이러서다,тӑр
930,sich setzen::V,앉히다,лар
931,hinfallen::V,넘어지다,ӳк
932,laufen::V,걷다,ут
933,schreiten::V,보행하다,ут
934,spazierengehen::V,산보하다,уҫӑлса ҫӳре
935,spazierengehen::V,산보하다,уткаласа ҫӳре
936,eilen::V,서둘다,васка
937,eilen::V,서둘다,хыпалан
938,sich beeilen::V,서둘게하다,васка
939,sich beeilen::V,서둘게하다,хыпалан
940,sausen::V,서들러 떠나다,ыткӑн
941,sausen::V,서들러 떠나다,вӗҫтер
942,rennen::V,달리다,чуп
943,springen::V,도약하다,сик
944,klettern::V,갑겨오르다,улӑх
945,schaukeln::V,흔들리게하다,йӳрӗн
946,kriechen::V,기다,шу
947,kriechen::V,기다,упален
948,schwimmen::V,헤엄치다,иш
949,tauchen::V,잠기다,чӑм
950,rudern::V,물을헤치다,авӑс
951,fahren::V,가다,пыр
952,fahren::V,나르다,пыр
953,fliegen::V,날다,вӗҫ
954,gehen::V,가다,кай
955,weggehen::V,팔리다,кай
956,abfahren::V,출발하다,тапран
957,anhalten::V,멈추다,чарӑн
958,hineingehen::V,(그리로)가다,кӗр
959,eintreten::V,들러가다,кӗр
960,kommen::V,오다,кил
961,ankommen::V,고챀하다,ҫит
962,zurückkommen::V,보기,таврӑн
963,zurückkommen::V,보기,каялла кил
964,bleiben::V,체류,юл
965,warten::V,기다리다,кӗт
966,erwarten::V,기대하다,кӗт
967,suchen::V,찾다,шыра
968,suchen::V,구하다,шыра
969,finden::V,찾아내다,туп
970,versuchen::V,시험하다,пикен
971,vorbereiten::V,재비하다,хатӗрле
972,lieben::V,사랑하다,юрат
973,mögen::V,줗아하다,кӑмӑлла
974,mögen::V,줗아하다,килӗштер
975,lachen::V,웃다,кул
976,lachen::V,웃다,ахӑлтат
977,rühren::V,건드리다,ҫулӑх
978,weinen::V,울다,йӗр
979,weinen::V,울다,макӑр
980,schimpfen::V,꾸짖다,вӑрҫ
981,schimpfen::V,꾸짖다,ятлаҫ
982,sich ärgern::V,화를내게 하다,ҫиллен
983,sich fürchten::V,두려원하다,шиклен
984,fürchten::V,두려원하다,хӑра
985,fliehen::V,도망치다,тар
986,flüchten::V,도주하다,чупса тар
987,sehen::V,보다,кур
988,anschauen::V,바라보다,пӑхса ил
989,ansehen::V,바라보다,пӑх
990,hören::V,듣다,илт
991,zuhören::V,듣다,итле
992,zuhören::V,듣다,тӑнла
993,probieren::V,시식하다,астив
994,riechen::V,내새를맡다,шӑршла
995,fühlen::V,느끼다,туй
996,fühlen::V,느끼다,сис
997,scheinen::V,...것같다,туйӑн
998,zu sehen sein::V,보이는,курӑн
999,vernehmen::V,듣다,пӑл
1000,vernehmen::V,들어서일다,пӑл
1001,frieren::V,춥다,йӳтен
1002,tun::V,하다,ту
1003,können::V,할주릴다,пултар
1004,wollen::V,바라다,те
1005,anfangen::V,시작하다,пуҫла
1006,beenden::V,다하다,пӗтер
1007,aufhören::V,그만두다,пӑрах
1008,gelingen::V,성국하다,ӑн
1009,geraten::V,잘되어가다,пул
1010,öffnen::V,열다,уҫ
1011,schließen::V,추측하다,хуп
1012,stellen::V,세우다,ларт
1013,stellen::V,세우다,тӑрат
1014,setzen::V,놓다,ларт
1015,legen::V,눕히다,хур
1016,berühren::V,대다,перӗн
1017,verbinden::V,옝열하다,сып
1018,bedecken::V,덮다,вит
1019,aufhängen::V,매달다,ҫак
1020,anzünden::V,점화하다,ҫут
1021,aufheben::V,위로올리다,ҫӗкле
1022,zurücklassen::V,튀에남기다,манса хӑвар
1023,verlieren::V,잃다,ҫӗтер
1024,fallen lassen::V,떨어뜨리다,ӳкер
1025,machen::V,하다,ту
1026,herstellen::V,제조하다,ӑстала
1027,bauen::V,짓다,ту
1028,reparieren::V,수셩자다,юса
1029,verbessern::V,정정하다,лайӑхлат
1030,ändern::V,바꾸다,улӑштар
1031,graben::V,파다,чав
1032,graben::V,파다,чакала
1033,beugen::V,구부리다,кукӑрт
1034,biegen::V,굽히다,ав
1035,biegen::V,굽히다,кукӑрт
1036,drehen::V,회전,ҫавӑр
1037,wenden::V,회전시키다,ӳпӗнтер
1038,umdrehen::V,회전시키다,ҫавӑр
1039,heben::V,일으아키다,хӑпарт
1040,hochheben::V,틀어올리다,йӑт
1041,ergreifen::V,잡다,тыт
1042,halten::V,잡다,тыт
1043,drücken::V,누르다,пус
1044,schieben::V,밀다,тӗк
1045,schieben::V,밀다,тӗрт
1046,kratzen::V,긁다,хыр
1047,lecken::V,핥다,ҫула
1048,beißen::V,물다,ҫырт
1049,beißen::V,물다,хып
1050,abschneiden::V,귾어내다,кас
1051,binden::V,매다,ҫых
1052,stecken::V,찌르다,чик
1053,brechen::V,금,хуҫ
1054,klopfen::V,치다,такка
1055,hauen::V,때리다,шакка
1056,kleben::V,들러붙다,ҫыпӑҫтар
1057,reiben::V,문지르다,сӑтӑр
1058,streichen::V,쓰다듬다,сӗр
1059,schleifen::V,갈다,хӑйра
1060,schneiden::V,베다,кас
1061,rütteln::V,흔들다,лӑка
1062,rütteln::V,흔들다,силлентер
1063,schütteln::V,흔들다,лӑка
1064,schütteln::V,흔들다,силлентер
1065,schwenken::V,흔들다,сулла
1066,schütten::V,따르다,тултар
1067,füllen::V,담다,тултар
1068,einwickeln::V,싸다,чӗрке
1069,tragen::V,지우다,ҫӗкле
1070,schleppen::V,끌다,сӗтӗр
1071,ziehen::V,당기다,тӑс
1072,aufbewahren::V,간직하다,усра
1073,werfen::V,던지다,пӑрах
1074,fangen::V,밥다,тыт
1075,packen::V,쥐다,тыт
1076,verstecken::V,숨기다,пытарса хур
1077,teilen::V,나누다,уйӑр
1078,teilen::V,나누다,пайла
1079,schicken::V,보내다,яр
1080,bringen::V,가겨,кӳр
1081,hinzufügen::V,부가하다,хуш
1082,bekommen::V,얻다,ил
1083,bekommen::V,얻다,туян
1084,erhalten::V,지니다,ил
1085,erhalten::V,지니다,туян
1086,nehmen::V,잡다,ил
1087,wählen::V,선거하다,суйла
1088,auswählen::V,선출하다,суйла
1089,bewahren::V,저장보종,упра
1090,behindern::V,훼방하다,кансӗрле
1091,behindern::V,훼방하다,чӑрмантар
1092,verderben::V,못쓰게 되다,пӑс
1093,beschädigen::V,상하게하다,пӑс
1094,zerbrechen::V,깨뜨리다,ват
1095,zerbrechen::V,깨뜨리다,ҫӗмӗр
1096,zerreißen::V,잡아쫓다,ҫур
1097,zerstören::V,파괴하다,иш
1098,verbrennen::V,소실하다,ҫунтар
1099,geben::V,주다,пар
1100,reichen::V,내일다,пар
1101,schenken::V,주다,парнеле
1102,versprechen::V,약속하다,тума пул
1103,versprechen::V,약속하다,сӑмах пар
1104,wünschen::V,바라다,сун
1105,loben::V,칭찬하다,ырла
1106,küssen::V,키스하다,чуп ту
1107,wiegen::V,어르다,сиктер
1108,wiegen::V,어르다,силле
1109,zudecken::V,뚜꺼을하다,вит
1110,wecken::V,깨우다,вӑрат
1111,zeigen::V,보이다,кӑтарт
1112,führen::V,가게하다,илсе пыр
1113,führen::V,가게하다,ҫавӑтса пыр
1114,lehren::V,가르치다,вёрент
1115,unterrichten::V,가르지다,вёрент
1116,aufziehen::V,사육하다,вӗрент
1117,leiten::V,이끌다,тытса пыр
1118,antreiben::V,몰다,васкат
1119,lassen::V,내버려두다,пусахла
1120,lassen::V,내버려두다,хуш
1121,einladen::V,초청하다,чӗн
1122,vereinigen::V,하나로하다,пӗрлештер
1123,besuchen::V,방문하다,ҫит
1124,besuchen::V,방문하다,кӗрсе кур
1125,treffen::V,만나다,тӗл пул
1126,sich versammeln::V,조립하다,пуҫтарӑн
1127,spielen::V,눌다,выля
1128,singen::V,노래하다,юрла
1129,tanzen::V,춤추하다,ташла
1130,sich trennen::V,가르다,уйрӑл
1131,verlassen::V,버림받은,хӑвар
1132,retten::V,구조하다,ҫӑл
1133,bewachen::V,치키다,хуралла
1134,schützen::V,보호하다,сыхла
1135,verteidigen::V,막다,хӳтӗле
1136,sich schlagen::V,치다,ҫапӑҫ
1137,schießen::V,쏘다,пер
1138,siegen::V,이기다,ҫӗн
1139,siegen::V,이기다,ҫӗнтер
1140,ärgern::V,성을내게하다,тарӑхтар
1141,ärgern::V,성을내게하다,ҫиллентер
1142,schlagen::V,치다,ҫап
1143,treten::V,디디다,тап
1144,stechen::V,찌르다,чик
1145,stoßen::V,찌르다,чыш
1146,stehlen::V,훔치다,вӑрла
1147,stören::V,움직이다,кансӗрле
1148,belästigen::V,괴롭히다,аптӑрат
1149,belästigen::V,괴롭히다,хупла
1150,verbergen::V,숨기다,пытар
1151,täuschen::V,속이다,суй
1152,betrügen::V,속이다,ултала
1153,töten::V,죽이다,вӗлер
1154,wohnen::V,실다,чуна пар
1155,wohnen::V,실다,парӑнса тӑр
1156,arbeiten::V,일하다,ӗҫле
1157,sammeln::V,모으다,пух
1158,pflücken::V,꿔다,тат
1159,jagen::V,사냥하다,сунара ҫӳре
1160,fischen::V,고기를잡다,пулӑ тыт
1161,fassen::V,움켜쥐다,тыт
1162,hüten::V,망보다,кӗт
1163,treiben::V,몰아세우다,хӑвала
1164,anbinden::V,묶다,кӑкар
1165,füttern::V,사료를주다,ҫитер
1166,melken::V,젖을짜다,су
1167,hacken::V,자르다,вакла
1168,gießen::V,물을대다,шӑвар
1169,reifen::V,성숙하다,пиҫ
1170,zubereiten::V,조제하다,пӗҫер
1171,kochen::V,요리하다,пӗҫер
1172,backen::V,쿱다,пӗҫер
1173,braten::V,굽다,ӑшала
1174,umrühren::V,교반하다,хутӑштар
1175,stricken::V,뜨개질하다,ҫых
1176,nähen::V,꿰매다,ҫӗле
1177,färben::V,채색하다,пӗвет
1178,reinigen::V,청소하다,тасат
1179,waschen::V,씻다,ҫу
1180,abwischen::V,닦다,шӑл
1181,spülen::V,씻다,чӳхе
1182,fegen::V,소체하다,шӑл
1183,kehren::V,청소하다,шӑл
1184,baden::V,감다,шыва кӗр
1185,sich waschen::V,모믈 씻다,ҫӑвӑн
1186,ausziehen::V,벗다,салан
1187,anziehen::V,끌어움직이다,тӑхӑн
1188,kämmen::V,빗다,тура
1189,schmücken::V,치레하다,илемлет
1190,sagen::V,말하다,те
1191,sprechen::V,말하다,кала
1192,reden::V,이야기하다,сӑмахла
1193,reden::V,이야기하다,калаҫ
1194,fragen::V,질문하다,ыйт
1195,bitten::V,원하다,ыйт
1196,erzählen::V,이야기하다,каласа пар
1197,mitteilen::V,이야기하다,пӗлтер
1198,mitteilen::V,이야기하다,хыпарла
1199,nennen::V,부르다,те
1200,nennen::V,부르다,чӗн
1201,rufen::V,불러내다,чӗн
1202,prahlen::V,자랑하다,мухтан
1203,prahlen::V,자랑하다,вӗҫкӗнлен
1204,übersetzen::V,번역하다,куҫар
1205,denken::V,생각하다,шухӑшла
1206,glauben::V,믿다,ӗнен
1207,bemerken::V,인자하다,асӑрха
1208,erkennen::V,인식하다,палла
1209,begreifen::V,파악하다,ӑнлан
1210,verstehen::V,이해하다,пӗл
1211,lernen::V,배우다,вӗрен
1212,wissen::V,알다,пӗл
1213,wissen::V,알다,ӑнкар
1214,sich erinnern an::V,상기하다,аса ил
1215,vergessen::V,잊다,ман
1216,vergessen::V,잊다,манса кай
1217,messen::V,측정하다,виҫ
1218,zählen::V,세다,шутла
1219,rechnen::V,게산하다,шутла
1220,lesen::V,읽다,вула
1221,malen::V,그리다,ӳкер
1222,zeichnen::V,소묘하다,ӳкер
1223,schreiben::V,쓰다,ҫыр
1224,besitzen::V,소유하다,тыт
1225,kaufen::V,사다,ил
1226,kaufen::V,사다,туян
1227,verkaufen::V,팔다,сут
1228,bezahlen::V,지불하다,тӳле
1229,zahlen::V,치르다,тӳле
1230,beherrschen::V,지배하다,тыт
1231,ertragen::V,참다,тӳс
1232,Raureif::N,,пас
1233,Grube::N,,шӑтӑк
1234,Lust::N,,кӑмӑл
1235,Nachricht::N,,хыпар
1236,klug::A,,ӑслӑ
1237,von hier::ADV,,кунтан
1238,müde werden::V,,ӗшен
1239,krank werden::V,,чирле
1240,krank sein::V,,чирле
1241,abreißen::V,,тат
1242,sich anziehen::V,,тӑхӑн
1243,sich unterhalten::V,,пупле
