,Concept_ID,lez,eu
795,letzter::A,эхиримжи,azken
796,letzter::A,эхиримжи,hondar
797,allein::ADV,кьилди,bakarrik
798,zusammen::ADV,санал,elkarrekin
799,lange::ADV,яргъалди,luzaro
800,plötzlich::ADV,садлагьана,bat-batean
801,sofort::ADV,гьасятда,berehala
802,später::ADV,гуьгъуьнлай,gero
803,jetzt::ADV,гила,orain
804,heute::ADV,къе,gaur
805,morgen::ADV,пака,bihar
806,bald::ADV,мукьва,aurki
807,bald::ADV,мукьва,laster
808,bald::ADV,мукьвара,aurki
809,bald::ADV,мукьвара,laster
810,dann::ADV,ахпа,ondoren
811,gestern::ADV,накь,atzo
812,einst::ADV,садра,antzina
813,damals::ADV,а чӏавуз,orduan
814,danach::ADV,ахпа,gerora
815,danach::ADV,ахпа,ondoren
816,vorher::ADV,вилик,lehenago
817,zuerst::ADV,сифте,aurrena
818,zuerst::ADV,сифте,lehenbizi
819,einmal::ADV,садра,behin
820,einmal::ADV,садра,aldi bat
821,manchmal::ADV,гагь-гагь,batzuetan
822,manchmal::ADV,гагь-гагь,zenbaitetan
823,oft::ADV,гзаф вахтара,maiz
824,oft::ADV,гзаф вахтара,askotan
825,immer::ADV,гьамиша,beti
826,niemals::ADV,са чӏавузни,inoiz ez
827,niemals::ADV,са чӏавузни,sekula ez
828,niemals::ADV,са вахтундани,inoiz ez
829,niemals::ADV,са вахтундани,sekula ez
830,hier::ADV,ина,hemen
831,hierhin::ADV,иниз,hona
832,von hier::ADV,инай,hemendik
833,von hier::ADV,инай,honetatik
834,dort::ADV,ана,han
835,dorthin::ADV,аниз,hara
836,geradeaus::ADV,дуьз,artez
837,vorwärts::ADV,вилик,aurrera
838,vorwärts::ADV,виликди,aurrera
839,rückwärts::ADV,кьулухъ,atzera
840,rückwärts::ADV,кьулухъ,atzerantz
841,unten::ADV,агъада,behean
842,hinab::ADV,агъуз,behera
843,hinab::ADV,агъуз,beherantz
844,oben::ADV,винел,goian
845,hinauf::ADV,виниз,gora
846,hinauf::ADV,виниз,gorantz
847,überall::ADV,вирина,edonon
848,nicht::ADV,ваъ,ez
849,ein wenig::ADV,са тӏимил,apur bat
850,ein wenig::ADV,са тӏимил,pixka bat
851,kaum::ADV,жизви,ozta
852,kaum::ADV,жизви,nekez
853,sehr::ADV,лап,oso
854,so::ADV,икӏ,hala
855,so::ADV,икӏ,honela
856,noch::ADV,гьеле,oraindik
857,nur::ADV,анжах,bakarrik
858,schon::ADV,хъувуна,ja
859,schon::ADV,хъувуна,jada
860,schon::ADV,мадни дардиз,ja
861,schon::ADV,мадни дардиз,jada
862,schon::ADV,мадни гуьтӏуьз,ja
863,schon::ADV,мадни гуьтӏуьз,jada
864,schon::ADV,мадни гуьтӏуь я,ja
865,schon::ADV,мадни гуьтӏуь я,jada
866,vergebens::ADV,нагьакь,alferrik
867,vergebens::ADV,нагьакьа,alferrik
868,vor::PRP,вилик,aurrean
869,hinter::PRP,кьулухъ,ostean
870,hinter::PRP,кьулухъ,gibelean
871,unter::PRP,кӏаник,pean
872,unter::PRP,кӏаник,azpian
873,durch::PRP,арадай,zehar
874,durch::PRP,-кай хкатна,zehar
875,neben::PRP,патав,ondoan
876,neben::PRP,патав,aldamenean
877,neben::PRP,мукьув,ondoan
878,neben::PRP,мукьув,aldamenean
879,zwischen::PRP,ара,artean
880,zwischen::PRP,арада,artean
881,wegen::PRP,гъиляй,-gatik
882,dies::PRN,и,hau
883,dies::PRN,им,hau
884,das::PRN,а,hura
885,das::PRN,ам,hura
886,alles::PRN,вири,dena
887,alles::PRN,михьиз,dena
888,ich::PRN,за,ni
889,ich::PRN,зун,ni
890,du::PRN,вун,zu
891,er::PRN,ам,bera
892,er::PRN,гьа,bera
893,wir::PRN,чун,gu
894,ihr::PRN,куьн,zuek
895,sie::PRN,абур,berak
896,was::FPRN,вуч,zer
897,wer::FPRN,вуж,nor
898,wo::FADV,гьина,non
899,wohin::FADV,гьиниз,nora
900,wie::FADV,гьикӏ,nola
901,wie::FADV,гьикӏ,zelan
902,warum::FADV,вучиз,zeren
903,warum::FADV,вучиз,zergatik
904,wieviel::FNUM,шумуд,zenbat
905,eins::NUM,са,bat
906,zwei::NUM,кьвед,bi
907,zwei::NUM,кьвед,biga
908,drei::NUM,пуд,hiru
909,vier::NUM,кьуд,lau
910,fünf::NUM,вад,bost
911,sechs::NUM,ругуд,sei
912,sieben::NUM,ирид,zazpi
913,acht::NUM,муьжуьд,zortzi
914,neun::NUM,кӏуьд,bederatzi
915,zehn::NUM,цӏуд,hamar
916,elf::NUM,цӏусад,hamaika
917,zwölf::NUM,цӏикьвед,hamabi
918,zwanzig::NUM,къад,hogei
919,dreißig::NUM,къанницӏуд,hogeita hamar
920,vierzig::NUM,яхцӏур,berrogei
921,fünfzig::NUM,яхцӏурни цӏуд,berrogeita hamar
922,sechzig::NUM,пудкъад,hirurogei
923,siebzig::NUM,пудкъанни цӏуд,hirurogeita hamar
924,achtzig::NUM,кьудкъад,laurogei
925,neunzig::NUM,кьудкъанни цӏуд,laurogeita hamar
926,hundert::NUM,виш,ehun
927,tausend::NUM,агъзур,mila
928,und::CNJ,ва,eta
929,oder::CNJ,я,edo
930,stehen::V,акъвазун,zutik egon
931,sitzen::V,ацукьун,eserita egon
932,liegen::V,къаткун,etzan
933,hängen::V,куьрс хьун,eskegita egon
934,hängen::V,куьрс хьун,zintzilik egon
935,werden::V,хьун,bihurtu
936,werden::V,хьун,bilakatu
937,passieren::V,хьун,pasatu
938,passieren::V,хьун,gertatu
939,beginnen::V,башламиш хьун,hasi
940,enden::V,куьтягь хьун,bukatu
941,wechseln::V,дегиш хьун,aldatu
942,aufgehen[Sonne]::V,экъечӏун,ilki
943,aufgehen[Sonne]::V,экъечӏун,sortu
944,untergehen[Sonne]::V,акӏун,sartu
945,scheinen[Sonne]::V,ишигь гун,eguzkia egon
946,donnern::V,къукърумар авун,trumoia jo
947,strömen::V,авахьун,zorrotadaka isuri
948,fließen::V,авахьун,isuri
949,sich drehen::V,элкъуьн,biratu
950,schwanken::V,юзун,zabuka ibili
951,schwingen::V,галтад хьун,kulunkatu
952,fallen::V,аватун,erori
953,brennen::V,кун,sutan egon
954,brennen::V,ккун,sutan egon
955,regnen::V,къун,euria ari izan
956,gefrieren::V,муркӏади кьун,izoztu
957,gefrieren::V,муркӏади кьун,hormatu
958,tauen::V,цӏурун,gesaldu
959,schmelzen::V,цӏурун,urtu
960,trocknen::V,кьурун,idortu
961,trocknen::V,кьурун,lehortu
962,sieden::V,ругун,irakin
963,faulen::V,кутӏун,hirotu
964,faulen::V,кутӏун,usteldu
965,verfaulen::V,чуьруьтмиш хьун,hirotu
966,verfaulen::V,чуьруьтмиш хьун,usteldu
967,verfaulen::V,кутӏун,hirotu
968,verfaulen::V,кутӏун,usteldu
969,reißen::V,атӏун,eten
970,reißen::V,атӏун,tarrat egin
971,reißen::V,къазунун,eten
972,reißen::V,къазунун,tarrat egin
973,versinken::V,батмиш хьун,urperatu
974,vergehen::V,алатун,iragan
975,erscheinen::V,майдандиз акъатун,agertu
976,verschwinden::V,квахьун,desagertu
977,sinken::V,элекьун,beheititu
978,abnehmen::V,тӏимил хьун,gutxitu
979,abnehmen::V,тӏимил хьун,beheratu
980,abnehmen::V,гъвечӏи хьун,gutxitu
981,abnehmen::V,гъвечӏи хьун,beheratu
982,zunehmen::V,артух хьун,gora egin
983,steigen::V,хкаж хьун,igo
984,wachsen::V,экъечӏун,hazi
985,glänzen::V,цӏарцӏар гун,distiratu
986,funkeln::V,нур гун,izarniatu
987,lärmen::V,ван авун,zarata atera
988,läuten::V,зенг ягъун,jo
989,läuten::V,зенг ягъун,hots egin
990,klingeln::V,зенг ягъун,txirrina jo
991,klirren::V,зигринг авун,tintin egin
992,brausen::V,къати хьун,marru egin
993,rauschen::V,вишриш авун,fir-fir egin
994,klingen::V,ван авун,soinu egin
995,bellen::V,элуькьун,zaunkatu
996,heulen::V,къув ягъун,ulu egin
997,heulen::V,къув ягъун,uhuri egin
998,blasen::V,уф гун,ufa egin
999,blasen::V,уф гун,putz egin
1000,pfeifen::V,уьфт ягъун,txistu egin
1001,schreien::V,гьараюн,oihu egin
1002,schreien::V,гьараюн,garrasi egin
1003,stöhnen::V,суза авун,intziri egin
1004,zittern::V,зурзун,ikara egin
1005,zittern::V,зурзун,dar-dar egin
1006,leben::V,яшамиш хьун,bizi izan
1007,geboren werden::V,хьун,jaio
1008,atmen::V,нефес чӏугун,hats egin
1009,atmen::V,нефес чӏугун,arnasa egin
1010,trinken::V,хъун,edan
1011,essen::V,тӏуьн,jan
1012,schlucken::V,туькьуьнун,irentsi
1013,müde werden::V,галатун,unatu
1014,müde werden::V,галатун,nekatu
1015,müde werden::V,юргъун хьун,unatu
1016,müde werden::V,юргъун хьун,nekatu
1017,einschlafen::V,ксун,lokartu
1018,schlafen::V,ксун,lo egin
1019,aufwachen::V,ахварай аватун,esnatu
1020,aufwachen::V,ахварай аватун,atzarri
1021,aufstehen::V,къарагъун,jaiki
1022,sich erholen::V,ял ягъун,atseden egin
1023,krank werden::V,кефсуз хьун,gaixotu
1024,krank sein::V,тӏа хьун,eri izan
1025,krank sein::V,тӏа хьун,gaixo izan
1026,schmerzen::V,тӏа хьун,min egin
1027,husten::V,уьгьуь ягъун,eztul egin
1028,genesen::V,сагъ хъхьун,osatu
1029,sterben::V,кьин,hil
1030,sterben::V,кьин,zendu
1031,umkommen::V,терг хьун,istripuz hil
1032,sich bewegen::V,юзун,higitu
1033,sich rühren::V,юзун,zirkin egin
1034,sich erheben::V,къарагъун,zutitu
1035,sich erheben::V,къарагъун,altxatu
1036,sich setzen::V,ацукьун,eseri
1037,sich setzen::V,ацукьун,jesarri
1038,hinfallen::V,алукьун,erori
1039,laufen::V,къекъуьн,ibili
1040,schreiten::V,ккамар къачун,oinkatu
1041,spazierengehen::V,сейр авун,paseatu
1042,spazierengehen::V,сейр авун,ostera bat egin
1043,eilen::V,тади авун,lasterkatu
1044,sich beeilen::V,гьерекатун,lehiatu
1045,sausen::V,чкурун,ziztu bizian joan
1046,rennen::V,катун,lasterka egin
1047,rennen::V,зверун,lasterka egin
1048,springen::V,хкадарун,jauzi egin
1049,klettern::V,акьахун,igo
1050,kriechen::V,капаралди фин,narras egin
1051,schwimmen::V,сирнав авун,igerikatu
1052,schwimmen::V,сирнав авун,igeri egin
1053,tauchen::V,кьилихъди циз вегьин,murgildu
1054,tauchen::V,кьилихъди циз вегьин,pulunpatu
1055,rudern::V,кьусуйралди лодка гьалун,bogatu
1056,rudern::V,кьусуйралди лодка гьалун,arraun egin
1057,rudern::V,цуьруьгъуьлдалди кӏватӏун,bogatu
1058,rudern::V,цуьруьгъуьлдалди кӏватӏун,arraun egin
1059,fahren::V,фин,joan
1060,fliegen::V,лув гун,hegaldatu
1061,fliegen::V,лув гун,hegan egin
1062,fliegen::V,цавай фин,hegaldatu
1063,fliegen::V,цавай фин,hegan egin
1064,gehen::V,фин,joan
1065,weggehen::V,хъфин,alde egin
1066,abfahren::V,фин,abiatu
1067,abfahren::V,рекье гьатун,abiatu
1068,anhalten::V,акъвазун,geratu
1069,anhalten::V,акъвазун,gelditu
1070,hineingehen::V,гьахьун,sartu
1071,eintreten::V,гьахьун,sartu
1072,kommen::V,атун,etorri
1073,ankommen::V,атун,heldu
1074,ankommen::V,атун,iritsi
1075,zurückkommen::V,хтун,itzuli
1076,bleiben::V,амукьун,gelditu
1077,warten::V,гуьзлемишун,itxaron
1078,warten::V,гуьзлемишун,zain egon
1079,erwarten::V,вил алаз акъвазун,iguriki
1080,suchen::V,къекъуьн,bilatu
1081,finden::V,жугъун,idoro
1082,finden::V,жугъун,aurkitu
1083,versuchen::V,алахъун,saiatu
1084,versuchen::V,алахъун,ahalegindu
1085,vorbereiten::V,гьазурун,gertatu
1086,lieben::V,кӏан хьун,maitatu
1087,lieben::V,кӏан хьун,maite izan
1088,mögen::V,рикӏ ацукьун,laket izan
1089,mögen::V,рикӏ ацукьун,atsegin izan
1090,lachen::V,хъуьруьн,irri egin
1091,lachen::V,хъуьруьн,barre egin
1092,weinen::V,шехьун,negar egin
1093,schimpfen::V,сеперар гун,erneguka ari izan
1094,schimpfen::V,экъуьгъунар авун,erneguka ari izan
1095,sich ärgern::V,хъел акатун,ernegatu
1096,sich ärgern::V,хъел акатун,haserretu
1097,sich fürchten::V,кичӏе хьун,beldur izan
1098,fürchten::V,къурхутмиш хьун,beldur izan
1099,fliehen::V,катун,ihes egin
1100,flüchten::V,катун,ihes egin
1101,sehen::V,акун,ikusi
1102,anschauen::V,вил вегьин,begietsi
1103,ansehen::V,килигун,begiratu
1104,hören::V,ван хьун,aditu
1105,zuhören::V,яб гун,entzun
1106,probieren::V,дад акун,dastatu
1107,riechen::V,ни чӏугун,usnatu
1108,riechen::V,ни чӏугун,usaindu
1109,fühlen::V,гьисс авун,sentitu
1110,frieren::V,кьун,hotz izan
1111,frieren::V,мекьи хьун,hotz izan
1112,tun::V,авун,egin
1113,können::V,хьун,ahal izan
1114,können::V,акъакьун,ahal izan
1115,wollen::V,кӏан хьун,nahi izan
1116,anfangen::V,башламишун,hasi
1117,beenden::V,куьтягьун,bukatu
1118,aufhören::V,акъвазун,utzi
1119,gelingen::V,арадал атун,lortu
1120,geraten::V,акъатун,heldu
1121,öffnen::V,ахъаюн,ireki
1122,öffnen::V,ахъаюн,zabaldu
1123,schließen::V,акьалун,itxi
1124,stellen::V,эцигун,ipini
1125,setzen::V,ацукьарун,jesarri
1126,legen::V,эцигун,jarri
1127,berühren::V,хкӏурун,ukitu
1128,verbinden::V,гилигун,uztartu
1129,bedecken::V,кӏевун,estali
1130,aufhängen::V,куьрсарун,eseki
1131,aufhängen::V,куьрсарун,eskegi
1132,anzünden::V,куькӏуьрун,piztu
1133,aufheben::V,хкажун,jaso
1134,zurücklassen::V,тун,atzean utzi
1135,verlieren::V,квадарун,galdu
1136,fallen lassen::V,авадрун,erortzen utzi
1137,machen::V,авун,egin
1138,machen::V,кар авун,egin
1139,herstellen::V,расун,ekoiztu
1140,bauen::V,туькӏуьрун,eraiki
1141,reparieren::V,расун,konpondu
1142,verbessern::V,хъсанрун,hobetu
1143,ändern::V,табдил авун,mudatu
1144,graben::V,эгъуьнун,aitzurtu
1145,beugen::V,акӏажарун,makurtu
1146,beugen::V,кангур авун,makurtu
1147,biegen::V,патахъарун,malgutu
1148,biegen::V,патахъарун,makolatu
1149,drehen::V,алчударун,jiratu
1150,umdrehen::V,элкъуьрун,biratu
1151,umdrehen::V,элкъуьрун,alderantzikatu
1152,heben::V,хкажун,jaso
1153,heben::V,хкажун,goratu
1154,hochheben::V,хкажун,goratu
1155,hochheben::V,хкажун,altxatu
1156,ergreifen::V,агалчна кьун,oratu
1157,halten::V,кьун,eutsi
1158,drücken::V,чуькьуьн,sakatu
1159,schieben::V,хуртӏ гун,bultzatu
1160,kratzen::V,къадгъунун,hatz egin
1161,kratzen::V,къадгъунун,hazka egin
1162,lecken::V,мез гун,miaztu
1163,lecken::V,мез гун,lamikatu
1164,beißen::V,кӏасун,hozka egin
1165,beißen::V,кӏасун,ausiki egin
1166,abreißen::V,галудун,kendu
1167,abschneiden::V,атӏун,moztu
1168,abschneiden::V,атӏун,pikatu
1169,stecken::V,сухун,sartu
1170,brechen::V,хун,apurtu
1171,brechen::V,кукӏварун,apurtu
1172,klopfen::V,тахъ-тахъ авун,jo
1173,hauen::V,ягъун,jo
1174,kleben::V,алкӏурун,itsatsi
1175,kleben::V,кукӏурун,itsatsi
1176,reiben::V,тӏушунун,igurtzi
1177,streichen::V,алтадун,igurtzi
1178,schleifen::V,кӏвенкӏв авун,zorroztu
1179,schneiden::V,атӏун,moztu
1180,rütteln::V,къарсурун,astindu
1181,rütteln::V,къарсурун,inarrosi
1182,schütteln::V,къарсурун,astindu
1183,schütteln::V,къарсурун,inarrosi
1184,schwenken::V,элягъун,zabukatu
1185,schwenken::V,галтадун,zabukatu
1186,schütten::V,цун,isuri
1187,füllen::V,ацӏурун,bete
1188,einwickeln::V,кутун,bildu
1189,einwickeln::V,элкъуьрун,bildu
1190,tragen::V,тухун,eroan
1191,tragen::V,тухун,eraman
1192,schleppen::V,галчӏурун,narrastu
1193,schleppen::V,галчӏурун,herrestatu
1194,ziehen::V,ялун,tira egin
1195,ziehen::V,чӏугун,tira egin
1196,aufbewahren::V,хуьн,gorde
1197,werfen::V,гадрун,jaurti
1198,werfen::V,гадрун,aurtiki
1199,fangen::V,кьун,atzeman
1200,packen::V,кьун,heldu
1201,verstecken::V,кӏевун,ostendu
1202,verstecken::V,кӏевун,ezkutatu
1203,teilen::V,паюн,zatitu
1204,schicken::V,ракъурун,bidali
1205,bringen::V,гъун,ekarri
1206,hinzufügen::V,алава авун,eratxiki
1207,hinzufügen::V,алава авун,gaineratu
1208,bekommen::V,къачун,jaso
1209,bekommen::V,жугъурун,jaso
1210,erhalten::V,къачун,jaso
1211,nehmen::V,къачун,hartu
1212,wählen::V,хкягъун,hautatu
1213,wählen::V,хкягъун,aukeratu
1214,auswählen::V,хкягъун,hautatu
1215,auswählen::V,хкягъун,aukeratu
1216,bewahren::V,хуьн,begiratu
1217,behindern::V,манийвал авун,oztopatu
1218,verderben::V,чӏурун,hondatu
1219,beschädigen::V,нукьсанвал гун,akastu
1220,zerbrechen::V,хун,apurtu
1221,zerreißen::V,къазунун,zarratatu
1222,zerstören::V,чӏурун,suntsitu
1223,zerstören::V,барбатӏун,suntsitu
1224,verbrennen::V,ккун,erre
1225,verbrennen::V,ккун,kiskali
1226,geben::V,гун,eman
1227,reichen::V,вугун,luzatu
1228,reichen::V,вугун,helarazi
1229,reichen::V,гун,luzatu
1230,reichen::V,гун,helarazi
1231,schenken::V,пишкеш авун,oparitu
1232,versprechen::V,гаф гун,agindu
1233,wünschen::V,дуьа авун,opatu
1234,wünschen::V,дуьа авун,opetsi
1235,loben::V,тариф авун,laudatu
1236,loben::V,тариф авун,goraipatu
1237,küssen::V,темен гун,musu eman
1238,wiegen::V,эчӏягъун,kulunkatu
1239,zudecken::V,гьалдун,estali
1240,wecken::V,ахварай авудун,esnatu
1241,wecken::V,ахварай авудун,iratzartu
1242,zeigen::V,къалурун,erakutsi
1243,führen::V,тухун,gidatu
1244,lehren::V,кӏелиз тун,irakatsi
1245,unterrichten::V,тарс гун,eskolak eman
1246,aufziehen::V,тербия гун,hazi
1247,aufziehen::V,тербияламишун,hazi
1248,leiten::V,идара авун,arteztu
1249,antreiben::V,тади кутун,bulkatu
1250,einladen::V,теклиф авун,gonbidatu
1251,vereinigen::V,сад авун,batu
1252,vereinigen::V,сад авун,bateratu
1253,besuchen::V,кьилив атун,ikustatu
1254,treffen::V,гьалтун,topatu
1255,sich versammeln::V,алтӏушун,bildu
1256,spielen::V,къугъун,jolastu
1257,singen::V,лугьун,abestu
1258,singen::V,лугьун,kantatu
1259,singen::V,мани лугьун,abestu
1260,singen::V,мани лугьун,kantatu
1261,tanzen::V,кьуьл авун,dantzatu
1262,tanzen::V,кьуьл авун,dantzan egin
1263,sich trennen::V,къакъатун,banandu
1264,verlassen::V,гъил къачун,utzietsi
1265,retten::V,къутармишун,salbatu
1266,retten::V,къутармишун,gaizkatu
1267,bewachen::V,хуьн,jagon
1268,bewachen::V,хуьн,zaindu
1269,schützen::V,хуьн,babestu
1270,schützen::V,хуьн,gerizatu
1271,verteidigen::V,хуьн,aldeztu
1272,sich schlagen::V,кукӏун,elkar jo
1273,sich schlagen::V,кукӏун,elkar borrokatu
1274,schießen::V,акъатун,tiro egin
1275,siegen::V,гъалиб хьун,irabazi
1276,ärgern::V,хъел гъун,ernegatu
1277,ärgern::V,хъел гъун,haserretu
1278,ärgern::V,хъел кутун,ernegatu
1279,ärgern::V,хъел кутун,haserretu
1280,schlagen::V,ягъун,jo
1281,schlagen::V,ягъун,erauntsi
1282,schlagen::V,галукьарун,jo
1283,schlagen::V,галукьарун,erauntsi
1284,treten::V,кьуьл къекъягъун,zapaldu
1285,treten::V,кьуьл къекъягъун,ostiaktu
1286,treten::V,кьуьл эцягъун,zapaldu
1287,treten::V,кьуьл эцягъун,ostiaktu
1288,stechen::V,акьадарун,sastatu
1289,stoßen::V,эцягъун,bultzatu
1290,stehlen::V,чуьнуьхун,ostu
1291,stehlen::V,чуьнуьхун,lapurtu
1292,stören::V,хкуьрун,galarazi
1293,belästigen::V,хкуьрун,gohaindu
1294,belästigen::V,хкуьрун,alamena eman
1295,belästigen::V,азият гун,gohaindu
1296,belästigen::V,азият гун,alamena eman
1297,verbergen::V,далдаламишун,ezkutatu
1298,täuschen::V,алцурарун,tronpatu
1299,täuschen::V,алцурарун,engainatu
1300,täuschen::V,алцуррун,tronpatu
1301,täuschen::V,алцуррун,engainatu
1302,betrügen::V,алцурарун,iruzurtu
1303,betrügen::V,гьарамзадавал авун,iruzurtu
1304,töten::V,яна кьин,hil
1305,töten::V,яна кьин,heriotza eman
1306,wohnen::V,дуланмиш хьун,bizi izan
1307,arbeiten::V,кӏвалахун,lan egin
1308,arbeiten::V,кӏвалахун,behar egin
1309,arbeiten::V,кӏвалах авун,lan egin
1310,arbeiten::V,кӏвалах авун,behar egin
1311,sammeln::V,кӏватӏун,bildu
1312,sammeln::V,кӏватӏун,bildumatu
1313,pflücken::V,атӏун,batu
1314,pflücken::V,атӏун,bildu
1315,jagen::V,гъуьрч авун,ehizatu
1316,fischen::V,гъетер кьун,arrantzatu
1317,fischen::V,гъетер кьун,arrantza egin
1318,fassen::V,кьун,harrapatu
1319,hüten::V,чӏура хуьн,begiratu
1320,treiben::V,гьалун,bultza egin
1321,anbinden::V,акалун,estekatu
1322,füttern::V,ем гун,bazkatu
1323,melken::V,ацун,jetzi
1324,hacken::V,куьткуьнун,xehatu
1325,gießen::V,яд гун,isuri
1326,reifen::V,чурун,heldu
1327,reifen::V,чурун,zoritu
1328,reifen::V,агакьун,heldu
1329,reifen::V,агакьун,zoritu
1330,zubereiten::V,гьазурун,prestatu
1331,kochen::V,ругун,egosi
1332,backen::V,чурун,labean egin
1333,braten::V,чурун,erregosi
1334,umrühren::V,какадарун,eragin
1335,stricken::V,хурун,trikotatu
1336,stricken::V,хурун,puntu egin
1337,nähen::V,цун,josi
1338,färben::V,шир ягъун,tindatu
1339,reinigen::V,михьун,ikuzi
1340,reinigen::V,михьун,garbitu
1341,waschen::V,чуьхуьн,xahutu
1342,waschen::V,чуьхуьн,garbitu
1343,abwischen::V,гуьцӏун,xukatu
1344,spülen::V,экъуьрун,irakutzi
1345,fegen::V,шуткун,erraztatu
1346,kehren::V,кул алтадун,isastu
1347,baden::V,эхъуьн,bainatu
1348,baden::V,эхъуьн,bainua hartu
1349,sich waschen::V,жендек чуьхуьн,burua garbitu
1350,ausziehen::V,хутӏунун,erantzi
1351,ausziehen::V,галудун,erantzi
1352,anziehen::V,алукӏун,jantzi
1353,sich anziehen::V,алукӏун,jantzi
1354,sich anziehen::V,парталар алукӏун,jantzi
1355,kämmen::V,эвягъун,orraztu
1356,schmücken::V,безетмишун,apaindu
1357,schmücken::V,гуьрчегарун,apaindu
1358,sagen::V,лугьун,esan
1359,sprechen::V,рахун,mintzatu
1360,sprechen::V,рахун,hitz egin
1361,reden::V,рахун,hitz egin
1362,sich unterhalten::V,ихтилат авун,solastu
1363,sich unterhalten::V,ихтилат авун,solas egin
1364,fragen::V,жузун,galdetu
1365,bitten::V,тӏалабун,eskatu
1366,bitten::V,тӏалабун,galdegin
1367,erzählen::V,ахъаюн,edestu
1368,erzählen::V,ахъаюн,kontatu
1369,mitteilen::V,хабар гун,jakinarazi
1370,nennen::V,тӏвар гун,izena eman
1371,rufen::V,эверун,dei egin
1372,prahlen::V,яцӏу гафар авун,harrokerian ibili
1373,prahlen::V,яцӏу гафар авун,ahoberokeriak esan
1374,übersetzen::V,таржума авун,itzuli
1375,übersetzen::V,гафладун,itzuli
1376,denken::V,фикир авун,pentsatu
1377,denken::V,фикир авун,gogoeta egin
1378,glauben::V,агъун,sinetsi
1379,bemerken::V,фикир гун,ohartu
1380,bemerken::V,фикир гун,konturatu
1381,begreifen::V,гъавурда акьун,ulertu
1382,lernen::V,кӏелун,ikasi
1383,wissen::V,чир хьун,jakin
1384,wissen::V,чирхьун,jakin
1385,sich erinnern an::V,рикӏел хуьн,gogoratu
1386,sich erinnern an::V,рикӏел хуьн,gogoan izan
1387,vergessen::V,рикӏелай фин,ahaztu
1388,vergessen::V,рикӏелай фин,ahantzi
1389,vergessen::V,рикӏелай алатун,ahaztu
1390,vergessen::V,рикӏелай алатун,ahantzi
1391,messen::V,алцумун,neurtu
1392,zählen::V,гьисабун,zenbatu
1393,zählen::V,гьисабун,kopuratu
1394,rechnen::V,гьисабун,kalkulatu
1395,lesen::V,кӏелун,irakurri
1396,malen::V,кхьин,margotu
1397,malen::V,шикилар чӏугун,margotu
1398,zeichnen::V,чӏугун,marraztu
1399,schreiben::V,кхьин,idatzi
1400,besitzen::V,иеси хьун,ukan
1401,besitzen::V,иеси хьун,eduki
1402,kaufen::V,къачун,erosi
1403,kaufen::V,маса къачун,erosi
1404,verkaufen::V,гун,saldu
1405,verkaufen::V,маса гун,saldu
1406,bezahlen::V,къимет гун,ordaindu
1407,bezahlen::V,эвезда авун,ordaindu
1408,bezahlen::V,гьакъи агакьрун,ordaindu
1409,zahlen::V,къимет гун,ordaindu
1410,zahlen::V,эвезда авун,ordaindu
1411,zahlen::V,гьакъи агакьрун,ordaindu
1412,beherrschen::V,иеси хьун,menpean izan
1413,ertragen::V,таб гун,jasan
1414,ertragen::V,таб гун,pairatu
1415,Oberschenkel::N,,izter
1416,Strömung::N,,laster
1417,Moor::N,,zohikaztegi
1418,Gedächtnis::N,,oroimen
1419,Gedächtnis::N,,gogoramen
1420,Ski::N,,eski
1421,Platte::N,,lauza
1422,Leine::N,,lotura
1423,Geschäft::N,,negozio
1424,dick[Gegenstand]::A,,lodi
1425,auf einmal::ADV,,batera
1426,zurück::ADV,,atzera
1427,wieder::ADV,,berriro
1428,wehen::V,,haizea ibili
1429,rauchen::V,,kea bota
1430,schaukeln::V,,zabu egin
1431,schaukeln::V,,zanbulu egin
1432,rühren::V,,hunkitu
1433,scheinen::V,,iruditu
1434,scheinen::V,,begitandu
1435,zu sehen sein::V,,azaldu
1436,vernehmen::V,,aditu
1437,wenden::V,,bihurtu
1438,binden::V,,lotu
1439,binden::V,,estekatu
1440,lassen::V,,-arazi
1441,erkennen::V,,ezagutu
1442,erkennen::V,,antzeman
1443,verstehen::V,,aditu
