,Concept_ID,ce,es
802,liegen::V,ӏилла,yacer
803,liegen::V,ӏилла,estar acostado
804,hängen::V,кхаза,pender
805,werden::V,хила,hacerse
806,passieren::V,хила,suceder
807,beginnen::V,доло,iniciarse
808,beginnen::V,доло,principiar
809,enden::V,дӏадерза,acabar
810,enden::V,дӏадерза,terminar
811,wechseln::V,хийца,variar
812,wechseln::V,хийца,alternar
813,aufgehen[Sonne]::V,кхета,salir
814,untergehen[Sonne]::V,чубуза,ponerse
815,untergehen[Sonne]::V,чубуза,descender
816,scheinen[Sonne]::V,серло яла,brillar
817,donnern::V,къекъа,tronar
818,wehen::V,хьекха,soplar
819,strömen::V,эха,afluir
820,fließen::V,охьаэха,fluir
821,fließen::V,охьаэха,correr
822,sich drehen::V,хьийза,girar
823,schwanken::V,леста,vacilar
824,schwingen::V,лесто,oscilar
825,fallen::V,охьакхета,caer
826,brennen::V,дага,arder
827,brennen::V,дага,quemar
828,rauchen::V,оза,humear
829,rauchen::V,оза,echar humo
830,regnen::V,догlа догlу,llover
831,gefrieren::V,гӏоро,helarse
832,tauen::V,даша,deshelarse
833,schmelzen::V,лала,fundirse
834,schmelzen::V,лала,derretirse
835,trocknen::V,дакъо,secarse
836,sieden::V,кхехка,hervir
837,faulen::V,дахкадала,pudrirse
838,verfaulen::V,дахкадала,pudrirse
839,reißen::V,хеда,romperse
840,versinken::V,хичудаха,hundirse
841,vergehen::V,дlаэха,pasar
842,erscheinen::V,схьадала,aparecer
843,erscheinen::V,ӏоттадала,aparecer
844,verschwinden::V,къайладала,desaparecer
845,sinken::V,лахдала,bajar
846,zunehmen::V,лакхадала,crecer
847,zunehmen::V,лакхадала,aumentar
848,steigen::V,хьаладала,subir
849,steigen::V,хьаладала,ascender
850,wachsen::V,кхиа,crecer
851,glänzen::V,лепа,brillar
852,glänzen::V,лепа,resplandecer
853,funkeln::V,къега,chispear
854,lärmen::V,гӏовгӏаян,hacer ruido
855,läuten::V,детта,sonar
856,läuten::V,детта,repicar
857,klingeln::V,дека,tocar el timbre
858,klirren::V,дека,tintinear
859,brausen::V,хьаьдда даха,zumbar
860,rauschen::V,леста,murmurar
861,klingen::V,дека,sonar
862,bellen::V,лета,ladrar
863,heulen::V,угӏа,ulular
864,blasen::V,хӏуп баха,soplar
865,pfeifen::V,шок етта,silbar
866,schreien::V,мохь бетта,gritar
867,stöhnen::V,узарш дан,gemir
868,zittern::V,дега,temblar
869,leben::V,даха,vivir
870,geboren werden::V,хила,nacer
871,atmen::V,садеӏа,respirar
872,trinken::V,мала,beber
873,essen::V,кхалла,comer
874,schlucken::V,къурдбан,tragar
875,müde werden::V,кӏаддала,cansarse
876,müde werden::V,кӏаддала,fatigarse
877,einschlafen::V,наб кхета,dormirse
878,schlafen::V,вижа,dormir
879,schlafen::V,наб ян,dormir
880,schlafen::V,дижина хила,dormir
881,aufwachen::V,самадала,despertarse
882,aufstehen::V,гӏатта,levantarse
883,sich erholen::V,садаӏа,reposar
884,sich erholen::V,садаӏа,descansar
885,krank werden::V,цомгуш хила,caer enfermo
886,krank sein::V,цомгуш хила,estar enfermo
887,schmerzen::V,лаза,doler
888,schmerzen::V,ӏийжа,doler
889,husten::V,йовхарш етта,toser
890,genesen::V,тадала,convalecer
891,genesen::V,тадала,restablecerse
892,sterben::V,дала,morir
893,umkommen::V,хӏаллакхила,perecer
894,sich bewegen::V,лела,moverse
895,sich rühren::V,меттахъхьен,rebullir
896,sich erheben::V,хьалагlатта,levantarse
897,sich setzen::V,хаа,sentarse
898,hinfallen::V,дожа,caerse
899,hinfallen::V,охьакхета,caerse
900,laufen::V,вада,andar
901,laufen::V,хьада,andar
902,schreiten::V,болар дан,proceder
903,schreiten::V,ког баккха,proceder
904,spazierengehen::V,доладала,pasear
905,spazierengehen::V,доладала,pasearse
906,eilen::V,сихдала,correr prisa
907,sich beeilen::V,сихдала,darse prisa
908,rennen::V,дада,correr
909,springen::V,ирхкхийсадала,saltar
910,klettern::V,тӏедийла,trepar
911,klettern::V,тӏедийла,escalar
912,schaukeln::V,техко,bambolearse
913,kriechen::V,такха,reptar
914,kriechen::V,такха,arrastrarse
915,schwimmen::V,некадан,nadar
916,tauchen::V,чулелха,bucear
917,tauchen::V,чулелха,sumergirse
918,rudern::V,дига лело,remar
919,rudern::V,кема лело,remar
920,fahren::V,хахка,ir
921,fliegen::V,тӏемадала,volar
922,gehen::V,лeла,ir
923,gehen::V,лeла,andar
924,weggehen::V,дӏадаха,irse
925,weggehen::V,дӏадаха,marcharse
926,abfahren::V,дӏадаха,salir
927,abfahren::V,дӏадаха,partir
928,anhalten::V,саца,parar
929,anhalten::V,саца,pararse
930,hineingehen::V,чудала,entrar
931,eintreten::V,чудала,entrar
932,kommen::V,кхача,venir
933,kommen::V,дӏакхача,venir
934,kommen::V,схьакхача,venir
935,ankommen::V,кхача,llegar
936,ankommen::V,схьакхача,llegar
937,zurückkommen::V,юхада,volver
938,zurückkommen::V,юхада,regresar
939,bleiben::V,диса,quedarse
940,warten::V,хьежа,esperar
941,warten::V,cобар дан,esperar
942,erwarten::V,хьоьжуш ӏан,esperar
943,suchen::V,леха,buscar
944,finden::V,каро,hallar
945,finden::V,каро,encontrar
946,versuchen::V,дан хьажа,intentar
947,vorbereiten::V,кечъян,preparar
948,lieben::V,деза,amar
949,lieben::V,деза,querer
950,mögen::V,безамхила,querer
951,lachen::V,дела,reír
952,rühren::V,хьедан,conmover
953,weinen::V,делха,llorar
954,schimpfen::V,чехо,regañar
955,sich ärgern::V,оьгӏазъэха,enfadarse
956,sich fürchten::V,кхера,tener miedo
957,fürchten::V,кхера,temer
958,fürchten::V,кхера,tener miedo a
959,fliehen::V,дӏадада,huir
960,flüchten::V,дӏадада,escaparse
961,sehen::V,ган,ver
962,anschauen::V,хьажа,mirar
963,anschauen::V,хьежа,mirar
964,ansehen::V,хьовса,mirar
965,hören::V,хаза,oír
966,zuhören::V,ладогӏа,escuchar
967,probieren::V,хьажа,probar
968,probieren::V,хьажа,degustar
969,riechen::V,хьожа яха,oler
970,fühlen::V,хаадала,sentir
971,scheinen::V,мотта,parecer
972,zu sehen sein::V,гуш хила,poder verse
973,vernehmen::V,бартхатта,oír
974,vernehmen::V,бартхатта,percibir
975,frieren::V,гӏоро,tener frío
976,tun::V,дан,hacer
977,können::V,дадала,poder
978,wollen::V,тӏергӏа,querer
979,anfangen::V,доло,iniciar
980,beenden::V,довла,acabar
981,beenden::V,довла,terminar
982,aufhören::V,саца,cesar
983,gelingen::V,кадала,salir bien
984,geraten::V,хила,salir
985,geraten::V,хила,dar resultado
986,öffnen::V,дӏаделла,abrir
987,öffnen::V,схьаделла,abrir
988,schließen::V,къовла,cerrar
989,schließen::V,дӏачӏагӏа,cerrar
990,stellen::V,хlотто,poner
991,stellen::V,хlотто,colocar
992,setzen::V,дийгӏа,poner
993,setzen::V,дийгӏа,colocar
994,legen::V,охьадилла,poner
995,berühren::V,хьедан,tocar
996,verbinden::V,вовшахтаса,unir
997,verbinden::V,вовшахтаса,juntar
998,bedecken::V,тилла,tapar
999,bedecken::V,тилла,cubrir
1000,bedecken::V,тӏетаса,tapar
1001,bedecken::V,тӏетаса,cubrir
1002,aufhängen::V,хьалаолла,colgar
1003,anzünden::V,лато,encender
1004,aufheben::V,айа,recoger
1005,zurücklassen::V,дита,dejar
1006,verlieren::V,дайа,perder
1007,fallen lassen::V,охьадожо,dejar caer
1008,machen::V,дан,hacer
1009,herstellen::V,дан,fabricar
1010,bauen::V,гӏишлоян,construir
1011,reparieren::V,тадан,reparar
1012,verbessern::V,нисдан,mejorar
1013,ändern::V,хийца,mudar
1014,ändern::V,хийца,modificar
1015,graben::V,ахка,cavar
1016,beugen::V,сатто,doblar
1017,beugen::V,сатто,inclinar
1018,biegen::V,сатто,doblar
1019,drehen::V,хьовзо,volver
1020,drehen::V,хьовзо,hacer girar
1021,umdrehen::V,хьовзo,revolver
1022,heben::V,айа,levantar
1023,heben::V,хьалаайа,levantar
1024,hochheben::V,хьалаайа,alzar
1025,ergreifen::V,дӏалаца,coger
1026,halten::V,латто,tener
1027,drücken::V,тӏетаӏо,apretar
1028,schieben::V,татта,empujar
1029,kratzen::V,мӏараш тийса,rascar
1030,lecken::V,мотт хьекха,lamer
1031,beißen::V,катoха,morder
1032,abreißen::V,схьадаккха,arrancar
1033,abschneiden::V,кхада,cortar
1034,binden::V,дӏадехка,atar
1035,binden::V,вовшахтаса,atar
1036,stecken::V,чудахийта,meter
1037,brechen::V,кагдан,romper
1038,brechen::V,кагдан,quebrar
1039,klopfen::V,детта,golpear
1040,hauen::V,етта,pegar
1041,kleben::V,тӏелато,pegar
1042,kleben::V,тӏелато,encolar
1043,reiben::V,хьекхо,frotar
1044,streichen::V,тlехьакха,untar
1045,streichen::V,тlехьакха,recubrir
1046,schleifen::V,ирдан,afilar
1047,schneiden::V,ларга,cortar
1048,rütteln::V,лесто,agitar
1049,schütteln::V,лесто,agitar
1050,schütteln::V,лесто,sacudir
1051,schwenken::V,лесто,menear
1052,schütten::V,дотта,verter
1053,füllen::V,дуза,llenar
1054,einwickeln::V,хьарчо,envolver
1055,tragen::V,дахьа,llevar
1056,schleppen::V,ийзо,arrastrar
1057,ziehen::V,озо,tirar
1058,aufbewahren::V,ӏалашдан,conservar
1059,werfen::V,кхосса,echar
1060,werfen::V,кхосса,lanzar
1061,fangen::V,леца,coger
1062,packen::V,леца,agarrar
1063,verstecken::V,къайладаккха,esconder
1064,teilen::V,декъа,partir
1065,teilen::V,декъа,dividir
1066,schicken::V,дӏадахьийта,enviar
1067,bringen::V,дан,traer
1068,hinzufügen::V,тӏетоха,añadir
1069,bekommen::V,даккха,obtener
1070,bekommen::V,даккха,conseguir
1071,erhalten::V,даккха,recibir
1072,nehmen::V,схьаэца,tomar
1073,wählen::V,харжа,elegir
1074,auswählen::V,харжа,escoger
1075,auswählen::V,харжа,seleccionar
1076,bewahren::V,lалашдан,guardar
1077,bewahren::V,lалашдан,preservar
1078,behindern::V,новкъарло ян,estorbar
1079,behindern::V,новкъарло ян,obstaculizar
1080,verderben::V,талхо,estropear
1081,beschädigen::V,дохо,deteriorar
1082,zerbrechen::V,дохо,romper
1083,zerbrechen::V,дохо,quebrar
1084,zerbrechen::V,кагдан,romper
1085,zerbrechen::V,кагдан,quebrar
1086,zerreißen::V,хадо,desgarrar
1087,zerreißen::V,хадо,despedazar
1088,zerstören::V,дохо,destruir
1089,zerstören::V,дохо,destrozar
1090,zerstören::V,кагдан,destruir
1091,zerstören::V,кагдан,destrozar
1092,verbrennen::V,даго,quemar
1093,geben::V,яла,dar
1094,reichen::V,дӏадала,pasar
1095,reichen::V,дӏакховдо,pasar
1096,schenken::V,совгӏат дан,regalar
1097,versprechen::V,ваӏда дан,prometer
1098,wünschen::V,лаа,desear
1099,loben::V,хасто,alabar
1100,küssen::V,оба яккха,besar
1101,wiegen::V,тахка,mecer
1102,zudecken::V,тӏетаса,tapar
1103,zudecken::V,тӏетаса,cubrir
1104,wecken::V,самадаккха,despertar
1105,zeigen::V,гайта,mostrar
1106,führen::V,дига,guiar
1107,führen::V,дига,conducir
1108,lehren::V,ӏамо,enseñar
1109,lehren::V,ӏамо,instruir
1110,unterrichten::V,хьеха,enseñar
1111,aufziehen::V,кхио,criar
1112,leiten::V,урхалла дан,guiar
1113,leiten::V,урхалла дан,dirigir
1114,antreiben::V,сихдан,impeler
1115,antreiben::V,сихдан,impulsar
1116,lassen::V,-йта,hacer
1117,einladen::V,кхайкха,invitar
1118,vereinigen::V,цхьаьнатоха,unir
1119,besuchen::V,хьажахIотта,visitar
1120,besuchen::V,хьажахIотта,ir a ver
1121,treffen::V,дуьхьалкхета,encontrar
1122,sich versammeln::V,гулдан,reunirse
1123,sich versammeln::V,гулдан,congregarse
1124,spielen::V,ловза,jugar
1125,singen::V,лакха,cantar
1126,tanzen::V,хелхадала,bailar
1127,sich trennen::V,къаста,separarse
1128,verlassen::V,дита,dejar
1129,verlassen::V,дита,abandonar
1130,retten::V,кӏелхьардаккха,salvar
1131,bewachen::V,ха дан,vigilar
1132,schützen::V,лардан,proteger
1133,verteidigen::V,лардан,defender
1134,sich schlagen::V,етта,batirse
1135,schießen::V,детта,tirar
1136,schießen::V,детта,disparar
1137,siegen::V,тола,vencer
1138,ärgern::V,оьгӏаздахийта,enojar
1139,ärgern::V,оьгӏаздахийта,enfadar
1140,schlagen::V,тоха,pegar
1141,schlagen::V,тоха,golpear
1142,treten::V,мийра тоха,dar una patada a
1143,stechen::V,ӏотта,pinchar
1144,stechen::V,къовзо,pinchar
1145,stoßen::V,татта,empujar
1146,stehlen::V,лачкъо,robar
1147,stehlen::V,лачкъо,hurtar
1148,stören::V,новкъарло ян,molestar
1149,belästigen::V,сагатдан,molestar
1150,belästigen::V,сагатдан,importunar
1151,verbergen::V,къайладаккха,ocultar
1152,verbergen::V,къайладаккха,esconder
1153,täuschen::V,ӏexo,engañar
1154,betrügen::V,ледан,engañar
1155,töten::V,ден,matar
1156,wohnen::V,даха,vivir
1157,wohnen::V,даха,habitar
1158,arbeiten::V,къахьега,trabajar
1159,sammeln::V,гулдан,recoger
1160,sammeln::V,гулдан,coleccionar
1161,pflücken::V,даха,coger
1162,jagen::V,талла,cazar
1163,fischen::V,чӏерий леца,pescar
1164,fassen::V,лаца,atrapar
1165,fassen::V,лаца,capturar
1166,fassen::V,схьалаца,atrapar
1167,fassen::V,схьалаца,capturar
1168,hüten::V,лардан,guardar
1169,treiben::V,лахка,aballar
1170,anbinden::V,дӏадехка,atar
1171,füttern::V,хӏума яла,echar de comer
1172,melken::V,оза,ordeñar
1173,gießen::V,хи тоха,regar
1174,reifen::V,хьекъа,madurar
1175,zubereiten::V,кечъян,preparar
1176,zubereiten::V,кхача бан,preparar
1177,kochen::V,кхача бан,cocer
1178,kochen::V,кхача бан,guisar
1179,backen::V,датта,hornear
1180,backen::V,датта,cocer al horno
1181,braten::V,кхарза,asar
1182,braten::V,кхарза,freír
1183,umrühren::V,кего,remover
1184,nähen::V,тега,coser
1185,färben::V,басардан,teñir
1186,färben::V,басардан,colorear
1187,reinigen::V,цӏандан,limpiar
1188,waschen::V,йила,lavar
1189,waschen::V,йитта,lavar
1190,waschen::V,дӏадайа,lavar
1191,abwischen::V,дӏадайа,fregar
1192,abwischen::V,дӏадайа,limpiar
1193,spülen::V,хи кхарза,aclarar
1194,spülen::V,хи кхарза,enjuagar
1195,fegen::V,нуй хьакха,barrer
1196,fegen::V,нуй хьакха,pasar la escoba
1197,kehren::V,нуй хьакха,barrer
1198,baden::V,лийча,bañarse
1199,sich waschen::V,юьхь йила,lavarse
1200,ausziehen::V,духар дӏадаккха,quitar
1201,ausziehen::V,духар дӏадаккха,quitarse
1202,sich anziehen::V,духа,vestirse
1203,kämmen::V,ехк хьакха,peinar
1204,schmücken::V,хаздан,adornar
1205,sagen::V,ала,decir
1206,sprechen::V,баха,hablar
1207,sprechen::V,мотт бийца,hablar
1208,reden::V,къамел дан,hablar
1209,reden::V,къамел дан,conversar
1210,sich unterhalten::V,къамел дан,charlar
1211,sich unterhalten::V,къамел дан,conversar
1212,fragen::V,хатта,preguntar
1213,bitten::V,деха,rogar
1214,erzählen::V,дийца,contar
1215,mitteilen::V,хаам бан,comunicar
1216,mitteilen::V,хаам бан,participar
1217,nennen::V,цӏе яккха,llamar
1218,nennen::V,цӏе яккха,nombrar
1219,rufen::V,кхайкха,llamar
1220,prahlen::V,куралла ян,jactarse
1221,prahlen::V,дозалла дан,jactarse
1222,übersetzen::V,гоч дан,traducir
1223,denken::V,ойла ян,pensar
1224,glauben::V,теша,creer
1225,bemerken::V,ган,notar
1226,erkennen::V,довза,reconocer
1227,begreifen::V,кхета,concebir
1228,verstehen::V,кхета,entender
1229,verstehen::V,кхета,comprender
1230,lernen::V,деша,aprender
1231,wissen::V,хаа,saber
1232,sich erinnern an::V,дагадан,recordar
1233,sich erinnern an::V,дагадан,acordarse de
1234,vergessen::V,дицдала,olvidar
1235,messen::V,дуста,medir
1236,zählen::V,дагардан,contar
1237,rechnen::V,лара,contar
1238,rechnen::V,лара,calcular
1239,lesen::V,еша,leer
1240,malen::V,сурт дилла,pintar
1241,zeichnen::V,сурт дилла,dibujar
1242,schreiben::V,яздан,escribir
1243,besitzen::V,доладан,poseer
1244,kaufen::V,эца,comprar
1245,verkaufen::V,дохка,vender
1246,bezahlen::V,мах бала,pagar
1247,zahlen::V,мах бала,pagar
1248,beherrschen::V,собаре хила,dominar
1249,ertragen::V,лан,soportar
1250,ertragen::V,сатоха,soportar
1251,ertragen::V,садетта,soportar
1252,Schwarm::N,,bandada
1253,Schlinge::N,,lazo
1254,Art::N,,tipo
1255,Art::N,,clase
1256,Entfernung::N,,distancia
1257,Griff::N,,asa
1258,Griff::N,,mango
1259,Figur::N,,figura
1260,Bogen[Waffe]::N,,arco
1261,so::ADV,,tan
1262,abnehmen::V,,decrecer
1263,abnehmen::V,,disminuir
1264,sausen::V,,correr
1265,wenden::V,,volver
1266,hacken::V,,picar
1267,hacken::V,,cortar
1268,stricken::V,,hacer punto
1269,stricken::V,,hacer calceta
1270,anziehen::V,,ponerse
