,Concept_ID,no,udm
827,neun::NUM,ni,укмыс
828,zehn::NUM,ti,дас
829,elf::NUM,elleve,дас одӥг
830,zwölf::NUM,tolv,дас кык
831,zwanzig::NUM,tjue,кызь
832,dreißig::NUM,tretti,куамын
833,vierzig::NUM,førti,ньыльдон
834,fünfzig::NUM,femti,витьтон
835,sechzig::NUM,seksti,куатьтон
836,siebzig::NUM,sytti,сизьымдон
837,achtzig::NUM,åtti,тямыстон
838,neunzig::NUM,nitti,укмыстон
839,hundert::NUM,hundre,сю
840,tausend::NUM,tusen,сюрс
841,und::CNJ,og,и
842,und::CNJ,og,но
843,oder::CNJ,eller,яке
844,stehen::V,stå,сылыны
845,sitzen::V,sitte,пукыны
846,liegen::V,ligge,кылльыны
847,hängen::V,henge,ошкыса улыны
848,werden::V,bli,луыны
849,passieren::V,skje,луыны
850,passieren::V,hende,луыны
851,beginnen::V,begynne,кутскыны
852,enden::V,ende,бырыны
853,enden::V,slutte,бырыны
854,wechseln::V,veksle,воштӥськыны
855,aufgehen[Sonne]::V,stå opp,ӝужаны
856,untergehen[Sonne]::V,gå ned,пуксьыны
857,scheinen[Sonne]::V,skinne,пиштыны
858,scheinen[Sonne]::V,skinne,чиляны
859,donnern::V,tordne,гудыръяны
860,wehen::V,blåse,пелляськыны
861,strömen::V,strømme,киськыны
862,strömen::V,strømme,исьтӥськыны
863,fließen::V,flyte,бызьыны
864,sich drehen::V,dreie seg,берганы
865,schwanken::V,svaie,вошъяськыны
866,schwingen::V,svinge,шонаськыны
867,fallen::V,falle,усьыны
868,brennen::V,brenne,ӝуаны
869,rauchen::V,ryke,ӵындыны
870,regnen::V,regne,зорыны
871,gefrieren::V,fryse,кынмыны
872,tauen::V,tine,шунаны
873,schmelzen::V,smelte,шунаны
874,trocknen::V,tørre,куасьмыны
875,sieden::V,koke,пӧзьыны
876,faulen::V,råtne,сисьмыны
877,verfaulen::V,råtne,сисьмыны
878,reißen::V,briste,кеськыны
879,versinken::V,synke,выйыны
880,versinken::V,synke ned,выйыны
881,vergehen::V,forløpe,ортчыны
882,erscheinen::V,synes,адскыны
883,verschwinden::V,forsvinne,бырыны
884,sinken::V,synke,усьыны
885,abnehmen::V,avta,синыны
886,abnehmen::V,minske,синыны
887,zunehmen::V,tilta,йылыны
888,steigen::V,stige,лӧпкыны
889,wachsen::V,gro,будыны
890,wachsen::V,vokse,будыны
891,glänzen::V,skinne,чиляны
892,glänzen::V,skinne,пиштыны
893,funkeln::V,tindre,чилекъяны
894,lärmen::V,bråke,уретыны
895,lärmen::V,bråke,ӵашетыны
896,läuten::V,ringe,жингыртыны
897,klingeln::V,ringe,жингыртыны
898,klirren::V,klirre,жильккетыны
899,brausen::V,bruse,лекъяськыны
900,rauschen::V,suse,ӵашетыны
901,klingen::V,lyde,кылӥськыны
902,klingen::V,klinge,кылӥськыны
903,bellen::V,gjø,утыны
904,bellen::V,bjeffe,утыны
905,heulen::V,ule,вузыны
906,blasen::V,blåse,пельтыны
907,pfeifen::V,plystre,шуланы
908,schreien::V,skrike,черекъяны
909,schreien::V,skrike,кесяськыны
910,stöhnen::V,stønne,ӝуштыны
911,zittern::V,dirre,дырекъяны
912,zittern::V,dirre,куалекъяны
913,zittern::V,skjelve,дырекъяны
914,zittern::V,skjelve,куалекъяны
915,leben::V,leve,улыны
916,geboren werden::V,fødes,вордӥськыны
917,atmen::V,ånde,шоканы
918,atmen::V,puste,шоканы
919,trinken::V,drikke,юыны
920,essen::V,spise,сиыны
921,schlucken::V,svelge,ньылыны
922,müde werden::V,bli trett,жадьыны
923,einschlafen::V,sovne,умме усьыны
924,schlafen::V,sove,кӧлыны
925,aufwachen::V,våkne,сайканы
926,aufstehen::V,stå opp,султыны
927,sich erholen::V,bli bra,шутэтскыны
928,sich erholen::V,komme seg,шутэтскыны
929,krank werden::V,bli syk,висьыны
930,krank sein::V,være syk,висьыны
931,schmerzen::V,gjøre vondt,висьыны
932,husten::V,hoste,кызыны
933,genesen::V,komme seg,юнматскыны
934,genesen::V,komme seg,бурмытскылыны
935,sterben::V,dø,кулыны
936,umkommen::V,omkomme,бырыны
937,sich bewegen::V,bevege seg,вырыны
938,sich rühren::V,røre på seg,вырӟыны
939,sich rühren::V,røre på seg,вырӟылыны
940,sich erheben::V,reise seg,султыны
941,sich setzen::V,sette sig,пуксьыны
942,hinfallen::V,falle over ende,усьыны
943,laufen::V,løpe,мыныны
944,schreiten::V,skride,вамышъяны
945,spazierengehen::V,spasere,мыныны
946,spazierengehen::V,spasere,ветлыны
947,spazierengehen::V,gå en tur,мыныны
948,spazierengehen::V,gå en tur,ветлыны
949,eilen::V,ile,дыртыны
950,sich beeilen::V,skynde seg,дыртыны
951,sausen::V,suse,туж ӝог мыныны
952,rennen::V,løpe,бызьылыны
953,springen::V,hoppe,тэтчаны
954,springen::V,springe,тэтчаны
955,klettern::V,klatre,тубаны
956,schaukeln::V,huske,лэйканы
957,schaukeln::V,huske,шонаськыны
958,kriechen::V,krype,нюж ветлыны
959,schwimmen::V,svømme,уяны
960,tauchen::V,dykke,зумылыны
961,rudern::V,ro,полсаны
962,fahren::V,kjøre,ветлыны
963,fliegen::V,fly,лобаны
964,gehen::V,gå,мыныны
965,weggehen::V,gå bort,кошкыны
966,abfahren::V,reise,кошкыны
967,anhalten::V,stanse,дугдыны
968,hineingehen::V,gå inn,пырыны
969,eintreten::V,tre inn,пырыны
970,kommen::V,komme,вуыны
971,kommen::V,komme,лыктыны
972,ankommen::V,ankomme,вуыны
973,ankommen::V,komme til,вуыны
974,zurückkommen::V,komme tilbake,берытскыны
975,bleiben::V,bli,кыльыны
976,bleiben::V,forbli,кыльыны
977,warten::V,vente,витьыны
978,erwarten::V,vente,витьыны
979,erwarten::V,vente,возьманы
980,suchen::V,søke,утчаны
981,finden::V,finne,шедьтыны
982,versuchen::V,prøve,турттыны
983,versuchen::V,forsøke,турттыны
984,vorbereiten::V,forberede,дасяны
985,lieben::V,elske,гажаны
986,mögen::V,like,яратыны
987,lachen::V,le,серекъяны
988,rühren::V,røre,сюлме йӧтыны
989,weinen::V,gråte,бӧрдыны
990,schimpfen::V,skjelle,даллашыны
991,sich ärgern::V,ergre seg,лекъяськыны
992,sich fürchten::V,være redd,кышканы
993,sich fürchten::V,være redd,курданы
994,fürchten::V,være redd for,курданы
995,fürchten::V,være redd for,кышканы
996,fliehen::V,rømme,пегӟыны
997,fliehen::V,flykte,пегӟыны
998,flüchten::V,flykte,пегӟыны
999,sehen::V,se,адӟыны
1000,anschauen::V,se på,учкыны
1001,anschauen::V,betrakte,учкыны
1002,ansehen::V,anse,учкыны
1003,hören::V,høre,кылыны
1004,zuhören::V,tilhøre,кылзыны
1005,probieren::V,smake,веръяны
1006,probieren::V,smake på,веръяны
1007,riechen::V,lukte,зынъяны
1008,fühlen::V,føle,шӧдыны
1009,scheinen::V,se ut,адскыны
1010,zu sehen sein::V,synes,адӟиськыны
1011,vernehmen::V,få vite,кылыны
1012,frieren::V,fryse,кынмыны
1013,tun::V,gjøre,карыны
1014,können::V,kunne,быгатыны
1015,wollen::V,ville,потыны
1016,anfangen::V,begynne,кутскыны
1017,beenden::V,avslutte,быдтыны
1018,beenden::V,avslutte,быдэстыны
1019,aufhören::V,slutte,дугдыны
1020,aufhören::V,holde opp,дугдыны
1021,gelingen::V,lykkes,быгатыны
1022,gelingen::V,lykkes,луыны
1023,geraten::V,bli,лэсяны
1024,öffnen::V,åpne,усьтыны
1025,schließen::V,lukke,пытсаны
1026,schließen::V,stenge,пытсаны
1027,stellen::V,stille,пуктыны
1028,setzen::V,sette,пуктыны
1029,legen::V,legge,поныны
1030,berühren::V,berøre,исаны
1031,verbinden::V,forbinde,герӟаны
1032,bedecken::V,dekke,пытсаны
1033,aufhängen::V,henge,ошыны
1034,aufhängen::V,henge opp,ошыны
1035,anzünden::V,tenne,ӝуатыны
1036,anzünden::V,antenne,ӝуатыны
1037,anzünden::V,tenne på,ӝуатыны
1038,aufheben::V,løfte,ӝутыны
1039,aufheben::V,ta opp,ӝутыны
1040,zurücklassen::V,slippe tilbake,кельтыны
1041,verlieren::V,miste,ыштыны
1042,fallen lassen::V,droppe,уськытыны
1043,fallen lassen::V,la falle,уськытыны
1044,machen::V,lage,лэсьтыны
1045,machen::V,gjøre,лэсьтыны
1046,herstellen::V,fremstille,лэсьтыны
1047,bauen::V,bygge,пуктыны
1048,reparieren::V,reparere,тупатыны
1049,verbessern::V,rette,умоятыны
1050,verbessern::V,forbedre,умоятыны
1051,ändern::V,forandre,воштыны
1052,graben::V,grave,копаны
1053,beugen::V,bøye,губыртыны
1054,biegen::V,bøye,куасаны
1055,drehen::V,dreie,бергатыны
1056,wenden::V,vende,берыктыны
1057,umdrehen::V,snu,берыктыны
1058,heben::V,heve,ӝутыны
1059,hochheben::V,løfte,ӝутъяны
1060,ergreifen::V,gripe,кутыны
1061,ergreifen::V,gripe,кырмыны
1062,ergreifen::V,få tak i,кутыны
1063,ergreifen::V,få tak i,кырмыны
1064,halten::V,holde,возьыны
1065,drücken::V,trykke,зӥбыны
1066,drücken::V,trykke,пачкатыны
1067,schieben::V,skyve,донганы
1068,kratzen::V,klø,вуштыны
1069,kratzen::V,klore,вуштыны
1070,lecken::V,slikke,нюлыны
1071,beißen::V,bite,куртчыны
1072,abreißen::V,rive av,ишкалтыны
1073,abschneiden::V,skjære av,шорыны
1074,abschneiden::V,skjære av,вандыны
1075,binden::V,binde,керттыны
1076,stecken::V,stikke,мертчытыны
1077,brechen::V,bryte,тӥяны
1078,brechen::V,briste,тӥяны
1079,klopfen::V,banke,йыганы
1080,klopfen::V,banke,шарккетыны
1081,hauen::V,hogge,жугыны
1082,hauen::V,hogge,тышканы
1083,kleben::V,klistre,лякыны
1084,reiben::V,gni,зыраны
1085,reiben::V,gni,вуштыны
1086,streichen::V,stryke,зыраны
1087,schleifen::V,slipe,шерыны
1088,schneiden::V,klippe,вандыны
1089,rütteln::V,ruske,зуркатыны
1090,schütteln::V,riste,куалекъятыны
1091,schwenken::V,svinge,шонаны
1092,schütten::V,helle,лэзьыны
1093,füllen::V,fylle,тырмытыны
1094,einwickeln::V,vikle inn,биньыны
1095,tragen::V,bære,нуыны
1096,schleppen::V,slepe,кыскыны
1097,ziehen::V,dra,кыскыны
1098,ziehen::V,trekke,кыскыны
1099,aufbewahren::V,oppbevare,возьыны
1100,aufbewahren::V,ta vare på,возьыны
1101,werfen::V,kaste,куяны
1102,werfen::V,kaste,лэзяны
1103,fangen::V,fange,кутыны
1104,packen::V,gripe,кутыны
1105,packen::V,gripe,кырмыны
1106,packen::V,gripe tak i,кутыны
1107,packen::V,gripe tak i,кырмыны
1108,verstecken::V,gjemme,ватыны
1109,teilen::V,dele,люкыны
1110,schicken::V,sende,ыстыны
1111,bringen::V,bringe,вайыны
1112,hinzufügen::V,tilføye,ватсаны
1113,bekommen::V,få,басьтыны
1114,erhalten::V,få,басьтыны
1115,nehmen::V,ta,кутыны
1116,nehmen::V,ta,басьтыны
1117,wählen::V,velge,бырйыны
1118,auswählen::V,velge ut,бырйыны
1119,bewahren::V,bevare,возьыны
1120,behindern::V,hindre,могӟытыны
1121,behindern::V,forhindre,могӟытыны
1122,verderben::V,ødelegge,сӧрыны
1123,beschädigen::V,skade,урод лэсьтыны
1124,zerbrechen::V,brekke i stykker,сӧрыны
1125,zerreißen::V,rive i stykker,кесяны
1126,zerstören::V,ødelegge,куашкатыны
1127,verbrennen::V,brenne,сутыны
1128,verbrennen::V,brenne opp,сутыны
1129,geben::V,gi,сётыны
1130,reichen::V,rekke,сётыны
1131,schenken::V,forære,кузьманы
1132,schenken::V,skjenke,кузьманы
1133,versprechen::V,love,кыл сётыны
1134,wünschen::V,ønske,сӥзьыны
1135,loben::V,rose,ушъяны
1136,küssen::V,kysse,чупаны
1137,wiegen::V,vogge,веттаны
1138,wiegen::V,vogge,лэйкатыны
1139,zudecken::V,dekke til,шобыртыны
1140,wecken::V,vekke,сайкатыны
1141,zeigen::V,vise,возьматыны
1142,führen::V,føre,нуыны
1143,lehren::V,lære,дышетыны
1144,unterrichten::V,undervise,дышетыны
1145,aufziehen::V,oppdra,будэтыны
1146,leiten::V,lede,кивалтыны
1147,antreiben::V,drive på,дыртытыны
1148,lassen::V,få til å,-ытыны
1149,einladen::V,be,ӧтьыны
1150,einladen::V,invitere,ӧтьыны
1151,vereinigen::V,forene,огазеяны
1152,besuchen::V,besøke,адӟыськыны
1153,treffen::V,møte,пумитаны
1154,treffen::V,treffe,пумитаны
1155,sich versammeln::V,forsamles,люкаськыны
1156,spielen::V,leke,шудыны
1157,spielen::V,spille,шудыны
1158,singen::V,synge,кырӟаны
1159,tanzen::V,danse,эктыны
1160,sich trennen::V,skilles,люкиськыны
1161,verlassen::V,forlate,куштыны
1162,retten::V,redde,утьыны
1163,bewachen::V,bevokte,возьманы
1164,schützen::V,verne,утялтыны
1165,schützen::V,beskytte,утялтыны
1166,verteidigen::V,forsvare,возьманы
1167,sich schlagen::V,slåss,жугиськыны
1168,schießen::V,skyte,ыбылӥськны
1169,siegen::V,seire,вормыны
1170,ärgern::V,ergre,вожпоттыны
1171,treten::V,sparke,лёганы
1172,stechen::V,stikke,бышкалтыны
1173,stoßen::V,støte,донгыны
1174,stehlen::V,stjele,вораны
1175,stehlen::V,stjele,лушканы
1176,stören::V,forstyrre,люкетыны
1177,belästigen::V,plage,акыльтыны
1178,belästigen::V,plage,вукылмыны
1179,belästigen::V,sjenere,акыльтыны
1180,belästigen::V,sjenere,вукылмыны
1181,verbergen::V,gjemme,ватыны
1182,täuschen::V,villede,алданы
1183,betrügen::V,bedra,пӧяны
1184,töten::V,drepe,виыны
1185,wohnen::V,bo,улыны
1186,arbeiten::V,arbeide,ужаны
1187,sammeln::V,samle,бичаны
1188,pflücken::V,plukke,ишкыны
1189,jagen::V,jage,пӧйшураны
1190,fischen::V,fiske,чорыганы
1191,fassen::V,fange,кутыны
1192,hüten::V,vokte,возьманы
1193,treiben::V,drive,улляны
1194,anbinden::V,feste,думыны
1195,füttern::V,fore,сюдыны
1196,melken::V,melke,кыскыны
1197,hacken::V,hakke,кораны
1198,gießen::V,helle,киськаны
1199,reifen::V,modne,вуыны
1200,reifen::V,modne,кисьманы
1201,zubereiten::V,lage,лесьтыны
1202,zubereiten::V,tilberede,лесьтыны
1203,kochen::V,koke,пӧзьтыны
1204,backen::V,bake,пыжыны
1205,braten::V,steke,пыжыны
1206,umrühren::V,røre om,сураны
1207,stricken::V,strikke,керттыны
1208,nähen::V,sy,вурыны
1209,färben::V,farge,буяны
1210,reinigen::V,rense,сузяны
1211,reinigen::V,gjøre ren,сузяны
1212,waschen::V,vaske,мисьтаськыны
1213,abwischen::V,tørke av,ӵушылыны
1214,spülen::V,spyle,гылъяны
1215,spülen::V,skylle,гылъяны
1216,fegen::V,feie,ӵужыны
1217,kehren::V,koste,ӵужыны
1218,baden::V,bade,пыласькыны
1219,sich waschen::V,vaske seg,пыласькыны
1220,ausziehen::V,ta av,кыльыны
1221,anziehen::V,ta på,дӥсяны
1222,sich anziehen::V,kle på seg,дӥсьяськыны
1223,kämmen::V,gre,сынаны
1224,kämmen::V,kjemme,сынаны
1225,schmücken::V,pynte,чеберъяны
1226,schmücken::V,smykke,чеберъяны
1227,sagen::V,si,шуыны
1228,sagen::V,si,вераны
1229,sprechen::V,snakke,вераськыны
1230,reden::V,tale,вераськыны
1231,reden::V,snakke,вераськыны
1232,sich unterhalten::V,samtale,вераськыны
1233,fragen::V,spørre,юаны
1234,bitten::V,be,курыны
1235,erzählen::V,fortelle,вераны
1236,erzählen::V,fortelle,мадьыны
1237,mitteilen::V,meddele,ивортыны
1238,nennen::V,kalle,шуыны
1239,rufen::V,rope,ӧтьыны
1240,prahlen::V,skryte,ушъяськыны
1241,übersetzen::V,oversette,берыктыны
1242,denken::V,tenke,малпаны
1243,glauben::V,tro,оскыны
1244,bemerken::V,bemerke,адӟыны
1245,bemerken::V,legge merke til,адӟыны
1246,erkennen::V,gjenkjenne,тодыны
1247,begreifen::V,begripe,валаны
1248,verstehen::V,forstå,валаны
1249,verstehen::V,skjønne,валаны
1250,lernen::V,lære,дышетскыны
1251,wissen::V,vite,тодыны
1252,sich erinnern an::V,huske på,тодэ вайыны
1253,vergessen::V,glemme,вунэтыны
1254,messen::V,måle,мертаны
1255,zählen::V,telle,лыдъяны
1256,rechnen::V,regne,лыдъяны
1257,lesen::V,lese,лыдӟыны
1258,malen::V,male,суреданы
1259,zeichnen::V,tegne,суреданы
1260,schreiben::V,skrive,гожъяны
1261,besitzen::V,eie,луыны
1262,besitzen::V,inneha,луыны
1263,kaufen::V,kjøpe,басьтыны
1264,verkaufen::V,selge,вузаны
1265,bezahlen::V,betale,тырыны
1266,zahlen::V,betale,тырыны
1267,beherrschen::V,beherske,кузёяськыны
1268,ertragen::V,orke,чиданы
1269,schlagen::V,,жуккыны
