,Concept_ID,ab,ga
727,geizig::A,акаҷбеи,barainneach
728,geizig::A,акаҷбеи,sprionlaithe
729,geizig::A,аҟəџьыр,barainneach
730,geizig::A,аҟəџьыр,sprionlaithe
731,klug::A,аҟəыш,cliste
732,klug::A,аҟəыӷа,cliste
733,geschickt::A,напҟазала,oilte
734,geschickt::A,напҟазала,ealaíonta
735,lieb::A,алашара,dil
736,lieb::A,алашара,dílis
737,lustig::A,алах-ҿых,aerach
738,lustig::A,алах-ҿых,meidhreach
739,lustig::A,игурҕьаччо,aerach
740,lustig::A,игурҕьаччо,meidhreach
741,lustig::A,агурҕьа,aerach
742,lustig::A,агурҕьа,meidhreach
743,lustig::A,агурҿыхага,aerach
744,lustig::A,агурҿыхага,meidhreach
745,sanft::A,атата,bog
746,sanft::A,атата,séimh
747,sanft::A,аҟəымшəышə,bog
748,sanft::A,аҟəымшəышə,séimh
749,sanft::A,ақьыҧш,bog
750,sanft::A,ақьыҧш,séimh
751,hungrig::A,амлашь,ocrach
752,krank::A,ачымазаҩ,tinn
753,krank::A,ачымазаҩ,breoite
754,nackt::A,аҟьантаз,nocht
755,traurig::A,алахьеиқəҵага,brónach
756,lebendig::A,абза,beo
757,gut::A,абзиа,maith
758,schlecht::A,-хəарҭам,dona
759,schlecht::A,-хəарҭам,droch-
760,richtig::A,иашоу,ceart
761,schlimm::A,абааҧсы,gránna
762,schlimm::A,абааҧсы,tubaisteach
763,wahr::A,агəҭылса,fíor
764,wahr::A,абзиаҵəҟьа,fíor
765,alt::A,Ажə,sean
766,neu::A,аҿыц,úr
767,neu::A,аҿыц,nua
768,ehemalig::A,анкьатәи,iar-
769,ehemalig::A,анкьатәи,sean-
770,alt[Lebewesen]::A,абырг,sean
771,alt[Lebewesen]::A,абырг,aosta
772,alt[Lebewesen]::A,ақабада,sean
773,alt[Lebewesen]::A,ақабада,aosta
774,alt[Lebewesen]::A,Ажə,sean
775,alt[Lebewesen]::A,Ажə,aosta
776,jung::A,аҟата,óg
777,arm::A,ананамга,bocht
778,reich::A,абеиа,saibhir
779,reich::A,абеиа,rachmasach
780,bekannt::A,адыр,atá eolas air
781,berühmt::A,адыр,cailiúil
782,berühmt::A,адыр,clúiteach
783,fremd::A,атəым,coimhthíoch
784,verschieden::A,Еиуа-еиҧшым,éagsúil
785,verschieden::A,Еиуа-еиҧшым,difriúil
786,nah::A,ааигəа,gar
787,nah::A,ааигəа,deas
788,fern::A,ахара,i bhfad uainn
789,fern::A,ахара,i bhfad i gcéin
790,linker::A,арма,clé
791,rechter::A,арҕьа,deas
792,anderer::A,даҽа,eile
793,anderer::A,даҽакы,eile
794,erster::A,актәи,céad
795,zweiter::A,аҩбатəи,dóú
796,zweiter::A,аҩбатəи,dara
797,dritter::A,ахҕатәи,tríú
798,dritter::A,ахҕатәи,treas
799,letzter::A,аҵыхəтəантəи,déanach
800,letzter::A,аҵыхəтəантəи,deireanach
801,allein::ADV,мацара,i d'aonar
802,auf einmal::ADV,зныкала,ag an am céanna
803,auf einmal::ADV,зныкҟьара,ag an am céanna
804,zusammen::ADV,аиц...,le chéile
805,zusammen::ADV,аиц...,in eineacht
806,lange::ADV,акыраамҭа,fada
807,plötzlich::ADV,иаалырҟьаны,go tobann
808,plötzlich::ADV,иаалырҟьаны,i dtobainne
809,sofort::ADV,иаразнакҵәҟьа,ar an toirt
810,sofort::ADV,иаразнакҵәҟьа,ar an bpointe
811,später::ADV,уажəшьҭаншəа,níos déanaí
812,jetzt::ADV,уажәы,anois
813,heute::ADV,иахьа,inniu
814,morgen::ADV,уаҵәы,amárach
815,bald::ADV,иласны,go luath
816,bald::ADV,иласны,gan mhoill
817,dann::ADV,нас,ansin
818,gestern::ADV,иацы,inné
819,einst::ADV,зны,tráth
820,einst::ADV,зны,uair amháin
821,damals::ADV,усҟан,ag an am
822,damals::ADV,усҟан,an t-am sin
823,danach::ADV,нас,ina dhiaidh sin
824,vorher::ADV,уаанӡа,cheana
825,vorher::ADV,уаанӡа,roimhe sin
826,zuerst::ADV,азнаказы,ar dtús
827,zuerst::ADV,аҧхьа,ar dtús
828,einmal::ADV,зны,uair amháin
829,manchmal::ADV,зны-зынла,uaireanta
830,oft::ADV,лассы-лассы,minic
831,immer::ADV,енагь,i gcónaí
832,immer::ADV,еснагь,i gcónaí
833,niemals::ADV,ианакəызаалак,riamh
834,hier::ADV,ара,anseo
835,hier::ADV,абра,anseo
836,hier::ADV,араҟа,anseo
837,hierhin::ADV,ара,anseo
838,hierhin::ADV,араҟа,anseo
839,von hier::ADV,арантә,an áit seo
840,dort::ADV,уа,ann
841,dort::ADV,уа,ansin
842,dorthin::ADV,уахь,ann
843,dorthin::ADV,уахь,ansin
844,dorthin::ADV,анахь,ann
845,dorthin::ADV,анахь,ansin
846,geradeaus::ADV,ишиашоу,ar aghaidh
847,vorwärts::ADV,ҕхьаҟа,
848,rückwärts::ADV,шьҭахьла,siar
849,zurück::ADV,шьҭахьҟа,ar ais
850,unten::ADV,лбаа,thíos
851,hinab::ADV,алада,síos
852,oben::ADV,хыхь,thuas
853,hinauf::ADV,аҩада,suas
854,überall::ADV,зегьынцьара,i ngach áit
855,überall::ADV,зегьынцьара,ar fud na háite
856,nicht::ADV,-м,ní
857,nicht::ADV,-м,cha
858,ein wenig::ADV,ҕыҭк,beagán
859,kaum::ADV,аарлаҳәа,ar éigean
860,kaum::ADV,афергьҳәа,ar éigean
861,sehr::ADV,даара,an-
862,so::ADV,ас,chomh
863,so::ADV,ас,mar sin
864,so::ADV,абас,chomh
865,so::ADV,абас,mar sin
866,noch::ADV,макьана,fós
867,noch::ADV,макьана,go fóill
868,nur::ADV,заҵәык,amháin
869,nur::ADV,заҵәык,níl ach
870,schon::ADV,уажәшьҭа,cheana
871,schon::ADV,уажәшьҭа,cheana féin
872,schon::ADV,аиҳа ипоу,cheana
873,schon::ADV,аиҳа ипоу,cheana féin
874,wieder::ADV,ҿыц,arís
875,wieder::ADV,ҿыц,athuair
876,wieder::ADV,дырҩегь,arís
877,wieder::ADV,дырҩегь,athuair
878,wieder::ADV,дырҩегьых,arís
879,wieder::ADV,дырҩегьых,athuair
880,vergebens::ADV,баша,amú
881,vergebens::ADV,баша,in aisce
882,vor::PRP,аҕхьа,ar thosach
883,hinter::PRP,нхыҵ,laistiar de
884,hinter::PRP,нхыҵ,taobh thiar de
885,unter::PRP,амҵа,faoi
886,unter::PRP,амҵан,faoi
887,neben::PRP,ааигуара,taobh le
888,neben::PRP,ааигуара,in aice le
889,zwischen::PRP,абжьара,idir
890,wegen::PRP,-иззы,de bharr
891,wegen::PRP,-иззы,mar gheall ar
892,wegen::PRP,-ҟнытә,de bharr
893,wegen::PRP,-ҟнытә,mar gheall ar
894,dies::PRN,ари,seo
895,dies::PRN,абри,seo
896,das::PRN,Абни,sin
897,das::PRN,убри,sin
898,alles::PRN,зегьы,gach rud
899,ich::PRN,са,mé
900,ich::PRN,са,mise
901,ich::PRN,сара,mé
902,ich::PRN,сара,mise
903,du::PRN,бара,tú
904,du::PRN,бара,tusa
905,er::PRN,иара,sé
906,er::PRN,иара,seisean
907,wir::PRN,ҳара,sinn
908,ihr::PRN,шәара,sibh
909,ihr::PRN,шәара,sibhse
910,sie::PRN,дара,siad
911,sie::PRN,дара,siadsan
912,wer::FPRN,дарбан,cé
913,wo::FADV,иабыкуу,cá
914,wo::FADV,иабыкуу,cén áit
915,wo::FADV,аба-,cá
916,wo::FADV,аба-,cén áit
917,wo::FADV,ахь-,cá
918,wo::FADV,ахь-,cén áit
919,wohin::FADV,иабыкуу,cá
920,wohin::FADV,иабыкуу,cén áit
921,wohin::FADV,аба-,cá
922,wohin::FADV,аба-,cén áit
923,wohin::FADV,ахь-,cá
924,wohin::FADV,ахь-,cén áit
925,wie::FADV,-шҕа,conas
926,wie::FADV,-шҕа,cén chaoi
927,warum::FADV,избан,cén fáth
928,warum::FADV,избан,cad chuige
929,wieviel::FNUM,заҟа,cá mhéad
930,eins::NUM,акы,aon
931,eins::NUM,аӡәы,aon
932,zwei::NUM,ҩба,dhá
933,drei::NUM,хҕа,trí
934,vier::NUM,ҕшьба,ceathair
935,fünf::NUM,хəба,cúig
936,sechs::NUM,фба,sé
937,sieben::NUM,Бжьба,seacht
938,acht::NUM,ааба,ocht
939,neun::NUM,жәба,naoi
940,zehn::NUM,жәаба,deich
941,elf::NUM,жәеизатәи,aon déag
942,zwölf::NUM,жәаҩа,dó dhéag
943,zwanzig::NUM,ҩажәа,fiche
944,dreißig::NUM,ҩажәижәабатәи,tríocha
945,vierzig::NUM,ҩынҩажәа,daichead
946,vierzig::NUM,ҩынҩажәа,ceathracha
947,fünfzig::NUM,ҩынҩажәеижәаба,caoga
948,sechzig::NUM,хынҩажәа,seasca
949,siebzig::NUM,хынҩажәижәаба,seachtó
950,achtzig::NUM,ҕшьынҩажәа,ochtó
951,neunzig::NUM,ҕшьынҩажәижәаба,nócha
952,hundert::NUM,шәкы,céad
953,tausend::NUM,зқьы,míle
954,und::CNJ,-и,agus
955,oder::CNJ,ма,nó
956,stehen::V,агылазаара,seas
957,sitzen::V,атəара,suigh
958,sitzen::V,атəа(заа)ра,suigh
959,liegen::V,аиара,luigh
960,hängen::V,акнаҳара,tá crochta
961,werden::V,аҟалара,éirigh
962,passieren::V,аҟалара,tarlaigh
963,beginnen::V,алагара,tosaigh
964,enden::V,алгара,críochnaigh
965,wechseln::V,аҽыҧсахра,athraigh
966,aufgehen[Sonne]::V,агылара,éirigh
967,aufgehen[Sonne]::V,ахашлара,éirigh
968,aufgehen[Sonne]::V,аҩаҵхахара,éirigh
969,untergehen[Sonne]::V,аҭашəара,fuin
970,untergehen[Sonne]::V,аҭашəара,téigh faoi
971,scheinen[Sonne]::V,акаҧхара,taitin
972,scheinen[Sonne]::V,акаҧхара,soilsigh
973,donnern::V,адыдра,tá toirneach ann
974,wehen::V,асра,séid
975,strömen::V,акаҭəара,sil
976,fließen::V,ацара,rith
977,fließen::V,ацара,snigh
978,sich drehen::V,ахагьежьра,cas
979,sich drehen::V,ахагьежьра,imrothlaigh
980,schwanken::V,аҵысра,luasc
981,schwingen::V,ахызазара,luasc
982,schwingen::V,акьаандара,luasc
983,fallen::V,акаҳара,tit
984,brennen::V,абылра,dóigh
985,rauchen::V,ахылҵра,plúch toite
986,regnen::V,аура,báistigh
987,regnen::V,аура,tá ag cur báistí
988,gefrieren::V,аҵаара,sioc
989,gefrieren::V,аҵаара,reoigh
990,tauen::V,аӡҭра,leáigh
991,tauen::V,аӡҭра,coscair
992,schmelzen::V,ақəӡыҭра,leáigh
993,schmelzen::V,аҭəара,leáigh
994,trocknen::V,абара,triomaigh
995,sieden::V,ашра,fiuch
996,sieden::V,ашра,beirigh
997,faulen::V,абаара,lobh
998,faulen::V,абаара,dreoigh
999,verfaulen::V,абаара,lobh
1000,verfaulen::V,абаара,feoigh
1001,verfaulen::V,аилашра,lobh
1002,verfaulen::V,аилашра,feoigh
1003,reißen::V,аҧжəара,bris
1004,versinken::V,аӡааҟəрылара,téigh síos
1005,vergehen::V,ацара,téigh thart
1006,erscheinen::V,ацəырҵра,tar
1007,verschwinden::V,аҵашəкəара,imigh
1008,sinken::V,атəара,tit
1009,sinken::V,атəара,ísligh
1010,sinken::V,алаҟəра,tit
1011,sinken::V,алаҟəра,ísligh
1012,abnehmen::V,ацӡаара,maolaigh
1013,abnehmen::V,ацӡаара,laghdaigh
1014,abnehmen::V,аиҵалара,maolaigh
1015,abnehmen::V,аиҵалара,laghdaigh
1016,zunehmen::V,аҽырҭбаара,méadaigh
1017,zunehmen::V,аиҵыҵра,méadaigh
1018,zunehmen::V,арацəахара,méadaigh
1019,steigen::V,азҳара,éirigh
1020,steigen::V,ашьҭыҵра,éirigh
1021,steigen::V,адухара,éirigh
1022,steigen::V,ацлара,éirigh
1023,wachsen::V,азҳара,fás
1024,glänzen::V,ацыр-цырра,lonraigh
1025,glänzen::V,ацыҩ-цыҩра,lonraigh
1026,glänzen::V,аказказра,lonraigh
1027,funkeln::V,ашап-шапра,drithligh
1028,funkeln::V,ацым-цымра,drithligh
1029,lärmen::V,ашьҭыбжьгара,tóg callán
1030,lärmen::V,аҕьҕьаҳәа аилалара,tóg callán
1031,läuten::V,аҵəҵəасра,buail
1032,klingeln::V,аҵəҵəасра,buail
1033,klirren::V,ахьархьарра,cling
1034,klirren::V,архьархьарра,cling
1035,brausen::V,аилаҽҽара,búir
1036,brausen::V,еилашуера,búir
1037,klingen::V,агара,tá glór ag
1038,klingen::V,ашьҭыбжь гара,tá glór ag
1039,bellen::V,ашра,amhastraigh
1040,heulen::V,ауура,glam
1041,blasen::V,аҭəҳəара,séid
1042,pfeifen::V,ашəшəра,lig fead
1043,schreien::V,аҳəҳəара,béic
1044,schreien::V,аҳəҳəара,glaoigh
1045,schreien::V,ахəаара,béic
1046,schreien::V,ахəаара,glaoigh
1047,schreien::V,аҟаара,béic
1048,schreien::V,аҟаара,glaoigh
1049,stöhnen::V,ақьра,lig cnead
1050,zittern::V,аҵыс-ҵысра,crith
1051,zittern::V,аҵыс-ҵысра,creathnaigh
1052,leben::V,аҟазаара,mair
1053,geboren werden::V,Аира,rugadh
1054,atmen::V,аҕсыҕ лагаҩагара,análaigh
1055,trinken::V,ажəра,ól
1056,essen::V,акрыфара,ith
1057,schlucken::V,албаадара,slog
1058,müde werden::V,ааҕсара,tuirsigh
1059,einschlafen::V,ацəара,tit ina chodladh
1060,schlafen::V,ацəазаара,codail
1061,aufwachen::V,аҿыхара,múscail
1062,aufstehen::V,Агəылҵра,éirigh
1063,sich erholen::V,аҧсшьара,lig scíth
1064,krank werden::V,ачмазаҩхара,éirigh tinn
1065,krank sein::V,аҳəарҧсарра,tá tinn
1066,schmerzen::V,ахьра,tá pian i
1067,husten::V,аимҳәара,déan casacht
1068,genesen::V,абзиахара,téarnaigh
1069,genesen::V,аӷəӷəахара,téarnaigh
1070,sterben::V,аҧсра,éag
1071,sterben::V,аҧсра,faigh bás
1072,umkommen::V,аҭахара,caill
1073,sich bewegen::V,аиҭаҵра,bog
1074,sich bewegen::V,аиҭаҵра,gluais
1075,sich rühren::V,ақəацара,corraigh
1076,sich erheben::V,аҩагылара,seas suas
1077,sich setzen::V,атəара,suigh
1078,hinfallen::V,акаҳара,tit
1079,laufen::V,аныҟəара,siúil
1080,schreiten::V,ашьаҿа еихгара,siúil
1081,spazierengehen::V,анеи-ааира,téigh ag spaisteoireacht
1082,eilen::V,аццакра,deifrigh
1083,eilen::V,аццакра,brostaigh
1084,sich beeilen::V,аццакра,deifrigh
1085,sich beeilen::V,аццакра,déan deifir
1086,sausen::V,аҧырра,luathaigh
1087,sausen::V,иҭрысны,luathaigh
1088,sausen::V,ишьҭҟьаны ацара,luathaigh
1089,rennen::V,аҩра,rith
1090,springen::V,аҧара,léim
1091,klettern::V,ақəлара,dreap
1092,schaukeln::V,аҟəараҟəанҽара,téigh ar an maide corrach
1093,kriechen::V,аҳəазара,snámh
1094,schwimmen::V,аӡсара,snámh
1095,tauchen::V,ахəӡааҵəира,tum
1096,rudern::V,аҵшьра,iomair
1097,rudern::V,аҵшьра,rámhaigh
1098,fahren::V,акала,tiomáin
1099,fliegen::V,аҧырра,eitil
1100,gehen::V,аиҭаҵра,téigh
1101,weggehen::V,ацара,imigh
1102,abfahren::V,адəықəлара,imigh
1103,abfahren::V,ацара,imigh
1104,anhalten::V,ааныргылара,stad
1105,hineingehen::V,аҭалара,téigh isteach
1106,eintreten::V,аҩналара,téigh isteach
1107,kommen::V,аара,tar
1108,kommen::V,ааира,tar
1109,ankommen::V,ааира,tar
1110,ankommen::V,аара,tar
1111,ankommen::V,анеира,tar
1112,zurückkommen::V,азыхынҳəра,fill
1113,bleiben::V,аанхара,fan
1114,bleiben::V,анхара,fan
1115,bleiben::V,аангылара,fan
1116,warten::V,азҧшзаара,fan
1117,erwarten::V,азҧшра,tá ag súil le
1118,erwarten::V,азҧшра,tá ag dréim le
1119,suchen::V,ашьҭазаара,lorg
1120,finden::V,аҧшаара,faigh
1121,finden::V,аҧшаара,aimsigh
1122,versuchen::V,аҽазкра,triail
1123,vorbereiten::V,армазеира,réitigh
1124,lieben::V,абзиабара,gráigh
1125,mögen::V,агəаҧхара,taitin le
1126,mögen::V,агəаҧхара,is maith le
1127,lachen::V,аччара,gáir
1128,rühren::V,арҵəуара,téigh i bhfeidhm ar
1129,weinen::V,аҵəуара,goil
1130,weinen::V,аҵəуара,caoin
1131,schimpfen::V,ацəҳара,tá ag clamhsán
1132,sich ärgern::V,агəаара,tá corraithe
1133,sich fürchten::V,аӡыӡара,tá eagla ar
1134,fürchten::V,ацəшəара,tá eagla ar
1135,fliehen::V,абналара,teith
1136,fliehen::V,ацəцара,teith
1137,flüchten::V,абналара,éalaigh
1138,flüchten::V,ацəцара,éalaigh
1139,sehen::V,абара,feic
1140,anschauen::V,ахəаҧшра,dearc
1141,anschauen::V,ахəаҧшра,féach ar
1142,ansehen::V,ахəаҧшра,breathnaigh
1143,hören::V,аҳара,cluin
1144,zuhören::V,азыӡырҩра,éist
1145,probieren::V,аҧышəара,bliais
1146,riechen::V,афыҩра,bolaigh
1147,fühlen::V,анырра,braith
1148,fühlen::V,анырра,mothaigh
1149,fühlen::V,ацәакырра,braith
1150,fühlen::V,ацәакырра,mothaigh
1151,scheinen::V,шәа,tá an chuma ar
1152,scheinen::V,аацәырҵа,tá an chuma ar
1153,vernehmen::V,аҳара,clois
1154,frieren::V,ашəра,tá fuar
1155,frieren::V,аҵаара,tá fuar
1156,tun::V,аҟаҵара,déan
1157,können::V,алшара,féad
1158,können::V,алшара,is féidir le
1159,wollen::V,аҭахра,tá ag iarraidh
1160,anfangen::V,алагара,tosaigh
1161,anfangen::V,алагара,cuir tús le
1162,beenden::V,алгара,críochnaigh
1163,beenden::V,алгара,cuir deireadh le
1164,aufhören::V,аҟəыҵра,stad
1165,gelingen::V,аура,éirigh le
1166,gelingen::V,аманшəалахара,éirigh le
1167,gelingen::V,алҵра,éirigh le
1168,geraten::V,нзаарын,tá deireadh ar
1169,öffnen::V,аартра,oscail
1170,schließen::V,аркра,dún
1171,schließen::V,аркра,iaigh
1172,stellen::V,аргылара,cuir
1173,setzen::V,артəара,cuir
1174,setzen::V,артəара,socraigh
1175,legen::V,ақəҵара,cuir
1176,berühren::V,акьысра,teagmhaigh le
1177,berühren::V,алакьысра,teagmhaigh le
1178,verbinden::V,аҿаҳəара,ceangail
1179,bedecken::V,ақəршəра,clúdaigh
1180,bedecken::V,ақəршəра,cumhdaigh
1181,aufhängen::V,акнаҳара,croch
1182,anzünden::V,аркра,las
1183,anzünden::V,аркра,adhain
1184,aufheben::V,ашьҭыхра,tóg
1185,aufheben::V,ашьҭыхра,ardaigh
1186,zurücklassen::V,аныжьра,fág
1187,verlieren::V,ацəыӡра,caill
1188,fallen lassen::V,ацəкаҳара,lig uait
1189,fallen lassen::V,ацəкаҳара,caith uait
1190,machen::V,ачаҧара,déan
1191,machen::V,ачаҧара,réitigh
1192,herstellen::V,аиҵдара,táirg
1193,bauen::V,аргылара,tóg
1194,reparieren::V,арҽеира,deisigh
1195,verbessern::V,аиҕьтəра,feabhsaigh
1196,ändern::V,аҧсахра,athraigh
1197,graben::V,ажра,tochail
1198,beugen::V,арҟəра,crom
1199,beugen::V,архəара,crom
1200,biegen::V,арҟəра,lúb
1201,biegen::V,архəара,lúb
1202,drehen::V,аргьежьра,cas
1203,umdrehen::V,аарҳәра,iompaigh
1204,umdrehen::V,аарҳәра,tiontaigh
1205,heben::V,аҩахара,ardaigh
1206,heben::V,араҳара,ardaigh
1207,hochheben::V,ахагалара,tóg
1208,hochheben::V,ашьҭҳəара,tóg
1209,halten::V,акра,coimeád
1210,halten::V,акра,coinnigh
1211,drücken::V,ақəрӷəӷəара,brúigh
1212,schieben::V,аҵгəара,brúigh
1213,schieben::V,агəара,brúigh
1214,kratzen::V,ацəҟьара,scríob
1215,lecken::V,арбзара,ligh
1216,lecken::V,арбзара,leadhb
1217,beißen::V,ацҳара,bain greim as
1218,abreißen::V,амжəара,stróic
1219,abreißen::V,амжəара,tarraing
1220,abschneiden::V,ахҵəара,scoith
1221,abschneiden::V,аҿахҵəара,scoith
1222,binden::V,аҿаҳəара,ceangail
1223,stecken::V,алаҵара,sáigh
1224,brechen::V,аҧҵəара,bris
1225,klopfen::V,асра,cnag
1226,hauen::V,ақəкшара,buail
1227,kleben::V,аҷабра,gliúáil
1228,reiben::V,арҟəыҷра,cuimil
1229,streichen::V,ахьшьра,leath
1230,schleifen::V,ахра,líomh
1231,schneiden::V,аҧҟара,gearr
1232,rütteln::V,арҵысра,croith
1233,schütteln::V,аршəшəара,croith
1234,schwenken::V,аҟьара,luasc
1235,schütten::V,аҭаҭəара,doirt
1236,füllen::V,арҭəра,líon
1237,einwickeln::V,алаҳəара,cuach
1238,einwickeln::V,алаҳəара,clúdaigh
1239,tragen::V,аҩагара,iompair
1240,schleppen::V,арҳəазара,tarraing
1241,ziehen::V,ахара,tarraing
1242,aufbewahren::V,аҵəахра,coinnigh
1243,werfen::V,аршəра,caith
1244,fangen::V,акра,ceap
1245,packen::V,анкра,beir ar
1246,packen::V,аҵкаара,beir ar
1247,verstecken::V,аҵəахра,folaigh
1248,verstecken::V,аҵəахра,cuir i bhfolach
1249,teilen::V,ашара,roinn
1250,schicken::V,ашьҭра,seol
1251,bringen::V,аагара,beir
1252,bringen::V,аагара,tabhair
1253,hinzufügen::V,ацҵара,cuir le
1254,bekommen::V,аҧшаара,faigh
1255,bekommen::V,архиара,faigh
1256,bekommen::V,аура,faigh
1257,erhalten::V,аиура,faigh
1258,nehmen::V,агара,tóg
1259,nehmen::V,агара,glac
1260,wählen::V,алҧшаара,pioc
1261,wählen::V,алҧшаара,roghnaigh
1262,auswählen::V,алхра,roghnaigh
1263,behindern::V,аҧырхагахара,cuir bac ar
1264,verderben::V,алгара,mill
1265,verderben::V,абжьыхра,mill
1266,verderben::V,аҧхасҭатəра,mill
1267,beschädigen::V,аҧхасҭатəра,loit
1268,beschädigen::V,аҧхасҭатəра,déan damáiste do
1269,zerbrechen::V,аҧҽра,bris
1270,zerreißen::V,аҧжəара,stiall
1271,zerstören::V,аилаҧыххаара,mill
1272,zerstören::V,аилаҧыххаара,scrios
1273,verbrennen::V,абылра,las
1274,verbrennen::V,абылра,dóigh
1275,geben::V,аҭара,tabhair
1276,reichen::V,аҭара,sín
1277,reichen::V,аҭара,cuir
1278,schenken::V,аҩгара,bronn
1279,schenken::V,аҩгара,tabhair
1280,versprechen::V,ақəргəыӷра,geall
1281,loben::V,арҽхəара,mol
1282,küssen::V,агəӡра,póg
1283,zudecken::V,аҵахҩара,clúdaigh
1284,zudecken::V,ақəршəра,clúdaigh
1285,wecken::V,арҿыхара,dúisigh
1286,zeigen::V,арбара,taispeáin
1287,führen::V,аныҟəгара,treoraigh
1288,lehren::V,арҵара,múin
1289,lehren::V,арҵара,teagasc
1290,unterrichten::V,арҧхьара,múin
1291,unterrichten::V,арҧхьара,teagasc
1292,aufziehen::V,ааӡара,tóg
1293,leiten::V,ахагылазаара,tá i gceannas ar
1294,antreiben::V,арццакра,gríosaigh
1295,lassen::V,арҟаҵара,cuir ag
1296,einladen::V,ааҕхьара,cuir cuireadh ar
1297,einladen::V,анаҧхьара,cuir cuireadh ar
1298,vereinigen::V,аилаҵара,aontaigh
1299,besuchen::V,абара,tabhair cuairt ar
1300,treffen::V,аҧылара,cas ar
1301,treffen::V,аҧылара,buail le
1302,sich versammeln::V,аизара,bailigh
1303,sich versammeln::V,аизара,cruinnigh
1304,spielen::V,ахəмарра,imir
1305,spielen::V,ахəмарра,tá ag spraoi
1306,singen::V,ашəаҳəара,can
1307,tanzen::V,акəашара,rinc
1308,tanzen::V,акəашара,damhsaigh
1309,sich trennen::V,аилыҵра,scar
1310,verlassen::V,акажьра,fág
1311,retten::V,Аиқəрхара,tarrtháil
1312,bewachen::V,ахьчара,cosain
1313,bewachen::V,ахьчара,gardáil
1314,schützen::V,ацəыхьчара,cosain
1315,verteidigen::V,ахьчара,cosain
1316,sich schlagen::V,аисра,tá ag bruíon
1317,schießen::V,ахысра,caith
1318,schießen::V,ахысра,scaoil
1319,siegen::V,аиааира,bain
1320,siegen::V,аиааира,buaigh
1321,ärgern::V,аргəаара,cuir isteach ar
1322,schlagen::V,асра,buail
1323,schlagen::V,аҭасра,buail
1324,stechen::V,алакшара,sáigh
1325,stoßen::V,агəҭасра,brúigh
1326,stoßen::V,агəҭасра,soncáil
1327,stehlen::V,аӡара,goid
1328,stören::V,аҧырхагахара,cuir isteach ar
1329,belästigen::V,аргəамҵра,cuir as do
1330,verbergen::V,аӡара,ceil
1331,täuschen::V,ажьара,cuir dallamullóg ar
1332,betrügen::V,ажьара,déan calaois ar
1333,töten::V,ашьра,maraigh
1334,wohnen::V,анхара,cuir faoi
1335,wohnen::V,анхара,tá ina chónaí
1336,arbeiten::V,аусура,oibrigh
1337,sammeln::V,аҟəшəара,bailigh
1338,sammeln::V,аҟəшəара,cruinnigh
1339,pflücken::V,аҿыршəара,pioc
1340,pflücken::V,аҿыхра,pioc
1341,jagen::V,ашəарыцара,seilg
1342,fischen::V,аҧсыӡ икуеит,iasc
1343,fassen::V,акра,beir ar
1344,hüten::V,арҳəра,aoirigh
1345,hüten::V,ахьчара,aoirigh
1346,treiben::V,акацара,seol
1347,treiben::V,акацара,tiomáin
1348,anbinden::V,адҳəалара,ceangail
1349,füttern::V,акырҿаҵара,cothaigh
1350,füttern::V,акырҿаҵара,beathaigh
1351,melken::V,ахьара,bligh
1352,melken::V,ахьара,crúigh
1353,hacken::V,аҟəаҟəара,gearr
1354,gießen::V,аҵаҭəара,uiscigh
1355,reifen::V,ашəра,aibigh
1356,reifen::V,аҟалара,aibigh
1357,zubereiten::V,ацура,cócaráil
1358,kochen::V,ажəра,bruith
1359,kochen::V,ажəра,beirigh
1360,backen::V,аӡра,bácáil
1361,braten::V,аӡра,róst
1362,braten::V,аӡра,frioch
1363,umrühren::V,аилрыхра,measc
1364,stricken::V,аҧара,cniotáil
1365,nähen::V,аӡахра,fuaigh
1366,färben::V,ашəра,dathaigh
1367,reinigen::V,арыцқьара,glan
1368,waschen::V,аӡәӡәара,nigh
1369,abwischen::V,арбара,glan
1370,spülen::V,аҭыршара,sruthlaigh
1371,fegen::V,аҧссара,scuab
1372,baden::V,аҽыкəабара,folc
1373,sich waschen::V,аҽыӡəӡəара,nigh é féin
1374,ausziehen::V,ашəыхра,bain de
1375,anziehen::V,ашəҵара,cuir ar
1376,sich anziehen::V,аҽеилаҳəара,gléas é féin
1377,kämmen::V,аҳəара,cíor
1378,schmücken::V,арҧшӡара,maisigh
1379,sagen::V,аҳəара,abair
1380,sprechen::V,ацəажəара,labhair
1381,reden::V,ацəажəара,caintigh
1382,reden::V,аицәажәара,caintigh
1383,sich unterhalten::V,аицәажәара,caintigh
1384,sich unterhalten::V,аицәажәара,tá ag comhrá
1385,fragen::V,азҵаара,fiafraigh
1386,fragen::V,азҵаара,cuir ceist
1387,bitten::V,аҳəара,iarr
1388,erzählen::V,аҳəара,inis
1389,erzählen::V,аҳəара,eachtraigh
1390,mitteilen::V,азыцҳара,aithris
1391,mitteilen::V,азыцҳара,cuir in iúl
1392,nennen::V,ахьӡҵара,ainmnigh
1393,rufen::V,азҿыҭра,glaoigh
1394,prahlen::V,аҽхəара,maígh
1395,übersetzen::V,аиҭагара,aistrigh
1396,denken::V,азхəыцра,síl
1397,denken::V,азхəыцра,ceap
1398,glauben::V,ахаҵара,creid
1399,bemerken::V,агəаҭара,tabhair faoi deara
1400,erkennen::V,адырра,aithin
1401,begreifen::V,аилкаара,tuig
