,Concept_ID,sv,br
832,sinken::V,sjunka,en em izelat
833,abnehmen::V,avta,nebeutaat
834,abnehmen::V,minskas,nebeutaat
835,zunehmen::V,tilltaga,kreskiñ
836,steigen::V,stiga,sevel
837,wachsen::V,växa,kreskiñ
838,glänzen::V,glimma,lugernañ
839,funkeln::V,tindra,elieniñ
840,funkeln::V,gnistra,elieniñ
841,lärmen::V,bråka,rabotat
842,lärmen::V,väsnas,rabotat
843,läuten::V,ringa,
844,klingeln::V,ringa,
845,klirren::V,klirra,diridignat
846,klirren::V,klirra,sterlinkañ
847,brausen::V,brusa,gwegal
848,rauschen::V,susa,trouzal
849,klingen::V,låta,seniñ
850,klingen::V,klinga,seniñ
851,bellen::V,skälla,harzhal
852,heulen::V,yla,yudal
853,heulen::V,tjuta,yudal
854,blasen::V,blåsa,c'hwezhañ
855,pfeifen::V,vissla,c'hwitellat
856,schreien::V,skrika,huchal
857,stöhnen::V,stöna,hirvoudiñ
858,zittern::V,darra,krenañ
859,zittern::V,skälva,krenañ
860,leben::V,leva,bevañ
861,geboren werden::V,födas,genel
862,atmen::V,andas,tennañ e anal
863,trinken::V,dricka,evañ
864,essen::V,äta,debriñ
865,schlucken::V,svälja,lonkañ
866,müde werden::V,tröttna,skuizhañ
867,einschlafen::V,somna,menel kousket
868,schlafen::V,sova,kousket
869,aufwachen::V,vakna,dihuniñ
870,aufstehen::V,stiga upp,sevel
871,sich erholen::V,repa sig,diskuizhañ
872,sich erholen::V,hämta sig,diskuizhañ
873,krank werden::V,insjukna,klañviñ
874,krank sein::V,vara sjuk,bezañ klañv
875,schmerzen::V,smärta,skourjezañ
876,schmerzen::V,göra ont,skourjezañ
877,husten::V,hosta,pasaat
878,husten::V,hosta,peudal
879,genesen::V,tillfriskna,pareañ
880,sterben::V,dö,mervel
881,umkommen::V,omkomma,perisañ
882,sich bewegen::V,röra sig,bouljal
883,sich rühren::V,röra på sig,fiñval
884,sich erheben::V,resa sig,sevel
885,sich setzen::V,sätta sig,azezañ
886,sich setzen::V,sätta sig,mont en e goazez
887,hinfallen::V,falla omkull,kouezhañ
888,laufen::V,löpa,redek
889,schreiten::V,skrida,kerzhet
890,spazierengehen::V,promenera,pourmen
891,eilen::V,ila,hastañ
892,sich beeilen::V,skynda sig,hastañ
893,sausen::V,susa,karzhañ
894,rennen::V,löpa,redek
895,rennen::V,springa,redek
896,springen::V,hoppa,lammat
897,klettern::V,klättra,krimpat
898,schaukeln::V,gunga,brañsellat
899,kriechen::V,kräla,skrampañ
900,schwimmen::V,simma,neuial
901,tauchen::V,dyka,splujañ
902,rudern::V,ro,roeñvat
903,fahren::V,köra,kas
904,fahren::V,köra,bleniañ
905,fliegen::V,flyga,nijal
906,gehen::V,gå,mont
907,weggehen::V,gå bort,mont kuit
908,abfahren::V,resa,mont kuit
909,abfahren::V,avresa,mont kuit
910,anhalten::V,stanna,chom a-sav
911,hineingehen::V,gå in,monet e-barzh
912,eintreten::V,träda in,monet e-barzh
913,kommen::V,komma,dont
914,ankommen::V,ankomma,erruout
915,zurückkommen::V,återkomma,addonet
916,bleiben::V,bli,chom
917,bleiben::V,förbli,chom
918,warten::V,vänta,gortoz
919,erwarten::V,vänta,gortoz
920,suchen::V,leta,klask
921,finden::V,finna,kavout
922,versuchen::V,försöka,klask
923,vorbereiten::V,förbereda,aozañ
924,lieben::V,älska,karout
925,mögen::V,tycka om,karout
926,lachen::V,skratta,c'hoarzin
927,rühren::V,röra,tenerañ
928,weinen::V,gråta,gouelañ
929,schimpfen::V,skälla,krozal
930,sich ärgern::V,förargas,fachañ
931,sich ärgern::V,förargas,en em fachañ
932,sich fürchten::V,vara rädd,
933,fürchten::V,frukta,
934,fliehen::V,fly,tec'het
935,fliehen::V,rymma,tec'het
936,flüchten::V,fly,tuzañ
937,sehen::V,se,gwelet
938,anschauen::V,se på,sellout ouzh
939,anschauen::V,betrakta,sellout ouzh
940,ansehen::V,åse,sellout ouzh
941,hören::V,höra,klevet
942,zuhören::V,höra på,selaou
943,zuhören::V,lyssna till,selaou
944,probieren::V,smaka,blasa
945,probieren::V,smaka på,blasa
946,riechen::V,lukta,klevet
947,fühlen::V,känna,santout
948,scheinen::V,verka,diskouez bezañ
949,scheinen::V,tyckas,diskouez bezañ
950,zu sehen sein::V,synas,bezañ gwelus
951,zu sehen sein::V,kunna ses,bezañ gwelus
952,vernehmen::V,få veta,merzhañ
953,vernehmen::V,förnimma,merzhañ
954,frieren::V,frysa,anoued
955,tun::V,göra,ober
956,können::V,kunna,gouzout
957,wollen::V,vilja,fellout da
958,wollen::V,vilja,kaout c'hoant da
959,anfangen::V,börja,kregiñ
960,beenden::V,avsluta,achuiñ
961,aufhören::V,sluta,paouez
962,aufhören::V,upphöra,paouez
963,gelingen::V,lyckas,
964,geraten::V,bli,
965,öffnen::V,öppna,digeriñ
966,schließen::V,låsa,serriñ
967,schließen::V,stänga,serriñ
968,stellen::V,ställa,lakaat
969,setzen::V,sätta,lakaat
970,legen::V,lägga,lakaat
971,berühren::V,beröra,touch
972,verbinden::V,förbinda,eren
973,bedecken::V,täcka,goloiñ
974,bedecken::V,betäcka,goloiñ
975,aufhängen::V,hänga,istribilhañ
976,aufhängen::V,hänga upp,istribilhañ
977,anzünden::V,tända,alumiñ
978,anzünden::V,tända,c'hwezzañ
979,anzünden::V,antända,alumiñ
980,anzünden::V,antända,c'hwezzañ
981,anzünden::V,tända på,alumiñ
982,anzünden::V,tända på,c'hwezzañ
983,aufheben::V,lyfta,dastum
984,zurücklassen::V,lämna,lezel
985,zurücklassen::V,efterlämna,lezel
986,verlieren::V,mista,koll
987,verlieren::V,förlora,koll
988,fallen lassen::V,tappa,laoskel
989,fallen lassen::V,tappa,lezel da gouezhel
990,fallen lassen::V,släppa,laoskel
991,fallen lassen::V,släppa,lezel da gouezhel
992,machen::V,göra,ober
993,herstellen::V,tillverka,fardañ
994,herstellen::V,framställa,fardañ
995,bauen::V,bygga,sevel
996,reparieren::V,reparera,adaozañ
997,verbessern::V,rätta,gwellaat
998,verbessern::V,förbättra,gwellaat
999,ändern::V,ändra,cheñch
1000,ändern::V,förändra,cheñch
1001,graben::V,gräva,kleuzañ
1002,beugen::V,böja,plegañ
1003,biegen::V,böja,krommañ
1004,biegen::V,kröka,krommañ
1005,drehen::V,vrida,treiñ
1006,wenden::V,vända,treiñ
1007,umdrehen::V,vrida om,treiñ
1008,heben::V,häva,sevel
1009,hochheben::V,lyfta,sevel
1010,ergreifen::V,gripa,kemer
1011,halten::V,hålla,dalc'hen
1012,drücken::V,trycka,bountañ
1013,schieben::V,skjuta,poulzañ
1014,kratzen::V,riva,skrabat
1015,kratzen::V,skrapa,skrabat
1016,lecken::V,slicka,lipat
1017,beißen::V,bita,kregiñ
1018,abreißen::V,slita_av,diframmañ
1019,abreißen::V,riva_av,diframmañ
1020,abschneiden::V,skära av,troc'hañ
1021,binden::V,binda,stagañ
1022,stecken::V,sticka,sankañ
1023,brechen::V,bryta,darnaouiñ
1024,brechen::V,brista,darnaouiñ
1025,klopfen::V,banka,skoiñ
1026,klopfen::V,klappa,skoiñ
1027,hauen::V,hugga,dornañ
1028,kleben::V,klistra,pegañ
1029,reiben::V,gnida,taravat
1030,reiben::V,gnida,trekiñ
1031,streichen::V,smörja,toazañ
1032,schleifen::V,slipa,lemmañ
1033,schneiden::V,skära,troc'hañ
1034,schneiden::V,klippa,troc'hañ
1035,rütteln::V,skaka,tordorosañ
1036,schütteln::V,rista,hejañ
1037,schwenken::V,svänga,
1038,schütten::V,hälla,diskargañ
1039,füllen::V,fylla,kargañ
1040,einwickeln::V,slå in,gronnañ
1041,einwickeln::V,veckla in,gronnañ
1042,tragen::V,bära,dougen
1043,schleppen::V,släpa,stlejal
1044,ziehen::V,dra,sachañ
1045,aufbewahren::V,förvara,miret
1046,aufbewahren::V,ta vara på,miret
1047,werfen::V,kasta,teuler
1048,fangen::V,fånga,tapañ
1049,packen::V,gripa,krapat
1050,packen::V,gripa tag,krapat
1051,verstecken::V,gömma,kuzhat
1052,teilen::V,dela,rannañ
1053,schicken::V,skicka,kas
1054,bringen::V,bringa,degas
1055,hinzufügen::V,tillägga,lakat ouzhpenn
1056,bekommen::V,få,kaout
1057,bekommen::V,erhålla,kaout
1058,erhalten::V,få,kaout
1059,erhalten::V,erhålla,kaout
1060,nehmen::V,ta,kemer
1061,nehmen::V,taga,kemer
1062,wählen::V,välja,choaz
1063,auswählen::V,utvälja,dibab
1064,bewahren::V,bevara,mirout
1065,behindern::V,hindra,diaezañ
1066,behindern::V,förhindra,diaezañ
1067,verderben::V,förstöra,lovrañ
1068,beschädigen::V,skada,gwallegañ
1069,zerbrechen::V,bryta isär,torriñ
1070,zerbrechen::V,bryta sönder,torriñ
1071,zerreißen::V,riva sönder,diroegiñ
1072,zerreißen::V,slita sönder,diroegiñ
1073,zerstören::V,förstöra,distrujañ
1074,verbrennen::V,bränna,deviñ
1075,verbrennen::V,bränna upp,deviñ
1076,geben::V,ge,reiñ
1077,reichen::V,räcka,
1078,schenken::V,skänka,donezonañ
1079,versprechen::V,lova,prometiñ
1080,wünschen::V,önska,hetiñ
1081,loben::V,lova,feurmiñ
1082,loben::V,beröma,feurmiñ
1083,küssen::V,pussa,pokat
1084,wiegen::V,vagga,pouezañ
1085,zudecken::V,täcka,goloiñ
1086,wecken::V,väcka,dihuniñ
1087,zeigen::V,visa,diskouez
1088,führen::V,föra,kas
1089,lehren::V,lära,deskiñ
1090,unterrichten::V,undervisa,kelenn
1091,aufziehen::V,uppfostra,
1092,leiten::V,leda,bleinañ
1093,antreiben::V,driva på,poulzañ
1094,lassen::V,få att,leuskel
1095,einladen::V,bjuda,pediñ
1096,einladen::V,inbjuda,pediñ
1097,vereinigen::V,förena,unisañ
1098,besuchen::V,besöka,gweladenniñ
1099,treffen::V,möta,kejal
1100,treffen::V,möta,ankontrañ
1101,treffen::V,träffa,kejal
1102,treffen::V,träffa,ankontrañ
1103,sich versammeln::V,församla sig,bodennañ
1104,spielen::V,leka,c'hoari
1105,spielen::V,spela,c'hoari
1106,singen::V,sjunga,kanañ
1107,tanzen::V,dansa,dañsal
1108,sich trennen::V,skiljas,dispartiañ
1109,verlassen::V,lämna,lezel
1110,verlassen::V,överge,lezel
1111,retten::V,rädda,saveteiñ
1112,bewachen::V,bevaka,mesa
1113,schützen::V,skydda,diwall
1114,schützen::V,beskydda,diwall
1115,verteidigen::V,försvara,difenn
1116,sich schlagen::V,slåss,lopañ
1117,schießen::V,skjuta,
1118,siegen::V,segra,trec'hiñ
1119,ärgern::V,förarga,hegasiñ
1120,schlagen::V,slå,skeiñ
1121,treten::V,sparka,botaouiñ
1122,stechen::V,sticka,pikat
1123,stoßen::V,stöta,stokañ
1124,stehlen::V,stjäla,laerezh
1125,stören::V,störa,direnkañ
1126,belästigen::V,genera,dregasiñ
1127,belästigen::V,besvära,dregasiñ
1128,verbergen::V,dölja,skoachañ
1129,täuschen::V,vilseleda,tromplañ
1130,betrügen::V,bedra,lorbañ
1131,töten::V,döda,lazhañ
1132,wohnen::V,bo,bezañ o chom
1133,arbeiten::V,arbeta,labourat
1134,sammeln::V,samla,dastum
1135,pflücken::V,plocka,kuntuilhañ
1136,jagen::V,jaga,chaseal
1137,fischen::V,fiska,pesketa
1138,fassen::V,fånga,pakañ
1139,hüten::V,vakta,geota
1140,treiben::V,driva,
1141,anbinden::V,binda fast,stagañ
1142,füttern::V,fodra,boueta
1143,melken::V,mjölka,goro
1144,hacken::V,hacka,difrakal
1145,gießen::V,hälla,dourañ
1146,gießen::V,vattna,dourañ
1147,reifen::V,mogna,azviñ
1148,zubereiten::V,tillaga,keginañ
1149,zubereiten::V,tillreda,keginañ
1150,kochen::V,koka,poazhañ
1151,backen::V,baka,fritañ
1152,braten::V,steka,rostañ
1153,umrühren::V,röra om,
1154,stricken::V,sticka,stammañ
1155,nähen::V,sy,gwriat
1156,färben::V,färga,livañ
1157,reinigen::V,rensa,naetañ
1158,reinigen::V,rengöra,naetañ
1159,waschen::V,tvätta,gwalc'hiñ
1160,abwischen::V,torka av,torchañ
1161,spülen::V,spola,disgwalc'hiñ
1162,spülen::V,skölja,disgwalc'hiñ
1163,fegen::V,feja,skubañ
1164,kehren::V,sopa,skubañ
1165,baden::V,bada,kouronkañ
1166,sich waschen::V,tvätta sig,en em walc'hiñ
1167,ausziehen::V,ta av,
1168,anziehen::V,ta på,
1169,sich anziehen::V,klä på sig,gwiskañ
1170,kämmen::V,kamma,kribat
1171,schmücken::V,pynta,kinklañ
1172,schmücken::V,smycka,kinklañ
1173,sagen::V,säga,larêt
1174,sagen::V,säga,lavaret
1175,sprechen::V,tala,komz
1176,reden::V,tala,kaozeal
1177,reden::V,prata,kaozeal
1178,sich unterhalten::V,prata,balbotal
1179,fragen::V,fråga,goulenn
1180,fragen::V,spörja,goulenn
1181,bitten::V,be,goulenn
1182,erzählen::V,berätta,kontañ
1183,mitteilen::V,meddela,kemenn
1184,nennen::V,kalla,anviñ
1185,rufen::V,ropa,gelver
1186,prahlen::V,pråla,fougeal
1187,prahlen::V,skryta,fougeal
1188,übersetzen::V,tolka,treiñ
1189,übersetzen::V,översätta,treiñ
1190,denken::V,tänka,soñjal
1191,glauben::V,tro,krediñ
1192,bemerken::V,uppmärksamma,apresevañ
1193,bemerken::V,lägga märke till,apresevañ
1194,erkennen::V,känna igen,anavout
1195,begreifen::V,begripa,meizañ
1196,verstehen::V,förstå,kompren
1197,lernen::V,lära sig,deskiñ
1198,wissen::V,veta,gouzout
1199,sich erinnern an::V,minnas,kaout soñj e
1200,sich erinnern an::V,komma ihåg,kaout soñj e
1201,vergessen::V,glömma,ankouaat
1202,messen::V,mäta,muzuliañ
1203,zählen::V,räkna,kontañ
1204,rechnen::V,räkna,jedañ
1205,lesen::V,läsa,lenn
1206,malen::V,måla,livañ
1207,zeichnen::V,teckna,tresañ
1208,schreiben::V,skriva,skrivañ
1209,besitzen::V,äga,kaout
1210,besitzen::V,besitta,kaout
1211,kaufen::V,köpa,prenañ
1212,verkaufen::V,sälja,gwerzhañ
1213,bezahlen::V,betala,paeañ
1214,zahlen::V,betala,paeañ
1215,beherrschen::V,behärska,mestroniañ
1216,ertragen::V,tåla,anduriñ
1217,ertragen::V,uthärda,anduriñ
