,Concept_ID,is,tt
80,Rauch::N,reykur,төтен
81,Funke::N,neisti,очкын
82,Feuer::N,eldur,ут
83,Licht::N,ljós,якты
84,Schatten::N,skuggi,күләгә
85,Wetter::N,veður,һава
86,Nebel::N,þoka,томан
87,Wolke::N,ský,болыт
88,Regen::N,regn,яңгыр
89,Schnee::N,snjór,кар
90,Eis::N,ís,боз
91,Frost::N,frost,суык
92,Frost::N,frost,салкын
93,Kälte::N,kuldi,суык
94,Kälte::N,kuldi,салкын
95,Hitze::N,hiti,эсселек
96,Raureif::N,hrím,бәс
97,Raureif::N,hrím,сыкы
98,Regenbogen::N,regnbogi,салават күпере
99,Donner::N,þruma,күкрәү
100,Strömung::N,straumur,агыш'агым
101,Tropfen::N,dropi,тамчы
102,Schaum::N,froða,күбек
103,Schmutz::N,óhreinindi,пычрак
104,See::N,stöðuvatn,күл
105,Sumpf::N,fen,саз
106,Moor::N,mýri,торфлык
107,Wiese::N,engi,болын
108,Wald::N,skógur,урман
109,Hügel::N,hæð,калку
110,Hügel::N,hóll,калку
111,Anhöhe::N,hæð,үр
112,Anhöhe::N,hóll,үр
113,Berg::N,fell,тау
114,Berg::N,fjall,тау
115,Gipfel::N,tindur,оч
116,Höhle::N,hellir,мәгарә
117,Abhang::N,hlíð,кабырга
118,Abhang::N,brekka,кабырга
119,Quelle::N,lind,чишмә
120,Quelle::N,uppspretta,чишмә
121,Bach::N,lækur,елга
122,Fluss::N,á,дәрья
123,Fluss::N,fljót,дәрья
124,Ufer::N,árbakki,су кырые
125,Ufer::N,sjávarbakki,су кырые
126,Küste::N,strönd,яр буе
127,Festland::N,meginland,коры җир
128,Meer::N,haf,диңгез
129,Meer::N,sjór,диңгез
130,Bucht::N,vík,бухта
131,Bucht::N,vík,култык
132,Insel::N,eyja,атау
133,Insel::N,eyja,утрау
134,Blume::N,blóm,чәчкә
135,Gras::N,gras,үлән
136,Wurzel::N,rót,тамыр
137,Baum::N,tré,агач
138,Stamm::N,stofn,кәүсә
139,Rinde::N,börkur,кабык
140,Ast::N,grein,ботак
141,Zweig::N,angi,ботак
142,Zweig::N,angi,тармак
143,Zweig::N,kvistur,ботак
144,Zweig::N,kvistur,тармак
145,Blatt::N,blað,яфрак
146,Birke::N,birki,каен
147,Kiefer[Baum]::N,fura,нарат
148,Weide[Baum]::N,víðir,тал
149,Tanne::N,greni,чыршы
150,Horn::N,horn,мөгез
151,Feder::N,fjöður,йон
152,Fell::N,skinn,тире
153,Flügel::N,vængur,канат
154,Klaue::N,kló,тырнак
155,Kralle::N,kló,тырнак
156,Schwanz::N,rófa,койрык
157,Schwanz::N,skott,койрык
158,Ei::N,egg,күкәй
159,Ei::N,egg,йомырка
160,Nest::N,hreiður,оя
161,Bau::N,greni,өн
162,Bau::N,bæli,өн
163,Tier::N,dýr,хайван
164,Herde::N,hjörð,көтү
165,Kuh::N,kýr,сыер
166,Bulle::N,boli,үгез
167,Pferd::N,hestur,ат
168,Schaf::N,kind,сарык
169,Schwein::N,svín,дуңгыз
170,Hund::N,hundur,эт
171,Katze::N,köttur,песи
172,Bär::N,björn,аю
173,Eichhörnchen::N,íkorni,тиен
174,Elch::N,elgur,поши
175,Fuchs::N,refur,төлке
176,Hase::N,héri,куян
177,Maus::N,mús,тычкан
178,Wolf::N,úlfur,бүре
179,Vogel::N,fugl,кош
180,Schwarm::N,sægur,көтү
181,Huhn::N,hæna,тавык
182,Hahn::N,hani,әтәч
183,Gans::N,gæs,каз
184,Adler::N,örn,каракош
185,Ente::N,önd,үрдәк
186,Eule::N,uggla,ябалак
187,Kranich::N,trana,торна
188,Krähe::N,kráka,карга
189,Kuckuck::N,gaukur,күке
190,Kuckuck::N,gaukur,кәккүк
191,Schwan::N,svanur,аккош
192,Fisch::N,fiskur,балык
193,Barsch::N,aborri,алабуга
194,Hecht::N,gedda,чуртан
195,Schlange[Tier]::N,naðra,елан
196,Wurm::N,ormur,корт
197,Spinne::N,kónguló,үрмәкүч
198,Ameise::N,maur,кырмыска
199,Laus::N,lús,бет
200,Mücke::N,mý,черки
201,Mücke::N,mý,озынборын
202,Mücke::N,mýfluga,черки
203,Mücke::N,mýfluga,озынборын
204,Fliege::N,fluga,чебен
205,Schmetterling::N,fiðrildi,күбәләк
206,Beere::N,ber,җиләк
207,Apfel::N,epli,алма
208,Pilz::N,sveppur,гөмбә
209,Zwiebel::N,laukur,суган
210,Zwiebel::N,laukur,суганбаш
211,Saat::N,fræ,орлык
212,Saat::N,útsæði,орлык
213,Korn::N,korn,иген
214,Korn::N,korn,орлык
215,Heu::N,hey,печән
216,Schale::N,hýði,кабык
217,Grube::N,gryfja,баз
218,Grube::N,gryfja,чокыр
219,Falle::N,gildra,тозак
220,Falle::N,gildra,капкын
221,Schlinge::N,snara,элмәк
222,Spur::N,spor,эз
223,Asche::N,aska,көл
224,Dreck::N,óþverri,пычрак
225,Eisen::N,járn,тимер
226,Gold::N,gull,алтын
227,Silber::N,silfur,көмеш
228,Kohle::N,kol,күмер
229,Glas::N,gler,пыяла
230,Lehm::N,leir,балчык
231,Sand::N,sandur,ком
232,Mensch::N,maður,адәм
233,Mensch::N,maður,инсан
234,Mensch::N,manneskja,адәм
235,Mensch::N,manneskja,инсан
236,Mann::N,maður,ир
237,Mann::N,karlmaður,ир
238,Frau::N,kona,хатын
239,Kind::N,barn,бала
240,Kind::N,krakki,бала
241,Junge::N,drengur,малай
242,Mädchen::N,stelpa,кыз
243,Familie::N,fjölskylda,гаилә
244,Großvater::N,afi,бабай
245,Großmutter::N,amma,әби
246,Eltern::N,foreldrar,ата-ана
247,Vater::N,faðir,ата
248,Mutter::N,móðir,ана
249,Sohn::N,sonur,ул
250,Tochter::N,dóttir,кыз
251,Bruder::N,bróðir,кардәш
252,Schwester::N,systir,апа
253,Schwester::N,systir,сеңел
254,Onkel::N,föðurbróðir,дәдә
255,Onkel::N,föðurbróðir,дәдәй
256,Tante::N,frænka,түти
257,Tante::N,frænka,тәтәй
258,Tante::N,móðursystir,түти
259,Tante::N,móðursystir,тәтәй
260,Ehemann::N,eiginmaður,ир
261,Ehefrau::N,eiginkona,хатын
262,Freude::N,gleði,сөенеч
263,Gelächter::N,hlátur,көлү
264,Gelächter::N,hlátur,көлеш
265,Glück::N,gæfa,бәхет
266,Kummer::N,sorg,хәсрәт
267,Wunsch::N,ósk,теләк
268,Lust::N,fýsn,теләк
269,Lust::N,fýsn,теләү
270,Lust::N,löngun,теләк
271,Lust::N,löngun,теләү
272,Geist::N,andi,рух
273,Gedanke::N,hugsun,уй
274,Gedanke::N,hugsun,фикер
275,Gedächtnis::N,minni,хәтер
276,Verstand::N,vit,акыл
277,Sinn::N,merking,мәгънә
278,Grund::N,ástæða,сәбәп
279,Wahrheit::N,sannleikur,хак
280,Gespräch::N,samtal,әңгәмә
281,Märchen::N,ævintýri,әкият
282,Erzählung::N,saga,хикәя
283,Nachricht::N,frétt,хәбәр
284,Neuigkeit::N,frétt,яңалык
285,Name::N,nafn,исем
286,Rätsel::N,gáta,табышмак
287,Rede::N,ræða,нотык
288,Sprache::N,mál,тел
289,Sprache::N,tungumál,тел
290,Stimme::N,rödd,тавыш
291,Wort::N,orð,сүз
292,Zeichen::N,tákn,ишарә
293,Zeichen::N,merki,ишарә
294,Ruf::N,kall,дәшү
295,Lärm::N,hávaði,шау
296,Laut::N,hljóð,аваз
297,Ton::N,tónn,шалтырату
298,Lied::N,ljóð,җыр
299,Lied::N,söngur,җыр
300,Ruhe::N,ró,тынлык
301,Ruhe::N,kyrrð,тынлык
302,Leute::N,fólk,халык
303,Volk::N,þjóð,халык
304,Arbeit::N,vinna,эш
305,Arbeit::N,vinna,хезмәт
306,Gast::N,gestur,кунак
307,Geschenk::N,gjöf,бүләк
308,Spiel::N,leikur,уен
309,Gesellschaft::N,selskapur,җәмгыять
310,Hilfe::N,hjálp,ярдәм
311,Hilfe::N,hjálp,булышлык
312,Freund::N,vinur,дус
313,Kamerad::N,félagi,иптәш
314,Angelegenheit::N,mál,эш
315,Angelegenheit::N,málefni,эш
316,Anzahl::N,tala,микъдар
317,Anzahl::N,fjöldi,микъдар
318,Art::N,tegund,төр
319,Stück::N,biti,кисәк
320,Stück::N,stykki,кисәк
321,Teil::N,hluti,өлеш
322,Teil::N,partur,өлеш
323,Hälfte::N,helmingur,ярым
324,Kreis::N,hringur,түгәрәк
325,Kreuz::N,kross,хач
326,Kreuz::N,kross,тәре
327,Kreuz::N,krossmark,хач
328,Kreuz::N,krossmark,тәре
329,Linie::N,lína,сызык
330,Strich::N,strik,сызык
331,Abstand::N,millibil,ара
332,Entfernung::N,fjarlægð,ераклык
333,Gegend::N,hérað,урын
334,Platz::N,pláss,бушлык
335,Ort::N,staður,урын
336,Seite::N,hlið,як
337,Mitte::N,miðja,урта
338,Gegenstand::N,hlutur,нәрсә
339,Sache::N,mál,нәрсә
340,Rand::N,brún,чит
341,Kante::N,rönd,кырый
342,Ecke::N,horn,почмак
343,Spitze::N,oddur,оч
344,Ende::N,endi,азак
345,Loch::N,gat,тишек
346,Loch::N,hola,тишек
347,Winkel::N,skot,почмак
348,Winkel::N,krókur,почмак
349,Muster::N,munstur,парча
350,Größe::N,stærð,зурлык
351,Länge::N,lengd,озынлык
352,Höhe::N,hæð,биеклек
353,Gewicht::N,vigt,авырлык
354,Gewicht::N,þyngd,авырлык
355,Menge::N,magn,микъдар
356,Haufen::N,hrúga,өем
357,Haufen::N,haugur,өем
358,Reihe::N,röð,рәт
359,Boot::N,bátur,каек
360,Boot::N,bátur,көймә
361,Ruder::N,ár,ишкәк
362,Schlitten::N,sleði,чана
363,Ski::N,skíði,чаңгы
364,Lagerfeuer::N,varðeldur,костёр
365,Last::N,byrði,йөк
366,Last::N,farmur,йөк
367,Gang::N,ganga,йөреш
368,Schritt::N,skref,адым
369,Norden::N,norður,төньяк
370,Süden::N,suður,көньяк
371,Westen::N,vestur,көнбатыш
372,Osten::N,austur,шәрык
373,Osten::N,austur,көнчыгыш
374,Holz::N,viður,агач
375,Brett::N,fjöl,такта
376,Platte::N,flötur,плитә
377,Stütze::N,stoð,таяу
378,Stange::N,stöng,колга
379,Stock::N,prik,таяк
380,Stock::N,stafur,таяк
381,Stab::N,prik,таяк
382,Stab::N,stafur,таяк
383,Rohr::N,rör,торба
384,Rohr::N,pípa,торба
385,Haus::N,hús,өй
386,Haus::N,hús,йорт
387,Heim::N,heimili,гаилә
388,Heim::N,heimili,нәсел
389,Ofen::N,ofn,мич
390,Fußboden::N,gólf,идән
391,Tisch::N,borð,өстәл
392,Stuhl::N,stóll,утыргыч
393,Wiege::N,vagga,бишек
394,Bett::N,rúm,ятак
395,Bett::N,rúm,урын-җир
396,Bett::N,hvíla,ятак
397,Bett::N,hvíla,урын-җир
398,Regal::N,hilla,киштә
399,Regal::N,hilla,шүрлек
400,Kiste::N,kassi,әрҗә
401,Fenster::N,gluggi,тәрәзә
402,Tür::N,dyr,ишек
403,Tür::N,hurð,ишек
404,Tor::N,hlið,капка
405,Zaun::N,girðing,койма
406,Zaun::N,limgarður,койма
407,Dach::N,þak,түбә
408,Leiter::N,stigi,баскыч
409,Besen::N,sópur,себерке
410,Spaten::N,spaði,көрәк
411,Schaufel::N,skófla,көрәк
412,Gabel::N,gaffall,чәннечке
413,Löffel::N,skeið,кашык
414,Messer::N,hnífur,пычак
415,Nagel::N,nögl,кадак
416,Netz::N,net,челтәр
417,Haken::N,krókur,ыргак
418,Griff::N,tak,тотка
419,Schloss::N,lás,йозак
420,Bild::N,mynd,рәсем
421,Bild::N,mynd,картина
422,Figur::N,stytta,сын
423,Figur::N,stytta,фигура
424,Puppe::N,brúða,курчак
425,Beutel::N,poki,луза
426,Beutel::N,baggi,луза
427,Bündel::N,böggull,бәйләм
428,Tasche::N,veski,букча
429,Eimer::N,fata,чиләк
430,Deckel::N,lok,капкач
431,Geschirr::N,leirtau,савыт-саба
432,Geschirr::N,leirtau,кашык-аяк
433,Sack::N,sekkur,капчык
434,Tasse::N,bolli,чынаяк
435,Topf::N,pottur,чүлмәк
436,Kessel::N,ketill,казан
437,Essen::N,matur,ашау
438,Nahrung::N,fæða,азык
439,Nahrung::N,fæða,тәгам
440,Nahrung::N,fæða,ашамлык
441,Speise::N,réttur,ризык
442,Speise::N,matarréttur,ризык
443,Fleisch::N,kjöt,ит
444,Getreide::N,korn,ашлык
445,Brei::N,grautur,ботка
446,Brot::N,brauð,ипи
447,Brot::N,brauð,икмәк
448,Scheibe::N,sneið,телем
449,Fett::N,fita,май
450,Butter::N,smjör,май
451,Öl::N,olía,май
452,Salz::N,salt,тоз
453,Suppe::N,súpa,шулпа
454,Honig::N,hunang,бал
455,Milch::N,mjólk,сөт
456,Tee::N,te,чәй
457,Leder::N,skinn,күн
458,Wolle::N,ull,йон
459,Stoff::N,dúkur,тукыма
460,Nadel::N,nál,энә
461,Faden::N,þráður,җеп
462,Knopf::N,tala,төймә
463,Knopf::N,hnappur,төймә
464,Knoten::N,hnútur,төен
465,Farbe::N,málning,буяу
466,Kleidung::N,búningur,кием
467,Kleidung::N,klæðnaður,кием
468,Hemd::N,skyrta,күлмәк
469,Kragen::N,kragi,яка
470,Kragen::N,flibbi,яка
471,Ärmel::N,ermi,җиң
472,Hose::N,buxur,чалбар
473,Gürtel::N,belti,билбау
474,Mütze::N,húfa,бүрек
475,Schuh::N,skór,башмак
476,Stiefel::N,stígvél,итек
477,Ring::N,hringur,балдак
478,Band::N,band,тасма
479,Kamm::N,greiða,тарак
480,Spiegel::N,spegill,көзге
481,Riemen::N,ól,каеш
482,Riemen::N,reim,каеш
483,Schnur::N,snúra,бау
484,Leine::N,band,тезген
485,Decke::N,teppi,юрган
486,Kissen::N,koddi,мендәр
487,Tuch::N,klútur,яулык
488,Handtuch::N,þurrka,сөлгә
489,Handtuch::N,handklæði,сөлгә
490,Kraft::N,afl,егәр
491,Kraft::N,afl,дәрман
492,Kraft::N,kraftur,егәр
493,Kraft::N,kraftur,дәрман
494,Stärke::N,styrkur,көч
495,Stärke::N,styrkur,дәрман
496,Gesundheit::N,heilsa,саулык
497,Gesundheit::N,heilbrigði,саулык
498,Krankheit::N,sjúkdómur,чир
499,Krankheit::N,sjúkdómur,хаста
500,Krankheit::N,sjúkdómur,сырхау
501,Schmerz::N,sársauki,авырту
502,Wunde::N,sár,яра
503,Wunde::N,sár,җәрәхәт
504,Fieber::N,hitasótt,бизгәк
505,Arznei::N,lyf,дару
506,Brücke::N,brú,күпер
507,Brunnen::N,brunnur,кое
508,Weide::N,hagi,утлавык
509,Pfad::N,stígur,сукмак
510,Weg::N,vegur,юл
511,Straße::N,gata,урам
512,Straße::N,stræti,урам
513,Dorf::N,þorp,авыл
514,Stadt::N,borg,шәһәр
515,Brief::N,bréf,хат
516,Buch::N,bók,китап
517,Buchstabe::N,bókstafur,хәреф
518,Zeitung::N,dagblað,газет
519,Zeitung::N,dagblað,газета
520,Leben::N,líf,гомер
521,Leben::N,líf,тормыш
522,Leben::N,líf,тереклек
523,Tod::N,dauði,үлем
524,Grab::N,gröf,гүр
525,Grab::N,gröf,кабер
526,Kirche::N,kirkja,чиркәү
527,Sünde::N,synd,язык
528,Sünde::N,synd,гөнаһ
529,Gott::N,guð,алла
530,Gott::N,guð,ходай
531,Arbeiter::N,verkamaður,эшче
532,Chef::N,yfirmaður,башлык
533,Meister::N,meistari,оста
534,Arzt::N,læknir,врач
535,Arzt::N,læknir,табиб
536,Lehrer::N,kennari,укытучы
537,Lehrer::N,kennari,мөгаллим
538,Geld::N,peningar,акча
539,Geschäft::N,viðskipti,эш
540,Laden::N,búð,кибет
541,Laden::N,búð,магазин
542,Laden::N,verslun,кибет
543,Laden::N,verslun,магазин
544,Preis::N,verð,бәя
545,Preis::N,verð,бәһа
546,Ware::N,vara,товар
547,Nutzen::N,gagn,файда
548,Reichtum::N,auður,байлык
549,Welt::N,veröld,дөнья
550,Land::N,land,ил
551,Staat::N,ríki,дәүләт
552,König::N,konungur,патша
553,Macht::N,vald,хакимият
554,Grenze::N,landamæri,чик
555,Krieg::N,stríð,сугыш
556,Feind::N,fjandmaður,дошман
557,Gewalt::N,ofbeldi,көчләү
558,Kampf::N,bardagi,көрәш
559,Bogen[Waffe]::N,bogi,җәя
560,Pfeil::N,ör,ук
561,Gewehr::N,byssa,мылтык
562,Fehler::N,villa,хата
563,Lüge::N,lygi,ялган
564,Schaden::N,skemmd,зыян
565,Schaden::N,skemmd,зарар
566,Unglück::N,óhamingja,бәла
567,Schuld::N,sök,гаеп
568,Alter::N,aldur,яшь
569,Schluss::N,lok,ахыр
570,Schluss::N,endir,ахыр
571,Zeit::N,tími,заман
572,Tag::N,dagur,көн
573,Morgen::N,morgunn,иртә
574,Mittag::N,hádegi,өйлә
575,Abend::N,kvöld,кич
576,Nacht::N,nótt,төн
577,Woche::N,vika,атна
578,Monat::N,mánuður,ай
579,Jahr::N,ár,ел
580,Frühling::N,vor,яз
581,Sommer::N,sumar,җәй
582,Herbst::N,haust,көз
583,Winter::N,vetur,кыш
584,Januar::N,janúar,гыйнвар
585,Februar::N,február,февраль
586,März::N,mars,март
587,April::N,apríl,апрель
588,Mai::N,maí,май
589,Juni::N,júní,июнь
590,Juli::N,júlí,июль
591,August::N,ágúst,август
592,September::N,september,сентябрь
593,Oktober::N,október,октябрь
594,November::N,nóvember,ноябрь
595,Dezember::N,desember,декабрь
596,Montag::N,mánudagur,дүшәмбе
597,Dienstag::N,þriðjudagur,сишәмбе
598,Mittwoch::N,miðvikudagur,чәршәмбе
599,Donnerstag::N,fimmtudagur,атнакич
600,Donnerstag::N,fimmtudagur,пәнҗешәмбе
601,Freitag::N,föstudagur,җомга
602,Samstag::N,laugardagur,шимбә
603,Sonntag::N,sunnudagur,якшәмбе
604,groß::A,stór,зур
605,klein::A,lítill,кечкенә
606,lang::A,langur,озын
607,kurz::A,stuttur,кыска
608,breit::A,breiður,киң
609,schmal::A,mjór,кысык
610,dicht::A,þéttur,куе
611,dick[Gegenstand]::A,þykkur,калын
612,dünn::A,þunnur,нечкә
613,fein::A,fíngerður,нәзакәтле
614,fest::A,fastur,нык
615,flach::A,flatur,яссы
616,flach::A,flatur,ялпак
617,glatt::A,háll,шома
618,glatt::A,sléttur,шома
619,hart::A,harður,каты
620,weich::A,mjúkur,йомшак
621,rund::A,kringlóttur,түгәрәк
622,spitz::A,oddhvass,очлы
623,scharf::A,beittur,үткен
624,stumpf::A,bitlaus,үтмәс
625,schwer::A,þungur,салмак
626,schön::A,fagur,гүзәл
627,schön::A,fallegur,гүзәл
628,heiß::A,heitur,эссе
629,warm::A,hlýr,җылы
630,warm::A,heitur,җылы
631,kalt::A,kaldur,суык
632,kalt::A,kaldur,салкын
633,kühl::A,svalur,салкынча
634,frisch::A,frískur,салкынча
635,feucht::A,rakur,юеш
636,feucht::A,þvalur,юеш
637,nass::A,votur,дымлы
638,nass::A,blautur,дымлы
639,trocken::A,þurr,коры
640,voll::A,fullur,тулы
641,leer::A,tómur,буш
642,offen::A,opinn,ачык
643,geschlossen::A,lokaður,йомык
644,sauber::A,þrifinn,пакь
645,sauber::A,þrifinn,чиста
646,schmutzig::A,óhreinn,керле
647,schmutzig::A,óhreinn,пычрак
648,schmutzig::A,sóðalegur,керле
649,schmutzig::A,sóðalegur,пычрак
650,roh::A,hrár,чи
651,reif::A,þroskaður,өлгергән
652,lecker::A,ljúffengur,тәмле
653,süß::A,sætur,татлы
654,bitter::A,beiskur,ачы
655,sauer::A,súr,әче
656,hell::A,bjartur,якты
657,dunkel::A,dimmur,кара
658,schwarz::A,svartur,кара
659,weiß::A,hvítur,ак
660,rot::A,rauður,кызыл
661,gelb::A,gulur,сары
662,blau::A,blár,күк
663,grün::A,grænn,яшел
664,grau::A,grár,соры
665,bunt::A,marglitur,чуар
666,billig::A,ódýr,арзан
667,teuer::A,dýr,хаклы
668,wertvoll::A,verðmætur,кыйммәтле
669,blind::A,blindur,сукыр
670,blind::A,blindur,күзсез
671,taub::A,heyrnarlaus,чукрак
672,taub::A,heyrnarlaus,саңгырау
673,kräftig::A,öflugur,егәрле
674,stark::A,sterkur,нык
675,stark::A,sterkur,базык
676,schwach::A,veill,зәгыйфь
677,fett::A,feitur,симез
678,schlank::A,grannur,нәзек
679,schlank::A,spengilegur,нәзек
680,hübsch::A,snotur,чибәр
681,hübsch::A,laglegur,чибәр
682,böse::A,illur,усал
683,böse::A,vondur,усал
684,dumm::A,heimskur,акылсыз
685,faul::A,latur,ялкау
686,faul::A,latur,иренчәк
687,fleißig::A,iðinn,тырыш
688,fleißig::A,iðinn,тырышучан
689,geizig::A,nískur,саран
690,klug::A,hygginn,акыллы
691,geschickt::A,fimur,маһир
692,geschickt::A,laginn,маһир
693,lieb::A,kær,сөекле
694,lieb::A,ljúfur,сөекле
695,lustig::A,kátur,күңелле
696,sanft::A,blíður,басынкы
697,hungrig::A,soltinn,ач
698,hungrig::A,hungraður,ач
699,krank::A,sjúkur,чирле
700,krank::A,sjúkur,сырхау
701,nackt::A,nakinn,шәрә
702,traurig::A,dapur,ямансу
703,traurig::A,hryggur,ямансу
704,lebendig::A,lifandi,тере
705,gut::A,góður,яхшы
706,schlecht::A,slæmur,начар
707,schlecht::A,lélegur,начар
708,richtig::A,réttur,дөрес
709,schlimm::A,slæmur,әшәкә
710,wahr::A,sannur,чып-чын
711,alt::A,gamall,иске
712,neu::A,nýr,яңа
713,ehemalig::A,fyrrverandi,элекке
714,alt[Lebewesen]::A,gamall,карт
715,jung::A,ungur,яшь
716,arm::A,vesall,фәкыйрь
717,arm::A,fátækur,фәкыйрь
718,reich::A,ríkur,бай
719,reich::A,auðugur,бай
720,bekannt::A,kunnugur,таныш
721,berühmt::A,frægur,атаклы
722,fremd::A,framandi,ят
723,fremd::A,ókunnugur,ят
724,verschieden::A,ýmis,төрле
725,nah::A,nálægur,якын
726,fern::A,fjarri,ерак
727,fern::A,fjarlægur,ерак
728,linker::A,vinstri,сул
729,rechter::A,hægri,уң
730,anderer::A,annar,бүтән
731,erster::A,fyrsti,беренче
732,zweiter::A,annar,икенче
733,dritter::A,þriðji,өченче
734,letzter::A,síðasti,ахыргы
735,allein::ADV,einn,ялгыз
736,allein::ADV,aleinn,ялгыз
737,auf einmal::ADV,allt í einu,бердән
738,zusammen::ADV,saman,бергә
739,lange::ADV,lengi,озак
740,plötzlich::ADV,skyndilega,искәрмәстән
741,sofort::ADV,strax,хәзер
742,sofort::ADV,þegar í stað,хәзер
743,später::ADV,seinna,соңрак
744,jetzt::ADV,nú,хәзер
745,jetzt::ADV,núna,хәзер
746,heute::ADV,í dag,бүген
747,morgen::ADV,á morgun,иртәгә
748,bald::ADV,brátt,тиздән
749,bald::ADV,bráðum,тиздән
750,dann::ADV,svo,аннары
751,dann::ADV,síðan,аннары
752,gestern::ADV,í gær,кичә
753,einst::ADV,forðum,берчак
754,damals::ADV,þá,ул вакытта
755,damals::ADV,þá,ул чакта
756,damals::ADV,á þeim tímum,ул вакытта
757,damals::ADV,á þeim tímum,ул чакта
758,danach::ADV,á eftir því,да
759,vorher::ADV,áður,элек
760,zuerst::ADV,fyrst,башта
761,einmal::ADV,einu sinni,бер
762,einmal::ADV,einu sinni,бер мәртәбә
763,manchmal::ADV,stundum,кайчакта
764,oft::ADV,oft,еш
765,immer::ADV,alltaf,һәркайчан
766,immer::ADV,sífellt,һәркайчан
767,niemals::ADV,aldrei,hичбер вакыт
768,hier::ADV,hér,монда
769,hier::ADV,hér,биредә
770,hierhin::ADV,hingað,монда
771,von hier::ADV,héðan,моннан
772,dort::ADV,þar,анда
773,dort::ADV,þarna,анда
774,dorthin::ADV,þangað,тегеләй
775,geradeaus::ADV,beint áfram,турыдан-туры
776,vorwärts::ADV,áfram,алга
777,rückwärts::ADV,aftur á bak,кире
778,zurück::ADV,aftur,кире
779,zurück::ADV,til baka,кире
780,unten::ADV,niðri,түбәндә
781,unten::ADV,fyrir neðan,түбәндә
782,hinab::ADV,niður,аска
783,hinab::ADV,niður eftir,аска
784,oben::ADV,uppi,өстә
785,oben::ADV,uppi,югарыда
786,hinauf::ADV,upp,өскә
787,hinauf::ADV,upp eftir,өскә
788,überall::ADV,alls staðar,hәркайда
789,nicht::ADV,ekki,түгел
790,ein wenig::ADV,dálítið,бераз
791,kaum::ADV,varla,көчкә
792,kaum::ADV,tæplega,көчкә
793,sehr::ADV,mjög,бик
794,so::ADV,svo,алай
795,so::ADV,þannig,алай
796,noch::ADV,enn,янә
797,noch::ADV,enn,тагын
798,noch::ADV,ennþá,янә
799,noch::ADV,ennþá,тагын
800,nur::ADV,bara,фәкать
801,nur::ADV,aðeins,фәкать
802,schon::ADV,nú þegar,инде
803,wieder::ADV,aftur,янә
804,wieder::ADV,aftur,тагын
805,wieder::ADV,að nýju,янә
806,wieder::ADV,að nýju,тагын
807,vergebens::ADV,árangurslaust,юкка
808,vor::PRP,fyrir,алдыннан
809,hinter::PRP,bak við,арттан
810,hinter::PRP,aftur fyrir,арттан
