,Concept_ID,fr,uk
233,Bruder::N,frère,брат
234,Schwester::N,sœur,сестра
235,Onkel::N,oncle,дядько
236,Tante::N,tante,тітка
237,Ehemann::N,mari,чоловік
238,Ehemann::N,époux,чоловік
239,Ehefrau::N,femme,жінка
240,Ehefrau::N,femme,дружина
241,Ehefrau::N,épouse,жінка
242,Ehefrau::N,épouse,дружина
243,Freude::N,joie,радощі
244,Freude::N,plaisir,радощі
245,Gelächter::N,rires,сміх
246,Glück::N,bonheur,щастя
247,Kummer::N,peine,горе
248,Kummer::N,chagrin,горе
249,Wunsch::N,désir,бажання
250,Lust::N,envie,бажання
251,Geist::N,esprit,дух
252,Gedanke::N,idée,думка
253,Gedanke::N,pensée,думка
254,Gedächtnis::N,mémoire,пам’ять
255,Verstand::N,raison,розум
256,Sinn::N,sens,зміст
257,Sinn::N,sens,значення
258,Grund::N,cause,причина
259,Grund::N,raison,причина
260,Wahrheit::N,vérité,правда
261,Gespräch::N,conversation,розмова
262,Märchen::N,conte,байка
263,Märchen::N,conte de fées,байка
264,Erzählung::N,conte,повість
265,Erzählung::N,conte,оповідання
266,Erzählung::N,narration,повість
267,Erzählung::N,narration,оповідання
268,Nachricht::N,message,повідомлення
269,Neuigkeit::N,nouvelle,новина
270,Name::N,nom,ім’я
271,Rätsel::N,énigme,загадка
272,Rätsel::N,devinette,загадка
273,Rede::N,parole,промова
274,Rede::N,discours,промова
275,Sprache::N,langue,мова
276,Sprache::N,langage,мова
277,Stimme::N,voix,голос
278,Wort::N,mot,слово
279,Zeichen::N,signe,знак
280,Ruf::N,cri,оклик
281,Ruf::N,appel,оклик
282,Lärm::N,bruit,шум
283,Laut::N,son,звук
284,Ton::N,ton,тон
285,Lied::N,chant,пісня
286,Lied::N,chanson,пісня
287,Ruhe::N,calme,спокій
288,Ruhe::N,tranquillité,спокій
289,Leute::N,gens,люди
290,Volk::N,peuple,народ
291,Arbeit::N,travail,робота
292,Gast::N,hôte,гість
293,Gast::N,invité,гість
294,Geschenk::N,cadeau,подарунок
295,Geschenk::N,présent,подарунок
296,Spiel::N,jeu,гра
297,Gesellschaft::N,compagnie,товариство
298,Hilfe::N,aide,допомога
299,Hilfe::N,secours,допомога
300,Freund::N,ami,друг
301,Freund::N,ami,приятель
302,Kamerad::N,copain,товариш
303,Kamerad::N,camarade,товариш
304,Angelegenheit::N,affaire,справа
305,Anzahl::N,nombre,число
306,Art::N,sorte,рід
307,Art::N,espèce,рід
308,Stück::N,morceau,кусок
309,Teil::N,part,частина
310,Teil::N,partie,частина
311,Hälfte::N,moitié,половина
312,Kreis::N,cercle,круг
313,Kreis::N,cercle,коло
314,Kreuz::N,croix,хрест
315,Linie::N,ligne,лінія
316,Strich::N,trait,штрих
317,Abstand::N,écart,проміжок
318,Entfernung::N,distance,відстань
319,Gegend::N,région,місцевість
320,Gegend::N,contrée,місцевість
321,Platz::N,place,площа
322,Ort::N,lieu,місце
323,Ort::N,endroit,місце
324,Seite::N,côté,сторона
325,Mitte::N,milieu,середина
326,Gegenstand::N,objet,предмет
327,Sache::N,chose,річ
328,Rand::N,bord,край
329,Kante::N,arête,ребро
330,Ecke::N,coin,ріг
331,Ecke::N,tournant,ріг
332,Spitze::N,cime,кінчик
333,Spitze::N,pointe,кінчик
334,Ende::N,bout,кінець
335,Loch::N,trou,діра
336,Winkel::N,coin,куток
337,Winkel::N,réduit,куток
338,Muster::N,dessin,узор
339,Größe::N,grandeur,розмір
340,Länge::N,longueur,довжина
341,Höhe::N,hauteur,висота
342,Höhe::N,altitude,висота
343,Gewicht::N,poids,вага
344,Menge::N,quantité,кількість
345,Haufen::N,tas,купа
346,Reihe::N,file,ряд
347,Reihe::N,rangée,ряд
348,Boot::N,canot,човен
349,Boot::N,bateau,човен
350,Ruder::N,rame,весло
351,Ruder::N,aviron,весло
352,Schlitten::N,traîneau,сани
353,Ski::N,ski,лижа
354,Lagerfeuer::N,feu de camp,вогнище
355,Last::N,charge,тягар
356,Last::N,charge,вантаж
357,Last::N,fardeau,тягар
358,Last::N,fardeau,вантаж
359,Gang::N,tour,хід
360,Gang::N,marche,хід
361,Schritt::N,pas,крок
362,Norden::N,nord,північ
363,Süden::N,sud,південь
364,Westen::N,ouest,захід
365,Westen::N,occident,захід
366,Osten::N,est,схід
367,Osten::N,orient,схід
368,Holz::N,bois,дрова
369,Brett::N,planche,дошка
370,Platte::N,plaque,плита
371,Stütze::N,appui,підпірка
372,Stütze::N,soutien,підпірка
373,Stange::N,barre,жердина
374,Stange::N,perche,жердина
375,Stock::N,canne,палиця
376,Stab::N,bâton,палиця
377,Rohr::N,tube,труба
378,Rohr::N,tuyau,труба
379,Haus::N,maison,дім
380,Haus::N,maison,хата
381,Heim::N,maison,житло
382,Ofen::N,poêle,піч
383,Fußboden::N,plancher,підлога
384,Tisch::N,table,стіл
385,Stuhl::N,chaise,стілець
386,Wiege::N,berceau,колиска
387,Bett::N,lit,ліжко
388,Bett::N,lit,постіль
389,Regal::N,étagère,полиця
390,Kiste::N,caisse,ящик
391,Fenster::N,fenêtre,вікно
392,Tür::N,porte,двері
393,Tor::N,porte,ворота
394,Tor::N,portail,ворота
395,Zaun::N,clôture,паркан
396,Zaun::N,clôture,огорожа
397,Dach::N,toit,дах
398,Leiter::N,échelle,драбина
399,Besen::N,balai,мітла
400,Spaten::N,bêche,заступ
401,Schaufel::N,pelle,совок
402,Schaufel::N,pelle,лопата
403,Gabel::N,fourchette,виделка
404,Löffel::N,cuiller,ложка
405,Messer::N,couteau,ніж
406,Nagel::N,clou,цвях
407,Netz::N,filet,сіть
408,Haken::N,croc,крюк
409,Haken::N,crochet,крюк
410,Griff::N,prise,ручка
411,Griff::N,prise,держак
412,Griff::N,manche,ручка
413,Griff::N,manche,держак
414,Schloss::N,serrure,замок
415,Bild::N,image,картина
416,Bild::N,tableau,картина
417,Figur::N,figure,фігура
418,Puppe::N,poupée,лялька
419,Beutel::N,sac,мішечок
420,Beutel::N,sac,торбинка
421,Beutel::N,petit sac,мішечок
422,Beutel::N,petit sac,торбинка
423,Bündel::N,paquet,в’язка
424,Bündel::N,faisceau,в’язка
425,Tasche::N,sac,сумка
426,Eimer::N,seau,відро
427,Deckel::N,couvercle,кришка
428,Geschirr::N,vaisselle,посуд
429,Sack::N,sac,мішок
430,Tasse::N,tasse,чашка
431,Topf::N,pot,горщик
432,Topf::N,marmite,горщик
433,Kessel::N,chaudron,котел
434,Essen::N,repas,їжа
435,Essen::N,manger,їжа
436,Nahrung::N,nourriture,харч
437,Speise::N,plat,страва
438,Fleisch::N,viande,м’ясо
439,Getreide::N,blé,хліб
440,Getreide::N,blé,збіжжя
441,Getreide::N,céréales,хліб
442,Getreide::N,céréales,збіжжя
443,Brei::N,purée,каша
444,Brei::N,bouillie,каша
445,Brot::N,pain,хліб
446,Scheibe::N,tranche,скибочка
447,Fett::N,graisse,жир
448,Butter::N,beurre,масло
449,Öl::N,huile,олія
450,Salz::N,sel,сіль
451,Suppe::N,soupe,суп
452,Suppe::N,potage,суп
453,Honig::N,miel,мед
454,Milch::N,lait,молоко
455,Tee::N,thé,чай
456,Leder::N,cuir,шкіра
457,Wolle::N,laine,шерсть
458,Stoff::N,tissu,тканина
459,Stoff::N,étoffe,тканина
460,Nadel::N,aiguille,голка
461,Faden::N,fil,нитка
462,Knopf::N,bouton,ґудзик
463,Knoten::N,nœud,вузол
464,Farbe::N,peinture,фарба
465,Kleidung::N,vêtements,одяг
466,Kleidung::N,vêtements,убрання
467,Kleidung::N,habillement,одяг
468,Kleidung::N,habillement,убрання
469,Hemd::N,chemise,сорочка
470,Kragen::N,col,комір
471,Ärmel::N,manche,рукав
472,Hose::N,pantalon,брюки
473,Gürtel::N,ceinture,пояс
474,Mütze::N,bonnet,шапка
475,Mütze::N,casquette,шапка
476,Schuh::N,soulier,ботинок
477,Schuh::N,chaussure,ботинок
478,Stiefel::N,botte,чобіт
479,Ring::N,bague,кільце
480,Band::N,ruban,стрічка
481,Kamm::N,peigne,гребінець
482,Spiegel::N,glace,дзеркало
483,Spiegel::N,miroir,дзеркало
484,Riemen::N,lanière,ремінь
485,Riemen::N,courroie,ремінь
486,Schnur::N,corde,вірьовка
487,Schnur::N,ficelle,вірьовка
488,Leine::N,laisse,шворка
489,Decke::N,couverture,ковдра
490,Kissen::N,oreiller,подушка
491,Tuch::N,drap,хустка
492,Tuch::N,fichu,хустка
493,Handtuch::N,serviette,рушник
494,Handtuch::N,essuie-mains,рушник
495,Kraft::N,force,сила
496,Stärke::N,vigueur,сила
497,Gesundheit::N,santé,здоров’я
498,Krankheit::N,maladie,хвороба
499,Schmerz::N,douleur,біль
500,Wunde::N,plaie,рана
501,Wunde::N,blessure,рана
502,Fieber::N,fièvre,гарячка
503,Arznei::N,remède,ліки
504,Arznei::N,médecine,ліки
505,Brücke::N,pont,міст
506,Brunnen::N,puits,колодязь
507,Weide::N,pâturage,пасовище
508,Pfad::N,sentier,стежка
509,Weg::N,voie,шлях
510,Weg::N,voie,дорога
511,Weg::N,chemin,шлях
512,Weg::N,chemin,дорога
513,Straße::N,route,вулиця
514,Dorf::N,village,село
515,Stadt::N,cité,місто
516,Stadt::N,ville,місто
517,Brief::N,lettre,лист
518,Buch::N,livre,книга
519,Buch::N,livre,книжка
520,Buchstabe::N,lettre,буква
521,Buchstabe::N,lettre,літера
522,Buchstabe::N,caractère,буква
523,Buchstabe::N,caractère,літера
524,Zeitung::N,journal,газета
525,Leben::N,vie,життя
526,Tod::N,mort,смерть
527,Grab::N,tombe,могила
528,Kirche::N,église,церква
529,Sünde::N,péché,гріх
530,Gott::N,dieu,бог
531,Arbeiter::N,ouvrier,робітник
532,Arbeiter::N,travailleur,робітник
533,Chef::N,chef,хазяїн
534,Chef::N,patron,хазяїн
535,Meister::N,maître,умілець
536,Arzt::N,médecin,лікар
537,Lehrer::N,professeur,вчитель
538,Lehrer::N,instituteur,вчитель
539,Geld::N,argent,гроші
540,Geschäft::N,affaire,заняття
541,Geschäft::N,commerce,заняття
542,Laden::N,magasin,магазин
543,Laden::N,magasin,крамниця
544,Laden::N,boutique,магазин
545,Laden::N,boutique,крамниця
546,Preis::N,prix,ціна
547,Ware::N,marchandise,товар
548,Nutzen::N,profit,вигода
549,Nutzen::N,profit,користь
550,Reichtum::N,richesse,багатство
551,Welt::N,monde,світ
552,Land::N,pays,країна
553,Staat::N,État,держава
554,König::N,roi,король
555,Macht::N,pouvoir,влада
556,Macht::N,puissance,влада
557,Grenze::N,frontière,кордон
558,Krieg::N,guerre,війна
559,Feind::N,ennemi,ворог
560,Gewalt::N,violence,насильство
561,Kampf::N,lutte,бій
562,Kampf::N,lutte,боротьба
563,Kampf::N,combat,бій
564,Kampf::N,combat,боротьба
565,Bogen[Waffe]::N,arc,лук
566,Pfeil::N,flèche,стріла
567,Gewehr::N,fusil,рушниця
568,Gewehr::N,fusil,гвинтівка
569,Fehler::N,faute,помилка
570,Fehler::N,erreur,помилка
571,Lüge::N,mensonge,брехня
572,Schaden::N,dégât,шкода
573,Schaden::N,dégât,збиток
574,Schaden::N,dommage,шкода
575,Schaden::N,dommage,збиток
576,Unglück::N,malheur,нещастя
577,Schuld::N,faute,провина
578,Schuld::N,culpabilité,провина
579,Alter::N,âge,вік
580,Alter::N,âge,літа
581,Schluss::N,fin,кінець
582,Zeit::N,temps,час
583,Tag::N,jour,день
584,Tag::N,journée,день
585,Morgen::N,matin,ранок
586,Morgen::N,matinée,ранок
587,Mittag::N,midi,південь
588,Abend::N,soir,вечір
589,Abend::N,soirée,вечір
590,Nacht::N,nuit,ніч
591,Woche::N,semaine,тиждень
592,Monat::N,mois,місяць
593,Jahr::N,an,рік
594,Jahr::N,année,рік
595,Frühling::N,printemps,весна
596,Sommer::N,été,літо
597,Herbst::N,automne,осінь
598,Winter::N,hiver,зима
599,Januar::N,janvier,січень
600,Februar::N,février,лютий
601,März::N,mars,березень
602,April::N,avril,квітень
603,Mai::N,mai,травень
604,Juni::N,juin,червень
605,Juli::N,juillet,липень
606,August::N,août,серпень
607,September::N,septembre,вересень
608,Oktober::N,octobre,жовтень
609,November::N,novembre,листопад
610,Dezember::N,décembre,грудень
611,Montag::N,lundi,понеділок
612,Dienstag::N,mardi,вівторок
613,Mittwoch::N,mercredi,середа
614,Donnerstag::N,jeudi,четвер
615,Freitag::N,vendredi,п’ятниця
616,Samstag::N,samedi,субота
617,Sonntag::N,dimanche,неділя
618,groß::A,grand,великий
619,klein::A,petit,малий
620,klein::A,petit,маленький
621,lang::A,long,довгий
622,kurz::A,court,короткий
623,breit::A,large,широкий
624,schmal::A,étroit,вузький
625,dicht::A,dense,густий
626,dick[Gegenstand]::A,épais,товстий
627,dünn::A,mince,тонкий
628,fein::A,fin,дрібний
629,fein::A,menu,дрібний
630,fest::A,ferme,міцний
631,fest::A,solide,міцний
632,flach::A,plat,плоский
633,glatt::A,poli,рівний
634,glatt::A,poli,гладенький
635,glatt::A,lisse,рівний
636,glatt::A,lisse,гладенький
637,hart::A,dur,твердий
638,weich::A,mou,м’який
639,rund::A,rond,круглий
640,spitz::A,aigu,гострокінцевий
641,spitz::A,pointu,гострокінцевий
642,scharf::A,tranchant,гострий
643,stumpf::A,mousse,тупий
644,stumpf::A,émoussé,тупий
645,schwer::A,lourd,важкий
646,schwer::A,pesant,важкий
647,schön::A,beau,вродливий
648,heiß::A,chaud,жаркий
649,heiß::A,chaud,гарячий
650,heiß::A,très chaud,жаркий
651,heiß::A,très chaud,гарячий
652,warm::A,chaud,теплий
653,kalt::A,froid,холодний
654,kühl::A,frais,прохолодний
655,frisch::A,frais,свіжий
656,feucht::A,humide,вогкий
657,nass::A,mouillé,мокрий
658,trocken::A,sec,сухий
659,voll::A,plein,повний
660,voll::A,rempli,повний
661,leer::A,vide,пустий
662,offen::A,ouvert,відкритий
663,geschlossen::A,clos,закритий
664,geschlossen::A,clos,зачинений
665,geschlossen::A,fermé,закритий
666,geschlossen::A,fermé,зачинений
667,sauber::A,net,чистий
668,sauber::A,net,охайний
669,sauber::A,propre,чистий
670,sauber::A,propre,охайний
671,schmutzig::A,sale,брудний
672,schmutzig::A,crasseux,брудний
673,roh::A,cru,сирий
674,roh::A,brut,сирий
675,reif::A,mûr,зрілий
676,lecker::A,délicieux,смачний
677,lecker::A,appétissant,смачний
678,süß::A,doux,солодкий
679,bitter::A,amer,гіркий
680,sauer::A,aigre,кислий
681,hell::A,clair,світлий
682,dunkel::A,sombre,темний
683,schwarz::A,noir,чорний
684,weiß::A,blanc,сивий
685,rot::A,rouge,червоний
686,gelb::A,jaune,жовтий
687,blau::A,bleu,синій
688,grün::A,vert,зелений
689,grau::A,gris,сірий
690,bunt::A,multicolore,барвистий
691,billig::A,bon marché,дешевий
692,teuer::A,cher,дорогий
693,wertvoll::A,précieux,цінний
694,blind::A,aveugle,сліпий
695,taub::A,sourd,глухий
696,kräftig::A,fort,могутній
697,kräftig::A,vigoureux,могутній
698,stark::A,fort,сильний
699,stark::A,puissant,сильний
700,schwach::A,faible,слабкий
701,fett::A,gras,жирний
702,fett::A,gras,товстий
703,schlank::A,svelte,тонкий
704,schlank::A,svelte,стрункий
705,hübsch::A,joli,чарівний
706,böse::A,mauvais,злий
707,böse::A,mauvais,лихий
708,dumm::A,sot,дурний
709,dumm::A,bête,дурний
710,faul::A,fainéant,ледачий
711,faul::A,paresseux,ледачий
712,fleißig::A,appliqué,старанний
713,geizig::A,avare,скупий
714,klug::A,intelligent,мудрий
715,klug::A,intelligent,розумний
716,geschickt::A,habile,умілий
717,lieb::A,cher,милий
718,lieb::A,gentil,милий
719,lustig::A,gai,веселий
720,lustig::A,joyeux,веселий
721,sanft::A,doux,лагідний
722,hungrig::A,affamé,голодний
723,krank::A,malade,слабий
724,nackt::A,nu,голий
725,traurig::A,triste,сумний
726,lebendig::A,vivant,живий
727,gut::A,bon,добрий
728,schlecht::A,mauvais,поганий
729,schlecht::A,mauvais,кепський
730,richtig::A,juste,правильний
731,richtig::A,correct,правильний
732,schlimm::A,grave,бридкий
733,schlimm::A,mauvais,бридкий
734,wahr::A,vrai,справжній
735,wahr::A,véritable,справжній
736,alt::A,vieux,старий
737,neu::A,neuf,новий
738,neu::A,nouveau,новий
739,ehemalig::A,ancien,колишній
740,alt[Lebewesen]::A,âgé,старий
741,alt[Lebewesen]::A,vieux,старий
742,jung::A,jeune,молодий
743,arm::A,pauvre,бідний
744,reich::A,riche,багатий
745,bekannt::A,connu,знайомий
746,berühmt::A,fameux,славетний
747,berühmt::A,célèbre,славетний
748,fremd::A,étranger,чужий
749,verschieden::A,différent,різний
750,nah::A,lié,близький
751,nah::A,proche,близький
752,fern::A,éloigné,далекий
753,fern::A,lointain,далекий
754,linker::A,gauche,лівий
755,rechter::A,droit,правий
756,anderer::A,autre,інакший
757,erster::A,premier,перший
758,zweiter::A,second,другий
759,zweiter::A,deuxième,другий
760,dritter::A,troisième,третій
761,letzter::A,dernier,останній
762,allein::ADV,seul,сам
763,allein::ADV,seul,один
764,auf einmal::ADV,à la fois,відразу
765,zusammen::ADV,ensemble,разом
766,zusammen::ADV,ensemble,спільно
767,lange::ADV,longtemps,довго
768,plötzlich::ADV,tout à coup,раптом
769,sofort::ADV,immédiatement,зараз
770,später::ADV,plus tard,пізніше
771,jetzt::ADV,maintenant,тепер
772,heute::ADV,aujourd'hui,сьогодні
773,morgen::ADV,demain,завтра
774,bald::ADV,bientôt,незабаром
775,dann::ADV,puis,потім
776,dann::ADV,ensuite,потім
777,gestern::ADV,hier,вчора
778,einst::ADV,jadis,колись
779,einst::ADV,autrefois,колись
780,damals::ADV,alors,тоді
781,damals::ADV,à l'époque,тоді
782,danach::ADV,après,згодом
783,danach::ADV,ensuite,згодом
784,vorher::ADV,auparavant,раніше
785,zuerst::ADV,d'abord,спершу
786,zuerst::ADV,d'abord,спочатку
787,zuerst::ADV,premièrement,спершу
788,zuerst::ADV,premièrement,спочатку
789,einmal::ADV,une fois,один раз
790,manchmal::ADV,parfois,іноді
791,manchmal::ADV,parfois,інколи
792,manchmal::ADV,quelquefois,іноді
793,manchmal::ADV,quelquefois,інколи
794,oft::ADV,souvent,часто
795,immer::ADV,toujours,завжди
796,niemals::ADV,ne ... jamais,ніколи
797,hier::ADV,ici,тут
798,hierhin::ADV,par ici,сюди
799,von hier::ADV,d'ici,звідси
800,dort::ADV,là,там
801,dort::ADV,là-bas,там
802,dorthin::ADV,y,туди
803,dorthin::ADV,par là,туди
804,geradeaus::ADV,tout droit,прямо
805,vorwärts::ADV,en avant,вперед
806,rückwärts::ADV,en arrière,назад
807,zurück::ADV,de retour,назад
808,unten::ADV,en bas,внизу
809,unten::ADV,au-dessous,внизу
810,hinab::ADV,en bas,вниз
811,hinab::ADV,vers le bas,вниз
812,oben::ADV,dessus,вгорі
813,oben::ADV,en haut,вгорі
814,hinauf::ADV,en haut,вгору
815,hinauf::ADV,vers le haut,вгору
816,überall::ADV,partout,скрізь
817,nicht::ADV,ne ... pas,не
818,ein wenig::ADV,un peu,трохи
819,ein wenig::ADV,un peu,небагато
820,kaum::ADV,à peine,ледве
821,sehr::ADV,très,дуже
822,so::ADV,si,так
823,so::ADV,ainsi,так
824,noch::ADV,encore,ще
825,nur::ADV,seulement,лише
826,nur::ADV,seulement,тільки
827,nur::ADV,ne ... que,лише
828,nur::ADV,ne ... que,тільки
829,schon::ADV,déjà,вже
830,wieder::ADV,de nouveau,знову
831,vergebens::ADV,en vain,дарма
832,vor::PRP,devant,перед
833,hinter::PRP,derrière,ззаду
834,hinter::PRP,derrière,позаду
835,unter::PRP,sous,під
836,unter::PRP,au-dessous de,під
837,durch::PRP,par,крізь
838,durch::PRP,à travers,крізь
839,neben::PRP,à côté de,біля
840,zwischen::PRP,entre,між
841,wegen::PRP,à cause de,з-за
842,wegen::PRP,à cause de,через
843,dies::PRN,ceci,це
844,das::PRN,ce,то
845,das::PRN,cela,то
846,alles::PRN,tout,все
847,ich::PRN,je,я
848,ich::PRN,moi,я
849,du::PRN,tu,ти
850,du::PRN,toi,ти
851,er::PRN,il,він
852,er::PRN,lui,він
853,wir::PRN,nous,ми
854,ihr::PRN,vous,ви
