,Concept_ID,ar,mhr
134,Baum::N,شجرة,пуше́ҥге
135,Stamm::N,جذع,йы́тыр
136,Rinde::N,قشرة,шӱм
137,Ast::N,فرع,укш
138,Zweig::N,غصن,торма́к
139,Blatt::N,ورقة,лышта́ш
140,Birke::N,قضبان,куэ́
141,Kiefer[Baum]::N,صنوبرة,пӱ́нчӧ
142,Weide[Baum]::N,صفصاف,уа́
143,Tanne::N,شوح,кож
144,Tanne::N,تبوب,кож
145,Horn::N,قرن,шур
146,Feder::N,ريشة,пы́стыл
147,Fell::N,فرو,кова́ште
148,Flügel::N,جناح,шу́лдыр
149,Klaue::N,مخلب,кӱч
150,Kralle::N,مخلب,ла́па
151,Kralle::N,مخلب,копа́
152,Schwanz::N,ذيل,поч
153,Ei::N,بيض,му́но
154,Nest::N,عش,пыжа́ш
155,Bau::N,جحر,пыжа́ш
156,Tier::N,حيوان,я́нлык
157,Tier::N,حيوان,живо́тный
158,Herde::N,قطيع,кӱ́тӱ
159,Herde::N,قطيع,тӱшка́
160,Kuh::N,بقرة,ушка́л
161,Bulle::N,ثور,ӱ́шкыж
162,Pferd::N,خيل,и́мне
163,Schaf::N,شاة,шо́рык
164,Schwein::N,خنزير,сӧсна́
165,Hund::N,كلب,пий
166,Katze::N,قطة,пы́рыс
167,Bär::N,دب,маска́
168,Eichhörnchen::N,سنجاب,ур
169,Elch::N,موظ,шо́рдо
170,Fuchs::N,ثعلب,ры́выж
171,Hase::N,أرنب,мера́ҥ
172,Maus::N,فأرة,коля́
173,Wolf::N,ذئب,пи́ре
174,Vogel::N,طير,ка́йык
175,Schwarm::N,سرب,каша́к
176,Huhn::N,دجاجة,чы́ве
177,Hahn::N,ديك,агыта́н
178,Gans::N,وزة,ко́мбо
179,Adler::N,نسر,карагу́ш
180,Ente::N,بطة,лу́до
181,Eule::N,بوم,тумна́
182,Kranich::N,كركي,турня́
183,Krähe::N,غراب,кора́к
184,Kuckuck::N,وقواق,куку́
185,Schwan::N,إوز عراقي,йӱ́ксӧ
186,Fisch::N,سمك,кол
187,Barsch::N,فرخ أوربي,ола́ҥге
188,Hecht::N,سمك الكراكي,нуж
189,Hecht::N,سمك الكراكي,чорта́н
190,Schlange[Tier]::N,حية,ки́шке
191,Schlange[Tier]::N,ثعبان,ки́шке
192,Wurm::N,دودة,шукш
193,Spinne::N,عنكبوت,эҥыре́мыш
194,Ameise::N,نملة,ку́тко
195,Laus::N,قملة,тий
196,Mücke::N,ناموسة,шыҥа́
197,Fliege::N,ذبابة,ка́рме
198,Schmetterling::N,فراشة,лы́ве
199,Beere::N,حبة,мӧр
200,Apfel::N,تفاح,олма́
201,Pilz::N,فطر,по́ҥго
202,Zwiebel::N,بصل,шога́н
203,Saat::N,زرع,нӧ́шмӧ
204,Saat::N,زرع,туш
205,Korn::N,حبة,шу́рно
206,Heu::N,دريس,шу́до
207,Schale::N,قشرة,шӱм
208,Grube::N,نقرة,выне́м
209,Falle::N,فخ,лӧ́дӧ
210,Falle::N,مصيدة,лӧ́дӧ
211,Schlinge::N,عروة,о́птыш
212,Schlinge::N,عروة,шӧрга́лтыш
213,Spur::N,أثر,кыша́
214,Asche::N,رماد,ло́мыж
215,Dreck::N,قذر,лавыра́
216,Eisen::N,حديد,кӱ́ртньӧ
217,Gold::N,ذهب,шӧ́ртньӧ
218,Silber::N,فضة,ший
219,Kohle::N,فحم,мландышӱ́й
220,Glas::N,زجاج,янда́
221,Lehm::N,طين,шун
222,Sand::N,رمل,ошма́
223,Mensch::N,إنسان,еҥ
224,Mensch::N,إنسان,айде́ме
225,Mann::N,رجل,пӧръе́ҥ
226,Frau::N,امرأة,ӱдырама́ш
227,Kind::N,طفل,аза́
228,Junge::N,ولد,рве́зе
229,Mädchen::N,بنت,ӱдыра́ш
230,Familie::N,عائلة,еш
231,Großvater::N,جد,коча́
232,Großmutter::N,جدة,кова́
233,Eltern::N,أبوان,ача́-ава́
234,Eltern::N,والدان,ача́-ава́
235,Vater::N,أب,ача́
236,Mutter::N,أم,ава́
237,Sohn::N,إبن,э́рге
238,Tochter::N,بنت,ӱ́дыр
239,Tochter::N,إبنة,ӱ́дыр
240,Bruder::N,أخ,иза́
241,Bruder::N,أخ,шо́льо
242,Bruder::N,شقيق,иза́
243,Bruder::N,شقيق,шо́льо
244,Schwester::N,أخت,ака́
245,Onkel::N,عم,иза́
246,Tante::N,عمة,кока́
247,Ehemann::N,زوج,мари́й
248,Ehefrau::N,زوجة,ва́те
249,Freude::N,فرح,куа́н
250,Freude::N,فرح,куаныма́ш
251,Freude::N,سرور,куа́н
252,Freude::N,سرور,куаныма́ш
253,Gelächter::N,قهقهة,во́штылтыш
254,Glück::N,سعادة,пиа́л
255,Kummer::N,غم,о́йго
256,Wunsch::N,منية,ку́мыл
257,Lust::N,شهوة,ку́мыл
258,Geist::N,روح,ӧрт
259,Geist::N,روح,чон
260,Gedanke::N,فكرة,ой
261,Gedanke::N,فكرة,шоныма́ш
262,Gedächtnis::N,ذاكرة,шарныма́ш
263,Verstand::N,عقل,уш
264,Sinn::N,معنى,смысл
265,Grund::N,سبب,ама́л
266,Wahrheit::N,حقيقة,чын
267,Gespräch::N,محادثة,мутланыма́ш
268,Märchen::N,خرافة,йома́к
269,Erzählung::N,قصة,ойлыма́ш
270,Erzählung::N,حكاية,ойлыма́ш
271,Nachricht::N,خبر,увертарыма́ш
272,Neuigkeit::N,خبر جديد,уве́р
273,Name::N,اسم,лӱм
274,Rätsel::N,لغز,ту́што
275,Rede::N,خطبة,ойлыма́ш
276,Sprache::N,لغة,йы́лме
277,Stimme::N,صوت,йӱк
278,Wort::N,كلمة,ой
279,Wort::N,كلمة,мут
280,Zeichen::N,رمز,ти́ште
281,Zeichen::N,رمز,знак
282,Zeichen::N,إشارة,ти́ште
283,Zeichen::N,إشارة,знак
284,Ruf::N,نداء,ӱжма́ш
285,Lärm::N,صخب,лӱшкыма́ш
286,Lärm::N,صخب,йӱк-йӱа́н
287,Lärm::N,ضجة,лӱшкыма́ш
288,Lärm::N,ضجة,йӱк-йӱа́н
289,Laut::N,صوت,йӱк
290,Ton::N,نغمة,йӱксе́м
291,Lied::N,أغنية,му́ро
292,Ruhe::N,هدوء,ты́мык
293,Leute::N,ناس,еҥ-влак
294,Volk::N,شعب,ка́лык
295,Arbeit::N,عمل,паша́
296,Gast::N,ضيف,уна́
297,Geschenk::N,هدية,пӧле́к
298,Spiel::N,لعب,мо́дыш
299,Spiel::N,لعب,модма́ш
300,Gesellschaft::N,صحبة,тӱшка́
301,Hilfe::N,عون,по́лыш
302,Hilfe::N,مساعدة,по́лыш
303,Freund::N,صديق,таҥ
304,Freund::N,صديق,йолта́ш
305,Kamerad::N,زميل,таҥ
306,Angelegenheit::N,أمر,паша́
307,Angelegenheit::N,شأن,паша́
308,Anzahl::N,عدد,чот
309,Art::N,نوع,вид
310,Stück::N,قطعة,ка́тыш
311,Stück::N,قطعة,ла́стык
312,Teil::N,قسم,ужа́ш
313,Hälfte::N,نصف,пел
314,Hälfte::N,نصف,пе́ле
315,Kreis::N,دائرة,ты́ртыш
316,Kreuz::N,صليب,ыре́с
317,Linie::N,خط,ли́ний
318,Strich::N,شرطة,коре́ш
319,Abstand::N,مسافة,кокла́
320,Entfernung::N,بعد,тора́
321,Entfernung::N,بعد,ку́жыт
322,Gegend::N,ناحية,кунде́м
323,Platz::N,فراغ,ку́мдык
324,Ort::N,مكان,вер
325,Ort::N,مكان,о́лмо
326,Seite::N,جانب,ӧ́рдыж
327,Mitte::N,وسط,покше́л
328,Gegenstand::N,موضوع,наста́
329,Sache::N,شيء,наста́
330,Rand::N,حافة,тӱр
331,Kante::N,حافة,тӱр
332,Ecke::N,ركن,лук
333,Spitze::N,سن,вуй
334,Ende::N,طرف,муча́ш
335,Loch::N,ثقب,рож
336,Winkel::N,زاوية,лук
337,Muster::N,عينة,пеза́к
338,Muster::N,عينة,узо́р
339,Muster::N,عينة,ӱ́лгӧ
340,Größe::N,حجم,кӱ́кшыт
341,Länge::N,طول,ку́тыш
342,Höhe::N,علو,кӱ́кшыт
343,Höhe::N,ارتفاع,кӱ́кшыт
344,Gewicht::N,وزن,не́лыт
345,Menge::N,كمية,чот
346,Haufen::N,كوم,кы́шыл
347,Reihe::N,صف,рада́м
348,Boot::N,قارب,пуш
349,Boot::N,زورق,пуш
350,Ruder::N,مجذاف,эшка́к
351,Schlitten::N,مزلقة,тер
352,Schlitten::N,مزلقة,изде́р
353,Ski::N,زلاجة,е́че
354,Lagerfeuer::N,نار المخيم,туло́то
355,Last::N,حمل,нӧ́лтыш
356,Gang::N,مشية,ошкылма́ш
357,Schritt::N,خطوة,о́шкыл
358,Norden::N,شمال,йӱдйыма́л
359,Süden::N,جنوب,кечывалве́л
360,Westen::N,غرب,касве́л
361,Osten::N,شرق,эрве́л
362,Holz::N,خشب,пу
363,Brett::N,لوح,оҥа́
364,Platte::N,صفيحة,аста́р
365,Stütze::N,سند,чара́к
366,Stütze::N,دعامة,чара́к
367,Stange::N,عود,лома́ш
368,Stock::N,عصا,тоя́
369,Stab::N,قضيب,вара́
370,Stab::N,قضيب,кашта́
371,Rohr::N,أنبوبة,пуч
372,Haus::N,دار,пӧрт
373,Haus::N,بيت,пӧрт
374,Heim::N,بيت,мӧ́ҥгӧ
375,Heim::N,مسكن,мӧ́ҥгӧ
376,Ofen::N,مدفأة,комака́
377,Fußboden::N,أرضية,кӱва́р
378,Tisch::N,مائدة,ӱсте́л
379,Stuhl::N,كرسي,пӱке́н
380,Wiege::N,مهد,шепка́
381,Bett::N,سرير,ва́кшыш
382,Regal::N,رف,шӧ́рлык
383,Kiste::N,صندوق,шо́ндык
384,Kiste::N,صندوق,я́шлык
385,Fenster::N,شباك,окна́
386,Fenster::N,نافذة,окна́
387,Tür::N,باب,омса́
388,Tor::N,بوابة,капка́
389,Zaun::N,سياج,сава́р
390,Dach::N,سطح,леве́дыш
391,Leiter::N,سلم,тошка́лтыш
392,Besen::N,مكنسة,ӱштерво́штыр
393,Spaten::N,مسحاة,ко́льмо
394,Schaufel::N,مجرفة,сово́к
395,Schaufel::N,مجرفة,су́ско
396,Gabel::N,شوكة,ви́лке
397,Löffel::N,ملعقة,па́не
398,Löffel::N,ملعقة,совла́
399,Messer::N,سكين,кӱ́зӧ
400,Nagel::N,مسمار,пуда́
401,Netz::N,شبكة,вапш
402,Haken::N,خطاف,са́гыле
403,Haken::N,صنارة,са́гыле
404,Griff::N,قبضة,кыл
405,Schloss::N,قفل,кӧгӧ́н
406,Bild::N,صورة,сӱре́т
407,Figur::N,تمثال,фигу́р
408,Puppe::N,دمية,курча́к
409,Beutel::N,كيس,меша́к
410,Bündel::N,ربطة,арша́ш
411,Tasche::N,شنطة,сумка́
412,Tasche::N,محفظة,сумка́
413,Eimer::N,سطل,ведра́
414,Eimer::N,جردل,ведра́
415,Deckel::N,سداد,ко́мдыш
416,Geschirr::N,أوان,а́те
417,Sack::N,زكيبة,куль
418,Sack::N,زكيبة,меша́к
419,Tasse::N,فنجان,чу́кыр
420,Tasse::N,فنجان,чашка́
421,Topf::N,قدر,ми́ске
422,Topf::N,طنجرة,ми́ске
423,Kessel::N,قدر,под
424,Kessel::N,غلاية,под
425,Essen::N,طعام,ко́чкыш
426,Nahrung::N,غذاء,ку́рго
427,Speise::N,أكل,ко́чкыш
428,Fleisch::N,لحم,шыл
429,Getreide::N,حبوب,шу́рно
430,Brei::N,عصيدة,пу́чымыш
431,Brot::N,خبز,ки́нде
432,Scheibe::N,شريحة,ка́тыш
433,Fett::N,سمن,коя́
434,Butter::N,زبدة,ӱй
435,Öl::N,زيت,ӱй
436,Salz::N,ملح,шинча́л
437,Suppe::N,حساء,шӱр
438,Suppe::N,شربة,шӱр
439,Honig::N,عسل,мӱй
440,Milch::N,حليب,шӧр
441,Tee::N,شاي,чай
442,Leder::N,جلد,сура́н
443,Leder::N,جلد,шӱ́штӧ
444,Wolle::N,صوف,пун
445,Stoff::N,قماش,куэ́м
446,Stoff::N,قماش,посто́
447,Nadel::N,إبرة,и́ме
448,Faden::N,خيط,шӱ́ртӧ
449,Knopf::N,زر,по́лдыш
450,Knoten::N,عقدة,пышке́м
451,Farbe::N,صبغة,чия́
452,Kleidung::N,ملابس,чие́м
453,Kleidung::N,ملابس,вурге́м
454,Hemd::N,قميص,ту́выр
455,Kragen::N,ياقة,сога́
456,Ärmel::N,كم,шокш
457,Hose::N,سروال,йола́ш
458,Hose::N,بنطلون,йола́ш
459,Gürtel::N,حزام,ӱ́штӧ
460,Mütze::N,طاقية,упш
461,Schuh::N,حذاء,боти́нке
462,Stiefel::N,جزمة,кем
463,Stiefel::N,حذاء طويل,кем
464,Ring::N,حلقة,шерга́ш
465,Band::N,شريط,тасма́
466,Band::N,شريط,ле́нте
467,Kamm::N,مشط,шерге́
468,Spiegel::N,مرآة,вошто́нчыш
469,Riemen::N,سير,кӱзанӱ́штӧ
470,Schnur::N,حبل,кере́м
471,Schnur::N,حبل,кандыра́
472,Schnur::N,دوبارة,кере́м
473,Schnur::N,دوبارة,кандыра́
474,Leine::N,قيد,вӱра́ҥ
475,Decke::N,بطانية,леве́дыш
476,Decke::N,بطانية,одея́л
477,Kissen::N,وسادة,кӱ́пчык
478,Tuch::N,منديل,шо́выч
479,Handtuch::N,فوطة,со́лык
480,Handtuch::N,منشفة,со́лык
481,Kraft::N,قدرة,вий
482,Kraft::N,قدرة,куа́т
483,Stärke::N,قوة,куа́т
484,Stärke::N,قوة,карма́н
485,Gesundheit::N,صحة,таза́лык
486,Krankheit::N,مرض,чер
487,Schmerz::N,ألم,ко́рштыш
488,Schmerz::N,وجع,ко́рштыш
489,Wunde::N,جرح,су́сыр
490,Fieber::N,حمى,йӱштыму́ж
491,Fieber::N,حمى,лихора́дке
492,Arznei::N,دواء,эм
493,Brücke::N,جسر,кӱва́р
494,Brunnen::N,بئر,вӱдвыне́м
495,Weide::N,مرعى,нурше́р
496,Pfad::N,درب,йолго́рно
497,Pfad::N,درب,сокма́к
498,Weg::N,سكة,ко́рно
499,Straße::N,طريق,ко́рно
500,Dorf::N,قرية,ял
501,Stadt::N,مدينة,ола́
502,Brief::N,خطاب,се́рыш
503,Brief::N,مكتوب,се́рыш
504,Buch::N,كتاب,книга́
505,Buchstabe::N,حرف,буква́
506,Zeitung::N,جريدة,газе́т
507,Leben::N,عيش,и́лыш
508,Leben::N,حياة,и́лыш
509,Tod::N,موت,колыма́ш
510,Tod::N,وفاة,колыма́ш
511,Grab::N,قبر,шӱга́р
512,Kirche::N,كنيسة,че́рке
513,Sünde::N,خطيئة,су́лык
514,Gott::N,إله,ю́мо
515,Arbeiter::N,عامل,паша́зе
516,Chef::N,رئيس,тӧра́
517,Meister::N,أسطى,маста́р
518,Arzt::N,طبيب,врач
519,Lehrer::N,مدرس,ту́ныктышо
520,Geld::N,نقود,окса́
521,Geschäft::N,صفقة,сатулыма́ш
522,Laden::N,دكان,ке́выт
523,Preis::N,سعر,ак
524,Ware::N,بضاعة,сату́
525,Nutzen::N,فائدة,пайда́
526,Reichtum::N,غنى,поя́нлык
527,Reichtum::N,ثروة,поя́нлык
528,Welt::N,عالم,тӱня́
529,Welt::N,دنيا,тӱня́
530,Land::N,بلد,эл
531,Staat::N,دولة,кугыжа́ныш
532,König::N,ملك,кугыжа́
533,Macht::N,سلطة,власть
534,Grenze::N,حدود,грани́ца
535,Krieg::N,حرب,сар
536,Feind::N,عدو,тушма́н
537,Gewalt::N,عنف,виешлыма́ш
538,Kampf::N,قتال,кредалма́ш
539,Bogen[Waffe]::N,قوس,юҥе́ж
540,Pfeil::N,سهم,пикш
541,Gewehr::N,بندقية,пыча́л
542,Fehler::N,خطأ,йо́ҥылыш
543,Lüge::N,كذب,шоя́к
544,Schaden::N,تلف,зия́н
545,Unglück::N,نحس,эҥге́к
546,Schuld::N,ذنب,тита́к
547,Schuld::N,ذنب,йола́
548,Alter::N,سن,ийго́т
549,Alter::N,عمر,ийго́т
550,Schluss::N,ختام,муча́ш
551,Schluss::N,نهاية,муча́ш
552,Zeit::N,وقت,жап
553,Zeit::N,وقت,па́гыт
554,Tag::N,يوم,ке́че
555,Morgen::N,صباح,эр
556,Mittag::N,ظهر,кечыва́л
557,Abend::N,مساء,кас
558,Nacht::N,ليلة,йӱд
559,Woche::N,أسبوع,арня́
560,Monat::N,شهر,ты́лзе
561,Jahr::N,عام,ий
562,Jahr::N,سنة,ий
563,Frühling::N,ربيع,шо́шо
564,Sommer::N,صيف,кеҥе́ж
565,Herbst::N,خريف,шы́же
566,Winter::N,شتاء,те́ле
567,Januar::N,يناير,шоркыйол
568,Januar::N,يناير,идалыкву́й
569,Januar::N,يناير,янва́рь
570,Januar::N,كانون الثاني,шоркыйол
571,Januar::N,كانون الثاني,идалыкву́й
572,Januar::N,كانون الثاني,янва́рь
573,Februar::N,شباط,пургыж
574,Februar::N,شباط,февра́ль
575,Februar::N,فبراير,пургыж
576,Februar::N,فبراير,февра́ль
577,März::N,آذار,ӱярня
578,März::N,آذار,март
579,März::N,مارس,ӱярня
580,März::N,مارس,март
581,April::N,نيسان,апре́ль
582,Mai::N,مايو,ага
583,Mai::N,مايو,май
584,Juni::N,يونيو,пеледыш
585,Juni::N,يونيو,ию́нь
586,Juni::N,حزيران,пеледыш
587,Juni::N,حزيران,ию́нь
588,Juli::N,تموز,сӱрем
589,Juli::N,تموز,ию́ль
590,Juli::N,يوليو,сӱрем
591,Juli::N,يوليو,ию́ль
592,August::N,آب,сорла
593,August::N,آب,агарма́н
594,August::N,آب,а́вгуст
595,August::N,أغسطس,сорла
596,August::N,أغسطس,агарма́н
597,August::N,أغسطس,а́вгуст
598,September::N,أيلول,идым
599,September::N,أيلول,сентя́брь
600,September::N,سبتمبر,идым
601,September::N,سبتمبر,сентя́брь
602,Oktober::N,أكتوبر,шыжа
603,Oktober::N,أكتوبر,октя́брь
604,Oktober::N,تشرين الأول,шыжа
605,Oktober::N,تشرين الأول,октя́брь
606,November::N,نوفمبر,кылме тылзе
607,November::N,نوفمبر,ноя́брь
608,November::N,تشرين الثاني,кылме тылзе
609,November::N,تشرين الثاني,ноя́брь
610,Dezember::N,ديسمبر,дека́брь
611,Dezember::N,كانون الأول,дека́брь
612,Montag::N,يوم الاثنين,шо́чмо
613,Dienstag::N,يوم الثلاثاء,ку́шкыжмо
614,Mittwoch::N,يوم الأربعاء,вӱрге́че
615,Donnerstag::N,يوم الخميس,изарня́
616,Freitag::N,يوم الجمعة,кугарня́
617,Samstag::N,يوم السبت,шуматке́че
618,Sonntag::N,يوم الأحد,рушарня́
619,groß::A,كبير,кугу́
620,klein::A,صغير,изи́
621,lang::A,طويل,кужу́
622,kurz::A,قصير,кӱ́чык
623,breit::A,واسع,кумда́
624,schmal::A,ضيق,а́ҥысыр
625,dicht::A,كث,ну́гыдо
626,dicht::A,كثيف,ну́гыдо
627,dick[Gegenstand]::A,غليظ,кӱ́жгӧ
628,dünn::A,رفيع,ви́чкыж
629,fein::A,رقيق,ты́гыде
630,fest::A,متين,чо́ткыдо
631,flach::A,سهل,лапка́
632,flach::A,منبسط,лапка́
633,glatt::A,ناعم,яклака́
634,hart::A,صلب,пе́ҥгыде
635,hart::A,جامد,пе́ҥгыде
636,weich::A,لين,пу́шкыдо
637,rund::A,مستدير,йырге́шке
638,spitz::A,مدبب,коша́р
639,scharf::A,حاد,пӱ́сӧ
640,stumpf::A,ثالم,токма́к
641,schwer::A,ثقيل,не́ле
642,schön::A,جميل,сы́лне
643,heiß::A,حار,шо́кшо
644,heiß::A,ساخن,шо́кшо
645,warm::A,دافئ,ле́ве
646,kalt::A,بارد,йӱ́штӧ
647,kühl::A,قر,юа́лге
648,kühl::A,قر,южгата́
649,frisch::A,طازج,свежа́
650,feucht::A,رطب,вӱ́дыжгӧ
651,nass::A,مبلول,нӧ́рӧ
652,trocken::A,جاف,ку́кшо
653,voll::A,ملء,тич
654,leer::A,خال,яра́
655,leer::A,فارغ,яра́
656,offen::A,مفتوح,виш
657,geschlossen::A,مغلق,пе́тырыме
658,geschlossen::A,مغلق,тӱ́чмӧ
659,sauber::A,نظيف,ару́
660,sauber::A,نظيف,янда́р
661,schmutzig::A,قذر,лавыра́н
662,schmutzig::A,قذر,ла́выргыше
663,roh::A,نيء,кӱ́чымӧ
664,reif::A,ناضج,лӧза́
665,lecker::A,لذيذ,ту́тло
666,süß::A,حلو,ше́ре
667,bitter::A,مر,ко́чо
668,sauer::A,حامض,шо́по
669,hell::A,نير,во́лгыдо
670,dunkel::A,مظلم,пычке́мыш
671,schwarz::A,أسود,шола́
672,weiß::A,أبيض,ош
673,rot::A,أحمر,йошка́р
674,gelb::A,أصفر,сар
675,blau::A,أزرق,ка́нде
676,grün::A,أخضر,ужа́р
677,grau::A,رمادي,сур
678,bunt::A,ملوب,олача́
679,billig::A,رخيص,шу́лдо
680,teuer::A,غال,ше́рге
681,wertvoll::A,ثمين,шергака́н
682,blind::A,أعمى,со́кыр
683,taub::A,أصم,соҥгыра́
684,taub::A,أطرش,соҥгыра́
685,kräftig::A,قوي,куа́тле
686,stark::A,قوي,вия́н
687,schwach::A,ضعيف,а́лдыме
688,fett::A,سمين,коя́
689,schlank::A,أهيف,йоштката́
690,schlank::A,أهيف,яжу́
691,hübsch::A,جميل,чеве́р
692,böse::A,رديء,шы́де
693,dumm::A,أبله,аҥыра́
694,dumm::A,أحمق,аҥыра́
695,faul::A,كسلان,його
696,fleißig::A,مجتهد,ты́ршыше
697,geizig::A,بخيل,чаҥга́
698,klug::A,ذكي,уша́н
699,klug::A,عاقل,уша́н
700,geschickt::A,ماهر,уста́
701,lieb::A,عزيز,ала́л
702,lustig::A,مرح,весела́
703,sanft::A,حليم,ны́жылге
704,hungrig::A,جائع,шу́жышо
705,krank::A,مريض,че́рле
706,nackt::A,عار,чарама́т
707,traurig::A,حزين,ойга́н
708,lebendig::A,حي,и́лыше
709,gut::A,جيد,сай
710,schlecht::A,سيء,уда́
711,schlecht::A,سيء,шӱ́кшӧ
712,richtig::A,صحيح,чы́нле
713,schlimm::A,خبيث,аля́к
714,schlimm::A,خبيث,тыра́н
715,wahr::A,حق,чы́нле
716,wahr::A,حق,настоя́щий
717,alt::A,قديم,то́што
718,neu::A,جديد,у
719,ehemalig::A,سابق,о́нчычсо
720,ehemalig::A,سابق,онда́кысе
721,alt[Lebewesen]::A,مسن,шо́нто
722,jung::A,شاب,са́мырык
723,jung::A,صغير,са́мырык
724,arm::A,فقير,нужна́
725,reich::A,غني,поя́н
726,bekannt::A,معلوم,па́лыме
