,Concept_ID,tt,nl
653,reif::A,өлгергән,rijp
654,lecker::A,тәмле,lekker
655,süß::A,татлы,zoet
656,bitter::A,ачы,bitter
657,sauer::A,әче,zuur
658,hell::A,якты,licht
659,hell::A,якты,helder
660,dunkel::A,кара,donker
661,schwarz::A,кара,zwart
662,weiß::A,ак,wit
663,rot::A,кызыл,rood
664,gelb::A,сары,geel
665,blau::A,күк,blauw
666,grün::A,яшел,groen
667,grau::A,соры,grijs
668,bunt::A,чуар,bont
669,billig::A,арзан,goedkoop
670,teuer::A,хаклы,duur
671,wertvoll::A,кыйммәтле,kostbaar
672,wertvoll::A,кыйммәтле,waardevol
673,blind::A,сукыр,blind
674,blind::A,күзсез,blind
675,taub::A,чукрак,doof
676,taub::A,саңгырау,doof
677,kräftig::A,егәрле,krachtig
678,stark::A,нык,sterk
679,stark::A,базык,sterk
680,schwach::A,зәгыйфь,zwak
681,fett::A,симез,vet
682,schlank::A,нәзек,slank
683,hübsch::A,чибәр,leuk
684,böse::A,усал,kwaad
685,dumm::A,акылсыз,dom
686,faul::A,ялкау,lui
687,faul::A,иренчәк,lui
688,fleißig::A,тырыш,vlijtig
689,fleißig::A,тырышучан,vlijtig
690,geizig::A,саран,gierig
691,klug::A,акыллы,slim
692,klug::A,акыллы,schrander
693,klug::A,акыллы,verstandig
694,geschickt::A,маһир,handig
695,geschickt::A,маһир,vaardig
696,lieb::A,сөекле,lief
697,lustig::A,күңелле,vrolijk
698,sanft::A,басынкы,zacht
699,hungrig::A,ач,hongerig
700,krank::A,чирле,ziek
701,krank::A,сырхау,ziek
702,nackt::A,шәрә,naakt
703,traurig::A,ямансу,treurig
704,traurig::A,ямансу,bedroefd
705,lebendig::A,тере,levend
706,gut::A,яхшы,goed
707,schlecht::A,начар,slecht
708,richtig::A,дөрес,juist
709,schlimm::A,әшәкә,erg
710,schlimm::A,әшәкә,kwaad
711,wahr::A,чып-чын,waar
712,alt::A,иске,oud
713,neu::A,яңа,nieuw
714,ehemalig::A,элекке,voormalig
715,alt[Lebewesen]::A,карт,oud
716,jung::A,яшь,jong
717,arm::A,фәкыйрь,arm
718,reich::A,бай,rijk
719,bekannt::A,таныш,bekend
720,berühmt::A,атаклы,beroemd
721,fremd::A,ят,vreemd
722,verschieden::A,төрле,verscheiden
723,verschieden::A,төрле,verschillend
724,nah::A,якын,nabij
725,nah::A,якын,nabijgelegen
726,fern::A,ерак,ver
727,linker::A,сул,linker
728,rechter::A,уң,rechter
729,anderer::A,бүтән,andere
730,erster::A,беренче,eerste
731,zweiter::A,икенче,tweede
732,dritter::A,өченче,derde
733,letzter::A,ахыргы,laatste
734,allein::ADV,ялгыз,alleen
735,auf einmal::ADV,бердән,ineens
736,auf einmal::ADV,бердән,tegelijk
737,zusammen::ADV,бергә,samen
738,zusammen::ADV,бергә,bijeen
739,lange::ADV,озак,lang
740,plötzlich::ADV,искәрмәстән,eensklaps
741,plötzlich::ADV,искәрмәстән,plotsklaps
742,sofort::ADV,хәзер,terstond
743,sofort::ADV,хәзер,aanstonds
744,sofort::ADV,хәзер,onmiddelijk
745,später::ADV,соңрак,later
746,jetzt::ADV,хәзер,nu
747,jetzt::ADV,хәзер,nou
748,jetzt::ADV,хәзер,thans
749,heute::ADV,бүген,heden
750,heute::ADV,бүген,vandaag
751,morgen::ADV,иртәгә,morgen
752,bald::ADV,тиздән,gauw
753,bald::ADV,тиздән,weldra
754,dann::ADV,аннары,dan
755,dann::ADV,аннары,toen
756,gestern::ADV,кичә,gisteren
757,einst::ADV,берчак,eens
758,damals::ADV,ул вакытта,toen
759,damals::ADV,ул вакытта,destijds
760,damals::ADV,ул чакта,toen
761,damals::ADV,ул чакта,destijds
762,danach::ADV,да,daarna
763,vorher::ADV,элек,vooraf
764,vorher::ADV,элек,van tevoren
765,zuerst::ADV,башта,eerst
766,zuerst::ADV,башта,het eerst
767,einmal::ADV,бер,eens
768,einmal::ADV,бер,eenmaal
769,einmal::ADV,бер мәртәбә,eens
770,einmal::ADV,бер мәртәбә,eenmaal
771,manchmal::ADV,кайчакта,soms
772,oft::ADV,еш,vaak
773,oft::ADV,еш,dikwijls
774,immer::ADV,һәркайчан,altijd
775,niemals::ADV,hичбер вакыт,nooit
776,hier::ADV,монда,hier
777,hier::ADV,биредә,hier
778,hierhin::ADV,монда,hierheen
779,von hier::ADV,моннан,van hier
780,von hier::ADV,моннан,hiervandaan
781,dort::ADV,анда,daar
782,dort::ADV,анда,ginds
783,dorthin::ADV,тегеләй,daarheen
784,geradeaus::ADV,турыдан-туры,rechtuit
785,geradeaus::ADV,турыдан-туры,rechtdoor
786,vorwärts::ADV,алга,vooruit
787,vorwärts::ADV,алга,voorwaarts
788,rückwärts::ADV,кире,achteruit
789,rückwärts::ADV,кире,achterwaarts
790,zurück::ADV,кире,terug
791,unten::ADV,түбәндә,beneden
792,unten::ADV,түбәндә,onderaan
793,hinab::ADV,аска,omlaag
794,hinab::ADV,аска,naar beneden
795,oben::ADV,өстә,boven
796,oben::ADV,югарыда,boven
797,hinauf::ADV,өскә,omhoog
798,hinauf::ADV,өскә,naar boven
799,überall::ADV,hәркайда,alom
800,überall::ADV,hәркайда,overal
801,nicht::ADV,түгел,niet
802,ein wenig::ADV,бераз,wat
803,kaum::ADV,көчкә,amper
804,kaum::ADV,көчкә,nauwelijks
805,sehr::ADV,бик,erg
806,sehr::ADV,бик,zeer
807,so::ADV,алай,zo
808,noch::ADV,янә,nog
809,noch::ADV,тагын,nog
810,nur::ADV,фәкать,maar
811,nur::ADV,фәкать,alleen
812,schon::ADV,инде,al
813,schon::ADV,инде,reeds
814,wieder::ADV,янә,weer
815,wieder::ADV,янә,terug
816,wieder::ADV,тагын,weer
817,wieder::ADV,тагын,terug
818,vergebens::ADV,юкка,vergeefs
819,vergebens::ADV,юкка,tevergeefs
820,vor::PRP,алдыннан,voor
821,hinter::PRP,арттан,achter
822,unter::PRP,астында,onder
823,unter::PRP,астында,beneden
824,durch::PRP,аша,door
825,neben::PRP,тирәсендә,naast
826,zwischen::PRP,арасында,tussen
827,wegen::PRP,сәбәпле,wegens
828,wegen::PRP,сәбәпле,vanwege
829,dies::PRN,бу,dit
830,das::PRN,ул,dat
