,Concept_ID,tt,pl
814,warum::FADV,нигә,dlaczego
815,wieviel::FNUM,ничә,ile
816,eins::NUM,бер,jeden
817,zwei::NUM,ике,dwa
818,drei::NUM,өч,trzy
819,vier::NUM,дүрт,cztery
820,fünf::NUM,биш,pięć
821,sechs::NUM,алты,sześć
822,sieben::NUM,җиде,siedem
823,acht::NUM,сигез,osiem
824,neun::NUM,тугыз,dziewięć
825,zehn::NUM,ун,dziesięć
826,elf::NUM,унбер,jedenaście
827,zwölf::NUM,унике,dwanaście
828,zwanzig::NUM,егерме,dwadzieścia
829,dreißig::NUM,утыз,trzydzieści
830,vierzig::NUM,кырык,czterdzieści
831,fünfzig::NUM,илле,pięćdziesiąt
832,sechzig::NUM,алтмыш,sześćdziesiąt
833,siebzig::NUM,җитмеш,siedemdziesiąt
834,achtzig::NUM,сиксән,osiemdziesiąt
835,neunzig::NUM,туксан,dziewięćdziesiąt
836,hundert::NUM,йөз,sto
837,tausend::NUM,мең,tysiąc
838,und::CNJ,вә,i
839,oder::CNJ,яки,lub
840,oder::CNJ,яки,albo
841,oder::CNJ,яисә,lub
842,oder::CNJ,яисә,albo
843,stehen::V,тору,stać
844,sitzen::V,утыру,siedzieć
845,liegen::V,яту,leżeć
846,hängen::V,эленү,wisieć
847,werden::V,булу,zostać
848,werden::V,булу,stać się
849,passieren::V,булу,dziać się
850,passieren::V,булу,zdarzyć się
851,beginnen::V,башлану,zacząć się
852,enden::V,бетү,kończyć się
853,wechseln::V,үзгәртү,zmienić się
854,aufgehen[Sonne]::V,чыгу,wzejść
855,untergehen[Sonne]::V,бату,zajść
856,scheinen[Sonne]::V,яктырту,świecić
857,donnern::V,күкрәү,grzmieć
858,wehen::V,исү,wiać
859,strömen::V,агу,płynąć
860,strömen::V,агу,lać się
861,fließen::V,агу,ciec
862,fließen::V,агу,płynąć
863,sich drehen::V,бөтерелү,obracać się
864,schwanken::V,икеләнү,chwiać się
865,schwingen::V,тирбәлү,wahać się
866,fallen::V,егылу,padać
867,brennen::V,яну,palić się
868,rauchen::V,төтәү,dymić
869,rauchen::V,төтәү,dymić się
870,rauchen::V,төтенләү,dymić
871,rauchen::V,төтенләү,dymić się
872,regnen::V,яву,padać
873,gefrieren::V,кату,zamarznąć
874,tauen::V,эрү,tajać
875,tauen::V,эретү,tajać
876,schmelzen::V,эрү,topnieć
877,schmelzen::V,эретү,topnieć
878,trocknen::V,кибү,schnąć
879,sieden::V,ургылу,wrzeć
880,sieden::V,ургылу,kipieć
881,faulen::V,черү,gnić
882,verfaulen::V,черү,zgnić
883,reißen::V,өзелү,urywać się
884,versinken::V,бату,tonąć
885,vergehen::V,авышу,przechodzić
886,erscheinen::V,пәйда булу,zjawiać się
887,verschwinden::V,югалу,zniknąć
888,verschwinden::V,юк булу,zniknąć
889,sinken::V,кимү,spadać
890,sinken::V,кайту,spadać
891,abnehmen::V,азаю,spadać
892,zunehmen::V,арту,wzrosnąć
893,zunehmen::V,күбәю,wzrosnąć
894,zunehmen::V,ишәю,wzrosnąć
895,steigen::V,үсү,wzrastać
896,wachsen::V,үсү,rosnąć
897,glänzen::V,ялкылдау,błyszczeć
898,funkeln::V,ялтырау,zabłyszczeć
899,lärmen::V,шаулау,hałasować
900,läuten::V,шалтырату,dzwonić
901,klingeln::V,шалтырату,dzwonić
902,klirren::V,чылтырау,brzęczeć
903,brausen::V,давыллау,huczeć
904,brausen::V,дулау,huczeć
905,rauschen::V,кыштырдау,szumieć
906,rauschen::V,кыштырдау,szeleścić
907,klingen::V,ишетелү,brzmieć
908,klingen::V,ишетелү,dźwięczeć
909,bellen::V,өрү,szczekać
910,heulen::V,улау,wyć
911,blasen::V,өрү,dmuchnąć
912,pfeifen::V,сызгырту,gwizdać
913,schreien::V,кычкыру,krzyczeć
914,stöhnen::V,ыңгырашу,stękać
915,zittern::V,калтырау,drżeć
916,zittern::V,калтырану,drżeć
917,leben::V,яшәү,żyć
918,leben::V,гомер итү,żyć
919,geboren werden::V,туу,urodzić się
920,atmen::V,сулау,oddychać
921,trinken::V,эчү,pić
922,essen::V,ашау,jeść
923,schlucken::V,йоту,połknąć
924,müde werden::V,ялыгу,zmęczyć się
925,müde werden::V,йөгенү,zmęczyć się
926,einschlafen::V,йокыга китү,zasnąć
927,schlafen::V,йоклау,spać
928,aufwachen::V,уяну,obudzić się
929,aufstehen::V,тору,wstać
930,sich erholen::V,ял алу,wypoczywać
931,sich erholen::V,истирахәт итү,wypoczywać
932,krank werden::V,чирләү,zachorować
933,krank sein::V,чирләү,chorować
934,schmerzen::V,авырту,boleć
935,husten::V,ютәлләү,kaszlać
936,genesen::V,савыгу,wyzdrowieć
937,genesen::V,сәламәтләнү,wyzdrowieć
938,sterben::V,үлү,umrzeć
939,sterben::V,дөнья кую,umrzeć
940,sterben::V,вафат булу,umrzeć
941,umkommen::V,үлү,zginąć
942,sich bewegen::V,йөрү,poruszać się
943,sich rühren::V,кыймылдау,ruszyć się
944,sich erheben::V,басу,podnieść się
945,sich setzen::V,утыру,usiąść
946,hinfallen::V,егылу,upaść
947,laufen::V,җәяүләү,chodzić
948,schreiten::V,атлау,kroczyć
949,spazierengehen::V,йөрү,iść na spacer
950,spazierengehen::V,йөргенү,iść na spacer
951,eilen::V,ашыгу,pospieszać
952,sich beeilen::V,ашыгу,pospieszyć się
953,sich beeilen::V,кызулау,pospieszyć się
954,sausen::V,җилдерү,pędzić
955,rennen::V,йөгерү,biec
956,rennen::V,йөгерү,biegać
957,springen::V,сикерү,skakać
958,klettern::V,үрмәләү,wspinać się
959,schaukeln::V,атыну,huśtać
960,schaukeln::V,атыну,kołysać
961,kriechen::V,шуышу,pełzać
962,kriechen::V,шуышу,czołgać się
963,kriechen::V,үрмәләү,pełzać
964,kriechen::V,үрмәләү,czołgać się
965,schwimmen::V,йөзү,pływać
966,tauchen::V,чуму,zanurzać się
967,rudern::V,ишү,wiosłować
968,fahren::V,бару,jechać
969,fliegen::V,очу,latać
970,fliegen::V,очу,lecieć
971,gehen::V,йөрү,iść
972,weggehen::V,китү,odejść
973,abfahren::V,кузгалу,odjechać
974,anhalten::V,тукталу,zatrzymać się
975,hineingehen::V,инү,wchodzić
976,eintreten::V,инү,wejść
977,eintreten::V,инү,nastąpić
978,kommen::V,килү,przyjść
979,ankommen::V,бару,przybyć
980,zurückkommen::V,кире кайту,wrócić
981,bleiben::V,калу,zostać
982,warten::V,көтү,czekać
983,erwarten::V,көтү,oczekiwać
984,suchen::V,эзләү,szukać
985,finden::V,табу,znaleźć
986,versuchen::V,маташу,próbować
987,vorbereiten::V,хәзерләү,przygotować
988,lieben::V,сөю,kochać
989,lieben::V,ярату,kochać
990,mögen::V,өнәү,lubić
991,lachen::V,көлү,śmiać się
992,rühren::V,дулкынландыру,wzruszyć
993,weinen::V,елау,płakać
994,schimpfen::V,сүгү,kląć
995,schimpfen::V,сүгенү,kląć
996,sich ärgern::V,ачулану,gniewać się
997,sich fürchten::V,курку,bać się
998,fürchten::V,калтырау,bać się
999,fürchten::V,калтырану,bać się
1000,fliehen::V,арка бирү,uciekać
1001,flüchten::V,качу,uciec
1002,sehen::V,күрү,widzieć
1003,sehen::V,күрү,zobaczyć
1004,anschauen::V,карау,oglądać
1005,ansehen::V,карау,popatrzeć na
1006,ansehen::V,күзәтү,popatrzeć na
1007,hören::V,ишетү,słyszeć
1008,zuhören::V,тыңлау,słuchać
1009,probieren::V,тату,kosztować
1010,riechen::V,иснәү,wąchać
1011,fühlen::V,тою,czuć
1012,fühlen::V,тою,odczuwać
1013,fühlen::V,сизү,czuć
1014,fühlen::V,сизү,odczuwać
1015,scheinen::V,күренү,wydawać się
1016,zu sehen sein::V,күренү,widnieć
1017,vernehmen::V,ишетү,usłyszeć
1018,frieren::V,өшү,marznąć
1019,frieren::V,күшегү,marznąć
1020,tun::V,итү,czynić
1021,können::V,алу,móc
1022,können::V,алу,umieć
1023,wollen::V,теләү,chcieć
1024,anfangen::V,керешү,zacząć
1025,beenden::V,бетерү,zakończyć
1026,beenden::V,тәмамлау,zakończyć
1027,aufhören::V,бетү,przestać
1028,gelingen::V,уңу,udać się
1029,geraten::V,сабышу,udać się
1030,öffnen::V,ачу,otworzyć
1031,schließen::V,ябу,zamknąć
1032,stellen::V,кую,postawić
1033,setzen::V,утырту,posadzić
1034,legen::V,яткыру,kłaść
1035,berühren::V,тию,dotykać
1036,verbinden::V,ялгау,łączyć
1037,bedecken::V,өрту,przykryć
1038,bedecken::V,каплау,przykryć
1039,bedecken::V,томалау,przykryć
1040,aufhängen::V,асу,powiesić
1041,anzünden::V,кабызу,zapalić
1042,aufheben::V,күтәрү,podnieść
1043,zurücklassen::V,калдыру,zostawić
1044,verlieren::V,югалту,zgubić
1045,fallen lassen::V,төшерү,upuścić
1046,machen::V,ясау,zrobić
1047,machen::V,эшләү,zrobić
1048,herstellen::V,ясау,wytworzyć
1049,bauen::V,кору,budować
1050,reparieren::V,төзәтү,naprawiać
1051,verbessern::V,яхшырту,ulepszyć
1052,ändern::V,үзгәртү,zmienić
1053,graben::V,казу,kopać
1054,beugen::V,ию,zagiąć
1055,biegen::V,бөгү,zgiąć
1056,drehen::V,бору,obracać
1057,drehen::V,бөтерү,obracać
1058,wenden::V,бору,obrocić
1059,umdrehen::V,түнтәрү,obrocić
1060,heben::V,күтәрү,podnosić
1061,hochheben::V,күтәрү,podnieść
1062,ergreifen::V,эләктерү,chwycić
1063,halten::V,тоту,trzymać
1064,drücken::V,кысу,naciskać
1065,schieben::V,кузгату,pchać
1066,schieben::V,кузгату,posuwać
1067,kratzen::V,тырнау,drapać
1068,lecken::V,ялау,lizać
1069,beißen::V,тешләү,kąsać
1070,abreißen::V,өзү,oderwać
1071,abschneiden::V,кыю,odciąć
1072,abschneiden::V,кисү,odciąć
1073,binden::V,бәйләү,wiązać
1074,stecken::V,төртү,wetknąć
1075,stecken::V,тыгу,wetknąć
1076,brechen::V,сындыру,złamać
1077,klopfen::V,шаку,pukać
1078,klopfen::V,шаку,stukać
1079,klopfen::V,шакылдау,pukać
1080,klopfen::V,шакылдау,stukać
1081,hauen::V,кыйнау,bić
1082,kleben::V,ябыштыру,kleić
1083,reiben::V,ышку,trzeć
1084,streichen::V,ягу,smarować
1085,schleifen::V,кайрау,ostrzyć
1086,schneiden::V,кисү,ciąć
1087,schneiden::V,кисү,krajać
1088,rütteln::V,селкетү,trząść
1089,schütteln::V,селкетү,trząść
1090,schwenken::V,болгау,machać
1091,schütten::V,кою,nasypać
1092,füllen::V,тутыру,napełnić
1093,einwickeln::V,төрү,zawinąć
1094,tragen::V,ташу,nieść
1095,schleppen::V,сөйрәү,wlec
1096,schleppen::V,өстерәү,wlec
1097,ziehen::V,тарту,ciągnąć
1098,aufbewahren::V,саклау,przechowywać
1099,werfen::V,ыргыту,rzucać
1100,fangen::V,тоту,łowić
1101,packen::V,эләктерү,chwycić
1102,verstecken::V,яшерү,ukryć
1103,verstecken::V,яшерү,schować
1104,teilen::V,бүлү,podzielić
1105,schicken::V,җибәрү,posyłać
1106,bringen::V,китерү,przynieść
1107,hinzufügen::V,өстәү,dodać
1108,bekommen::V,алу,dostać
1109,erhalten::V,алу,otrzymać
1110,nehmen::V,алу,wziąć
1111,wählen::V,сайлау,wybrać
1112,auswählen::V,сайлау,wybrać
1113,bewahren::V,саклау,zachować
1114,behindern::V,комачаулау,utrudnić
1115,behindern::V,комачаулау,przeszkadzać
1116,verderben::V,бозу,zepsuć
1117,beschädigen::V,бозу,uszkodzić
1118,zerbrechen::V,вату,złamać
1119,zerreißen::V,өзү,drzeć
1120,zerreißen::V,өзү,rozdzierać
1121,zerreißen::V,ерту,drzeć
1122,zerreißen::V,ерту,rozdzierać
1123,zerstören::V,җимерү,zniszczyć
1124,verbrennen::V,яндыру,spalić
1125,verbrennen::V,көйдерү,spalić
1126,geben::V,бирү,dać
1127,reichen::V,тапшыру,podać
1128,schenken::V,бүләкләү,darować
1129,versprechen::V,вәгъдә бирү,obiecać
1130,wünschen::V,котлау,życzyć
1131,loben::V,мактау,chwalić
1132,küssen::V,үбү,całować
1133,wiegen::V,тирбәтү,kołysać
1134,zudecken::V,ябу,przykryć
1135,zudecken::V,бөркәү,przykryć
1136,wecken::V,уяту,zbudzić
1137,zeigen::V,күрсәтү,pokazać
1138,führen::V,йөртү,wieść
1139,führen::V,йөртү,prowadzić
1140,lehren::V,өйрәтү,uczyć
1141,unterrichten::V,укыту,nauczać
1142,aufziehen::V,асрау,wychować
1143,leiten::V,җитәкләү,kierować
1144,antreiben::V,куалау,popędzić
1145,antreiben::V,әйдәләү,popędzić
1146,antreiben::V,ашыктыру,popędzić
1147,lassen::V,мәҗбүр итү,zostawić
1148,einladen::V,чакыру,zaprosić
1149,vereinigen::V,берләштерү,zjednoczyć
1150,besuchen::V,керешү,odwiedzić
1151,treffen::V,очрату,trafić
1152,treffen::V,очрату,spotkać
1153,sich versammeln::V,җыелышу,zebrać się
1154,sich versammeln::V,җыелышу,zgromadzić się
1155,spielen::V,уйнау,grać
1156,spielen::V,уйнау,bawić się
1157,singen::V,җырлау,śpiewać
1158,tanzen::V,бию,pląsać
1159,tanzen::V,бию,tańczyć
1160,sich trennen::V,аерылу,rozstać się
1161,sich trennen::V,ташлашу,rozstać się
1162,verlassen::V,ташлау,opuścić
1163,verlassen::V,калдыру,opuścić
1164,retten::V,коткару,ocalić
1165,retten::V,коткару,uratować
1166,bewachen::V,каравыллау,pilnować
1167,schützen::V,ышыклау,ochronić
1168,verteidigen::V,яклау,bronić
1169,verteidigen::V,саклау,bronić
1170,sich schlagen::V,сугышу,pobić się
1171,schießen::V,ату,strzelać
1172,siegen::V,җиңү,zwycziężyć
1173,ärgern::V,ачуландыру,gniewać
1174,schlagen::V,ору,bić
1175,schlagen::V,ору,uderzyć
1176,schlagen::V,бәрү,bić
1177,schlagen::V,бәрү,uderzyć
1178,schlagen::V,тукмау,bić
1179,schlagen::V,тукмау,uderzyć
1180,treten::V,тибү,kopnąć
1181,stechen::V,кадау,ukłuć
1182,stoßen::V,этү,popchnąć
1183,stehlen::V,урлау,ukraść
1184,stören::V,комачаулау,zakłócić
1185,stören::V,комачаулау,przeszkodzić
1186,belästigen::V,борчу,dokuczać
1187,belästigen::V,билмазалау,dokuczać
1188,verbergen::V,яшерү,ukryć
1189,täuschen::V,алдату,łudzić
1190,betrügen::V,хәрәмләшү,oszukać
1191,töten::V,үтерү,zabić
1192,wohnen::V,яшәү,mieszkać
1193,arbeiten::V,эшләү,pracować
1194,sammeln::V,туплау,zebrać
1195,pflücken::V,өзү,zerwać
1196,jagen::V,аулау,polować
1197,fischen::V,балык тоту,łowić ryby
1198,fassen::V,тоту,złapać
1199,hüten::V,көтү,paść
1200,treiben::V,куалау,pędzić
1201,anbinden::V,бәйләү,przywiązać
1202,füttern::V,туйдыру,karmić
1203,melken::V,саву,doić
1204,hacken::V,чабу,rąbać
1205,gießen::V,сугару,lać
1206,gießen::V,сугару,podlać
1207,reifen::V,җитешү,dojrzeć
1208,zubereiten::V,пешеренү,przyrządzić
1209,kochen::V,пешерү,gotować
1210,kochen::V,кайнату,gotować
1211,backen::V,пешерү,piec
1212,braten::V,куыру,piec
1213,braten::V,куыру,smażyć
1214,braten::V,кыздыру,piec
1215,braten::V,кыздыру,smażyć
1216,umrühren::V,бутау,przemieszać
1217,umrühren::V,болгату,przemieszać
1218,stricken::V,бәйләү,dziać
1219,nähen::V,тегү,szyć
1220,färben::V,ману,pofarbować
1221,reinigen::V,чистарту,oczyścić
1222,waschen::V,юу,prać
1223,abwischen::V,сөртү,obetrzeć
1224,spülen::V,чайкау,płukać
1225,fegen::V,себерү,zamiatać
1226,kehren::V,себерү,zamieść
1227,baden::V,коену,kąpać się
1228,sich waschen::V,юыну,myć się
1229,ausziehen::V,чишенү,zdjąć
1230,anziehen::V,кию,włożyć
1231,sich anziehen::V,киенү,ubrać się
1232,kämmen::V,тарау,uczesać
1233,schmücken::V,бизәү,ozdabiać
1234,schmücken::V,бизәкләү,ozdabiać
1235,sagen::V,дию,powiedzieć
1236,sagen::V,әйтү,powiedzieć
1237,sprechen::V,сөйләү,mówić
1238,sprechen::V,сөйләшү,mówić
1239,reden::V,сөйләү,mówić
1240,sich unterhalten::V,сөйләшү,rozmawiać
1241,fragen::V,сорау,zapytać
1242,fragen::V,сорашу,zapytać
1243,bitten::V,үтенү,prosić
1244,erzählen::V,сөйләү,opowiedzieć
1245,mitteilen::V,белдерү,zawiadomić o
1246,nennen::V,дию,nazwać
1247,rufen::V,дәшү,wołać
1248,prahlen::V,мактану,chełpić się
1249,prahlen::V,шапырыну,chełpić się
1250,übersetzen::V,күчерү,tłumaczyć
1251,denken::V,уйлау,myśleć
1252,glauben::V,инану,sądzić
1253,glauben::V,инану,wierzyć
1254,bemerken::V,искәрү,zauważyć
1255,erkennen::V,тану,poznać
1256,begreifen::V,аңлау,zrozumieć
1257,begreifen::V,төшенү,zrozumieć
1258,verstehen::V,аңлау,rozumieć
1259,verstehen::V,аңлау,dosłyszeć
1260,verstehen::V,төшенү,rozumieć
1261,verstehen::V,төшенү,dosłyszeć
1262,lernen::V,уку,uczyć się
1263,lernen::V,өйрәнү,uczyć się
1264,wissen::V,белү,wiedzieć
1265,sich erinnern an::V,хәтерләү,przypomnieć sobie
1266,vergessen::V,оныту,zapomnieć
1267,messen::V,үлчәү,mierzyć
1268,zählen::V,санау,liczyć
1269,rechnen::V,исәпләү,rachować
1270,lesen::V,уку,czytać
1271,malen::V,рәсем ясау,malować
1272,malen::V,сурәт ясау,malować
1273,malen::V,сурәтләү,malować
1274,zeichnen::V,язу-сызу,rysować
1275,zeichnen::V,сурәт ясау,rysować
1276,schreiben::V,язу,pisać
1277,besitzen::V,биләү,posiadać
1278,kaufen::V,алу,kupić
1279,verkaufen::V,сату,sprzedać
1280,bezahlen::V,түләү,zapłacić
1281,zahlen::V,түләү,płacić
1282,beherrschen::V,ия булу,opanować
1283,ertragen::V,чыдау,znieść
