,Concept_ID,ka,ja
755,unten::ADV,ქვევით,下に
756,hinab::ADV,ძირს,下へ
757,oben::ADV,ზემოთ,上に
758,hinauf::ADV,ზევით,上へ
759,überall::ADV,ყველგან,どこでも
760,nicht::ADV,არ,ない
761,ein wenig::ADV,ცოტა,少し
762,ein wenig::ADV,ცოტა,ちょっと
763,kaum::ADV,ძლივს,ほとんど～ない
764,sehr::ADV,მეტად,とても
765,sehr::ADV,ძალიან,とても
766,so::ADV,ისე,こう
767,noch::ADV,ჯერ,まだ
768,nur::ADV,მხოლოდ,～だけ
769,schon::ADV,უკვე,もう
770,wieder::ADV,ისევ,再び
771,wieder::ADV,კიდევ,再び
772,vergebens::ADV,ამაოდ,無駄に
773,vergebens::ADV,ტყუილად,無駄に
774,vor::PRP,წინ,前に
775,hinter::PRP,უკან,後ろに
776,hinter::PRP,მიღმა,後ろに
777,unter::PRP,ქვეშ,下に
778,unter::PRP,ქვევით,下に
779,durch::PRP,გავლით,通して
780,neben::PRP,გვერდით,横に
781,zwischen::PRP,შუა,間に
782,zwischen::PRP,შორის,間に
783,wegen::PRP,გამო,為に
784,wegen::PRP,გამო,せいで
785,wegen::PRP,შედეგად,為に
786,wegen::PRP,შედეგად,せいで
787,dies::PRN,ეს,これ
788,das::PRN,ეგ,それ
789,alles::PRN,ყველაფერი,全部
790,ich::PRN,მე,私
791,du::PRN,შენ,あなた
792,er::PRN,ის,彼
793,er::PRN,იგი,彼
794,wir::PRN,ჩვენ,私達
795,ihr::PRN,თქვენ,あなた達
796,sie::PRN,ისინი,彼ら
797,was::FPRN,რა,何
798,wer::FPRN,ვინ,誰
799,wer::FPRN,ვინ,どなた
800,wo::FADV,სად,どこ
801,wo::FADV,სად,どこに
802,wohin::FADV,საით,どこへ
803,wie::FADV,როგორ,どう
804,warum::FADV,რაზე,何故
805,warum::FADV,რაზე,どうして
806,warum::FADV,რატომ,何故
807,warum::FADV,რატომ,どうして
808,wieviel::FNUM,რამდენი,どのくらい
809,eins::NUM,ერთი,一
810,zwei::NUM,ორი,二
811,zwei::NUM,ორი,二つ
812,drei::NUM,სამი,三
813,drei::NUM,სამი,三つ
814,vier::NUM,ოთხი,四
815,vier::NUM,ოთხი,四つ
816,fünf::NUM,ხუთი,五
817,fünf::NUM,ხუთი,五つ
818,sechs::NUM,ექვსი,六
819,sechs::NUM,ექვსი,六つ
820,sieben::NUM,შვიდი,七
821,sieben::NUM,შვიდი,七つ
822,acht::NUM,რვა,八
823,acht::NUM,რვა,八つ
824,neun::NUM,ცხრა,九
825,neun::NUM,ცხრა,九つ
826,zehn::NUM,ათი,十
827,elf::NUM,თერთმეტი,十一
828,zwölf::NUM,თორმეტი,十二
829,zwanzig::NUM,ოცი,二十
830,dreißig::NUM,ოცდაათი,三十
831,vierzig::NUM,ორმოცი,四十
832,fünfzig::NUM,ორმოცდაათი,五十
833,sechzig::NUM,სამოცი,六十
834,siebzig::NUM,სამოცდაათი,七十
835,achtzig::NUM,ოთხმოცი,八十
836,neunzig::NUM,ოთხმოცდაათი,九十
837,hundert::NUM,ასი,百
838,tausend::NUM,ათასი,千
839,und::CNJ,და,-と
840,und::CNJ,და,そして
841,oder::CNJ,ან,或いは
842,stehen::V,დგას,立っている
843,sitzen::V,ზის,座っている
844,liegen::V,აწევს,横になっている
845,hängen::V,კიდია,掛かっている
846,werden::V,გახდება,なる
847,passieren::V,მოხდება,起こる
848,beginnen::V,იწყება,始まる
849,enden::V,გათავდება,終わる
850,wechseln::V,იცვლება,変わる
851,aufgehen[Sonne]::V,ამოდის,出る
852,untergehen[Sonne]::V,ჩადის,沈む
853,scheinen[Sonne]::V,ანათებს,輝く
854,donnern::V,ქუხს,雷が鳴る
855,wehen::V,ქრის,吹く
856,wehen::V,დაუბერავს,吹く
857,strömen::V,იღვრება,流れる
858,fließen::V,დის,流れる
859,fließen::V,მიედინება,流れる
860,sich drehen::V,ტრიალებს,回転する
861,schwanken::V,ირხევა,揺れる
862,schwingen::V,ირხევა,振動する
863,fallen::V,დავარდება,落ちる
864,brennen::V,იწვის,燃える
865,rauchen::V,ბოლავს,煙を出す
866,rauchen::V,აბოლებს,煙を出す
867,regnen::V,წვიმს,雨が降る
868,gefrieren::V,იყინება,凍る
869,tauen::V,დნება,溶ける
870,schmelzen::V,დნება,溶ける
871,trocknen::V,გაშრება,乾く
872,sieden::V,დუღს,沸く
873,faulen::V,ლპება,腐る
874,verfaulen::V,ლპება,朽ちる
875,reißen::V,დაიხევა,切れる
876,versinken::V,ეფლობა,沈む
877,versinken::V,ჩაიძირება,沈む
878,vergehen::V,გადის,経つ
879,erscheinen::V,გამოჩნდება,現れる
880,verschwinden::V,გააქრება,消える
881,verschwinden::V,დაიკარგება,消える
882,sinken::V,დაიწევს,下がる
883,abnehmen::V,შემცირდება,減る
884,zunehmen::V,გასუქდება,増える
885,steigen::V,მოიმატებს,上がる
886,wachsen::V,იზრდება,伸びる
887,wachsen::V,მრავლდება,伸びる
888,glänzen::V,ბრწყინავს,輝く
889,funkeln::V,კაშკაშებს,ぴかぴか光る
890,lärmen::V,ხმაურობს,騒ぐ
891,läuten::V,დარეკავს,鳴る
892,klingeln::V,დარეკავს,鳴る
893,klirren::V,დააწკარუნებს,がらんがらんと鳴る
894,brausen::V,ბობოქრობს,逆巻く
895,rauschen::V,შრიალებს,戦ぐ
896,klingen::V,ხმას გამოსცემს,鳴る
897,bellen::V,უყეფს,吠える
898,heulen::V,ღმუის,きゃんきゃん鳴く
899,blasen::V,დაუბერავს,吹く
900,pfeifen::V,უსტვენს,口笛を吹く
901,schreien::V,ყვირის,叫ぶ
902,stöhnen::V,კვნესის,うめく
903,zittern::V,აძაგძაგებს,震える
904,leben::V,ცოცხლობს,生きている
905,geboren werden::V,იშვება,生まれる
906,geboren werden::V,იბადება,生まれる
907,atmen::V,სუნთქავს,呼吸する
908,trinken::V,სვამს,飲む
909,trinken::V,დალევს,飲む
910,essen::V,შეჭამს,食べる
911,schlucken::V,ყლაპავს,飲み込む
912,müde werden::V,დაიქანცება,眠くなる
913,einschlafen::V,დაიძინებს,寝付く
914,schlafen::V,სძინავს,眠る
915,aufwachen::V,გაიღვიძებს,目が覚める
916,aufstehen::V,ადგება,起きる
917,sich erholen::V,დაისვენებს,休養する
918,krank werden::V,ავად გახდება,病気になる
919,krank sein::V,ავადმყოფობს,病気である
920,schmerzen::V,სტკივა,痛む
921,husten::V,ახველებს,咳をする
922,genesen::V,მორჩება,元気になる
923,sterben::V,კვდება,死ぬ
924,sterben::V,კვდება,亡くなる
925,umkommen::V,დაიღუპება,死亡する
926,sich bewegen::V,იძვრის,移動する
927,sich bewegen::V,მოძრაობს,移動する
928,sich rühren::V,გაინძრევა,動く
929,sich erheben::V,ადგება,立ち上がる
930,sich setzen::V,დაჯდება,座る
931,hinfallen::V,დაეცემა,転ぶ
932,laufen::V,დადის,歩く
933,schreiten::V,აბიჯებს,跨ぐ
934,spazierengehen::V,დასეირნობს,散歩する
935,eilen::V,მიიჩქარის,急ぐ
936,sich beeilen::V,აჩქარდება,焦る
937,sausen::V,მიქრის,疾駆する
938,rennen::V,დარბის,走る
939,springen::V,ხტის,跳ぶ
940,klettern::V,ძვრება,よじ登る
941,schaukeln::V,ქანაობს,ぶらんこに乗る
942,kriechen::V,დაბობღავს,這う
943,schwimmen::V,ცურავს,泳ぐ
944,tauchen::V,ჩაიძირება,潜る
945,rudern::V,ნიჩაბს უსვამს,漕ぐ
946,fahren::V,დადის,行く
947,fahren::V,დადის,乗車する
948,fahren::V,მგზავრობს,行く
949,fahren::V,მგზავრობს,乗車する
950,fliegen::V,იფრენს,飛ぶ
951,fliegen::V,გაფრინდება,飛ぶ
952,gehen::V,მიდის,行く
953,weggehen::V,წამოდის,立ち去る
954,abfahren::V,მიემგზავრება,出発する
955,anhalten::V,ჩერდება,止まる
956,hineingehen::V,შედის,入る
957,eintreten::V,შედის,中に入る
958,kommen::V,მოდის,来る
959,ankommen::V,ჩადის,着く
960,ankommen::V,ჩადის,到着する
961,zurückkommen::V,დაბრუნდება,帰る
962,bleiben::V,დარჩება,留まる
963,warten::V,ელოდება,待つ
964,erwarten::V,ელის,期待する
965,erwarten::V,დაიცდის,期待する
966,suchen::V,ეძებს,探る
967,suchen::V,მოძებნის,探る
968,finden::V,მიაგნებს,見つける
969,finden::V,გამოძებნის,見つける
970,versuchen::V,ცდის,試す
971,versuchen::V,ცდილობს,試す
972,vorbereiten::V,მოამზადებს,準備する
973,lieben::V,უყვარს,愛する
974,mögen::V,ეტრფის,好きである
975,lachen::V,იცინის,笑う
976,rühren::V,გულს აუჩუყებს,感情を動かす
977,weinen::V,ტირის,泣く
978,schimpfen::V,შეიგინება,叱る
979,sich ärgern::V,გაბრაზობს,怒る
980,sich ärgern::V,გაბრაზობს,腹を立てる
981,sich fürchten::V,შიშობს,怖がる
982,fürchten::V,ფრთხილობს,恐れる
983,fliehen::V,გაიქცევა,逃げる
984,flüchten::V,გაიქცევა,逃亡する
985,sehen::V,ხედავს,見る
986,anschauen::V,ნახავს,眺める
987,ansehen::V,უყურებს,見る
988,hören::V,ისმენს,聞く
989,zuhören::V,მოისმენს,聴く
990,probieren::V,გასინჯავს,食べてみる
991,riechen::V,ყნოსავს,気取る
992,fühlen::V,გრძნობს,感じる
993,scheinen::V,ეჩვენება,ように見える
994,zu sehen sein::V,მოჩანს,見える
995,vernehmen::V,გაიგებს,承る
996,frieren::V,იყინება,寒気がする
997,tun::V,აკეთებს,する
998,können::V,შეიძლება,出来る
999,wollen::V,უნდა,-たい
1000,anfangen::V,დაიწყებს,始める
1001,beenden::V,ამთავრებს,終える
1002,aufhören::V,შეწყვეტს,止める
1003,gelingen::V,მოახერხებს,成功する
1004,geraten::V,გამოდის,当たる
1005,öffnen::V,გახსნის,開く
1006,öffnen::V,გახსნის,開ける
1007,schließen::V,ხურავს,閉める
1008,schließen::V,დაკეტავს,閉める
1009,stellen::V,დადგამს,置く
1010,stellen::V,დადგამს,据える
1011,setzen::V,დასვამს,座らせる
1012,legen::V,დადებს,置く
1013,berühren::V,შეახებს,触る
1014,berühren::V,შეახებს,触れる
1015,berühren::V,მიაკარებს,触る
1016,berühren::V,მიაკარებს,触れる
1017,verbinden::V,შეაერთებს,結びつける
1018,bedecken::V,გადააფარებს,覆う
1019,aufhängen::V,დაკიდებს,掛ける
1020,anzünden::V,დაანთებს,燃やす
1021,anzünden::V,დაანთებს,火をつける
1022,anzünden::V,მოუკიდებს,燃やす
1023,anzünden::V,მოუკიდებს,火をつける
1024,aufheben::V,აიღებს,拾う
1025,aufheben::V,აიყვანს,拾う
1026,zurücklassen::V,დატოვებს,残す
1027,verlieren::V,დაკარგავს,無くす
1028,fallen lassen::V,გაუვარდება,落とす
1029,machen::V,გააკეთებს,作る
1030,machen::V,გამოიწვევს,作る
1031,herstellen::V,დაამზადებს,製造する
1032,bauen::V,ააშენებს,建設する
1033,reparieren::V,შეაკეთებს,直す
1034,reparieren::V,შეაკეთებს,修理する
1035,reparieren::V,გაარემონტებს,直す
1036,reparieren::V,გაარემონტებს,修理する
1037,verbessern::V,გამოაკეთებს,改良する
1038,verbessern::V,გააუმჯობესებს,改良する
1039,ändern::V,შეცვლის,変える
1040,graben::V,თხრის,掘る
1041,beugen::V,ხრის,折る
1042,biegen::V,გაღუნავს,曲げる
1043,drehen::V,ატრიალებს,回す
1044,wenden::V,მოაბრუნებს,裏返す
1045,umdrehen::V,შეატრიალებს,裏返す
1046,heben::V,ასწევს,挙げる
1047,hochheben::V,აიყვანს,持ち上げる
1048,ergreifen::V,სტაცებს,取り上げる
1049,halten::V,უჭირავს,持つ
1050,drücken::V,დააწვება,押す
1051,schieben::V,მისწევს,ずらす
1052,kratzen::V,მოფხანს,引っ掻く
1053,lecken::V,ლოკავს,なめる
1054,beißen::V,უკბენს,噛む
1055,abreißen::V,გლეჯს,剝ぎ取る
1056,abreißen::V,მოწყვეტს,剝ぎ取る
1057,abschneiden::V,გაჭრის,切り取る
1058,binden::V,შეკრავს,縛る
1059,binden::V,გადააბამს,縛る
1060,stecken::V,ჩაასობს,差し込む
1061,brechen::V,მოიტეხს,破る
1062,klopfen::V,აკაკუნებს,とんとん叩く
1063,hauen::V,ლეწავს,叩く
1064,kleben::V,წებავს,貼る
1065,kleben::V,წებავს,くっ付ける
1066,kleben::V,დააწებებს,貼る
1067,kleben::V,დააწებებს,くっ付ける
1068,reiben::V,დაზელს,擦る
1069,streichen::V,უსვამს,塗る
1070,schleifen::V,ლესავს,研ぐ
1071,schneiden::V,გაჭრის,切る
1072,rütteln::V,არხევს,揺さぶる
1073,schütteln::V,არყევს,振る
1074,schütteln::V,არყევს,揺さぶる
1075,schütteln::V,ანძრევს,振る
1076,schütteln::V,ანძრევს,揺さぶる
1077,schwenken::V,აქნევს,振る
1078,schütten::V,ღვრის,注ぐ
1079,schütten::V,დააქცევს,注ぐ
1080,füllen::V,გაავსებს,いっぱいにする
1081,einwickeln::V,შეახვევს,包む
1082,tragen::V,მიიტანს,運ぶ
1083,schleppen::V,მიათრევს,引きずる
1084,ziehen::V,წევს,引く
1085,ziehen::V,ათრევს,引く
1086,aufbewahren::V,შეინახავს,預かる
1087,werfen::V,ისვრის,投げる
1088,fangen::V,დაიჭერს,受ける
1089,packen::V,სტაცებს,掴む
1090,verstecken::V,მალავს,隠す
1091,teilen::V,დაყოფს,分ける
1092,schicken::V,გაგზავნის,送る
1093,bringen::V,მოიტანს,持って行く
1094,hinzufügen::V,დაამატებს,加える
1095,bekommen::V,ამოიღებს,得る
1096,erhalten::V,იღებს,受ける
1097,nehmen::V,აიღებს,取る
1098,wählen::V,გადაარჩევს,選ぶ
1099,auswählen::V,ამოარჩევს,選ぶ
1100,bewahren::V,ინარჩუნებს,保存する
1101,behindern::V,აბრკოლებს,妨害する
1102,behindern::V,გააძნელებს,妨害する
1103,verderben::V,გააფუჭებს,台無しにする
1104,beschädigen::V,დააზიანებს,損傷する
1105,zerbrechen::V,დაამტვრევს,割る
1106,zerreißen::V,გახევს,引き裂く
1107,zerstören::V,მოსპობს,破壊する
1108,zerstören::V,დაანგრევს,破壊する
1109,verbrennen::V,დაწვავს,焼く
1110,geben::V,აძლევს,上げる
1111,reichen::V,მიაწოდებს,渡す
1112,schenken::V,აჩუქებს,贈る
1113,versprechen::V,აღუთქვამს,約束する
1114,wünschen::V,უსურვებს,望む
1115,loben::V,აქებს,褒める
1116,loben::V,ამკობს,褒める
1117,küssen::V,აკოცებს,キスする
1118,wiegen::V,არხევს,揺する
1119,zudecken::V,გადახურავს,覆う
1120,wecken::V,გააღვიძებს,起こす
1121,zeigen::V,დაანახვებს,見せる
1122,führen::V,მიჰყავს,案内する
1123,lehren::V,ასწავლის,教える
1124,unterrichten::V,ასწავლის,通知する
1125,aufziehen::V,აღზრდის,育てる
1126,leiten::V,აწარმოებს,導く
1127,leiten::V,ხელმძღვანელობს,導く
1128,antreiben::V,დააჩქარებს,励ます
1129,lassen::V,ა--ინებს,～させる
1130,einladen::V,მოიპატიჟებს,誘う
1131,einladen::V,მოიპატიჟებს,招待する
1132,vereinigen::V,შეაერთებს,一つにする
1133,besuchen::V,სანახავად მიდის,訪ねる
1134,treffen::V,შეხვდება,出会う
1135,sich versammeln::V,შეიკრიბება,集まる
1136,spielen::V,ეთამაშება,遊ぶ
1137,singen::V,მღერის,歌う
1138,tanzen::V,ცეკვავს,踊る
1139,sich trennen::V,მოშორდება,別れる
1140,verlassen::V,მიატოვებს,別れる
1141,retten::V,იხსნის,救う
1142,retten::V,იხსნის,助ける
1143,retten::V,გადაარჩენს,救う
1144,retten::V,გადაარჩენს,助ける
1145,bewachen::V,დარაჯობს,見張る
1146,bewachen::V,დარაჯობს,軽微する
1147,bewachen::V,უთვალთვალებს,見張る
1148,bewachen::V,უთვალთვალებს,軽微する
1149,schützen::V,დაიფარავს,保護する
1150,verteidigen::V,დაიცავს,守る
1151,sich schlagen::V,იჩხუბებს,殴る
1152,schießen::V,ისვრის,撃つ
1153,siegen::V,გაიმარჯვებს,勝つ
1154,ärgern::V,აჯავრებს,怒らせる
1155,schlagen::V,ცემს,殴る
1156,treten::V,პანღურს ამოჰკრავს,蹴る
1157,stechen::V,სჩხვლეტს,突く
1158,stoßen::V,დაეჯახება,突く
1159,stehlen::V,ქურდობს,盗る
1160,stehlen::V,მოიპარავს,盗る
1161,stören::V,შეაწუხებს,構う
1162,belästigen::V,მობეზრდება,邪魔する
1163,verbergen::V,დამალავს,隠す
1164,täuschen::V,შეცდებს,だます
1165,betrügen::V,მოატყუებს,だます
1166,töten::V,მოკლავს,殺す
1167,wohnen::V,ცხოვრობს,住む
1168,wohnen::V,ბინადრობს,住む
1169,arbeiten::V,მუშაობს,働く
1170,sammeln::V,შეკრებს,集める
1171,sammeln::V,შეკრებს,収集する
1172,pflücken::V,კრეფს,摘む
1173,jagen::V,ნადირობს,狩りをする
1174,fischen::V,თევზაობს,釣る
1175,fassen::V,დააჭერს,捕る
1176,hüten::V,მწყემსავს,放牧する
1177,treiben::V,მიერეკება,追う
1178,anbinden::V,მიაბამს,繋ぐ
1179,füttern::V,აჭმევს,餌をやる
1180,melken::V,წველის,搾乳する
1181,hacken::V,კეპავს,刻む
1182,gießen::V,რწყავს,水をやる
1183,reifen::V,მწიფდება,熟す
1184,zubereiten::V,მოამზადებს,調理する
1185,kochen::V,მოხარშავს,煮る
1186,backen::V,გამოაცხობს,焼く
1187,braten::V,შეწვავს,焼く
1188,braten::V,შეწვავს,炒める
1189,umrühren::V,შეურევს,混ぜる
1190,umrühren::V,გათქვეფს,混ぜる
1191,stricken::V,ქსოვს,編む
1192,nähen::V,გაკერავს,縫う
1193,färben::V,შეღებავს,染める
1194,reinigen::V,გაწმენდს,掃除する
1195,reinigen::V,გასუფთავებს,掃除する
1196,waschen::V,გარეცხავს,洗う
1197,waschen::V,გარეცხავს,洗濯する
1198,abwischen::V,წაშლის,拭く
1199,spülen::V,გაავლებს,洗う
1200,spülen::V,გაავლებს,すすぐ
1201,fegen::V,დაბლანდავს,掃除する
1202,kehren::V,დაგვის,掃く
1203,baden::V,ბანაობს,入浴する
1204,sich waschen::V,იბანება,洗う
1205,ausziehen::V,გაიხდის,脱ぐ
1206,anziehen::V,ჩაიცვამს,着る
1207,sich anziehen::V,ჩაიცვამს,着る
1208,kämmen::V,დავარცხნის,梳く
1209,schmücken::V,მორთავს,飾る
1210,sagen::V,იტყვის,言う
1211,sprechen::V,ლაპარაკობს,話す
1212,reden::V,საუბრობს,話す
1213,sich unterhalten::V,ბაასობს,話をする
1214,sich unterhalten::V,მუსაიფობს,話をする
1215,fragen::V,ჰკითხავს,聞く
1216,bitten::V,სთხოვს,頼む
1217,bitten::V,სთხოვს,お願いする
1218,erzählen::V,მოუთხრობს,物語る
1219,mitteilen::V,აუწყებს,伝える
1220,mitteilen::V,აცნობებს,伝える
1221,nennen::V,უწოდებს,名づける
1222,rufen::V,დაუძახებს,呼ぶ
1223,prahlen::V,ტრაბახობს,自慢する
1224,übersetzen::V,გადათარგმნის,訳す
1225,denken::V,ფიქრობს,考える
1226,denken::V,აზროვნებს,考える
1227,glauben::V,სჯერა,信じる
1228,bemerken::V,შენიშვნავს,気が付く
1229,erkennen::V,გამოიცნობს,認識する
1230,begreifen::V,გაიგებს,分かる
1231,verstehen::V,გაიგონებს,聞き取る
1232,lernen::V,ისწავლის,学ぶ
1233,lernen::V,ისწავლის,勉強する
1234,wissen::V,ეცოდინება,知っている
1235,sich erinnern an::V,მოიგონებს,思い出す
1236,sich erinnern an::V,გაიხსენებს,思い出す
1237,vergessen::V,ივიწყებს,忘れる
1238,messen::V,ზომავს,計る
1239,messen::V,ზომავს,測定する
1240,zählen::V,ითვლის,数える
1241,rechnen::V,გაიანგარიშებს,計算する
1242,lesen::V,კითხულობს,読む
1243,malen::V,ხატავს,描く
1244,zeichnen::V,ხაზავს,写生する
1245,schreiben::V,დაწერს,書く
1246,besitzen::V,ექნება,所持する
1247,kaufen::V,ყიდულობს,買う
1248,verkaufen::V,გაყიდის,売る
1249,bezahlen::V,გადაიხდის,払う
1250,zahlen::V,გადაიხდის,支払う
1251,beherrschen::V,ფლობს,支配する
1252,ertragen::V,მოითმენს,耐える
