,Concept_ID,et,ce
803,regnen::V,sadama,догlа догlу
804,gefrieren::V,kinni külmuma,гӏоро
805,tauen::V,sulama,даша
806,schmelzen::V,sulama,лала
807,trocknen::V,kuivama,дакъо
808,sieden::V,keema,кхехка
809,faulen::V,mädanema,дахкадала
810,verfaulen::V,mädanema,дахкадала
811,reißen::V,rebenema,хеда
812,versinken::V,uppuma,хичудаха
813,vergehen::V,mööduma,дlаэха
814,erscheinen::V,ilmuma,схьадала
815,erscheinen::V,ilmuma,ӏоттадала
816,verschwinden::V,kaduma,къайладала
817,sinken::V,vajuma,лахдала
818,sinken::V,langema,лахдала
819,abnehmen::V,vähenema,
820,abnehmen::V,kahenema,
821,zunehmen::V,kasvama,лакхадала
822,steigen::V,tõusma,хьаладала
823,steigen::V,üles minema,хьаладала
824,wachsen::V,kasvama,кхиа
825,glänzen::V,läikimä,лепа
826,funkeln::V,sädelema,къега
827,lärmen::V,lärmama,гӏовгӏаян
828,läuten::V,helisema,детта
829,klingeln::V,helisema,дека
830,klirren::V,kõlisema,дека
831,brausen::V,kohisema,хьаьдда даха
832,rauschen::V,kohisema,леста
833,klingen::V,kõlama,дека
834,bellen::V,haukuma,лета
835,heulen::V,uluma,угӏа
836,blasen::V,puhuma,хӏуп баха
837,pfeifen::V,vilistama,шок етта
838,schreien::V,karjuma,мохь бетта
839,stöhnen::V,oigama,узарш дан
840,zittern::V,värisema,дега
841,leben::V,elama,даха
842,leben::V,elus olema,даха
843,geboren werden::V,sündima,хила
844,atmen::V,hingama,садеӏа
845,trinken::V,jooma,мала
846,essen::V,sööma,кхалла
847,schlucken::V,neelama,къурдбан
848,müde werden::V,väsima,кӏаддала
849,einschlafen::V,uinuma,наб кхета
850,schlafen::V,magama,вижа
851,schlafen::V,magama,наб ян
852,schlafen::V,magama,дижина хила
853,aufwachen::V,ärkama,самадала
854,aufstehen::V,ärkama,гӏатта
855,aufstehen::V,üles tõusma,гӏатта
856,sich erholen::V,puhkama,садаӏа
857,krank werden::V,haigestuma,цомгуш хила
858,krank werden::V,haigeks jääma,цомгуш хила
859,krank sein::V,haige olema,цомгуш хила
860,schmerzen::V,valutama,лаза
861,schmerzen::V,valutama,ӏийжа
862,husten::V,köhima,йовхарш етта
863,genesen::V,toibuma,тадала
864,sterben::V,surema,дала
865,umkommen::V,surma saama,хӏаллакхила
866,sich bewegen::V,liikuma,лела
867,sich rühren::V,liikuma,меттахъхьен
868,sich erheben::V,kerkima,хьалагlатта
869,sich setzen::V,istet võtma,хаа
870,hinfallen::V,kukkuma,дожа
871,hinfallen::V,kukkuma,охьакхета
872,hinfallen::V,maha kukkuma,дожа
873,hinfallen::V,maha kukkuma,охьакхета
874,laufen::V,kõndima,вада
875,laufen::V,kõndima,хьада
876,schreiten::V,astuma,болар дан
877,schreiten::V,astuma,ког баккха
878,spazierengehen::V,jalutama,доладала
879,eilen::V,ruttama,сихдала
880,eilen::V,kiirustama,сихдала
881,sich beeilen::V,ruttama,сихдала
882,sich beeilen::V,kiirustama,сихдала
883,sausen::V,kihutama,
884,sausen::V,tormama,
885,rennen::V,jooksma,дада
886,rennen::V,kihutama,дада
887,springen::V,hüppama,ирхкхийсадала
888,klettern::V,ronima,тӏедийла
889,schaukeln::V,kiikuma,техко
890,kriechen::V,roomama,такха
891,schwimmen::V,ujuma,некадан
892,tauchen::V,sukelduma,чулелха
893,rudern::V,sõudma,дига лело
894,rudern::V,sõudma,кема лело
895,fahren::V,sõitma,хахка
896,fliegen::V,lendama,тӏемадала
897,gehen::V,käima,лeла
898,gehen::V,minema,лeла
899,weggehen::V,ära minema,дӏадаха
900,weggehen::V,välja minema,дӏадаха
901,abfahren::V,väljuma,дӏадаха
902,abfahren::V,ära sõitma,дӏадаха
903,anhalten::V,peatuma,саца
904,hineingehen::V,sisenema,чудала
905,hineingehen::V,sisse minema,чудала
906,eintreten::V,sisenema,чудала
907,eintreten::V,sisse astuma,чудала
908,kommen::V,tulema,кхача
909,kommen::V,tulema,дӏакхача
910,kommen::V,tulema,схьакхача
911,ankommen::V,saabuma,кхача
912,ankommen::V,saabuma,схьакхача
913,zurückkommen::V,tagasi tulema,юхада
914,bleiben::V,jääma,диса
915,warten::V,ootama,хьежа
916,warten::V,ootama,cобар дан
917,erwarten::V,ootama,хьоьжуш ӏан
918,erwarten::V,lootma,хьоьжуш ӏан
919,suchen::V,otsima,леха
920,finden::V,leidma,каро
921,versuchen::V,püüdma,дан хьажа
922,versuchen::V,üritama,дан хьажа
923,versuchen::V,katsetama,дан хьажа
924,vorbereiten::V,valmistama,кечъян
925,lieben::V,armastama,деза
926,mögen::V,sallima,безамхила
927,mögen::V,meeldima,безамхила
928,lachen::V,naerma,дела
929,rühren::V,liigutama,хьедан
930,rühren::V,heldima panema,хьедан
931,weinen::V,nutma,делха
932,schimpfen::V,sõimama,чехо
933,sich ärgern::V,ärrituma,оьгӏазъэха
934,sich ärgern::V,vihastuma,оьгӏазъэха
935,sich fürchten::V,kartma,кхера
936,sich fürchten::V,hirmu tundma,кхера
937,fürchten::V,kartma,кхера
938,fliehen::V,põgenema,дӏадада
939,flüchten::V,põgenema,дӏадада
940,sehen::V,nägema,ган
941,anschauen::V,vaatama,хьажа
942,anschauen::V,vaatama,хьежа
943,ansehen::V,vaatama,хьовса
944,hören::V,kuulma,хаза
945,zuhören::V,kuulama,ладогӏа
946,probieren::V,proovima,хьажа
947,riechen::V,nuusutama,хьожа яха
948,fühlen::V,tundma,хаадала
949,scheinen::V,näida,мотта
950,scheinen::V,ilmuda,мотта
951,zu sehen sein::V,ilmuma,гуш хила
952,vernehmen::V,üle kuulama,бартхатта
953,frieren::V,külmetada,гӏоро
954,tun::V,tegema,дан
955,können::V,võima,дадала
956,können::V,oskama,дадала
957,wollen::V,tahtma,тӏергӏа
958,anfangen::V,hakkama,доло
959,anfangen::V,alustama,доло
960,beenden::V,lõpetama,довла
961,aufhören::V,lakkama,саца
962,gelingen::V,õnnestuma,кадала
963,geraten::V,jõudma,хила
964,öffnen::V,avama,дӏаделла
965,öffnen::V,avama,схьаделла
966,schließen::V,sulgema,къовла
967,schließen::V,sulgema,дӏачӏагӏа
968,stellen::V,panema,хlотто
969,stellen::V,asetama,хlотто
970,setzen::V,panema,дийгӏа
971,legen::V,panema,охьадилла
972,legen::V,asetama,охьадилла
973,berühren::V,riivama,хьедан
974,berühren::V,puudutama,хьедан
975,verbinden::V,ühendama,вовшахтаса
976,bedecken::V,katma,тилла
977,bedecken::V,katma,тӏетаса
978,aufhängen::V,riputama,хьалаолла
979,anzünden::V,süütama,лато
980,aufheben::V,üles tõstma,айа
981,zurücklassen::V,jätma,дита
982,verlieren::V,kaotama,дайа
983,fallen lassen::V,maha pillama,охьадожо
984,fallen lassen::V,kukkuda laskma,охьадожо
985,machen::V,tegema,дан
986,herstellen::V,valmistama,дан
987,bauen::V,ehitama,гӏишлоян
988,reparieren::V,parandama,тадан
989,verbessern::V,parandama,нисдан
990,ändern::V,muutma,хийца
991,ändern::V,ümber tegema,хийца
992,graben::V,kaevama,ахка
993,beugen::V,painutama,сатто
994,biegen::V,painutama,сатто
995,drehen::V,keerama,хьовзо
996,wenden::V,ümber pöörama,
997,umdrehen::V,ümber keerama,хьовзo
998,heben::V,tõstma,айа
999,heben::V,tõstma,хьалаайа
1000,hochheben::V,üles tõstma,хьалаайа
1001,hochheben::V,kõrgele tõstma,хьалаайа
1002,ergreifen::V,haarama,дӏалаца
1003,halten::V,hoidma,латто
1004,drücken::V,pigistama,тӏетаӏо
1005,schieben::V,lükkama,татта
1006,kratzen::V,kraapima,мӏараш тийса
1007,lecken::V,lakkuma,мотт хьекха
1008,beißen::V,purema,катoха
1009,beißen::V,hammustama,катoха
1010,abreißen::V,rebima,схьадаккха
1011,abreißen::V,ära rebima,схьадаккха
1012,abschneiden::V,ära lõikama,кхада
1013,binden::V,siduma,дӏадехка
1014,binden::V,siduma,вовшахтаса
1015,stecken::V,pistma,чудахийта
1016,brechen::V,murdma,кагдан
1017,klopfen::V,koputama,детта
1018,hauen::V,lööma,етта
1019,kleben::V,kleepima,тӏелато
1020,reiben::V,hõõruma,хьекхо
1021,streichen::V,silitama,тlехьакха
1022,schleifen::V,lihvima,ирдан
1023,schleifen::V,teritama,ирдан
1024,schneiden::V,lõikama,ларга
1025,rütteln::V,raputama,лесто
1026,schütteln::V,raputama,лесто
1027,schütteln::V,loksutama,лесто
1028,schwenken::V,vehkima,лесто
1029,schwenken::V,lehvitama,лесто
1030,schütten::V,kallama,дотта
1031,füllen::V,täitma,дуза
1032,einwickeln::V,sisse mähkima,хьарчо
1033,tragen::V,kandma,дахьа
1034,schleppen::V,tassima,ийзо
1035,schleppen::V,lohistama,ийзо
1036,ziehen::V,vedama,озо
1037,ziehen::V,tõmbama,озо
1038,aufbewahren::V,säilitama,ӏалашдан
1039,aufbewahren::V,alal hoidma,ӏалашдан
1040,werfen::V,viskama,кхосса
1041,fangen::V,püüdma,леца
1042,packen::V,kinni haarama,леца
1043,packen::V,kinni võtma,леца
1044,verstecken::V,peitma,къайладаккха
1045,teilen::V,jagama,декъа
1046,teilen::V,jaotama,декъа
1047,schicken::V,saatma,дӏадахьийта
1048,bringen::V,viima,дан
1049,hinzufügen::V,lisama,тӏетоха
1050,bekommen::V,saama,даккха
1051,erhalten::V,saama,даккха
1052,nehmen::V,võtma,схьаэца
1053,wählen::V,valima,харжа
1054,auswählen::V,valima,харжа
1055,bewahren::V,hoidma,lалашдан
1056,behindern::V,takistama,новкъарло ян
1057,verderben::V,rikkuma,талхо
1058,beschädigen::V,rikkuma,дохо
1059,zerbrechen::V,katki tegema,дохо
1060,zerbrechen::V,katki tegema,кагдан
1061,zerreißen::V,katki rebima,хадо
1062,zerstören::V,purustama,дохо
1063,zerstören::V,purustama,кагдан
1064,verbrennen::V,põletama,даго
1065,geben::V,andma,яла
1066,reichen::V,andma,дӏадала
1067,reichen::V,andma,дӏакховдо
1068,reichen::V,ulatama,дӏадала
1069,reichen::V,ulatama,дӏакховдо
1070,schenken::V,kinkima,совгӏат дан
1071,versprechen::V,lubama,ваӏда дан
1072,versprechen::V,tõotama,ваӏда дан
1073,wünschen::V,soovima,лаа
1074,loben::V,kiitma,хасто
1075,küssen::V,suudlema,оба яккха
1076,wiegen::V,hällitama,тахка
1077,zudecken::V,kaanetama,тӏетаса
1078,zudecken::V,kinni katma,тӏетаса
1079,wecken::V,äratama,самадаккха
1080,zeigen::V,näitama,гайта
1081,führen::V,juhatama,дига
1082,lehren::V,õpetama,ӏамо
1083,unterrichten::V,õpetama,хьеха
1084,aufziehen::V,üles kasvatama,кхио
1085,leiten::V,juhtima,урхалла дан
1086,antreiben::V,ergutama,сихдан
1087,lassen::V,laskma,-йта
1088,einladen::V,kutsuma,кхайкха
1089,vereinigen::V,ühendama,цхьаьнатоха
1090,besuchen::V,külastama,хьажахIотта
1091,treffen::V,kohtama,дуьхьалкхета
1092,sich versammeln::V,kogunema,гулдан
1093,spielen::V,mängima,ловза
1094,singen::V,laulma,лакха
1095,tanzen::V,tantsima,хелхадала
1096,sich trennen::V,lahku minema,къаста
1097,verlassen::V,maha jätma,дита
1098,retten::V,päästma,кӏелхьардаккха
1099,bewachen::V,valvama,ха дан
1100,schützen::V,kaitsma,лардан
1101,verteidigen::V,kaitsma,лардан
1102,sich schlagen::V,kaklema,етта
1103,schießen::V,tulistama,детта
1104,siegen::V,võitma,тола
1105,ärgern::V,ärritama,оьгӏаздахийта
1106,ärgern::V,vihastama,оьгӏаздахийта
1107,schlagen::V,lööma,тоха
1108,treten::V,sõtkuma,мийра тоха
1109,stechen::V,pistma,ӏотта
1110,stechen::V,pistma,къовзо
1111,stechen::V,torkama,ӏотта
1112,stechen::V,torkama,къовзо
1113,stoßen::V,tõukama,татта
1114,stehlen::V,varastama,лачкъо
1115,stören::V,segama,новкъарло ян
1116,stören::V,häirima,новкъарло ян
1117,belästigen::V,ahistama,сагатдан
1118,verbergen::V,peitma,къайладаккха
1119,verbergen::V,varjama,къайладаккха
1120,täuschen::V,petma,ӏexo
1121,täuschen::V,tüssama,ӏexo
1122,betrügen::V,petma,ледан
1123,betrügen::V,tüssama,ледан
1124,betrügen::V,truudust murtma,ледан
1125,töten::V,tapma,ден
1126,töten::V,surmama,ден
1127,wohnen::V,elama,даха
1128,arbeiten::V,töötama,къахьега
1129,sammeln::V,koguma,гулдан
1130,sammeln::V,korjama,гулдан
1131,pflücken::V,noppima,даха
1132,jagen::V,jahtima,талла
1133,fischen::V,kalastama,чӏерий леца
1134,fischen::V,kala püüdma,чӏерий леца
1135,fassen::V,püüdma,лаца
1136,fassen::V,püüdma,схьалаца
1137,hüten::V,karjatama,лардан
1138,treiben::V,ajama,лахка
1139,anbinden::V,kinni siduma,дӏадехка
1140,füttern::V,söötma,хӏума яла
1141,melken::V,lüpsma,оза
1142,hacken::V,raiuma,
1143,hacken::V,lõhkuma,
1144,gießen::V,kastma,хи тоха
1145,reifen::V,valmima,хьекъа
1146,zubereiten::V,valmistama,кечъян
1147,zubereiten::V,valmistama,кхача бан
1148,kochen::V,keetma,кхача бан
1149,backen::V,küpsetama,датта
1150,braten::V,praadima,кхарза
1151,umrühren::V,segama,кего
1152,stricken::V,kuduma,
1153,nähen::V,õmblema,тега
1154,färben::V,värvima,басардан
1155,reinigen::V,puhastama,цӏандан
1156,waschen::V,pesema,йила
1157,waschen::V,pesema,йитта
1158,waschen::V,pesema,дӏадайа
1159,abwischen::V,puhtaks pühkima,дӏадайа
1160,spülen::V,uhtma,хи кхарза
1161,fegen::V,pühkima,нуй хьакха
1162,kehren::V,pühkima,нуй хьакха
1163,baden::V,suplema,лийча
1164,baden::V,kümblema,лийча
1165,sich waschen::V,end pesema,юьхь йила
1166,ausziehen::V,käest võtma,духар дӏадаккха
1167,ausziehen::V,jalast võtma,духар дӏадаккха
1168,ausziehen::V,seljast võtma,духар дӏадаккха
1169,anziehen::V,jalga panema,
1170,sich anziehen::V,riietuma,духа
1171,kämmen::V,kammima,ехк хьакха
1172,schmücken::V,kaunistama,хаздан
1173,sagen::V,ütlema,ала
1174,sprechen::V,rääkima,баха
1175,sprechen::V,rääkima,мотт бийца
1176,sprechen::V,kõnelema,баха
1177,sprechen::V,kõnelema,мотт бийца
1178,reden::V,kõnelema,къамел дан
1179,sich unterhalten::V,vestlema,къамел дан
1180,fragen::V,küsima,хатта
1181,bitten::V,paluma,деха
1182,erzählen::V,jutustama,дийца
1183,mitteilen::V,teatama,хаам бан
1184,mitteilen::V,teada andma,хаам бан
1185,nennen::V,nimetama,цӏе яккха
1186,rufen::V,kutsuma,кхайкха
1187,prahlen::V,hooplema,куралла ян
1188,prahlen::V,hooplema,дозалла дан
1189,übersetzen::V,tõlkima,гоч дан
1190,denken::V,mõtlema,ойла ян
1191,glauben::V,uskuma,теша
1192,bemerken::V,märkama,ган
1193,erkennen::V,ära tundma,довза
1194,begreifen::V,aru saama,кхета
1195,verstehen::V,mõistma,кхета
1196,lernen::V,õppima,деша
1197,wissen::V,teadma,хаа
1198,sich erinnern an::V,mäletama,дагадан
1199,vergessen::V,unustama,дицдала
1200,messen::V,mõõtma,дуста
1201,zählen::V,loendama,дагардан
1202,rechnen::V,arvutama,лара
1203,lesen::V,lugema,еша
1204,malen::V,maalima,сурт дилла
1205,zeichnen::V,joonistama,сурт дилла
1206,schreiben::V,kirjutama,яздан
1207,besitzen::V,omama,доладан
1208,kaufen::V,ostma,эца
1209,verkaufen::V,müüma,дохка
1210,bezahlen::V,tasuma,мах бала
1211,zahlen::V,maksma,мах бала
1212,beherrschen::V,valitsema,собаре хила
1213,ertragen::V,taluma,лан
1214,ertragen::V,taluma,сатоха
1215,ertragen::V,taluma,садетта
