,Concept_ID,mdf,kn
557,fein::A,шува́ня,ಕೋಮಲ
558,fest::A,кеме,ಘನ
559,flach::A,лапш,ಚಪ್ಪಟೆ
560,glatt::A,вадяв,ನಯ
561,glatt::A,такор,ನಯ
562,hart::A,калгода,ಗಟ್ಟಿ
563,weich::A,ляпе,ಮೃದುವಾದ
564,rund::A,кру́глай,ವರ್ತುಳ
565,spitz::A,ботаз,ಮೊನಚಾದ
566,spitz::A,оржа,ಮೊನಚಾದ
567,scharf::A,оржа,ತೀಕ್ಷ್ಣ
568,stumpf::A,ношка,ಮೊಂಡು
569,schwer::A,стака,ಭಾರಿ
570,schön::A,мазы,ಸುಂದರ
571,heiß::A,пси,ಬಿಸಿ
572,warm::A,лямбе,ಬಿಸಿ
573,kalt::A,кельме,ತಣ್ಣನೆಯ
574,kühl::A,эше,ತಂಪಾದ
575,frisch::A,свежай,ನಿರ್ಮಲ
576,feucht::A,летьке,ಒದ್ದೆಯಾದ
577,nass::A,начка,ಒದ್ದೆಯಾದ
578,trocken::A,коське,ಶುಷ್ಕ
579,voll::A,пяшксе,ತುಂಬಿದ
580,leer::A,шава,ಖಾಲಿ
581,offen::A,панжада,ಮುಚ್ಚಲ್ಲದ
582,offen::A,виде,ಮುಚ್ಚಲ್ಲದ
583,geschlossen::A,пякстаф,ಮುಚ್ಚಿದ
584,geschlossen::A,сёлгф,ಮುಚ್ಚಿದ
585,sauber::A,ару,ಶುದ್ಧ
586,schmutzig::A,рда́зу,ಅಶುದ್ಧ
587,schmutzig::A,пя́ндра,ಅಶುದ್ಧ
588,roh::A,верок,ಹಸಿ
589,reif::A,ке́нерьф,ಹಣ್ಣಾದ
590,lecker::A,танцти,ಗುಚಿಕರ
591,süß::A,ламбама,ಸಿಹಿ
592,bitter::A,сяпи,ಕಹಿ
593,sauer::A,шапама,ಹುಳಿಯಾದ
594,hell::A,валда,ಹೊಳೆಯುವ
595,dunkel::A,шобда,ಮಬ್ಬಾದ
596,schwarz::A,равжа,ಕಪ್ಪು
597,weiß::A,акша,ಬಿಳಿಯ
598,rot::A,якстерь,ಕೆಂಪು
599,gelb::A,тюжя́,ಹಳದಯ
600,blau::A,сенем,ನೀಲ
601,grün::A,пиже,ಕಾಯಾದ
602,grün::A,сянгяря,ಕಾಯಾದ
603,grau::A,уле,ಬೂದುಬಣ್ಣದ
604,bunt::A,сёрмав,ವರ್ಣರಂಜಿತ
605,billig::A,у́цез,ಅಗ್ಗ
606,billig::A,аф пи́тни,ಅಗ್ಗ
607,teuer::A,пи́тни,ದುಬಾರಿಯಾದ
608,wertvoll::A,питни,ಅಮೂಲ್ಯ
609,blind::A,сокор,ಅಂಧ
610,taub::A,пярав,ಕಿವುಡಾದ
611,kräftig::A,пяк вии,ಪ್ರಬಲ
612,stark::A,вии,ಶಕ್ತಿವಂತ
613,schwach::A,лафча,ದುರ್ಬಲ
614,fett::A,куя́,ಕೊಬ್ಬಿದ
615,schlank::A,виде ронга,ತೆಳ್ಳಗಿನ
616,hübsch::A,мазы,ಅಂದವಾದ
617,böse::A,кяжи,ಕೆಟ್ಟ
618,dumm::A,аф ёню,ಮಂದ
619,dumm::A,шава пря,ಮಂದ
620,faul::A,нола,ಆಲಸ
621,fleißig::A,ку́лхцонды,ಕಡಗುವ
622,geizig::A,кирьжя,ಜುಗ್ಗ
623,geizig::A,жаднай,ಜುಗ್ಗ
624,klug::A,ёню,ಚತುರ
625,klug::A,пря́ви,ಚತುರ
626,geschickt::A,маштозь тиф,ದಕ್ಷ
627,lieb::A,цебярь,ಪ್ರಿಯ
628,lustig::A,ра́хси,ಖುಷಿಯಾದ
629,sanft::A,сетьме,ಸೌಮ್ಯ
630,hungrig::A,вача,ಹಸಿದ
631,hungrig::A,вачеда,ಹಸಿದ
632,krank::A,сяряди,ಅಸ್ವಸ್ಥ
633,nackt::A,штада,ನಗ್ನ
634,nackt::A,кърхтапа,ನಗ್ನ
635,traurig::A,ла́жнай,ದುಃಖಿತ
636,lebendig::A,эряй,ಜೀವಂತ
637,gut::A,пара,ಒಳ್ಳೆಯ
638,gut::A,цебярь,ಒಳ್ಳೆಯ
639,schlecht::A,кальдяв,ದುಷ್ಟ
640,richtig::A,виде,ಸರಿ
641,schlimm::A,кальдяв,ಅಸಹ್ಯ
642,wahr::A,афкуксонь,ನಿಜ
643,alt::A,ташта,ಮುದಿ
644,neu::A,од,ಹೊಸ
645,ehemalig::A,и́нгольдень,ಮಾಜೀ
646,alt[Lebewesen]::A,сире,ವೃದ್ಧ
647,jung::A,од,ಎಳ
648,arm::A,а́шу,ಬಡ
649,reich::A,козя,ಶ್ರೀಮಂತ
650,bekannt::A,содаф,ಅಪ್ತ
651,berühmt::A,содавикс,ಪ್ರಸಿದ್ಧ
652,fremd::A,лия,ಪರಕೀಯ
653,fremd::A,аф содаф,ಪರಕೀಯ
654,verschieden::A,аф фкя ла́цонь,ಬೇರೆ
655,nah::A,мала,ಹತ್ತಿರವಾದ
656,nah::A,аф ичкоздень,ಹತ್ತಿರವಾದ
657,fern::A,и́чкоздень,ದೂರದ
658,fern::A,куна́рдонь,ದೂರದ
659,linker::A,кержи,ಎಡ
660,rechter::A,види,ಬಲ
661,anderer::A,лия,ಇತರ
662,erster::A,васенце,ಪ್ರಥಮ
663,zweiter::A,омбоце,ದ್ವಿತೀಯ
664,dritter::A,колмоце,ಮೂರನೆಯಜಗತ್ತು
665,letzter::A,ме́кольце,ಅಂತ್ಯ
666,allein::ADV,ськамонза,ಒಬ್ಬನೇ
667,auf einmal::ADV,вихцок,ಒಡನೆ
668,zusammen::ADV,марс,ಒಟ್ಟಿಗೆ
669,zusammen::ADV,ма́рса,ಒಟ್ಟಿಗೆ
670,lange::ADV,кува́тьс,ದೀರ್ಘ
671,plötzlich::ADV,а́пак учт,ಅನಾಮತ್ತು
672,sofort::ADV,тяникиге,ಜಾಗ್ರತೆ
673,später::ADV,ме́ле,ತರುವಾಯ
674,jetzt::ADV,тяни,ಈಗ
675,heute::ADV,тячи,ಇಂದು
676,morgen::ADV,ва́нды,ನಾಳೆ
677,bald::ADV,курок,ಬೇಗ
678,dann::ADV,меле,ಆಗ
679,dann::ADV,сяда меле,ಆಗ
680,gestern::ADV,ися́к,ನಿನ್ನೆ
681,einst::ADV,весть,ಪೂರ್ವದಲ್ಲಿ
682,einst::ADV,мзя́рда-бди,ಪೂರ್ವದಲ್ಲಿ
683,damals::ADV,эста,ಆಗ
684,danach::ADV,меле,ಆಮೇಲೆ
685,vorher::ADV,инголи,ಮುಂಚೆ
686,zuerst::ADV,ва́сенда,ಮೊದಲಿಗೆ
687,einmal::ADV,весть,ಒಮ್ಮೆ
688,manchmal::ADV,лия́ста,ಆಗಾಗ
689,manchmal::ADV,ко́ста-ко́ста,ಆಗಾಗ
690,oft::ADV,си́деста,ಅನೇಕಸಲ
691,immer::ADV,фалу,ಯಾವಾಗಲೂ
692,immer::ADV,най,ಯಾವಾಗಲೂ
693,niemals::ADV,аф мзя́рдонга,ಯಾವಾಗಲೂ ಇಲ್ಲ
694,hier::ADV,тяса,ಇಲ್ಲಿ
695,hierhin::ADV,сей,ಇತ್ತ
696,hierhin::ADV,тяза,ಇತ್ತ
697,von hier::ADV,тя́ста,ಇಲ್ಲಿಂದ
698,dort::ADV,тоса,ಅಲ್ಲಿ
699,dorthin::ADV,тов,ಅಲ್ಲಿಗೆ
700,dorthin::ADV,тоза,ಅಲ್ಲಿಗೆ
701,geradeaus::ADV,ви́деста,ಸೀದಾ
702,vorwärts::ADV,и́нголи,ಮುನ್ನೆಡೆವ
703,rückwärts::ADV,ме́ки,ಹಿಂದುಗಡೆಗೆ
704,zurück::ADV,ме́ки,ಹಿಂದಕ್ಕೆ
705,unten::ADV,ала,ಕೆಳಗೆ
706,hinab::ADV,алу,ಕೆಳಕ್ಕೆ
707,oben::ADV,вяре,ಮೇಲೆ
708,hinauf::ADV,вяри,ಮೇಲಕ್ಕೆ
709,überall::ADV,се́мбе ва́стова,ಎಲ್ಲಸ್ಥಳಗಳು
710,nicht::ADV,аф,ಇಲ್ಲ
711,nicht::ADV,аф,ಅಲ್ಲ
712,ein wenig::ADV,аф лама,ತುಸು
713,kaum::ADV,а́ньцек,ಕಠಿನವಾಗಿ
714,sehr::ADV,пяк,ಬಹು
715,so::ADV,ста́не,ಅಷ್ಟು
716,noch::ADV,нинге,ಇನ್ನು
717,nur::ADV,аньцек,ಕೇವಲ
718,schon::ADV,ни,ಆಗಲೇ
719,wieder::ADV,та́га,ಪುನಃ
720,vergebens::ADV,стак,ನಿಷ್ಫಲವಾಗಿ
721,vor::PRP,инголе,ಮುಂದೆ
722,hinter::PRP,фтала,ಹಿಂದ
723,hinter::PRP,мельге,ಹಿಂದ
724,unter::PRP,ала,ಕೆಳ
725,durch::PRP,пачк,ನೇರವಾಗಿ
726,neben::PRP,ваксса,ಅಧರ ಬಲಿಕ
727,zwischen::PRP,ёткса,ನಡುವೆ
728,wegen::PRP,сюнеда,ಅಧಕ್ಕಗಿ
729,dies::PRN,тя,ಈ
730,das::PRN,ся,ಅದು
731,das::PRN,тона,ಅದು
732,alles::PRN,сембе,ಎಲ್ಲ
733,ich::PRN,мон,ನಾನು
734,du::PRN,тон,ನೀನು
735,er::PRN,сон,ಅವನು
736,er::PRN,сон,ಇವನು
737,wir::PRN,минь,ನಾವು
738,ihr::PRN,тинь,ನೀವು
739,sie::PRN,синь,ಅವರು
740,was::FPRN,мезе,ಏನು
741,wer::FPRN,кие,ಯಾರಿಗೆ
742,wo::FADV,коса,ಎಲ್ಲಿ
743,wohin::FADV,ков,ಎಲ್ಲಿಗೆ
744,wohin::FADV,коза,ಎಲ್ಲಿಗೆ
745,wie::FADV,ко́да,ಹೇಗೆ
746,warum::FADV,мес,ಏಕೆ
747,wieviel::FNUM,мзя́ра,ಎಷ್ಟು
748,eins::NUM,фкя,ಒಂದು
749,zwei::NUM,кафта,ಎರಡು
750,drei::NUM,колма,ಮೂರು
751,vier::NUM,ниле,ನಾಲ್ಕು
752,fünf::NUM,вете,ಅಯ್ದು
753,sechs::NUM,кота,ಆರು
754,sieben::NUM,сисем,ಏಳು
755,acht::NUM,кафкса,ಎಂಟು
756,neun::NUM,ве́йхкса,ಒಂಭಬತ್ತು
757,zehn::NUM,кемонь,ಹತ್ತು
758,elf::NUM,кефкие,ಹನ್ನೊಂದು
759,zwölf::NUM,кемгафтува,ಹನ್ನೆರಡು
760,zwanzig::NUM,комсь,ಇಪ್ಪತ್ತು
761,dreißig::NUM,колмогемонь,ಮೂವತ್ತು
762,vierzig::NUM,нильге́монь,ನಲವತ್ತು
763,fünfzig::NUM,ве́дьгемонь,ಐವತ್ತು
764,sechzig::NUM,ко́дгемонь,ಅರುವತ್ತು
765,siebzig::NUM,сизьге́монь,ಎಪ್ಪತ್ತು
766,achtzig::NUM,ка́фксогемонь,ಎಂಬತ್ತು
767,neunzig::NUM,ве́йхксогемонь,ತೊಂಬತ್ತು
768,hundert::NUM,сяда,ನೂರು
769,tausend::NUM,тёжянь,ಸಾವಿರ
770,und::CNJ,и,ಮತ್ತು
771,und::CNJ,дъ,ಮತ್ತು
772,oder::CNJ,или,ಅಥವಾ
773,oder::CNJ,али,ಅಥವಾ
774,stehen::V,а́щемс стя́да,ನಿಲ್ಲು
775,sitzen::V,ащемс озада,ಕುಳ್ಳಿರು
776,liegen::V,ма́дозь а́щемс,ಮಲಗಿಕೊ
777,hängen::V,нюрьгомс,ಇಳಿಯಬಿಡು
778,werden::V,арамс,ಆಗು
779,werden::V,тиевомс,ಆಗು
780,passieren::V,лисэмс,ಆಗು
781,passieren::V,эвондамс,ಆಗು
782,beginnen::V,ушедомс,ಆರಂಭಿಸು
783,enden::V,лоткамс,ಕೊನೆಗಾಣು
784,wechseln::V,по́лафнемс,ಮಾರ್ಪಡಿಸು
785,aufgehen[Sonne]::V,стямс,ಮೂಡು
786,aufgehen[Sonne]::V,лисемс,ಮೂಡು
787,untergehen[Sonne]::V,валгомс,ಮುಳುಗು
788,scheinen[Sonne]::V,ва́лдоптомс,ಹೊಳೆ
789,donnern::V,торамс,ಗುಡುಗಾಗು
790,wehen::V,уфа́мс,ತೀಡು
791,strömen::V,шудемс,ಹರಿ
792,fließen::V,шудемс,ಹರಿ
793,sich drehen::V,шаромс,ಸುತ್ತು
794,schwanken::V,якамс,ಓಲಾಡು
795,schwingen::V,люксемс,ತೂಗು
796,schwingen::V,нюрьсемс,ತೂಗು
797,fallen::V,прамс,ಉದುರು
798,fallen::V,прашендомс,ಉದುರು
799,brennen::V,паломс,ಉರಿ
800,rauchen::V,качадомс,ಹೊಗೆಬಿಡು
801,regnen::V,пиземс,ಸುರಿ
802,gefrieren::V,эйндамс,ಹೆಪ್ಪುಗಟ್ಟು
803,gefrieren::V,кельмомс,ಹೆಪ್ಪುಗಟ್ಟು
804,tauen::V,соламс,ಬೆಚ್ಚಗಾಗು
805,schmelzen::V,соламс,ಕರಗು
806,trocknen::V,коськомс,ಒಣಗು
807,sieden::V,лакамс,ಕುದಿ
808,faulen::V,наксадомс,ಕೊಳೆ
809,verfaulen::V,наксадомс,ನಶಿಸು
810,reißen::V,сязевомс,ಒಡೆ
811,versinken::V,ваямс,ಮುಳುಗು
812,vergehen::V,ётамс,ಸಾಗು
813,erscheinen::V,эвондамс,ತೋರು
814,verschwinden::V,юма́мс,ಮಾಯವಾಗು
815,sinken::V,валгомс,ಕುಸಿ
816,abnehmen::V,киремс,ತಗ್ಗು
817,zunehmen::V,ламокстомс,ಬೆಳೆ
818,zunehmen::V,рашнемс,ಬೆಳೆ
819,steigen::V,кеподемс,ಉಬ್ಬು
820,wachsen::V,касомс,ಬೆಳೆ
821,glänzen::V,цинзелдомс,ಮಿರುಗು
822,glänzen::V,цифордомс,ಮಿರುಗು
823,funkeln::V,ци́фтордомс,ಮಿನುಗು
824,lärmen::V,жалнамс,ಶಬ್ದ ಮಾಡಲು
825,läuten::V,гайфтемс,ಬಾರಿಸು
826,klingeln::V,гайфтемс,ಅನುರಣಿಸು
827,klirren::V,ка́нзеркшнемс,ಕಿಣಿಕಿಣಿಸು
828,brausen::V,жоледемс,ಅಬ್ಬರಿಸು
829,rauschen::V,вжнамс,ಮರ್ಮರಗುಟ್ಟಿಸು
830,rauschen::V,гамнамс,ಮರ್ಮರಗುಟ್ಟಿಸು
831,klingen::V,кайгомс,ಉಸಿರು
832,bellen::V,ува́мс,ಬಗುಳು
833,heulen::V,сувомс,ಅರಚು
834,heulen::V,урнамс,ಅರಚು
835,blasen::V,уфа́мс,ಗಾಳಿ ಊದು
836,pfeifen::V,вяшкомс,ಸಿಳ್ಳೆಯೂದು
837,schreien::V,пешкодомс,ಕರೆ
838,stöhnen::V,куфцемс,ನರಳು
839,zittern::V,таромс,ನಡುಗು
840,leben::V,эрямс,ಇರು
841,geboren werden::V,шачемс,ಉಂಟಾಗು
842,atmen::V,ажнамс,ಉಸಿರು
843,trinken::V,симомс,ಕುಡಿ
844,essen::V,ярхцамс,ತಿನ್ನು
845,schlucken::V,нилемс,ನುಂಗು
846,müde werden::V,сиземс,ಬಳಲು
847,einschlafen::V,матодовомс,ನಿದ್ಧೆಹೋಗು
848,schlafen::V,удомс,ನಿದ್ರಿಸು
849,aufwachen::V,съргоземс,ಏಳು
850,aufstehen::V,стямс,ಏಳು
851,sich erholen::V,ваймосемс,ಸುಧಾರಿಸು
852,krank werden::V,сярядькстомс,ಬೇನೆಬೀಳು
853,krank sein::V,сярядемс,ಕೆಟ್ಟ ಎಂದು
854,schmerzen::V,сярядемс,ಕಚ್ಚು
855,husten::V,козомс,ಕೆಮ್ಮು
856,genesen::V,пъ́чкамс,ಮತ್ತೆಹೊದಿಸು
857,sterben::V,куломс,ಮೃತಪಡು
858,umkommen::V,юма́мс,ಹಾಳಾಗು
859,sich bewegen::V,шаштомс,ಚಲಿಸು
860,sich rühren::V,сърхка́мс,ಕದಲು
861,sich erheben::V,стямс,ಏಳು
862,sich setzen::V,озамс,ಕೂರು
863,hinfallen::V,прамс,ಬೀಳು
864,hinfallen::V,сяворемс,ಬೀಳು
865,laufen::V,якамс,ನಡೆ
866,schreiten::V,молемс,ಮೆಲ್ಲಗೆ ನಡೆ
867,schreiten::V,аськолямс,ಮೆಲ್ಲಗೆ ನಡೆ
868,spazierengehen::V,якамс,ವಿಹರಿಸು
869,eilen::V,эряскодомс,ಮುನ್ನುಗ್ಗು
870,sich beeilen::V,эряскодомс,ಆತುರಪಡು
871,sausen::V,лиемс,ಒಗೆ
872,rennen::V,арнемс,ಓಡು
873,springen::V,комотнемс,ಜಿಗಿ
874,klettern::V,ку́цемс,ಏರು
875,schaukeln::V,нюрямс,ತೂಗು
876,kriechen::V,шаштомс комада,ತೆವಳು
877,schwimmen::V,уемс,ಈಜು
878,tauchen::V,юпиемс,ಕೆಳಗಿಳಿ
879,tauchen::V,чёпафнемс,ಕೆಳಗಿಳಿ
880,rudern::V,па́немс ве́неж,ಸಾಗಿಸು
881,fahren::V,ардомс,ನಡೆಸು
882,fliegen::V,лиемс,ಹಾರು
883,gehen::V,молемс,ಹೋಗು
884,weggehen::V,тумс,ಹೊರಡು
885,abfahren::V,тумс,ತೆರಳು
886,anhalten::V,лоткамс,ನಿಲ್ಲು
887,hineingehen::V,сува́мс,ಒಳಹೊಗು
888,eintreten::V,сува́мс,ಒಳಹೊಗು
889,kommen::V,самс,ಬರು
890,ankommen::V,самс,ಬರು
891,ankommen::V,пачкодемс,ಬರು
892,zurückkommen::V,мърдамс,ಹಿಂದಿರುಗು
893,bleiben::V,иля́домс,ಇರು
894,warten::V,учемс,ಇರು
895,erwarten::V,учемс,ನಿರೀಕ್ಷಿಸು
896,suchen::V,вешемс,ಹುಡುಕು
897,finden::V,мумс,ಕಂಡುಕೊ
898,versuchen::V,варчсемс,ಪ್ರಯತ್ನಿಸು
899,vorbereiten::V,анокламс,ಸಿದ್ಧವಾಗು
900,lieben::V,кельгомс,ಪ್ರೀತಿಸು
901,mögen::V,кельгомс,ಇಷ್ಟಪಡು
902,lachen::V,рахамс,ನಗು
903,lachen::V,рахсемс,ನಗು
904,rühren::V,токамс седи,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
905,weinen::V,авардемс,ಅಳು
906,schimpfen::V,сюцемс,ಗೊಣಗು
907,sich ärgern::V,кяжиямс,ಗಣಗಾಡು
908,sich fürchten::V,пелемс,ನಡುಗು
909,fürchten::V,пелемс,ಹೆದರು
910,fliehen::V,ворьгодемс,ಓಡಿಹೋಗು
911,flüchten::V,ша́домс,ಪಾರಾಗು
912,flüchten::V,во́рьгодемс,ಪಾರಾಗು
913,sehen::V,няемс,ಕಾಣು
914,anschauen::V,ваномс,ನೋಡು
915,ansehen::V,ваномс,ನಿರೀಕ್ಷಿಸು
916,hören::V,марямс,ಕೇಳು
917,zuhören::V,ку́лхдоньомс,ಆಲಿಸು
918,probieren::V,варжамс,ರುಚಿ ನೋಡು
919,riechen::V,никса́мс,ಮೂಸು
920,fühlen::V,марямс,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
921,scheinen::V,ня́евомс,ತೋರು
922,zu sehen sein::V,ня́евомс,ಕಾಣಿಸು
923,vernehmen::V,марямс,ಕೇಳು
924,frieren::V,паломс,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
925,frieren::V,кельмомс,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
926,tun::V,тиемс,ಮಾಡು
927,können::V,маштомс,ಮಾಡಬಲ್ಲ
928,wollen::V,-не-,ಬಯಸು
929,anfangen::V,ушедомс,ಪ್ರಾರಂಭಿಸು
930,beenden::V,аде́ламс,ನಿಲ್ಲಿಸು
931,aufhören::V,лоткамс,ಮುಗಿಸು
932,gelingen::V,удалакшнемс,ಯಶಸ್ವಿಯಾಗು
933,geraten::V,лисемс,ಉತ್ಪತ್ತಿಮಾಡು
934,öffnen::V,панжемс,ತೆರೆ
935,schließen::V,сёлгомс,ಮುಚ್ಚು
936,stellen::V,путомс,ಇಕ್ಕು
937,setzen::V,озафнемс,ಇಡು
938,setzen::V,озавтнемс,ಇಡು
939,legen::V,путомс,ಇಡು
940,berühren::V,токамс,ತಾಕು
941,verbinden::V,сотомс,ಕೂಡಿಸು
942,bedecken::V,комачамс,ಮುಚ್ಚು
943,bedecken::V,вельхтямс,ಮುಚ್ಚು
944,aufhängen::V,повфтамс,ತೂಗುಹಾಕು
945,anzünden::V,крьвя́стемс,ಹತ್ತಿಸು
946,aufheben::V,кеподемс,ಆಯಿ
947,aufheben::V,касфтомс,ಆಯಿ
948,zurücklassen::V,ка́домс,ಬಿಡು
949,verlieren::V,юма́фтомс,ಕಳೆ
950,fallen lassen::V,прафтомс,ಬೀಳಿಸು
951,machen::V,тиемс,ಮಾಡು
952,herstellen::V,анокламс,ತಯಾರಿಸು
953,bauen::V,путомс,ಕಟ್ಟು
954,reparieren::V,петемс,ಸರಿಪಡಿಸು
955,verbessern::V,цебярьгофтомс,ತಿದ್ದು
956,ändern::V,полафтомс,ಬದಲಾಯಿಸು
957,graben::V,шу́вомс,ಅಗೆ
958,graben::V,та́ргамс,ಅಗೆ
959,beugen::V,мяндемс,ಬಗ್ಗಿಸು
960,biegen::V,комафтомс,ಬಗ್ಗಿಸು
961,drehen::V,шо́вамс,ತಿರುಗು
962,drehen::V,ша́рфнемс,ತಿರುಗು
963,wenden::V,ша́рфтомс,ತಿರುಗು
964,umdrehen::V,шарфтомс,ತಿರುಗಿಸು
965,heben::V,ке́подемс,ಎತ್ತು
966,hochheben::V,ке́подемс,ಎತ್ತು
967,hochheben::V,ка́сфтомс,ಎತ್ತು
968,ergreifen::V,фатямс,ಆಕ್ರಮಿಸು
969,halten::V,кирдемс,ಹಿಡಿ
970,drücken::V,люпшта́мс,ಒತ್ತು
971,schieben::V,шашфтомс,ನೂಕು
972,kratzen::V,а́нгорямс,ತರಚಿಕೊಳ್ಳು
973,kratzen::V,киськоря́мс,ತರಚಿಕೊಳ್ಳು
974,lecken::V,нолсемс,ನೆಕ್ಕು
975,beißen::V,сускомс,ಕಚ್ಚು
976,abreißen::V,сяземс,ಹರಿ
977,abschneiden::V,керомс,ಕತ್ತರಿಸು
978,binden::V,сотомс,ಕಟ್ಟು
979,stecken::V,сялгомс,ಸಿಕ್ಕಿಸು
980,brechen::V,си́ннемс,ಮುರಿ
981,brechen::V,ка́лафтомс,ಮುರಿ
982,klopfen::V,чакамс,ತಟ್ಟು
983,klopfen::V,чакиемс,ತಟ್ಟು
984,hauen::V,шавомс,ಹೊಡೆ
985,hauen::V,пиксомс,ಹೊಡೆ
986,kleben::V,пе́тфнемс,ಅಂಟಿಸು
987,reiben::V,шо́вамс,ಉಜ್ಜು
988,streichen::V,вадемс,ಹರಡು
989,schleifen::V,шо́вамс,ಮಸೆ
990,schneiden::V,керомс,ಕತ್ತರಿಸು
991,rütteln::V,та́рфтомс,ಕುಲುಕಿಸು
992,schütteln::V,шука́демс,ಅಲುಗಿಸು
993,schwenken::V,яфодемс,ತೂಗಾಡು
994,schütten::V,каямс,ಎರೆ
995,schütten::V,нюрьхтя́мс,ಎರೆ
996,füllen::V,пяшкодемс,ತುಂಬಿಸು
997,einwickeln::V,тапардамс,ಹೊದಿಸು
998,tragen::V,кандомс,ಹೊರು
999,schleppen::V,ускомс,ಜಗ್ಗು
1000,ziehen::V,ускомс,ಎಳೆ
1001,aufbewahren::V,ванфтомс,ಇಟ್ಟುಕೊ
1002,werfen::V,ёрямс,ಎಸೆ
1003,fangen::V,кунда́мс,ಹಿಡಿ
1004,packen::V,фатямс,ಸೆಳೆ
1005,verstecken::V,кяшемс,ಮುಚ್ಚಿಡು
1006,teilen::V,явомс,ವಿಭಜಿಸು
1007,schicken::V,кучемс,ಕಳುಹಿಸು
1008,bringen::V,кандомс,ತರು
1009,bringen::V,пачфтемс,ತರು
1010,hinzufügen::V,пу́томс та́га,ಕೂಡಿಸು
1011,hinzufügen::V,ма́ксомс та́га,ಕೂಡಿಸು
1012,bekommen::V,сявомс,ಸಂಪಾದಿಸು
1013,erhalten::V,сявомс,ಪಡೆ
1014,nehmen::V,сявомс,ಹಿಡಿ
1015,wählen::V,ко́чкамс,ಆರಿಸು
1016,auswählen::V,кочкамс,ಆಯಿ
1017,bewahren::V,ванфтомс,ರಕ್ಷಿಸಿಡು
1018,behindern::V,шорямс,ಅಡ್ಡಿಮಾಡು
1019,verderben::V,коламс,ಕೆಡಿಸು
1020,verderben::V,гастямс,ಕೆಡಿಸು
1021,beschädigen::V,тиендемс зиян,ಹಾಳುಮಾಡು
1022,zerbrechen::V,тапамс,ಮುರಿ
1023,zerreißen::V,сяземс,ಸೀಳು
1024,zerstören::V,ка́лафтомс,ಅಳಿಸು
1025,verbrennen::V,пълхта́мс,ಸುಡು
1026,geben::V,ма́ксомс,ಕೊಡು
1027,reichen::V,максомс,ಕೊಡು
1028,schenken::V,каземс,ಅರ್ಪಿಸು
1029,versprechen::V,ма́ксомс вал,ವಾಗ್ದಾನಮಾಡು
1030,wünschen::V,арьсемс,ಬಯಸು
1031,loben::V,шна́мс,ಹೊಗಳು
1032,küssen::V,палсемс,ಚುಂಬಿಸು
1033,wiegen::V,нюря́фтомс,ತೂಗು
1034,zudecken::V,вельхтямс,ಹಾಸು
1035,wecken::V,стя́фтомс,ಎಬ್ಬಿಸು
1036,wecken::V,съ́ргозьфтемс,ಎಬ್ಬಿಸು
1037,zeigen::V,няфтемс,ತೋರಿಸು
1038,führen::V,вятемс,ದಾರಿತೋರಿಸು
1039,lehren::V,тонафтомс,ಕಲಿಸು
1040,unterrichten::V,тонафтомс,ಬೋಧಿಸು
1041,aufziehen::V,касфтомс,ಸಲಹು
1042,leiten::V,вятемс,ಮುಂದಾಳಾಗಿರು 
1043,antreiben::V,вятемс,ಓಡಿಸು
1044,lassen::V,кошардомс,ಮಾಡಲುಬಿಡು
1045,einladen::V,тердемс,ಆಹ್ವಾನಿಸು
1046,einladen::V,серьгядемс,ಆಹ್ವಾನಿಸು
1047,vereinigen::V,пуроптомс,ಒಂದಾಗು
1048,vereinigen::V,кочкамс марса,ಒಂದಾಗು
1049,besuchen::V,варжамс,ಭೇಟಿಯಾಗು
1050,treffen::V,васьфтомс,ಸಂಧಿಸು
1051,sich versammeln::V,кочкавомс,ನೆರೆ
1052,spielen::V,налхксемс,ಆಡು
1053,singen::V,морамс,ಹಾಡು
1054,tanzen::V,кштимс,ಕುಣಿ
1055,sich trennen::V,явомс,ಪ್ರತ್ಯೇಮಾಡು
1056,verlassen::V,кадондомс,ಕಳೆ
1057,retten::V,идемс,ರಕ್ಷಿಸು
1058,retten::V,араламс,ರಕ್ಷಿಸು
1059,bewachen::V,ваномс,ಕಾಪಾಡು
1060,schützen::V,а́раламс,ಸಂರಕ್ಷಿಸು
1061,verteidigen::V,а́раламс,ಕಾಪಿಡು
1062,sich schlagen::V,тюремс,ಕಿತ್ತಾಟ
1063,schießen::V,ляцемс,ಎಸೆ
1064,siegen::V,сяськомс,ಗೆಲ್ಲು
1065,ärgern::V,кяжияфтомс,ರೇಗಿಸು
1066,schlagen::V,токамс,ಹೊಡೆ
1067,treten::V,тапамс,ಒದೆ
1068,stechen::V,пупамс,ಚುಚ್ಚು
1069,stechen::V,сялгомс,ಚುಚ್ಚು
1070,stoßen::V,тостядемс,ತಳ್ಳು
1071,stehlen::V,саламс,ಕದಿ
1072,stören::V,шорсемс,ಕತಕು
1073,belästigen::V,токсамс,ತೊಂದರೆ
1074,belästigen::V,аф кадомс ваймама,ತೊಂದರೆ
1075,verbergen::V,кяшемс,ಮರೆಮಾಜು
1076,täuschen::V,васькафтомс,ಠಕ್ಕಿಸು
