,Concept_ID,it,hr
839,geizig::A,avaro,škrt
840,klug::A,intelligente,razborit
841,geschickt::A,àbile,vješt
842,lieb::A,caro,drag
843,lustig::A,gaio,veseo
844,lustig::A,allegro,veseo
845,sanft::A,dolce,blag
846,hungrig::A,affamato,gladan
847,krank::A,malato,bolestan
848,krank::A,infermo,bolestan
849,nackt::A,nudo,nag
850,traurig::A,triste,tužan
851,traurig::A,triste,žalostan
852,lebendig::A,vivo,živ
853,gut::A,buono,dobar
854,schlecht::A,cattivo,loš
855,schlecht::A,cattivo,rđav
856,richtig::A,giusto,tačan
857,richtig::A,giusto,ispravan
858,schlimm::A,grave,zao
859,schlimm::A,grave,zločest
860,wahr::A,vero,istinit
861,alt::A,vecchio,star
862,neu::A,nuovo,nov
863,ehemalig::A,vecchio,bivši
864,ehemalig::A,d'una_volta,bivši
865,alt[Lebewesen]::A,anziano,star
866,jung::A,giovane,mlad
867,arm::A,pòvero,ubog
868,arm::A,pòvero,siromašan
869,reich::A,ricco,bogat
870,bekannt::A,noto,poznat
871,bekannt::A,conosciuto,poznat
872,berühmt::A,famoso,čuven
873,berühmt::A,famoso,slavan
874,berühmt::A,cèlebre,čuven
875,berühmt::A,cèlebre,slavan
876,fremd::A,estràneo,tuđ
877,fremd::A,estràneo,stran
878,fremd::A,straniero,tuđ
879,fremd::A,straniero,stran
880,verschieden::A,diverso,razan
881,verschieden::A,diverso,različan
882,verschieden::A,differente,razan
883,verschieden::A,differente,različan
884,nah::A,vicino,blizak
885,nah::A,propinquo,blizak
886,fern::A,lontano,dalek
887,fern::A,lontano,daljnji
888,linker::A,sinistro,lijevi
889,rechter::A,destro,desni
890,anderer::A,altro,drugi
891,anderer::A,altro,drugačiji
892,erster::A,primo,prvi
893,zweiter::A,secondo,drugi
894,dritter::A,terzo,treći
895,letzter::A,ùltimo,zadnji
896,allein::ADV,solo,sam
897,allein::ADV,da solo,sam
898,auf einmal::ADV,insieme,istodobno
899,zusammen::ADV,insieme,skupa
900,zusammen::ADV,insieme,zajedno
901,lange::ADV,a lungo,dugo
902,plötzlich::ADV,all'improvviso,naglo
903,plötzlich::ADV,all'improvviso,iznenada
904,sofort::ADV,sùbito,odmah
905,sofort::ADV,all'istante,odmah
906,später::ADV,più tardi,kasnije
907,jetzt::ADV,ora,sad
908,jetzt::ADV,ora,sada
909,jetzt::ADV,adesso,sad
910,jetzt::ADV,adesso,sada
911,heute::ADV,oggi,danas
912,morgen::ADV,domani,sutra
913,bald::ADV,presto,skoro
914,bald::ADV,presto,doskora
915,bald::ADV,tra poco,skoro
916,bald::ADV,tra poco,doskora
917,dann::ADV,allora,zatim
918,gestern::ADV,ieri,juče
919,gestern::ADV,ieri,jučer
920,einst::ADV,prima,negda
921,einst::ADV,prima,nekada
922,einst::ADV,un tempo,negda
923,einst::ADV,un tempo,nekada
924,damals::ADV,allora,tada
925,damals::ADV,allora,onda
926,danach::ADV,poi,poslije
927,danach::ADV,poi,nakon toga
928,danach::ADV,dopo,poslije
929,danach::ADV,dopo,nakon toga
930,vorher::ADV,prima,prije
931,vorher::ADV,prima,prije toga
932,zuerst::ADV,prima,prvo
933,zuerst::ADV,prima,najprije
934,zuerst::ADV,dapprima,prvo
935,zuerst::ADV,dapprima,najprije
936,einmal::ADV,una volta,jednom
937,einmal::ADV,una volta,jedanput
938,manchmal::ADV,talvolta,katkad
939,manchmal::ADV,talvolta,katkada
940,manchmal::ADV,qualche volta,katkad
941,manchmal::ADV,qualche volta,katkada
942,oft::ADV,spesso,često
943,immer::ADV,sempre,vazda
944,immer::ADV,sempre,uvijek
945,niemals::ADV,non mai,nikad
946,niemals::ADV,non mai,nikada
947,hier::ADV,qua,tu
948,hier::ADV,qua,ovdje
949,hierhin::ADV,qua,amo
950,hierhin::ADV,qua,ovamo
951,von hier::ADV,ne,odavde
952,von hier::ADV,da qui,odavde
953,dort::ADV,lì,ondje
954,dorthin::ADV,là,onamo
955,geradeaus::ADV,diritto,ravno
956,vorwärts::ADV,avanti,naprijed
957,rückwärts::ADV,all'indietro,natrag
958,zurück::ADV,di indietro,nazad
959,zurück::ADV,di indietro,natrag
960,unten::ADV,giù,dolje
961,unten::ADV,sotto,dolje
962,hinab::ADV,giù,nizbrdo
963,hinab::ADV,in giù,nizbrdo
964,oben::ADV,su,gore
965,oben::ADV,sopra,gore
966,hinauf::ADV,in sù,uzbrdo
967,hinauf::ADV,in alto,uzbrdo
968,überall::ADV,dappertutto,svuda
969,überall::ADV,dappertutto,svagdje
970,nicht::ADV,non,ne
971,ein wenig::ADV,un po',malo
972,ein wenig::ADV,un poco,malo
973,kaum::ADV,a appena,tek
974,kaum::ADV,a appena,jedva
975,sehr::ADV,molto,jako
976,sehr::ADV,molto,veoma
977,so::ADV,così,tako
978,so::ADV,così,ovako
979,so::ADV,tanto,tako
980,so::ADV,tanto,ovako
981,noch::ADV,ancora,još
982,nur::ADV,solo,samo
983,nur::ADV,soltanto,samo
984,schon::ADV,già,već
985,wieder::ADV,di nuovo,opet
986,wieder::ADV,di nuovo,ponovo
987,vergebens::ADV,invano,uzalud
988,vergebens::ADV,invano,zabadava
989,vor::PRP,davanti a,pred
990,vor::PRP,davanti a,ispred
991,hinter::PRP,dietro,za
992,hinter::PRP,dietro,iza
993,unter::PRP,sotto,pod
994,unter::PRP,sotto,ispod
995,durch::PRP,per,po
996,durch::PRP,per,kroz
997,durch::PRP,attraverso,po
998,durch::PRP,attraverso,kroz
999,neben::PRP,a accanto a,kraj
1000,neben::PRP,a accanto a,pored
1001,neben::PRP,a accanto a,pokraj
1002,zwischen::PRP,fra,među
1003,zwischen::PRP,fra,između
1004,wegen::PRP,a causa di,radi
1005,wegen::PRP,a causa di,zbog
1006,dies::PRN,ciò,ovo
1007,dies::PRN,questo,ovo
1008,das::PRN,ciò,to
1009,das::PRN,ciò,ono
1010,das::PRN,quello,to
1011,das::PRN,quello,ono
1012,alles::PRN,tutto,sve
1013,ich::PRN,ìo,ja
1014,du::PRN,tu,ti
1015,er::PRN,lui,on
1016,er::PRN,egli,on
1017,wir::PRN,noi,mi
1018,ihr::PRN,voi,vi
1019,sie::PRN,loro,oni
1020,was::FPRN,che,što
1021,was::FPRN,che cosa,što
1022,wer::FPRN,chi,tko
1023,wo::FADV,dove,gdje
1024,wohin::FADV,dove,kuda
1025,wohin::FADV,dove,kamo
1026,wie::FADV,come,kako
1027,warum::FADV,perche,zašto
1028,wieviel::FNUM,quanto,koliko
1029,eins::NUM,uno,jedan
1030,zwei::NUM,due,dva
1031,drei::NUM,tre,tri
1032,vier::NUM,quattro,četiri
1033,fünf::NUM,cinque,pet
1034,sechs::NUM,sei,šest
1035,sieben::NUM,sette,sedam
1036,acht::NUM,otto,osam
1037,neun::NUM,nove,devet
1038,zehn::NUM,dieci,deset
1039,elf::NUM,ùndici,jedanaest
1040,zwölf::NUM,dodici,dvanaest
1041,zwanzig::NUM,venti,dvadeset
1042,dreißig::NUM,trenta,trideset
1043,vierzig::NUM,quaranta,četrdeset
1044,fünfzig::NUM,cinquanta,pedeset
1045,sechzig::NUM,sessanta,šezdeset
1046,siebzig::NUM,settanta,sedamdeset
1047,achtzig::NUM,ottanta,osamdeset
1048,neunzig::NUM,novanta,devetdeset
1049,hundert::NUM,cento,sto
1050,tausend::NUM,mille,tisuća
1051,und::CNJ,e,i
1052,und::CNJ,e,te
1053,oder::CNJ,o,ili
1054,stehen::V,stare in piedi,stajati
1055,sitzen::V,sedere,sjediti
1056,sitzen::V,stare seduto,sjediti
1057,liegen::V,giacere,ležati
1058,hängen::V,pèndere,visiti
1059,hängen::V,èssere appeso,visiti
1060,werden::V,farsi,postati
1061,werden::V,farsi,činiti se
1062,werden::V,diventare,postati
1063,werden::V,diventare,činiti se
1064,passieren::V,succèdere,desiti se
1065,passieren::V,succèdere,dogoditi se
1066,beginnen::V,cominciare,početi
1067,enden::V,finire,prestati
1068,enden::V,finire,svršiti se
1069,enden::V,terminare,prestati
1070,enden::V,terminare,svršiti se
1071,wechseln::V,variare,mijenjati se
1072,wechseln::V,cambiare,mijenjati se
1073,aufgehen[Sonne]::V,sòrgere,izići
1074,aufgehen[Sonne]::V,spuntare,izići
1075,untergehen[Sonne]::V,tramontare,zaći
1076,scheinen[Sonne]::V,splèndere,sijati
1077,donnern::V,tonare,grmjeti
1078,wehen::V,soffiare,duhati
1079,strömen::V,fluire,strujati
1080,fließen::V,fluire,teći
1081,fließen::V,scorrere,teći
1082,sich drehen::V,girarsi,obrtati se
1083,sich drehen::V,girarsi,vrtjeti se
1084,schwanken::V,oscillare,teturati
1085,schwanken::V,oscillare,kolebati se
1086,schwanken::V,barcollare,teturati
1087,schwanken::V,barcollare,kolebati se
1088,schwingen::V,vibrare,njihati
1089,schwingen::V,vibrare,titrati
1090,schwingen::V,oscillare,njihati
1091,schwingen::V,oscillare,titrati
1092,fallen::V,cadere,padati
1093,brennen::V,àrdere,gorjeti
1094,brennen::V,bruciare,gorjeti
1095,rauchen::V,fumare,dimiti se
1096,regnen::V,piòvere,kišiti
1097,regnen::V,piòvere,daždjeti
1098,gefrieren::V,gelarsi,smrznuti se
1099,gefrieren::V,congelarsi,smrznuti se
1100,tauen::V,sciògliersi,kopnjeti
1101,tauen::V,sciògliersi,kraviti se
1102,schmelzen::V,fòndere,topiti se
1103,schmelzen::V,sciògliersi,topiti se
1104,trocknen::V,asciugarsi,sušiti se
1105,sieden::V,bollire,kipjeti
1106,sieden::V,bollire,ključati
1107,faulen::V,marcire,gnjiti
1108,verfaulen::V,imputridire,sagnjiti
1109,reißen::V,strapparsi,otrgnuti se
1110,versinken::V,affondare,tonuti
1111,versinken::V,affondare,propasti
1112,vergehen::V,passare,prolaziti
1113,erscheinen::V,apparire,pojaviti se
1114,erscheinen::V,comparire,pojaviti se
1115,verschwinden::V,sparire,nestati
1116,verschwinden::V,sparire,izgubiti se
1117,verschwinden::V,scomparire,nestati
1118,verschwinden::V,scomparire,izgubiti se
1119,sinken::V,calare,trgnuti
1120,sinken::V,calare,spustiti se
1121,sinken::V,scendere,trgnuti
1122,sinken::V,scendere,spustiti se
1123,abnehmen::V,diminuire,opasti
1124,zunehmen::V,aumentare,povećati se
1125,steigen::V,salire,uzići
1126,steigen::V,salire,nadoći
1127,steigen::V,montare,uzići
1128,steigen::V,montare,nadoći
1129,wachsen::V,crescere,rasti
1130,glänzen::V,splèndere,blistati
1131,glänzen::V,splèndere,sjati se
1132,funkeln::V,brillare,svjetlucati
1133,funkeln::V,scintillare,svjetlucati
1134,lärmen::V,strepitare,bučati
1135,lärmen::V,strepitare,galamiti
1136,lärmen::V,fare chiasso,bučati
1137,lärmen::V,fare chiasso,galamiti
1138,läuten::V,suonare,zvoniti
1139,klingeln::V,suonare,zvoniti
1140,klirren::V,tintinnare,zvečati
1141,brausen::V,rombare,hujati
1142,brausen::V,rumoreggiare,hujati
1143,rauschen::V,frusciare,šumiti
1144,rauschen::V,frusciare,šuškati
1145,klingen::V,suonare,zvučati
1146,bellen::V,latrare,lajati
1147,bellen::V,abbaiare,lajati
1148,heulen::V,urlare,zavijati
1149,heulen::V,ululare,zavijati
1150,blasen::V,soffiare,puhati
1151,pfeifen::V,fischiare,fućkati
1152,schreien::V,gridare,vikati
1153,schreien::V,gridare,kričati
1154,stöhnen::V,gèmere,stenjati
1155,zittern::V,tremare,drhtati
1156,zittern::V,tremare,trepetati
1157,leben::V,vìvere,živjeti
1158,geboren werden::V,nàscere,roditi se
1159,atmen::V,respirare,disati
1160,trinken::V,bere,piti
1161,essen::V,mangiare,jesti
1162,schlucken::V,inghiottire,gutati
1163,müde werden::V,stancarsi,umoriti se
1164,einschlafen::V,addormentarsi,usnuti
1165,einschlafen::V,addormentarsi,zaspati
1166,schlafen::V,dormire,spati
1167,aufwachen::V,svegliarsi,probuditi se
1168,aufstehen::V,levarsi,ustati
1169,sich erholen::V,riposarsi,odmoriti se
1170,krank werden::V,ammalarsi,oboljeti se
1171,krank werden::V,ammalarsi,razboljeti se
1172,krank sein::V,èssere malato,bolovati
1173,schmerzen::V,dolere,boljeti
1174,husten::V,tossire,kašljati
1175,genesen::V,guarire,ozdraviti
1176,genesen::V,guarire,oporaviti se
1177,sterben::V,morire,umrijeti
1178,umkommen::V,perire,skapati
1179,sich bewegen::V,agitarsi,gibati se
1180,sich bewegen::V,agitarsi,kretati se
1181,sich rühren::V,muòversi,maknuti se
1182,sich erheben::V,alzarsi,dići se
1183,sich setzen::V,sedersi,sjesti
1184,hinfallen::V,cadere,pasti
1185,laufen::V,camminare,hodati
1186,laufen::V,andare a piedi,hodati
1187,schreiten::V,andare,stupati
1188,schreiten::V,procedere,stupati
1189,spazierengehen::V,passeggiare,šetati se
1190,spazierengehen::V,andare a passeggio,šetati se
1191,eilen::V,andare in fretta,hitati
1192,sich beeilen::V,affrettarsi,požuriti se
1193,sausen::V,volare,juriti
1194,sausen::V,correre,juriti
1195,rennen::V,correre,trčati
1196,springen::V,saltare,skakati
1197,klettern::V,arrampicarsi,popeti se
1198,klettern::V,arrampicarsi,penjati se
1199,schaukeln::V,fare l'altalena,ljuljati se
1200,kriechen::V,strisciare,puzati
1201,kriechen::V,strisciare,gmizati
1202,schwimmen::V,nuotare,plivati
1203,tauchen::V,tuffarsi,roniti
1204,tauchen::V,tuffarsi,gnjuriti
1205,tauchen::V,immèrgersi,roniti
1206,tauchen::V,immèrgersi,gnjuriti
1207,rudern::V,remare,veslati
1208,fahren::V,andare,voziti se
1209,fahren::V,viaggiare,voziti se
1210,fliegen::V,volare,letjeti
1211,fliegen::V,volare,lijetati
1212,gehen::V,andare,ići
1213,weggehen::V,andàrsene,otići
1214,weggehen::V,andare via,otići
1215,abfahren::V,partire,krenuti
1216,abfahren::V,partire,otputovati
1217,anhalten::V,fermarsi,stati
1218,anhalten::V,fermarsi,zaustaviti
1219,hineingehen::V,entrare,ulaziti
1220,eintreten::V,entrare,ući
1221,kommen::V,venire,doći
1222,ankommen::V,arrivare,stići
1223,zurückkommen::V,ritornare,vratiti se
1224,zurückkommen::V,ritornare,povratiti se
1225,bleiben::V,restare,ostati
1226,bleiben::V,rimanere,ostati
1227,warten::V,aspettare,čekati
1228,erwarten::V,attèndere,očekivati
1229,suchen::V,cercare,tražiti
1230,finden::V,trovare,naći
1231,versuchen::V,tentare,pokušati
1232,vorbereiten::V,preparare,spremiti
1233,vorbereiten::V,preparare,pripremiti
1234,lieben::V,amare,voljeti
1235,mögen::V,piacere a,voljeti
1236,mögen::V,volere bene a,voljeti
1237,lachen::V,rìdere,smijati se
1238,rühren::V,commuòvere,taknuti
1239,weinen::V,piàngere,plakati
1240,schimpfen::V,imprecare,psovati
1241,sich ärgern::V,stizzirsi,ljutiti se
1242,sich ärgern::V,arrabbiarsi,ljutiti se
1243,sich fürchten::V,avere paura,bojati se
1244,fürchten::V,temere,bojati se
1245,fliehen::V,fuggire,pobjeći
1246,flüchten::V,sfuggire,utjeći
1247,sehen::V,vedere,vidjeti
1248,anschauen::V,guardare,ogledati
1249,ansehen::V,guardare,gledati
1250,hören::V,udire,čuti
1251,hören::V,sentire,čuti
1252,zuhören::V,ascoltare,slušati
1253,probieren::V,degustare,probati
1254,probieren::V,assaggiare,probati
1255,riechen::V,sentire,osjećati miris
1256,fühlen::V,sentire,osjećati
1257,scheinen::V,parere,činiti se
1258,scheinen::V,sembrare,činiti se
1259,zu sehen sein::V,vedersi,biti vidljiv
1260,vernehmen::V,sentire,saznati
1261,vernehmen::V,percepire,saznati
1262,frieren::V,aver freddo,zima je
1263,tun::V,fare,raditi
1264,können::V,sapere,moći
1265,wollen::V,volere,htjeti
1266,anfangen::V,iniziare,početi
1267,anfangen::V,cominciare,početi
1268,beenden::V,finire,svršiti
1269,beenden::V,finire,dovršiti
1270,beenden::V,terminare,svršiti
1271,beenden::V,terminare,dovršiti
1272,aufhören::V,finire,prestati
1273,aufhören::V,cessare,prestati
1274,gelingen::V,riuscire,uspjeti
1275,geraten::V,stare,desiti se
1276,öffnen::V,aprire,otvoriti
1277,schließen::V,chiùdere,zatvoriti
1278,stellen::V,porre,metnuti
1279,stellen::V,porre,postaviti
1280,stellen::V,mettere,metnuti
1281,stellen::V,mettere,postaviti
1282,setzen::V,porre,posaditi
1283,setzen::V,mettere,posaditi
1284,legen::V,posare,polagati
1285,legen::V,mettere,polagati
1286,berühren::V,toccare,doticati
1287,berühren::V,toccare,dodirivati
1288,verbinden::V,unire,spojiti
1289,verbinden::V,unire,zavezati
1290,verbinden::V,congiùngere,spojiti
1291,verbinden::V,congiùngere,zavezati
1292,bedecken::V,coprire,pokriti
1293,bedecken::V,ricoprire,pokriti
1294,aufhängen::V,attaccare,objesiti
1295,anzünden::V,accèndere,upaliti
1296,anzünden::V,accèndere,zapaliti
1297,anzünden::V,incendiare,upaliti
1298,anzünden::V,incendiare,zapaliti
1299,aufheben::V,raccògliere,podići
1300,aufheben::V,raccògliere,podignuti
1301,zurücklassen::V,lasciare,ostaviti
1302,zurücklassen::V,lasciare,pustiti natrag
1303,zurücklassen::V,lasciare indietro,ostaviti
1304,zurücklassen::V,lasciare indietro,pustiti natrag
1305,verlieren::V,pèrdere,izgubiti
1306,fallen lassen::V,lasciare cadere,ispustiti
1307,machen::V,fare,uraditi
1308,machen::V,fare,načiniti
1309,machen::V,fare,napraviti
1310,herstellen::V,produrre,proizvesti
1311,herstellen::V,fabbricare,proizvesti
1312,bauen::V,costruire,graditi
1313,reparieren::V,riparare,popraviti
1314,verbessern::V,migliorare,poboljšati
1315,ändern::V,mutare,promijeniti
1316,ändern::V,cambiare,promijeniti
1317,graben::V,scavare,kopati
1318,graben::V,scavare,kopkati
1319,beugen::V,chinare,saviti
1320,beugen::V,flettere,saviti
1321,biegen::V,tòrcere,saviti
1322,biegen::V,tòrcere,sagnuti
1323,drehen::V,girare,vrtjeti
1324,wenden::V,girare,obrnuti
1325,wenden::V,voltare,obrnuti
1326,umdrehen::V,rivoltare,okrenuti
1327,umdrehen::V,rivoltare,prevŕnuti
1328,heben::V,levare,dizati
1329,hochheben::V,levare,dignuti
1330,hochheben::V,sollevare,dignuti
1331,ergreifen::V,afferrare,uhvatiti
1332,ergreifen::V,afferrare,prihvatiti
1333,halten::V,tenere,držati
1334,drücken::V,premere,pritiskivati
1335,schieben::V,spìngere,gurati
1336,kratzen::V,grattare,česati
1337,kratzen::V,grattare,grepsti
1338,kratzen::V,graffiare,česati
1339,kratzen::V,graffiare,grepsti
1340,lecken::V,leccare,lizati
1341,beißen::V,mòrdere,ujesti
1342,beißen::V,mòrdere,gristi
1343,abreißen::V,staccarsi,otkinuti
1344,abreißen::V,strapparsi,otkinuti
1345,abschneiden::V,tagliare,odrezati
1346,binden::V,legare,vezati
1347,binden::V,bendare,vezati
1348,stecken::V,ficcare,turiti
1349,brechen::V,rompere,slomiti
1350,klopfen::V,bàttere,lupati
1351,klopfen::V,bàttere,kucati
1352,hauen::V,picchiare,tući
1353,hauen::V,picchiare,udarati
1354,kleben::V,incollare,lijepiti
1355,reiben::V,fregare,trti
1356,streichen::V,spalmare,namazati
1357,schleifen::V,arrotare,brusiti
1358,schneiden::V,tagliare,rezati
1359,rütteln::V,scuòtere,drmati
1360,schütteln::V,agitare,tresti
1361,schütteln::V,scuòtere,tresti
1362,schwenken::V,agitare,mahati
1363,schwenken::V,sventolare,mahati
1364,schütten::V,versare,sipati
1365,schütten::V,versare,lijevati
1366,füllen::V,riempire,napuniti
1367,einwickeln::V,involtare,umotati
1368,einwickeln::V,involtare,zamotati
1369,tragen::V,portare,nositi
1370,schleppen::V,trainare,tegliti
1371,schleppen::V,trascinare,tegliti
1372,ziehen::V,tirare,vući
1373,aufbewahren::V,custodire,čuvati
1374,aufbewahren::V,conservare,čuvati
1375,werfen::V,gettare,bacati
1376,werfen::V,lanciare,bacati
1377,fangen::V,prèndere,loviti
1378,fangen::V,prèndere,hvatati
1379,fangen::V,acchiappare,loviti
1380,fangen::V,acchiappare,hvatati
1381,packen::V,pigliare,ščepati
1382,packen::V,pigliare,zgrabiti
1383,packen::V,afferrare,ščepati
1384,packen::V,afferrare,zgrabiti
1385,verstecken::V,nascondere,sakriti
1386,teilen::V,divìdere,podijeliti
1387,schicken::V,inviare,slati
1388,bringen::V,portare,donijeti
1389,bringen::V,apportare,donijeti
1390,hinzufügen::V,aggiùngere,dodati
1391,hinzufügen::V,aggiùngere,pridati
1392,bekommen::V,ricevere,dobiti
1393,erhalten::V,ricevere,primiti
1394,nehmen::V,prèndere,uzeti
1395,wählen::V,elèggere,izabrati
1396,wählen::V,scegliere,izabrati
1397,auswählen::V,scegliere,odabrati
1398,bewahren::V,conservare,sačuvati
1399,behindern::V,impedire,smetati
1400,verderben::V,guastare,pokvariti
1401,beschädigen::V,danneggiare,oštetiti
1402,zerbrechen::V,rompere,razbiti
1403,zerbrechen::V,rompere,prelomiti
1404,zerbrechen::V,spezzare,razbiti
1405,zerbrechen::V,spezzare,prelomiti
1406,zerreißen::V,stracciare,poderati
1407,zerreißen::V,stracciare,rastrgnuti
1408,zerstören::V,distrùggere,razoriti
1409,zerstören::V,distrùggere,razrušiti
1410,verbrennen::V,bruciare,spaliti
1411,verbrennen::V,bruciare,sagorjeti
1412,geben::V,dare,dati
1413,reichen::V,pòrgere,pružiti
1414,schenken::V,regalare,darivati
1415,versprechen::V,promettere,obećati
1416,wünschen::V,augurare,željeti
1417,loben::V,lodare,hvaliti
1418,küssen::V,baciare,ljubiti
1419,wiegen::V,cullare,njihati
1420,wiegen::V,cullare,ljuljati
1421,wiegen::V,dondolare,njihati
1422,wiegen::V,dondolare,ljuljati
1423,zudecken::V,coprire,pokriti
1424,wecken::V,svegliare,probuditi
1425,zeigen::V,indicare,pokazati
1426,führen::V,guidare,voditi
1427,führen::V,condurre,voditi
1428,lehren::V,insegnare,učiti
1429,unterrichten::V,istruire,poučiti
1430,unterrichten::V,insegnare,poučiti
1431,aufziehen::V,allevare,uzgajati
1432,leiten::V,avviare,upravljati
1433,leiten::V,dirìgere,upravljati
1434,antreiben::V,incitare,natjeravati
1435,lassen::V,fare,dati
1436,einladen::V,invitare,pozvati
1437,vereinigen::V,unire,ujediniti
1438,besuchen::V,visitare,posjetiti
1439,besuchen::V,far vìsita a,posjetiti
1440,treffen::V,incontrare,sresti
1441,sich versammeln::V,rinunirsi,okupiti se
1442,spielen::V,giocare,igrati se
1443,singen::V,cantare,pjevati
1444,tanzen::V,danzare,plesati
1445,sich trennen::V,separarsi,razići se
1446,verlassen::V,lasciare,ostaviti
1447,verlassen::V,lasciare,napustiti
1448,verlassen::V,abbandonare,ostaviti
1449,verlassen::V,abbandonare,napustiti
1450,retten::V,salvare,spasiti
1451,bewachen::V,custodire,čuvati
1452,bewachen::V,custodire,stražariti
1453,schützen::V,protèggere,čuvati
1454,verteidigen::V,difèndere,obraniti
1455,sich schlagen::V,bàttersi,biti se
1456,sich schlagen::V,bàttersi,udariti se
1457,schießen::V,sparare,pucati
1458,schießen::V,sparare,strijeljati
1459,siegen::V,vìncere,pobijediti
1460,ärgern::V,stizzire,ljutiti
1461,schlagen::V,bàttere,biti
1462,schlagen::V,bàttere,udariti
1463,treten::V,calciare,šutnuti
1464,stechen::V,pùngere,ubosti
1465,stoßen::V,urtare,gurnuti
1466,stoßen::V,spìngere,gurnuti
1467,stehlen::V,rubare,ukrasti
1468,stören::V,disturbare,smetati
1469,belästigen::V,molestare,smetati
1470,belästigen::V,molestare,dosaditi
1471,belästigen::V,importunare,smetati
1472,belästigen::V,importunare,dosaditi
1473,verbergen::V,celare,skriti
1474,verbergen::V,nascondere,skriti
1475,täuschen::V,ingannare,obmanuti
1476,betrügen::V,frodare,prevarati
1477,betrügen::V,truffare,prevarati
1478,töten::V,uccìdere,ubiti
1479,wohnen::V,abitare,stanovati
1480,arbeiten::V,lavorare,raditi
1481,sammeln::V,raccògliere,sabrati
1482,sammeln::V,collezionare,sabrati
1483,pflücken::V,cògliere,ubrati
1484,jagen::V,cacciare,loviti
1485,fischen::V,pescare,ribati
1486,fischen::V,pescare,loviti ribu
1487,fassen::V,catturare,uloviti
1488,fassen::V,acchiappare,uloviti
1489,hüten::V,pascolare,pasti
1490,treiben::V,spìngere,goniti
1491,anbinden::V,legare,privezati
1492,anbinden::V,attaccare,privezati
1493,füttern::V,dar da mangiare a,hraniti
1494,melken::V,mùngere,musti
1495,hacken::V,tritare,sjeckati
1496,hacken::V,spaccare,sjeckati
1497,gießen::V,annaffiare,politi
1498,reifen::V,maturare,sazreti
1499,zubereiten::V,preparare,prigotoviti
1500,kochen::V,cuòcere,kuhati
1501,backen::V,cuòcere,peći
1502,backen::V,cuòcere al forno,peći
1503,braten::V,frìggere,peći
1504,braten::V,frìggere,pržiti
1505,braten::V,arrostire,peći
1506,braten::V,arrostire,pržiti
1507,umrühren::V,mescolare,promiješati
1508,stricken::V,llavorare a maglia,plesti
1509,nähen::V,cucire,šiti
1510,färben::V,tìngere,obojiti
1511,reinigen::V,pulire,očistiti
1512,reinigen::V,pulire,počistiti
1513,reinigen::V,nettare,očistiti
1514,reinigen::V,nettare,počistiti
1515,waschen::V,lavare,prati
1516,abwischen::V,asciugare,otrti
1517,spülen::V,lavare,isprati
1518,spülen::V,lavare,oplakati
1519,spülen::V,sciacquare,isprati
1520,spülen::V,sciacquare,oplakati
1521,fegen::V,spazzare,mesti
1522,fegen::V,spazzare,pomesti
1523,kehren::V,spazzare,mesti
1524,baden::V,bagnarsi,kupati se
1525,baden::V,fare il bagno,kupati se
1526,sich waschen::V,lavarsi,umiti se
1527,sich waschen::V,lavarsi,prati se
1528,ausziehen::V,tògliersi,svući
1529,anziehen::V,mettersi,obući
1530,anziehen::V,indossare,obući
1531,sich anziehen::V,vestirsi,obući se
1532,kämmen::V,pettinare,češljati
1533,schmücken::V,ornare,uresiti
1534,schmücken::V,ornare,nakititi
1535,schmücken::V,decorare,uresiti
1536,schmücken::V,decorare,nakititi
1537,sagen::V,dire,reći
1538,sagen::V,dire,kazati
1539,sprechen::V,parlare,govoriti
1540,reden::V,parlare,govoriti
1541,reden::V,parlare,besjediti
1542,sich unterhalten::V,conversare,razgovarati se
1543,fragen::V,chièdere,pitati
1544,fragen::V,domandare,pitati
1545,bitten::V,pregare,moliti
1546,erzählen::V,narrare,ispričati
1547,erzählen::V,narrare,pripovjediti
1548,erzählen::V,raccontare,ispričati
1549,erzählen::V,raccontare,pripovjediti
1550,mitteilen::V,comunicare,saopćiti
1551,nennen::V,nominare,nazvati
1552,rufen::V,chiamare,zvati
1553,rufen::V,chiamare,dozvati
1554,prahlen::V,vantarsi,hvalisati se
1555,übersetzen::V,tradurre,prevesti
1556,denken::V,pensare,misliti
1557,glauben::V,credere,vjerovati
1558,bemerken::V,notare,zapaziti
1559,bemerken::V,notare,primijetiti
1560,bemerken::V,osservare,zapaziti
1561,bemerken::V,osservare,primijetiti
1562,erkennen::V,riconoscere,prepoznati
1563,begreifen::V,capire,pojmiti
1564,begreifen::V,capire,shvatiti
1565,begreifen::V,comprèndere,pojmiti
1566,begreifen::V,comprèndere,shvatiti
1567,verstehen::V,intèndere,razabrati
1568,verstehen::V,comprèndere,razabrati
1569,lernen::V,imparare,učiti se
1570,lernen::V,apprèndere,učiti se
1571,wissen::V,sapere,znati
1572,sich erinnern an::V,ricordare,sjetiti se
1573,sich erinnern an::V,ricordarsi di,sjetiti se
1574,vergessen::V,dimenticare,zaboraviti
1575,messen::V,misurare,mjeriti
1576,zählen::V,contare,brojiti
1577,rechnen::V,contare,računati
1578,rechnen::V,calcolare,računati
1579,lesen::V,lèggere,čitati
1580,malen::V,dipìngere,slikati
1581,zeichnen::V,disegnare,crtati
1582,schreiben::V,scrìvere,pisati
1583,besitzen::V,possedere,imati
