,Concept_ID,,nl
113,Festland::N,,vasteland
114,Meer::N,,zee
115,Bucht::N,,baai
116,Bucht::N,,inham
117,Insel::N,,eiland
118,Blume::N,,bloem
119,Gras::N,,gras
120,Wurzel::N,,wortel
121,Baum::N,,boom
122,Stamm::N,,stam
123,Rinde::N,,schors
124,Ast::N,,tak
125,Zweig::N,,twijg
126,Blatt::N,,blad
127,Birke::N,,berk
128,Kiefer[Baum]::N,,den
129,Weide[Baum]::N,,wilg
130,Tanne::N,,spar
131,Horn::N,,hoorn
132,Feder::N,,veer
133,Feder::N,,pluim
134,Fell::N,,vel
135,Flügel::N,,vleugel
136,Klaue::N,,klauw
137,Kralle::N,,klauw
138,Schwanz::N,,staart
139,Ei::N,,ei
140,Nest::N,,nest
141,Bau::N,,hol
142,Tier::N,,dier
143,Herde::N,,kudde
144,Kuh::N,,koe
145,Bulle::N,,stier
146,Pferd::N,,paard
147,Schaf::N,,schaap
148,Schwein::N,,varken
149,Hund::N,,hond
150,Katze::N,,kat
151,Bär::N,,beer
152,Eichhörnchen::N,,eekhoorntje
153,Elch::N,,eland
154,Fuchs::N,,vos
155,Hase::N,,haas
156,Maus::N,,muis
157,Wolf::N,,wolf
158,Vogel::N,,vogel
159,Schwarm::N,,zwerm
160,Huhn::N,,kip
161,Huhn::N,,hoen
162,Hahn::N,,haan
163,Gans::N,,gans
164,Adler::N,,arend
165,Ente::N,,eend
166,Eule::N,,uil
167,Kranich::N,,kraanvogel
168,Krähe::N,,kraai
169,Kuckuck::N,,koekoek
170,Schwan::N,,zwaan
171,Fisch::N,,vis
172,Barsch::N,,baars
173,Hecht::N,,snoek
174,Schlange[Tier]::N,,slang
175,Wurm::N,,worm
176,Spinne::N,,spin
177,Ameise::N,,mier
178,Laus::N,,luis
179,Mücke::N,,mug
180,Fliege::N,,vlieg
181,Schmetterling::N,,vlinder
182,Beere::N,,bes
183,Apfel::N,,appel
184,Pilz::N,,paddestoel
185,Zwiebel::N,,ui
186,Saat::N,,zaad
187,Korn::N,,graan
188,Korn::N,,korrel
189,Heu::N,,hooi
190,Schale::N,,schil
191,Grube::N,,kuil
192,Falle::N,,val
193,Schlinge::N,,strop
194,Spur::N,,spoor
195,Asche::N,,as
196,Dreck::N,,drek
197,Eisen::N,,ijzer
198,Gold::N,,goud
199,Silber::N,,zilver
200,Kohle::N,,kool
201,Glas::N,,glas
202,Lehm::N,,klei
203,Sand::N,,zand
204,Mensch::N,,mens
205,Mann::N,,man
206,Frau::N,,vrouw
207,Kind::N,,kind
208,Junge::N,,jongen
209,Mädchen::N,,meisje
210,Familie::N,,gezin
211,Familie::N,,familie
212,Großvater::N,,grootvader
213,Großmutter::N,,grootmoeder
214,Eltern::N,,ouders
215,Vater::N,,vader
216,Mutter::N,,moeder
217,Sohn::N,,zoon
218,Tochter::N,,dochter
219,Bruder::N,,broer
220,Bruder::N,,broeder
221,Schwester::N,,zus
222,Schwester::N,,zuster
223,Onkel::N,,oom
224,Tante::N,,tante
225,Ehemann::N,,echtgenoot
226,Ehefrau::N,,echtgenote
227,Freude::N,,vreugde
228,Gelächter::N,,gelach
229,Glück::N,,geluk
230,Kummer::N,,verdriet
231,Wunsch::N,,wens
232,Wunsch::N,,verlangen
233,Lust::N,,zin
234,Lust::N,,lust
235,Geist::N,,geest
236,Gedanke::N,,gedachte
237,Gedächtnis::N,,geheugen
238,Verstand::N,,verstand
239,Sinn::N,,betekenis
240,Grund::N,,reden
241,Wahrheit::N,,waarheid
242,Gespräch::N,,gesprek
243,Märchen::N,,sprookje
244,Erzählung::N,,verhaal
245,Nachricht::N,,tijding
246,Neuigkeit::N,,nieuws
247,Neuigkeit::N,,nieuwtje
248,Name::N,,naam
249,Rätsel::N,,raadsel
250,Rede::N,,rede
251,Sprache::N,,taal
252,Stimme::N,,stem
253,Wort::N,,woord
254,Zeichen::N,,teken
255,Ruf::N,,roep
256,Lärm::N,,lawaai
257,Laut::N,,klank
258,Laut::N,,geluid
259,Ton::N,,toon
260,Ton::N,,klank
261,Lied::N,,lied
262,Ruhe::N,,rust
263,Ruhe::N,,stilte
264,Leute::N,,lui
265,Leute::N,,mensen
266,Volk::N,,volk
267,Arbeit::N,,werk
268,Arbeit::N,,arbeid
269,Gast::N,,gast
270,Geschenk::N,,cadeau
271,Geschenk::N,,geschenk
272,Spiel::N,,spel
273,Gesellschaft::N,,gezelschap
274,Hilfe::N,,hulp
275,Freund::N,,vriend
276,Kamerad::N,,maat
277,Kamerad::N,,metgezel
278,Angelegenheit::N,,zaak
279,Angelegenheit::N,,aangelegenheid
280,Anzahl::N,,tal
281,Anzahl::N,,aantal
282,Art::N,,slag
283,Art::N,,soort
284,Stück::N,,stuk
285,Teil::N,,deel
286,Hälfte::N,,helft
287,Kreis::N,,kring
288,Kreis::N,,cirkel
289,Kreuz::N,,kruis
290,Linie::N,,lijn
291,Strich::N,,haal
292,Strich::N,,streep
293,Abstand::N,,afstand
294,Entfernung::N,,afstand
295,Gegend::N,,streek
296,Platz::N,,ruimte
297,Ort::N,,oord
298,Ort::N,,plaats
299,Seite::N,,zij
300,Seite::N,,kant
301,Seite::N,,zijde
302,Mitte::N,,midden
303,Gegenstand::N,,voorwerp
304,Sache::N,,zaak
305,Rand::N,,rand
306,Rand::N,,boord
307,Kante::N,,kant
308,Ecke::N,,hoek
309,Spitze::N,,punt
310,Spitze::N,,spits
311,Ende::N,,einde
312,Ende::N,,uiteinde
313,Loch::N,,gat
314,Winkel::N,,hoek
315,Muster::N,,dessin
316,Muster::N,,patroon
317,Größe::N,,grootte
318,Länge::N,,lengte
319,Höhe::N,,hoogte
320,Gewicht::N,,gewicht
321,Menge::N,,hoeveelheid
322,Haufen::N,,hoop
323,Reihe::N,,rij
324,Reihe::N,,reeks
325,Boot::N,,boot
326,Ruder::N,,roeiriem
327,Schlitten::N,,slee
328,Schlitten::N,,slede
329,Ski::N,,ski
330,Lagerfeuer::N,,kampvuur
331,Last::N,,last
332,Last::N,,vracht
333,Gang::N,,wandeling
334,Schritt::N,,stap
335,Schritt::N,,schrede
336,Norden::N,,noorden
337,Süden::N,,zuiden
338,Westen::N,,westen
339,Osten::N,,oosten
340,Holz::N,,hout
341,Brett::N,,plank
342,Platte::N,,plaat
343,Stütze::N,,stut
344,Stütze::N,,steun
345,Stange::N,,stang
346,Stock::N,,stok
347,Stab::N,,staf
348,Rohr::N,,pijp
349,Haus::N,,huis
350,Heim::N,,tehuis
351,Ofen::N,,kachel
352,Fußboden::N,,vloer
353,Tisch::N,,tafel
354,Stuhl::N,,stoel
355,Wiege::N,,wieg
356,Bett::N,,bed
357,Regal::N,,rek
358,Kiste::N,,kist
359,Fenster::N,,raam
360,Fenster::N,,venster
361,Tür::N,,deur
362,Tor::N,,poort
363,Zaun::N,,omheining
364,Dach::N,,dak
365,Leiter::N,,ladder
366,Besen::N,,bezem
367,Spaten::N,,schop
368,Schaufel::N,,schep
369,Gabel::N,,vork
370,Löffel::N,,lepel
371,Messer::N,,mes
372,Nagel::N,,spijker
373,Netz::N,,net
374,Haken::N,,haak
375,Griff::N,,handvat
376,Schloss::N,,slot
377,Bild::N,,beeld
378,Figur::N,,figuur
379,Puppe::N,,pop
380,Beutel::N,,zak
381,Beutel::N,,buidel
382,Bündel::N,,pak
383,Bündel::N,,bundel
384,Tasche::N,,tas
385,Eimer::N,,emmer
386,Deckel::N,,deksel
387,Geschirr::N,,vaatwerk
388,Sack::N,,zak
389,Tasse::N,,kop
390,Topf::N,,pan
391,Kessel::N,,ketel
392,Essen::N,,eten
393,Nahrung::N,,voedsel
394,Speise::N,,spijs
395,Fleisch::N,,vlees
396,Getreide::N,,graan
397,Brei::N,,pap
398,Brei::N,,brij
399,Brot::N,,brood
400,Scheibe::N,,plak
401,Scheibe::N,,snede
402,Fett::N,,vet
403,Butter::N,,boter
404,Öl::N,,olie
405,Salz::N,,zout
406,Suppe::N,,soep
407,Honig::N,,honing
408,Milch::N,,melk
409,Tee::N,,thee
410,Leder::N,,leer
411,Leder::N,,leder
412,Wolle::N,,wol
413,Stoff::N,,stof
414,Nadel::N,,naald
415,Faden::N,,draad
416,Knopf::N,,knoop
417,Knoten::N,,knoop
418,Farbe::N,,verf
419,Kleidung::N,,kledij
420,Kleidung::N,,kleding
421,Hemd::N,,hemd
422,Kragen::N,,kraag
423,Ärmel::N,,mouw
424,Hose::N,,broek
425,Hose::N,,pantalon
426,Gürtel::N,,riem
427,Gürtel::N,,gordel
428,Mütze::N,,muts
429,Schuh::N,,schoen
430,Stiefel::N,,laars
431,Ring::N,,ring
432,Band::N,,lint
433,Kamm::N,,kam
434,Spiegel::N,,spiegel
435,Riemen::N,,riem
436,Schnur::N,,koord
437,Leine::N,,lijn
438,Decke::N,,deken
439,Kissen::N,,kussen
440,Tuch::N,,doek
441,Handtuch::N,,handdoek
442,Kraft::N,,kracht
443,Stärke::N,,sterkte
444,Gesundheit::N,,gezondheid
445,Krankheit::N,,ziekte
446,Schmerz::N,,pijn
447,Wunde::N,,wond
448,Fieber::N,,koorts
449,Arznei::N,,medicament
450,Arznei::N,,geneesmiddel
451,Brücke::N,,brug
452,Brunnen::N,,put
453,Brunnen::N,,bron
454,Weide::N,,wei
455,Weide::N,,weide
456,Pfad::N,,pad
457,Weg::N,,weg
458,Straße::N,,baan
459,Straße::N,,straat
460,Dorf::N,,dorp
461,Stadt::N,,stad
462,Brief::N,,brief
463,Buch::N,,boek
464,Buchstabe::N,,letter
465,Zeitung::N,,krant
466,Zeitung::N,,dagblad
467,Leben::N,,leven
468,Tod::N,,dood
469,Grab::N,,graf
470,Kirche::N,,kerk
471,Sünde::N,,zonde
472,Gott::N,,god
473,Arbeiter::N,,arbeider
474,Chef::N,,chef
475,Meister::N,,meester
476,Arzt::N,,arts
477,Arzt::N,,dokter
478,Lehrer::N,,leraar
479,Lehrer::N,,onderwijzer
480,Geld::N,,geld
481,Geschäft::N,,zaak
482,Laden::N,,winkel
483,Preis::N,,prijs
484,Ware::N,,waar
485,Nutzen::N,,nut
486,Nutzen::N,,voordeel
487,Reichtum::N,,rijkdom
488,Welt::N,,wereld
489,Land::N,,land
490,Staat::N,,staat
491,König::N,,koning
492,Macht::N,,macht
493,Grenze::N,,grens
494,Krieg::N,,oorlog
495,Feind::N,,vijand
496,Gewalt::N,,geweld
497,Kampf::N,,strijd
498,Kampf::N,,gevecht
499,Bogen[Waffe]::N,,boog
500,Pfeil::N,,pijl
501,Gewehr::N,,geweer
502,Fehler::N,,fout
503,Lüge::N,,leugen
504,Schaden::N,,schade
505,Unglück::N,,tegenspoed
506,Schuld::N,,schuld
507,Alter::N,,leeftijd
508,Schluss::N,,slot
509,Zeit::N,,tijd
510,Tag::N,,dag
511,Morgen::N,,morgen
512,Morgen::N,,ochtend
513,Mittag::N,,middag
514,Abend::N,,avond
515,Nacht::N,,nacht
516,Woche::N,,week
517,Monat::N,,maand
518,Jahr::N,,jaar
519,Frühling::N,,lente
520,Frühling::N,,voorjaar
521,Sommer::N,,zomer
522,Herbst::N,,herfst
523,Winter::N,,winter
524,Januar::N,,januari
525,Februar::N,,februari
526,März::N,,maart
527,April::N,,april
528,Mai::N,,mei
529,Juni::N,,juni
530,Juli::N,,juli
531,August::N,,augustus
532,September::N,,september
533,Oktober::N,,oktober
534,November::N,,november
535,Dezember::N,,december
536,Montag::N,,maandag
537,Dienstag::N,,dinsdag
538,Mittwoch::N,,woensdag
539,Donnerstag::N,,donderdag
540,Freitag::N,,vrijdag
541,Samstag::N,,zaterdag
542,Sonntag::N,,zondag
543,groß::A,,groot
544,klein::A,,klein
545,lang::A,,lang
546,kurz::A,,kort
547,breit::A,,breed
548,schmal::A,,smal
549,dicht::A,,dicht
550,dick[Gegenstand]::A,,dik
551,dünn::A,,dun
552,fein::A,,fijn
553,fest::A,,vast
554,flach::A,,plat
555,glatt::A,,glad
556,hart::A,,hard
557,weich::A,,week
558,rund::A,,rond
559,spitz::A,,spits
560,spitz::A,,puntig
561,scharf::A,,scherp
562,stumpf::A,,stomp
563,schwer::A,,zwaar
564,schön::A,,mooi
565,schön::A,,fraai
566,heiß::A,,heet
567,warm::A,,warm
568,kalt::A,,koud
569,kühl::A,,koel
570,frisch::A,,fris
571,feucht::A,,vochtig
572,nass::A,,nat
573,trocken::A,,droog
574,voll::A,,vol
575,leer::A,,leeg
576,offen::A,,open
577,geschlossen::A,,gesloten
578,sauber::A,,net
579,sauber::A,,schoon
580,schmutzig::A,,vuil
581,roh::A,,rauw
582,reif::A,,rijp
583,lecker::A,,lekker
584,süß::A,,zoet
585,bitter::A,,bitter
586,sauer::A,,zuur
587,hell::A,,licht
588,hell::A,,helder
589,dunkel::A,,donker
590,schwarz::A,,zwart
591,weiß::A,,wit
592,rot::A,,rood
593,gelb::A,,geel
594,blau::A,,blauw
595,grün::A,,groen
596,grau::A,,grijs
597,bunt::A,,bont
598,billig::A,,goedkoop
599,teuer::A,,duur
600,wertvoll::A,,kostbaar
601,wertvoll::A,,waardevol
602,blind::A,,blind
603,taub::A,,doof
604,kräftig::A,,krachtig
605,stark::A,,sterk
606,schwach::A,,zwak
607,fett::A,,vet
608,schlank::A,,slank
609,hübsch::A,,leuk
610,böse::A,,kwaad
611,dumm::A,,dom
612,faul::A,,lui
613,fleißig::A,,vlijtig
614,geizig::A,,gierig
615,klug::A,,slim
616,klug::A,,schrander
617,klug::A,,verstandig
618,geschickt::A,,handig
619,geschickt::A,,vaardig
620,lieb::A,,lief
621,lustig::A,,vrolijk
622,sanft::A,,zacht
623,hungrig::A,,hongerig
624,krank::A,,ziek
625,nackt::A,,naakt
626,traurig::A,,treurig
627,traurig::A,,bedroefd
628,lebendig::A,,levend
629,gut::A,,goed
630,schlecht::A,,slecht
631,richtig::A,,juist
632,schlimm::A,,erg
633,schlimm::A,,kwaad
634,wahr::A,,waar
635,alt::A,,oud
636,neu::A,,nieuw
637,ehemalig::A,,voormalig
638,alt[Lebewesen]::A,,oud
639,jung::A,,jong
640,arm::A,,arm
641,reich::A,,rijk
642,bekannt::A,,bekend
643,berühmt::A,,beroemd
644,fremd::A,,vreemd
645,verschieden::A,,verscheiden
646,verschieden::A,,verschillend
647,nah::A,,nabij
648,nah::A,,nabijgelegen
649,fern::A,,ver
650,linker::A,,linker
651,rechter::A,,rechter
652,anderer::A,,andere
653,erster::A,,eerste
654,zweiter::A,,tweede
655,dritter::A,,derde
656,letzter::A,,laatste
657,allein::ADV,,alleen
658,auf einmal::ADV,,ineens
659,auf einmal::ADV,,tegelijk
660,zusammen::ADV,,samen
661,zusammen::ADV,,bijeen
662,lange::ADV,,lang
663,plötzlich::ADV,,eensklaps
664,plötzlich::ADV,,plotsklaps
665,sofort::ADV,,terstond
666,sofort::ADV,,aanstonds
667,sofort::ADV,,onmiddelijk
668,später::ADV,,later
669,jetzt::ADV,,nu
670,jetzt::ADV,,nou
671,jetzt::ADV,,thans
672,heute::ADV,,heden
673,heute::ADV,,vandaag
674,morgen::ADV,,morgen
675,bald::ADV,,gauw
676,bald::ADV,,weldra
677,dann::ADV,,dan
678,dann::ADV,,toen
679,gestern::ADV,,gisteren
680,einst::ADV,,eens
681,damals::ADV,,toen
682,damals::ADV,,destijds
683,danach::ADV,,daarna
684,vorher::ADV,,vooraf
685,vorher::ADV,,van tevoren
686,zuerst::ADV,,eerst
687,zuerst::ADV,,het eerst
688,einmal::ADV,,eens
689,einmal::ADV,,eenmaal
690,manchmal::ADV,,soms
691,oft::ADV,,vaak
692,oft::ADV,,dikwijls
693,immer::ADV,,altijd
694,niemals::ADV,,nooit
695,hier::ADV,,hier
696,hierhin::ADV,,hierheen
697,von hier::ADV,,van hier
698,von hier::ADV,,hiervandaan
699,dort::ADV,,daar
700,dort::ADV,,ginds
701,dorthin::ADV,,daarheen
702,geradeaus::ADV,,rechtuit
703,geradeaus::ADV,,rechtdoor
704,vorwärts::ADV,,vooruit
705,vorwärts::ADV,,voorwaarts
706,rückwärts::ADV,,achteruit
707,rückwärts::ADV,,achterwaarts
708,zurück::ADV,,terug
709,unten::ADV,,beneden
710,unten::ADV,,onderaan
711,hinab::ADV,,omlaag
712,hinab::ADV,,naar beneden
713,oben::ADV,,boven
714,hinauf::ADV,,omhoog
715,hinauf::ADV,,naar boven
716,überall::ADV,,alom
717,überall::ADV,,overal
718,nicht::ADV,,niet
719,ein wenig::ADV,,wat
720,kaum::ADV,,amper
721,kaum::ADV,,nauwelijks
722,sehr::ADV,,erg
723,sehr::ADV,,zeer
724,so::ADV,,zo
725,noch::ADV,,nog
726,nur::ADV,,maar
727,nur::ADV,,alleen
728,schon::ADV,,al
729,schon::ADV,,reeds
730,wieder::ADV,,weer
731,wieder::ADV,,terug
732,vergebens::ADV,,vergeefs
733,vergebens::ADV,,tevergeefs
734,vor::PRP,,voor
735,hinter::PRP,,achter
736,unter::PRP,,onder
737,unter::PRP,,beneden
738,durch::PRP,,door
739,neben::PRP,,naast
740,zwischen::PRP,,tussen
741,wegen::PRP,,wegens
742,wegen::PRP,,vanwege
743,dies::PRN,,dit
744,das::PRN,,dat
745,alles::PRN,,alles
746,ich::PRN,,ik
747,du::PRN,,je
748,du::PRN,,jij
749,er::PRN,,hij
750,wir::PRN,,we
751,wir::PRN,,wij
752,ihr::PRN,,jullie
753,sie::PRN,,ze
754,sie::PRN,,zij
755,was::FPRN,,wat
756,wer::FPRN,,wie
757,wo::FADV,,waar
758,wohin::FADV,,waarheen
759,wie::FADV,,hoe
760,warum::FADV,,waarom
761,wieviel::FNUM,,hoeveel
762,eins::NUM,,één
763,zwei::NUM,,twee
764,drei::NUM,,drie
765,vier::NUM,,vier
766,fünf::NUM,,vijf
767,sechs::NUM,,zes
768,sieben::NUM,,zeven
769,acht::NUM,,acht
770,neun::NUM,,negen
771,zehn::NUM,,tien
772,elf::NUM,,elf
773,zwölf::NUM,,twaalf
774,zwanzig::NUM,,twintig
775,dreißig::NUM,,dertig
776,vierzig::NUM,,veertig
777,fünfzig::NUM,,vijftig
778,sechzig::NUM,,zestig
779,siebzig::NUM,,zeventig
780,achtzig::NUM,,tachtig
781,neunzig::NUM,,negentig
782,hundert::NUM,,honderd
783,tausend::NUM,,duizend
784,und::CNJ,,en
785,oder::CNJ,,of
786,stehen::V,,staan
787,sitzen::V,,zitten
788,liegen::V,,liggen
789,hängen::V,,hangen
790,werden::V,,worden
791,passieren::V,,gebeuren
792,beginnen::V,,beginnen
793,enden::V,,eindigen
794,wechseln::V,,wijzigen
795,wechseln::V,,veranderen
796,aufgehen[Sonne]::V,,opgaan
797,untergehen[Sonne]::V,,ondergaan
798,scheinen[Sonne]::V,,schijnen
799,donnern::V,,donderen
800,wehen::V,,waaien
801,strömen::V,,stromen
802,fließen::V,,vloeien
803,sich drehen::V,,draaien
804,sich drehen::V,,zich draaien
805,schwanken::V,,wankelen
806,schwingen::V,,zwieren
807,fallen::V,,vallen
808,brennen::V,,branden
809,rauchen::V,,roken
810,regnen::V,,regenen
811,gefrieren::V,,bevriezen
812,tauen::V,,dooien
813,schmelzen::V,,smelten
814,trocknen::V,,drogen
815,sieden::V,,koken
816,sieden::V,,zieden
817,faulen::V,,rotten
818,verfaulen::V,,verrotten
819,reißen::V,,scheuren
820,versinken::V,,verzinken
821,vergehen::V,,vergaan
822,erscheinen::V,,opdagen
823,erscheinen::V,,verschijnen
824,verschwinden::V,,verdwijnen
825,sinken::V,,zinken
826,abnehmen::V,,afnemen
827,abnehmen::V,,verminderen
828,zunehmen::V,,toenemen
829,steigen::V,,stijgen
830,steigen::V,,omhooggaan
831,wachsen::V,,groeien
832,glänzen::V,,glanzen
833,glänzen::V,,schitteren
834,funkeln::V,,fonkelen
835,lärmen::V,,lawaai maken
836,läuten::V,,luiden
837,klingeln::V,,bellen
838,klirren::V,,rinkelen
839,brausen::V,,bruisen
840,rauschen::V,,ruisen
841,klingen::V,,klinken
842,bellen::V,,blaffen
843,heulen::V,,huilen
844,blasen::V,,blazen
845,pfeifen::V,,fluiten
846,schreien::V,,gillen
847,schreien::V,,schreeuwen
848,stöhnen::V,,steunen
849,zittern::V,,beven
850,zittern::V,,sidderen
851,leben::V,,leven
852,geboren werden::V,,geboren worden
853,atmen::V,,ademen
854,trinken::V,,drinken
855,essen::V,,eten
856,schlucken::V,,slikken
857,müde werden::V,,moe worden
858,einschlafen::V,,inslapen
859,schlafen::V,,slapen
860,aufwachen::V,,ontwaken
861,aufwachen::V,,wakker worden
862,aufstehen::V,,opstaan
863,sich erholen::V,,zich ontspannen
864,krank werden::V,,ziek worden
865,krank sein::V,,ziek zijn
866,schmerzen::V,,pijn doen
867,husten::V,,hoesten
868,genesen::V,,genezen
869,sterben::V,,sterven
870,sterben::V,,overlijden
871,umkommen::V,,omkomen
872,sich bewegen::V,,zich bewegen
873,sich rühren::V,,zich verroeren
874,sich erheben::V,,oprijzen
875,sich erheben::V,,verrijzen
876,sich setzen::V,,gaan zitten
877,hinfallen::V,,vallen
878,hinfallen::V,,neervallen
879,laufen::V,,lopen
880,schreiten::V,,stappen
881,schreiten::V,,schrijden
882,spazierengehen::V,,gaan wandelen
883,eilen::V,,ijlen
884,eilen::V,,haasten
885,sich beeilen::V,,zich haasten
886,sausen::V,,stuiven
887,rennen::V,,rennen
888,springen::V,,springen
889,klettern::V,,klimmen
890,klettern::V,,klauteren
891,schaukeln::V,,schommelen
892,kriechen::V,,kruipen
893,schwimmen::V,,zwemmen
894,tauchen::V,,duiken
895,rudern::V,,roeien
896,fahren::V,,rijden
897,fliegen::V,,vliegen
898,gehen::V,,gaan
899,weggehen::V,,weggaan
900,abfahren::V,,vertrekken
901,anhalten::V,,stoppen
902,anhalten::V,,stilhouden
903,hineingehen::V,,ingaan
904,hineingehen::V,,binnengaan
905,eintreten::V,,binnenkomen
906,kommen::V,,komen
907,ankommen::V,,aankomen
908,zurückkommen::V,,terugkomen
909,bleiben::V,,blijven
910,warten::V,,wachten
911,erwarten::V,,verwachten
912,suchen::V,,zoeken
913,finden::V,,vinden
914,versuchen::V,,proberen
915,versuchen::V,,beproeven
916,vorbereiten::V,,voorbereiden
917,lieben::V,,houden van
918,mögen::V,,lusten
919,mögen::V,,houden van
920,lachen::V,,lachen
921,rühren::V,,roeren
922,weinen::V,,huilen
923,weinen::V,,schreien
924,schimpfen::V,,kijven
925,schimpfen::V,,schelden
926,sich ärgern::V,,zich ergeren
927,sich fürchten::V,,bang zijn
928,fürchten::V,,vrezen
929,fliehen::V,,vluchten
930,flüchten::V,,ontsnappen
931,flüchten::V,,ontkomen
932,sehen::V,,zien
933,anschauen::V,,aankijken
934,ansehen::V,,aanzien
935,ansehen::V,,bekijken
936,hören::V,,horen
937,zuhören::V,,luisteren
938,probieren::V,,proeven
939,riechen::V,,ruiken
940,fühlen::V,,voelen
941,scheinen::V,,lijken
942,zu sehen sein::V,,te zien zijn
943,vernehmen::V,,vernemen
944,frieren::V,,het koud hebben
945,tun::V,,doen
946,können::V,,kunnen
947,wollen::V,,willen
948,anfangen::V,,beginnen
949,anfangen::V,,aanvangen
950,beenden::V,,beëindigen
951,aufhören::V,,ophouden
952,gelingen::V,,lukken
953,gelingen::V,,gelukken
954,geraten::V,,uitvallen
955,öffnen::V,,openen
956,öffnen::V,,opendoen
957,schließen::V,,sluiten
958,schließen::V,,dichtdoen
959,stellen::V,,stellen
960,stellen::V,,plaatsen
961,setzen::V,,zetten
962,setzen::V,,plaatsen
963,legen::V,,leggen
964,berühren::V,,aanraken
965,verbinden::V,,verbinden
966,bedecken::V,,bedekken
967,aufhängen::V,,ophangen
968,anzünden::V,,aansteken
969,aufheben::V,,oprapen
970,zurücklassen::V,,achterlaten
971,verlieren::V,,verliezen
972,fallen lassen::V,,laten vallen
973,machen::V,,maken
974,herstellen::V,,produceren
975,herstellen::V,,voortbrengen
976,bauen::V,,bouwen
977,reparieren::V,,repareren
978,reparieren::V,,herstellen
979,verbessern::V,,verbeteren
980,ändern::V,,wijzigen
981,ändern::V,,veranderen
982,graben::V,,graven
983,beugen::V,,buigen
984,biegen::V,,buigen
985,drehen::V,,draaien
986,wenden::V,,keren
987,wenden::V,,wenden
988,umdrehen::V,,omdraaien
989,heben::V,,heffen
990,heben::V,,optillen
991,hochheben::V,,tillen
992,ergreifen::V,,pakken
993,ergreifen::V,,grijpen
994,halten::V,,houden
995,drücken::V,,drukken
996,schieben::V,,duwen
997,schieben::V,,schuiven
998,kratzen::V,,krassen
999,lecken::V,,likken
1000,beißen::V,,bijten
1001,abreißen::V,,afrukken
1002,abreißen::V,,afscheuren
1003,abschneiden::V,,afsnijden
1004,binden::V,,binden
1005,stecken::V,,steken
1006,brechen::V,,breken
1007,klopfen::V,,kloppen
1008,hauen::V,,houwen
