,Concept_ID,lt,ba
745,verschieden::A,įvairus,төрлө
746,nah::A,artimas,яҡын
747,fern::A,tolimas,алыҫ
748,fern::A,tolimas,йыраҡ
749,linker::A,kairys,һул
750,rechter::A,dešinys,уң
751,anderer::A,kitas,бутән
752,erster::A,pirmas,тәүге
753,zweiter::A,antras,икенсе
754,dritter::A,trečias,өсөнсө
755,letzter::A,paskutinis,һуңғы
756,allein::ADV,vienas,бер үҙе
757,allein::ADV,vienas,яңғыҙ
758,auf einmal::ADV,iš karto,бер юлы
759,zusammen::ADV,kartu,бергә
760,zusammen::ADV,drauge,бергә
761,lange::ADV,ilgai,оҙаҡ
762,plötzlich::ADV,staiga,ҡапыл
763,sofort::ADV,tuojau,шунда уҡ
764,später::ADV,vėliau,һуңыраҡ
765,später::ADV,paskiau,һуңыраҡ
766,jetzt::ADV,dabãr,хәҙер
767,heute::ADV,šiandien,бөгөн
768,morgen::ADV,rytoj,иртәгә
769,bald::ADV,greitai,тиҙҙән
770,bald::ADV,netrukus,тиҙҙән
771,dann::ADV,po to,һуңынан
772,gestern::ADV,vakar,кисә
773,einst::ADV,kadaise,ҡасандыр
774,einst::ADV,kadaise,бер баҡыт
775,einst::ADV,kitą kartą,ҡасандыр
776,einst::ADV,kitą kartą,бер баҡыт
777,damals::ADV,anuomet,ул саҡта
778,damals::ADV,anuokart,ул саҡта
779,danach::ADV,po to,һуңынан
780,danach::ADV,paskui,һуңынан
781,vorher::ADV,anksčiau,элек
782,zuerst::ADV,pirma,башта
783,zuerst::ADV,iš pradžių̃,башта
784,einmal::ADV,kartą,бер
785,einmal::ADV,vieną kartą,бер
786,manchmal::ADV,kai kada,ҡайһы берҙә
787,oft::ADV,dažnai,йыш
788,immer::ADV,visada,һәр ҡасан
789,immer::ADV,visuomet,һәр ҡасан
790,niemals::ADV,niekada,бер ҡасан да
791,niemals::ADV,niekada,бер ваҡытта ла
792,niemals::ADV,niekuomet,бер ҡасан да
793,niemals::ADV,niekuomet,бер ваҡытта ла
794,hier::ADV,čia,бында
795,hierhin::ADV,šen,бында
796,hierhin::ADV,čionai,бында
797,von hier::ADV,iš čia,бынан
798,von hier::ADV,iš čia,ошонан
799,dort::ADV,ten,шунда
800,dort::ADV,ten,тегендә
801,dort::ADV,tenai,шунда
802,dort::ADV,tenai,тегендә
803,dorthin::ADV,ten,шунда
804,dorthin::ADV,ten,тегеләй
805,dorthin::ADV,ten link,шунда
806,dorthin::ADV,ten link,тегеләй
807,geradeaus::ADV,tiesiai,тура
808,vorwärts::ADV,pirmyn,алға
809,rückwärts::ADV,atbulai,кирегә
810,zurück::ADV,atgal,кирегә
811,unten::ADV,žemai,түбәндә
812,unten::ADV,apačioje,түбәндә
813,hinab::ADV,žemyn,түбәнгә
814,oben::ADV,viršuj,юғарыла
815,hinauf::ADV,aukštyn,юғарыға
816,hinauf::ADV,į viršų,юғарыға
817,überall::ADV,visur,бөтә урында
818,nicht::ADV,ne,тугел
819,ein wenig::ADV,truputį,аҙ
820,kaum::ADV,vos,көскә
821,kaum::ADV,vos,саҡ-саҡ
822,sehr::ADV,labai,ифат
823,sehr::ADV,baisiai,ифат
824,so::ADV,taip,шулай
825,noch::ADV,dar,йәнә
826,nur::ADV,tik,бары
827,nur::ADV,vien,бары
828,schon::ADV,jau,инде
829,wieder::ADV,vėl,тағы
830,wieder::ADV,iš naujo,тағы
831,vergebens::ADV,veltui,бушҡа
832,vergebens::ADV,bergždžiai,бушҡа
833,vor::PRP,prieš,алдында
834,hinter::PRP,už,артында
835,unter::PRP,po,аҫтында
836,durch::PRP,pro,үтә
837,durch::PRP,per,үтә
838,neben::PRP,prie,эргәһендә
839,neben::PRP,šalia,эргәһендә
840,zwischen::PRP,tarp,араһында
841,wegen::PRP,dėl,өсөн
842,wegen::PRP,dėl,сәбәпле
843,wegen::PRP,dėlei,өсөн
844,wegen::PRP,dėlei,сәбәпле
845,dies::PRN,šis,был
846,dies::PRN,šis,ошо
847,dies::PRN,šitas,был
848,dies::PRN,šitas,ошо
849,das::PRN,tat,ул
850,alles::PRN,visas,бөтә
851,ich::PRN,aš,мин
852,du::PRN,tu,һин
853,er::PRN,jis,ул
854,wir::PRN,mes,беҙ
855,ihr::PRN,jūs,һеҙ
856,sie::PRN,ji,улар
857,sie::PRN,jos,улар
858,was::FPRN,kas,ә
859,was::FPRN,kas,ни
860,was::FPRN,kas,нәмә
861,wer::FPRN,kas,ҡем
862,wo::FADV,kur,ҡайҙа
863,wohin::FADV,kur,ҡайҙа
864,wohin::FADV,kur link,ҡайҙа
865,wie::FADV,kaip,инидәй
866,warum::FADV,kod̃ėl,ин өсөн
867,warum::FADV,dėl ko,ин өсөн
868,wieviel::FNUM,kiek,күпме
869,eins::NUM,vienas,бер
870,zwei::NUM,du,ике
871,zwei::NUM,du,икәү
872,drei::NUM,trys,өс
873,vier::NUM,keturi,дүрт
874,fünf::NUM,penki,биш
875,sechs::NUM,šeši,алты
876,sieben::NUM,septyni,ете
877,acht::NUM,aštuoni,һигеҙ
878,neun::NUM,devyni,туғыҙ
879,zehn::NUM,dešimt,ун
880,elf::NUM,vienuolika,ун бер
881,zwölf::NUM,dvylika,ун ике
882,zwanzig::NUM,dvidešimt,егерме
883,dreißig::NUM,trisdešimt,утыҙ
884,vierzig::NUM,keturiasdešimt,ҡырҡ
885,fünfzig::NUM,penkiasdešimt,илле
886,sechzig::NUM,šešiasdešimt,алтмыш
887,siebzig::NUM,septyniasdešimt,етмеш
888,achtzig::NUM,aštuoniasdešimt,һикһән
889,neunzig::NUM,devyniasdešimt,туҡһан
890,hundert::NUM,šimtas,йөҙ
891,tausend::NUM,tūkstantis,мең
892,und::CNJ,ĩr,да
893,oder::CNJ,ar,йәки
894,oder::CNJ,arba,йәки
895,stehen::V,stovėti,тороу
896,sitzen::V,sėdėti,ултырыу
897,liegen::V,gulėti,ятыу
898,hängen::V,kyboti,аҫылынып тороу
899,hängen::V,kabėti,аҫылынып тороу
900,werden::V,taptis,булыу
901,werden::V,darytis,булыу
902,passieren::V,atsitikti,булыу
903,passieren::V,pasitaikyti,булыу
904,beginnen::V,prasid́ėti,башлау
905,enden::V,baigtis,бөтөү
906,enden::V,baigtis,тамамланыү
907,wechseln::V,keistis,үҙгәреү
908,wechseln::V,pasikeisti,үҙгәреү
909,aufgehen[Sonne]::V,tekėti,ҡалҡыу
910,aufgehen[Sonne]::V,patekėti,ҡалҡыу
911,untergehen[Sonne]::V,leistis,байыу
912,untergehen[Sonne]::V,nusileisti,байыу
913,scheinen[Sonne]::V,šviesti,яҡтыртып тороу
914,donnern::V,griausti,күкрәү
915,donnern::V,griaudėti,күкрәү
916,wehen::V,pūsti,иҫеү
917,strömen::V,lietis,ташыу
918,strömen::V,plūsti,ташыу
919,fließen::V,tekėti,ағыу
920,sich drehen::V,suktis,әйләнеү
921,sich drehen::V,pasisukti,әйләнеү
922,schwanken::V,svyruoti,тирбәлеү
923,schwingen::V,suptis,бәүетеү
924,fallen::V,pulti,йығылыу
925,fallen::V,kristi,йығылыу
926,brennen::V,degti,яныу
927,rauchen::V,rūkyti,төтәү
928,regnen::V,lyti,ямғыр яуа
929,gefrieren::V,užšalti,туңыү
930,tauen::V,tirpti,иреү
931,schmelzen::V,lydytis,иреү
932,trocknen::V,džiūti,кибеү
933,sieden::V,virti,ҡайнау
934,faulen::V,pūti,сереу
935,verfaulen::V,švinkti,сереу
936,reißen::V,plyšti,өҙөү
937,reißen::V,plyšti,йыртылыу
938,reißen::V,trūkti,өҙөү
939,reißen::V,trūkti,йыртылыу
940,versinken::V,skę̃sti,батыу
941,versinken::V,grimzti,батыу
942,vergehen::V,praeiti,үтеү
943,erscheinen::V,pasirodyti,килеп сығыу
944,verschwinden::V,dingti,юғалыу
945,verschwinden::V,išnykti,юғалыу
946,verschwinden::V,pranykti,юғалыу
947,sinken::V,kristi,түбәнәйеү
948,abnehmen::V,mažėti,кәметеү
949,abnehmen::V,silpnėti,кәметеү
950,zunehmen::V,didėti,артыу
951,zunehmen::V,padaugėti,артыу
952,steigen::V,kilti,күтәрелеү
953,wachsen::V,augti,үҫеү
954,glänzen::V,blizgėti,ялтырау
955,funkeln::V,žibėti,баҙлау
956,lärmen::V,triukšmauti,шаулау
957,läuten::V,skambinti,ҡағыу
958,klingeln::V,skambinti,ҡағыу
959,klingeln::V,skambinti,шылтыратыу
960,klirren::V,žvangėti,шылтыратыу
961,brausen::V,šniokšti,ҡотороноу
962,rauschen::V,ošti,шыптырлау
963,rauschen::V,šlamėti,шыптырлау
964,klingen::V,skardėti,яңғырау
965,bellen::V,loti,өрөү
966,heulen::V,kaukti,олоу
967,heulen::V,staugti,олоу
968,blasen::V,pūsti,өрөү
969,pfeifen::V,švilpti,һызғырып ебәреү
970,pfeifen::V,švilpauti,һызғырып ебәреү
971,schreien::V,šaukti,ҡысҡырыу
972,stöhnen::V,dejuoti,уңғырашыу
973,stöhnen::V,aimanuoti,уңғырашыу
974,zittern::V,virpėti,ҡалтырау
975,leben::V,gyventi,йәшәү
976,geboren werden::V,gimti,тыуыу
977,atmen::V,alsuoti,тын алыү
978,atmen::V,kvėpuoti,тын алыү
979,trinken::V,gerti,эсеү
980,essen::V,valgyti,ашау
981,schlucken::V,praryti,йотоу
982,müde werden::V,nuvargti,арыу
983,müde werden::V,privargti,арыу
984,einschlafen::V,užmigti,йоҡлап китеү
985,schlafen::V,miegoti,йоҡлау
986,aufwachen::V,pabusti,уяныу
987,aufstehen::V,keltis,тороу
988,aufstehen::V,atsikelti,тороу
989,sich erholen::V,pailsėti,ял итеү
990,sich erholen::V,poilsiauti,ял итеү
991,krank werden::V,susirgti,сирләү
992,krank sein::V,sirgti,сирләү
993,schmerzen::V,sopėti,ауыртыу
994,schmerzen::V,skaudėti,ауыртыу
995,husten::V,kosėti,йүтәлләү
996,genesen::V,sveikti,һауығыу
997,genesen::V,taisytis,һауығыу
998,sterben::V,mirti,үлеү
999,sterben::V,numirti,үлеү
1000,umkommen::V,žūti,һәләк булыу
1001,sich bewegen::V,judėti,хәрәкәт итеү
1002,sich bewegen::V,pasijudinti,хәрәкәт итеү
1003,sich rühren::V,krutėti,ҡуҙғалыу
1004,sich erheben::V,pakilti,тороу
1005,sich erheben::V,atsikelti,тороу
1006,sich setzen::V,sėstis,ултырыу
1007,sich setzen::V,atsisėsti,ултырыу
1008,hinfallen::V,parkristi,ҡолау
1009,hinfallen::V,pargriūti,ҡолау
1010,laufen::V,eiti,йөрөү
1011,schreiten::V,žengti,атлау
1012,schreiten::V,žingsniuoti,атлау
1013,spazierengehen::V,pasivaikščioti,ял итеп йороү
1014,eilen::V,skubėti,ашығыу
1015,eilen::V,skubėti,ҡабаланыу
1016,sich beeilen::V,paskub́ėti,ашығыу
1017,sich beeilen::V,paskub́ėti,ҡабаланыу
1018,sich beeilen::V,pasiskubinti,ашығыу
1019,sich beeilen::V,pasiskubinti,ҡабаланыу
1020,sausen::V,dumti,елеү
1021,sausen::V,lėkti,елеү
1022,rennen::V,bėgti,йүгеп йөрөү
1023,springen::V,šokti,һикереү
1024,klettern::V,kopti,үрмәләү
1025,klettern::V,kopti,үрмәләп менеү
1026,schaukeln::V,supti,сайҡалыу
1027,schaukeln::V,linguoti,сайҡалыу
1028,kriechen::V,ropoti,шыуышыу
1029,kriechen::V,šliaužti,шыуышыу
1030,schwimmen::V,plaukti,йоҙөү
1031,tauchen::V,nerti,сумыу
1032,rudern::V,irtis,ишеү
1033,rudern::V,irkluoti,ишеү
1034,fahren::V,važiuoti,йөрөү
1035,fahren::V,važinėti,йөрөү
1036,fliegen::V,lėkti,осоу
1037,fliegen::V,skristi,осоу
1038,gehen::V,eiti,барыу
1039,weggehen::V,išeiti,китеү
1040,abfahren::V,išvykti,сығыу
1041,abfahren::V,išvažiuoti,сығыу
1042,anhalten::V,sustoti,тукталыу
1043,hineingehen::V,įeiti,инеү
1044,eintreten::V,įžengti,инеү
1045,kommen::V,ateiti,килеү
1046,ankommen::V,ateiti,килеү
1047,zurückkommen::V,grį̃žti,ҡайтыу
1048,zurückkommen::V,sugrį̃žti,ҡайтыу
1049,bleiben::V,likti,ҡалыу
1050,bleiben::V,pasilikti,ҡалыу
1051,warten::V,laukti,көтөп тороу
1052,erwarten::V,laukti,көтөү
1053,suchen::V,ieškoti,эҙләү
1054,finden::V,rasti,табыу
1055,finden::V,surasti,табыу
1056,versuchen::V,mėginti,тырышып ҡарау
1057,vorbereiten::V,rengti,әҙерләү
1058,lieben::V,myĺėti,яратыу
1059,mögen::V,ḿėgti,һөйөү
1060,mögen::V,ḿėgti,яратыу
1061,mögen::V,patikti,һөйөү
1062,mögen::V,patikti,яратыу
1063,lachen::V,juoktis,көлөү
1064,rühren::V,jaudinti,ҡағылыу
1065,rühren::V,graudinti,ҡағылыу
1066,weinen::V,verkti,илау
1067,schimpfen::V,bartis,һүгенеү
1068,schimpfen::V,bartis,тиргәнеү
1069,schimpfen::V,bartis,һуҡраныу
1070,sich ärgern::V,pykti,асыуланыу
1071,sich ärgern::V,apmaudauti,асыуланыу
1072,sich fürchten::V,bijoti,ҡурҡыу
1073,sich fürchten::V,baimintis,ҡурҡыу
1074,fürchten::V,bijoti,ҡурҡыу
1075,fürchten::V,baimintis,ҡурҡыу
1076,fliehen::V,bėgti,ҡасыу
1077,fliehen::V,sprukti,ҡасыу
1078,flüchten::V,pabėgti,ҡасыу
1079,sehen::V,žiūŕėti,күреү
1080,anschauen::V,žiūŕėti,ҡарау
1081,ansehen::V,žiūrėti į,ҡарау
1082,ansehen::V,žiūrėti į,тикшереү
1083,ansehen::V,pažiūrėti į,ҡарау
1084,ansehen::V,pažiūrėti į,тикшереү
1085,hören::V,girdėti,ишетеү
1086,zuhören::V,klausytis,тыңлау
1087,probieren::V,ragauti,татыу
1088,probieren::V,paragauti,татыу
1089,riechen::V,uosti,еҫкәү
1090,riechen::V,užuosti,еҫкәү
1091,fühlen::V,justi,тойоу
1092,fühlen::V,jausti,тойоу
1093,fühlen::V,pajusti,тойоу
1094,scheinen::V,rodytis,кеүек күренеү
1095,scheinen::V,rodytis,тойолоу
1096,scheinen::V,atrodyti,кеүек күренеү
1097,scheinen::V,atrodyti,тойолоу
1098,zu sehen sein::V,pasirodyti,күренеү
1099,vernehmen::V,išgirsti,ишетеү
1100,frieren::V,šalti,туңыү
1101,tun::V,daryti,яһау
1102,tun::V,daryti,әшләү
1103,können::V,galėti,алыу
1104,können::V,galėti,мөмкин булыу
1105,können::V,pajėgti,алыу
1106,können::V,pajėgti,мөмкин булыу
1107,wollen::V,norėti,теләү
1108,anfangen::V,pradėti,башлау
1109,anfangen::V,prasid́ėti,башлау
1110,beenden::V,baigti,бөтөрөү
1111,beenden::V,baigti,тамамлау
1112,beenden::V,užbaigti,бөтөрөү
1113,beenden::V,užbaigti,тамамлау
1114,aufhören::V,liautis,туктау
1115,gelingen::V,pavykti,уңышлы булыу
1116,gelingen::V,pasisekti,уңышлы булыу
1117,geraten::V,nusisekti,булып сығыу
1118,öffnen::V,atverti,асыу
1119,öffnen::V,atidaryti,асыу
1120,schließen::V,uždaryti,йомоу
1121,stellen::V,statyti,ҡуйыу
1122,stellen::V,pastatyti,ҡуйыу
1123,setzen::V,sodinti,урынлаштырыу
1124,setzen::V,pasodinti,урынлаштырыу
1125,legen::V,dėti,һалыу
1126,legen::V,pad́ėti,һалыу
1127,berühren::V,liesti,тейеү
1128,berühren::V,liesti,ҡағылыу
1129,berühren::V,paliesti,тейеү
1130,berühren::V,paliesti,ҡағылыу
1131,verbinden::V,jungti,ҡушыу
1132,verbinden::V,jungti,бәйләү
1133,verbinden::V,surišti,ҡушыу
1134,verbinden::V,surišti,бәйләү
1135,bedecken::V,uždengti,ҡаплау
1136,aufhängen::V,pakarti,элеү
1137,aufhängen::V,pakabinti,элеү
1138,anzünden::V,padegti,тоҡандырыу
1139,aufheben::V,pakelti,мендереү
1140,zurücklassen::V,palikti,ҡалдырыу
1141,verlieren::V,pamesti,юғалтыу
1142,fallen lassen::V,atsisakyti,төшөрөп ебәреү
1143,machen::V,dirbti,яһау
1144,machen::V,dirbti,эшләү
1145,herstellen::V,gaminti,эшләп сығарыу
1146,bauen::V,statyti,төҙөү
1147,bauen::V,pastatyti,төҙөү
1148,reparieren::V,taisyti,төҙәтеү
1149,reparieren::V,remontuoti,төҙәтеү
1150,verbessern::V,gerinti,яҡшыртыу
1151,verbessern::V,ištaisyti,яҡшыртыу
1152,ändern::V,keisti,үҙгәртеү
1153,ändern::V,pakeisti,үҙгәртеү
1154,graben::V,kasti,ҡаҙыу
1155,beugen::V,lenkti,бөгөү
1156,beugen::V,palenkti,бөгөү
1157,biegen::V,lenkti,бөгөү
1158,biegen::V,palenkti,бөгөү
1159,drehen::V,sukti,өйрөлтөү
1160,drehen::V,sukti,әйләндереү
1161,wenden::V,kreipti,әйләндереү
1162,wenden::V,pakreipti,әйләндереү
1163,umdrehen::V,sukti,түңкәреү
1164,umdrehen::V,apversti,түңкәреү
1165,heben::V,kelti,күтәреү
1166,heben::V,kelti,мендереү
1167,heben::V,pakelti,күтәреү
1168,heben::V,pakelti,мендереү
1169,hochheben::V,pakelti,күтәреү
1170,ergreifen::V,čiupti,тотоп алыу
1171,ergreifen::V,griebti,тотоп алыу
1172,halten::V,laikyti,тотоу
1173,halten::V,palaikyti,тотоу
1174,drücken::V,spausti,ҡыҫыу
1175,schieben::V,stumti,этеү
1176,schieben::V,stumti,төртөү
1177,kratzen::V,kasyti,ҡырыу
1178,kratzen::V,grandyti,ҡырыу
1179,lecken::V,laižyti,ялау
1180,beißen::V,kandžioti,тешләү
1181,abreißen::V,nuplėšti,өҙөү
1182,abschneiden::V,atpjauti,ҡырҡыу
1183,abschneiden::V,atkirpti,ҡырҡыу
1184,binden::V,rišti,бәйләү
1185,binden::V,surišti,бәйләү
1186,stecken::V,kišti,ҡаҙау
1187,stecken::V,įkišti,ҡаҙау
1188,brechen::V,lūžti,боҙоу
1189,brechen::V,laužyti,боҙоу
1190,klopfen::V,belsti,шаҡылдау
1191,klopfen::V,barbenti,шаҡылдау
1192,hauen::V,mušti,туҡмау
1193,kleben::V,lipdyti,йәбештереү
1194,kleben::V,klijuoti,йәбештереү
1195,reiben::V,trinti,ыуыу
1196,reiben::V,trinti,ышҡыу
1197,reiben::V,tarkuoti,ыуыу
1198,reiben::V,tarkuoti,ышҡыу
1199,streichen::V,tepti,яғыу
1200,streichen::V,užtepti,яғыу
1201,schleifen::V,galą́sti,үткерләү
1202,schneiden::V,pjauti,ҡырҡыу
1203,schneiden::V,kirpti,ҡырҡыу
1204,rütteln::V,purtyti,һелкетеү
1205,schütteln::V,purtyti,һелкетеү
1206,schwenken::V,mojuoti,болғау
1207,schütten::V,pilti,ҡойоу
1208,schütten::V,berti,ҡойоу
1209,füllen::V,pildyti,тултырыу
1210,füllen::V,pripildyti,тултырыу
1211,einwickeln::V,įvynioti,төрөү
1212,einwickeln::V,suvynioti,төрөү
1213,tragen::V,nešti,алып барыу
1214,tragen::V,nešioti,алып барыу
1215,schleppen::V,vilkti,һөйрәү
1216,ziehen::V,tempti,тартыу
1217,aufbewahren::V,laikyti,һаҡлау
1218,werfen::V,mesti,ырғытыу
1219,werfen::V,sviesti,ырғытыу
1220,fangen::V,sugauti,тотоу
1221,packen::V,čiupti,етеү
1222,packen::V,čiupti,тотоп алыу
1223,packen::V,griebti,етеү
1224,packen::V,griebti,тотоп алыу
1225,verstecken::V,slėpti,йәшереү
1226,verstecken::V,slapstyti,йәшереү
1227,teilen::V,dalyti,бүлеү
1228,teilen::V,padalyti,бүлеү
1229,schicken::V,sių̃sti,ебәреү
1230,schicken::V,pasių̃sti,ебәреү
1231,bringen::V,atnešti,килтереү
1232,hinzufügen::V,pridėti,өтәү
1233,bekommen::V,gauti,алыу
1234,erhalten::V,gauti,алыу
1235,nehmen::V,paimti,алыу
1236,wählen::V,rinkti,һайлаү
1237,wählen::V,išsirinkti,һайлаү
1238,auswählen::V,išrinkti,һайлап алыу
1239,bewahren::V,išsaugoti,һаҡлау
1240,behindern::V,trukdyti,тотҡарлыҡ яһау
1241,verderben::V,sugadinti,боҙоу
1242,beschädigen::V,žaloti,боҙоу
1243,beschädigen::V,gadinti,боҙоу
1244,zerbrechen::V,sukulti,ҡыйратыу
1245,zerbrechen::V,sudaužyti,ҡыйратыу
1246,zerreißen::V,perplėšti,йыртыу
1247,zerreißen::V,suplėšyti,йыртыу
1248,zerstören::V,suardyti,емереү
1249,zerstören::V,sugriauti,емереү
1250,verbrennen::V,deginti,үртәү
1251,verbrennen::V,sudeginti,үртәү
1252,geben::V,duoti,биреү
1253,geben::V,paduoti,биреү
1254,reichen::V,paduoti,биреү
1255,schenken::V,dovanoti,бүләк итеү
1256,versprechen::V,žadėti,вәғәҙә биреү
1257,versprechen::V,pažadėti,вәғәҙә биреү
1258,wünschen::V,norėti,теләу
1259,wünschen::V,linḱėti,теләу
1260,loben::V,girti,маҡтау
1261,loben::V,pagirti,маҡтау
1262,küssen::V,bučiuoti,үбеү
1263,wiegen::V,supti,бәүетеү
1264,wiegen::V,supti,тирбәтеү
1265,zudecken::V,užkloti,ҡаплау
1266,zudecken::V,uždengti,ҡаплау
1267,wecken::V,žadinti,уятыу
1268,zeigen::V,rodyti,күрһәтеү
1269,führen::V,vesti,етәкләү
1270,führen::V,vadovauti,етәкләү
1271,lehren::V,mokyti,уҡытыу
1272,lehren::V,mokyti,өйрәтеү
1273,lehren::V,išmokyti,уҡытыу
1274,lehren::V,išmokyti,өйрәтеү
1275,unterrichten::V,dėstyti,уҡытыу
1276,aufziehen::V,išauginti,тәрбиәле
1277,leiten::V,valdyti,етәкләү
1278,leiten::V,valdyti,етәкселек итеү
1279,leiten::V,vadovauti,етәкләү
1280,leiten::V,vadovauti,етәкселек итеү
1281,antreiben::V,uiti,ашыҡтырыу
1282,antreiben::V,raginti,ашыҡтырыу
1283,antreiben::V,skubinti,ашыҡтырыу
1284,lassen::V,paliepti,мәжбүр итеү
1285,einladen::V,kviesti,саҡырыу
1286,einladen::V,pakviesti,саҡырыу
1287,vereinigen::V,sujungti,берләштереү
1288,vereinigen::V,suvienyti,берләштереү
1289,besuchen::V,lankyti,килеп сығыу
1290,besuchen::V,aplankyti,килеп сығыу
1291,treffen::V,sutikti,тойоү
1292,treffen::V,sutikti,осратыу
1293,treffen::V,sutikti,ҡаршылау
1294,treffen::V,pasitikti,тойоү
1295,treffen::V,pasitikti,осратыу
1296,treffen::V,pasitikti,ҡаршылау
1297,sich versammeln::V,susirinkti,йыйылыу
1298,spielen::V,groti,тартыу
1299,spielen::V,žaisti,тартыу
1300,singen::V,dainuoti,йырлау
1301,tanzen::V,šokti,бейеү
1302,sich trennen::V,skirtis,айырылышыу
1303,sich trennen::V,išsiskirti,айырылышыу
1304,verlassen::V,palikti,ташлау
1305,verlassen::V,palikti,ташлап китеү
1306,retten::V,gelbėti,ҡотҡарыу
1307,bewachen::V,sergėti,һаҡлау
1308,schützen::V,ginti,һаҡлау
1309,schützen::V,apginti,һаҡлау
1310,verteidigen::V,ginti,яҡлау
1311,verteidigen::V,apginti,яҡлау
1312,sich schlagen::V,muštis,һуғышыу
1313,schießen::V,šauti,атыу
1314,schießen::V,šaudyti,атыу
1315,siegen::V,nugalėti,еңеү
1316,ärgern::V,pykinti,асыуландырыу
1317,schlagen::V,mušti,бәреү
1318,schlagen::V,mušti,туҡмау
1319,schlagen::V,smogti,бәреү
1320,schlagen::V,smogti,туҡмау
1321,schlagen::V,trenkti,бәреү
1322,schlagen::V,trenkti,туҡмау
1323,treten::V,mygti,тибеү
1324,treten::V,mygti,типкеләү
1325,stechen::V,gelti,сәнсеү
1326,stechen::V,smeigti,сәнсеү
1327,stoßen::V,stumti,этеү
1328,stoßen::V,stumti,төртөү
1329,stoßen::V,pastumti,этеү
1330,stoßen::V,pastumti,төртөү
1331,stehlen::V,vogti,урлау
1332,stören::V,trikdyti,ҡамасаулау
1333,belästigen::V,apsunkinti,бимазалау
1334,belästigen::V,apsunkinti,ҡамасаулау
1335,verbergen::V,slėpti,йәшереү
1336,verbergen::V,paslėpti,йәшереү
1337,täuschen::V,klaidinti,ултыртыу
1338,betrügen::V,apgauti,алдау
1339,töten::V,žudyti,үлтереү
1340,töten::V,nužudyti,үлтереү
1341,wohnen::V,gyventi,йәшәү
1342,arbeiten::V,dirbti,эшләү
1343,arbeiten::V,triūsti,эшләү
1344,sammeln::V,rinkti,йыйыу
1345,pflücken::V,skinti,өҙөү
1346,pflücken::V,raškyti,өҙөү
1347,jagen::V,medžioti,аулау
1348,fischen::V,žvejoti,аулау
1349,fassen::V,sučiupti,тотоу
1350,hüten::V,ganyti,көтөү
1351,treiben::V,ginti,ҡыуыу
1352,anbinden::V,pririšti,бәйләү
1353,füttern::V,šerti,ашатыу
1354,melken::V,melžti,һауыү
1355,hacken::V,kapoti,турау
1356,hacken::V,kapoti,тапау
1357,gießen::V,lieti,ҡойоу
1358,gießen::V,laistyti,ҡойоу
1359,reifen::V,nokti,өлғөрөү
1360,reifen::V,sirpti,өлғөрөү
1361,zubereiten::V,ruošti,бешереү
1362,zubereiten::V,gaminti,бешереү
1363,kochen::V,virti,бешереү
1364,kochen::V,virinti,бешереү
1365,backen::V,kepti,бешереү
1366,braten::V,kepti,ҡурыу
1367,braten::V,kepinti,ҡурыу
1368,umrühren::V,maišyti,ҡатнаштырыу
1369,umrühren::V,pamaišyti,ҡатнаштырыу
1370,stricken::V,megzti,бәйләү
1371,nähen::V,siūti,тегеү
1372,färben::V,dažyti,буяу
1373,färben::V,nudažyti,буяу
1374,reinigen::V,valyti,таҙартыу
1375,reinigen::V,švarinti,таҙартыу
1376,waschen::V,plauti,йыуыу
1377,waschen::V,mazgoti,йыуыу
1378,waschen::V,skalbti,йыуыу
1379,abwischen::V,nušluostyti,һөртөү
1380,spülen::V,plauti,сайҡау
1381,spülen::V,skalauti,сайҡау
1382,fegen::V,šluoti,һепереү
1383,kehren::V,šluoti,һепереү
1384,baden::V,maudytis,һыу инеү
1385,sich waschen::V,praustis,йыуыныу
1386,ausziehen::V,numauti,сисеү
1387,ausziehen::V,nuvilkti,сисеү
1388,anziehen::V,mauti,кейеү
1389,anziehen::V,apsivilkti,кейеү
1390,sich anziehen::V,rengtis,кейенеү
1391,sich anziehen::V,apsirengti,кейенеү
1392,kämmen::V,šukuoti,тарау
1393,schmücken::V,puošti,биҙәү
1394,schmücken::V,dabinti,биҙәү
1395,schmücken::V,gražinti,биҙәү
1396,sagen::V,tarti,әйтеү
1397,sprechen::V,kalbėti,әйтеү
1398,sprechen::V,kalbėti,һөйләшеү
1399,reden::V,šnekėti,һөйләшеү
1400,sich unterhalten::V,kalbėtis,әңгәмәләшеү
1401,sich unterhalten::V,šnekučiuotis,әңгәмәләшеү
1402,fragen::V,klausti,һорау
1403,bitten::V,prašyti,үтенеү
1404,erzählen::V,pasakoti,һөйләү
1405,mitteilen::V,skelbti,әйтеү
1406,mitteilen::V,pranešti,әйтеү
1407,nennen::V,vadinti,атау
1408,nennen::V,vadinti,исемләү
1409,nennen::V,vardyti,атау
1410,nennen::V,vardyti,исемләү
1411,rufen::V,šaukti,саҡырыу
1412,rufen::V,kviesti,саҡырыу
1413,prahlen::V,girtis,маҡтаныу
1414,prahlen::V,girtis,шапырыныу
1415,übersetzen::V,versti,тәржемә итеү
1416,übersetzen::V,išversti,тәржемә итеү
1417,denken::V,galvoti,уйлау
1418,glauben::V,manyti,ышаныу
1419,glauben::V,tikėti,ышаныу
1420,bemerken::V,pamatyti,күреү
1421,bemerken::V,pastebėti,күреү
1422,erkennen::V,pažinti,таныу
1423,erkennen::V,atpažinti,таныу
