,Concept_ID,fa,lt
781,böse::A,بد,blogas
782,dumm::A,احمق,paikas
783,dumm::A,احمق,kvailas
784,faul::A,لش,tingus
785,faul::A,تنبل,tingus
786,fleißig::A,زرنگ,stropus
787,fleißig::A,زرنگ,kruopštus
788,geizig::A,خسیس,šykštus
789,klug::A,عاقل,sumanus
790,klug::A,عاقل,protingas
791,klug::A,باهوش,sumanus
792,klug::A,باهوش,protingas
793,geschickt::A,ماهر,apsukrus
794,lieb::A,عزیز,mielas
795,lustig::A,شاد,smagus
796,lustig::A,شاد,linksmas
797,lustig::A,خوشحال,smagus
798,lustig::A,خوشحال,linksmas
799,sanft::A,لطیف,švelnus
800,sanft::A,لطیف,minkštas
801,hungrig::A,گرسنه,alkanas
802,krank::A,مریض,ligotas
803,krank::A,مریض,sergantis
804,krank::A,بیمار,ligotas
805,krank::A,بیمار,sergantis
806,nackt::A,لخت,nuogas
807,nackt::A,برهنه,nuogas
808,traurig::A,غمگین,liūdnas
809,lebendig::A,زنده,gyvas
810,gut::A,خوب,geras
811,schlecht::A,بد,blogas
812,schlecht::A,بد,prastas
813,richtig::A,درست,tikras
814,richtig::A,درست,teisingas
815,schlimm::A,وخيم,blogas
816,schlimm::A,وخيم,prastas
817,wahr::A,درست,tikras
818,wahr::A,حقیقی,tikras
819,alt::A,کهنه,senas
820,neu::A,نو,naujas
821,ehemalig::A,قبلی,buvęs
822,alt[Lebewesen]::A,پیر,pagyvenęs
823,jung::A,جوان,jaunas
824,arm::A,فقیر,neturtingas
825,reich::A,پولدار,turtingas
826,reich::A,ثروتمند,turtingas
827,bekannt::A,آشنا,žinomas
828,bekannt::A,آشنا,pažįstamas
829,bekannt::A,معلوم,žinomas
830,bekannt::A,معلوم,pažįstamas
831,berühmt::A,مشهور,žymus
832,berühmt::A,مشهور,garsus
833,fremd::A,خارجی,svetimas
834,fremd::A,بیگانه,svetimas
835,verschieden::A,مختلف,įvairus
836,verschieden::A,متفاوت,įvairus
837,nah::A,نزدیک,artimas
838,fern::A,دور,tolimas
839,linker::A,چپ,kairys
840,rechter::A,راست,dešinys
841,anderer::A,دیگر,kitas
842,erster::A,اول,pirmas
843,zweiter::A,دوم,antras
844,dritter::A,سوم,trečias
845,letzter::A,آخر,paskutinis
846,allein::ADV,تنها,vienas
847,auf einmal::ADV,همزمان,iš karto
848,zusammen::ADV,باهم,kartu
849,zusammen::ADV,باهم,drauge
850,lange::ADV,مدت‌ها,ilgai
851,lange::ADV,مدت زیادی,ilgai
852,plötzlich::ADV,ناگهان,staiga
853,sofort::ADV,فوراً,tuojau
854,später::ADV,بعدها,vėliau
855,später::ADV,بعدها,paskiau
856,jetzt::ADV,حالا,dabãr
857,jetzt::ADV,اکنون,dabãr
858,heute::ADV,امروز,šiandien
859,morgen::ADV,فردا,rytoj
860,bald::ADV,زود,greitai
861,bald::ADV,زود,netrukus
862,bald::ADV,بزودی,greitai
863,bald::ADV,بزودی,netrukus
864,dann::ADV,سپس,po to
865,dann::ADV,آنوقت,po to
866,gestern::ADV,دیروز,vakar
867,einst::ADV,وقتی,kadaise
868,einst::ADV,وقتی,kitą kartą
869,einst::ADV,زمانی,kadaise
870,einst::ADV,زمانی,kitą kartą
871,damals::ADV,آنوقت,anuomet
872,damals::ADV,آنوقت,anuokart
873,damals::ADV,آنزمان,anuomet
874,damals::ADV,آنزمان,anuokart
875,danach::ADV,بعد,po to
876,danach::ADV,بعد,paskui
877,vorher::ADV,قبلاً,anksčiau
878,zuerst::ADV,اول,pirma
879,zuerst::ADV,اول,iš pradžių̃
880,zuerst::ADV,ابتداء,pirma
881,zuerst::ADV,ابتداء,iš pradžių̃
882,einmal::ADV,یکدفعه,kartą
883,einmal::ADV,یکدفعه,vieną kartą
884,manchmal::ADV,گاهی,kai kada
885,manchmal::ADV,بعضی اوقات,kai kada
886,oft::ADV,اغلب,dažnai
887,immer::ADV,همیشه,visada
888,immer::ADV,همیشه,visuomet
889,niemals::ADV,هرگز,niekada
890,niemals::ADV,هرگز,niekuomet
891,hier::ADV,اینجا,čia
892,hierhin::ADV,به اینجا,šen
893,hierhin::ADV,به اینجا,čionai
894,von hier::ADV,از اینجا,iš čia
895,dort::ADV,آنجا,ten
896,dort::ADV,آنجا,tenai
897,dorthin::ADV,به آنجا,ten
898,dorthin::ADV,به آنجا,ten link
899,geradeaus::ADV,راست,tiesiai
900,vorwärts::ADV,جلو,pirmyn
901,vorwärts::ADV,به پیش,pirmyn
902,rückwärts::ADV,عقب,atbulai
903,zurück::ADV,پس,atgal
904,zurück::ADV,عقب,atgal
905,zurück::ADV,بالعکس,atgal
906,unten::ADV,زیر,žemai
907,unten::ADV,زیر,apačioje
908,unten::ADV,پایین,žemai
909,unten::ADV,پایین,apačioje
910,hinab::ADV,به پایین,žemyn
911,oben::ADV,بالا,viršuj
912,hinauf::ADV,به بالا,aukštyn
913,hinauf::ADV,به بالا,į viršų
914,überall::ADV,همه‌جا,visur
915,nicht::ADV,نه,ne
916,ein wenig::ADV,کمی,truputį
917,kaum::ADV,به سختی,vos
918,sehr::ADV,خیلی,labai
919,sehr::ADV,خیلی,baisiai
920,sehr::ADV,بسیار,labai
921,sehr::ADV,بسیار,baisiai
922,so::ADV,چنین,taip
923,so::ADV,اینطور,taip
924,noch::ADV,هنوز,dar
925,nur::ADV,فقط,tik
926,nur::ADV,فقط,vien
927,nur::ADV,تنها,tik
928,nur::ADV,تنها,vien
929,schon::ADV,قبلاً,jau
930,schon::ADV,به این زودی,jau
931,wieder::ADV,باز,vėl
932,wieder::ADV,باز,iš naujo
933,wieder::ADV,دوباره,vėl
934,wieder::ADV,دوباره,iš naujo
935,vergebens::ADV,بیهوده,veltui
936,vergebens::ADV,بیهوده,bergždžiai
937,vor::PRP,در جلوی,prieš
938,hinter::PRP,پشت,už
939,unter::PRP,تحت,po
940,durch::PRP,از وسط,pro
941,durch::PRP,از وسط,per
942,durch::PRP,از ميان,pro
943,durch::PRP,از ميان,per
944,neben::PRP,کنار,prie
945,neben::PRP,کنار,šalia
946,neben::PRP,پهلوی,prie
947,neben::PRP,پهلوی,šalia
948,zwischen::PRP,بین,tarp
949,zwischen::PRP,میان,tarp
950,wegen::PRP,برای,dėl
951,wegen::PRP,برای,dėlei
952,wegen::PRP,بخاطر,dėl
953,wegen::PRP,بخاطر,dėlei
954,dies::PRN,این,šis
955,dies::PRN,این,šitas
956,das::PRN,آن,tat
957,alles::PRN,تمام,visas
958,alles::PRN,همه‌چیر,visas
959,ich::PRN,من,aš
960,du::PRN,تو,tu
961,er::PRN,او,jis
962,wir::PRN,ما,mes
963,ihr::PRN,شما,jūs
964,sie::PRN,آنها,ji
965,sie::PRN,آنها,jos
966,was::FPRN,چه,kas
967,wer::FPRN,کی,kas
968,wo::FADV,کجا,kur
969,wohin::FADV,بکجا,kur
970,wohin::FADV,بکجا,kur link
971,wie::FADV,چطور,kaip
972,wie::FADV,چگونه,kaip
973,warum::FADV,چرا,kod̃ėl
974,warum::FADV,چرا,dėl ko
975,warum::FADV,برای چه,kod̃ėl
976,warum::FADV,برای چه,dėl ko
977,wieviel::FNUM,چند,kiek
978,wieviel::FNUM,چقدر,kiek
979,eins::NUM,یک,vienas
980,zwei::NUM,دو,du
981,drei::NUM,سه,trys
982,vier::NUM,چهار,keturi
983,fünf::NUM,پنج,penki
984,sechs::NUM,شش,šeši
985,sieben::NUM,هفت,septyni
986,acht::NUM,هشت,aštuoni
987,neun::NUM,نه,devyni
988,zehn::NUM,ده,dešimt
989,elf::NUM,یازده,vienuolika
990,zwölf::NUM,دوازده,dvylika
991,zwanzig::NUM,بیست,dvidešimt
992,dreißig::NUM,سی,trisdešimt
993,vierzig::NUM,چهل,keturiasdešimt
994,fünfzig::NUM,پنجاه,penkiasdešimt
995,sechzig::NUM,شصت,šešiasdešimt
996,siebzig::NUM,هفتاد,septyniasdešimt
997,achtzig::NUM,هشتاد,aštuoniasdešimt
998,neunzig::NUM,نود,devyniasdešimt
999,hundert::NUM,صد,šimtas
1000,tausend::NUM,هزار,tūkstantis
1001,und::CNJ,و,ĩr
1002,oder::CNJ,یا,ar
1003,oder::CNJ,یا,arba
1004,stehen::V,ایستادن,stovėti
1005,sitzen::V,نشستن,sėdėti
1006,liegen::V,خوابیدن,gulėti
1007,liegen::V,دراز کشیدن,gulėti
1008,hängen::V,آویزان بودن,kyboti
1009,hängen::V,آویزان بودن,kabėti
1010,werden::V,شدن,taptis
1011,werden::V,شدن,darytis
1012,passieren::V,گذشتن,atsitikti
1013,passieren::V,گذشتن,pasitaikyti
1014,passieren::V,اتفاق افتادن,atsitikti
1015,passieren::V,اتفاق افتادن,pasitaikyti
1016,beginnen::V,شروع شدن,prasid́ėti
1017,enden::V,تمام شدن,baigtis
1018,wechseln::V,عوض شدن,keistis
1019,wechseln::V,عوض شدن,pasikeisti
1020,aufgehen[Sonne]::V,برآمدن,tekėti
1021,aufgehen[Sonne]::V,برآمدن,patekėti
1022,aufgehen[Sonne]::V,طلوع کردن,tekėti
1023,aufgehen[Sonne]::V,طلوع کردن,patekėti
1024,untergehen[Sonne]::V,غروب کردن,leistis
1025,untergehen[Sonne]::V,غروب کردن,nusileisti
1026,scheinen[Sonne]::V,تابیدن,šviesti
1027,donnern::V,رعد زدن,griausti
1028,donnern::V,رعد زدن,griaudėti
1029,wehen::V,دمیدن,pūsti
1030,strömen::V,روان شدن,lietis
1031,strömen::V,روان شدن,plūsti
1032,fließen::V,روان شدن,tekėti
1033,sich drehen::V,چرخیدن,suktis
1034,sich drehen::V,چرخیدن,pasisukti
1035,schwanken::V,خم و راست شدن,svyruoti
1036,schwingen::V,تاب خوردن,suptis
1037,schwingen::V,نوسان کردن,suptis
1038,fallen::V,افتادن,pulti
1039,fallen::V,افتادن,kristi
1040,fallen::V,سقوط کردن,pulti
1041,fallen::V,سقوط کردن,kristi
1042,brennen::V,سوزاندن,degti
1043,rauchen::V,دود کردن,rūkyti
1044,regnen::V,باران آمدن,lyti
1045,gefrieren::V,یخ بستن,užšalti
1046,tauen::V,آب شدن,tirpti
1047,schmelzen::V,آب شدن,lydytis
1048,trocknen::V,خشک شدن,džiūti
1049,sieden::V,جوشیدن,virti
1050,faulen::V,فاسد شدن,pūti
1051,verfaulen::V,پوسیدن,švinkti
1052,reißen::V,پاره شدن,plyšti
1053,reißen::V,پاره شدن,trūkti
1054,versinken::V,غرق شدن,skę̃sti
1055,versinken::V,غرق شدن,grimzti
1056,vergehen::V,گذشتن,praeiti
1057,erscheinen::V,ظاهر شدن,pasirodyti
1058,verschwinden::V,گم شدن,dingti
1059,verschwinden::V,گم شدن,išnykti
1060,verschwinden::V,گم شدن,pranykti
1061,verschwinden::V,از بین رفتن,dingti
1062,verschwinden::V,از بین رفتن,išnykti
1063,verschwinden::V,از بین رفتن,pranykti
1064,sinken::V,پایین آمدن,kristi
1065,abnehmen::V,کم شدن,mažėti
1066,abnehmen::V,کم شدن,silpnėti
1067,zunehmen::V,زیاد شدن,didėti
1068,zunehmen::V,زیاد شدن,padaugėti
1069,steigen::V,بالا رفتن,kilti
1070,wachsen::V,قد کشیدن,augti
1071,glänzen::V,برق زدن,blizgėti
1072,funkeln::V,جرقه زدن,žibėti
1073,lärmen::V,شلوغ کردن,triukšmauti
1074,läuten::V,زنگ زدن,skambinti
1075,klingeln::V,زنگ زدن,skambinti
1076,klirren::V,جرنگ جرنگ صدا کردن,žvangėti
1077,brausen::V,طوفانی بودن,šniokšti
1078,rauschen::V,خش‌خش کردن,ošti
1079,rauschen::V,خش‌خش کردن,šlamėti
1080,klingen::V,صدا دادن,skardėti
1081,bellen::V,عوعو کردن,loti
1082,heulen::V,زوزه کشیدن,kaukti
1083,heulen::V,زوزه کشیدن,staugti
1084,blasen::V,فوت کردن,pūsti
1085,pfeifen::V,سوت زدن,švilpti
1086,pfeifen::V,سوت زدن,švilpauti
1087,schreien::V,فریاد زدن,šaukti
1088,stöhnen::V,نالیدن,dejuoti
1089,stöhnen::V,نالیدن,aimanuoti
1090,zittern::V,لرزیدن,virpėti
1091,leben::V,زیستن,gyventi
1092,leben::V,زندگی کردن,gyventi
1093,geboren werden::V,متولد شدن,gimti
1094,atmen::V,تنفس کردن,alsuoti
1095,atmen::V,تنفس کردن,kvėpuoti
1096,trinken::V,نوشیدن,gerti
1097,essen::V,خوردن,valgyti
1098,schlucken::V,بلعیدن,praryti
1099,schlucken::V,قورت دادن,praryti
1100,müde werden::V,خسته شدن,nuvargti
1101,müde werden::V,خسته شدن,privargti
1102,einschlafen::V,خواب رفتن,užmigti
1103,schlafen::V,خوابیدن,miegoti
1104,aufwachen::V,از خواب بیدار شدن,pabusti
1105,aufstehen::V,بیدار شدن,keltis
1106,aufstehen::V,بیدار شدن,atsikelti
1107,sich erholen::V,استراحت کردن,pailsėti
1108,sich erholen::V,استراحت کردن,poilsiauti
1109,krank werden::V,مریض شدن,susirgti
1110,krank sein::V,بیمار بودن,sirgti
1111,schmerzen::V,درد کردن,sopėti
1112,schmerzen::V,درد کردن,skaudėti
1113,husten::V,سرفه کردن,kosėti
1114,genesen::V,بهبود یافتن,sveikti
1115,genesen::V,بهبود یافتن,taisytis
1116,sterben::V,مردن,mirti
1117,sterben::V,مردن,numirti
1118,umkommen::V,کشته شدن,žūti
1119,sich bewegen::V,حرکت کردن,judėti
1120,sich bewegen::V,حرکت کردن,pasijudinti
1121,sich rühren::V,تکان خوردن,krutėti
1122,sich erheben::V,برخواستن,pakilti
1123,sich erheben::V,برخواستن,atsikelti
1124,sich setzen::V,نشستن,sėstis
1125,sich setzen::V,نشستن,atsisėsti
1126,hinfallen::V,زمین خوردن,parkristi
1127,hinfallen::V,زمین خوردن,pargriūti
1128,laufen::V,پیاده رفتن,eiti
1129,schreiten::V,قدم زدن,žengti
1130,schreiten::V,قدم زدن,žingsniuoti
1131,spazierengehen::V,گردش رفتن,pasivaikščioti
1132,eilen::V,شتاب کردن,skubėti
1133,sich beeilen::V,عجله کردن,paskub́ėti
1134,sich beeilen::V,عجله کردن,pasiskubinti
1135,sausen::V,صفیر کشیدن,dumti
1136,sausen::V,صفیر کشیدن,lėkti
1137,rennen::V,دویدن,bėgti
1138,springen::V,پریدن,šokti
1139,klettern::V,بالا رفتن,kopti
1140,schaukeln::V,تاب خوردن,supti
1141,schaukeln::V,تاب خوردن,linguoti
1142,kriechen::V,خزیدن,ropoti
1143,kriechen::V,خزیدن,šliaužti
1144,schwimmen::V,شنا کردن,plaukti
1145,tauchen::V,غواصی کردن,nerti
1146,rudern::V,پارو زدن,irtis
1147,rudern::V,پارو زدن,irkluoti
1148,fahren::V,سواره رفتن,važiuoti
1149,fahren::V,سواره رفتن,važinėti
1150,fliegen::V,پریدن,lėkti
1151,fliegen::V,پریدن,skristi
1152,gehen::V,رفتن,eiti
1153,weggehen::V,رفتن,išeiti
1154,abfahren::V,حرکت کردن,išvykti
1155,abfahren::V,حرکت کردن,išvažiuoti
1156,anhalten::V,ایست کردن,sustoti
1157,hineingehen::V,داخل شدن,įeiti
1158,eintreten::V,وارد شدن,įžengti
1159,kommen::V,آمدن,ateiti
1160,ankommen::V,رسیدن,ateiti
1161,zurückkommen::V,برگشتن,grį̃žti
1162,zurückkommen::V,برگشتن,sugrį̃žti
1163,bleiben::V,ماندن,likti
1164,bleiben::V,ماندن,pasilikti
1165,warten::V,منتظر بودن,laukti
1166,erwarten::V,انتظار داشتن,laukti
1167,suchen::V,جستجو کردن,ieškoti
1168,finden::V,یافتن,rasti
1169,finden::V,یافتن,surasti
1170,finden::V,پیدا کردن,rasti
1171,finden::V,پیدا کردن,surasti
1172,versuchen::V,سعی کردن,mėginti
1173,versuchen::V,کوشش کردن,mėginti
1174,vorbereiten::V,آماده کردن,rengti
1175,lieben::V,عاشق بودن,myĺėti
1176,mögen::V,میل داشتن,ḿėgti
1177,mögen::V,میل داشتن,patikti
1178,mögen::V,دوست داشتن,ḿėgti
1179,mögen::V,دوست داشتن,patikti
1180,lachen::V,خندیدن,juoktis
1181,rühren::V,به رقت آوردن,jaudinti
1182,rühren::V,به رقت آوردن,graudinti
1183,weinen::V,گریه کردن,verkti
1184,schimpfen::V,فحاشی کردن,bartis
1185,sich ärgern::V,ناراحت شدن,pykti
1186,sich ärgern::V,ناراحت شدن,apmaudauti
1187,sich fürchten::V,واهمه کردن,bijoti
1188,sich fürchten::V,واهمه کردن,baimintis
1189,fürchten::V,ترسیدن,bijoti
1190,fürchten::V,ترسیدن,baimintis
1191,fliehen::V,گریختن,bėgti
1192,fliehen::V,گریختن,sprukti
1193,flüchten::V,فرار کردن,pabėgti
1194,sehen::V,دیدن,žiūŕėti
1195,anschauen::V,نگاه کردن,žiūŕėti
1196,ansehen::V,تماشا کردن,žiūrėti į
1197,ansehen::V,تماشا کردن,pažiūrėti į
1198,hören::V,شنیدن,girdėti
1199,zuhören::V,گوش دادن,klausytis
1200,probieren::V,چشیدن,ragauti
1201,probieren::V,چشیدن,paragauti
1202,riechen::V,بوییدن,uosti
1203,riechen::V,بوییدن,užuosti
1204,riechen::V,بو کردن,uosti
1205,riechen::V,بو کردن,užuosti
1206,fühlen::V,احساس کردن,justi
1207,fühlen::V,احساس کردن,jausti
1208,fühlen::V,احساس کردن,pajusti
1209,scheinen::V,بنظر آمدن,rodytis
1210,scheinen::V,بنظر آمدن,atrodyti
1211,zu sehen sein::V,دیده شدن,pasirodyti
1212,vernehmen::V,شنیدن,išgirsti
1213,frieren::V,سرد بودن,šalti
1214,tun::V,کردن,daryti
1215,können::V,توانستن,galėti
1216,können::V,توانستن,pajėgti
1217,wollen::V,خواستن,norėti
1218,anfangen::V,شروع کردن,pradėti
1219,anfangen::V,شروع کردن,prasid́ėti
1220,beenden::V,تمام کردن,baigti
1221,beenden::V,تمام کردن,užbaigti
1222,beenden::V,پایان دادن,baigti
1223,beenden::V,پایان دادن,užbaigti
1224,aufhören::V,دست کشیدن,liautis
1225,gelingen::V,موفق شدن,pavykti
1226,gelingen::V,موفق شدن,pasisekti
1227,geraten::V,نتیجه دادن,nusisekti
1228,öffnen::V,گشودن,atverti
1229,öffnen::V,گشودن,atidaryti
1230,öffnen::V,باز کردن,atverti
1231,öffnen::V,باز کردن,atidaryti
1232,schließen::V,بستن,uždaryti
1233,schließen::V,قفل کردن,uždaryti
1234,stellen::V,گذاردن,statyti
1235,stellen::V,گذاردن,pastatyti
1236,setzen::V,نشاندن,sodinti
1237,setzen::V,نشاندن,pasodinti
1238,legen::V,گذاشتن,dėti
1239,legen::V,گذاشتن,pad́ėti
1240,berühren::V,دست زدن,liesti
1241,berühren::V,دست زدن,paliesti
1242,berühren::V,لمس کردن,liesti
1243,berühren::V,لمس کردن,paliesti
1244,verbinden::V,وصل کردن,jungti
1245,verbinden::V,وصل کردن,surišti
1246,bedecken::V,پوشاندن,uždengti
1247,aufhängen::V,آویختن,pakarti
1248,aufhängen::V,آویختن,pakabinti
1249,anzünden::V,سوزاندن,padegti
1250,aufheben::V,برداشتن,pakelti
1251,aufheben::V,بلند کردن,pakelti
1252,zurücklassen::V,گذاشتن,palikti
1253,verlieren::V,گم کردن,pamesti
1254,fallen lassen::V,انداختن,atsisakyti
1255,machen::V,کردن,dirbti
1256,machen::V,ساختن,dirbti
1257,herstellen::V,ساختن,gaminti
1258,herstellen::V,تولید کردن,gaminti
1259,bauen::V,ساختن,statyti
1260,bauen::V,ساختن,pastatyti
1261,bauen::V,بنا کردن,statyti
1262,bauen::V,بنا کردن,pastatyti
1263,reparieren::V,درست کردن,taisyti
1264,reparieren::V,درست کردن,remontuoti
1265,reparieren::V,تعمیر کردن,taisyti
1266,reparieren::V,تعمیر کردن,remontuoti
1267,verbessern::V,بهتر کردن,gerinti
1268,verbessern::V,بهتر کردن,ištaisyti
1269,ändern::V,تغییر دادن,keisti
1270,ändern::V,تغییر دادن,pakeisti
1271,graben::V,کندن,kasti
1272,graben::V,گود کردن,kasti
1273,beugen::V,کج کردن,lenkti
1274,beugen::V,کج کردن,palenkti
1275,biegen::V,خم کردن,lenkti
1276,biegen::V,خم کردن,palenkti
1277,drehen::V,چرخاندن,sukti
1278,wenden::V,برگرداندن,kreipti
1279,wenden::V,برگرداندن,pakreipti
1280,umdrehen::V,برگرداندن,sukti
1281,umdrehen::V,برگرداندن,apversti
1282,heben::V,برداشتن,kelti
1283,heben::V,برداشتن,pakelti
1284,hochheben::V,برآوردن,pakelti
1285,hochheben::V,بلند کردن,pakelti
1286,ergreifen::V,گرفتن,čiupti
1287,ergreifen::V,گرفتن,griebti
1288,halten::V,نگاه داشتن,laikyti
1289,halten::V,نگاه داشتن,palaikyti
1290,drücken::V,فشار دادن,spausti
1291,drücken::V,فشار آوردن,spausti
1292,schieben::V,هل دادن,stumti
1293,kratzen::V,خاریدن,kasyti
1294,kratzen::V,خاریدن,grandyti
1295,lecken::V,لیسیدن,laižyti
1296,beißen::V,گاز زدن,kandžioti
1297,abreißen::V,پاره کردن,nuplėšti
1298,abschneiden::V,بریدن,atpjauti
1299,abschneiden::V,بریدن,atkirpti
1300,abschneiden::V,قطع کردن,atpjauti
1301,abschneiden::V,قطع کردن,atkirpti
1302,binden::V,بستن,rišti
1303,binden::V,بستن,surišti
1304,stecken::V,فرو کردن,kišti
1305,stecken::V,فرو کردن,įkišti
1306,brechen::V,شکستن,lūžti
1307,brechen::V,شکستن,laužyti
1308,klopfen::V,کوبیدن,belsti
1309,klopfen::V,کوبیدن,barbenti
1310,hauen::V,زدن,mušti
1311,kleben::V,چسباندن,lipdyti
1312,kleben::V,چسباندن,klijuoti
1313,reiben::V,مالش دادن,trinti
1314,reiben::V,مالش دادن,tarkuoti
1315,streichen::V,مالیدن,tepti
1316,streichen::V,مالیدن,užtepti
1317,schleifen::V,تیز کردن,galą́sti
1318,schneiden::V,چیدن,pjauti
1319,schneiden::V,چیدن,kirpti
1320,schneiden::V,بریدن,pjauti
1321,schneiden::V,بریدن,kirpti
1322,rütteln::V,لرزاندن,purtyti
1323,rütteln::V,تکان دادن,purtyti
1324,schütteln::V,تکان دادن,purtyti
1325,schwenken::V,تاب دادن,mojuoti
1326,schütten::V,ریختن,pilti
1327,schütten::V,ریختن,berti
1328,füllen::V,پر کردن,pildyti
1329,füllen::V,پر کردن,pripildyti
1330,einwickeln::V,پیچیدن,įvynioti
1331,einwickeln::V,پیچیدن,suvynioti
1332,tragen::V,بردن,nešti
1333,tragen::V,بردن,nešioti
1334,tragen::V,حمل کردن,nešti
1335,tragen::V,حمل کردن,nešioti
1336,schleppen::V,کشیدن,vilkti
1337,ziehen::V,کشیدن,tempti
1338,aufbewahren::V,نگهداری کردن,laikyti
1339,werfen::V,انداختن,mesti
1340,werfen::V,انداختن,sviesti
1341,werfen::V,پرتاب کردن,mesti
1342,werfen::V,پرتاب کردن,sviesti
1343,fangen::V,گرفتن,sugauti
1344,packen::V,گرفتن,čiupti
1345,packen::V,گرفتن,griebti
1346,verstecken::V,قایم کردن,slėpti
1347,verstecken::V,قایم کردن,slapstyti
1348,verstecken::V,پنهان کردن,slėpti
1349,verstecken::V,پنهان کردن,slapstyti
1350,teilen::V,قسمت کردن,dalyti
1351,teilen::V,قسمت کردن,padalyti
1352,teilen::V,تقسیم کردن,dalyti
1353,teilen::V,تقسیم کردن,padalyti
1354,schicken::V,فرستادن,sių̃sti
1355,schicken::V,فرستادن,pasių̃sti
1356,schicken::V,ارسال کردن,sių̃sti
1357,schicken::V,ارسال کردن,pasių̃sti
1358,bringen::V,آوردن,atnešti
1359,hinzufügen::V,افزودن,pridėti
1360,hinzufügen::V,اضافه کردن,pridėti
1361,bekommen::V,گرفتن,gauti
1362,erhalten::V,دریافت کردن,gauti
1363,nehmen::V,گرفتن,paimti
1364,nehmen::V,برداشتن,paimti
1365,wählen::V,انتخاب کردن,rinkti
1366,wählen::V,انتخاب کردن,išsirinkti
1367,auswählen::V,برگزیدن,išrinkti
1368,bewahren::V,حفظ کردن,išsaugoti
1369,bewahren::V,حفاظت کردن,išsaugoti
1370,behindern::V,مانع بودن,trukdyti
1371,verderben::V,از بین بردن,sugadinti
1372,beschädigen::V,صدمه زدن,žaloti
1373,beschädigen::V,صدمه زدن,gadinti
1374,zerbrechen::V,شکستن,sukulti
1375,zerbrechen::V,شکستن,sudaužyti
1376,zerreißen::V,دریدن,perplėšti
1377,zerreißen::V,دریدن,suplėšyti
1378,zerreißen::V,پاره کردن,perplėšti
1379,zerreißen::V,پاره کردن,suplėšyti
1380,zerstören::V,خراب کردن,suardyti
1381,zerstören::V,خراب کردن,sugriauti
1382,zerstören::V,ویران کردن,suardyti
1383,zerstören::V,ویران کردن,sugriauti
1384,verbrennen::V,سوزاندن,deginti
1385,verbrennen::V,سوزاندن,sudeginti
1386,geben::V,دادن,duoti
1387,geben::V,دادن,paduoti
1388,reichen::V,دادن,paduoti
1389,schenken::V,هدیه دادن,dovanoti
1390,versprechen::V,قول دادن,žadėti
1391,versprechen::V,قول دادن,pažadėti
1392,versprechen::V,وعده دادن,žadėti
1393,versprechen::V,وعده دادن,pažadėti
1394,wünschen::V,آرزو کردن,norėti
1395,wünschen::V,آرزو کردن,linḱėti
1396,loben::V,ستایش کردن,girti
1397,loben::V,ستایش کردن,pagirti
1398,küssen::V,بوسیدن,bučiuoti
1399,wiegen::V,نوسان کردن,supti
1400,zudecken::V,پوشاندن,užkloti
1401,zudecken::V,پوشاندن,uždengti
1402,wecken::V,بیدار کردن,žadinti
1403,zeigen::V,نشان دادن,rodyti
1404,führen::V,رهنمائی کردن,vesti
1405,führen::V,رهنمائی کردن,vadovauti
1406,lehren::V,آموختن,mokyti
1407,lehren::V,آموختن,išmokyti
1408,lehren::V,یاد دادن,mokyti
1409,lehren::V,یاد دادن,išmokyti
1410,unterrichten::V,درس دادن,dėstyti
1411,unterrichten::V,تدریس کردن,dėstyti
1412,aufziehen::V,تربیت کردن,išauginti
1413,leiten::V,اداره کردن,valdyti
1414,leiten::V,اداره کردن,vadovauti
1415,antreiben::V,عجله دادن,uiti
1416,antreiben::V,عجله دادن,raginti
1417,antreiben::V,عجله دادن,skubinti
1418,lassen::V,وادار کردن,paliepti
1419,einladen::V,دعوت کردن,kviesti
1420,einladen::V,دعوت کردن,pakviesti
1421,einladen::V,مهمان کردن,kviesti
1422,einladen::V,مهمان کردن,pakviesti
1423,vereinigen::V,یکی کردن,sujungti
1424,vereinigen::V,یکی کردن,suvienyti
1425,vereinigen::V,متحد کردن,sujungti
1426,vereinigen::V,متحد کردن,suvienyti
1427,besuchen::V,دیدار کردن,lankyti
1428,besuchen::V,دیدار کردن,aplankyti
1429,treffen::V,ملاقات کردن,sutikti
1430,treffen::V,ملاقات کردن,pasitikti
1431,sich versammeln::V,جمع شدن,susirinkti
1432,spielen::V,بازی کردن,groti
1433,spielen::V,بازی کردن,žaisti
1434,singen::V,آواز خواندن,dainuoti
1435,tanzen::V,رقصیدن,šokti
1436,sich trennen::V,جدا شدن,skirtis
1437,sich trennen::V,جدا شدن,išsiskirti
1438,verlassen::V,ترک کردن,palikti
1439,retten::V,نجات دادن,gelbėti
1440,bewachen::V,حراست کردن,sergėti
1441,schützen::V,حفظ کردن,ginti
1442,schützen::V,حفظ کردن,apginti
1443,verteidigen::V,دفاع کردن,ginti
1444,verteidigen::V,دفاع کردن,apginti
1445,sich schlagen::V,کتک‌کاری کردن,muštis
1446,schießen::V,تیر زدن,šauti
1447,schießen::V,تیر زدن,šaudyti
1448,siegen::V,پیروز شدن,nugalėti
1449,ärgern::V,ناراحت کردن,pykinti
1450,schlagen::V,زدن,mušti
1451,schlagen::V,زدن,smogti
1452,schlagen::V,زدن,trenkti
1453,schlagen::V,کوبیدن,mušti
1454,schlagen::V,کوبیدن,smogti
1455,schlagen::V,کوبیدن,trenkti
