,Concept_ID,ka,et
748,letzter::A,ბოლო,viimane
749,letzter::A,უკანასკნელი,viimane
750,allein::ADV,მარტო,üksi
751,auf einmal::ADV,ერთდროულად,korraga
752,auf einmal::ADV,ერთდროულად,ühekorraga
753,zusammen::ADV,ერთად,koos
754,zusammen::ADV,ერთად,üheskoos
755,lange::ADV,დიდხანს,kaua
756,plötzlich::ADV,მოულოდნელად,äkki
757,plötzlich::ADV,მოულოდნელად,järsku
758,sofort::ADV,ახლავე,kohe
759,später::ADV,მოგვიანებით,hiljem
760,jetzt::ADV,ახლა,nüüd
761,heute::ADV,დღეს,täna
762,morgen::ADV,ხვალ,homme
763,bald::ADV,მალე,pea
764,bald::ADV,მალე,varsti
765,dann::ADV,მერე,siis
766,gestern::ADV,გუშინ,eile
767,einst::ADV,ოდესღაც,vanasti
768,damals::ADV,მაშინ,tookord
769,danach::ADV,მერმე,seejärel
770,danach::ADV,შემდეგ,seejärel
771,vorher::ADV,ადრე,enne
772,vorher::ADV,წინათ,enne
773,zuerst::ADV,ჯერ,enne
774,zuerst::ADV,ჯერ,esmalt
775,einmal::ADV,ერთხელ,kord
776,einmal::ADV,ერთხელ,üks kord
777,manchmal::ADV,ხან,mõnikord
778,manchmal::ADV,ზოგჯერ,mõnikord
779,oft::ADV,ხშირად,tihti
780,oft::ADV,ხშირად,sageli
781,immer::ADV,მუდამ,ikka
782,immer::ADV,მუდამ,alati
783,immer::ADV,ყოველთვის,ikka
784,immer::ADV,ყოველთვის,alati
785,niemals::ADV,არასდროს,mitte kunagi
786,hier::ADV,აქ,siin
787,hierhin::ADV,აქეთ,siia
788,von hier::ADV,აქედან,siit
789,dort::ADV,იქ,seal
790,dorthin::ADV,იქით,sinna
791,geradeaus::ADV,პირდაპირ,otse edasi
792,vorwärts::ADV,წინ,edasi
793,rückwärts::ADV,უკან,tagurpidi
794,zurück::ADV,უკანვე,tagasi
795,unten::ADV,დაბლა,all
796,unten::ADV,დაბლა,allpool
797,unten::ADV,ქვევით,all
798,unten::ADV,ქვევით,allpool
799,hinab::ADV,ძირს,alla
800,oben::ADV,ზემოთ,ülal
801,hinauf::ADV,ზევით,üles
802,überall::ADV,ყველგან,kõikjal
803,nicht::ADV,არ,ei
804,nicht::ADV,არ,mitte
805,ein wenig::ADV,ცოტა,veidi
806,ein wenig::ADV,ცოტა,natuke
807,kaum::ADV,ძლივს,vaevalt
808,sehr::ADV,მეტად,väga
809,sehr::ADV,ძალიან,väga
810,so::ADV,ისე,nii
811,noch::ADV,ჯერ,veel
812,nur::ADV,მხოლოდ,ainult
813,schon::ADV,უკვე,juba
814,wieder::ADV,ისევ,jälle
815,wieder::ADV,კიდევ,jälle
816,vergebens::ADV,ამაოდ,asjata
817,vergebens::ADV,ტყუილად,asjata
818,vor::PRP,წინ,ees
819,hinter::PRP,უკან,taha
820,hinter::PRP,მიღმა,taha
821,unter::PRP,ქვეშ,all
822,unter::PRP,ქვევით,all
823,durch::PRP,გავლით,läbi
824,durch::PRP,გავლით,kaudu
825,neben::PRP,გვერდით,kõrval
826,zwischen::PRP,შუა,vahel
827,zwischen::PRP,შორის,vahel
828,wegen::PRP,გამო,tõttu
829,wegen::PRP,გამო,pärast
830,wegen::PRP,შედეგად,tõttu
831,wegen::PRP,შედეგად,pärast
832,dies::PRN,ეს,see
833,das::PRN,ეგ,see
834,alles::PRN,ყველაფერი,kõik
835,ich::PRN,მე,mina
836,du::PRN,შენ,sina
837,er::PRN,ის,tema
838,er::PRN,იგი,tema
839,wir::PRN,ჩვენ,me
840,ihr::PRN,თქვენ,te
841,sie::PRN,ისინი,nad
842,was::FPRN,რა,mis
843,wer::FPRN,ვინ,kes
844,wo::FADV,სად,kus
845,wohin::FADV,საით,kuhu
846,wie::FADV,როგორ,kuidas
847,warum::FADV,რაზე,miks
848,warum::FADV,რატომ,miks
849,wieviel::FNUM,რამდენი,mitu
850,wieviel::FNUM,რამდენი,kui palju
851,eins::NUM,ერთი,üks
852,zwei::NUM,ორი,kaks
853,drei::NUM,სამი,kolm
854,vier::NUM,ოთხი,neli
855,fünf::NUM,ხუთი,viis
856,sechs::NUM,ექვსი,kuus
857,sieben::NUM,შვიდი,seitse
858,acht::NUM,რვა,kaheksa
859,neun::NUM,ცხრა,üheksa
860,zehn::NUM,ათი,kümme
861,elf::NUM,თერთმეტი,üksteist
862,zwölf::NUM,თორმეტი,kaksteist
863,zwanzig::NUM,ოცი,kakskümmend
864,dreißig::NUM,ოცდაათი,kolmkümmend
865,vierzig::NUM,ორმოცი,nelikümmend
866,fünfzig::NUM,ორმოცდაათი,viiskümmend
867,sechzig::NUM,სამოცი,kuuskümmend
868,siebzig::NUM,სამოცდაათი,seitsekümmend
869,achtzig::NUM,ოთხმოცი,kaheksakümmend
870,neunzig::NUM,ოთხმოცდაათი,üheksakümmend
871,hundert::NUM,ასი,sada
872,tausend::NUM,ათასი,tuhat
873,und::CNJ,და,ja
874,oder::CNJ,ან,või
875,stehen::V,დგას,seisma
876,sitzen::V,ზის,istuma
877,liegen::V,აწევს,lamama
878,hängen::V,კიდია,rippuma
879,werden::V,გახდება,saama
880,werden::V,გახდება,hakkama
881,passieren::V,მოხდება,juhtuma
882,beginnen::V,იწყება,algama
883,beginnen::V,იწყება,hakkama
884,enden::V,გათავდება,lõppema
885,wechseln::V,იცვლება,vahelduma
886,aufgehen[Sonne]::V,ამოდის,tõusma
887,untergehen[Sonne]::V,ჩადის,loojuma
888,scheinen[Sonne]::V,ანათებს,paistma
889,donnern::V,ქუხს,kõmisema
890,wehen::V,ქრის,puhuma
891,wehen::V,დაუბერავს,puhuma
892,strömen::V,იღვრება,voolama
893,fließen::V,დის,voolama
894,fließen::V,მიედინება,voolama
895,sich drehen::V,ტრიალებს,pöörduma
896,schwanken::V,ირხევა,kõikuma
897,schwingen::V,ირხევა,võnkuma
898,fallen::V,დავარდება,langema
899,brennen::V,იწვის,põlema
900,rauchen::V,ბოლავს,suitsema
901,rauchen::V,აბოლებს,suitsema
902,regnen::V,წვიმს,sadama
903,gefrieren::V,იყინება,kinni külmuma
904,tauen::V,დნება,sulama
905,schmelzen::V,დნება,sulama
906,trocknen::V,გაშრება,kuivama
907,sieden::V,დუღს,keema
908,faulen::V,ლპება,mädanema
909,verfaulen::V,ლპება,mädanema
910,reißen::V,დაიხევა,rebenema
911,versinken::V,ეფლობა,uppuma
912,versinken::V,ჩაიძირება,uppuma
913,vergehen::V,გადის,mööduma
914,erscheinen::V,გამოჩნდება,ilmuma
915,verschwinden::V,გააქრება,kaduma
916,verschwinden::V,დაიკარგება,kaduma
917,sinken::V,დაიწევს,vajuma
918,sinken::V,დაიწევს,langema
919,abnehmen::V,შემცირდება,vähenema
920,abnehmen::V,შემცირდება,kahenema
921,zunehmen::V,გასუქდება,kasvama
922,steigen::V,მოიმატებს,tõusma
923,steigen::V,მოიმატებს,üles minema
924,wachsen::V,იზრდება,kasvama
925,wachsen::V,მრავლდება,kasvama
926,glänzen::V,ბრწყინავს,läikimä
927,funkeln::V,კაშკაშებს,sädelema
928,lärmen::V,ხმაურობს,lärmama
929,läuten::V,დარეკავს,helisema
930,klingeln::V,დარეკავს,helisema
931,klirren::V,დააწკარუნებს,kõlisema
932,brausen::V,ბობოქრობს,kohisema
933,rauschen::V,შრიალებს,kohisema
934,klingen::V,ხმას გამოსცემს,kõlama
935,bellen::V,უყეფს,haukuma
936,heulen::V,ღმუის,uluma
937,blasen::V,დაუბერავს,puhuma
938,pfeifen::V,უსტვენს,vilistama
939,schreien::V,ყვირის,karjuma
940,stöhnen::V,კვნესის,oigama
941,zittern::V,აძაგძაგებს,värisema
942,leben::V,ცოცხლობს,elama
943,leben::V,ცოცხლობს,elus olema
944,geboren werden::V,იშვება,sündima
945,geboren werden::V,იბადება,sündima
946,atmen::V,სუნთქავს,hingama
947,trinken::V,სვამს,jooma
948,trinken::V,დალევს,jooma
949,essen::V,შეჭამს,sööma
950,schlucken::V,ყლაპავს,neelama
951,müde werden::V,დაიქანცება,väsima
952,einschlafen::V,დაიძინებს,uinuma
953,schlafen::V,სძინავს,magama
954,aufwachen::V,გაიღვიძებს,ärkama
955,aufstehen::V,ადგება,ärkama
956,aufstehen::V,ადგება,üles tõusma
957,sich erholen::V,დაისვენებს,puhkama
958,krank werden::V,ავად გახდება,haigestuma
959,krank werden::V,ავად გახდება,haigeks jääma
960,krank sein::V,ავადმყოფობს,haige olema
961,schmerzen::V,სტკივა,valutama
962,husten::V,ახველებს,köhima
963,genesen::V,მორჩება,toibuma
964,sterben::V,კვდება,surema
965,umkommen::V,დაიღუპება,surma saama
966,sich bewegen::V,იძვრის,liikuma
967,sich bewegen::V,მოძრაობს,liikuma
968,sich rühren::V,გაინძრევა,liikuma
969,sich erheben::V,ადგება,kerkima
970,sich setzen::V,დაჯდება,istet võtma
971,hinfallen::V,დაეცემა,kukkuma
972,hinfallen::V,დაეცემა,maha kukkuma
973,laufen::V,დადის,kõndima
974,schreiten::V,აბიჯებს,astuma
975,spazierengehen::V,დასეირნობს,jalutama
976,eilen::V,მიიჩქარის,ruttama
977,eilen::V,მიიჩქარის,kiirustama
978,sich beeilen::V,აჩქარდება,ruttama
979,sich beeilen::V,აჩქარდება,kiirustama
980,sausen::V,მიქრის,kihutama
981,sausen::V,მიქრის,tormama
982,rennen::V,დარბის,jooksma
983,rennen::V,დარბის,kihutama
984,springen::V,ხტის,hüppama
985,klettern::V,ძვრება,ronima
986,schaukeln::V,ქანაობს,kiikuma
987,kriechen::V,დაბობღავს,roomama
988,schwimmen::V,ცურავს,ujuma
989,tauchen::V,ჩაიძირება,sukelduma
990,rudern::V,ნიჩაბს უსვამს,sõudma
991,fahren::V,დადის,sõitma
992,fahren::V,მგზავრობს,sõitma
993,fliegen::V,იფრენს,lendama
994,fliegen::V,გაფრინდება,lendama
995,gehen::V,მიდის,käima
996,gehen::V,მიდის,minema
997,weggehen::V,წამოდის,ära minema
998,weggehen::V,წამოდის,välja minema
999,abfahren::V,მიემგზავრება,väljuma
1000,abfahren::V,მიემგზავრება,ära sõitma
1001,anhalten::V,ჩერდება,peatuma
1002,hineingehen::V,შედის,sisenema
1003,hineingehen::V,შედის,sisse minema
1004,eintreten::V,შედის,sisenema
1005,eintreten::V,შედის,sisse astuma
1006,kommen::V,მოდის,tulema
1007,ankommen::V,ჩადის,saabuma
1008,zurückkommen::V,დაბრუნდება,tagasi tulema
1009,bleiben::V,დარჩება,jääma
1010,warten::V,ელოდება,ootama
1011,erwarten::V,ელის,ootama
1012,erwarten::V,ელის,lootma
1013,erwarten::V,დაიცდის,ootama
1014,erwarten::V,დაიცდის,lootma
1015,suchen::V,ეძებს,otsima
1016,suchen::V,მოძებნის,otsima
1017,finden::V,მიაგნებს,leidma
1018,finden::V,გამოძებნის,leidma
1019,versuchen::V,ცდის,püüdma
1020,versuchen::V,ცდის,üritama
1021,versuchen::V,ცდის,katsetama
1022,versuchen::V,ცდილობს,püüdma
1023,versuchen::V,ცდილობს,üritama
1024,versuchen::V,ცდილობს,katsetama
1025,vorbereiten::V,მოამზადებს,valmistama
1026,lieben::V,უყვარს,armastama
1027,mögen::V,ეტრფის,sallima
1028,mögen::V,ეტრფის,meeldima
1029,lachen::V,იცინის,naerma
1030,rühren::V,გულს აუჩუყებს,liigutama
1031,rühren::V,გულს აუჩუყებს,heldima panema
1032,weinen::V,ტირის,nutma
1033,schimpfen::V,შეიგინება,sõimama
1034,sich ärgern::V,გაბრაზობს,ärrituma
1035,sich ärgern::V,გაბრაზობს,vihastuma
1036,sich fürchten::V,შიშობს,kartma
1037,sich fürchten::V,შიშობს,hirmu tundma
1038,fürchten::V,ფრთხილობს,kartma
1039,fliehen::V,გაიქცევა,põgenema
1040,flüchten::V,გაიქცევა,põgenema
1041,sehen::V,ხედავს,nägema
1042,anschauen::V,ნახავს,vaatama
1043,ansehen::V,უყურებს,vaatama
1044,hören::V,ისმენს,kuulma
1045,zuhören::V,მოისმენს,kuulama
1046,probieren::V,გასინჯავს,proovima
1047,riechen::V,ყნოსავს,nuusutama
1048,fühlen::V,გრძნობს,tundma
1049,scheinen::V,ეჩვენება,näida
1050,scheinen::V,ეჩვენება,ilmuda
1051,zu sehen sein::V,მოჩანს,ilmuma
1052,vernehmen::V,გაიგებს,üle kuulama
1053,frieren::V,იყინება,külmetada
1054,tun::V,აკეთებს,tegema
1055,können::V,შეიძლება,võima
1056,können::V,შეიძლება,oskama
1057,wollen::V,უნდა,tahtma
1058,anfangen::V,დაიწყებს,hakkama
1059,anfangen::V,დაიწყებს,alustama
1060,beenden::V,ამთავრებს,lõpetama
1061,aufhören::V,შეწყვეტს,lakkama
1062,gelingen::V,მოახერხებს,õnnestuma
1063,geraten::V,გამოდის,jõudma
1064,öffnen::V,გახსნის,avama
1065,schließen::V,ხურავს,sulgema
1066,schließen::V,დაკეტავს,sulgema
1067,stellen::V,დადგამს,panema
1068,stellen::V,დადგამს,asetama
1069,setzen::V,დასვამს,panema
1070,legen::V,დადებს,panema
1071,legen::V,დადებს,asetama
1072,berühren::V,შეახებს,riivama
1073,berühren::V,შეახებს,puudutama
1074,berühren::V,მიაკარებს,riivama
1075,berühren::V,მიაკარებს,puudutama
1076,verbinden::V,შეაერთებს,ühendama
1077,bedecken::V,გადააფარებს,katma
1078,aufhängen::V,დაკიდებს,riputama
1079,anzünden::V,დაანთებს,süütama
1080,anzünden::V,მოუკიდებს,süütama
1081,aufheben::V,აიღებს,üles tõstma
1082,aufheben::V,აიყვანს,üles tõstma
1083,zurücklassen::V,დატოვებს,jätma
1084,verlieren::V,დაკარგავს,kaotama
1085,fallen lassen::V,გაუვარდება,maha pillama
1086,fallen lassen::V,გაუვარდება,kukkuda laskma
1087,machen::V,გააკეთებს,tegema
1088,machen::V,გამოიწვევს,tegema
1089,herstellen::V,დაამზადებს,valmistama
1090,bauen::V,ააშენებს,ehitama
1091,reparieren::V,შეაკეთებს,parandama
1092,reparieren::V,გაარემონტებს,parandama
1093,verbessern::V,გამოაკეთებს,parandama
1094,verbessern::V,გააუმჯობესებს,parandama
1095,ändern::V,შეცვლის,muutma
1096,ändern::V,შეცვლის,ümber tegema
1097,graben::V,თხრის,kaevama
1098,beugen::V,ხრის,painutama
1099,biegen::V,გაღუნავს,painutama
1100,drehen::V,ატრიალებს,keerama
1101,wenden::V,მოაბრუნებს,ümber pöörama
1102,umdrehen::V,შეატრიალებს,ümber keerama
1103,heben::V,ასწევს,tõstma
1104,hochheben::V,აიყვანს,üles tõstma
1105,hochheben::V,აიყვანს,kõrgele tõstma
1106,ergreifen::V,სტაცებს,haarama
1107,halten::V,უჭირავს,hoidma
1108,drücken::V,დააწვება,pigistama
1109,schieben::V,მისწევს,lükkama
1110,kratzen::V,მოფხანს,kraapima
1111,lecken::V,ლოკავს,lakkuma
1112,beißen::V,უკბენს,purema
1113,beißen::V,უკბენს,hammustama
1114,abreißen::V,გლეჯს,rebima
1115,abreißen::V,გლეჯს,ära rebima
1116,abreißen::V,მოწყვეტს,rebima
1117,abreißen::V,მოწყვეტს,ära rebima
1118,abschneiden::V,გაჭრის,ära lõikama
1119,binden::V,შეკრავს,siduma
1120,binden::V,გადააბამს,siduma
1121,stecken::V,ჩაასობს,pistma
1122,brechen::V,მოიტეხს,murdma
1123,klopfen::V,აკაკუნებს,koputama
1124,hauen::V,ლეწავს,lööma
1125,kleben::V,წებავს,kleepima
1126,kleben::V,დააწებებს,kleepima
1127,reiben::V,დაზელს,hõõruma
1128,streichen::V,უსვამს,silitama
1129,schleifen::V,ლესავს,lihvima
1130,schleifen::V,ლესავს,teritama
1131,schneiden::V,გაჭრის,lõikama
1132,rütteln::V,არხევს,raputama
1133,schütteln::V,არყევს,raputama
1134,schütteln::V,არყევს,loksutama
1135,schütteln::V,ანძრევს,raputama
1136,schütteln::V,ანძრევს,loksutama
1137,schwenken::V,აქნევს,vehkima
1138,schwenken::V,აქნევს,lehvitama
1139,schütten::V,ღვრის,kallama
1140,schütten::V,დააქცევს,kallama
1141,füllen::V,გაავსებს,täitma
1142,einwickeln::V,შეახვევს,sisse mähkima
1143,tragen::V,მიიტანს,kandma
1144,schleppen::V,მიათრევს,tassima
1145,schleppen::V,მიათრევს,lohistama
1146,ziehen::V,წევს,vedama
1147,ziehen::V,წევს,tõmbama
1148,ziehen::V,ათრევს,vedama
1149,ziehen::V,ათრევს,tõmbama
1150,aufbewahren::V,შეინახავს,säilitama
1151,aufbewahren::V,შეინახავს,alal hoidma
1152,werfen::V,ისვრის,viskama
1153,fangen::V,დაიჭერს,püüdma
1154,packen::V,სტაცებს,kinni haarama
1155,packen::V,სტაცებს,kinni võtma
1156,verstecken::V,მალავს,peitma
1157,teilen::V,დაყოფს,jagama
1158,teilen::V,დაყოფს,jaotama
1159,schicken::V,გაგზავნის,saatma
1160,bringen::V,მოიტანს,viima
1161,hinzufügen::V,დაამატებს,lisama
1162,bekommen::V,ამოიღებს,saama
1163,erhalten::V,იღებს,saama
1164,nehmen::V,აიღებს,võtma
1165,wählen::V,გადაარჩევს,valima
1166,auswählen::V,ამოარჩევს,valima
1167,bewahren::V,ინარჩუნებს,hoidma
1168,behindern::V,აბრკოლებს,takistama
1169,behindern::V,გააძნელებს,takistama
1170,verderben::V,გააფუჭებს,rikkuma
1171,beschädigen::V,დააზიანებს,rikkuma
1172,zerbrechen::V,დაამტვრევს,katki tegema
1173,zerreißen::V,გახევს,katki rebima
1174,zerstören::V,მოსპობს,purustama
1175,zerstören::V,დაანგრევს,purustama
1176,verbrennen::V,დაწვავს,põletama
1177,geben::V,აძლევს,andma
1178,reichen::V,მიაწოდებს,andma
1179,reichen::V,მიაწოდებს,ulatama
1180,schenken::V,აჩუქებს,kinkima
1181,versprechen::V,აღუთქვამს,lubama
1182,versprechen::V,აღუთქვამს,tõotama
1183,wünschen::V,უსურვებს,soovima
1184,loben::V,აქებს,kiitma
1185,loben::V,ამკობს,kiitma
1186,küssen::V,აკოცებს,suudlema
1187,wiegen::V,არხევს,hällitama
1188,zudecken::V,გადახურავს,kaanetama
1189,zudecken::V,გადახურავს,kinni katma
1190,wecken::V,გააღვიძებს,äratama
1191,zeigen::V,დაანახვებს,näitama
1192,führen::V,მიჰყავს,juhatama
1193,lehren::V,ასწავლის,õpetama
1194,unterrichten::V,ასწავლის,õpetama
1195,aufziehen::V,აღზრდის,üles kasvatama
1196,leiten::V,აწარმოებს,juhtima
1197,leiten::V,ხელმძღვანელობს,juhtima
1198,antreiben::V,დააჩქარებს,ergutama
1199,lassen::V,ა--ინებს,laskma
1200,einladen::V,მოიპატიჟებს,kutsuma
1201,vereinigen::V,შეაერთებს,ühendama
1202,besuchen::V,სანახავად მიდის,külastama
1203,treffen::V,შეხვდება,kohtama
1204,sich versammeln::V,შეიკრიბება,kogunema
1205,spielen::V,ეთამაშება,mängima
1206,singen::V,მღერის,laulma
1207,tanzen::V,ცეკვავს,tantsima
1208,sich trennen::V,მოშორდება,lahku minema
1209,verlassen::V,მიატოვებს,maha jätma
1210,retten::V,იხსნის,päästma
1211,retten::V,გადაარჩენს,päästma
1212,bewachen::V,დარაჯობს,valvama
1213,bewachen::V,უთვალთვალებს,valvama
1214,schützen::V,დაიფარავს,kaitsma
1215,verteidigen::V,დაიცავს,kaitsma
1216,sich schlagen::V,იჩხუბებს,kaklema
1217,schießen::V,ისვრის,tulistama
1218,siegen::V,გაიმარჯვებს,võitma
1219,ärgern::V,აჯავრებს,ärritama
1220,ärgern::V,აჯავრებს,vihastama
1221,schlagen::V,ცემს,lööma
1222,treten::V,პანღურს ამოჰკრავს,sõtkuma
1223,stechen::V,სჩხვლეტს,pistma
1224,stechen::V,სჩხვლეტს,torkama
1225,stoßen::V,დაეჯახება,tõukama
1226,stehlen::V,ქურდობს,varastama
1227,stehlen::V,მოიპარავს,varastama
1228,stören::V,შეაწუხებს,segama
1229,stören::V,შეაწუხებს,häirima
1230,belästigen::V,მობეზრდება,ahistama
1231,verbergen::V,დამალავს,peitma
1232,verbergen::V,დამალავს,varjama
1233,täuschen::V,შეცდებს,petma
1234,täuschen::V,შეცდებს,tüssama
1235,betrügen::V,მოატყუებს,petma
1236,betrügen::V,მოატყუებს,tüssama
1237,betrügen::V,მოატყუებს,truudust murtma
1238,töten::V,მოკლავს,tapma
1239,töten::V,მოკლავს,surmama
1240,wohnen::V,ცხოვრობს,elama
1241,wohnen::V,ბინადრობს,elama
1242,arbeiten::V,მუშაობს,töötama
1243,sammeln::V,შეკრებს,koguma
1244,sammeln::V,შეკრებს,korjama
1245,pflücken::V,კრეფს,noppima
1246,jagen::V,ნადირობს,jahtima
1247,fischen::V,თევზაობს,kalastama
1248,fischen::V,თევზაობს,kala püüdma
1249,fassen::V,დააჭერს,püüdma
1250,hüten::V,მწყემსავს,karjatama
1251,treiben::V,მიერეკება,ajama
1252,anbinden::V,მიაბამს,kinni siduma
1253,füttern::V,აჭმევს,söötma
1254,melken::V,წველის,lüpsma
1255,hacken::V,კეპავს,raiuma
1256,hacken::V,კეპავს,lõhkuma
1257,gießen::V,რწყავს,kastma
1258,reifen::V,მწიფდება,valmima
1259,zubereiten::V,მოამზადებს,valmistama
1260,kochen::V,მოხარშავს,keetma
1261,backen::V,გამოაცხობს,küpsetama
1262,braten::V,შეწვავს,praadima
1263,umrühren::V,შეურევს,segama
1264,umrühren::V,გათქვეფს,segama
1265,stricken::V,ქსოვს,kuduma
1266,nähen::V,გაკერავს,õmblema
1267,färben::V,შეღებავს,värvima
1268,reinigen::V,გაწმენდს,puhastama
1269,reinigen::V,გასუფთავებს,puhastama
1270,waschen::V,გარეცხავს,pesema
1271,abwischen::V,წაშლის,puhtaks pühkima
1272,spülen::V,გაავლებს,uhtma
1273,fegen::V,დაბლანდავს,pühkima
1274,kehren::V,დაგვის,pühkima
1275,baden::V,ბანაობს,suplema
1276,baden::V,ბანაობს,kümblema
1277,sich waschen::V,იბანება,end pesema
1278,ausziehen::V,გაიხდის,käest võtma
1279,ausziehen::V,გაიხდის,jalast võtma
1280,ausziehen::V,გაიხდის,seljast võtma
1281,anziehen::V,ჩაიცვამს,jalga panema
1282,sich anziehen::V,ჩაიცვამს,riietuma
1283,kämmen::V,დავარცხნის,kammima
1284,schmücken::V,მორთავს,kaunistama
1285,sagen::V,იტყვის,ütlema
1286,sprechen::V,ლაპარაკობს,rääkima
1287,sprechen::V,ლაპარაკობს,kõnelema
1288,reden::V,საუბრობს,kõnelema
1289,sich unterhalten::V,ბაასობს,vestlema
1290,sich unterhalten::V,მუსაიფობს,vestlema
1291,fragen::V,ჰკითხავს,küsima
1292,bitten::V,სთხოვს,paluma
1293,erzählen::V,მოუთხრობს,jutustama
1294,mitteilen::V,აუწყებს,teatama
1295,mitteilen::V,აუწყებს,teada andma
1296,mitteilen::V,აცნობებს,teatama
1297,mitteilen::V,აცნობებს,teada andma
1298,nennen::V,უწოდებს,nimetama
1299,rufen::V,დაუძახებს,kutsuma
1300,prahlen::V,ტრაბახობს,hooplema
1301,übersetzen::V,გადათარგმნის,tõlkima
1302,denken::V,ფიქრობს,mõtlema
1303,denken::V,აზროვნებს,mõtlema
1304,glauben::V,სჯერა,uskuma
1305,bemerken::V,შენიშვნავს,märkama
1306,erkennen::V,გამოიცნობს,ära tundma
1307,begreifen::V,გაიგებს,aru saama
1308,verstehen::V,გაიგონებს,mõistma
1309,lernen::V,ისწავლის,õppima
1310,wissen::V,ეცოდინება,teadma
1311,sich erinnern an::V,მოიგონებს,mäletama
1312,sich erinnern an::V,გაიხსენებს,mäletama
1313,vergessen::V,ივიწყებს,unustama
1314,messen::V,ზომავს,mõõtma
1315,zählen::V,ითვლის,loendama
1316,rechnen::V,გაიანგარიშებს,arvutama
1317,lesen::V,კითხულობს,lugema
1318,malen::V,ხატავს,maalima
1319,zeichnen::V,ხაზავს,joonistama
1320,schreiben::V,დაწერს,kirjutama
1321,besitzen::V,ექნება,omama
1322,kaufen::V,ყიდულობს,ostma
1323,verkaufen::V,გაყიდის,müüma
1324,bezahlen::V,გადაიხდის,tasuma
1325,zahlen::V,გადაიხდის,maksma
1326,beherrschen::V,ფლობს,valitsema
1327,ertragen::V,მოითმენს,taluma
