,Concept_ID,nl,vep
835,alles::PRN,alles,kaik
836,ich::PRN,ik,minä
837,du::PRN,je,sinä
838,du::PRN,jij,sinä
839,er::PRN,hij,hän
840,wir::PRN,we,mö
841,wir::PRN,wij,mö
842,ihr::PRN,jullie,tö
843,sie::PRN,ze,hö
844,sie::PRN,zij,hö
845,was::FPRN,wat,mi
846,wer::FPRN,wie,ken
847,wo::FADV,waar,kus
848,wohin::FADV,waarheen,kuna
849,wie::FADV,hoe,kut
850,wie::FADV,hoe,mit'
851,warum::FADV,waarom,mikš
852,wieviel::FNUM,hoeveel,äjak
853,wieviel::FNUM,hoeveel,kuverz'
854,eins::NUM,één,üks'
855,zwei::NUM,twee,kaks'
856,drei::NUM,drie,koume
857,vier::NUM,vier,nel'l'
858,fünf::NUM,vijf,viž
859,sechs::NUM,zes,kuz'
860,sieben::NUM,zeven,seičeme
861,acht::NUM,acht,kahesa
862,neun::NUM,negen,ühesa
863,zehn::NUM,tien,kümne
864,elf::NUM,elf,üks'toštkümne
865,zwölf::NUM,twaalf,kaks'toštkümne
866,zwanzig::NUM,twintig,kaks'kümne
867,dreißig::NUM,dertig,koumekümne
868,vierzig::NUM,veertig,nel'l'kümne
869,fünfzig::NUM,vijftig,vižkümne
870,sechzig::NUM,zestig,kuz'kümne
871,siebzig::NUM,zeventig,seičemekümne
872,achtzig::NUM,tachtig,kahesakümne
873,neunzig::NUM,negentig,ühesakümne
874,hundert::NUM,honderd,sada
875,tausend::NUM,duizend,tuha
876,und::CNJ,en,i
877,und::CNJ,en,da
878,oder::CNJ,of,vai
879,stehen::V,staan,seišta
880,sitzen::V,zitten,ištta
881,liegen::V,liggen,venuda
882,hängen::V,hangen,ripta
883,werden::V,worden,lindä
884,werden::V,worden,tehtas
885,passieren::V,gebeuren,ozaitas
886,beginnen::V,beginnen,augotadas
887,enden::V,eindigen,loptas
888,wechseln::V,wijzigen,vajehtadas
889,wechseln::V,veranderen,vajehtadas
890,aufgehen[Sonne]::V,opgaan,nousta
891,untergehen[Sonne]::V,ondergaan,lasktas
892,scheinen[Sonne]::V,schijnen,paštta
893,donnern::V,donderen,juraita
894,wehen::V,waaien,dölta
895,wehen::V,waaien,puhuda
896,strömen::V,stromen,valadas
897,fließen::V,vloeien,valuda
898,sich drehen::V,draaien,punotas
899,sich drehen::V,zich draaien,punotas
900,schwanken::V,wankelen,čibuda
901,schwingen::V,zwieren,čibuda
902,fallen::V,vallen,langeta
903,brennen::V,branden,pallada
904,rauchen::V,roken,savustada
905,regnen::V,regenen,vihmda
906,gefrieren::V,bevriezen,jäduda
907,gefrieren::V,bevriezen,kül'mdä
908,tauen::V,dooien,sulada
909,schmelzen::V,smelten,sulada
910,trocknen::V,drogen,kuida
911,trocknen::V,drogen,kuivehtuda
912,sieden::V,koken,kehuda
913,sieden::V,zieden,kehuda
914,faulen::V,rotten,hapata
915,faulen::V,rotten,traudäs
916,verfaulen::V,verrotten,hapata
917,reißen::V,scheuren,rebita
918,versinken::V,verzinken,upota
919,vergehen::V,vergaan,mända
920,erscheinen::V,opdagen,ozutadas
921,erscheinen::V,verschijnen,ozutadas
922,verschwinden::V,verdwijnen,hajeta
923,sinken::V,zinken,väheta
924,sinken::V,zinken,lasktas
925,abnehmen::V,afnemen,peneta
926,abnehmen::V,verminderen,peneta
927,zunehmen::V,toenemen,ližaduda
928,steigen::V,stijgen,nousta
929,steigen::V,omhooggaan,nousta
930,wachsen::V,groeien,kazda
931,glänzen::V,glanzen,loštta
932,glänzen::V,schitteren,loštta
933,funkeln::V,fonkelen,hoštta
934,lärmen::V,lawaai maken,robaita
935,läuten::V,luiden,judaita
936,klingeln::V,bellen,kelotada
937,klirren::V,rinkelen,biraita
938,brausen::V,bruisen,bruncta
939,rauschen::V,ruisen,šobaita
940,klingen::V,klinken,heläita
941,bellen::V,blaffen,nutta
942,heulen::V,huilen,ulaita
943,blasen::V,blazen,puhuda
944,pfeifen::V,fluiten,pistta
945,pfeifen::V,fluiten,vihelta
946,schreien::V,gillen,kirkta
947,schreien::V,gillen,kidastada
948,schreien::V,schreeuwen,kirkta
949,schreien::V,schreeuwen,kidastada
950,stöhnen::V,steunen,ohkta
951,stöhnen::V,steunen,voivotada
952,zittern::V,beven,säraita
953,zittern::V,sidderen,säraita
954,leben::V,leven,eläda
955,geboren werden::V,geboren worden,sünduda
956,atmen::V,ademen,henktä
957,trinken::V,drinken,joda
958,essen::V,eten,söda
959,schlucken::V,slikken,lainata
960,müde werden::V,moe worden,väzuda
961,müde werden::V,moe worden,šuštuda
962,einschlafen::V,inslapen,uinota
963,schlafen::V,slapen,magata
964,schlafen::V,slapen,nukkuda
965,aufwachen::V,ontwaken,heraštuda
966,aufwachen::V,wakker worden,heraštuda
967,aufstehen::V,opstaan,nousta
968,sich erholen::V,zich ontspannen,lebaitas
969,krank werden::V,ziek worden,läžegata
970,krank sein::V,ziek zijn,läžuda
971,schmerzen::V,pijn doen,kibištada
972,husten::V,hoesten,rügda
973,genesen::V,genezen,tervehtuda
974,sterben::V,sterven,kolda
975,sterben::V,overlijden,kolda
976,umkommen::V,omkomen,kolda
977,sich bewegen::V,zich bewegen,likkuda
978,sich rühren::V,zich verroeren,likahtada
979,sich rühren::V,zich verroeren,kubahtada
980,sich erheben::V,oprijzen,nousta
981,sich erheben::V,verrijzen,nousta
982,sich setzen::V,gaan zitten,išttas
983,hinfallen::V,vallen,langeta
984,hinfallen::V,neervallen,langeta
985,laufen::V,lopen,kävuda
986,schreiten::V,stappen,astta
987,schreiten::V,stappen,haškta
988,schreiten::V,schrijden,astta
989,schreiten::V,schrijden,haškta
990,spazierengehen::V,gaan wandelen,kävelta
991,eilen::V,ijlen,kiruhtada
992,eilen::V,haasten,kiruhtada
993,sich beeilen::V,zich haasten,kiruhtada
994,sausen::V,stuiven,fun'urta
995,rennen::V,rennen,joksta
996,springen::V,springen,hüptä
997,klettern::V,klimmen,libuda
998,klettern::V,klauteren,libuda
999,schaukeln::V,schommelen,čibuda
1000,kriechen::V,kruipen,ličtas
1001,schwimmen::V,zwemmen,ujuda
1002,tauchen::V,duiken,čukautas
1003,rudern::V,roeien,souta
1004,fahren::V,rijden,ajada
1005,fahren::V,rijden,ajelda
1006,fliegen::V,vliegen,leta
1007,gehen::V,gaan,mända
1008,gehen::V,gaan,kävuda
1009,weggehen::V,weggaan,päzda
1010,weggehen::V,weggaan,lähtta
1011,abfahren::V,vertrekken,tönduda
1012,anhalten::V,stoppen,seižutadas
1013,anhalten::V,stilhouden,seižutadas
1014,hineingehen::V,ingaan,mända südäimehe
1015,hineingehen::V,binnengaan,mända südäimehe
1016,eintreten::V,binnenkomen,tulda
1017,kommen::V,komen,tulda
1018,ankommen::V,aankomen,tulda
1019,zurückkommen::V,terugkomen,pörtas
1020,bleiben::V,blijven,jäda
1021,warten::V,wachten,varastada
1022,erwarten::V,verwachten,varastada
1023,suchen::V,zoeken,ectä
1024,finden::V,vinden,löuta
1025,versuchen::V,proberen,ladida
1026,versuchen::V,proberen,rohkaita
1027,versuchen::V,beproeven,ladida
1028,versuchen::V,beproeven,rohkaita
1029,vorbereiten::V,voorbereiden,vaumita
1030,lieben::V,houden van,armastada
1031,mögen::V,lusten,navedida
1032,mögen::V,houden van,navedida
1033,lachen::V,lachen,nagrda
1034,rühren::V,roeren,likutada
1035,weinen::V,huilen,itkta
1036,weinen::V,schreien,itkta
1037,schimpfen::V,kijven,laidas
1038,schimpfen::V,kijven,pačatada
1039,schimpfen::V,schelden,laidas
1040,schimpfen::V,schelden,pačatada
1041,sich ärgern::V,zich ergeren,rändüda
1042,sich fürchten::V,bang zijn,varaita
1043,fürchten::V,vrezen,varaita
1044,fliehen::V,vluchten,pageta
1045,flüchten::V,ontsnappen,pageta
1046,flüchten::V,ontsnappen,joksta
1047,flüchten::V,ontkomen,pageta
1048,flüchten::V,ontkomen,joksta
1049,sehen::V,zien,nähta
1050,anschauen::V,aankijken,kacta
1051,ansehen::V,aanzien,kacta
1052,ansehen::V,bekijken,kacta
1053,hören::V,horen,kulda
1054,zuhören::V,luisteren,kundeltas
1055,probieren::V,proeven,mujada
1056,riechen::V,ruiken,rižada
1057,fühlen::V,voelen,mujada
1058,scheinen::V,lijken,näguda
1059,zu sehen sein::V,te zien zijn,näguda
1060,vernehmen::V,vernemen,kulištada
1061,frieren::V,het koud hebben,kül'mdä
1062,tun::V,doen,tehta
1063,können::V,kunnen,voida
1064,können::V,kunnen,mahtta
1065,wollen::V,willen,himoita
1066,wollen::V,willen,tahtoida
1067,anfangen::V,beginnen,zavottä
1068,anfangen::V,beginnen,augotada
1069,anfangen::V,aanvangen,zavottä
1070,anfangen::V,aanvangen,augotada
1071,beenden::V,beëindigen,loptä
1072,aufhören::V,ophouden,loptas
1073,gelingen::V,lukken,lähtta
1074,gelingen::V,lukken,tehtas
1075,gelingen::V,gelukken,lähtta
1076,gelingen::V,gelukken,tehtas
1077,geraten::V,uitvallen,tulda
1078,öffnen::V,openen,avaita
1079,öffnen::V,opendoen,avaita
1080,schließen::V,sluiten,saubata
1081,schließen::V,dichtdoen,saubata
1082,stellen::V,stellen,panda
1083,stellen::V,stellen,seižutada
1084,stellen::V,plaatsen,panda
1085,stellen::V,plaatsen,seižutada
1086,setzen::V,zetten,ištutada
1087,setzen::V,plaatsen,ištutada
1088,legen::V,leggen,panda
1089,berühren::V,aanraken,koskta
1090,berühren::V,aanraken,käziduda
1091,verbinden::V,verbinden,ühtenzoitta
1092,bedecken::V,bedekken,katta
1093,bedecken::V,bedekken,peitta
1094,aufhängen::V,ophangen,riputada
1095,anzünden::V,aansteken,sütutada
1096,aufheben::V,oprapen,leta
1097,zurücklassen::V,achterlaten,jätta
1098,verlieren::V,verliezen,kadotada
1099,fallen lassen::V,laten vallen,kirbotada
1100,machen::V,maken,säta
1101,machen::V,maken,tehta
1102,herstellen::V,produceren,tehta
1103,herstellen::V,voortbrengen,tehta
1104,bauen::V,bouwen,leta
1105,bauen::V,bouwen,sauda
1106,reparieren::V,repareren,koheta
1107,reparieren::V,herstellen,koheta
1108,verbessern::V,verbeteren,paremboita
1109,ändern::V,wijzigen,vajehtada
1110,ändern::V,veranderen,vajehtada
1111,graben::V,graven,kaida
1112,graben::V,graven,čongoida
1113,beugen::V,buigen,koverta
1114,biegen::V,buigen,painda
1115,drehen::V,draaien,punotada
1116,wenden::V,keren,käta
1117,wenden::V,keren,kärauta
1118,wenden::V,wenden,käta
1119,wenden::V,wenden,kärauta
1120,umdrehen::V,omdraaien,käta
1121,heben::V,heffen,leta
1122,heben::V,optillen,leta
1123,hochheben::V,tillen,libutada
1124,ergreifen::V,pakken,tabata
1125,ergreifen::V,grijpen,tabata
1126,halten::V,houden,pidada
1127,drücken::V,drukken,painda
1128,schieben::V,duwen,žigutada
1129,schieben::V,schuiven,žigutada
1130,kratzen::V,krassen,künstä
1131,lecken::V,likken,nolda
1132,beißen::V,bijten,purda
1133,beißen::V,bijten,hambastada
1134,abreißen::V,afrukken,ratketa
1135,abreißen::V,afscheuren,ratketa
1136,abschneiden::V,afsnijden,čapata
1137,abschneiden::V,afsnijden,leikata
1138,binden::V,binden,sidoda
1139,stecken::V,steken,čokaita
1140,brechen::V,breken,katkaita
1141,klopfen::V,kloppen,kolkotada
1142,hauen::V,houwen,löda
1143,kleben::V,plakken,klejata
1144,reiben::V,wrijven,hosta
1145,reiben::V,wrijven,törkita
1146,reiben::V,wrijven,jorotada
1147,streichen::V,smeren,voita
1148,schleifen::V,slijpen,hijoida
1149,schleifen::V,slijpen,teravzoitta
1150,schneiden::V,snijden,leikata
1151,rütteln::V,schudden,heilutada
1152,schütteln::V,schudden,pudištada
1153,schwenken::V,wuiven,maihutada
1154,schwenken::V,zwaaien,maihutada
1155,schütten::V,gieten,valada
1156,schütten::V,storten,valada
1157,füllen::V,vullen,täutta
1158,einwickeln::V,inwikkelen,kärdä
1159,tragen::V,dragen,kantta
1160,tragen::V,dragen,kandišta
1161,schleppen::V,slepen,vedätada
1162,ziehen::V,trekken,vedada
1163,aufbewahren::V,bewaren,kaita
1164,werfen::V,gooien,čuta
1165,werfen::V,gooien,tactä
1166,fangen::V,vangen,püta
1167,packen::V,pakken,tabata
1168,packen::V,vastpakken,tabata
1169,verstecken::V,verstoppen,peitta
1170,teilen::V,delen,jagada
1171,schicken::V,sturen,oigeta
1172,bringen::V,brengen,veda
1173,hinzufügen::V,toevoegen,ližata
1174,bekommen::V,verkrijgen,sada
1175,erhalten::V,krijgen,sada
1176,nehmen::V,nemen,otta
1177,wählen::V,kiezen,valita
1178,wählen::V,verkiezen,valita
1179,auswählen::V,uitkiezen,valita
1180,bewahren::V,bewaren,kaita
1181,behindern::V,hinderen,telustada
1182,verderben::V,bederven,travida
1183,beschädigen::V,beschadigen,satatada
1184,zerbrechen::V,breken,mureta
1185,zerbrechen::V,stukbreken,mureta
1186,zerreißen::V,scheuren,rebitada
1187,zerreißen::V,verscheuren,rebitada
1188,zerstören::V,vernielen,mureta
1189,verbrennen::V,branden,poltta
1190,verbrennen::V,verbranden,poltta
1191,geben::V,geven,antta
1192,reichen::V,reiken,antta
1193,reichen::V,aanreiken,antta
1194,schenken::V,schenken,lahjoita
1195,versprechen::V,beloven,toivotada
1196,wünschen::V,wensen,toivotada
1197,loben::V,loven,kitta
1198,loben::V,prijzen,kitta
1199,küssen::V,kussen,tervehtada
1200,wiegen::V,wiegen,likutada
1201,zudecken::V,toedekken,katta
1202,wecken::V,wekken,noustatada
1203,zeigen::V,tonen,ozutada
1204,zeigen::V,wijzen,ozutada
1205,führen::V,voeren,astutada
1206,lehren::V,leren,opeta
1207,unterrichten::V,onderwijzen,opeta
1208,aufziehen::V,grootbrengen,kazvatada
1209,leiten::V,leiden,ohjata
1210,antreiben::V,aandrijven,rigehtoitta
1211,lassen::V,laten,käskta
1212,einladen::V,uitnodigen,kucta
1213,vereinigen::V,verenigen,ühtenzoitta
1214,besuchen::V,bezoeken,rižada
1215,treffen::V,treffen,vastata
1216,treffen::V,ontmoeten,vastata
1217,sich versammeln::V,zich verzamelen,kägeta
1218,sich versammeln::V,zich verzamelen,sätas
1219,spielen::V,spelen,väta
1220,singen::V,zingen,pajatada
1221,tanzen::V,dansen,kargaita
1222,sich trennen::V,van elkaar gaan,erigata
1223,verlassen::V,verlaten,jätta
1224,retten::V,redden,päzutada
1225,bewachen::V,bewaken,varjoita
1226,schützen::V,beschermen,kaita
1227,verteidigen::V,verdedigen,kaita
1228,sich schlagen::V,knokken,torata
1229,schießen::V,schieten,ampta
1230,siegen::V,overwinnen,vägestada
1231,ärgern::V,ergeren,verdutada
1232,ärgern::V,ergeren,rändütada
1233,schlagen::V,slaan,löda
1234,schlagen::V,slaan,iškta
1235,treten::V,trappen,peksta
1236,treten::V,trappen,topsta
1237,treten::V,schoppen,peksta
1238,treten::V,schoppen,topsta
1239,stechen::V,steken,pystiä
1240,stechen::V,prikken,pystiä
1241,stoßen::V,stoten,iškta
1242,stoßen::V,stoten,pudištada
1243,stehlen::V,stelen,vargastada
1244,stören::V,storen,keskustada
1245,stören::V,verstoren,keskustada
1246,belästigen::V,lastig vallen,tartuteldas
1247,verbergen::V,verbergen,katelda
1248,täuschen::V,misleiden,manitada
1249,betrügen::V,bedriegen,manitada
1250,töten::V,doden,rikta
1251,töten::V,doden,surmita
1252,wohnen::V,wonen,eläda
1253,arbeiten::V,werken,rata
1254,sammeln::V,inzamelen,kogota
1255,sammeln::V,verzamelen,kogota
1256,pflücken::V,plukken,poimda
1257,jagen::V,jagen,mecata
1258,fischen::V,vissen,kalatada
1259,fassen::V,vangen,tabata
1260,hüten::V,hoeden,paimeta
1261,treiben::V,drijven,ajada
1262,anbinden::V,vastbinden,küttestada
1263,anbinden::V,vastbinden,sidoda
1264,füttern::V,voeren,sötta
1265,melken::V,melken,lüpsta
1266,hacken::V,hakken,sauda
1267,gießen::V,gieten,valada
1268,reifen::V,rijpen,küpseta
1269,zubereiten::V,klaarmaken,vaumištada
1270,zubereiten::V,toebereiden,vaumištada
1271,kochen::V,koken,keitta
1272,backen::V,bakken,paštta
1273,braten::V,braden,žarda
1274,umrühren::V,omroeren,segoitada
1275,stricken::V,breien,kudoda
1276,nähen::V,naaien,ombelta
1277,färben::V,verven,mujutada
1278,färben::V,kleuren,mujutada
1279,reinigen::V,reinigen,puhtastada
1280,waschen::V,wassen,pesta
1281,abwischen::V,afvegen,pühktä
1282,spülen::V,spoelen,huhtoida
1283,spülen::V,afwassen,huhtoida
1284,fegen::V,vegen,pühkta
1285,kehren::V,vegen,uhoita
1286,baden::V,baden,kül'ptäs
1287,sich waschen::V,zich wassen,pestas
1288,ausziehen::V,uittrekken,riičta
1289,ausziehen::V,uittrekken,rušta
1290,anziehen::V,aantrekken,panda päle
1291,anziehen::V,aantrekken,panda kädehe
1292,anziehen::V,aantrekken,panda jaugha
1293,sich anziehen::V,zich aankleden,sobdas
1294,kämmen::V,kammen,harjata
1295,schmücken::V,tooien,čomitada
1296,sagen::V,zeggen,sanuda
1297,sprechen::V,spreken,pagišta
1298,reden::V,praten,pagišta
1299,sich unterhalten::V,zich onderhouden,lodaita
1300,fragen::V,vragen,küzuda
1301,bitten::V,vragen,pakita
1302,bitten::V,verzoeken,pakita
1303,erzählen::V,vertellen,sanuda
1304,erzählen::V,vertellen,starinoita
1305,mitteilen::V,meedelen,tedotada
1306,nennen::V,noemen,nimitada
1307,rufen::V,roepen,kucta
1308,prahlen::V,pralen,kittäs
1309,übersetzen::V,vertalen,käta
1310,denken::V,denken,meletada
1311,glauben::V,geloven,uskta
1312,bemerken::V,bemerken,homaita
1313,erkennen::V,herkennen,tundištada
1314,begreifen::V,begrijpen,tabata
1315,verstehen::V,verstaan,el'geta
1316,verstehen::V,verstaan,toimetada
1317,lernen::V,leren,opetas
1318,wissen::V,weten,teta
1319,sich erinnern an::V,zich herinneren aan,johtutada
1320,vergessen::V,vergeten,unohtada
1321,messen::V,meten,märita
1322,zählen::V,tellen,lugeda
1323,rechnen::V,rekenen,lugeda
1324,lesen::V,lezen,lugeda
1325,malen::V,schilderen,pirta
1326,zeichnen::V,tekenen,pirta
1327,schreiben::V,schrijven,kirjutada
1328,besitzen::V,bezitten,omištada
1329,kaufen::V,kopen,ostta
1330,verkaufen::V,verkopen,möda
1331,bezahlen::V,betalen,maksta
1332,zahlen::V,betalen,maksta
1333,beherrschen::V,beheersen,valdoita
1334,ertragen::V,verdragen,tirpta
