,Concept_ID,ro,ja
144,Blatt::N,frunză,葉
145,Birke::N,mesteacăn,樺
146,Kiefer[Baum]::N,pin,松
147,Weide[Baum]::N,salcie,柳
148,Weide[Baum]::N,răchită,柳
149,Tanne::N,brad,樅
150,Horn::N,corn,角
151,Feder::N,pană,羽根
152,Fell::N,piele,毛皮
153,Flügel::N,aripă,羽
154,Klaue::N,gheară,鉤爪
155,Kralle::N,labă,爪
156,Kralle::N,gheară,爪
157,Schwanz::N,coadă,尻尾
158,Ei::N,ou,卵
159,Nest::N,cuib,巣
160,Bau::N,bârlog,穴
161,Bau::N,vizuină,穴
162,Tier::N,animal,動物
163,Herde::N,turmă,群れ
164,Herde::N,cireadă,群れ
165,Kuh::N,vacă,牛
166,Bulle::N,taur,雄牛
167,Pferd::N,cal,馬
168,Schaf::N,oaie,羊
169,Schwein::N,porc,豚
170,Hund::N,câine,犬
171,Katze::N,pisică,猫
172,Bär::N,urs,熊
173,Eichhörnchen::N,veveriță,栗鼠
174,Elch::N,elan,ヘラジカ
175,Fuchs::N,vulpe,狐
176,Hase::N,iepure,兎
177,Maus::N,șoarece,鼠
178,Wolf::N,lup,狼
179,Vogel::N,pasăre,鳥
180,Schwarm::N,cârd,群れ
181,Huhn::N,găină,鶏
182,Hahn::N,cocoș,雄鶏
183,Gans::N,gâscă,ガチョウ
184,Adler::N,vultur,鷲
185,Ente::N,rață,鴨
186,Eule::N,bufniță,フクロウ
187,Kranich::N,cocor,鶴
188,Krähe::N,cioară,烏
189,Kuckuck::N,cuc,郭公
190,Schwan::N,lebădă,白鳥
191,Fisch::N,pește,魚
192,Barsch::N,biban,鱸
193,Hecht::N,știucă,川魳
194,Schlange[Tier]::N,șarpe,蛇
195,Wurm::N,vierme,虫
196,Spinne::N,păianjen,蜘蛛
197,Ameise::N,furnică,蟻
198,Laus::N,păduche,虱
199,Mücke::N,țânțar,蚊
200,Fliege::N,muscă,蝿
201,Schmetterling::N,fluture,蝶
202,Beere::N,boabă,漿果
203,Apfel::N,măr,林檎
204,Pilz::N,burete,茸
205,Pilz::N,ciupercă,茸
206,Zwiebel::N,ceapă,玉葱
207,Saat::N,semănătură,種
208,Korn::N,grâu,粒
209,Heu::N,fân,干し草
210,Schale::N,coajă,皮
211,Grube::N,groapă,穴
212,Falle::N,cursă,わな
213,Falle::N,capcană,わな
214,Schlinge::N,laț,輪
215,Spur::N,dâră,跡
216,Asche::N,cenușă,灰
217,Dreck::N,noroi,泥
218,Dreck::N,murdărie,泥
219,Eisen::N,fier,鉄
220,Gold::N,aur,金
221,Silber::N,argint,銀
222,Kohle::N,cărbune,炭
223,Glas::N,sticlă,ガラス
224,Lehm::N,lut,ローム
225,Lehm::N,humă,ローム
226,Sand::N,nisip,砂
227,Mensch::N,om,人
228,Mensch::N,persoană,人
229,Mann::N,om,男
230,Mann::N,om,男性
231,Mann::N,bărbat,男
232,Mann::N,bărbat,男性
233,Frau::N,femeie,女
234,Frau::N,femeie,女性
235,Kind::N,copil,子
236,Kind::N,copil,子供
237,Junge::N,băiat,男の子
238,Junge::N,flăcău,男の子
239,Mädchen::N,fată,女の子
240,Familie::N,familie,家族
241,Großvater::N,bunic,祖父
242,Großvater::N,bunic,おじいさん
243,Großvater::N,tată mare,祖父
244,Großvater::N,tată mare,おじいさん
245,Großmutter::N,bunică,祖母
246,Großmutter::N,bunică,おばあさん
247,Großmutter::N,mamă mare,祖母
248,Großmutter::N,mamă mare,おばあさん
249,Eltern::N,părinți,親
250,Eltern::N,părinți,両親
251,Vater::N,tată,父
252,Vater::N,tată,お父さん
253,Vater::N,părinte,父
254,Vater::N,părinte,お父さん
255,Mutter::N,mamă,母
256,Mutter::N,mamă,お母さん
257,Sohn::N,fiu,息子
258,Sohn::N,fiu,息子さん
259,Sohn::N,fecior,息子
260,Sohn::N,fecior,息子さん
261,Tochter::N,fiică,娘
262,Tochter::N,fiică,お嬢さん
263,Bruder::N,frate,弟
264,Schwester::N,soră,妹
265,Onkel::N,unchi,伯父
266,Onkel::N,unchi,伯父さん
267,Tante::N,mătușă,叔母
268,Tante::N,mătușă,叔母さん
269,Ehemann::N,soț,夫
270,Ehemann::N,soț,主人
271,Ehemann::N,bărbat,夫
272,Ehemann::N,bărbat,主人
273,Ehefrau::N,soție,妻
274,Ehefrau::N,soție,奥さん
275,Freude::N,bucurie,喜び
276,Gelächter::N,râset,笑い
277,Glück::N,fericire,幸せ
278,Kummer::N,mâhnire,悩み
279,Wunsch::N,dorință,希望
280,Wunsch::N,deziderat,希望
281,Lust::N,poftă,気
282,Lust::N,înclinare,気
283,Geist::N,duh,精神
284,Geist::N,minte,精神
285,Geist::N,suflet,精神
286,Gedanke::N,gând,考え
287,Gedanke::N,cuget,考え
288,Gedächtnis::N,memorie,記憶
289,Verstand::N,minte,理解力
290,Verstand::N,intelect,理解力
291,Sinn::N,sens,意味
292,Sinn::N,înțeles,意味
293,Grund::N,cauză,理由
294,Grund::N,pricină,理由
295,Wahrheit::N,adevăr,真実
296,Gespräch::N,convorbire,会話
297,Gespräch::N,conversație,会話
298,Märchen::N,basm,童話
299,Märchen::N,poveste,童話
300,Erzählung::N,poveste,物語
301,Nachricht::N,veste,報告
302,Neuigkeit::N,noutate,ニュース
303,Neuigkeit::N,actualitate,ニュース
304,Name::N,nume,名前
305,Rätsel::N,ghicitoare,謎
306,Rede::N,discurs,演説
307,Sprache::N,limbă,言語
308,Sprache::N,limbaj,言語
309,Stimme::N,glas,声
310,Wort::N,cuvânt,言葉
311,Zeichen::N,semn,記号
312,Zeichen::N,semnal,記号
313,Ruf::N,chemare,呼び声
314,Lärm::N,zgomot,騒音
315,Lärm::N,tărăboi,騒音
316,Laut::N,sunet,音
317,Ton::N,ton,音
318,Lied::N,cântec,歌
319,Ruhe::N,odihnă,静けさ
320,Ruhe::N,liniște,静けさ
321,Leute::N,lume,人々
322,Leute::N,oameni,人々
323,Volk::N,popor,民族
324,Volk::N,națiune,民族
325,Arbeit::N,lucru,仕事
326,Gast::N,musafir,客
327,Geschenk::N,dar,贈り物
328,Geschenk::N,cadou,贈り物
329,Spiel::N,joc,遊び
330,Gesellschaft::N,societate,社会
331,Hilfe::N,ajutor,援助
332,Freund::N,amic,友達
333,Freund::N,prieten,友達
334,Kamerad::N,tovarăș,同志
335,Angelegenheit::N,afacere,件
336,Anzahl::N,număr,数
337,Anzahl::N,cantitate,数
338,Art::N,fel,種類
339,Art::N,specie,種類
340,Stück::N,bucată,部分
341,Teil::N,parte,部分
342,Teil::N,porție,部分
343,Hälfte::N,jumătate,半分
344,Kreis::N,cerc,円
345,Kreuz::N,cruce,十字
346,Linie::N,linie,線
347,Strich::N,linie,線
348,Strich::N,trăsătură,線
349,Abstand::N,distanță,距離
350,Abstand::N,depărtare,距離
351,Entfernung::N,distanță,距離
352,Entfernung::N,depărtare,距離
353,Gegend::N,regiune,辺
354,Gegend::N,regiune,地域
355,Platz::N,loc,ゆとり
356,Ort::N,loc,所
357,Ort::N,loc,場所
358,Seite::N,latură,横
359,Mitte::N,centru,真ん中
360,Gegenstand::N,obiect,物件
361,Sache::N,lucru,物
362,Sache::N,chestie,物
363,Rand::N,bordură,端
364,Kante::N,muchie,縁
365,Kante::N,bordură,縁
366,Ecke::N,colț,角
367,Spitze::N,vârf,先頭
368,Spitze::N,creștet,先頭
369,Ende::N,capăt,端
370,Loch::N,gaură,穴
371,Winkel::N,colț,片隅
372,Muster::N,desen,模様
373,Größe::N,mărime,大きさ
374,Länge::N,lungime,長さ
375,Höhe::N,înălțime,高さ
376,Gewicht::N,greutate,重さ
377,Menge::N,cantitate,量
378,Haufen::N,grămadă,堆積
379,Reihe::N,șir,並び
380,Reihe::N,rând,並び
381,Boot::N,barcă,ボート
382,Boot::N,luntre,ボート
383,Ruder::N,vâslă,オール
384,Ruder::N,lopată,オール
385,Schlitten::N,sanie,そり
386,Ski::N,schi,スキー
387,Lagerfeuer::N,foc de tabără,篝火
388,Last::N,povară,荷物
389,Last::N,sarcină,荷物
390,Gang::N,mers,歩み
391,Gang::N,umblet,歩み
392,Schritt::N,pas,歩
393,Norden::N,nord,北
394,Norden::N,miazănoapte,北
395,Süden::N,sud,南
396,Süden::N,miazăzi,南
397,Westen::N,apus,西
398,Osten::N,est,東
399,Osten::N,răsărit,東
400,Holz::N,lemn,木
401,Holz::N,lemn,木材
402,Brett::N,scândură,板
403,Platte::N,placă,盤
404,Stütze::N,proptea,支柱
405,Stange::N,bară,棒
406,Stange::N,prăjină,棒
407,Stock::N,băț,杖
408,Stock::N,baston,杖
409,Stab::N,baston,棒
410,Stab::N,prăjină,棒
411,Rohr::N,tub,管
412,Rohr::N,țeavă,管
413,Haus::N,casă,家
414,Heim::N,casă,家
415,Heim::N,cămin,家
416,Ofen::N,sobă,ストーブ
417,Fußboden::N,podea,床
418,Fußboden::N,dușumea,床
419,Tisch::N,masă,机
420,Stuhl::N,scaun,椅子
421,Wiege::N,leagăn,揺籃
422,Bett::N,pat,ベッド
423,Regal::N,rafturi,棚
424,Kiste::N,ladă,箱
425,Kiste::N,cutie,箱
426,Fenster::N,fereastră,窓
427,Tür::N,ușă,戸
428,Tür::N,ușă,ドア
429,Tor::N,poartă,門
430,Zaun::N,gard,垣根
431,Dach::N,acoperiș,屋根
432,Leiter::N,scară,梯子
433,Besen::N,mătură,ほうき
434,Spaten::N,cazma,スコップ
435,Spaten::N,hârleț,スコップ
436,Schaufel::N,lopată,シャベル
437,Gabel::N,furculiță,フォーク
438,Löffel::N,lingură,スプーン
439,Messer::N,cuțit,ナイフ
440,Nagel::N,cui,釘
441,Netz::N,plasă,網
442,Haken::N,cârlig,鉤
443,Haken::N,cârlig,フック
444,Griff::N,mâner,取っ手
445,Schloss::N,lacăt,錠
446,Bild::N,tablou,絵
447,Bild::N,imagine,絵
448,Figur::N,chip,像
449,Figur::N,figură,像
450,Puppe::N,păpușă,人形
451,Beutel::N,pungă,袋
452,Beutel::N,săculeț,袋
453,Bündel::N,mănunchi,束
454,Bündel::N,mănunchi,包み
455,Tasche::N,geantă,かばん
456,Eimer::N,găleată,バケツ
457,Deckel::N,capac,蓋
458,Geschirr::N,vase,食器
459,Geschirr::N,tacâmuri,食器
460,Sack::N,sac,袋
461,Tasse::N,ceașcă,カップ
462,Topf::N,oală,鍋
463,Kessel::N,cazan,釜
464,Kessel::N,căldare,釜
465,Essen::N,mâncare,食事
466,Nahrung::N,hrană,食物
467,Nahrung::N,aliment,食物
468,Speise::N,bucate,料理
469,Speise::N,fel de bucate,料理
470,Fleisch::N,carne,肉
471,Getreide::N,cereale,麦
472,Getreide::N,cereale,穀物
473,Brei::N,pireu,粥
474,Brot::N,pâine,パン
475,Scheibe::N,felie,枚
476,Scheibe::N,felie,切れ
477,Scheibe::N,bucată,枚
478,Scheibe::N,bucată,切れ
479,Fett::N,untură,脂肪
480,Fett::N,grăsime,脂肪
481,Butter::N,unt,バター
482,Öl::N,ulei,油
483,Salz::N,sare,塩
484,Suppe::N,supă,スープ
485,Suppe::N,ciorbă,スープ
486,Honig::N,miere,蜂蜜
487,Milch::N,lapte,牛乳
488,Tee::N,ceai,茶
489,Tee::N,ceai,お茶
490,Leder::N,piele,革
491,Wolle::N,lână,毛糸
492,Stoff::N,stofă,布
493,Nadel::N,ac,針
494,Faden::N,ață,糸
495,Knopf::N,buton,ボタン
496,Knoten::N,nod,結び目
497,Farbe::N,vopsea,ペンキ
498,Kleidung::N,haine,衣服
499,Kleidung::N,îmbrăcăminte,衣服
500,Hemd::N,cămașă,シャツ
501,Kragen::N,guler,襟
502,Ärmel::N,mânecă,袖
503,Hose::N,pantaloni,ズボン
504,Gürtel::N,cordon,帯
505,Gürtel::N,cordon,ベルト
506,Mütze::N,șapcă,帽子
507,Schuh::N,gheată,靴
508,Stiefel::N,cizmă,ブーツ
509,Ring::N,inel,輪
510,Ring::N,verigă,輪
511,Band::N,panglică,リボン
512,Band::N,șiret,リボン
513,Kamm::N,pieptene,櫛
514,Spiegel::N,oglindă,鏡
515,Riemen::N,curea,緒
516,Schnur::N,funie,紐
517,Schnur::N,sfoară,紐
518,Leine::N,lesă,綱
519,Leine::N,curea,綱
520,Decke::N,pătură,掛け布団
521,Kissen::N,pernă,枕
522,Tuch::N,batic,スカーフ
523,Handtuch::N,prosop,タオル
524,Handtuch::N,ștergar,タオル
525,Kraft::N,forță,力
526,Kraft::N,putere,力
527,Stärke::N,tărie,強さ
528,Stärke::N,vigoare,強さ
529,Gesundheit::N,sănătate,健康
530,Krankheit::N,boală,病気
531,Krankheit::N,maladie,病気
532,Schmerz::N,durere,痛み
533,Wunde::N,rană,傷
534,Fieber::N,febră,熱
535,Arznei::N,leac,薬
536,Arznei::N,medicament,薬
537,Brücke::N,pod,橋
538,Brücke::N,punte,橋
539,Brunnen::N,puț,井戸
540,Weide::N,izlaz,牧場
541,Weide::N,pășune,牧場
542,Pfad::N,cărare,小路
543,Weg::N,drum,道
544,Straße::N,cale,街道
545,Straße::N,stradă,街道
546,Dorf::N,sat,村
547,Stadt::N,oraș,町
548,Stadt::N,oraș,都市
549,Brief::N,scrisoare,手紙
550,Buch::N,carte,本
551,Buchstabe::N,literă,文字
552,Buchstabe::N,caracter,文字
553,Zeitung::N,ziar,新聞
554,Zeitung::N,gazetă,新聞
555,Leben::N,viață,生活
556,Tod::N,moarte,死
557,Grab::N,groapă,墓
558,Grab::N,mormânt,墓
559,Kirche::N,biserică,教会
560,Sünde::N,păcat,罪
561,Gott::N,zeu,神
562,Arbeiter::N,muncitor,労働者
563,Chef::N,șef,上司
564,Meister::N,meșter,達人
565,Meister::N,meșter,マイスター
566,Meister::N,maestru,達人
567,Meister::N,maestru,マイスター
568,Arzt::N,medic,医者
569,Arzt::N,doctor,医者
570,Lehrer::N,profesor,先生
571,Lehrer::N,învățător,先生
572,Geld::N,bani,金
573,Geld::N,parale,金
574,Geschäft::N,treabă,取り引き
575,Geschäft::N,afacere,取り引き
576,Laden::N,magazin,店
577,Laden::N,prăvălie,店
578,Preis::N,preț,値段
579,Ware::N,marfă,商品
580,Nutzen::N,folos,利益
581,Nutzen::N,profit,利益
582,Reichtum::N,avuție,豊かさ
583,Reichtum::N,bogăție,豊かさ
584,Welt::N,lume,世界
585,Land::N,țară,国
586,Staat::N,stat,国家
587,König::N,rege,国王
588,Macht::N,putere,権力
589,Macht::N,putință,権力
590,Grenze::N,hotar,国境
591,Grenze::N,graniță,国境
592,Grenze::N,frontieră,国境
593,Krieg::N,război,戦争
594,Feind::N,dușman,敵
595,Gewalt::N,violență,暴力
596,Kampf::N,luptă,戦い
597,Bogen[Waffe]::N,arc,弓
598,Pfeil::N,săgeată,矢
599,Gewehr::N,armă,銃
600,Gewehr::N,pușcă,銃
601,Fehler::N,eroare,間違い
602,Fehler::N,greșeală,間違い
603,Lüge::N,minciună,嘘
604,Schaden::N,daună,損害
605,Schaden::N,pagubă,損害
606,Unglück::N,nenorocire,不幸
607,Schuld::N,vină,罪
608,Alter::N,etate,年
609,Alter::N,etate,年齢
610,Alter::N,vârstă,年
611,Alter::N,vârstă,年齢
612,Schluss::N,sfârșit,終わり
613,Zeit::N,timp,時
614,Zeit::N,timp,時間
615,Zeit::N,vreme,時
616,Zeit::N,vreme,時間
617,Tag::N,zi,日
618,Morgen::N,dimineață,朝
619,Mittag::N,prânz,昼
620,Mittag::N,amiază,昼
621,Abend::N,seară,晩
622,Abend::N,seară,夕方
623,Nacht::N,noapte,夜
624,Woche::N,săptămână,週
625,Monat::N,lună,月
626,Jahr::N,an,年
627,Frühling::N,primăvară,春
628,Sommer::N,vară,夏
629,Herbst::N,toamnă,秋
630,Winter::N,iarnă,冬
631,Januar::N,ianuarie,一月
632,Februar::N,februarie,二月
633,März::N,martie,三月
634,April::N,aprilie,四月
635,Mai::N,mai,五月
636,Juni::N,iunie,六月
637,Juli::N,iulie,七月
638,August::N,august,八月
639,September::N,septembrie,九月
640,Oktober::N,octombrie,十月
641,November::N,noiembrie,十一月
642,Dezember::N,decembrie,十二月
643,Montag::N,luni,月曜日
644,Dienstag::N,marți,火曜日
645,Mittwoch::N,miercuri,水曜日
646,Donnerstag::N,joi,木曜日
647,Freitag::N,vineri,金曜日
648,Samstag::N,sâmbătă,土曜日
649,Sonntag::N,duminică,日曜日
650,groß::A,mare,大きい
651,klein::A,mic,小さい
652,lang::A,lung,長い
653,kurz::A,scurt,短い
654,breit::A,lat,広い
655,breit::A,larg,広い
656,schmal::A,strâmt,狭い
657,dicht::A,des,密な
658,dick[Gegenstand]::A,gros,厚い
659,dünn::A,subțire,薄い
660,fein::A,fin,細い
661,fein::A,subțire,細い
662,fest::A,tare,硬い
663,fest::A,solid,硬い
664,flach::A,șes,平らな
665,flach::A,plan,平らな
666,glatt::A,lins,滑らかな
667,hart::A,dur,堅い
668,weich::A,moale,柔らかい
669,rund::A,rotund,丸い
670,rund::A,circular,丸い
671,spitz::A,ascuțit,尖った
672,scharf::A,tăios,鋭い
673,scharf::A,ascuțit,鋭い
674,stumpf::A,tocit,鈍い
675,schwer::A,greu,重い
676,schön::A,frumos,綺麗な
677,heiß::A,cald,熱い
678,heiß::A,fierbinte,熱い
679,warm::A,cald,温かい
680,warm::A,fierbinte,温かい
681,kalt::A,rece,寒い
682,kalt::A,rece,冷たい
683,kühl::A,rece,涼しい
684,kühl::A,răcoros,涼しい
685,frisch::A,răcoros,ひんやりした
686,frisch::A,proaspăt,ひんやりした
687,feucht::A,umed,湿った
688,feucht::A,jilav,湿った
689,nass::A,ud,濡れた
690,trocken::A,sec,乾いた
691,trocken::A,uscat,乾いた
692,voll::A,plin,いっぱいの
693,leer::A,gol,空の
694,offen::A,deschis,開いた
695,geschlossen::A,închis,閉まった
696,sauber::A,curat,清潔な
697,schmutzig::A,murdar,汚い
698,roh::A,crud,生の
699,reif::A,copt,熟した
700,lecker::A,gustos,美味しい
701,süß::A,dulce,甘い
702,bitter::A,amar,苦い
703,sauer::A,acru,酸っぱい
704,hell::A,clar,明るい
705,hell::A,luminos,明るい
706,dunkel::A,obscur,暗い
707,dunkel::A,întunecos,暗い
708,schwarz::A,negru,黒い
709,weiß::A,alb,白い
710,rot::A,roșu,赤い
711,gelb::A,galben,黄色い
712,blau::A,albastru,青い
713,grün::A,verde,緑の
714,grau::A,gri,灰色の
715,grau::A,cenușiu,灰色の
716,bunt::A,colorat,色取り取りの
717,billig::A,ieftin,安い
718,teuer::A,scump,高い
719,wertvoll::A,prețios,貴重な
720,blind::A,orb,盲目の
721,taub::A,surd,耳が聞こえない
722,kräftig::A,tare,強力な
723,kräftig::A,forte,強力な
724,kräftig::A,robust,強力な
725,stark::A,viguros,強い
726,stark::A,puternic,強い
727,schwach::A,slab,弱い
728,schwach::A,debil,弱い
729,fett::A,gras,太った
730,schlank::A,zvelt,ほっそりした
731,hübsch::A,drăguț,素敵な
732,böse::A,rău,悪い
733,böse::A,răutăcios,悪い
734,dumm::A,nerod,馬鹿な
735,dumm::A,tâmpit,馬鹿な
736,faul::A,leneș,怠惰な
737,fleißig::A,harnic,勤勉な
738,fleißig::A,sârguincios,勤勉な
739,geizig::A,calic,けちな
740,geizig::A,zgârcit,けちな
741,klug::A,isteț,賢い
742,klug::A,isteț,頭のいい
743,klug::A,deștept,賢い
744,klug::A,deștept,頭のいい
745,geschickt::A,dibaci,器用な
746,lieb::A,drag,愛らしい
747,lieb::A,iubit,愛らしい
748,lustig::A,vesel,楽しい
749,sanft::A,blând,温和な
750,sanft::A,blajin,温和な
751,hungrig::A,flămând,空腹の
752,krank::A,bolnav,病気の
753,nackt::A,gol,裸の
754,traurig::A,trist,悲しい
755,traurig::A,mâhnit,悲しい
756,lebendig::A,viu,生きた
757,gut::A,bun,良い
758,schlecht::A,rău,悪い
759,schlecht::A,rău,駄目な
760,schlecht::A,prost,悪い
761,schlecht::A,prost,駄目な
762,richtig::A,drept,正しい
763,richtig::A,corect,正しい
764,schlimm::A,rău,ひどい
765,wahr::A,adevărat,本当の
766,alt::A,uzat,古い
767,alt::A,vechi,古い
768,neu::A,nou,新しい
769,ehemalig::A,fost,以前の
770,ehemalig::A,anterior,以前の
771,alt[Lebewesen]::A,bătrîn,年を取った
772,jung::A,tânăr,若い
773,arm::A,sărac,貧乏な
774,arm::A,sărman,貧乏な
775,reich::A,avut,裕福な
776,reich::A,bogat,裕福な
777,bekannt::A,cunoscut,有名な
778,berühmt::A,renumit,有名な
779,fremd::A,străin,見知らぬ
780,verschieden::A,diferit,色々な
781,verschieden::A,deosebit,色々な
782,nah::A,apropiat,近い
783,fern::A,departe,遠い
784,linker::A,stâng,左の
785,rechter::A,drept,右の
786,anderer::A,alt,別の
787,erster::A,prim,一番目
788,zweiter::A,al doilea,二番目
789,dritter::A,treilea,三番目
790,letzter::A,final,最後の
791,allein::ADV,singur,一人で
792,auf einmal::ADV,dintrodată,同時に
793,zusammen::ADV,împreună,一緒に
794,lange::ADV,îndelung,長い間
795,lange::ADV,mult timp,長い間
796,plötzlich::ADV,deodată,急に
797,plötzlich::ADV,pe neașteptate,急に
798,sofort::ADV,imediat,すぐに
799,sofort::ADV,numaidecît,すぐに
800,später::ADV,mai apoi,後で
801,später::ADV,mai târziu,後で
802,jetzt::ADV,acum,今
803,heute::ADV,azi,今日
804,heute::ADV,astăzi,今日
805,morgen::ADV,mâine,明日
806,bald::ADV,curând,間もなく
807,dann::ADV,apoi,それから
808,gestern::ADV,ieri,昨日
809,einst::ADV,odată,過去に
810,einst::ADV,odinioară,過去に
811,damals::ADV,atunci,あの時
812,damals::ADV,pe atunci,あの時
813,danach::ADV,după aceasta,その後で
814,vorher::ADV,mai întâi,以前に
815,vorher::ADV,în prealabil,以前に
816,zuerst::ADV,întâi,まず
817,zuerst::ADV,întâi,最初に
818,zuerst::ADV,în primul rând,まず
819,zuerst::ADV,în primul rând,最初に
820,einmal::ADV,odată,一回
821,manchmal::ADV,uneori,時々
822,manchmal::ADV,câteodată,時々
823,oft::ADV,des,よく
824,oft::ADV,deseori,よく
825,immer::ADV,mereu,いつも
826,immer::ADV,întotdeauna,いつも
827,niemals::ADV,niciodată,一度も...ない
828,hier::ADV,aci,こちら
829,hier::ADV,aici,こちら
830,hierhin::ADV,încoace,ここへ
831,hierhin::ADV,încoace,こちらへ
832,von hier::ADV,de aici,ここから
833,dort::ADV,acolo,そちら
834,dorthin::ADV,dincolo,そこへ
835,dorthin::ADV,dincolo,そちらへ
836,geradeaus::ADV,drept înainte,真っ直ぐに
837,vorwärts::ADV,înainte,前へ
838,rückwärts::ADV,îndărăt,後ろへ
839,zurück::ADV,înapoi,後ろへ
840,unten::ADV,jos,下に
841,unten::ADV,dedesubt,下に
842,hinab::ADV,în jos,下へ
843,hinab::ADV,de vale,下へ
844,oben::ADV,sus,上に
845,oben::ADV,deasupra,上に
846,hinauf::ADV,în sus,上へ
847,überall::ADV,peste tot,どこでも
848,überall::ADV,pretutindeni,どこでも
849,nicht::ADV,nu,ない
850,ein wenig::ADV,puțin,少し
851,ein wenig::ADV,puțin,ちょっと
852,kaum::ADV,cu greu,ほとんど～ない
853,kaum::ADV,cu anevoie,ほとんど～ない
854,sehr::ADV,mult,とても
855,sehr::ADV,foarte,とても
856,so::ADV,așa,こう
