,Concept_ID,se,ta
58,Stirn::N,kállu,முன்னெற்றி
59,Stirn::N,käll,முன்னெற்றி
60,Stirn::N,вуэххьц,முன்னெற்றி
61,Haar::N,voepte,முடி
62,Haar::N,vuoppta,முடி
63,Haar::N,vuokta,முடி
64,Haar::N,vuop'tâ,முடி
65,Haar::N,vuõpt,முடி
66,Haar::N,вӯппт,முடி
67,Schnurrbart::N,bijjie-skaavtjoe,மீசை
68,Schnurrbart::N,njunjevuolskávttjá,மீசை
69,Schnurrbart::N,seamu,மீசை
70,Schnurrbart::N,siämu,மீசை
71,Schnurrbart::N,ää´bben,மீசை
72,Schnurrbart::N,о̄а̄бпан,மீசை
73,Bart::N,skaavtja,தாடி
74,Bart::N,skaavtjoe,தாடி
75,Bart::N,skávttjá,தாடி
76,Bart::N,seamu,தாடி
77,Bart::N,siämu,தாடி
78,Bart::N,seäm,தாடி
79,Bart::N,ся̄м,தாடி
80,Kinn::N,gaejpie,கீழதாடை
81,Kinn::N,gájbbe,கீழதாடை
82,Kinn::N,gáibi,கீழதாடை
83,Kinn::N,käibi,கீழதாடை
84,Kinn::N,käi´bb,கீழதாடை
85,Kinn::N,ка̄ййп,கீழதாடை
86,Kiefer[Anatomie]::N,gaejpie,தாடை
87,Kiefer[Anatomie]::N,oalol,தாடை
88,Kiefer[Anatomie]::N,oaloldákte,தாடை
89,Kiefer[Anatomie]::N,gáibi,தாடை
90,Kiefer[Anatomie]::N,uá'lultähti,தாடை
91,Kiefer[Anatomie]::N,vuâl'lõš,தாடை
92,Kiefer[Anatomie]::N,вуаллнешш,தாடை
93,Kehle::N,gealoe,தொண்டை
94,Kehle::N,tjåttå,தொண்டை
95,Kehle::N,njiello,தொண்டை
96,Kehle::N,čotta,தொண்டை
97,Kehle::N,čuudâ,தொண்டை
98,Kehle::N,čoodd,தொண்டை
99,Kehle::N,чонт,தொண்டை
100,Kehle::N,кэ̄ҏс,தொண்டை
101,Hals::N,tjeapohke,கழுத்து
102,Hals::N,tjiebet,கழுத்து
103,Hals::N,čeabet,கழுத்து
104,Hals::N,čiäppát,கழுத்து
105,Hals::N,čeäppat,கழுத்து
106,Hals::N,ча̄пэх,கழுத்து
107,Genick::N,tjovrese,கழுத்து
108,Genick::N,nisske,கழுத்து
109,Genick::N,niehkki,கழுத்து
110,Genick::N,niski,கழுத்து
111,Genick::N,niek'ki,கழுத்து
112,Genick::N,nji´šǩǩmaadd,கழுத்து
113,Genick::N,нышшькмоант,கழுத்து
114,Kopf::N,åejjie,தலை
115,Kopf::N,oajvve,தலை
116,Kopf::N,oaivi,தலை
117,Kopf::N,uái'vi,தலை
118,Kopf::N,vuei´vv,தலை
119,Kopf::N,вуэййв,தலை
120,Rücken::N,rudtje,முதுகு
121,Rücken::N,hárddo,முதுகு
122,Rücken::N,tjavelk,முதுகு
123,Rücken::N,sealgi,முதுகு
124,Rücken::N,selgi,முதுகு
125,Rücken::N,čielgi,முதுகு
126,Rücken::N,seä´lǧǧ,முதுகு
127,Rücken::N,се̄лльк,முதுகு
128,Bauch::N,tjåejjie,வயிறு
129,Bauch::N,tjoajvve,வயிறு
130,Bauch::N,čoavji,வயிறு
131,Bauch::N,čuáv'ji,வயிறு
132,Bauch::N,čåu´jj,வயிறு
133,Bauch::N,чо̄ввьй,வயிறு
134,Nabel::N,naepie,தொப்புள்
135,Nabel::N,náhpe,தொப்புள்
136,Nabel::N,náhpi,தொப்புள்
137,Nabel::N,nääpi,தொப்புள்
138,Nabel::N,nää´pp,தொப்புள்
139,Nabel::N,на̄бпь,தொப்புள்
140,Busen::N,boenge,மார்பகம்
141,Busen::N,bållå,மார்பகம்
142,Busen::N,čižži,மார்பகம்
143,Busen::N,njamma,மார்பகம்
144,Busen::N,njižže,மார்பகம்
145,Busen::N,nje´ǯǯ,மார்பகம்
146,Busen::N,раннҍт,மார்பகம்
147,Brust::N,mïelke, மார்பு
148,Brust::N,radde, மார்பு
149,Brust::N,mielgga, மார்பு
150,Brust::N,raddi, மார்பு
151,Brust::N,radde, மார்பு
152,Brust::N,râ´dd, மார்பு
153,Brust::N,раннҍт, மார்பு
154,Schulter::N,åelkie,தோள்பட்டை
155,Schulter::N,oalgge,தோள்பட்டை
156,Schulter::N,hárdu,தோள்பட்டை
157,Schulter::N,ärdee,தோள்பட்டை
158,Schulter::N,uál'gi,தோள்பட்டை
159,Schulter::N,a´rddi,தோள்பட்டை
160,Schulter::N,vuä´lǧǧ,தோள்பட்டை
161,Schulter::N,вуэллык,தோள்பட்டை
162,Arm::N,gïete,கரம்
163,Arm::N,giehta,கரம்
164,Arm::N,giehta,கரம்
165,Arm::N,kietâ,கரம்
166,Arm::N,kie'tâkaaṿâ,கரம்
167,Arm::N,ǩiõtt,கரம்
168,Arm::N,кӣдт,கரம்
169,Ellenbogen::N,gernjere,முழங்கை
170,Ellenbogen::N,garŋŋel,முழங்கை
171,Ellenbogen::N,gargŋil,முழங்கை
172,Ellenbogen::N,käŋŋir,முழங்கை
173,Ellenbogen::N,kõõnjâr,முழங்கை
174,Ellenbogen::N,карьнэль,முழங்கை
175,Hand::N,gïete,கை
176,Hand::N,giehta,கை
177,Hand::N,giehta,கை
178,Hand::N,kietâ,கை
179,Hand::N,ǩiõtt,கை
180,Hand::N,кӣдт,கை
181,Handfläche::N,gïeten-låapoe,உள்ளங்கை
182,Handfläche::N,giehtavuodo,உள்ளங்கை
183,Handfläche::N,tjårmmåvuodo,உள்ளங்கை
184,Handfläche::N,giehtaloahpu,உள்ளங்கை
185,Handfläche::N,kiämád,உள்ளங்கை
186,Handfläche::N,kuámmir,உள்ளங்கை
187,Handfläche::N,kuä´m'mer,உள்ளங்கை
188,Handfläche::N,ǩiõttǩeä´m'men,உள்ளங்கை
189,Handfläche::N,ко̄а̄ллдэгк,உள்ளங்கை
190,Handfläche::N,кӣдткоалдэгк,உள்ளங்கை
191,Finger::N,soerme,விரல்
192,Finger::N,tjuvdde,விரல்
193,Finger::N,suorbma,விரல்
194,Finger::N,čuvde,விரல்
195,Finger::N,suor'mâ,விரல்
196,Finger::N,suõrmm,விரல்
197,Finger::N,це̄ххп,விரல்
198,Fingernagel::N,gadtse,விரல் நகம்
199,Fingernagel::N,guehpere,விரல் நகம்
200,Fingernagel::N,gadtsa,விரல் நகம்
201,Fingernagel::N,gazza,விரல் நகம்
202,Fingernagel::N,kozzâ,விரல் நகம்
203,Fingernagel::N,kõʒʒ,விரல் நகம்
204,Fingernagel::N,кэ̄ннц,விரல் நகம்
205,Nagel[Anatomie]::N,gadtse,நகம்
206,Nagel[Anatomie]::N,guehpere,நகம்
207,Nagel[Anatomie]::N,gadtsa,நகம்
208,Nagel[Anatomie]::N,gazza,நகம்
209,Nagel[Anatomie]::N,kozzâ,நகம்
210,Nagel[Anatomie]::N,kõʒʒ,நகம்
211,Nagel[Anatomie]::N,кэ̄ннц,நகம்
212,Zeh::N,tjiehtjere,கால்விரல்
213,Zeh::N,juolggetjuvdde,கால்விரல்
214,Zeh::N,juolgesuorbma,கால்விரல்
215,Zeh::N,jyel'gisuor'mâ,கால்விரல்
216,Zeh::N,jue´lǧǧsuõrmm,கால்விரல்
217,Zeh::N,ю̄лльк-це̄һп,கால்விரல்
218,Fuß::N,juelkie,கால்
219,Fuß::N,juolgge,கால்
220,Fuß::N,juolgi,கால்
221,Fuß::N,jyel'gi,கால்
222,Fuß::N,jue´lǧǧ,கால்
223,Fuß::N,ла̄бпь,கால்
224,Ferse::N,båetskie,குதிகால்
225,Ferse::N,boasske,குதிகால்
226,Ferse::N,šušmi,குதிகால்
227,Ferse::N,šušme,குதிகால்
228,Ferse::N,jue´lǧǧkädd,குதிகால்
229,Ferse::N,ка̄ннт,குதிகால்
230,Knie::N,boelve,முழங்கால்
231,Knie::N,buolvva,முழங்கால்
232,Knie::N,čibbi,முழங்கால்
233,Knie::N,veaŋki,முழங்கால்
234,Knie::N,iidâ,முழங்கால்
235,Knie::N,puõlvv,முழங்கால்
236,Knie::N,пуллв,முழங்கால்
237,Oberschenkel::N,ruaksja,தொடை
238,Oberschenkel::N,tjibbe,தொடை
239,Oberschenkel::N,gassaváhkká,தொடை
240,Oberschenkel::N,badjeváhkáa,தொடை
241,Oberschenkel::N,čuár'bpeeḷi,தொடை
242,Oberschenkel::N,če´bb,தொடை
243,Oberschenkel::N,чуаррбе̄лль,தொடை
244,Bein::N,juelkie,கால்
245,Bein::N,juolgge,கால்
246,Bein::N,juolgi,கால்
247,Bein::N,jyel'gi,கால்
248,Bein::N,jue´lǧǧ,கால்
249,Bein::N,ю̄лльк,கால்
250,Körper::N,kråahpe,உடல்
251,Körper::N,rumáj,உடல்
252,Körper::N,rumaš,உடல்
253,Körper::N,ruumâš,உடல்
254,Körper::N,rå´pp,உடல்
255,Körper::N,лышшьк,உடல்
256,Körper::N,роаӈӈьк,உடல்
257,Haut::N,njaltja,சருமம்
258,Haut::N,lijkke,சருமம்
259,Haut::N,tjuobma,சருமம்
260,Haut::N,liiki,சருமம்
261,Haut::N,liške,சருமம்
262,Haut::N,le´šǩǩ,சருமம்
263,Haut::N,лышшьк,சருமம்
264,Blut::N,vïrre,இரத்தம்
265,Blut::N,maelie,இரத்தம்
266,Blut::N,varra,இரத்தம்
267,Blut::N,varra,இரத்தம்
268,Blut::N,vorrâ,இரத்தம்
269,Blut::N,võrr,இரத்தம்
270,Blut::N,вэ̄рр,இரத்தம்
271,Ader::N,åerie,நாளம்
272,Ader::N,aajroe,நாளம்
273,Ader::N,suodna,நாளம்
274,Ader::N,varrasuotna,நாளம்
275,Ader::N,suoṇâ,நாளம்
276,Ader::N,suõnn,நாளம்
277,Ader::N,сӯнн,நாளம்
278,Sehne::N,soene,தசைநார்
279,Sehne::N,gåårtenje,தசைநார்
280,Sehne::N,suodna,தசைநார்
281,Sehne::N,suotna,தசைநார்
282,Sehne::N,suoṇâ,தசைநார்
283,Sehne::N,suõnn,தசைநார்
284,Sehne::N,сӯнн,தசைநார்
285,Knochen::N,måara,எலுமபு
286,Knochen::N,måaroe,எலுமபு
287,Knochen::N,dákte,எலுமபு
288,Knochen::N,dákti,எலுமபு
289,Knochen::N,tähti,எலுமபு
290,Knochen::N,tä´htt,எலுமபு
291,Knochen::N,та̄ххт,எலுமபு
292,Knochen::N,та̄ффьт,எலுமபு
293,Gehirn::N,aajla,மூனை
294,Gehirn::N,vuojŋam,மூனை
295,Gehirn::N,vuoigŋašat,மூனை
296,Gehirn::N,vuoi'ŋâšeh,மூனை
297,Gehirn::N,vuo'ivâšneh,மூனை
298,Gehirn::N,vuõivâšn,மூனை
299,Gehirn::N,вуэййвэшна,மூனை
300,Herz::N,vaajmoe,இதயம
301,Herz::N,tsåhke,இதயம
302,Herz::N,váibmu,இதயம
303,Herz::N,váimu,இதயம
304,Herz::N,čââ´đ,இதயம
305,Herz::N,кӯттҌк,இதயம
306,Magen::N,tjåejjie,வயிறு
307,Magen::N,tjoajvve,வயிறு
308,Magen::N,čoavji,வயிறு
309,Magen::N,čuáv'ji,வயிறு
310,Magen::N,čåu´jj,வயிறு
311,Magen::N,чо̄ввьй,வயிறு
312,Leber::N,mueksie,கல்லீரல்
313,Leber::N,librre,கல்லீரல்
314,Leber::N,vuoivvas,கல்லீரல்
315,Leber::N,vuoivâs,கல்லீரல்
316,Leber::N,vuõivâs,கல்லீரல்
317,Leber::N,вуйвас,கல்லீரல்
318,Atem::N,voejngehtasse,மூச்சு
319,Atem::N,båssånis,மூச்சு
320,Atem::N,vuojŋadahka,மூச்சு
321,Atem::N,vuoiŋŋahat,மூச்சு
322,Atem::N,vuo'iŋâstim,மூச்சு
323,Atem::N,jiõg'g,மூச்சு
324,Atem::N,вӯйнас,மூச்சு
325,Atem::N,вӯййнмушш,மூச்சு
326,Hunger::N,nielkie,பசி
327,Hunger::N,nielgge,பசி
328,Hunger::N,nealgi,பசி
329,Hunger::N,nelgi,பசி
330,Hunger::N,neä´lǧǧ,பசி
331,Hunger::N,не̄лльк,பசி
332,Träne::N,gïknjele,கண்ணீர்
333,Träne::N,ganjál,கண்ணீர்
334,Träne::N,ganjal,கண்ணீர்
335,Träne::N,koonjâl,கண்ணீர்
336,Träne::N,kõõnjâl,கண்ணீர்
337,Träne::N,кэ̄нял,கண்ணீர்
338,Geschmack::N,aelmie,நறுமணம்
339,Geschmack::N,muosse,நறுமணம்
340,Geschmack::N,smáhkka,நறுமணம்
341,Geschmack::N,máhku,நறுமணம்
342,Geschmack::N,smáhkka,நறுமணம்
343,Geschmack::N,mááhu,நறுமணம்
344,Geschmack::N,smakkâ,நறுமணம்
345,Geschmack::N,njõõd,நறுமணம்
346,Geschmack::N,smääkk,நறுமணம்
347,Geschmack::N,ня̄лльк,நறுமணம்
348,Geruch::N,haaje,துர்நாற்றம்
349,Geruch::N,habjja,துர்நாற்றம்
350,Geruch::N,hádja,துர்நாற்றம்
351,Geruch::N,opsâ,துர்நாற்றம்
352,Geruch::N,haajâ,துர்நாற்றம்
353,Geruch::N,õpss,துர்நாற்றம்
354,Geruch::N,haajj,துர்நாற்றம்
355,Geruch::N,апс,துர்நாற்றம்
356,Geruch::N,лэ̄гк,துர்நாற்றம்
357,Schlaf::N,nahkerh,தூக்கம்
358,Schlaf::N,nager,தூக்கம்
359,Schlaf::N,oados,தூக்கம்
360,Schlaf::N,nagir,தூக்கம்
361,Schlaf::N,naṿer,தூக்கம்
362,Schlaf::N,nââ´er,தூக்கம்
363,Schlaf::N,нагерь,தூக்கம்
364,Traum::N,nahkere,கனவு
365,Traum::N,niehko,கனவு
366,Traum::N,niehku,கனவு
367,Traum::N,naṿer,கனவு
368,Traum::N,nââ´er,கனவு
369,Traum::N,нагерь,கனவு
370,Himmel::N,elmie,வானம்
371,Himmel::N,almme,வானம்
372,Himmel::N,albmi,வானம்
373,Himmel::N,alme,வானம்
374,Himmel::N,â´lmm,வானம்
375,Himmel::N,алльм,வானம்
376,Sonne::N,biejjie,சூரியன்
377,Sonne::N,bæjvásj,சூரியன்
378,Sonne::N,beaivváš,சூரியன்
379,Sonne::N,peivi,சூரியன்
380,Sonne::N,piäiváš,சூரியன்
381,Sonne::N,pei´vv,சூரியன்
382,Sonne::N,пе̄ййв,சூரியன்
383,Mond::N,aske,சந்திரன்
384,Mond::N,mánno,சந்திரன்
385,Mond::N,mánnu,சந்திரன்
386,Mond::N,máánu,சந்திரன்
387,Mond::N,mään,சந்திரன்
388,Mond::N,ма̄нн,சந்திரன்
389,Stern::N,daasta,நட்சத்திரம்
390,Stern::N,naestie,நட்சத்திரம்
391,Stern::N,násste,நட்சத்திரம்
392,Stern::N,násti,நட்சத்திரம்
393,Stern::N,täsni,நட்சத்திரம்
394,Stern::N,tä´snn,நட்சத்திரம்
395,Stern::N,та̄ссьт,நட்சத்திரம்
396,Luft::N,elmie,காறறு
397,Luft::N,ájmmo,காறறு
398,Luft::N,áibmu,காறறு
399,Luft::N,áimu,காறறு
400,Luft::N,šõŋŋ,காறறு
401,Luft::N,вӯйнас,காறறு
402,Wind::N,bïegke,காற்று
403,Wind::N,biegga,காற்று
404,Wind::N,biegga,காற்று
405,Wind::N,pieg'gâ,காற்று
406,Wind::N,piõg'g,காற்று
407,Wind::N,пӣӈӈк,காற்று
408,Welle::N,baaroe,அலை
409,Welle::N,bárro,அலை
410,Welle::N,bárru,அலை
411,Welle::N,pááṛu,அலை
412,Welle::N,päärr,அலை
413,Welle::N,нэ̄ммп,அலை
414,Wasser::N,tjaetsie,நீர்
415,Wasser::N,tjáhtje,நீர்
416,Wasser::N,čáhci,நீர்
417,Wasser::N,čääci,நீர்
418,Wasser::N,čää´cc,நீர்
419,Wasser::N,ча̄дзь,நீர்
420,Stein::N,gierkie,கல்
421,Stein::N,giergge,கல்
422,Stein::N,geađgi,கல்
423,Stein::N,keđgi,கல்
424,Stein::N,ǩeä´dǧǧ,கல்
425,Stein::N,ке̄ддҌк,கல்
426,Boden::N,betnie,தரை
427,Boden::N,ednam,தரை
428,Boden::N,bodni,தரை
429,Boden::N,vuođđu,தரை
430,Boden::N,ponne,தரை
431,Boden::N,vuáđ̣u,தரை
432,Boden::N,vuâđđ,தரை
433,Boden::N,лаввьн,தரை
434,Boden::N,е̄ммьне,தரை
435,Erde::N,jåarta,மண்
436,Erde::N,mueltie,மண்
437,Erde::N,ednam,மண்
438,Erde::N,mållde,மண்
439,Erde::N,eana,மண்
440,Erde::N,eennâm,மண்
441,Erde::N,mädd,மண்
442,Erde::N,jânnam,மண்
443,Erde::N,е̄ммьне,மண்
444,Staub::N,heblie,தூசி
445,Staub::N,tsumhtsie,தூசி
446,Staub::N,dubme,தூசி
447,Staub::N,dopmu,தூசி
448,Staub::N,kovjâ,தூசி
449,Staub::N,põõ´l,தூசி
450,Staub::N,кэ̄ббьй,தூசி
451,Rauch::N,soeve,புகை
452,Rauch::N,suovva,புகை
453,Rauch::N,suovva,புகை
454,Rauch::N,suoṿâ,புகை
455,Rauch::N,suõvv,புகை
456,Rauch::N,сӯвв,புகை
457,Funke::N,naestie,தீப்பொறி
458,Funke::N,tjuonam,தீப்பொறி
459,Funke::N,čuotnan,தீப்பொறி
460,Funke::N,čuođâlm,தீப்பொறி
461,Funke::N,iiskâr,தீப்பொறி
462,Funke::N,čuõzzâm,தீப்பொறி
463,Funke::N,чӯссэм,தீப்பொறி
464,Feuer::N,dålle,தீ
465,Feuer::N,dållå,தீ
466,Feuer::N,dolla,தீ
467,Feuer::N,tullâ,தீ
468,Feuer::N,toll,தீ
469,Feuer::N,то̄лл,தீ
470,Licht::N,tjoevke,வெளிச்சம்
471,Licht::N,tjuovgga,வெளிச்சம்
472,Licht::N,čuovga,வெளிச்சம்
473,Licht::N,čuovggas,வெளிச்சம்
474,Licht::N,čuoṿâ,வெளிச்சம்
475,Licht::N,toll,வெளிச்சம்
476,Licht::N,čuõvv,வெளிச்சம்
477,Licht::N,то̄лл,வெளிச்சம்
478,Schatten::N,skugkie,நிழல்
479,Schatten::N,soejvene,நிழல்
480,Schatten::N,irkes,நிழல்
481,Schatten::N,sieges,நிழல்
482,Schatten::N,itku,நிழல்
483,Schatten::N,suoivâ,நிழல்
484,Schatten::N,õõtt,நிழல்
485,Schatten::N,ǩeeu´niǩ,நிழல்
486,Schatten::N,кывьнэхь,நிழல்
487,Wetter::N,vïerhtse,வானிலை
488,Wetter::N,dálkke,வானிலை
489,Wetter::N,dálki,வானிலை
490,Wetter::N,šoŋŋâ,வானிலை
491,Wetter::N,šõŋŋ,வானிலை
492,Wetter::N,шэ̄ӈӈ,வானிலை
493,Nebel::N,såavla,பனிமூட்டம்
494,Nebel::N,mearhka,பனிமூட்டம்
495,Nebel::N,murkko,பனிமூட்டம்
496,Nebel::N,mierkká,பனிமூட்டம்
497,Nebel::N,mierká,பனிமூட்டம்
498,Nebel::N,miär'kká,பனிமூட்டம்
499,Nebel::N,oṃo,பனிமூட்டம்
500,Nebel::N,sue´lnn,பனிமூட்டம்
501,Nebel::N,цӣгк,பனிமூட்டம்
502,Nebel::N,сулльн,பனிமூட்டம்
503,Wolke::N,balve,மேகம்
504,Wolke::N,balvva,மேகம்
505,Wolke::N,balva,மேகம்
506,Wolke::N,polvâ,மேகம்
507,Wolke::N,põlvv,மேகம்
508,Wolke::N,пэллв,மேகம்
509,Regen::N,ebrie,மழை
510,Regen::N,harvve,மழை
511,Regen::N,arvi,மழை
512,Regen::N,arve,மழை
513,Regen::N,â´brr,மழை
514,Regen::N,аббьр,மழை
515,Schnee::N,lopme,உறைபனி
516,Schnee::N,moehtege,உறைபனி
517,Schnee::N,muohta,உறைபனி
518,Schnee::N,muohta,உறைபனி
519,Schnee::N,muotâ,உறைபனி
520,Schnee::N,muõtt,உறைபனி
521,Schnee::N,вэ̄дз,உறைபனி
522,Schnee::N,куэллт,உறைபனி
523,Eis::N,jïenge,பனிக்கட்டி
524,Eis::N,jiegŋa,பனிக்கட்டி
525,Eis::N,jiekŋa,பனிக்கட்டி
526,Eis::N,jieŋ̣â,பனிக்கட்டி
527,Eis::N,jiõŋŋ,பனிக்கட்டி
528,Eis::N,ӣӈӈ,பனிக்கட்டி
529,Frost::N,baajkoe,உறைபனி
530,Frost::N,tjoasskem,உறைபனி
531,Frost::N,buolaš,உறைபனி
532,Frost::N,puolâš,உறைபனி
533,Frost::N,puõlâš,உறைபனி
534,Frost::N,мӯнь,உறைபனி
535,Kälte::N,jueskie,குளிர்ந்த
536,Kälte::N,tjåetskeme,குளிர்ந்த
537,Kälte::N,tjoasskem,குளிர்ந்த
538,Kälte::N,čoaskin,குளிர்ந்த
539,Kälte::N,ko'lmâsvuotâ,குளிர்ந்த
540,Kälte::N,ijss,குளிர்ந்த
541,Kälte::N,čuä´cǩǩem,குளிர்ந்த
542,Kälte::N,tuârggnjõs,குளிர்ந்த
543,Kälte::N,кэ̄лмас,குளிர்ந்த
544,Hitze::N,baahke,சூடு
545,Hitze::N,báhkka,சூடு
546,Hitze::N,báhkka,சூடு
547,Hitze::N,pakkâ,சூடு
548,Hitze::N,kuṃe,சூடு
549,Hitze::N,paašt,சூடு
550,Hitze::N,жоарр,சூடு
551,Raureif::N,jyjse,உறைபனி வெண்திரை
552,Raureif::N,ridne,உறைபனி வெண்திரை
553,Raureif::N,goarre,உறைபனி வெண்திரை
554,Raureif::N,ritni,உறைபனி வெண்திரை
555,Raureif::N,suhči,உறைபனி வெண்திரை
556,Raureif::N,riṇe,உறைபனி வெண்திரை
557,Raureif::N,ай,உறைபனி வெண்திரை
558,Regenbogen::N,aatjan goengere,வானவில்
559,Regenbogen::N,aatjan joekse,வானவில்
560,Regenbogen::N,ádjájuoksa,வானவில்
561,Regenbogen::N,arvedávgi,வானவில்
562,Regenbogen::N,bajándávgi,வானவில்
563,Regenbogen::N,äijihtävgi,வானவில்
564,Regenbogen::N,teârmmazjohss,வானவில்
565,Regenbogen::N,тӣрмесью̄ккс,வானவில்
566,Donner::N,raejrie,இடி
567,Donner::N,átjek,இடி
568,Donner::N,átjárájdde,இடி
569,Donner::N,áddjá,இடி
570,Donner::N,baján,இடி
571,Donner::N,juuṛâ,இடி
572,Donner::N,tie´rmes,இடி
573,Donner::N,тӣрмесь,இடி
574,Donner::N,ча̄ркнэгк,இடி
575,Strömung::N,njuvvie,நீரோட்டம்
576,Strömung::N,ájggedáhpe,நீரோட்டம்
577,Strömung::N,rávdnji,நீரோட்டம்
578,Strömung::N,virde,நீரோட்டம்
579,Strömung::N,ve´rdd,நீரோட்டம்
580,Strömung::N,выррьт,நீரோட்டம்
581,Tropfen::N,gåajhkohts,துளி
582,Tropfen::N,gåjkudis,துளி
583,Tropfen::N,goaikkanas,துளி
584,Tropfen::N,čalme,துளி
585,Tropfen::N,čâ´lmm,துளி
586,Tropfen::N,ча̄лльм,துளி
587,Schaum::N,sapte,நுரை
588,Schaum::N,såpptå,நுரை
589,Schaum::N,sokta,நுரை
590,Schaum::N,suptâ,நுரை
591,Schaum::N,soptt,நுரை
592,Schaum::N,со̄ппт,நுரை
593,Schmutz::N,haaskoe,அழுக்கு
594,Schmutz::N,duolvva,அழுக்கு
595,Schmutz::N,duolva,அழுக்கு
596,Schmutz::N,durdi,அழுக்கு
597,Schmutz::N,stänži,அழுக்கு
598,Schmutz::N,sähss,அழுக்கு
599,Schmutz::N,са̄ккьс,அழுக்கு
600,Schmutz::N,не̄шшь,அழுக்கு
601,See::N,jaevrie,ஏரி
602,See::N,jávrre,ஏரி
603,See::N,jávri,ஏரி
604,See::N,jävri,ஏரி
605,See::N,jâu´rr,ஏரி
606,See::N,я̄ввьр,ஏரி
607,Sumpf::N,pluevie,சதுப்பு நிலம்
608,Sumpf::N,áhpe,சதுப்பு நிலம்
609,Sumpf::N,sæmssa,சதுப்பு நிலம்
610,Sumpf::N,jeaggi,சதுப்பு நிலம்
611,Sumpf::N,jeggi,சதுப்பு நிலம்
612,Sumpf::N,jeä´ǧ'ǧ,சதுப்பு நிலம்
613,Sumpf::N,ла̄ммьп,சதுப்பு நிலம்
614,Moor::N,pluevie,முட்புதற்காடு
615,Moor::N,jiegge,முட்புதற்காடு
616,Moor::N,suotnju,முட்புதற்காடு
617,Moor::N,karrii,முட்புதற்காடு
618,Moor::N,kä´rev,முட்புதற்காடு
619,Moor::N,veättaǩ,முட்புதற்காடு
620,Moor::N,ла̄ммьп,முட்புதற்காடு
621,Wiese::N,ïentje,பசும் புல்தரை
622,Wiese::N,giedde,பசும் புல்தரை
623,Wiese::N,gieddi,பசும் புல்தரை
624,Wiese::N,nijtto,பசும் புல்தரை
625,Wiese::N,пуэшенҍ,பசும் புல்தரை
626,Wald::N,skåake,காடு
627,Wald::N,skåajje,காடு
628,Wald::N,miehtsie,காடு
629,Wald::N,vuovdde,காடு
630,Wald::N,miehttse,காடு
631,Wald::N,vuovdi,காடு
632,Wald::N,meahcci,காடு
633,Wald::N,mecci,காடு
634,Wald::N,vyemi,காடு
635,Wald::N,vue´mm,காடு
636,Wald::N,meä´c'c,காடு
637,Wald::N,ля̄ммт,காடு
638,Hügel::N,deava,குன்று
639,Hügel::N,dievvá,குன்று
640,Hügel::N,dievvá,குன்று
641,Hügel::N,čummâ,குன்று
642,Hügel::N,pä´rcc,குன்று
643,Hügel::N,teä´rmm,குன்று
644,Hügel::N,ка̄ннҌт,குன்று
645,Anhöhe::N,deava,பதுக்கை
646,Anhöhe::N,jalladahke,பதுக்கை
647,Anhöhe::N,dievásj,பதுக்கை
