,Concept_ID,bn,en
175,Fliege::N,মাছি,fly
176,Schmetterling::N,প্রজাপতি,butterfly
177,Beere::N,বেরি,berry
178,Apfel::N,আপেল,apple
179,Pilz::N,ছত্রক,mushroom
180,Zwiebel::N,পিয়াজ,onion
181,Saat::N,বীজ,seed
182,Korn::N,শস্য,grain
183,Heu::N,খড়,hay
184,Schale::N,খোসা,husk
185,Grube::N,গর্ত,pit
186,Falle::N,ফাঁদ,trap
187,Schlinge::N,পাশ,noose
188,Spur::N,চিহ্ন,track
189,Asche::N,ভস্ম,ashes
190,Dreck::N,ময়লা,filth
191,Eisen::N,লোহা,iron
192,Gold::N,স্বর্ণ,gold
193,Silber::N,রৌপ্য,silver
194,Kohle::N,অঙ্গার,coal
195,Glas::N,কাচ,glass
196,Lehm::N,মৃত্তিকা,clay
197,Sand::N,বালি,sand
198,Mensch::N,নর,human
199,Mensch::N,মানুষ,human
200,Mann::N,মানুষ,man
201,Frau::N,নারী,woman
202,Kind::N,বাচ্চা,child
203,Junge::N,ছেলে,boy
204,Mädchen::N,মেয়ে,girl
205,Familie::N,পরিবার,family
206,Großvater::N,মাতামহ,grandfather
207,Großmutter::N,মাতামহী,grandmother
208,Eltern::N,মাতাপিতা,parents
209,Vater::N,পিতা,father
210,Mutter::N,মাতা,mother
211,Sohn::N,ছেলে,son
212,Tochter::N,মেয়ে,daughter
213,Bruder::N,দাদা,brother
214,Schwester::N,বোন,sister
215,Schwester::N,দিদি,sister
216,Onkel::N,মামা,uncle
217,Tante::N,মাসী,aunt
218,Ehemann::N,স্বামী,husband
219,Ehefrau::N,পত্নী,wife
220,Freude::N,উল্লাস,joy
221,Gelächter::N,হাসি,laughter
222,Glück::N,সুখ,happiness
223,Kummer::N,দুঃখ,grief
224,Wunsch::N,আকাঙ্ক্ষা,wish
225,Lust::N,বাসনা,desire
226,Geist::N,আত্না,spirit
227,Gedanke::N,চিন্তা,thought
228,Gedächtnis::N,স্মরণশক্তি,memory
229,Verstand::N,মন,mind
230,Sinn::N,পদার্থ,meaning
231,Grund::N,কারণ,reason
232,Wahrheit::N,সত্য,truth
233,Gespräch::N,কথাবার্তা,talk
234,Märchen::N,রূপকথা,fairy tale
235,Erzählung::N,গল্প,story
236,Nachricht::N,তথ্য,message
237,Neuigkeit::N,খবরাখবর,news
238,Name::N,নাম,name
239,Rätsel::N,ধাঁধা,puzzle
240,Rede::N,বক্তৃতা,speech
241,Sprache::N,ভাষা,language
242,Stimme::N,স্বর,voice
243,Wort::N,শব্দ,word
244,Zeichen::N,প্রতীক,sign
245,Ruf::N,ডাক,call
246,Lärm::N,হৈচৈ,noise
247,Laut::N,ধ্বনি,sound
248,Ton::N,স্বর,tone
249,Lied::N,গান,song
250,Ruhe::N,শান্তি,calm
251,Leute::N,প্রজাপুঞ্জ,people
252,Volk::N,জাতি,nation
253,Arbeit::N,চাকরি,work
254,Gast::N,অতিথি,guest
255,Geschenk::N,উপহার,gift
256,Spiel::N,খেলা,game
257,Gesellschaft::N,সঙ্গিগণ,company
258,Hilfe::N,সাহায্য,help
259,Freund::N,বন্ধু,friend
260,Kamerad::N,সঙ্গী,companion
261,Angelegenheit::N,বিষয়,matter
262,Anzahl::N,পরিমাণ,count
263,Art::N,রকম,sort
264,Stück::N,টুকরো,piece
265,Teil::N,অংশ,part
266,Hälfte::N,অর্ধেক,half
267,Kreis::N,বৃত্ত,circle
268,Kreuz::N,ক্রুশ,cross
269,Linie::N,রেখা,line
270,Strich::N,কষি,stroke
271,Abstand::N,ফাঁক,gap
272,Entfernung::N,ব্যবধান,distance
273,Gegend::N,ক্ষেত্র,area
274,Platz::N,জায়গা,space
275,Ort::N,স্থান,place
276,Seite::N,পার্শ্ব,side
277,Mitte::N,মধ্য,middle
278,Gegenstand::N,জিনিস,item
279,Sache::N,বস্তু,thing
280,Rand::N,কানা,fringe
281,Kante::N,ধার,edge
282,Ecke::N,কোণ,corner
283,Spitze::N,ডগা,tip
284,Ende::N,প্রান্ত,end
285,Loch::N,গর্ত,hole
286,Winkel::N,কোণ,angle
287,Muster::N,নমুন্,pattern
288,Größe::N,আয়তন,size
289,Länge::N,দৈর্ঘ্য,length
290,Höhe::N,উচ্চতা,height
291,Gewicht::N,ওজন,weight
292,Menge::N,পরিমাণ,amount
293,Haufen::N,পুঞ্জ,heap
294,Reihe::N,শ্রেণী,row
295,Boot::N,নৌকা,boat
296,Ruder::N,দাঁড়,oar
297,Schlitten::N,স্নেজ্-গাড়ি,sleigh
298,Ski::N,শী,ski
299,Lagerfeuer::N,অগ্নি,campfire
300,Last::N,বোঝা,load
301,Gang::N,হণ্টন,walk
302,Schritt::N,পদ,step
303,Norden::N,উত্তরদিক্,north
304,Süden::N,দক্ষিণদিক,south
305,Westen::N,পশ্চিমদিক্,west
306,Osten::N,পূর্বদিক,east
307,Holz::N,কাঠ,wood
308,Brett::N,তক্তা,board
309,Platte::N,ফলক,slab
310,Stütze::N,নাগদণ্ড,bracket
311,Stange::N,দণ্ড,pole
312,Stock::N,ছড়ি,stick
313,Stab::N,যষ্টি,staff
314,Rohr::N,নল,pipe
315,Haus::N,ঘর,house
316,Heim::N,বাসা,home
317,Ofen::N,স্টোভ্,stove
318,Fußboden::N,গহতল,floor
319,Tisch::N,মেজ,table
320,Tisch::N,টেবিল,table
321,Stuhl::N,চেয়ার,chair
322,Stuhl::N,কেদারা,chair
323,Wiege::N,দোলনা,cradle
324,Bett::N,শয্যা,bed
325,Regal::N,তাক,shelf
326,Kiste::N,বাক্স,box
327,Fenster::N,জানালা,window
328,Tür::N,দ্বার,door
329,Tor::N,দ্বার,gate
330,Zaun::N,বেড়া,fence
331,Dach::N,ছাদ,roof
332,Leiter::N,মই,ladder
333,Besen::N,গুল্মবিশেষ,broom
334,Spaten::N,কোদাল,spade
335,Schaufel::N,বেলচা,shovel
336,Gabel::N,কাঁটা,fork
337,Löffel::N,চামচ,spoon
338,Messer::N,ছুরি,knife
339,Nagel::N,পেরেক,nail
340,Netz::N,জাল,net
341,Haken::N,কাচি,hook
342,Griff::N,হাতল,handle
343,Schloss::N,তালা,lock
344,Bild::N,ছবি,picture
345,Bild::N,চিত্র,picture
346,Figur::N,আকার,figure
347,Puppe::N,পুতুল,doll
348,Beutel::N,বটুয়া,pouch
349,Bündel::N,আঁটি,bundle
350,Tasche::N,থলি,bag
351,Eimer::N,বাল্তি,bucket
352,Deckel::N,আবরণ,cover
353,Geschirr::N,থালা-বাসন,dishes
354,Sack::N,বস্তা,sack
355,Tasse::N,কাপ,cup
356,Topf::N,পাত্র,pot
357,Kessel::N,কেটলি,kettle
358,Essen::N,আহার,meal
359,Nahrung::N,খাদ্য,food
360,Speise::N,খাদ্য,dish
361,Fleisch::N,মাংস,meat
362,Getreide::N,শস্য,corn
363,Brei::N,মণ্ড,mush
364,Brot::N,রুটি,bread
365,Scheibe::N,ফালি,slice
366,Fett::N,মেদ,fat
367,Butter::N,মাখন,butter
368,Öl::N,তৈল,oil
369,Salz::N,নুন,salt
370,Suppe::N,শুরুয়া,soup
371,Honig::N,মধু,honey
372,Milch::N,দুধ,milk
373,Tee::N,চা,tea
374,Leder::N,পাকা চামড়া,leather
375,Wolle::N,পশম,wool
376,Stoff::N,বস্ত্র,cloth
377,Nadel::N,সুচ,needle
378,Faden::N,সূত্র,thread
379,Knopf::N,বোতাম,button
380,Knoten::N,গিঁট,knot
381,Farbe::N,রং,paint
382,Kleidung::N,কাপড়,clothes
383,Hemd::N,শার্ট,shirt
384,Kragen::N,গলবন্ধ,collar
385,Ärmel::N,আস্তিন্,sleeve
386,Hose::N,ট্রাউজার,trousers
387,Gürtel::N,কটিবন্ধ,belt
388,Mütze::N,টুপি,cap
389,Schuh::N,জুতো,shoe
390,Stiefel::N,বুট,boot
391,Ring::N,আংটি,ring
392,Band::N,ফিতা,ribbon
393,Kamm::N,চিরুনি,comb
394,Spiegel::N,আয়না,mirror
395,Riemen::N,চাবুক,strap
396,Schnur::N,দড়ি,string
397,Leine::N,শিকল,leash
398,Decke::N,কম্বল,blanket
399,Kissen::N,উপাধান,pillow
400,Tuch::N,বস্ত্র,scarf
401,Handtuch::N,তোয়ালে,towel
402,Kraft::N,জোর,force
403,Stärke::N,শক্তি,strength
404,Gesundheit::N,স্বাস্থ্য,health
405,Krankheit::N,অসুখ,illness
406,Krankheit::N,ব্যামো,illness
407,Schmerz::N,যন্ত্রণা,pain
408,Wunde::N,ক্ষত,wound
409,Fieber::N,জ্বর,fever
410,Arznei::N,ঔষধ,medicine
411,Brücke::N,সেতু,bridge
412,Brunnen::N,কূপ,well
413,Weide::N,পশুচারণভূমি,pasture
414,Pfad::N,পথ,path
415,Weg::N,পথ,way
416,Straße::N,রাস্তা,road
417,Dorf::N,গ্রাম,village
418,Stadt::N,শহর,town
419,Brief::N,চিঠি,letter
420,Buch::N,বই,book
421,Buchstabe::N,অক্ষর,character
422,Zeitung::N,সংবাদপত্র,newspaper
423,Leben::N,জীবন,life
424,Tod::N,মৃত্যু,death
425,Grab::N,কবর,grave
426,Kirche::N,গির্জা,church
427,Sünde::N,পাপ,sin
428,Gott::N,দেবতা,god
429,Arbeiter::N,শ্রমিক,worker
430,Chef::N,নেতা,boss
431,Meister::N,ব্যক্তি,master
432,Arzt::N,চিকিৎসক,doctor
433,Lehrer::N,অধ্যাপক,teacher
434,Geld::N,মুদ্রা,money
435,Geld::N,টাকাপয়সা,money
436,Geschäft::N,ব্যস্ততা,business
437,Laden::N,দোকান,shop
438,Preis::N,মূল্য,price
439,Ware::N,পণ্যদ্রব্য,ware
440,Nutzen::N,সুবিধা,profit
441,Reichtum::N,ধনদৌলত,wealth
442,Welt::N,জগৎ,world
443,Land::N,খেত,country
444,Staat::N,রাষ্ট্র,state
445,König::N,রাজা,king
446,Macht::N,প্রভাব,power
447,Grenze::N,সীমা,border
448,Krieg::N,যুদ্ধ,war
449,Feind::N,শত্রু,enemy
450,Gewalt::N,জোর,violence
451,Kampf::N,লড়াই,fight
452,Bogen[Waffe]::N,ধনুক,bow
453,Pfeil::N,বাণ,arrow
454,Gewehr::N,বন্দুক,gun
455,Fehler::N,ভুল,mistake
456,Lüge::N,মিথ্যা,lie
457,Schaden::N,ক্ষতি,damage
458,Unglück::N,দুর্ভাগ্য,misfortune
459,Schuld::N,অপরাধ,fault
460,Alter::N,আয়ু,age
461,Schluss::N,শেষ,conclusion
462,Zeit::N,সময়,time
463,Tag::N,দিন,day
464,Morgen::N,সকাল,morning
465,Mittag::N,মধ্যাহু,noon
466,Abend::N,সন্ধ্যা,evening
467,Nacht::N,রাত্রি,night
468,Woche::N,সপ্তাহ,week
469,Monat::N,মাস,month
470,Jahr::N,সৌরবর্ষ,year
471,Frühling::N,বসন্তকাল,spring
472,Sommer::N,গ্রীষ্মকাল,summer
473,Herbst::N,শরংঋতু,autumn
474,Winter::N,শীতকাল,winter
475,Januar::N,জানুয়ারী,January
476,Februar::N,ফেব্রুয়ারী,February
477,März::N,মার্চ,March
478,April::N,এপ্রিল,April
479,Mai::N,মে,May
480,Juni::N,জুন,June
481,Juli::N,জুলাই,July
482,August::N,অগাস্ট,August
483,September::N,সেপ্টেম্বর,September
484,Oktober::N,অক্টোবর,October
485,November::N,নভেম্বর,November
486,Dezember::N,ডিসেম্বর,December
487,Montag::N,সোমবার,Monday
488,Dienstag::N,মঙ্গলবার,Tuesday
489,Mittwoch::N,বুধবার,Wednesday
490,Donnerstag::N,বৃহম্পতিবার,Thursday
491,Freitag::N,শুক্রবার,Friday
492,Samstag::N,শনিবার,Saturday
493,Sonntag::N,রবিবার,Sunday
494,groß::A,বৃহৎ,big
495,klein::A,ছোট,little
496,lang::A,দীর্ঘ,long
497,kurz::A,খর্ব,short
498,kurz::A,হ্রস্ব,short
499,breit::A,চওড়া,wide
500,schmal::A,সরু,narrow
501,dicht::A,ঘন,dense
502,dick[Gegenstand]::A,পুরু,thick
503,dünn::A,কৃশ,thin
504,fein::A,সূক্ষ্ম,delicate
505,fest::A,দৃঢ়,firm
506,flach::A,সমতল,flat
507,glatt::A,মসৃণ,smooth
508,hart::A,শক্ত,hard
509,weich::A,নরম,soft
510,rund::A,গোলাকার,round
511,spitz::A,তীক্ষ্ন,pointed
512,scharf::A,শাণিত,sharp
513,stumpf::A,ভোঁতা,blunt
514,schwer::A,ভারী,heavy
515,schön::A,সুন্দর,beautiful
516,heiß::A,গরম,hot
517,warm::A,ঈষদুষ্ণ,warm
518,kalt::A,ঠাণ্ডা,cold
519,kühl::A,শীতল,cool
520,frisch::A,তাজা,fresh
521,feucht::A,ভিজা,damp
522,nass::A,ভিজা,wet
523,trocken::A,শুষ্ক,dry
524,voll::A,পূর্ণ,full
525,leer::A,খালি,empty
526,offen::A,খোলা,open
527,geschlossen::A,বন্ধ,closed
528,sauber::A,নির্মল,clean
529,schmutzig::A,নোংরা,dirty
530,roh::A,কাঁচা,raw
531,reif::A,পাকা,ripe
532,lecker::A,সুস্বাদ,delicious
533,süß::A,মিষ্ট,sweet
534,bitter::A,তিক্ত,bitter
535,sauer::A,টক,sour
536,hell::A,উজ্জ্বল,bright
537,dunkel::A,অন্ধকারময়,dark
538,schwarz::A,কালো,black
539,weiß::A,সাদা,white
540,rot::A,লাল,red
541,gelb::A,হলদে,yellow
542,blau::A,নীল,blue
543,grün::A,সবুজ,green
544,grau::A,ছাই-রঙা,grey
545,bunt::A,রঙিন,colourful
546,bunt::A,রঙিন,colorful
547,billig::A,সস্তা,cheap
548,teuer::A,আক্রা,dear
549,wertvoll::A,মহার্ঘ,precious
550,blind::A,কানা,blind
551,taub::A,বধির,deaf
552,kräftig::A,বিশাল,powerful
553,stark::A,শক্তিশালী,strong
554,schwach::A,দুর্বল,weak
555,fett::A,মোটা,fat
556,schlank::A,কৃশ,slim
557,hübsch::A,সুন্দর,pretty
558,böse::A,খারাপ,evil
559,dumm::A,মূর্খ,stupid
560,faul::A,শ্রমবিমুখ,lazy
561,fleißig::A,পরিশ্রমী,diligent
562,geizig::A,ব্যয়কুণ্ঠ,stingy
563,klug::A,দক্ষ,clever
564,geschickt::A,পটু,skilful
565,geschickt::A,পটু,skillful
566,lieb::A,প্রেয়,dear
567,lustig::A,প্রফুল্ল,merry
568,sanft::A,নম্র,gentle
569,hungrig::A,ক্ষুধার্ত,hungry
570,krank::A,অসুস্থ,sick
571,nackt::A,উলঙ্গ,naked
572,traurig::A,দুঃখিত,sad
573,lebendig::A,জীবিত,living
574,gut::A,ভালো,good
575,schlecht::A,মন্দ,bad
576,richtig::A,ঠিক,correct
577,schlimm::A,কদর্য,nasty
578,wahr::A,বাস্তব,true
579,alt::A,পুরাতন,old
580,neu::A,নব,new
581,neu::A,নূতন,new
582,ehemalig::A,পূর্বকালীন,former
583,alt[Lebewesen]::A,বৃদ্ধ,aged
584,jung::A,তরুণ,young
585,arm::A,ক্ষুদ্র,poor
586,reich::A,ধনবান্,rich
587,bekannt::A,সুপরিচিত,familiar
588,berühmt::A,বিখ্যাত,famous
589,fremd::A,বিদেশি,foreign
590,verschieden::A,বিসদৃশ,different
591,nah::A,নিকটবতী,near
592,fern::A,দুরবতী,far
593,linker::A,বাম,left
594,rechter::A,ডান,right
595,rechter::A,ডাইন,right
596,anderer::A,অন্যতর,other
597,erster::A,প্রথম,first
598,zweiter::A,দ্বিতীয়,second
599,dritter::A,তৃতীয়,third
600,letzter::A,সর্বশেষ,last
601,allein::ADV,একক,alone
602,auf einmal::ADV,জলদি,at once
603,zusammen::ADV,একসঙ্গে,together
604,lange::ADV,লম্বা,long
605,plötzlich::ADV,হঠাৎ,suddenly
606,sofort::ADV,মুহ্ণর্তমধ্যে,instantly
607,später::ADV,পশ্চাতে,later
608,jetzt::ADV,এখন,now
609,heute::ADV,আজ,today
610,morgen::ADV,আগামিকাল,tomorrow
611,bald::ADV,অস্পকালমধ্যে,soon
612,dann::ADV,তখন,then
613,gestern::ADV,গতকাল,yesterday
614,einst::ADV,একবার মাত্র,once
615,damals::ADV,তখন,at that time
616,danach::ADV,পরে,afterwards
617,vorher::ADV,আগে,before
618,zuerst::ADV,আগে,at first
619,einmal::ADV,একবার,once
620,manchmal::ADV,কখনও কখনও,sometimes
621,oft::ADV,ঘনঘন,often
622,immer::ADV,সর্বদা,always
623,niemals::ADV,কখলও নহে,never
624,hier::ADV,এখানে,here
625,hierhin::ADV,এখানে,hither
626,hierhin::ADV,এখানে,to here
627,hierhin::ADV,এখানে,here
628,von hier::ADV,ত্রই স্তান হইতে,hence
629,dort::ADV,ওখানে,there
630,dorthin::ADV,ওখানে,thither
631,dorthin::ADV,ওখানে,there
632,dorthin::ADV,ওখানে,to there
633,geradeaus::ADV,অগ্রগামী,ahead
634,vorwärts::ADV,সন্মুখিকে,forward
635,rückwärts::ADV,খিরিয়া,backward
636,zurück::ADV,পিঠ,back
637,unten::ADV,নীচে,below
638,hinab::ADV,নিম্নগামী,down
639,oben::ADV,উপরে,above
640,hinauf::ADV,উচ্চতর অংশে,up
641,überall::ADV,সর্বত্র,everywhere
642,nicht::ADV,না,not
643,ein wenig::ADV,অল্প,a little
644,kaum::ADV,কষ্টসহকাবে,hardly
645,sehr::ADV,খুব,very
646,so::ADV,তত,so
647,noch::ADV,এখন পর্যস্ত,still
648,nur::ADV,শুধু,only
649,schon::ADV,ইতঃপুর্বে,already
650,wieder::ADV,আবার,again
651,vergebens::ADV,বিফলে,in vain
652,vor::PRP,সম্মুখে,in front of
653,hinter::PRP,পশ্চাতে,behind
654,unter::PRP,নীচে,under
655,durch::PRP,দ্বারা,through
656,neben::PRP,কাছে,next to
657,zwischen::PRP,মধ্যে,between
658,wegen::PRP,জন্য,because of
659,dies::PRN,এটা,this
660,das::PRN,ওটা,that
661,alles::PRN,সব,everything
662,ich::PRN,আমি,I
663,du::PRN,তুমি,you
664,du::PRN,তুমি,thou
665,er::PRN,উনি,he
666,wir::PRN,আমরা,we
667,ihr::PRN,তোমরা,you
668,sie::PRN,তারা,they
669,was::FPRN,কি,what
670,wer::FPRN,কে,who
671,wo::FADV,কোথায়,where
672,wohin::FADV,কোথায়,where ... to
673,wohin::FADV,কোথায়,where to
674,wohin::FADV,কোথায়,where
675,wie::FADV,কেমন,how
676,warum::FADV,কেন,why
677,wieviel::FNUM,কত,how much
678,eins::NUM,অক,one
679,zwei::NUM,দুই,two
680,drei::NUM,তিন,three
681,vier::NUM,চার,four
682,fünf::NUM,পাঁচ,five
683,sechs::NUM,ছয়,six
684,sieben::NUM,সাত,seven
685,acht::NUM,আট,eight
686,neun::NUM,নয়,nine
687,zehn::NUM,দশ,ten
688,elf::NUM,এগারো,eleven
689,zwölf::NUM,দ্বাদশ,twelve
690,zwanzig::NUM,বিশ,twenty
691,dreißig::NUM,ত্রিশ,thirty
692,vierzig::NUM,চল্লিশ,forty
693,fünfzig::NUM,পঞ্চাশ,fifty
694,sechzig::NUM,ষাট,sixty
695,siebzig::NUM,সত্তর,seventy
696,achtzig::NUM,আশি,eighty
697,neunzig::NUM,নব্বুই,ninety
698,hundert::NUM,শত,a hundred
699,tausend::NUM,হাজার,a thousand
700,und::CNJ,আর,and
701,und::CNJ,এবং,and
702,oder::CNJ,বা,or
703,stehen::V,দাঁড়ানো,stand
704,sitzen::V,বসা,sit
705,liegen::V,শোয়া,lie
706,hängen::V,ঝোলা,hang
707,werden::V,হইয়া উঠা,become
708,passieren::V,ঘটা,happen
709,beginnen::V,আরম্ভ হওয়া,begin
710,enden::V,শেষ হওয়া,end
711,wechseln::V,রূপাস্তর করা,change
712,aufgehen[Sonne]::V,উদিত হওয়া,rise
713,untergehen[Sonne]::V,অস্ত যাওয়া,set
714,scheinen[Sonne]::V,আলো দেওয়া,shine
715,donnern::V,বজ্রধ্বনি করা,thunder
716,wehen::V,প্রবাহিত হওয়া,blow
717,strömen::V,প্রবাহিত হওয়া,stream
718,fließen::V,ছুটা,flow
719,sich drehen::V,পাক খাওয়া,revolve
720,schwanken::V,দোলা,sway
721,schwingen::V,দোলা,swing
722,fallen::V,পড়া,fall
723,brennen::V,সেঁকা,burn
724,rauchen::V,ধোঁয়া ছড়ান,smoke
725,regnen::V,বর্ষণ_করা,rain
726,gefrieren::V,হিমায়িত হওয়া,freeze
727,tauen::V,গলা,thaw
728,schmelzen::V,গলা,melt
729,trocknen::V,শুষ্ক করা,dry
730,sieden::V,ফোঁড়া,boil
731,faulen::V,ক্ষয় হওয়া,rot
732,verfaulen::V,ক্ষয় হওয়া ,decay
733,reißen::V,ছিঁড়া,snap
734,versinken::V,ডুবা,sink
735,vergehen::V,যাওয়া,pass
736,erscheinen::V,আসা,appear
737,verschwinden::V,অদৃশ্য হওয়া,disappear
738,sinken::V,হ্রাস হওয়া,drop
739,abnehmen::V,হ্রাস হওয়া,decrease
740,zunehmen::V,বৃদ্ধি পাওয়া,increase
741,steigen::V,ওঠা,rise
742,wachsen::V,বড় হওয়া,grow
743,glänzen::V,জ্বলা,shine
744,funkeln::V,জ্বল্জ্বল করা,sparkle
745,läuten::V,রুসুঝুসু করা,chime
746,klingeln::V,বাজা,ring
747,klirren::V,টুংটাং-শব্দ করা,tinkle
748,brausen::V,গর্জন করা,roar
749,rauschen::V,মর্মরধ্বনি করা,rustle
