,Concept_ID,bn,la
725,neun::NUM,নয়,novem
726,zehn::NUM,দশ,decem
727,elf::NUM,এগারো,undecim
728,zwölf::NUM,দ্বাদশ,duodecim
729,zwanzig::NUM,বিশ,viginti
730,dreißig::NUM,ত্রিশ,triginta
731,vierzig::NUM,চল্লিশ,quadraginta
732,fünfzig::NUM,পঞ্চাশ,quinquaginta
733,sechzig::NUM,ষাট,sexaginta
734,siebzig::NUM,সত্তর,septuaginta
735,achtzig::NUM,আশি,octoginta
736,neunzig::NUM,নব্বুই,nonaginta
737,hundert::NUM,শত,centum
738,tausend::NUM,হাজার,mille
739,und::CNJ,আর,et
740,und::CNJ,আর,-que
741,und::CNJ,এবং,et
742,und::CNJ,এবং,-que
743,oder::CNJ,বা,vel
744,stehen::V,দাঁড়ানো,stare
745,sitzen::V,বসা,sedere
746,liegen::V,শোয়া,iacere
747,hängen::V,ঝোলা,pendere
748,werden::V,হইয়া উঠা,fieri
749,passieren::V,ঘটা,accidere
750,beginnen::V,আরম্ভ হওয়া,incipere
751,enden::V,শেষ হওয়া,finem habere
752,wechseln::V,রূপাস্তর করা,mutari
753,aufgehen[Sonne]::V,উদিত হওয়া,oriri
754,untergehen[Sonne]::V,অস্ত যাওয়া,occidere
755,scheinen[Sonne]::V,আলো দেওয়া,lucere
756,donnern::V,বজ্রধ্বনি করা,tonare
757,wehen::V,প্রবাহিত হওয়া,flare
758,strömen::V,প্রবাহিত হওয়া,fluere
759,fließen::V,ছুটা,manare
760,sich drehen::V,পাক খাওয়া,torqueri
761,schwanken::V,দোলা,vacillare
762,schwingen::V,দোলা,vibrare
763,fallen::V,পড়া,cadere
764,brennen::V,সেঁকা,ardere
765,rauchen::V,ধোঁয়া ছড়ান,fumare
766,regnen::V,বর্ষণ_করা,pluere
767,gefrieren::V,হিমায়িত হওয়া,congelari
768,tauen::V,গলা,rorare
769,schmelzen::V,গলা,liquescere
770,trocknen::V,শুষ্ক করা,arescere
771,sieden::V,ফোঁড়া,fervere
772,faulen::V,ক্ষয় হওয়া,putescere
773,verfaulen::V,ক্ষয় হওয়া ,putescere
774,reißen::V,ছিঁড়া,scindi
775,versinken::V,ডুবা,mergi
776,vergehen::V,যাওয়া,praeterire
777,erscheinen::V,আসা,apparere
778,verschwinden::V,অদৃশ্য হওয়া,discedere
779,sinken::V,হ্রাস হওয়া,labi
780,abnehmen::V,হ্রাস হওয়া,deminui
781,zunehmen::V,বৃদ্ধি পাওয়া,augeri
782,steigen::V,ওঠা,augescere
783,wachsen::V,বড় হওয়া,crescere
784,glänzen::V,জ্বলা,splendere
785,funkeln::V,জ্বল্জ্বল করা,micare
786,läuten::V,রুসুঝুসু করা,sonare
787,klingeln::V,বাজা,tinnire
788,klirren::V,টুংটাং-শব্দ করা,crepare
789,brausen::V,গর্জন করা,saevire
790,rauschen::V,মর্মরধ্বনি করা,crepare
791,klingen::V,শব্দ করা,sonare
792,bellen::V,ঘেউ ঘেউ করা,latrare
793,heulen::V,গর্জন করা,ululare
794,blasen::V,ফুঁ দেওয়া,flare
795,pfeifen::V,শিস্ দেওয়া,sibilare
796,schreien::V,চিৎকার করা,clamare
797,stöhnen::V,গোঁ-গো করা,gemere
798,zittern::V,কাঁপা,tremere
799,zittern::V,কাঁপা,trepidare
800,leben::V,বাঁচা,vivere
801,geboren werden::V,জন্মানো,nasci
802,atmen::V,শ্বাস ফেলা,spirare
803,trinken::V,পান করা,bibere
804,essen::V,ভক্ষণ করা,edere
805,schlucken::V,গেলা,devorare
806,müde werden::V,পরিশ্রান্ত হওয়া,fatigari
807,einschlafen::V,নিদ্রামগ্ন হওয়া,obdormiscere
808,schlafen::V,নিদ্রা যাওয়া,dormire
809,aufwachen::V,জাগা,expergisci
810,aufstehen::V,জাগা,exsurgere
811,sich erholen::V,আরাম করা,se reficere
812,krank werden::V,অসুস্থ হত্তয়া,aegrescere
813,krank sein::V,রূগ্ণ হত্তয়া,aegrotare
814,schmerzen::V,কন্কন করা,dolere
815,husten::V,কাশা,tussire
816,genesen::V,আরোগ্য হওয়া,convalescere
817,sterben::V,মারা যাওয়া,mori
818,umkommen::V,মারা যাওয়া,perire
819,sich bewegen::V,চলা,se movere
820,sich rühren::V,নড়া,micare
821,sich erheben::V,উদিত হওয়া,surgere
822,sich setzen::V,বসা,considere
823,hinfallen::V,পড়া,cadere
824,laufen::V,হাঁটা,vadere
825,schreiten::V,হাঁটা,gradi
826,spazierengehen::V,পায়চারি করা,ambulare
827,eilen::V,ত্বরাম্বিত করা,properare
828,sich beeilen::V,ত্বরাম্বিত করা,festinare
829,sausen::V,ধেয়ে যাওয়া,currere
830,rennen::V,চলা,currere
831,springen::V,লাফানো,salire
832,klettern::V,আরোহণ করা,niti
833,schaukeln::V,দোলা,oscillare
834,kriechen::V,হামাগুড়ি দেওয়া,repere
835,kriechen::V,হামাগুড়ি দেওয়া,serpere
836,schwimmen::V,সাঁতার কাটা,nare
837,schwimmen::V,সাঁতার কাটা,natare
838,tauchen::V,ডোবা,mergere
839,rudern::V,দাঁড় টানা,remigare
840,fahren::V,চালান,vehi
841,fliegen::V,ওড়া,volare
842,gehen::V,যাওয়া,ire
843,gehen::V,যাওয়া,vadere
844,weggehen::V,প্রস্থান করা,abire
845,weggehen::V,প্রস্থান করা,discedere
846,abfahren::V,প্রস্থান করা,proficisci
847,anhalten::V,থামা,consistere
848,hineingehen::V,ঢোকা,inire
849,hineingehen::V,ঢোকা,ingredi
850,eintreten::V,ঢোকা,intrare
851,kommen::V,আসা,venire
852,ankommen::V,আসা,advenire
853,zurückkommen::V,ফিরা,revenire
854,bleiben::V,থাকা,manere
855,warten::V,অপেক্ষা করা,opperiri
856,erwarten::V,অপেক্ষা করা,opperiri
857,erwarten::V,অপেক্ষা করা,expectare
858,suchen::V,খোঁজ করা,quaerere
859,finden::V,পাওয়া,reperire
860,versuchen::V,পরখ করা,conari
861,versuchen::V,পরখ করা,temptare
862,vorbereiten::V,প্রস্তুত করা,parare
863,lieben::V,ভালবাসা,amare
864,mögen::V,পছন্দ করা,amare
865,lachen::V,হাসা,ridere
866,rühren::V,হৃদয়ম্পর্শ করা,commovere
867,weinen::V,কাঁদা,flere
868,schimpfen::V,নালিশ করা,increpare
869,sich ärgern::V,রাগ হত্তয়া,indignari
870,sich fürchten::V,ভয় করা,vereri
871,fürchten::V,ডরা,timere
872,fliehen::V,পালানো,fugere
873,flüchten::V,পালানো,effugere
874,sehen::V,দেখা,videre
875,anschauen::V,দেখা,aspectare
876,ansehen::V,দেখা,spectare
877,hören::V,শোনা,audire
878,zuhören::V,শোনা,auscultare
879,probieren::V,পরখ করা,gustare
880,riechen::V,শুঁকা,olfacere
881,fühlen::V,অনুভব করা,sentire
882,scheinen::V,মনে হত্তয়া,videri
883,zu sehen sein::V,দেখা দেত্তয়া,conspici
884,vernehmen::V,শোনা,comperire
885,frieren::V,শীত লাগা,algere
886,tun::V,করা,facere
887,können::V,পারা,posse
888,wollen::V,ইচ্ছা করা,velle
889,anfangen::V,আরম্ভ করা,incipere
890,beenden::V,শেষ করা,finire
891,aufhören::V,থামা,desistere
892,gelingen::V,সিদ্ধিলাভ করা,contingere
893,geraten::V,পরিণত হত্তয়া,evenire
894,öffnen::V,খোলা,aperire
895,schließen::V,বন্ধ করা,claudere
896,stellen::V,স্থাপন করা,sistere
897,setzen::V,স্থাপন করা,ponere
898,legen::V,স্থাপন করা,ponere
899,berühren::V,স্পর্শ করা,tangere
900,verbinden::V,সংযুক্ত করা,iungere
901,bedecken::V,ঢাকা,tegere
902,bedecken::V,ঢাকা,operire
903,aufhängen::V,ঝুলানো,suspendere
904,anzünden::V,জ্বালান,accendere
905,anzünden::V,জ্বালান,inflammare
906,aufheben::V,কুড়াইয়া তোলা,tollere
907,zurücklassen::V,পরিত্যাগ করা,relinquere
908,verlieren::V,হারান,perdere
909,verlieren::V,হারান,amittere
910,fallen lassen::V,ফেলা,dimittere
911,machen::V,গঠন করা,facere
912,herstellen::V,সৃষ্টি করা,fabricare
913,bauen::V,নির্মাণ করা,construere
914,reparieren::V,মেরামত করা,reparare
915,verbessern::V,উন্নতিলাভ করা,emendare
916,ändern::V,পরিবর্তিত করা,mutare
917,graben::V,খনন করা,fodere
918,beugen::V,নোয়া,flectere
919,biegen::V,নোয়া,curvare
920,drehen::V,ঘোরান,torquere
921,wenden::V,উলটাইয়া দেত্তয়া,vertere
922,umdrehen::V,উলটানো,convertere
923,heben::V,উত্তোলন করা,tollere
924,hochheben::V,উঁচু করা,levare
925,ergreifen::V,দখল করা,capessere
926,halten::V,ধরা,tenere
927,drücken::V,টেপা,premere
928,schieben::V,ঠেলা,promovere
929,kratzen::V,চাঁচা,radere
930,lecken::V,চাটা,lambere
931,beißen::V,দংশন করা,mordere
932,abreißen::V,বিচ্ছিন্ন করা,avellere
933,abschneiden::V,বিচ্ছিন্ন করা,desecare
934,binden::V,বন্ধন করা,ligare
935,stecken::V,বিদ্ধ করা,inserere
936,brechen::V,ভাঙা,rumpere
937,klopfen::V,আঘাত করা,pultare
938,hauen::V,আঘাত করা,ferire
939,kleben::V,সাঁটা,agglutinare
940,reiben::V,ঘষা,terere
941,streichen::V,ছড়াইয়া,oblinere
942,schleifen::V,ধার দেওয়া,acuere
943,schneiden::V,কাটা,secare
944,rütteln::V,নাড়ান,quassare
945,schütteln::V,নড়া,quatere
946,schwenken::V,দোলা,ventilare
947,schütten::V,বর্ষণ করা,fundere
948,füllen::V,পরিপূর্ণ করা,complere
949,einwickeln::V,মুড়া,involvere
950,tragen::V,বহন করা,ferre
951,tragen::V,বহন করা,portare
952,schleppen::V,টানা,pertrahere
953,ziehen::V,টানা,trahere
954,aufbewahren::V,রাখা,asservare
955,werfen::V,ছুড়া,iacere
956,fangen::V,লোফা,capere
957,packen::V,ধরা,capessere
958,verstecken::V,গোপন করা,abdere
959,teilen::V,বিভক্ত করা,partiri
960,teilen::V,বিভক্ত করা,dividere
961,schicken::V,প্রেরণ করা,mittere
962,bringen::V,আনা,apportare
963,hinzufügen::V,একত্র করা,addere
964,bekommen::V,পাওয়া,adipisci
965,erhalten::V,পাওয়া,accipere
966,nehmen::V,নেওয়া,sumere
967,wählen::V,বাছা,eligere
968,auswählen::V,বাছা,deligere
969,bewahren::V,বাঁচাইয়া রাখা,conservare
970,behindern::V,বাধা দেওয়া,impedire
971,verderben::V,নষ্ট করা,corrumpere
972,beschädigen::V,ক্ষতি করা,laedere
973,zerbrechen::V,ভাঙ্গিয়া যাওয়া,rumpere
974,zerbrechen::V,ভাঙ্গিয়া যাওয়া,frangere
975,zerreißen::V,ছিঁড়া,discindere
976,zerstören::V,বিনাশ করা,delere
977,verbrennen::V,দহন করা,urere
978,verbrennen::V,দহন করা,cremare
979,geben::V,দেওয়া,dare
980,reichen::V,দেওয়া,praebere
981,schenken::V,উপহার দেত্তয়া,donare
982,schenken::V,উপহার দেত্তয়া,largiri
983,versprechen::V,প্রতিশ্রুতি দেওয়া,polliceri
984,versprechen::V,প্রতিশ্রুতি দেওয়া,promittere
985,wünschen::V,আকাঙ্ক্ষা করা,
986,loben::V,প্রশংসা করা,laudare
987,küssen::V,চুম্বন করা,osculari
988,wiegen::V,দুলানো,
989,zudecken::V,ঢাকা,tegere
990,wecken::V,জাগানো,excitare
991,zeigen::V,দেখানো,monstrare
992,führen::V,পথ দেখানো,ducere
993,lehren::V,শেখানো,docere
994,unterrichten::V,শিক্ষা দেওয়া,instituere
995,aufziehen::V,পালন করা,nutrire
996,leiten::V,পরিচালনা করা,ducere
997,antreiben::V,চালনা করা,incitare
998,lassen::V,অনুমতি দেওয়া,iubere
999,einladen::V,নিমন্ত্রণ করা,invitare
1000,vereinigen::V,এক করা,coniungere
1001,besuchen::V,দেখিতে যাওয়া,visere
1002,treffen::V,সন্মুখীন হওয়া,convenire
1003,sich versammeln::V,জড়ো হওয়া,convenire
1004,spielen::V,খেলা,ludere
1005,singen::V,গাওয়া,cantare
1006,tanzen::V,নাচা,saltare
1007,sich trennen::V,পৃথক করা,digredi
1008,sich trennen::V,পৃথক করা,discedere
1009,verlassen::V,পরিত্যাগ করা,deserere
1010,verlassen::V,পরিত্যাগ করা,relinquere
1011,retten::V,উদ্ধার করা,servare
1012,bewachen::V,পাহারা দেওয়া,custodire
1013,schützen::V,রক্ষা করা,tueri
1014,schützen::V,রক্ষা করা,tutari
1015,verteidigen::V,রক্ষা করা,defendere
1016,sich schlagen::V,লড়াই করা,luctari
1017,schießen::V,তীরবেগে ছোটা,iaculari
1018,siegen::V,জেতা,vincere
1019,ärgern::V,বিরক্ত করা,irritare
1020,schlagen::V,আঘাত করা,ferire
1021,treten::V,লাথি মারা,calcare
1022,stechen::V,দংশন করা,pungere
1023,stoßen::V,ঠেলা,tundere
1024,stehlen::V,অপহরণ করা,furari
1025,stören::V,ঘাঁটান,turbare
1026,belästigen::V,বিরক্ত করা,obtundere
1027,verbergen::V,গোপন করা,celare
1028,verbergen::V,গোপন করা,occultare
1029,täuschen::V,প্রবঞ্চনা করা,fallere
1030,betrügen::V,প্রতারণা করা,fraudare
1031,töten::V,হত্যা করা,necare
1032,töten::V,হত্যা করা,caedere
1033,wohnen::V,বাস করা,habitare
1034,arbeiten::V,কাজ করা,laborare
1035,sammeln::V,সংগ্রহ করা,colligere
1036,pflücken::V,চয়ন করা,carpere
1037,jagen::V,শিকার করা,venari
1038,fischen::V,মাছ ধরা,piscari
1039,fassen::V,ধরা,capere
1040,hüten::V,যুথভুক্ত করা,custodire
1041,treiben::V,চালনা করা,agere
1042,anbinden::V,বন্ধন করা,alligare
1043,füttern::V,ভোজন করানো,nutrire
1044,melken::V,দুগ্ধ দোহন করা,mulgere
1045,hacken::V,কাটা,findere
1046,gießen::V,বর্ষণ করা,rigare
1047,reifen::V,পাকা,maturescere
1048,zubereiten::V,রন্ধন করা,apparare
1049,kochen::V,রন্ধন করা,coquere
1050,backen::V,সেকা,coquere
1051,braten::V,ভাজা,torrere
1052,umrühren::V,নড়ানো,commovere
1053,stricken::V,বোনা,texere
1054,nähen::V,সেলাই করা,suere
1055,färben::V,রঞ্জিত করা,tingere
1056,reinigen::V,পরিষ্কার করা,purgare
1057,waschen::V,পরিষ্কার করা,lavare
1058,abwischen::V,মুছা,abstergere
1059,spülen::V,পরিষ্কার করা,perluere
1060,fegen::V,ঝাঁট দেওয়া,verrere
1061,kehren::V,ঝাঁট দেওয়া,purgare
1062,baden::V,অবগাহন করা,lavari
1063,sich waschen::V,ধোয়া,lavari
1064,ausziehen::V,খুলা,exuere
1065,anziehen::V,গায়ে দেত্তয়া,induere
1066,sich anziehen::V,পোশাক পরা,vestiri
1067,kämmen::V,আঁচড়ানো,pectere
1068,schmücken::V,সাজান করা,ornare
1069,schmücken::V,সাজান করা,decorare
1070,sagen::V,উচ্চারণ করা,dicere
1071,sprechen::V,বলা,fari
1072,reden::V,আলাপ করা,loqui
1073,sich unterhalten::V,আড্ডা দেওয়া,colloqui
1074,sich unterhalten::V,আড্ডা দেওয়া,disputare
1075,fragen::V,জিজ্ঞাসা করা,rogare
1076,fragen::V,জিজ্ঞাসা করা,quaerere
1077,bitten::V,প্রার্থনা করা,orare
1078,bitten::V,প্রার্থনা করা,rogare
1079,erzählen::V,বর্ণনা করা,narrare
1080,mitteilen::V,বলা,communicare
1081,nennen::V,নাম দেওয়া,appellare
1082,rufen::V,আমন্ত্রণ করা,vocare
1083,prahlen::V,বড়াই করা,gloriari
1084,übersetzen::V,ভাষাস্তরিত করা,vertere
1085,denken::V,ভাবা,cogitare
1086,glauben::V,বিশ্বাস করা,credere
1087,bemerken::V,লক্ষ্য করা,animadvertere
1088,erkennen::V,চিনিতে পারা,cognoscere
1089,begreifen::V,উপলব্ধি করা,comprehendere
1090,verstehen::V,উপলব্ধি করা,intellegere
1091,lernen::V,শেখা,discere
1092,wissen::V,জানা,scire
1093,sich erinnern an::V,মনে করা,meminisse
1094,vergessen::V,বিস্মৃত হওয়া,oblivisci
1095,messen::V,মাপা,metiri
1096,zählen::V,গণনা করা,numerare
1097,rechnen::V,হিসাব করা,reri
1098,rechnen::V,হিসাব করা,calculare
1099,lesen::V,পাঠ করা,legere
1100,malen::V,আঁকা,pingere
1101,zeichnen::V,ছকা,scribere
1102,schreiben::V,লেখা,scribere
1103,besitzen::V,অধিকার করা,possidere
1104,kaufen::V,ক্রয় করা,emere
1105,verkaufen::V,বেচা,vendere
1106,bezahlen::V,প্রদান করা,pendere
1107,zahlen::V,প্রদান করা,solvere
1108,beherrschen::V,শাসন করা,regere
1109,beherrschen::V,শাসন করা,imperare
1110,ertragen::V,বহন করা,tolerare
1111,ertragen::V,বহন করা,sustinere
1112,lärmen::V,,strepere
