,Concept_ID,cy,xal
772,niemals::ADV,ni ... erioed,кезә чмгн биш
773,hier::ADV,yma,энд
774,hier::ADV,yma,энүнд
775,hierhin::ADV,hyd yma,нааран
776,von hier::ADV,oddi yma,эндәс
777,dort::ADV,acw,тенд
778,dorthin::ADV,tuag yno,тиигән
779,geradeaus::ADV,syth ymlaen,шуд
780,vorwärts::ADV,ymlaen,уралан
781,rückwärts::ADV,yn ôl,гедргән
782,zurück::ADV,yn ôl,хәрү
783,unten::ADV,isod,дор
784,unten::ADV,oddi tanodd,дор
785,hinab::ADV,i lawr,дор
786,hinab::ADV,i lawr,доракшан
787,hinab::ADV,i waered,дор
788,hinab::ADV,i waered,доракшан
789,oben::ADV,fry,деер
790,hinauf::ADV,i fyny,өөдән
791,hinauf::ADV,i fyny,деер
792,hinauf::ADV,i'r lan,өөдән
793,hinauf::ADV,i'r lan,деер
794,überall::ADV,ym mhobman,альд болв чигн
795,nicht::ADV,ni,эс
796,nicht::ADV,ni,биш
797,nicht::ADV,ni,бичә
798,nicht::ADV,nid,эс
799,nicht::ADV,nid,биш
800,nicht::ADV,nid,бичә
801,ein wenig::ADV,tipyn,баахн
802,ein wenig::ADV,tipyn,баахнар
803,ein wenig::ADV,ychydig,баахн
804,ein wenig::ADV,ychydig,баахнар
805,kaum::ADV,prin,әрә
806,sehr::ADV,iawn,йир
807,so::ADV,fel,иигҗ
808,so::ADV,felly,иигҗ
809,noch::ADV,eto,ода чигн
810,nur::ADV,yn unig,һанцхн
811,schon::ADV,eisoes,одх
812,schon::ADV,yn barod,одх
813,wieder::ADV,drachefn,бас
814,vergebens::ADV,yn ofer,киидән
815,vor::PRP,o flaen,урд
816,hinter::PRP,ar ôl,ца
817,unter::PRP,islaw,дор
818,durch::PRP,trwy,ивт
819,durch::PRP,trwy,дундаһур
820,neben::PRP,ar bwys,хаҗуд
821,zwischen::PRP,rhwng,хоорнд
822,zwischen::PRP,cydrhwng,хоорнд
823,wegen::PRP,o achos,көлтә
824,wegen::PRP,o achos,деерәс
825,wegen::PRP,oherwydd,көлтә
826,wegen::PRP,oherwydd,деерәс
827,dies::PRN,hyn,эн
828,das::PRN,hynny,тер
829,alles::PRN,popeth,цуһар
830,ich::PRN,fi,би
831,du::PRN,ti,чи
832,er::PRN,fe,тер
833,wir::PRN,ni,мадн
834,ihr::PRN,chi,та
835,sie::PRN,hwy,тедн
836,was::FPRN,pa beth,юн
837,wer::FPRN,pwy,кен
838,wo::FADV,ble,хама
839,wo::FADV,ym mha le,хама
840,wohin::FADV,i ble,хамаран
841,wohin::FADV,i ba le,хамаран
842,wie::FADV,sut,яһҗ
843,wie::FADV,sut,яһад
844,warum::FADV,pam,юңгад
845,wieviel::FNUM,faint,кедү
846,eins::NUM,un,негн
847,zwei::NUM,dau,хойр
848,drei::NUM,tri,һурвн
849,vier::NUM,pedwar,дөрвн
850,fünf::NUM,pump,тавн
851,sechs::NUM,chwech,зурһан
852,sieben::NUM,saith,долан
853,acht::NUM,wyth,нәәмн
854,neun::NUM,naw,йисн
855,zehn::NUM,deg,арвн
856,elf::NUM,un ar ddeg,арвн негн
857,zwölf::NUM,deuddeg,арвн хойр
858,zwölf::NUM,un deg dau,арвн хойр
859,zwanzig::NUM,ugain,хөрн
860,dreißig::NUM,tri deg,һучн
861,dreißig::NUM,deg ar hugain,һучн
862,vierzig::NUM,deugain,дөчн
863,fünfzig::NUM,hanner cant,тәвн
864,sechzig::NUM,chwe deg,җирн
865,siebzig::NUM,saith deg,далн
866,siebzig::NUM,deg a thrigain,далн
867,achtzig::NUM,wyth deg,найн
868,achtzig::NUM,pedar ugain,найн
869,neunzig::NUM,naw deg,йирн
870,neunzig::NUM,deg a phedwar ugain,йирн
871,hundert::NUM,cant,зун
872,tausend::NUM,mil,миңһн
873,und::CNJ,a,болн
874,oder::CNJ,neu,эс гиҗ
875,oder::CNJ,neu,эс гихлә
876,stehen::V,sefyll,зогсх
877,sitzen::V,eistedd,суух
878,liegen::V,gorwedd,кевтх
879,hängen::V,hongian,өлгәтә бәәх
880,werden::V,dod yn,болх
881,werden::V,mynd yn,болх
882,passieren::V,digwydd,болх
883,beginnen::V,cychwyn,эклх
884,enden::V,gorffen,төгсх
885,wechseln::V,newid,хүврх
886,aufgehen[Sonne]::V,codi,һарх
887,untergehen[Sonne]::V,machlud,орх
888,untergehen[Sonne]::V,machlud,сүүрлх
889,scheinen[Sonne]::V,tywynnu,герлтх
890,donnern::V,taranu,күрҗңнх
891,wehen::V,chwythu,сальклх
892,strömen::V,ffrydio,һооҗх
893,fließen::V,llifo,урсх
894,sich drehen::V,troi,эргх
895,sich drehen::V,cylchdroi,эргх
896,schwanken::V,siglo,дәәвлх
897,schwingen::V,siglo,нәәхлх
898,fallen::V,cwympo,унх
899,fallen::V,cwympo,киисх
900,brennen::V,llosgi,шатх
901,rauchen::V,mygu,ута һарһх
902,regnen::V,glawio,орх
903,gefrieren::V,rhewi,мөстх
904,tauen::V,toddi,хәәлх
905,tauen::V,meirioli,хәәлх
906,schmelzen::V,toddi,хәәлх
907,schmelzen::V,toddi,хәәлгдх
908,trocknen::V,sychu,эврх
909,sieden::V,berwi,буслх
910,faulen::V,pydru,үмкәрх
911,faulen::V,braenu,үмкәрх
912,verfaulen::V,pydru,илҗрх
913,verfaulen::V,dadfeilio,илҗрх
914,reißen::V,clecian,тасрх
915,reißen::V,torri'n glats,тасрх
916,versinken::V,suddo,чивх
917,vergehen::V,myned heibio,болх
918,vergehen::V,pasio,болх
919,erscheinen::V,ymddangos,һарх
920,verschwinden::V,diflannu,уга болх
921,sinken::V,syrthio,татгдх
922,abnehmen::V,lleihau,хасгдх
923,zunehmen::V,cynyddu,өсх
924,steigen::V,codi,немх
925,wachsen::V,tyfu,өсх
926,wachsen::V,tyfu,урһх
927,glänzen::V,disgleirio,гилвкх
928,funkeln::V,pefrio,цәклх
929,lärmen::V,cadw sŵn,шууглдх
930,lärmen::V,gwneud twrw,шууглдх
931,läuten::V,canu,хоңх
932,klingeln::V,canu,җиңнулх
933,klingeln::V,seinio,җиңнулх
934,klirren::V,tincian,җиңнх
935,brausen::V,rhuo,догшрхх
936,rauschen::V,siffrwd,сарҗңнх
937,rauschen::V,chwithrwd,сарҗңнх
938,klingen::V,seinio,ә һарх
939,bellen::V,cyfarth,хуцх
940,heulen::V,udo,уульх
941,heulen::V,oernadu,уульх
942,blasen::V,chwythu,үләх
943,pfeifen::V,chwibanu,ишкрх
944,schreien::V,gweiddi,хәәкрх
945,schreien::V,bloeddio,хәәкрх
946,stöhnen::V,griddfan,түңшх
947,zittern::V,crynu,дагҗннх
948,leben::V,byw,бәәх
949,geboren werden::V,cael eich geni,төрх
950,atmen::V,anadlu,әмсхлх
951,trinken::V,yfed,уух
952,essen::V,bwyta,идх
953,schlucken::V,llyncu,зальгх
954,müde werden::V,blino,көшх
955,einschlafen::V,mynd i gysgu,унтх
956,einschlafen::V,syrthio i gysgu,унтх
957,schlafen::V,huno,нөөрсх
958,schlafen::V,cysgu,нөөрсх
959,aufwachen::V,dihuno,серх
960,aufstehen::V,codi,босх
961,sich erholen::V,ymlacio,амрх
962,sich erholen::V,dadflino,амрх
963,krank werden::V,mynd yn sâl,гемтх
964,krank werden::V,mynd yn wael,гемтх
965,krank sein::V,gwaelu,шалтглх
966,schmerzen::V,brifo,өвдх
967,husten::V,pesychu,ханях
968,genesen::V,gwella,эдгх
969,genesen::V,cael yn ôl,эдгх
970,sterben::V,marw,үкх
971,sterben::V,marw,өңгрх
972,umkommen::V,trengi,үкх
973,sich bewegen::V,symud,көдлх
974,sich bewegen::V,symud,көндрх
975,sich rühren::V,syflyd,көндрх
976,sich erheben::V,codi,босх
977,sich setzen::V,eistedd,суух
978,hinfallen::V,cwympo,унх
979,hinfallen::V,cwympo,киисх
980,laufen::V,cerdded,йовх
981,schreiten::V,camu,алхх
982,spazierengehen::V,mynd am dro,сергҗ йовх
983,eilen::V,rhuthro,шулудх
984,sich beeilen::V,brysio,адһх
985,sich beeilen::V,brysio,шамдх
986,sausen::V,rhuthro,хурдлх
987,sausen::V,rhuthro,йир_хурдар_гүүх
988,sausen::V,rhuthro,йир_хурдар_йовх
989,rennen::V,rhedeg,гүүх
990,springen::V,llamu,һәрәдх
991,springen::V,neidio,һәрәдх
992,klettern::V,dringo,давшх
993,schaukeln::V,siglo,дүүдңндх
994,kriechen::V,cropian,мөлкх
995,schwimmen::V,nofio,усчх
996,tauchen::V,plymio,булхх
997,tauchen::V,ymsuddo,булхх
998,rudern::V,rhwyfo,хәәвдх
999,fahren::V,gyrru,йовх
1000,fahren::V,dreifio,йовх
1001,fliegen::V,hedfan,нисх
1002,gehen::V,mynd,йовх
1003,weggehen::V,mynd,йовх
1004,weggehen::V,mynd,одх
1005,weggehen::V,mynd,һарх
1006,weggehen::V,mynd,мөрлх
1007,weggehen::V,ymadael,йовх
1008,weggehen::V,ymadael,одх
1009,weggehen::V,ymadael,һарх
1010,weggehen::V,ymadael,мөрлх
1011,abfahren::V,ymadael,мордх
1012,anhalten::V,stopio,зогсх
1013,hineingehen::V,mynd i mewn,орх
1014,eintreten::V,mynd i,орх
1015,kommen::V,dod,ирх
1016,ankommen::V,cyrraedd,ирх
1017,zurückkommen::V,dychwelyd,орх
1018,bleiben::V,aros,бәәх
1019,bleiben::V,sefyll,бәәх
1020,warten::V,aros,күләх
1021,warten::V,disgwyl,күләх
1022,erwarten::V,disgwyl,күләх
1023,suchen::V,chwilio am,хәәх
1024,finden::V,darganfod,олх
1025,versuchen::V,profi,седх
1026,versuchen::V,ceisio,седх
1027,vorbereiten::V,paratoi,белдх
1028,lieben::V,caru,дурлх
1029,mögen::V,hoffi,таассгдх
1030,lachen::V,chwerthin,инәх
1031,rühren::V,cynhyrfu,уйрах
1032,weinen::V,wylo,уульх
1033,weinen::V,llefain,уульх
1034,schimpfen::V,grwgnach,харах
1035,sich ärgern::V,gofidio,уурлх
1036,sich fürchten::V,ofni,әәх
1037,fürchten::V,arswydo,әәх
1038,fürchten::V,arswydo,сүрдх
1039,fliehen::V,ffoi,зулх
1040,flüchten::V,dianc,орһх
1041,flüchten::V,dianc,зулх
1042,sehen::V,gweld,үзх
1043,anschauen::V,syllu,харх
1044,anschauen::V,edrych,харх
1045,ansehen::V,gwylio,хәләх
1046,ansehen::V,gwylio,үзх
1047,hören::V,clywed,соңсх
1048,zuhören::V,gwrando,соңсх
1049,probieren::V,profi,амсх
1050,riechen::V,arogli,үнрчлх
1051,fühlen::V,teimlo,медх
1052,fühlen::V,clywed,медх
1053,scheinen::V,ymddangos,болҗ медгдх
1054,scheinen::V,ymddangos,миниһәр болхла
1055,scheinen::V,ymddangos,болад бәәх
1056,zu sehen sein::V,dod i'r golwg,үзгдх
1057,vernehmen::V,clywed sôn am,соңсх
1058,frieren::V,bod yn oer,даарх
1059,tun::V,gwneud,кех
1060,können::V,gallu,чадх
1061,wollen::V,bod mewn angen,дурлх
1062,anfangen::V,dechrau,эклх
1063,beenden::V,darfod,дуусх
1064,beenden::V,gorffen,дуусх
1065,aufhören::V,peidio,уурх
1066,gelingen::V,llwyddo,бүтх
1067,gelingen::V,llwyddo,күцәх
1068,geraten::V,diweddu,болх
1069,öffnen::V,agor,секх
1070,schließen::V,cau,хаах
1071,stellen::V,gosod,тәвх
1072,setzen::V,gosod,суулһх
1073,legen::V,gosod,тәвх
1074,berühren::V,cyffwrdd,көндәх
1075,verbinden::V,cysylltu,боох
1076,bedecken::V,gorchuddio,хучх
1077,bedecken::V,gorchuddio,бүркх
1078,aufhängen::V,crogi,өлгх
1079,aufhängen::V,hongian,өлгх
1080,anzünden::V,cynnau,асах
1081,anzünden::V,cynnau,шатах
1082,aufheben::V,codi,өөдән өргх
1083,zurücklassen::V,gadael,үлдәх
1084,verlieren::V,colli,геех
1085,fallen lassen::V,gollwng,алдх
1086,machen::V,gwneud,кех
1087,herstellen::V,cynhyrchu,кех
1088,bauen::V,adeiladu,тосхх
1089,reparieren::V,trwsio,ясх
1090,reparieren::V,atgyweirio,ясх
1091,verbessern::V,diwygio,сәәрүлх
1092,ändern::V,altro,хүврәх
1093,graben::V,palu,малтх
1094,graben::V,cloddio,малтх
1095,beugen::V,plygu,нуһлх
1096,biegen::V,plygu,матилһх
1097,drehen::V,troelli,эргүлх
1098,wenden::V,troi,көмрх
1099,wenden::V,troi,эргүлх
1100,umdrehen::V,troi,эргүлх
1101,heben::V,codi,өргх
1102,heben::V,codi,деер өргх
1103,hochheben::V,dyrchafu,өргх
1104,ergreifen::V,gafael,бәрх
1105,halten::V,dal,бәрх
1106,drücken::V,pwyso,шахх
1107,drücken::V,gwasgu,шахх
1108,schieben::V,gwthio,түлкх
1109,kratzen::V,crafu,мааҗх
1110,lecken::V,llyfu,долах
1111,beißen::V,cnoi,хазх
1112,beißen::V,brathu,хазх
1113,abreißen::V,tynnu ymaith,таслх
1114,abschneiden::V,torri,тәәрх
1115,binden::V,clymu,боох
1116,stecken::V,plannu,шаах
1117,stecken::V,plannu,хатхх
1118,brechen::V,torri,хамхлх
1119,klopfen::V,taro,цокх
1120,hauen::V,taro,цокх
1121,kleben::V,gludio,наах
1122,reiben::V,rhwbio,зүлгх
1123,streichen::V,taenu,наах
1124,streichen::V,taenu,лашх
1125,streichen::V,taenu,түркх
1126,schleifen::V,hogi,хурцлх
1127,schneiden::V,torri,хәәчлх
1128,rütteln::V,ysgytio,дәәвлүлх
1129,schütteln::V,siglo,сегсрх
1130,schütteln::V,ysgwyd,сегсрх
1131,schwenken::V,siglo,дайлх
1132,schütten::V,tywallt,кех
1133,füllen::V,llenwi,дүүргх
1134,einwickeln::V,lapio,орах
1135,tragen::V,cludo,зөөх
1136,schleppen::V,llusgo,чирх
1137,ziehen::V,tynnu,татх
1138,aufbewahren::V,cadw,хадһлх
1139,werfen::V,taflu,хайх
1140,fangen::V,dal,бәрх
1141,fangen::V,dal,хавлх
1142,packen::V,cipio,бәрх
1143,packen::V,crafangu,бәрх
1144,verstecken::V,celu,дүрх
1145,verstecken::V,celu,бултулх
1146,verstecken::V,cuddio,дүрх
1147,verstecken::V,cuddio,бултулх
1148,teilen::V,rhannu,хувах
1149,schicken::V,anfon,илгәх
1150,bringen::V,dod â,авч ирх
1151,hinzufügen::V,chwanegu,немх
1152,bekommen::V,cael,авх
1153,erhalten::V,derbyn,авх 
1154,nehmen::V,cymryd,авх
1155,wählen::V,dewis,шүүх
1156,auswählen::V,dethol,шүүх
1157,bewahren::V,cadw,хадһлх
1158,bewahren::V,cadw,кевтнь үлдәх
1159,bewahren::V,cadw,кевтнь бәәлһх
1160,behindern::V,atal,харшлх
1161,behindern::V,rhwystro,харшлх
1162,verderben::V,difetha,үрәх
1163,beschädigen::V,niweidio,эвдх
1164,zerbrechen::V,torri,күүлх
1165,zerbrechen::V,torri,хамхлх
1166,zerreißen::V,rhwygo,шуучх
1167,zerstören::V,dinistrio,эвдх
1168,verbrennen::V,llosgi,шатах
1169,geben::V,rhoi,өгх
1170,reichen::V,estyn,өгх
1171,schenken::V,rhoddi,белглх
1172,versprechen::V,addo,амлх
1173,wünschen::V,dymuno,сә хәәх
1174,loben::V,canmol,магтх
1175,küssen::V,cusanu,үмсх
1176,wiegen::V,siglo,саатулх
1177,zudecken::V,gorchuddio,бүркх
1178,wecken::V,deffro,серүлх
1179,zeigen::V,dangos,үзүлх
1180,führen::V,arwain,көтлх
1181,lehren::V,dysgu,заах
1182,lehren::V,dysgu,сурһх
1183,unterrichten::V,hyfforddi,сурһх
1184,unterrichten::V,hyfforddi,багшлх
1185,aufziehen::V,dod i fyny,өскәх
1186,leiten::V,arwain,һардх
1187,leiten::V,arwain,толһалх
1188,antreiben::V,annog,шамдах
1189,lassen::V,gadael,күч үзүлх
1190,einladen::V,gwahodd,үрх
1191,vereinigen::V,uno,хамцулх
1192,vereinigen::V,cyfuno,хамцулх
1193,besuchen::V,ymweld â,одх
1194,treffen::V,cwrdd,харһх
1195,treffen::V,cyfarfod,харһх
1196,sich versammeln::V,casglu,цуглрх
1197,sich versammeln::V,casglu,хурх
1198,sich versammeln::V,cynnull,цуглрх
1199,sich versammeln::V,cynnull,хурх
1200,spielen::V,chwarae,наадх
1201,singen::V,canu,дуулх
1202,tanzen::V,dawnsio,биилх
1203,sich trennen::V,ymwahanu,хаһцх
1204,verlassen::V,gadael,хайх
1205,retten::V,achub,әм аврх
1206,retten::V,achub,әәмшгәс харсх
1207,bewachen::V,gwarchod,харх
1208,bewachen::V,gwarchod,манх
1209,schützen::V,noddi,харсх
1210,verteidigen::V,amddiffyn,харсх
1211,sich schlagen::V,ffraeo,гүвдлдх
1212,sich schlagen::V,terfysgu,гүвдлдх
1213,schießen::V,saethu,хах
1214,siegen::V,ennill,диилх
1215,ärgern::V,cythruddo,уурлулх
1216,schlagen::V,curo,цокх
1217,schlagen::V,curo,гүвдх
1218,treten::V,cicio,
1219,stechen::V,pigo,хатхх
1220,stoßen::V,gwthio,түлкчкх
1221,stehlen::V,dwyn,хулхалх
1222,stehlen::V,lladrata,хулхалх
1223,stören::V,aflonyddu,һә болх
1224,belästigen::V,trafferthu,амр эс өгх
1225,verbergen::V,cuddio,нуух
1226,verbergen::V,cuddio,бултулх
1227,täuschen::V,twyllo,меклх
1228,betrügen::V,hocedu,меклх
1229,betrügen::V,hocedu,мек һарһх
1230,töten::V,lladd,алх
1231,wohnen::V,byw,бәәх
1232,arbeiten::V,gweithio,көдлх
1233,sammeln::V,casglu,түүх
1234,pflücken::V,casglu,түүх
1235,pflücken::V,casglu,хурах
1236,jagen::V,hela,аңнх
1237,jagen::V,hela,аңһучлх
1238,fischen::V,pysgota,заһс аңнх
1239,fassen::V,dal,бәрх
1240,hüten::V,bugeilio,хәрүлх
1241,treiben::V,gyrru,туух
1242,anbinden::V,clymu,уйх
1243,füttern::V,porthi,теҗәх
1244,melken::V,godro,саах
1245,hacken::V,torri,чавчх
1246,gießen::V,dyfrhau,услх
1247,reifen::V,aeddfedu,болх
1248,reifen::V,aeddfedu,болвсрх
1249,zubereiten::V,coginio,белдх
1250,kochen::V,berwi,чанх
1251,kochen::V,berwi,болһх
1252,backen::V,pobi,болһх
1253,backen::V,crasu,болһх
1254,braten::V,ffrio,хуурх
1255,umrühren::V,cyffroi,самрх
1256,stricken::V,gwau,өлгх
1257,nähen::V,gwnïo,уйх
1258,färben::V,lliwio,будх
1259,reinigen::V,glanhau,цеврлх
1260,waschen::V,golchi,уһах
1261,abwischen::V,sychu,арчх
1262,spülen::V,streulio,зәәлх
1263,fegen::V,ysgubo,сәвүрдх
1264,kehren::V,ysgubo,сәвүрдх
1265,baden::V,cael bath,өөмх
1266,sich waschen::V,ymolchi,уһах
1267,sich waschen::V,ymolchi,бийән уһаҗ
1268,ausziehen::V,tynnu,тәәлх
1269,anziehen::V,gwisgo,өмсх
1270,sich anziehen::V,ymwisgo,хувцлх
1271,kämmen::V,cribo,самлх
1272,schmücken::V,harddu,чимх
1273,schmücken::V,harddu,кеерүлх
1274,schmücken::V,addurno,чимх
1275,schmücken::V,addurno,кеерүлх
1276,sagen::V,dweud,келх
1277,sprechen::V,llefaru,келх
1278,reden::V,siarad,күүндх
1279,reden::V,siarad,күр_кех
1280,sich unterhalten::V,sgwrsio,күүндх
1281,fragen::V,gofyn,сурх
1282,bitten::V,gofyn am,эрх
1283,erzählen::V,dweud,келх
1284,erzählen::V,dweud,келҗ өгх
1285,mitteilen::V,cyfleu,медүлх
1286,nennen::V,enwi,нерәдх
1287,nennen::V,enwi,нер өгх
1288,rufen::V,galw,дуудх
1289,prahlen::V,brolio,көөрх
1290,prahlen::V,ymffrostio,көөрх
1291,übersetzen::V,cyfieithu,орчулх
1292,denken::V,meddwl,санх
1293,glauben::V,credu,шүтх
1294,glauben::V,credu,нәәлх
1295,glauben::V,coelio,шүтх
1296,glauben::V,coelio,нәәлх
1297,bemerken::V,sylwi,темдглх
1298,erkennen::V,adnabod,таньх
1299,erkennen::V,adnabod,медх
1300,begreifen::V,amgyffred,медх
1301,verstehen::V,deall,соңсх
1302,lernen::V,dysgu,сурх
1303,wissen::V,gwybod,медх
1304,sich erinnern an::V,cofio,санх
1305,vergessen::V,anghofio,мартх
1306,messen::V,mesur,кемҗәлх
1307,zählen::V,cyfrif,тоолх
1308,rechnen::V,cyfrifo,тоолх
1309,lesen::V,darllen,умшх
1310,malen::V,peintio,зурх
1311,zeichnen::V,tynnu,зурх
1312,schreiben::V,ysgrifennu,бичх
1313,besitzen::V,meddu,эзлх
1314,kaufen::V,prynu,хулдҗ авх
1315,verkaufen::V,gwerthu,хулдх
1316,verkaufen::V,gwerthu,гүүлгх
1317,bezahlen::V,talu am,өгх
1318,zahlen::V,talu,өгх
1319,beherrschen::V,rheoli,эзлх
1320,beherrschen::V,llywodraethu,эзлх
1321,ertragen::V,dioddef,даах
