,Concept_ID,,cv
867,lärmen::V,,шавла
868,läuten::V,,шӑнкӑравла
869,klingeln::V,,шӑнкӑравла
870,klirren::V,,калтлат
871,klirren::V,,шӑнкӑлтат
872,brausen::V,,ахӑр
873,rauschen::V,,вашӑлтат
874,rauschen::V,,чашӑлтат
875,klingen::V,,янӑра
876,bellen::V,,вӗр
877,heulen::V,,ула
878,blasen::V,,вӗр
879,pfeifen::V,,шӑхӑр
880,schreien::V,,кӑшкӑр
881,stöhnen::V,,йынӑш
882,zittern::V,,чӗтре
883,leben::V,,пурӑн
884,geboren werden::V,,ҫурал
885,atmen::V,,сывла
886,trinken::V,,ӗҫ
887,essen::V,,ҫи
888,schlucken::V,,ҫӑт
889,müde werden::V,,ӗшен
890,einschlafen::V,,ыйха пут
891,einschlafen::V,,ҫывӑрса кай
892,schlafen::V,,ҫывӑр
893,aufwachen::V,,вӑран
894,aufstehen::V,,тӑр
895,sich erholen::V,,кан
896,krank werden::V,,чирле
897,krank sein::V,,чирле
898,schmerzen::V,,сур
899,schmerzen::V,,ырат
900,husten::V,,ӳсӗр
901,genesen::V,,сывал
902,genesen::V,,тӳрлен
903,sterben::V,,вил
904,umkommen::V,,вил
905,sich bewegen::V,,куҫ
906,sich rühren::V,,хускал
907,sich erheben::V,,тӑр
908,sich setzen::V,,лар
909,hinfallen::V,,ӳк
910,laufen::V,,ут
911,schreiten::V,,ут
912,spazierengehen::V,,уҫӑлса ҫӳре
913,spazierengehen::V,,уткаласа ҫӳре
914,eilen::V,,васка
915,eilen::V,,хыпалан
916,sich beeilen::V,,васка
917,sich beeilen::V,,хыпалан
918,sausen::V,,ыткӑн
919,sausen::V,,вӗҫтер
920,rennen::V,,чуп
921,springen::V,,сик
922,klettern::V,,улӑх
923,schaukeln::V,,йӳрӗн
924,kriechen::V,,шу
925,kriechen::V,,упален
926,schwimmen::V,,иш
927,tauchen::V,,чӑм
928,rudern::V,,авӑс
929,fahren::V,,пыр
930,fliegen::V,,вӗҫ
931,gehen::V,,кай
932,weggehen::V,,кай
933,abfahren::V,,тапран
934,anhalten::V,,чарӑн
935,hineingehen::V,,кӗр
936,eintreten::V,,кӗр
937,kommen::V,,кил
938,ankommen::V,,ҫит
939,zurückkommen::V,,таврӑн
940,zurückkommen::V,,каялла кил
941,bleiben::V,,юл
942,warten::V,,кӗт
943,erwarten::V,,кӗт
944,suchen::V,,шыра
945,finden::V,,туп
946,versuchen::V,,пикен
947,vorbereiten::V,,хатӗрле
948,lieben::V,,юрат
949,mögen::V,,кӑмӑлла
950,mögen::V,,килӗштер
951,lachen::V,,кул
952,lachen::V,,ахӑлтат
953,rühren::V,,ҫулӑх
954,weinen::V,,йӗр
955,weinen::V,,макӑр
956,schimpfen::V,,вӑрҫ
957,schimpfen::V,,ятлаҫ
958,sich ärgern::V,,ҫиллен
959,sich fürchten::V,,шиклен
960,fürchten::V,,хӑра
961,fliehen::V,,тар
962,flüchten::V,,чупса тар
963,sehen::V,,кур
964,anschauen::V,,пӑхса ил
965,ansehen::V,,пӑх
966,hören::V,,илт
967,zuhören::V,,итле
968,zuhören::V,,тӑнла
969,probieren::V,,астив
970,riechen::V,,шӑршла
971,fühlen::V,,туй
972,fühlen::V,,сис
973,scheinen::V,,туйӑн
974,zu sehen sein::V,,курӑн
975,vernehmen::V,,пӑл
976,frieren::V,,йӳтен
977,tun::V,,ту
978,können::V,,пултар
979,wollen::V,,те
980,anfangen::V,,пуҫла
981,beenden::V,,пӗтер
982,aufhören::V,,пӑрах
983,gelingen::V,,ӑн
984,geraten::V,,пул
985,öffnen::V,,уҫ
986,schließen::V,,хуп
987,stellen::V,,ларт
988,stellen::V,,тӑрат
989,setzen::V,,ларт
990,legen::V,,хур
991,berühren::V,,перӗн
992,verbinden::V,,сып
993,bedecken::V,,вит
994,aufhängen::V,,ҫак
995,anzünden::V,,ҫут
996,aufheben::V,,ҫӗкле
997,zurücklassen::V,,манса хӑвар
998,verlieren::V,,ҫӗтер
999,fallen lassen::V,,ӳкер
1000,machen::V,,ту
1001,herstellen::V,,ӑстала
1002,bauen::V,,ту
1003,reparieren::V,,юса
1004,verbessern::V,,лайӑхлат
1005,ändern::V,,улӑштар
1006,graben::V,,чав
1007,graben::V,,чакала
1008,beugen::V,,кукӑрт
1009,biegen::V,,ав
1010,biegen::V,,кукӑрт
1011,drehen::V,,ҫавӑр
1012,wenden::V,,ӳпӗнтер
1013,umdrehen::V,,ҫавӑр
1014,heben::V,,хӑпарт
1015,hochheben::V,,йӑт
1016,ergreifen::V,,тыт
1017,halten::V,,тыт
1018,drücken::V,,пус
1019,schieben::V,,тӗк
1020,schieben::V,,тӗрт
1021,kratzen::V,,хыр
1022,lecken::V,,ҫула
1023,beißen::V,,ҫырт
1024,beißen::V,,хып
1025,abreißen::V,,тат
1026,abschneiden::V,,кас
1027,binden::V,,ҫых
1028,stecken::V,,чик
1029,brechen::V,,хуҫ
1030,klopfen::V,,такка
1031,hauen::V,,шакка
1032,kleben::V,,ҫыпӑҫтар
1033,reiben::V,,сӑтӑр
1034,streichen::V,,сӗр
1035,schleifen::V,,хӑйра
1036,schneiden::V,,кас
1037,rütteln::V,,лӑка
1038,rütteln::V,,силлентер
1039,schütteln::V,,лӑка
1040,schütteln::V,,силлентер
1041,schwenken::V,,сулла
1042,schütten::V,,тултар
1043,füllen::V,,тултар
1044,einwickeln::V,,чӗрке
1045,tragen::V,,ҫӗкле
1046,schleppen::V,,сӗтӗр
1047,ziehen::V,,тӑс
1048,aufbewahren::V,,усра
1049,werfen::V,,пӑрах
1050,fangen::V,,тыт
1051,packen::V,,тыт
1052,verstecken::V,,пытарса хур
1053,teilen::V,,уйӑр
1054,teilen::V,,пайла
1055,schicken::V,,яр
1056,bringen::V,,кӳр
1057,hinzufügen::V,,хуш
1058,bekommen::V,,ил
1059,bekommen::V,,туян
1060,erhalten::V,,ил
1061,erhalten::V,,туян
1062,nehmen::V,,ил
1063,wählen::V,,суйла
1064,auswählen::V,,суйла
1065,bewahren::V,,упра
1066,behindern::V,,кансӗрле
1067,behindern::V,,чӑрмантар
1068,verderben::V,,пӑс
1069,beschädigen::V,,пӑс
1070,zerbrechen::V,,ват
1071,zerbrechen::V,,ҫӗмӗр
1072,zerreißen::V,,ҫур
1073,zerstören::V,,иш
1074,verbrennen::V,,ҫунтар
1075,geben::V,,пар
1076,reichen::V,,пар
1077,schenken::V,,парнеле
1078,versprechen::V,,тума пул
1079,versprechen::V,,сӑмах пар
1080,wünschen::V,,сун
1081,loben::V,,ырла
1082,küssen::V,,чуп ту
1083,wiegen::V,,сиктер
1084,wiegen::V,,силле
1085,zudecken::V,,вит
1086,wecken::V,,вӑрат
1087,zeigen::V,,кӑтарт
1088,führen::V,,илсе пыр
1089,führen::V,,ҫавӑтса пыр
1090,lehren::V,,вёрент
1091,unterrichten::V,,вёрент
1092,aufziehen::V,,вӗрент
1093,leiten::V,,тытса пыр
1094,antreiben::V,,васкат
1095,lassen::V,,пусахла
1096,lassen::V,,хуш
1097,einladen::V,,чӗн
1098,vereinigen::V,,пӗрлештер
1099,besuchen::V,,ҫит
1100,besuchen::V,,кӗрсе кур
1101,treffen::V,,тӗл пул
1102,sich versammeln::V,,пуҫтарӑн
1103,spielen::V,,выля
1104,singen::V,,юрла
1105,tanzen::V,,ташла
1106,sich trennen::V,,уйрӑл
1107,verlassen::V,,хӑвар
1108,retten::V,,ҫӑл
1109,bewachen::V,,хуралла
1110,schützen::V,,сыхла
1111,verteidigen::V,,хӳтӗле
1112,sich schlagen::V,,ҫапӑҫ
1113,schießen::V,,пер
1114,siegen::V,,ҫӗн
1115,siegen::V,,ҫӗнтер
1116,ärgern::V,,тарӑхтар
1117,ärgern::V,,ҫиллентер
1118,schlagen::V,,ҫап
1119,treten::V,,тап
1120,stechen::V,,чик
1121,stoßen::V,,чыш
1122,stehlen::V,,вӑрла
1123,stören::V,,кансӗрле
1124,belästigen::V,,аптӑрат
1125,belästigen::V,,хупла
1126,verbergen::V,,пытар
1127,täuschen::V,,суй
1128,betrügen::V,,ултала
1129,töten::V,,вӗлер
1130,wohnen::V,,чуна пар
1131,wohnen::V,,парӑнса тӑр
1132,arbeiten::V,,ӗҫле
1133,sammeln::V,,пух
1134,pflücken::V,,тат
1135,jagen::V,,сунара ҫӳре
1136,fischen::V,,пулӑ тыт
1137,fassen::V,,тыт
1138,hüten::V,,кӗт
1139,treiben::V,,хӑвала
1140,anbinden::V,,кӑкар
1141,füttern::V,,ҫитер
1142,melken::V,,су
1143,hacken::V,,вакла
1144,gießen::V,,шӑвар
1145,reifen::V,,пиҫ
1146,zubereiten::V,,пӗҫер
1147,kochen::V,,пӗҫер
1148,backen::V,,пӗҫер
1149,braten::V,,ӑшала
1150,umrühren::V,,хутӑштар
1151,stricken::V,,ҫых
1152,nähen::V,,ҫӗле
1153,färben::V,,пӗвет
1154,reinigen::V,,тасат
1155,waschen::V,,ҫу
1156,abwischen::V,,шӑл
1157,spülen::V,,чӳхе
1158,fegen::V,,шӑл
1159,kehren::V,,шӑл
1160,baden::V,,шыва кӗр
1161,sich waschen::V,,ҫӑвӑн
1162,ausziehen::V,,салан
1163,anziehen::V,,тӑхӑн
1164,sich anziehen::V,,тӑхӑн
1165,kämmen::V,,тура
1166,schmücken::V,,илемлет
1167,sagen::V,,те
1168,sprechen::V,,кала
1169,reden::V,,сӑмахла
1170,reden::V,,калаҫ
1171,sich unterhalten::V,,пупле
1172,fragen::V,,ыйт
1173,bitten::V,,ыйт
1174,erzählen::V,,каласа пар
1175,mitteilen::V,,пӗлтер
1176,mitteilen::V,,хыпарла
1177,nennen::V,,те
1178,nennen::V,,чӗн
1179,rufen::V,,чӗн
1180,prahlen::V,,мухтан
1181,prahlen::V,,вӗҫкӗнлен
1182,übersetzen::V,,куҫар
1183,denken::V,,шухӑшла
1184,glauben::V,,ӗнен
1185,bemerken::V,,асӑрха
1186,erkennen::V,,палла
1187,begreifen::V,,ӑнлан
1188,verstehen::V,,пӗл
1189,lernen::V,,вӗрен
1190,wissen::V,,пӗл
1191,wissen::V,,ӑнкар
1192,sich erinnern an::V,,аса ил
1193,vergessen::V,,ман
1194,vergessen::V,,манса кай
1195,messen::V,,виҫ
1196,zählen::V,,шутла
1197,rechnen::V,,шутла
1198,lesen::V,,вула
1199,malen::V,,ӳкер
1200,zeichnen::V,,ӳкер
1201,schreiben::V,,ҫыр
1202,besitzen::V,,тыт
1203,kaufen::V,,ил
1204,kaufen::V,,туян
1205,verkaufen::V,,сут
1206,bezahlen::V,,тӳле
1207,zahlen::V,,тӳле
1208,beherrschen::V,,тыт
1209,ertragen::V,,тӳс
