,Concept_ID,bn,fr
218,Kind::N,বাচ্চা,enfant
219,Junge::N,ছেলে,garçon
220,Mädchen::N,মেয়ে,fille
221,Mädchen::N,মেয়ে,jeune fille
222,Familie::N,পরিবার,famille
223,Großvater::N,মাতামহ,grand-père
224,Großmutter::N,মাতামহী,grand-mère
225,Eltern::N,মাতাপিতা,parents
226,Vater::N,পিতা,père
227,Mutter::N,মাতা,mère
228,Sohn::N,ছেলে,fils
229,Tochter::N,মেয়ে,fille
230,Bruder::N,দাদা,frère
231,Schwester::N,বোন,sœur
232,Schwester::N,দিদি,sœur
233,Onkel::N,মামা,oncle
234,Tante::N,মাসী,tante
235,Ehemann::N,স্বামী,mari
236,Ehemann::N,স্বামী,époux
237,Ehefrau::N,পত্নী,femme
238,Ehefrau::N,পত্নী,épouse
239,Freude::N,উল্লাস,joie
240,Freude::N,উল্লাস,plaisir
241,Gelächter::N,হাসি,rires
242,Glück::N,সুখ,bonheur
243,Kummer::N,দুঃখ,peine
244,Kummer::N,দুঃখ,chagrin
245,Wunsch::N,আকাঙ্ক্ষা,désir
246,Lust::N,বাসনা,envie
247,Geist::N,আত্না,esprit
248,Gedanke::N,চিন্তা,idée
249,Gedanke::N,চিন্তা,pensée
250,Gedächtnis::N,স্মরণশক্তি,mémoire
251,Verstand::N,মন,raison
252,Sinn::N,পদার্থ,sens
253,Grund::N,কারণ,cause
254,Grund::N,কারণ,raison
255,Wahrheit::N,সত্য,vérité
256,Gespräch::N,কথাবার্তা,conversation
257,Märchen::N,রূপকথা,conte
258,Märchen::N,রূপকথা,conte de fées
259,Erzählung::N,গল্প,conte
260,Erzählung::N,গল্প,narration
261,Nachricht::N,তথ্য,message
262,Neuigkeit::N,খবরাখবর,nouvelle
263,Name::N,নাম,nom
264,Rätsel::N,ধাঁধা,énigme
265,Rätsel::N,ধাঁধা,devinette
266,Rede::N,বক্তৃতা,parole
267,Rede::N,বক্তৃতা,discours
268,Sprache::N,ভাষা,langue
269,Sprache::N,ভাষা,langage
270,Stimme::N,স্বর,voix
271,Wort::N,শব্দ,mot
272,Zeichen::N,প্রতীক,signe
273,Ruf::N,ডাক,cri
274,Ruf::N,ডাক,appel
275,Lärm::N,হৈচৈ,bruit
276,Laut::N,ধ্বনি,son
277,Ton::N,স্বর,ton
278,Lied::N,গান,chant
279,Lied::N,গান,chanson
280,Ruhe::N,শান্তি,calme
281,Ruhe::N,শান্তি,tranquillité
282,Leute::N,প্রজাপুঞ্জ,gens
283,Volk::N,জাতি,peuple
284,Arbeit::N,চাকরি,travail
285,Gast::N,অতিথি,hôte
286,Gast::N,অতিথি,invité
287,Geschenk::N,উপহার,cadeau
288,Geschenk::N,উপহার,présent
289,Spiel::N,খেলা,jeu
290,Gesellschaft::N,সঙ্গিগণ,compagnie
291,Hilfe::N,সাহায্য,aide
292,Hilfe::N,সাহায্য,secours
293,Freund::N,বন্ধু,ami
294,Kamerad::N,সঙ্গী,copain
295,Kamerad::N,সঙ্গী,camarade
296,Angelegenheit::N,বিষয়,affaire
297,Anzahl::N,পরিমাণ,nombre
298,Art::N,রকম,sorte
299,Art::N,রকম,espèce
300,Stück::N,টুকরো,morceau
301,Teil::N,অংশ,part
302,Teil::N,অংশ,partie
303,Hälfte::N,অর্ধেক,moitié
304,Kreis::N,বৃত্ত,cercle
305,Kreuz::N,ক্রুশ,croix
306,Linie::N,রেখা,ligne
307,Strich::N,কষি,trait
308,Abstand::N,ফাঁক,écart
309,Entfernung::N,ব্যবধান,distance
310,Gegend::N,ক্ষেত্র,région
311,Gegend::N,ক্ষেত্র,contrée
312,Platz::N,জায়গা,place
313,Ort::N,স্থান,lieu
314,Ort::N,স্থান,endroit
315,Seite::N,পার্শ্ব,côté
316,Mitte::N,মধ্য,milieu
317,Gegenstand::N,জিনিস,objet
318,Sache::N,বস্তু,chose
319,Rand::N,কানা,bord
320,Kante::N,ধার,arête
321,Ecke::N,কোণ,coin
322,Ecke::N,কোণ,tournant
323,Spitze::N,ডগা,cime
324,Spitze::N,ডগা,pointe
325,Ende::N,প্রান্ত,bout
326,Loch::N,গর্ত,trou
327,Winkel::N,কোণ,coin
328,Winkel::N,কোণ,réduit
329,Muster::N,নমুন্,dessin
330,Größe::N,আয়তন,grandeur
331,Länge::N,দৈর্ঘ্য,longueur
332,Höhe::N,উচ্চতা,hauteur
333,Höhe::N,উচ্চতা,altitude
334,Gewicht::N,ওজন,poids
335,Menge::N,পরিমাণ,quantité
336,Haufen::N,পুঞ্জ,tas
337,Reihe::N,শ্রেণী,file
338,Reihe::N,শ্রেণী,rangée
339,Boot::N,নৌকা,canot
340,Boot::N,নৌকা,bateau
341,Ruder::N,দাঁড়,rame
342,Ruder::N,দাঁড়,aviron
343,Schlitten::N,স্নেজ্-গাড়ি,traîneau
344,Ski::N,শী,ski
345,Lagerfeuer::N,অগ্নি,feu de camp
346,Last::N,বোঝা,charge
347,Last::N,বোঝা,fardeau
348,Gang::N,হণ্টন,tour
349,Gang::N,হণ্টন,marche
350,Schritt::N,পদ,pas
351,Norden::N,উত্তরদিক্,nord
352,Süden::N,দক্ষিণদিক,sud
353,Westen::N,পশ্চিমদিক্,ouest
354,Westen::N,পশ্চিমদিক্,occident
355,Osten::N,পূর্বদিক,est
356,Osten::N,পূর্বদিক,orient
357,Holz::N,কাঠ,bois
358,Brett::N,তক্তা,planche
359,Platte::N,ফলক,plaque
360,Stütze::N,নাগদণ্ড,appui
361,Stütze::N,নাগদণ্ড,soutien
362,Stange::N,দণ্ড,barre
363,Stange::N,দণ্ড,perche
364,Stock::N,ছড়ি,canne
365,Stab::N,যষ্টি,bâton
366,Rohr::N,নল,tube
367,Rohr::N,নল,tuyau
368,Haus::N,ঘর,maison
369,Heim::N,বাসা,maison
370,Ofen::N,স্টোভ্,poêle
371,Fußboden::N,গহতল,plancher
372,Tisch::N,মেজ,table
373,Tisch::N,টেবিল,table
374,Stuhl::N,চেয়ার,chaise
375,Stuhl::N,কেদারা,chaise
376,Wiege::N,দোলনা,berceau
377,Bett::N,শয্যা,lit
378,Regal::N,তাক,étagère
379,Kiste::N,বাক্স,caisse
380,Fenster::N,জানালা,fenêtre
381,Tür::N,দ্বার,porte
382,Tor::N,দ্বার,porte
383,Tor::N,দ্বার,portail
384,Zaun::N,বেড়া,clôture
385,Dach::N,ছাদ,toit
386,Leiter::N,মই,échelle
387,Besen::N,গুল্মবিশেষ,balai
388,Spaten::N,কোদাল,bêche
389,Schaufel::N,বেলচা,pelle
390,Gabel::N,কাঁটা,fourchette
391,Löffel::N,চামচ,cuiller
392,Messer::N,ছুরি,couteau
393,Nagel::N,পেরেক,clou
394,Netz::N,জাল,filet
395,Haken::N,কাচি,croc
396,Haken::N,কাচি,crochet
397,Griff::N,হাতল,prise
398,Griff::N,হাতল,manche
399,Schloss::N,তালা,serrure
400,Bild::N,ছবি,image
401,Bild::N,ছবি,tableau
402,Bild::N,চিত্র,image
403,Bild::N,চিত্র,tableau
404,Figur::N,আকার,figure
405,Puppe::N,পুতুল,poupée
406,Beutel::N,বটুয়া,sac
407,Beutel::N,বটুয়া,petit sac
408,Bündel::N,আঁটি,paquet
409,Bündel::N,আঁটি,faisceau
410,Tasche::N,থলি,sac
411,Eimer::N,বাল্তি,seau
412,Deckel::N,আবরণ,couvercle
413,Geschirr::N,থালা-বাসন,vaisselle
414,Sack::N,বস্তা,sac
415,Tasse::N,কাপ,tasse
416,Topf::N,পাত্র,pot
417,Topf::N,পাত্র,marmite
418,Kessel::N,কেটলি,chaudron
419,Essen::N,আহার,repas
420,Essen::N,আহার,manger
421,Nahrung::N,খাদ্য,nourriture
422,Speise::N,খাদ্য,plat
423,Fleisch::N,মাংস,viande
424,Getreide::N,শস্য,blé
425,Getreide::N,শস্য,céréales
426,Brei::N,মণ্ড,purée
427,Brei::N,মণ্ড,bouillie
428,Brot::N,রুটি,pain
429,Scheibe::N,ফালি,tranche
430,Fett::N,মেদ,graisse
431,Butter::N,মাখন,beurre
432,Öl::N,তৈল,huile
433,Salz::N,নুন,sel
434,Suppe::N,শুরুয়া,soupe
435,Suppe::N,শুরুয়া,potage
436,Honig::N,মধু,miel
437,Milch::N,দুধ,lait
438,Tee::N,চা,thé
439,Leder::N,পাকা চামড়া,cuir
440,Wolle::N,পশম,laine
441,Stoff::N,বস্ত্র,tissu
442,Stoff::N,বস্ত্র,étoffe
443,Nadel::N,সুচ,aiguille
444,Faden::N,সূত্র,fil
445,Knopf::N,বোতাম,bouton
446,Knoten::N,গিঁট,nœud
447,Farbe::N,রং,peinture
448,Kleidung::N,কাপড়,vêtements
449,Kleidung::N,কাপড়,habillement
450,Hemd::N,শার্ট,chemise
451,Kragen::N,গলবন্ধ,col
452,Ärmel::N,আস্তিন্,manche
453,Hose::N,ট্রাউজার,pantalon
454,Gürtel::N,কটিবন্ধ,ceinture
455,Mütze::N,টুপি,bonnet
456,Mütze::N,টুপি,casquette
457,Schuh::N,জুতো,soulier
458,Schuh::N,জুতো,chaussure
459,Stiefel::N,বুট,botte
460,Ring::N,আংটি,bague
461,Band::N,ফিতা,ruban
462,Kamm::N,চিরুনি,peigne
463,Spiegel::N,আয়না,glace
464,Spiegel::N,আয়না,miroir
465,Riemen::N,চাবুক,lanière
466,Riemen::N,চাবুক,courroie
467,Schnur::N,দড়ি,corde
468,Schnur::N,দড়ি,ficelle
469,Leine::N,শিকল,laisse
470,Decke::N,কম্বল,couverture
471,Kissen::N,উপাধান,oreiller
472,Tuch::N,বস্ত্র,drap
473,Tuch::N,বস্ত্র,fichu
474,Handtuch::N,তোয়ালে,serviette
475,Handtuch::N,তোয়ালে,essuie-mains
476,Kraft::N,জোর,force
477,Stärke::N,শক্তি,vigueur
478,Gesundheit::N,স্বাস্থ্য,santé
479,Krankheit::N,অসুখ,maladie
480,Krankheit::N,ব্যামো,maladie
481,Schmerz::N,যন্ত্রণা,douleur
482,Wunde::N,ক্ষত,plaie
483,Wunde::N,ক্ষত,blessure
484,Fieber::N,জ্বর,fièvre
485,Arznei::N,ঔষধ,remède
486,Arznei::N,ঔষধ,médecine
487,Brücke::N,সেতু,pont
488,Brunnen::N,কূপ,puits
489,Weide::N,পশুচারণভূমি,pâturage
490,Pfad::N,পথ,sentier
491,Weg::N,পথ,voie
492,Weg::N,পথ,chemin
493,Straße::N,রাস্তা,route
494,Dorf::N,গ্রাম,village
495,Stadt::N,শহর,cité
496,Stadt::N,শহর,ville
497,Brief::N,চিঠি,lettre
498,Buch::N,বই,livre
499,Buchstabe::N,অক্ষর,lettre
500,Buchstabe::N,অক্ষর,caractère
501,Zeitung::N,সংবাদপত্র,journal
502,Leben::N,জীবন,vie
503,Tod::N,মৃত্যু,mort
504,Grab::N,কবর,tombe
505,Kirche::N,গির্জা,église
506,Sünde::N,পাপ,péché
507,Gott::N,দেবতা,dieu
508,Arbeiter::N,শ্রমিক,ouvrier
509,Arbeiter::N,শ্রমিক,travailleur
510,Chef::N,নেতা,chef
511,Chef::N,নেতা,patron
512,Meister::N,ব্যক্তি,maître
513,Arzt::N,চিকিৎসক,médecin
514,Lehrer::N,অধ্যাপক,professeur
515,Lehrer::N,অধ্যাপক,instituteur
516,Geld::N,মুদ্রা,argent
517,Geld::N,টাকাপয়সা,argent
518,Geschäft::N,ব্যস্ততা,affaire
519,Geschäft::N,ব্যস্ততা,commerce
520,Laden::N,দোকান,magasin
521,Laden::N,দোকান,boutique
522,Preis::N,মূল্য,prix
523,Ware::N,পণ্যদ্রব্য,marchandise
524,Nutzen::N,সুবিধা,profit
525,Reichtum::N,ধনদৌলত,richesse
526,Welt::N,জগৎ,monde
527,Land::N,খেত,pays
528,Staat::N,রাষ্ট্র,État
529,König::N,রাজা,roi
530,Macht::N,প্রভাব,pouvoir
531,Macht::N,প্রভাব,puissance
532,Grenze::N,সীমা,frontière
533,Krieg::N,যুদ্ধ,guerre
534,Feind::N,শত্রু,ennemi
535,Gewalt::N,জোর,violence
536,Kampf::N,লড়াই,lutte
537,Kampf::N,লড়াই,combat
538,Bogen[Waffe]::N,ধনুক,arc
539,Pfeil::N,বাণ,flèche
540,Gewehr::N,বন্দুক,fusil
541,Fehler::N,ভুল,faute
542,Fehler::N,ভুল,erreur
543,Lüge::N,মিথ্যা,mensonge
544,Schaden::N,ক্ষতি,dégât
545,Schaden::N,ক্ষতি,dommage
546,Unglück::N,দুর্ভাগ্য,malheur
547,Schuld::N,অপরাধ,faute
548,Schuld::N,অপরাধ,culpabilité
549,Alter::N,আয়ু,âge
550,Schluss::N,শেষ,fin
551,Zeit::N,সময়,temps
552,Tag::N,দিন,jour
553,Tag::N,দিন,journée
554,Morgen::N,সকাল,matin
555,Morgen::N,সকাল,matinée
556,Mittag::N,মধ্যাহু,midi
557,Abend::N,সন্ধ্যা,soir
558,Abend::N,সন্ধ্যা,soirée
559,Nacht::N,রাত্রি,nuit
560,Woche::N,সপ্তাহ,semaine
561,Monat::N,মাস,mois
562,Jahr::N,সৌরবর্ষ,an
563,Jahr::N,সৌরবর্ষ,année
564,Frühling::N,বসন্তকাল,printemps
565,Sommer::N,গ্রীষ্মকাল,été
566,Herbst::N,শরংঋতু,automne
567,Winter::N,শীতকাল,hiver
568,Januar::N,জানুয়ারী,janvier
569,Februar::N,ফেব্রুয়ারী,février
570,März::N,মার্চ,mars
571,April::N,এপ্রিল,avril
572,Mai::N,মে,mai
573,Juni::N,জুন,juin
574,Juli::N,জুলাই,juillet
575,August::N,অগাস্ট,août
576,September::N,সেপ্টেম্বর,septembre
577,Oktober::N,অক্টোবর,octobre
578,November::N,নভেম্বর,novembre
579,Dezember::N,ডিসেম্বর,décembre
580,Montag::N,সোমবার,lundi
581,Dienstag::N,মঙ্গলবার,mardi
582,Mittwoch::N,বুধবার,mercredi
583,Donnerstag::N,বৃহম্পতিবার,jeudi
584,Freitag::N,শুক্রবার,vendredi
585,Samstag::N,শনিবার,samedi
586,Sonntag::N,রবিবার,dimanche
587,groß::A,বৃহৎ,grand
588,klein::A,ছোট,petit
589,lang::A,দীর্ঘ,long
590,kurz::A,খর্ব,court
591,kurz::A,হ্রস্ব,court
592,breit::A,চওড়া,large
593,schmal::A,সরু,étroit
594,dicht::A,ঘন,dense
595,dick[Gegenstand]::A,পুরু,épais
596,dünn::A,কৃশ,mince
597,fein::A,সূক্ষ্ম,fin
598,fein::A,সূক্ষ্ম,menu
599,fest::A,দৃঢ়,ferme
600,fest::A,দৃঢ়,solide
601,flach::A,সমতল,plat
602,glatt::A,মসৃণ,poli
603,glatt::A,মসৃণ,lisse
604,hart::A,শক্ত,dur
605,weich::A,নরম,mou
606,rund::A,গোলাকার,rond
607,spitz::A,তীক্ষ্ন,aigu
608,spitz::A,তীক্ষ্ন,pointu
609,scharf::A,শাণিত,tranchant
610,stumpf::A,ভোঁতা,mousse
611,stumpf::A,ভোঁতা,émoussé
612,schwer::A,ভারী,lourd
613,schwer::A,ভারী,pesant
614,schön::A,সুন্দর,beau
615,heiß::A,গরম,chaud
616,heiß::A,গরম,très chaud
617,warm::A,ঈষদুষ্ণ,chaud
618,kalt::A,ঠাণ্ডা,froid
619,kühl::A,শীতল,frais
620,frisch::A,তাজা,frais
621,feucht::A,ভিজা,humide
622,nass::A,ভিজা,mouillé
623,trocken::A,শুষ্ক,sec
624,voll::A,পূর্ণ,plein
625,voll::A,পূর্ণ,rempli
626,leer::A,খালি,vide
627,offen::A,খোলা,ouvert
628,geschlossen::A,বন্ধ,clos
629,geschlossen::A,বন্ধ,fermé
630,sauber::A,নির্মল,net
631,sauber::A,নির্মল,propre
632,schmutzig::A,নোংরা,sale
633,schmutzig::A,নোংরা,crasseux
634,roh::A,কাঁচা,cru
635,roh::A,কাঁচা,brut
636,reif::A,পাকা,mûr
637,lecker::A,সুস্বাদ,délicieux
638,lecker::A,সুস্বাদ,appétissant
639,süß::A,মিষ্ট,doux
640,bitter::A,তিক্ত,amer
641,sauer::A,টক,aigre
642,hell::A,উজ্জ্বল,clair
643,dunkel::A,অন্ধকারময়,sombre
644,schwarz::A,কালো,noir
645,weiß::A,সাদা,blanc
646,rot::A,লাল,rouge
647,gelb::A,হলদে,jaune
648,blau::A,নীল,bleu
649,grün::A,সবুজ,vert
650,grau::A,ছাই-রঙা,gris
651,bunt::A,রঙিন,multicolore
652,billig::A,সস্তা,bon marché
653,teuer::A,আক্রা,cher
654,wertvoll::A,মহার্ঘ,précieux
655,blind::A,কানা,aveugle
656,taub::A,বধির,sourd
657,kräftig::A,বিশাল,fort
658,kräftig::A,বিশাল,vigoureux
659,stark::A,শক্তিশালী,fort
660,stark::A,শক্তিশালী,puissant
661,schwach::A,দুর্বল,faible
662,fett::A,মোটা,gras
663,schlank::A,কৃশ,svelte
664,hübsch::A,সুন্দর,joli
665,böse::A,খারাপ,mauvais
666,dumm::A,মূর্খ,sot
667,dumm::A,মূর্খ,bête
668,faul::A,শ্রমবিমুখ,fainéant
669,faul::A,শ্রমবিমুখ,paresseux
670,fleißig::A,পরিশ্রমী,appliqué
671,geizig::A,ব্যয়কুণ্ঠ,avare
672,klug::A,দক্ষ,intelligent
673,geschickt::A,পটু,habile
674,lieb::A,প্রেয়,cher
675,lieb::A,প্রেয়,gentil
676,lustig::A,প্রফুল্ল,gai
677,lustig::A,প্রফুল্ল,joyeux
678,sanft::A,নম্র,doux
679,hungrig::A,ক্ষুধার্ত,affamé
680,krank::A,অসুস্থ,malade
681,nackt::A,উলঙ্গ,nu
682,traurig::A,দুঃখিত,triste
683,lebendig::A,জীবিত,vivant
684,gut::A,ভালো,bon
685,schlecht::A,মন্দ,mauvais
686,richtig::A,ঠিক,juste
687,richtig::A,ঠিক,correct
688,schlimm::A,কদর্য,grave
689,schlimm::A,কদর্য,mauvais
690,wahr::A,বাস্তব,vrai
691,wahr::A,বাস্তব,véritable
692,alt::A,পুরাতন,vieux
693,neu::A,নব,neuf
694,neu::A,নব,nouveau
695,neu::A,নূতন,neuf
696,neu::A,নূতন,nouveau
697,ehemalig::A,পূর্বকালীন,ancien
698,alt[Lebewesen]::A,বৃদ্ধ,âgé
699,alt[Lebewesen]::A,বৃদ্ধ,vieux
700,jung::A,তরুণ,jeune
701,arm::A,ক্ষুদ্র,pauvre
702,reich::A,ধনবান্,riche
703,bekannt::A,সুপরিচিত,connu
704,berühmt::A,বিখ্যাত,fameux
705,berühmt::A,বিখ্যাত,célèbre
706,fremd::A,বিদেশি,étranger
707,verschieden::A,বিসদৃশ,différent
708,nah::A,নিকটবতী,lié
709,nah::A,নিকটবতী,proche
710,fern::A,দুরবতী,éloigné
711,fern::A,দুরবতী,lointain
712,linker::A,বাম,gauche
713,rechter::A,ডান,droit
714,rechter::A,ডাইন,droit
715,anderer::A,অন্যতর,autre
716,erster::A,প্রথম,premier
717,zweiter::A,দ্বিতীয়,second
718,zweiter::A,দ্বিতীয়,deuxième
719,dritter::A,তৃতীয়,troisième
720,letzter::A,সর্বশেষ,dernier
721,allein::ADV,একক,seul
722,auf einmal::ADV,জলদি,à la fois
723,zusammen::ADV,একসঙ্গে,ensemble
724,lange::ADV,লম্বা,longtemps
725,plötzlich::ADV,হঠাৎ,tout à coup
726,sofort::ADV,মুহ্ণর্তমধ্যে,immédiatement
727,später::ADV,পশ্চাতে,plus tard
728,jetzt::ADV,এখন,maintenant
729,heute::ADV,আজ,aujourd'hui
730,morgen::ADV,আগামিকাল,demain
731,bald::ADV,অস্পকালমধ্যে,bientôt
732,dann::ADV,তখন,puis
733,dann::ADV,তখন,ensuite
