,Concept_ID,pl,ar
79,Rauch::N,dym,دخان
80,Funke::N,iskra,شرارة
81,Feuer::N,ogień,نار
82,Licht::N,światło,نور
83,Licht::N,światło,ضوء
84,Schatten::N,cień,ظل
85,Schatten::N,cień,فيء
86,Wetter::N,pogoda,جو
87,Wetter::N,pogoda,طقس
88,Nebel::N,mgła,ضباب
89,Wolke::N,obłok,غيمة
90,Wolke::N,obłok,سحابة
91,Wolke::N,chmura,غيمة
92,Wolke::N,chmura,سحابة
93,Regen::N,deszcz,مطر
94,Schnee::N,śnieg,ثلج
95,Eis::N,lód,جليد
96,Frost::N,mróz,صقيع
97,Kälte::N,chłód,برد
98,Hitze::N,gorąco,حر
99,Hitze::N,gorąco,حرارة
100,Raureif::N,szron,صقيع
101,Regenbogen::N,tęcza,قوس قزح
102,Donner::N,grzmot,رعد
103,Strömung::N,nurt,تيار
104,Tropfen::N,kropla,قطرة
105,Schaum::N,piana,زبد
106,Schaum::N,piana,رغوة
107,Schmutz::N,brud,وسخ
108,See::N,jezioro,بحيرة
109,Sumpf::N,bagno,مستنقع
110,Moor::N,bagno,مستنقع
111,Wiese::N,łąka,مرج
112,Wald::N,las,غابة
113,Hügel::N,pagórek,تل
114,Anhöhe::N,wzgórze,تل
115,Berg::N,góra,جبل
116,Gipfel::N,szczyt,قمة
117,Gipfel::N,wierzchołek,قمة
118,Höhle::N,pieczara,كهف
119,Abhang::N,stok,منحدر
120,Abhang::N,zbocze,منحدر
121,Quelle::N,zdrój,منبع
122,Quelle::N,źródło,منبع
123,Bach::N,potok,مجرى
124,Bach::N,strumień,مجرى
125,Fluss::N,rzeka,نهر
126,Ufer::N,brzeg,ضفة
127,Küste::N,wybrzeże,ساحل
128,Festland::N,ląd,بر
129,Meer::N,morze,بحر
130,Bucht::N,zatoka,خليج
131,Insel::N,wyspa,جزيرة
132,Blume::N,kwiat,زهرة
133,Gras::N,trawa,حشيش
134,Wurzel::N,korzeń,أصل
135,Baum::N,drzewo,شجرة
136,Stamm::N,pień,جذع
137,Rinde::N,kora,قشرة
138,Ast::N,gałąź,فرع
139,Zweig::N,gałąź,غصن
140,Blatt::N,liść,ورقة
141,Birke::N,brzoza,قضبان
142,Kiefer[Baum]::N,sosna,صنوبرة
143,Weide[Baum]::N,wierzba,صفصاف
144,Tanne::N,jodła,شوح
145,Tanne::N,jodła,تبوب
146,Horn::N,róg,قرن
147,Feder::N,pióro,ريشة
148,Fell::N,futro,فرو
149,Flügel::N,skrzydło,جناح
150,Klaue::N,szpon,مخلب
151,Kralle::N,pazur,مخلب
152,Schwanz::N,ogon,ذيل
153,Ei::N,jajko,بيض
154,Nest::N,gniazdo,عش
155,Bau::N,nora,جحر
156,Tier::N,zwierzę,حيوان
157,Herde::N,stado,قطيع
158,Herde::N,trzoda,قطيع
159,Kuh::N,krowa,بقرة
160,Bulle::N,byk,ثور
161,Pferd::N,koń,خيل
162,Schaf::N,owca,شاة
163,Schwein::N,świnia,خنزير
164,Hund::N,pies,كلب
165,Katze::N,kot,قطة
166,Katze::N,kotka,قطة
167,Bär::N,niedźwiedż,دب
168,Eichhörnchen::N,wiewiórka,سنجاب
169,Elch::N,łóś,موظ
170,Fuchs::N,lis,ثعلب
171,Hase::N,zając,أرنب
172,Maus::N,mysz,فأرة
173,Wolf::N,wilk,ذئب
174,Vogel::N,ptak,طير
175,Schwarm::N,stado,سرب
176,Huhn::N,kura,دجاجة
177,Hahn::N,kogut,ديك
178,Gans::N,gęś,وزة
179,Adler::N,orzeł,نسر
180,Ente::N,kaczka,بطة
181,Eule::N,sowa,بوم
182,Kranich::N,żuraw,كركي
183,Krähe::N,wrona,غراب
184,Kuckuck::N,kukułka,وقواق
185,Schwan::N,łabędż,إوز عراقي
186,Fisch::N,ryba,سمك
187,Barsch::N,okoń,فرخ أوربي
188,Hecht::N,szczupak,سمك الكراكي
189,Schlange[Tier]::N,wąż,حية
190,Schlange[Tier]::N,wąż,ثعبان
191,Schlange[Tier]::N,żmija,حية
192,Schlange[Tier]::N,żmija,ثعبان
193,Wurm::N,robak,دودة
194,Spinne::N,pająk,عنكبوت
195,Ameise::N,mrówka,نملة
196,Laus::N,wesz,قملة
197,Mücke::N,komar,ناموسة
198,Fliege::N,mucha,ذبابة
199,Schmetterling::N,motyl,فراشة
200,Beere::N,jagoda,حبة
201,Apfel::N,jabłko,تفاح
202,Pilz::N,grzyb,فطر
203,Zwiebel::N,cebula,بصل
204,Saat::N,siew,زرع
205,Korn::N,ziarno,حبة
206,Heu::N,siano,دريس
207,Schale::N,łupina,قشرة
208,Grube::N,dół,نقرة
209,Grube::N,jama,نقرة
210,Falle::N,pułapka,فخ
211,Falle::N,pułapka,مصيدة
212,Schlinge::N,sidła,عروة
213,Spur::N,ślad,أثر
214,Asche::N,popiół,رماد
215,Dreck::N,brud,قذر
216,Eisen::N,żelazo,حديد
217,Gold::N,złoto,ذهب
218,Silber::N,srebro,فضة
219,Kohle::N,węgiel,فحم
220,Glas::N,szkło,زجاج
221,Lehm::N,glina,طين
222,Sand::N,piasek,رمل
223,Mensch::N,człowiek,إنسان
224,Mann::N,mężczyzna,رجل
225,Frau::N,kobieta,امرأة
226,Kind::N,dziecko,طفل
227,Junge::N,chłopak,ولد
228,Junge::N,chłopiec,ولد
229,Mädchen::N,dziewczynka,بنت
230,Familie::N,rodzina,عائلة
231,Großvater::N,dziadek,جد
232,Großmutter::N,babka,جدة
233,Eltern::N,rodzice,أبوان
234,Eltern::N,rodzice,والدان
235,Vater::N,ojciec,أب
236,Mutter::N,matka,أم
237,Sohn::N,syn,إبن
238,Tochter::N,córka,بنت
239,Tochter::N,córka,إبنة
240,Bruder::N,brat,أخ
241,Bruder::N,brat,شقيق
242,Schwester::N,siostra,أخت
243,Onkel::N,wuj,عم
244,Onkel::N,stryj,عم
245,Tante::N,ciotka,عمة
246,Ehemann::N,mąż,زوج
247,Ehefrau::N,żona,زوجة
248,Freude::N,radość,فرح
249,Freude::N,radość,سرور
250,Gelächter::N,śmiech,قهقهة
251,Glück::N,szczęście,سعادة
252,Kummer::N,zmartwienie,غم
253,Wunsch::N,życzenie,منية
254,Lust::N,chęć,شهوة
255,Lust::N,ochota,شهوة
256,Geist::N,duch,روح
257,Gedanke::N,myśl,فكرة
258,Gedächtnis::N,pamięć,ذاكرة
259,Verstand::N,rozum,عقل
260,Sinn::N,zmysł,معنى
261,Grund::N,powód,سبب
262,Wahrheit::N,prawda,حقيقة
263,Gespräch::N,rozmowa,محادثة
264,Märchen::N,bajka,خرافة
265,Erzählung::N,opowiadanie,قصة
266,Erzählung::N,opowiadanie,حكاية
267,Nachricht::N,wiadomość,خبر
268,Neuigkeit::N,nowina,خبر جديد
269,Name::N,imię,اسم
270,Rätsel::N,zagadka,لغز
271,Rede::N,mowa,خطبة
272,Sprache::N,język,لغة
273,Stimme::N,głos,صوت
274,Wort::N,słowo,كلمة
275,Zeichen::N,znak,رمز
276,Zeichen::N,znak,إشارة
277,Ruf::N,wołanie,نداء
278,Lärm::N,hałas,صخب
279,Lärm::N,hałas,ضجة
280,Lärm::N,zgiełk,صخب
281,Lärm::N,zgiełk,ضجة
282,Laut::N,dźwięk,صوت
283,Ton::N,ton,نغمة
284,Ton::N,dźwięk,نغمة
285,Lied::N,pieśń,أغنية
286,Lied::N,piosenka,أغنية
287,Ruhe::N,spokój,هدوء
288,Leute::N,ludzie,ناس
289,Volk::N,naród,شعب
290,Arbeit::N,praca,عمل
291,Arbeit::N,robota,عمل
292,Gast::N,gość,ضيف
293,Geschenk::N,prezent,هدية
294,Geschenk::N,podarunek,هدية
295,Spiel::N,gra,لعب
296,Spiel::N,zabawa,لعب
297,Gesellschaft::N,towarzystwo,صحبة
298,Hilfe::N,pomoc,عون
299,Hilfe::N,pomoc,مساعدة
300,Freund::N,przyjaciel,صديق
301,Kamerad::N,kolega,زميل
302,Angelegenheit::N,sprawa,أمر
303,Angelegenheit::N,sprawa,شأن
304,Anzahl::N,ilość,عدد
305,Art::N,rodzaj,نوع
306,Stück::N,kawałek,قطعة
307,Teil::N,część,قسم
308,Hälfte::N,połowa,نصف
309,Kreis::N,krąg,دائرة
310,Kreuz::N,krzyż,صليب
311,Linie::N,linia,خط
312,Strich::N,kreska,شرطة
313,Abstand::N,odstęp,مسافة
314,Entfernung::N,odległość,بعد
315,Gegend::N,okolica,ناحية
316,Platz::N,miejsce,فراغ
317,Ort::N,miejsce,مكان
318,Seite::N,bok,جانب
319,Seite::N,strona,جانب
320,Mitte::N,środek,وسط
321,Gegenstand::N,przedmiot,موضوع
322,Sache::N,rzecz,شيء
323,Rand::N,skraj,حافة
324,Rand::N,krawędź,حافة
325,Kante::N,kant,حافة
326,Kante::N,krawędź,حافة
327,Ecke::N,róg,ركن
328,Spitze::N,ostrze,سن
329,Ende::N,koniec,طرف
330,Loch::N,dziura,ثقب
331,Winkel::N,kąt,زاوية
332,Winkel::N,kącik,زاوية
333,Muster::N,wzór,عينة
334,Größe::N,rozmiar,حجم
335,Größe::N,wielkość,حجم
336,Länge::N,długość,طول
337,Höhe::N,wysokość,علو
338,Höhe::N,wysokość,ارتفاع
339,Gewicht::N,ciężar,وزن
340,Menge::N,ilość,كمية
341,Haufen::N,kupa,كوم
342,Reihe::N,rząd,صف
343,Reihe::N,szereg,صف
344,Boot::N,łódź,قارب
345,Boot::N,łódź,زورق
346,Boot::N,łódka,قارب
347,Boot::N,łódka,زورق
348,Ruder::N,wiosło,مجذاف
349,Schlitten::N,sanki,مزلقة
350,Ski::N,narta,زلاجة
351,Lagerfeuer::N,ognisko,نار المخيم
352,Last::N,ciężar,حمل
353,Last::N,brzemię,حمل
354,Gang::N,chód,مشية
355,Schritt::N,krok,خطوة
356,Norden::N,północ,شمال
357,Süden::N,południe,جنوب
358,Westen::N,zachód,غرب
359,Osten::N,wschód,شرق
360,Holz::N,drzewo,خشب
361,Brett::N,deska,لوح
362,Platte::N,płyta,صفيحة
363,Stütze::N,podpora,سند
364,Stütze::N,podpora,دعامة
365,Stange::N,drąg,عود
366,Stange::N,żerdź,عود
367,Stock::N,kij,عصا
368,Stock::N,laska,عصا
369,Stab::N,pręt,قضيب
370,Rohr::N,rura,أنبوبة
371,Haus::N,dom,دار
372,Haus::N,dom,بيت
373,Heim::N,dom,بيت
374,Heim::N,dom,مسكن
375,Ofen::N,piec,مدفأة
376,Fußboden::N,podłoga,أرضية
377,Tisch::N,stół,مائدة
378,Stuhl::N,krzesło,كرسي
379,Wiege::N,kołyska,مهد
380,Bett::N,łóżko,سرير
381,Bett::N,pościel,سرير
382,Regal::N,regał,رف
383,Kiste::N,skrzynia,صندوق
384,Fenster::N,okno,شباك
385,Fenster::N,okno,نافذة
386,Tür::N,drzwi,باب
387,Tor::N,brama,بوابة
388,Zaun::N,płot,سياج
389,Zaun::N,parkan,سياج
390,Dach::N,dach,سطح
391,Leiter::N,drabina,سلم
392,Besen::N,miotła,مكنسة
393,Spaten::N,rydel,مسحاة
394,Schaufel::N,łopata,مجرفة
395,Gabel::N,widelec,شوكة
396,Löffel::N,łyżka,ملعقة
397,Messer::N,nóż,سكين
398,Nagel::N,gwóźdź,مسمار
399,Netz::N,sieć,شبكة
400,Haken::N,hak,خطاف
401,Haken::N,hak,صنارة
402,Griff::N,chwyt,قبضة
403,Schloss::N,zamek,قفل
404,Bild::N,obraz,صورة
405,Figur::N,figura,تمثال
406,Puppe::N,lalka,دمية
407,Beutel::N,torba,كيس
408,Bündel::N,wiązka,ربطة
409,Tasche::N,torba,شنطة
410,Tasche::N,torba,محفظة
411,Eimer::N,kubeł,سطل
412,Eimer::N,kubeł,جردل
413,Eimer::N,wiadro,سطل
414,Eimer::N,wiadro,جردل
415,Deckel::N,przykrywka,سداد
416,Geschirr::N,statki,أوان
417,Geschirr::N,naczynia,أوان
418,Sack::N,worek,زكيبة
419,Tasse::N,filiżanka,فنجان
420,Topf::N,garnek,قدر
421,Topf::N,garnek,طنجرة
422,Kessel::N,kocioł,قدر
423,Kessel::N,kocioł,غلاية
424,Essen::N,jedzenie,طعام
425,Nahrung::N,pokarm,غذاء
426,Nahrung::N,pożywienie,غذاء
427,Speise::N,potrawa,أكل
428,Speise::N,jedzenie,أكل
429,Fleisch::N,mięso,لحم
430,Getreide::N,zboże,حبوب
431,Brei::N,kasza,عصيدة
432,Brot::N,chleb,خبز
433,Scheibe::N,kromka,شريحة
434,Fett::N,tłuszcz,سمن
435,Butter::N,masło,زبدة
436,Öl::N,olej,زيت
437,Salz::N,sól,ملح
438,Suppe::N,zupa,حساء
439,Suppe::N,zupa,شربة
440,Honig::N,miód,عسل
441,Milch::N,mleko,حليب
442,Tee::N,herbata,شاي
443,Leder::N,skóra,جلد
444,Wolle::N,wełna,صوف
445,Stoff::N,tkanina,قماش
446,Stoff::N,materiał,قماش
447,Nadel::N,igła,إبرة
448,Faden::N,nić,خيط
449,Faden::N,nitka,خيط
450,Knopf::N,guzik,زر
451,Knoten::N,węzeł,عقدة
452,Farbe::N,farba,صبغة
453,Kleidung::N,odzież,ملابس
454,Hemd::N,koszula,قميص
455,Kragen::N,kołnierz,ياقة
456,Ärmel::N,rękaw,كم
457,Hose::N,spodnie,سروال
458,Hose::N,spodnie,بنطلون
459,Gürtel::N,pasek,حزام
460,Mütze::N,czapka,طاقية
461,Schuh::N,but,حذاء
462,Schuh::N,bucik,حذاء
463,Stiefel::N,but,جزمة
464,Stiefel::N,but,حذاء طويل
465,Stiefel::N,kozak,جزمة
466,Stiefel::N,kozak,حذاء طويل
467,Ring::N,pierścień,حلقة
468,Band::N,wstęga,شريط
469,Kamm::N,grzebień,مشط
470,Spiegel::N,lustro,مرآة
471,Riemen::N,rzemień,سير
472,Schnur::N,sznur,حبل
473,Schnur::N,sznur,دوبارة
474,Leine::N,smycz,قيد
475,Decke::N,kołdra,بطانية
476,Kissen::N,poduszka,وسادة
477,Tuch::N,chustka,منديل
478,Handtuch::N,ręcznik,فوطة
479,Handtuch::N,ręcznik,منشفة
480,Kraft::N,moc,قدرة
481,Kraft::N,siła,قدرة
482,Stärke::N,moc,قوة
483,Stärke::N,siła,قوة
484,Gesundheit::N,zdrowie,صحة
485,Krankheit::N,choroba,مرض
486,Schmerz::N,ból,ألم
487,Schmerz::N,ból,وجع
488,Wunde::N,rana,جرح
489,Fieber::N,gorączka,حمى
490,Arznei::N,lekarstwo,دواء
491,Brücke::N,most,جسر
492,Brunnen::N,studnia,بئر
493,Weide::N,pastwisko,مرعى
494,Pfad::N,ścieżka,درب
495,Weg::N,droga,سكة
496,Straße::N,ulica,طريق
497,Dorf::N,wieś,قرية
498,Stadt::N,miasto,مدينة
499,Brief::N,list,خطاب
500,Brief::N,list,مكتوب
501,Buch::N,książka,كتاب
502,Buchstabe::N,litera,حرف
503,Zeitung::N,gazeta,جريدة
504,Zeitung::N,dziennik,جريدة
505,Leben::N,życie,عيش
506,Leben::N,życie,حياة
507,Tod::N,śmierć,موت
508,Tod::N,śmierć,وفاة
509,Grab::N,grób,قبر
510,Kirche::N,kościół,كنيسة
511,Sünde::N,grzech,خطيئة
512,Gott::N,bóg,إله
513,Arbeiter::N,robotnik,عامل
514,Chef::N,szef,رئيس
515,Meister::N,mistrz,أسطى
516,Meister::N,majster,أسطى
517,Arzt::N,lekarz,طبيب
518,Lehrer::N,nauczyciel,مدرس
519,Geld::N,pieniądze,نقود
520,Geschäft::N,sprawa,صفقة
521,Geschäft::N,interes,صفقة
522,Laden::N,sklep,دكان
523,Preis::N,cena,سعر
524,Ware::N,towar,بضاعة
525,Nutzen::N,pożytek,فائدة
526,Reichtum::N,bogactwo,غنى
527,Reichtum::N,bogactwo,ثروة
528,Welt::N,świat,عالم
529,Welt::N,świat,دنيا
530,Land::N,kraj,بلد
531,Staat::N,państwo,دولة
532,König::N,król,ملك
533,Macht::N,władza,سلطة
534,Grenze::N,granica,حدود
535,Krieg::N,wojna,حرب
536,Feind::N,wróg,عدو
537,Gewalt::N,władza,عنف
538,Kampf::N,bój,قتال
539,Kampf::N,walka,قتال
540,Bogen[Waffe]::N,łuk,قوس
541,Pfeil::N,strzała,سهم
542,Gewehr::N,karabin,بندقية
543,Fehler::N,błąd,خطأ
544,Lüge::N,kłamstwo,كذب
545,Schaden::N,szkoda,تلف
546,Unglück::N,nieszczęście,نحس
547,Schuld::N,wina,ذنب
548,Alter::N,wiek,سن
549,Alter::N,wiek,عمر
550,Schluss::N,koniec,ختام
551,Schluss::N,koniec,نهاية
552,Schluss::N,zakończenie,ختام
553,Schluss::N,zakończenie,نهاية
554,Zeit::N,czas,وقت
555,Tag::N,dzień,يوم
556,Morgen::N,ranek,صباح
557,Morgen::N,poranek,صباح
558,Mittag::N,południe,ظهر
559,Abend::N,wieczór,مساء
560,Nacht::N,noc,ليلة
561,Woche::N,tydzień,أسبوع
562,Monat::N,miesiąc,شهر
563,Jahr::N,rok,عام
564,Jahr::N,rok,سنة
565,Frühling::N,wiosna,ربيع
566,Sommer::N,lato,صيف
567,Herbst::N,jesień,خريف
568,Winter::N,zima,شتاء
569,Januar::N,styczeń,يناير
570,Januar::N,styczeń,كانون الثاني
571,Februar::N,luty,شباط
572,Februar::N,luty,فبراير
573,März::N,marzec,آذار
574,März::N,marzec,مارس
575,April::N,kwiecień,نيسان
576,Mai::N,maj,مايو
577,Juni::N,czerwiec,يونيو
578,Juni::N,czerwiec,حزيران
579,Juli::N,lipiec,تموز
580,Juli::N,lipiec,يوليو
581,August::N,sierpień,آب
582,August::N,sierpień,أغسطس
583,September::N,wrzesień,أيلول
584,September::N,wrzesień,سبتمبر
585,Oktober::N,październik,أكتوبر
586,Oktober::N,październik,تشرين الأول
587,November::N,listopad,نوفمبر
588,November::N,listopad,تشرين الثاني
589,Dezember::N,grudzień,ديسمبر
590,Dezember::N,grudzień,كانون الأول
591,Montag::N,poniedziałek,يوم الاثنين
592,Dienstag::N,wtorek,يوم الثلاثاء
593,Mittwoch::N,środa,يوم الأربعاء
594,Donnerstag::N,czwartek,يوم الخميس
595,Freitag::N,piątek,يوم الجمعة
596,Samstag::N,sobota,يوم السبت
597,Sonntag::N,niedziela,يوم الأحد
598,groß::A,duży,كبير
599,groß::A,wielki,كبير
600,klein::A,mały,صغير
601,lang::A,długi,طويل
602,kurz::A,krótki,قصير
603,breit::A,szeroki,واسع
604,schmal::A,wąski,ضيق
605,dicht::A,gęsty,كث
606,dicht::A,gęsty,كثيف
607,dick[Gegenstand]::A,gruby,غليظ
608,dünn::A,cienki,رفيع
609,fein::A,drobny,رقيق
610,fest::A,mocny,متين
611,fest::A,twardy,متين
612,flach::A,płaski,سهل
613,flach::A,płaski,منبسط
614,glatt::A,gładki,ناعم
615,hart::A,twardy,صلب
616,hart::A,twardy,جامد
617,weich::A,miękki,لين
618,rund::A,okrągły,مستدير
619,spitz::A,spiczasty,مدبب
620,scharf::A,ostry,حاد
621,stumpf::A,tępy,ثالم
622,schwer::A,ciężki,ثقيل
623,schön::A,ładny,جميل
624,schön::A,piękny,جميل
625,heiß::A,gorący,حار
626,heiß::A,gorący,ساخن
627,warm::A,ciepły,دافئ
628,kalt::A,zimny,بارد
629,kühl::A,chłodny,قر
630,frisch::A,świeży,طازج
631,feucht::A,wilgotny,رطب
632,nass::A,mokry,مبلول
633,trocken::A,suchy,جاف
634,voll::A,pełny,ملء
635,leer::A,pusty,خال
636,leer::A,pusty,فارغ
637,leer::A,próżny,خال
638,leer::A,próżny,فارغ
639,offen::A,otwarty,مفتوح
640,geschlossen::A,zamknięty,مغلق
641,sauber::A,czysty,نظيف
642,schmutzig::A,brudny,قذر
643,roh::A,surowy,نيء
644,reif::A,dojrzały,ناضج
645,lecker::A,smaczny,لذيذ
646,süß::A,słodki,حلو
647,bitter::A,gorzki,مر
648,sauer::A,kwaśny,حامض
649,hell::A,jasny,نير
650,dunkel::A,ciemny,مظلم
651,schwarz::A,czarny,أسود
652,weiß::A,biały,أبيض
653,rot::A,czerwony,أحمر
654,gelb::A,żółty,أصفر
655,blau::A,błękitny,أزرق
656,blau::A,niebieski,أزرق
657,grün::A,zielony,أخضر
658,grau::A,szary,رمادي
659,bunt::A,barwny,ملوب
660,billig::A,tani,رخيص
661,teuer::A,drogi,غال
662,wertvoll::A,cenny,ثمين
663,blind::A,ślepy,أعمى
664,taub::A,głuchy,أصم
665,taub::A,głuchy,أطرش
666,kräftig::A,mocny,قوي
667,stark::A,silny,قوي
668,schwach::A,słaby,ضعيف
669,fett::A,tłusty,سمين
670,schlank::A,smukły,أهيف
671,hübsch::A,ładny,جميل
672,böse::A,zły,رديء
673,dumm::A,głupi,أبله
674,dumm::A,głupi,أحمق
675,faul::A,leniwy,كسلان
676,fleißig::A,pilny,مجتهد
677,geizig::A,skąpy,بخيل
678,klug::A,mądry,ذكي
679,klug::A,mądry,عاقل
680,geschickt::A,zręczny,ماهر
681,lieb::A,miły,عزيز
682,lustig::A,wesoły,مرح
683,sanft::A,łagodny,حليم
684,hungrig::A,głodny,جائع
685,krank::A,chory,مريض
686,nackt::A,nagi,عار
687,traurig::A,smutny,حزين
688,lebendig::A,żywy,حي
689,gut::A,dobry,جيد
690,schlecht::A,zły,سيء
691,richtig::A,słuszny,صحيح
692,richtig::A,właściwy,صحيح
693,schlimm::A,zły,خبيث
694,wahr::A,prawdziwy,حق
695,alt::A,stary,قديم
696,neu::A,nowy,جديد
697,ehemalig::A,były,سابق
698,alt[Lebewesen]::A,stary,مسن
699,jung::A,młody,شاب
700,jung::A,młody,صغير
701,arm::A,ubogi,فقير
702,arm::A,biedny,فقير
703,reich::A,bogaty,غني
704,bekannt::A,znany,معلوم
705,berühmt::A,słynny,مشهور
706,fremd::A,obcy,أجنبي
707,fremd::A,cudzy,أجنبي
708,verschieden::A,różny,مختلف
709,nah::A,bliski,قريب
710,fern::A,daleki,بعيد
711,linker::A,lewy,يسار
712,rechter::A,prawy,يمين
713,anderer::A,inny,آخر
714,erster::A,pierwszy,أول
715,zweiter::A,drugi,ثان
716,dritter::A,trzeci,ثالث
717,letzter::A,ostatni,أخير
718,allein::ADV,sam,وحده
719,auf einmal::ADV,naraz,بالمرة
720,zusammen::ADV,razem,معا
721,lange::ADV,długo,مدة طويلة
722,plötzlich::ADV,nagle,فجأة
723,sofort::ADV,natychmiast,حالا
724,sofort::ADV,natychmiast,فورا
725,später::ADV,później,فيما بعد
726,jetzt::ADV,teraz,الآن
727,jetzt::ADV,teraz,حاليا
728,jetzt::ADV,obecnie,الآن
729,jetzt::ADV,obecnie,حاليا
730,heute::ADV,dziś,اليوم
731,heute::ADV,dzisiaj,اليوم
732,morgen::ADV,jutro,غدا
733,bald::ADV,wkrótce,قريبا
734,dann::ADV,potem,ثم
735,gestern::ADV,wczoraj,أمس
736,gestern::ADV,wczoraj,البارحة
737,einst::ADV,kiedyś,قديما
738,einst::ADV,niegdyś,قديما
739,damals::ADV,wtedy,حينئذ
740,damals::ADV,wówczas,حينئذ
741,danach::ADV,następnie,ثم
742,danach::ADV,następnie,بعد ذلك
743,vorher::ADV,przedtem,من قبل
744,vorher::ADV,przedtem,قبل ذلك
745,zuerst::ADV,naprzód,أولا
746,zuerst::ADV,najpierw,أولا
747,einmal::ADV,raz,مرة
748,manchmal::ADV,czasem,أحيانا
749,oft::ADV,często,كثيرا
750,immer::ADV,zawsze,دائما
751,niemals::ADV,nigdy,لا أبدا
752,hier::ADV,tu,هنا
753,hier::ADV,tutaj,هنا
754,hierhin::ADV,tu,إلى هنا
755,von hier::ADV,stąd,من هنا
756,dort::ADV,tam,هناك
757,dorthin::ADV,tam,إلى هناك
758,geradeaus::ADV,prosto,إلى الأمام
759,vorwärts::ADV,naprzód,إلى الأمام
760,rückwärts::ADV,wstecz,إلى الوراء
761,zurück::ADV,z powrotem,عودا
762,zurück::ADV,z powrotem,إلى الخلف
763,unten::ADV,u dołu,تحت
764,unten::ADV,u dołu,في الأسفل
765,unten::ADV,na dole,تحت
766,unten::ADV,na dole,في الأسفل
767,hinab::ADV,na_dół,إلى تحت
768,hinab::ADV,w_dół,إلى تحت
769,oben::ADV,w górze,فوق
770,oben::ADV,w górze,في الأعلى
771,oben::ADV,na górze,فوق
772,oben::ADV,na górze,في الأعلى
773,hinauf::ADV,w górę,إلى فوق
774,hinauf::ADV,w górę,إلى الأعلى
775,hinauf::ADV,na górę,إلى فوق
776,hinauf::ADV,na górę,إلى الأعلى
777,überall::ADV,wszędzie,في كل مكان
778,nicht::ADV,nie,لا
779,nicht::ADV,nie,لم
780,ein wenig::ADV,trochę,قليلا
781,kaum::ADV,ledwie,كاد لا
782,kaum::ADV,prawie nie,كاد لا
783,sehr::ADV,bardzo,جدا
784,sehr::ADV,bardzo,كثيرا
785,so::ADV,tak,كذا
786,so::ADV,tak,كذلك
787,noch::ADV,jeszcze,ما زال
788,nur::ADV,tylko,فقط
789,schon::ADV,już,قد
790,wieder::ADV,znów,من جديد
791,wieder::ADV,znów,مرة أخرى
792,wieder::ADV,znowu,من جديد
793,wieder::ADV,znowu,مرة أخرى
794,vergebens::ADV,na próżno,عبثا
