,Concept_ID,br,mhr
733,kaum::ADV,a-boan,пыкше́
734,sehr::ADV,-tre,чот
735,sehr::ADV,-kenañ,чот
736,so::ADV,evel-se,тыге́
737,noch::ADV,c'hoazh,а́ле
738,nur::ADV,hepken,гына́
739,schon::ADV,dija,ы́нде
740,wieder::ADV,adarre,ада́к
741,vor::PRP,dirak,о́нчыч
742,hinter::PRP,a-drek,шеҥге́лне
743,hinter::PRP,a-dreñv,шеҥге́лне
744,unter::PRP,dindan,йыма́лне
745,durch::PRP,dre,вошт
746,neben::PRP,e-kichen,вокте́н
747,zwischen::PRP,etre,кокла́ште
748,wegen::PRP,abalamour da,верч
749,dies::PRN,hemañ,ти́де
750,das::PRN,se,са́де
751,das::PRN,hennezh,са́де
752,alles::PRN,pep tra,чыла́
753,ich::PRN,me,мый
754,du::PRN,te,тый
755,er::PRN,eñ,ту́до
756,wir::PRN,ni,ме
757,ihr::PRN,c'hwi,те
758,sie::PRN,int,ну́но
759,was::FPRN,petra,мо
760,wer::FPRN,piv,кӧ
761,wo::FADV,pelec'h,куша́н
762,wohin::FADV,da belec'h,куш
763,wohin::FADV,da belec'h,ку́шко
764,wie::FADV,penaos,кузе́
765,warum::FADV,perak,мо
766,warum::FADV,perak,мола́н
767,wieviel::FNUM,pet,куна́р
768,eins::NUM,unan,ик
769,zwei::NUM,daou,ко́кыт
770,drei::NUM,tri,кум
771,vier::NUM,pevar,ныл
772,fünf::NUM,pemp,вич
773,sechs::NUM,c'hwec'h,куд
774,sieben::NUM,seizh,шым
775,acht::NUM,eizh,канда́ш
776,neun::NUM,nav,инде́ш
777,zehn::NUM,dek,лу
778,elf::NUM,unnek,лати́к
779,zwölf::NUM,daouzek,латко́к
780,zwanzig::NUM,ugent,ко́ло
781,dreißig::NUM,tregont,ку́мло
782,vierzig::NUM,daou-ugent,ны́лле
783,fünfzig::NUM,hanter-kant,ви́тле
784,sechzig::NUM,tri-ugent,ку́дло
785,siebzig::NUM,dek ha tri-ugent,шы́мле
786,achtzig::NUM,pevar-ugent,канда́шле
787,neunzig::NUM,dek ha pevar-ugent,инде́шле
788,hundert::NUM,kant,шӱ́дӧ
789,tausend::NUM,mil,тӱже́м
790,und::CNJ,ha,да
791,und::CNJ,ha,ден
792,oder::CNJ,pe,я
793,oder::CNJ,pe,а́ле
794,stehen::V,bezañ a-sav,шога́ш
795,sitzen::V,azezañ,шинча́ш
796,sitzen::V,bezañ en e goazez,шинча́ш
797,liegen::V,bezañ en e c'hourvez,кия́ш
798,hängen::V,krougañ,кеча́ш
799,werden::V,dazonet,лия́ш
800,passieren::V,c'hoarvezout,лия́ш
801,beginnen::V,stagañ,тӱҥгала́ш
802,enden::V,achuiñ,пыта́ш
803,wechseln::V,cheñch,вашталта́ш
804,aufgehen[Sonne]::V,dirouzañ,лекта́ш
805,scheinen[Sonne]::V,lugernañ,волгалта́ш
806,donnern::V,taranal,кӱдырта́ш
807,donnern::V,taranal,сургалта́ш
808,wehen::V,c'hwezhañ,пуа́ш
809,strömen::V,deredek,шийалтара́ш
810,fließen::V,redek,йога́ш
811,sich drehen::V,troiñ,пӧрда́ш
812,schwanken::V,trantellat,лӱҥга́ш
813,schwanken::V,trantellat,тайныла́ш
814,schwingen::V,froumal,рӱпшалта́ш
815,fallen::V,kouezhañ,воза́ш
816,fallen::V,kouezhañ,йӧрла́ш
817,brennen::V,deviñ,йӱла́ш
818,rauchen::V,divogedañ,шикша́ш
819,regnen::V,glavañ,йӱра́ш
820,gefrieren::V,reviñ,кылма́ш
821,gefrieren::V,reviñ,ияҥа́ш
822,tauen::V,diskornañ,шула́ш
823,schmelzen::V,teuziñ,лева́ш
824,trocknen::V,sec'hañ,кошка́ш
825,sieden::V,berviñ,шола́ш
826,faulen::V,breinañ,шӱя́ш
827,verfaulen::V,breinañ,шӱйы́н шуа́ш
828,reißen::V,darnaouiñ,кӱрла́ш
829,versinken::V,sodellañ,пуре́н кая́ш
830,vergehen::V,tremen,эрте́н кая́ш
831,erscheinen::V,donet war-wel,толы́н лекта́ш
832,verschwinden::V,monet diwar wel,йома́ш
833,sinken::V,en em izelat,пуча́ш
834,abnehmen::V,nebeutaat,пуча́ш
835,zunehmen::V,kreskiñ,шукема́ш
836,steigen::V,sevel,нӧлталта́ш
837,wachsen::V,kreskiñ,кушка́ш
838,glänzen::V,lugernañ,йылгыжа́ш
839,funkeln::V,elieniñ,чолга́ш
840,lärmen::V,rabotat,рӱшка́ш
841,klirren::V,diridignat,чылдыртата́ш
842,klirren::V,sterlinkañ,чылдыртата́ш
843,brausen::V,gwegal,лӱшка́ш
844,rauschen::V,trouzal,лыжга́ш
845,klingen::V,seniñ,йоҥга́ш
846,bellen::V,harzhal,опта́ш
847,heulen::V,yudal,урмыжа́ш
848,blasen::V,c'hwezhañ,пуала́ш
849,pfeifen::V,c'hwitellat,шӱ́шкаш
850,schreien::V,huchal,кычкыра́ш
851,stöhnen::V,hirvoudiñ,йыҥыса́ш
852,zittern::V,krenañ,чытыра́ш
853,leben::V,bevañ,ила́ш
854,geboren werden::V,genel,шоча́ш
855,atmen::V,tennañ e anal,шӱла́ш
856,trinken::V,evañ,йӱа́ш
857,essen::V,debriñ,кочка́ш
858,schlucken::V,lonkañ,нела́ш
859,müde werden::V,skuizhañ,ноя́ш
860,einschlafen::V,menel kousket,мале́н колта́ш
861,schlafen::V,kousket,мала́ш
862,aufwachen::V,dihuniñ,помыжалта́ш
863,aufstehen::V,sevel,кынела́ш
864,sich erholen::V,diskuizhañ,кана́ш
865,krank werden::V,klañviñ,черлане́н воза́ш
866,krank sein::V,bezañ klañv,черлане́н кия́ш
867,schmerzen::V,skourjezañ,коршта́ш
868,husten::V,pasaat,кокыра́ш
869,husten::V,peudal,кокыра́ш
870,genesen::V,pareañ,тӱрла́ш
871,genesen::V,pareañ,тазаҥа́ш
872,sterben::V,mervel,кола́ш
873,umkommen::V,perisañ,вуй йома́ш
874,sich bewegen::V,bouljal,кошта́ш
875,sich rühren::V,fiñval,тарвана́ш
876,sich erheben::V,sevel,кынела́ш
877,sich setzen::V,azezañ,шинча́ш
878,sich setzen::V,mont en e goazez,шинча́ш
879,hinfallen::V,kouezhañ,йӧрла́ш
880,laufen::V,redek,кошта́ш
881,schreiten::V,kerzhet,ошкыла́ш
882,spazierengehen::V,pourmen,гуля́яш
883,eilen::V,hastañ,вашка́ш
884,sich beeilen::V,hastañ,вашкешта́ш
885,sausen::V,karzhañ,юлтка́ш
886,rennen::V,redek,куржтала́ш
887,springen::V,lammat,тӧршта́ш
888,klettern::V,krimpat,кӱза́ш
889,schaukeln::V,brañsellat,лӱҥгалта́ш
890,kriechen::V,skrampañ,нушка́ш
891,schwimmen::V,neuial,ия́ш
892,tauchen::V,splujañ,шуҥгалта́ш
893,rudern::V,roeñvat,удыра́ш
894,fahren::V,kas,кудала́ш
895,fahren::V,bleniañ,кудала́ш
896,fliegen::V,nijal,чоҥешта́ш
897,gehen::V,mont,кая́ш
898,weggehen::V,mont kuit,кораҥа́ш
899,abfahren::V,mont kuit,лекта́ш
900,anhalten::V,chom a-sav,чарна́ш
901,hineingehen::V,monet e-barzh,пура́ш
902,eintreten::V,monet e-barzh,пура́ш
903,kommen::V,dont,тола́ш
904,ankommen::V,erruout,шуа́ш
905,zurückkommen::V,addonet,пӧртыла́ш
906,bleiben::V,chom,кода́ш
907,warten::V,gortoz,вуча́ш
908,erwarten::V,gortoz,вуча́ш
909,suchen::V,klask,кычала́ш
910,finden::V,kavout,муа́ш
911,versuchen::V,klask,толаша́ш
912,vorbereiten::V,aozañ,ямдыла́ш
913,lieben::V,karout,йӧрата́ш
914,mögen::V,karout,йӧрата́ш
915,lachen::V,c'hoarzin,воштыла́ш
916,rühren::V,tenerañ,ку́мыл тарвата́ш
917,weinen::V,gouelañ,шорта́ш
918,schimpfen::V,krozal,каргаша́ш
919,sich ärgern::V,fachañ,сыра́ш
920,sich ärgern::V,en em fachañ,сыра́ш
921,fliehen::V,tec'het,куржа́ш
922,flüchten::V,tuzañ,куржа́ш
923,sehen::V,gwelet,ужа́ш
924,anschauen::V,sellout ouzh,онча́ш
925,ansehen::V,sellout ouzh,эскера́ш
926,hören::V,klevet,кола́ш
927,zuhören::V,selaou,колышта́ш
928,probieren::V,blasa,тамла́ш
929,riechen::V,klevet,ӱпшынча́ш
930,fühlen::V,santout,шижа́ш
931,scheinen::V,diskouez bezañ,чуча́ш
932,zu sehen sein::V,bezañ gwelus,коя́ш
933,vernehmen::V,merzhañ,кола́ш
934,frieren::V,anoued,кылма́ш
935,tun::V,ober,ышта́ш
936,können::V,gouzout,мошта́ш
937,wollen::V,fellout da,тӱна́ш
938,wollen::V,kaout c'hoant da,тӱна́ш
939,anfangen::V,kregiñ,тӱҥала́ш
940,beenden::V,achuiñ,пытара́ш
941,aufhören::V,paouez,чарна́ш
942,öffnen::V,digeriñ,поча́ш
943,schließen::V,serriñ,петыра́ш
944,stellen::V,lakaat,шында́ш
945,setzen::V,lakaat,шында́ш
946,legen::V,lakaat,опта́ш
947,legen::V,lakaat,пышта́ш
948,berühren::V,touch,тӱка́ш
949,verbinden::V,eren,пида́ш
950,bedecken::V,goloiñ,леведа́ш
951,aufhängen::V,istribilhañ,сака́ш
952,anzünden::V,alumiñ,чӱкта́ш
953,anzünden::V,c'hwezzañ,чӱкта́ш
954,aufheben::V,dastum,нӧлтала́ш
955,zurücklassen::V,lezel,кода́ш
956,verlieren::V,koll,йомдара́ш
957,fallen lassen::V,laoskel,воза́ш
958,fallen lassen::V,lezel da gouezhel,воза́ш
959,machen::V,ober,ышта́ш
960,herstellen::V,fardañ,ямдыла́ш
961,bauen::V,sevel,чоҥа́ш
962,reparieren::V,adaozañ,ачала́ш
963,verbessern::V,gwellaat,саемда́ш
964,ändern::V,cheñch,весемда́ш
965,graben::V,kleuzañ,кӱнча́ш
966,beugen::V,plegañ,пӱгырта́ш
967,biegen::V,krommañ,лывырта́ш
968,drehen::V,treiñ,пӱтыра́ш
969,wenden::V,treiñ,ирала́ш
970,umdrehen::V,treiñ,савырала́ш
971,heben::V,sevel,нӧлта́ш
972,hochheben::V,sevel,нӧлта́ш
973,ergreifen::V,kemer,руалта́ш
974,halten::V,dalc'hen,куча́ш
975,drücken::V,bountañ,иша́ш
976,drücken::V,bountañ,темда́ш
977,schieben::V,poulzañ,шӱкала́ш
978,kratzen::V,skrabat,удыра́ш
979,lecken::V,lipat,нула́ш
980,beißen::V,kregiñ,пура́ш
981,abreißen::V,diframmañ,кӱрла́ш
982,abschneiden::V,troc'hañ,пӱчка́ш
983,binden::V,stagañ,кылда́ш
984,stecken::V,sankañ,шуралта́ш
985,brechen::V,darnaouiñ,тодышта́ш
986,klopfen::V,skoiñ,кыра́ш
987,hauen::V,dornañ,тӱя́ш
988,kleben::V,pegañ,клеитла́ш
989,reiben::V,taravat,йыга́ш
990,reiben::V,taravat,туржала́ш
991,reiben::V,trekiñ,йыга́ш
992,reiben::V,trekiñ,туржала́ш
993,streichen::V,toazañ,шӱра́ш
994,schleifen::V,lemmañ,шума́ш
995,schleifen::V,lemmañ,яна́ш
996,schneiden::V,troc'hañ,пӱчка́ш
997,rütteln::V,tordorosañ,рӱза́ш
998,schütteln::V,hejañ,почка́ш
999,schütten::V,diskargañ,опта́ш
1000,füllen::V,kargañ,тема́ш
1001,einwickeln::V,gronnañ,вӱдыла́ш
1002,tragen::V,dougen,нумала́ш
1003,schleppen::V,stlejal,шӱдыра́ш
1004,ziehen::V,sachañ,шупша́ш
1005,aufbewahren::V,miret,арала́ш
1006,werfen::V,teuler,шуа́ш
1007,werfen::V,teuler,кышка́ш
1008,fangen::V,tapañ,куча́ш
1009,packen::V,krapat,руалта́ш
1010,verstecken::V,kuzhat,тоя́ш
1011,teilen::V,rannañ,пӧла́ш
1012,schicken::V,kas,колта́ш
1013,bringen::V,degas,конда́ш
1014,hinzufügen::V,lakat ouzhpenn,ешара́ш
1015,bekommen::V,kaout,нала́ш
1016,erhalten::V,kaout,нала́ш
1017,nehmen::V,kemer,нала́ш
1018,wählen::V,choaz,сайла́ш
1019,auswählen::V,dibab,таҥгла́ш
1020,bewahren::V,mirout,сакла́ш
1021,behindern::V,diaezañ,чаракла́ш
1022,verderben::V,lovrañ,пужа́ш
1023,beschädigen::V,gwallegañ,пужа́ш
1024,zerbrechen::V,torriñ,пудырта́ш
1025,zerreißen::V,diroegiñ,кӱрла́ш
1026,zerstören::V,distrujañ,шалата́ш
1027,verbrennen::V,deviñ,йӱлата́ш
1028,geben::V,reiñ,пуа́ш
1029,schenken::V,donezonañ,пӧлекла́ш
1030,versprechen::V,prometiñ,сӧра́ш
1031,wünschen::V,hetiñ,тылана́ш
1032,loben::V,feurmiñ,мокта́ш
1033,küssen::V,pokat,шупшала́ш
1034,wiegen::V,pouezañ,рӱпша́ш
1035,zudecken::V,goloiñ,леведа́ш
1036,wecken::V,dihuniñ,помыжалтара́ш
1037,zeigen::V,diskouez,ончыкта́ш
1038,führen::V,kas,вӱда́ш
1039,lehren::V,deskiñ,туныкта́ш
1040,unterrichten::V,kelenn,туныкта́ш
1041,leiten::V,bleinañ,вӱда́ш
1042,leiten::V,bleinañ,вуйлата́ш
1043,antreiben::V,poulzañ,поктыла́ш
1044,lassen::V,leuskel,-та́ш
1045,einladen::V,pediñ,ӱжа́ш
1046,vereinigen::V,unisañ,иктешла́ш
1047,besuchen::V,gweladenniñ,то́лын кая́ш
1048,treffen::V,kejal,вашлия́ш
1049,treffen::V,ankontrañ,вашлия́ш
1050,sich versammeln::V,bodennañ,погына́ш
1051,sich versammeln::V,bodennañ,чумырга́ш
1052,spielen::V,c'hoari,мода́ш
1053,singen::V,kanañ,мура́ш
1054,tanzen::V,dañsal,кушта́ш
1055,sich trennen::V,dispartiañ,ойырла́ш
1056,verlassen::V,lezel,кудалта́ш
1057,retten::V,saveteiñ,утара́ш
1058,bewachen::V,mesa,орола́ш
1059,schützen::V,diwall,арала́ш
1060,verteidigen::V,difenn,арала́ш
1061,sich schlagen::V,lopañ,кредала́ш
1062,siegen::V,trec'hiñ,сеҥа́ш
1063,ärgern::V,hegasiñ,сырыкта́ш
1064,schlagen::V,skeiñ,пера́ш
1065,treten::V,botaouiñ,тошка́ш
1066,stechen::V,pikat,кера́ш
1067,stoßen::V,stokañ,шӱкала́ш
1068,stehlen::V,laerezh,шолышта́ш
1069,stören::V,direnkañ,мешая́ш
1070,belästigen::V,dregasiñ,толаштара́ш
1071,verbergen::V,skoachañ,шылта́ш
1072,täuschen::V,tromplañ,ондала́ш
1073,betrügen::V,lorbañ,ондала́ш
1074,töten::V,lazhañ,пушта́ш
1075,wohnen::V,bezañ o chom,ила́ш
1076,arbeiten::V,labourat,пашалана́ш
1077,arbeiten::V,labourat,паша́м ышта́ш
1078,sammeln::V,dastum,пога́ш
1079,pflücken::V,kuntuilhañ,кӱра́ш
1080,jagen::V,chaseal,сонарла́ш
1081,fischen::V,pesketa,кол куча́ш
1082,fassen::V,pakañ,куча́ш
1083,hüten::V,geota,кӱта́ш
1084,anbinden::V,stagañ,йолышта́ш
1085,füttern::V,boueta,пукша́ш
1086,melken::V,goro,лӱшта́ш
1087,hacken::V,difrakal,руа́ш
1088,gießen::V,dourañ,шава́ш
1089,reifen::V,azviñ,кӱа́ш
1090,zubereiten::V,keginañ,ямдыла́ш
1091,kochen::V,poazhañ,шолта́ш
1092,backen::V,fritañ,кӱкташ
1093,braten::V,rostañ,пуштыла́ш
1094,braten::V,rostañ,жаритла́ш
1095,stricken::V,stammañ,пида́ш
1096,nähen::V,gwriat,урга́ш
1097,färben::V,livañ,чиялта́ш
1098,reinigen::V,naetañ,эрыкта́ш
1099,waschen::V,gwalc'hiñ,мушка́ш
1100,abwischen::V,torchañ,ӱшта́ш
1101,spülen::V,disgwalc'hiñ,шӱалта́ш
1102,fegen::V,skubañ,ӱшта́ш
1103,kehren::V,skubañ,ӱшта́ш
1104,baden::V,kouronkañ,йӱштыла́ш
1105,sich waschen::V,en em walc'hiñ,мушкылта́ш
1106,sich anziehen::V,gwiskañ,чия́ш
1107,kämmen::V,kribat,шера́ш
1108,schmücken::V,kinklañ,тӱзата́ш
1109,schmücken::V,kinklañ,чеверта́ш
1110,sagen::V,larêt,ойла́ш
1111,sagen::V,larêt,каласа́ш
1112,sagen::V,lavaret,ойла́ш
1113,sagen::V,lavaret,каласа́ш
1114,sprechen::V,komz,кутыра́ш
1115,reden::V,kaozeal,мутлана́ш
1116,sich unterhalten::V,balbotal,кутыра́ш
1117,fragen::V,goulenn,йода́ш
1118,bitten::V,goulenn,йода́ш
1119,erzählen::V,kontañ,ойла́ш
1120,mitteilen::V,kemenn,увертара́ш
1121,nennen::V,anviñ,лӱмда́ш
1122,rufen::V,gelver,ӱжа́ш
1123,prahlen::V,fougeal,моктана́ш
1124,übersetzen::V,treiñ,кусара́ш
1125,denken::V,soñjal,шона́ш
1126,glauben::V,krediñ,ӱшана́ш
1127,bemerken::V,apresevañ,шижа́ш
1128,erkennen::V,anavout,пала́ш
1129,begreifen::V,meizañ,ыҥла́ш
1130,verstehen::V,kompren,умыла́ш
1131,lernen::V,deskiñ,тунема́ш
1132,wissen::V,gouzout,шинча́ш
1133,sich erinnern an::V,kaout soñj e,шарна́ш
1134,vergessen::V,ankouaat,монда́ш
1135,messen::V,muzuliañ,виса́ш
1136,zählen::V,kontañ,шотла́ш
1137,rechnen::V,jedañ,шотла́ш
1138,lesen::V,lenn,луда́ш
1139,malen::V,livañ,сӱретла́ш
1140,zeichnen::V,tresañ,сӱретла́ш
1141,schreiben::V,skrivañ,воза́ш
1142,besitzen::V,kaout,лия́ш
1143,kaufen::V,prenañ,нала́ш
1144,verkaufen::V,gwerzhañ,ужала́ш
1145,bezahlen::V,paeañ,тӱла́ш
1146,zahlen::V,paeañ,тӱла́ш
1147,beherrschen::V,mestroniañ,куча́ш
1148,ertragen::V,anduriñ,турка́ш
1149,Grube::N,,выне́м
1150,Spur::N,,кыша́
1151,Lehm::N,,шун
1152,Laut::N,,йӱк
1153,Winkel::N,,лук
1154,Lagerfeuer::N,,туло́то
1155,vergebens::ADV,,ара́м
1156,untergehen[Sonne]::V,,шинча́ш
1157,läuten::V,,мура́ш
1158,klingeln::V,,йыҥгырта́ш
1159,sich fürchten::V,,лӱда́ш
1160,fürchten::V,,лӱда́ш
1161,gelingen::V,,сай лекта́ш
1162,geraten::V,,лекта́ш
1163,schwenken::V,,рӱза́ш
1164,reichen::V,,пуа́ш
1165,aufziehen::V,,орышта́ш
1166,schießen::V,,лӱя́ш
1167,treiben::V,,покта́ш
1168,umrühren::V,,луга́ш
1169,ausziehen::V,,кудаша́ш
1170,anziehen::V,,чия́ш
