,Concept_ID,bn,myv
128,Rinde::N,বল্কল,суд
129,Rinde::N,বল্কল,керь
130,Ast::N,শাখা,морго
131,Zweig::N,ডাল,тарад
132,Blatt::N,পর্ণ,лопа
133,Birke::N,ভুর্জ,килей
134,Kiefer[Baum]::N,পাইন গাছ,пиче
135,Weide[Baum]::N,উইলো,каль
136,Tanne::N,দেবদারূ গাছ,куз
137,Horn::N,শিং,сюро
138,Feder::N,পালক,толга
139,Fell::N,রোম,пона
140,Flügel::N,ডানা,сёлмо
141,Klaue::N,নখর,кенже
142,Kralle::N,নখর,кенже
143,Schwanz::N,লেজ,пуло
144,Ei::N,ডিম,ал
145,Nest::N,কুলায়,пизэ
146,Bau::N,ডেরা,варя
147,Bau::N,ডেরা,пизе
148,Tier::N,জন্তু,ракша
149,Herde::N,ঝাঁক,стада
150,Kuh::N,গোরু,скал
151,Bulle::N,বৃষ,бука
152,Pferd::N,ঘোড়া,лишме
153,Schaf::N,ভেড়া,реве
154,Schwein::N,শূকর,туво
155,Hund::N,কুকুর,пине
156,Hund::N,কুকুর,киска
157,Katze::N,বেড়াল,псака
158,Bär::N,ভল্লুক,овто
159,Eichhörnchen::N,কাঠবিড়াল,ур
160,Elch::N,হরিণবিশেষ,сярдо
161,Fuchs::N,পাঁতিশিয়াল,ривезь
162,Hase::N,শশক,нумоло
163,Maus::N,নেংটি ইঁদুর,чеерь
164,Wolf::N,নেকড়ে,верьгиз
165,Vogel::N,পক্ষী,нармунь
166,Schwarm::N,ঝাঁক,полк
167,Schwarm::N,ঝাঁক,стада
168,Huhn::N,মোরগ,сараз
169,Hahn::N,কুক্কুট,атякш
170,Gans::N,হংসী,гала
171,Gans::N,হংসী,мацей
172,Adler::N,ইগল,куцькан
173,Adler::N,ইগল,тумоатякш
174,Ente::N,হংসী,яксярго
175,Eule::N,পেচক,корж
176,Kranich::N,সারস,карго
177,Krähe::N,কাক,варака
178,Kuckuck::N,কোকিল,куко
179,Schwan::N,মরাল,локсей
180,Fisch::N,মাছ,кал
181,Barsch::N,মৎন্যবিশেষ,окунь
182,Hecht::N,বানমাছ,щука
183,Schlange[Tier]::N,সর্প,гуй
184,Wurm::N,কীট,сукс
185,Spinne::N,মাকড়সা,шанжав
186,Ameise::N,পিপীলিকা,коткудав
187,Laus::N,উকুন,сий
188,Mücke::N,মশা,сеське
189,Fliege::N,মাছি,карво
190,Schmetterling::N,প্রজাপতি,нимиляв
191,Beere::N,বেরি,умарь
192,Apfel::N,আপেল,умарь
193,Pilz::N,ছত্রক,панго
194,Zwiebel::N,পিয়াজ,чурька
195,Saat::N,বীজ,видьметь
196,Korn::N,শস্য,сюро
197,Heu::N,খড়,тикше
198,Schale::N,খোসা,кедь
199,Schale::N,খোসা,ваткавкс
200,Grube::N,গর্ত,латко
201,Falle::N,ফাঁদ,тувор
202,Falle::N,ফাঁদ,кундамка
203,Schlinge::N,পাশ,килькш
204,Spur::N,চিহ্ন,челькс
205,Spur::N,চিহ্ন,пильгеки
206,Asche::N,ভস্ম,кулов
207,Dreck::N,ময়লা,рудаз
208,Eisen::N,লোহা,кшни
209,Gold::N,স্বর্ণ,сырне
210,Silber::N,রৌপ্য,сия
211,Kohle::N,অঙ্গার,сэдь
212,Kohle::N,অঙ্গার,уголия
213,Glas::N,কাচ,сулика
214,Lehm::N,মৃত্তিকা,сёвонь
215,Sand::N,বালি,човар
216,Mensch::N,নর,ломань
217,Mensch::N,মানুষ,ломань
218,Mann::N,মানুষ,аля
219,Mann::N,মানুষ,цёраломань
220,Frau::N,নারী,ава
221,Kind::N,বাচ্চা,эйкакш
222,Junge::N,ছেলে,цёрыне
223,Mädchen::N,মেয়ে,тейтерне
224,Familie::N,পরিবার,семия
225,Großvater::N,মাতামহ,покштя
226,Großmutter::N,মাতামহী,баба
227,Eltern::N,মাতাপিতা,тетят-ават
228,Vater::N,পিতা,тетя
229,Mutter::N,মাতা,ава
230,Sohn::N,ছেলে,цёра
231,Tochter::N,মেয়ে,тейтерь
232,Bruder::N,দাদা,леля
233,Bruder::N,দাদা,ялакс
234,Schwester::N,বোন,сазор
235,Schwester::N,দিদি,сазор
236,Onkel::N,মামা,леля
237,Tante::N,মাসী,патя
238,Ehemann::N,স্বামী,мирде
239,Ehefrau::N,পত্নী,ни
240,Freude::N,উল্লাস,кеняркс
241,Gelächter::N,হাসি,ракамо
242,Gelächter::N,হাসি,пейдема
243,Glück::N,সুখ,уцяска
244,Kummer::N,দুঃখ,рискс
245,Kummer::N,দুঃখ,мелявкс
246,Wunsch::N,আকাঙ্ক্ষা,мель
247,Wunsch::N,আকাঙ্ক্ষা,бажамо
248,Lust::N,বাসনা,бажамо
249,Geist::N,আত্না,ойме
250,Gedanke::N,চিন্তা,мель
251,Gedächtnis::N,স্মরণশক্তি,мель
252,Verstand::N,মন,прев
253,Sinn::N,পদার্থ,толк
254,Sinn::N,পদার্থ,смысла
255,Grund::N,কারণ,тувтал
256,Wahrheit::N,সত্য,видечи
257,Gespräch::N,কথাবার্তা,кортнема
258,Märchen::N,রূপকথা,ёвкс
259,Erzählung::N,গল্প,ёвтнема
260,Nachricht::N,তথ্য,куля
261,Neuigkeit::N,খবরাখবর,куля
262,Name::N,নাম,лем
263,Rätsel::N,ধাঁধা,содамоёвкс
264,Rede::N,বক্তৃতা,кортамо
265,Sprache::N,ভাষা,кель
266,Stimme::N,স্বর,ваигель
267,Wort::N,শব্দ,вал
268,Zeichen::N,প্রতীক,теште
269,Ruf::N,ডাক,тердема
270,Lärm::N,হৈচৈ,шалнома
271,Laut::N,ধ্বনি,вайгель
272,Ton::N,স্বর,гайнема
273,Lied::N,গান,моро
274,Ruhe::N,শান্তি,оймамо
275,Leute::N,প্রজাপুঞ্জ,ломанть
276,Volk::N,জাতি,народ
277,Arbeit::N,চাকরি,тев
278,Gast::N,অতিথি,инже
279,Geschenk::N,উপহার,казне
280,Spiel::N,খেলা,налксема
281,Gesellschaft::N,সঙ্গিগণ,община
282,Hilfe::N,সাহায্য,лездамо
283,Freund::N,বন্ধু,оя
284,Freund::N,বন্ধু,ялга
285,Kamerad::N,সঙ্গী,оя
286,Kamerad::N,সঙ্গী,ялга
287,Angelegenheit::N,বিষয়,тев
288,Anzahl::N,পরিমাণ,ламоксчи
289,Art::N,রকম,вид
290,Stück::N,টুকরো,пакш
291,Stück::N,টুকরো,пелькс
292,Teil::N,অংশ,часть
293,Teil::N,অংশ,пелькс
294,Hälfte::N,অর্ধেক,пель
295,Hälfte::N,অর্ধেক,пелькс
296,Kreis::N,বৃত্ত,кирькс
297,Kreuz::N,ক্রুশ,крёст
298,Linie::N,রেখা,кикс
299,Strich::N,কষি,межа
300,Abstand::N,ফাঁক,ютко
301,Entfernung::N,ব্যবধান,ютко
302,Gegend::N,ক্ষেত্র,тарка
303,Gegend::N,ক্ষেত্র,пертьпелькс
304,Platz::N,জায়গা,васолкс
305,Ort::N,স্থান,тарка
306,Seite::N,পার্শ্ব,ён
307,Seite::N,পার্শ্ব,чире
308,Mitte::N,মধ্য,куншка
309,Gegenstand::N,জিনিস,предмет
310,Sache::N,বস্তু,тев
311,Sache::N,বস্তু,веща
312,Rand::N,কানা,пе
313,Rand::N,কানা,чире
314,Kante::N,ধার,ирдез
315,Ecke::N,কোণ,ужо
316,Spitze::N,ডগা,пряне
317,Spitze::N,ডগা,пе
318,Ende::N,প্রান্ত,пе
319,Loch::N,গর্ত,варя
320,Winkel::N,কোণ,ужо
321,Muster::N,নমুন্,сёрма
322,Größe::N,আয়তন,сэрь
323,Größe::N,আয়তন,покшолма
324,Länge::N,দৈর্ঘ্য,кувалмо
325,Höhe::N,উচ্চতা,сэрь
326,Höhe::N,উচ্চতা,пандо
327,Gewicht::N,ওজন,сталмо
328,Menge::N,পরিমাণ,лововкс
329,Haufen::N,পুঞ্জ,мар
330,Haufen::N,পুঞ্জ,валявкс
331,Reihe::N,শ্রেণী,ряд
332,Boot::N,নৌকা,венч
333,Ruder::N,দাঁড়,милё
334,Schlitten::N,স্নেজ্-গাড়ি,нурдт
335,Ski::N,শী,сокс
336,Lagerfeuer::N,অগ্নি,толбандя
337,Last::N,বোঝা,сталмо
338,Last::N,বোঝা,кандома
339,Gang::N,হণ্টন,молема
340,Gang::N,হণ্টন,якамо
341,Schritt::N,পদ,эскелькс
342,Norden::N,উত্তরদিক্,якшамо ёнкс
343,Süden::N,দক্ষিণদিক,лембе ёнкс
344,Westen::N,পশ্চিমদিক্,чивалгома
345,Osten::N,পূর্বদিক,чилисема
346,Holz::N,কাঠ,чувто
347,Brett::N,তক্তা,лаз
348,Platte::N,ফলক,плита
349,Stütze::N,নাগদণ্ড,неже
350,Stange::N,দণ্ড,олга
351,Stock::N,ছড়ি,мандо
352,Stab::N,যষ্টি,олога
353,Rohr::N,নল,турба
354,Haus::N,ঘর,кудо
355,Heim::N,বাসা,кудо
356,Ofen::N,স্টোভ্,каштомо
357,Fußboden::N,গহতল,киякс
358,Tisch::N,মেজ,столь
359,Tisch::N,টেবিল,столь
360,Stuhl::N,চেয়ার,стул
361,Stuhl::N,কেদারা,стул
362,Wiege::N,দোলনা,лавсь
363,Wiege::N,দোলনা,нурямот
364,Bett::N,শয্যা,ацамо
365,Regal::N,তাক,лався
366,Regal::N,তাক,лавсяланго
367,Kiste::N,বাক্স,горобия
368,Kiste::N,বাক্স,сундук
369,Fenster::N,জানালা,вальма
370,Tür::N,দ্বার,кенкш
371,Tor::N,দ্বার,ортат
372,Zaun::N,বেড়া,пирявт
373,Zaun::N,বেড়া,пирвякс
374,Dach::N,ছাদ,кудопря
375,Leiter::N,মই,кузтема
376,Besen::N,গুল্মবিশেষ,тенсть
377,Spaten::N,কোদাল,койме
378,Schaufel::N,বেলচা,кече
379,Schaufel::N,বেলচা,келей койме
380,Gabel::N,কাঁটা,сянгине
381,Löffel::N,চামচ,пенч
382,Messer::N,ছুরি,пеель
383,Nagel::N,পেরেক,эске
384,Netz::N,জাল,алтыма
385,Haken::N,কাচি,кечказ
386,Griff::N,হাতল,кедне
387,Schloss::N,তালা,замок
388,Schloss::N,তালা,панжома
389,Bild::N,ছবি,картина
390,Bild::N,চিত্র,картина
391,Figur::N,আকার,рунго
392,Puppe::N,পুতুল,няка
393,Beutel::N,বটুয়া,кескав
394,Bündel::N,আঁটি,керькс
395,Tasche::N,থলি,юдма
396,Eimer::N,বাল্তি,ведра
397,Deckel::N,আবরণ,велькс
398,Geschirr::N,থালা-বাসন,кедьге
399,Sack::N,বস্তা,кескав
400,Tasse::N,কাপ,чакш
401,Topf::N,পাত্র,кастрюля
402,Kessel::N,কেটলি,котёл
403,Essen::N,আহার,ярсамо
404,Nahrung::N,খাদ্য,ярсамопель
405,Speise::N,খাদ্য,ярсамопель
406,Fleisch::N,মাংস,сывель
407,Getreide::N,শস্য,сюро
408,Brei::N,মণ্ড,каша
409,Brot::N,রুটি,кши
410,Scheibe::N,ফালি,кочом
411,Scheibe::N,ফালি,сускомо
412,Fett::N,মেদ,куя
413,Butter::N,মাখন,ой
414,Öl::N,তৈল,ой
415,Salz::N,নুন,сал
416,Suppe::N,শুরুয়া,ям
417,Honig::N,মধু,медь
418,Milch::N,দুধ,ловсо
419,Tee::N,চা,чай
420,Leder::N,পাকা চামড়া,киське
421,Wolle::N,পশম,пона
422,Stoff::N,বস্ত্র,коцт
423,Nadel::N,সুচ,салмукс
424,Faden::N,সূত্র,суре
425,Knopf::N,বোতাম,пов
426,Knoten::N,গিঁট,сюлмо
427,Farbe::N,রং,артомапель
428,Kleidung::N,কাপড়,оршамот
429,Hemd::N,শার্ট,панар
430,Kragen::N,গলবন্ধ,сиве
431,Ärmel::N,আস্তিন্,ожа
432,Hose::N,ট্রাউজার,понкст
433,Gürtel::N,কটিবন্ধ,каркс
434,Mütze::N,টুপি,чапка
435,Schuh::N,জুতো,туфля
436,Stiefel::N,বুট,кем
437,Ring::N,আংটি,суркс
438,Band::N,ফিতা,лента
439,Kamm::N,চিরুনি,сурсеме
440,Spiegel::N,আয়না,чавачамо
441,Riemen::N,চাবুক,кшнань каркс
442,Schnur::N,দড়ি,пикс
443,Leine::N,শিকল,ведьме
444,Decke::N,কম্বল,вельтямо
445,Kissen::N,উপাধান,тодов
446,Tuch::N,বস্ত্র,паця
447,Handtuch::N,তোয়ালে,нардамо
448,Kraft::N,জোর,вий
449,Stärke::N,শক্তি,виевчи
450,Gesundheit::N,স্বাস্থ্য,шумбрачи
451,Krankheit::N,অসুখ,орма
452,Krankheit::N,অসুখ,сэредема
453,Krankheit::N,ব্যামো,орма
454,Krankheit::N,ব্যামো,сэредема
455,Schmerz::N,যন্ত্রণা,сэредькс
456,Wunde::N,ক্ষত,керявкс
457,Fieber::N,জ্বর,маштыкс
458,Arznei::N,ঔষধ,ормаменькс
459,Brücke::N,সেতু,сэдь
460,Brücke::N,সেতু,мадамо
461,Brunnen::N,কূপ,лисьма
462,Weide::N,পশুচারণভূমি,ракшань ванома тарка
463,Pfad::N,পথ,ян
464,Weg::N,পথ,ки
465,Straße::N,রাস্তা,ки
466,Dorf::N,গ্রাম,веле
467,Stadt::N,শহর,ош
468,Brief::N,চিঠি,сёрма
469,Buch::N,বই,книга
470,Buchstabe::N,অক্ষর,буква
471,Zeitung::N,সংবাদপত্র,газета
472,Leben::N,জীবন,эрямо
473,Tod::N,মৃত্যু,кулома
474,Grab::N,কবর,калмо
475,Kirche::N,গির্জা,церькова
476,Sünde::N,পাপ,чумочи
477,Gott::N,দেবতা,паз
478,Arbeiter::N,শ্রমিক,робочей
479,Chef::N,নেতা,прявт
480,Meister::N,ব্যক্তি,кол тевень тенця
481,Arzt::N,চিকিৎসক,врач
482,Lehrer::N,অধ্যাপক,учитель
483,Lehrer::N,অধ্যাপক,тонавтыця
484,Geld::N,মুদ্রা,ярмак
485,Geld::N,টাকাপয়সা,ярмак
486,Geschäft::N,ব্যস্ততা,ладязь тев
487,Laden::N,দোকান,лавка
488,Preis::N,মূল্য,питне
489,Ware::N,পণ্যদ্রব্য,миевкс
490,Ware::N,পণ্যদ্রব্য,рамавкс
491,Nutzen::N,সুবিধা,паро
492,Nutzen::N,সুবিধা,лезэ
493,Reichtum::N,ধনদৌলত,сюпавчи
494,Welt::N,জগৎ,мир
495,Welt::N,জগৎ,мастор ланго
496,Land::N,খেত,мастор
497,Staat::N,রাষ্ট্র,государства
498,König::N,রাজা,король
499,Macht::N,প্রভাব,азорксчи
500,Grenze::N,সীমা,буен тешкс
501,Krieg::N,যুদ্ধ,война
502,Feind::N,শত্রু,душман
503,Gewalt::N,জোর,нарьгамо
504,Kampf::N,লড়াই,тюрема
505,Bogen[Waffe]::N,ধনুক,нал
506,Pfeil::N,বাণ,нал
507,Gewehr::N,বন্দুক,ружия
508,Gewehr::N,বন্দুক,винтовка
509,Fehler::N,ভুল,ильведькс
510,Fehler::N,ভুল,ильведевкс
511,Lüge::N,মিথ্যা,манчема
512,Lüge::N,মিথ্যা,кенгелема
513,Schaden::N,ক্ষতি,зыян
514,Unglück::N,দুর্ভাগ্য,зыян
515,Schuld::N,অপরাধ,чумочи
516,Alter::N,আয়ু,шка
517,Schluss::N,শেষ,пе
518,Zeit::N,সময়,шка
519,Zeit::N,সময়,пинге
520,Tag::N,দিন,чи
521,Morgen::N,সকাল,валске
522,Mittag::N,মধ্যাহু,чикуншка
523,Abend::N,সন্ধ্যা,чокшнэ
524,Nacht::N,রাত্রি,ве
525,Woche::N,সপ্তাহ,недля
526,Monat::N,মাস,ков
527,Jahr::N,সৌরবর্ষ,ие
528,Frühling::N,বসন্তকাল,тундо
529,Sommer::N,গ্রীষ্মকাল,кизэ
530,Herbst::N,শরংঋতু,сёксь
531,Winter::N,শীতকাল,теле
532,Januar::N,জানুয়ারী,якшамков
533,Februar::N,ফেব্রুয়ারী,февраль
534,März::N,মার্চ,март
535,April::N,এপ্রিল,апрель
536,Mai::N,মে,май
537,Juni::N,জুন,июнь
538,Juli::N,জুলাই,июль
539,August::N,অগাস্ট,август
540,September::N,সেপ্টেম্বর,сентября
541,Oktober::N,অক্টোবর,октября
542,November::N,নভেম্বর,ноября
543,Dezember::N,ডিসেম্বর,декабря
544,Montag::N,সোমবার,пондельник
545,Dienstag::N,মঙ্গলবার,овторник
546,Mittwoch::N,বুধবার,серёда
547,Donnerstag::N,বৃহম্পতিবার,цетьверьг
548,Freitag::N,শুক্রবার,пеця
549,Samstag::N,শনিবার,субута
550,Samstag::N,শনিবার,шлямочи
551,Sonntag::N,রবিবার,недлячи
552,groß::A,বৃহৎ,ине
553,groß::A,বৃহৎ,покш
554,klein::A,ছোট,вишка
555,lang::A,দীর্ঘ,кувака
556,kurz::A,খর্ব,нурькине
557,kurz::A,হ্রস্ব,нурькине
558,breit::A,চওড়া,келей
559,schmal::A,সরু,теине
560,dicht::A,ঘন,тусто
561,dick[Gegenstand]::A,পুরু,эчке
562,dünn::A,কৃশ,човине
563,fein::A,সূক্ষ্ম,човине
564,fest::A,দৃঢ়,кеме
565,flach::A,সমতল,лапужа
566,glatt::A,মসৃণ,валаня
567,hart::A,শক্ত,калгодо
568,weich::A,নরম,чевте
569,rund::A,গোলাকার,кеверь
570,spitz::A,তীক্ষ্ন,пшти
571,scharf::A,শাণিত,пшти
572,stumpf::A,ভোঁতা,ношка
573,schwer::A,ভারী,стака
574,schön::A,সুন্দর,мазый
575,heiß::A,গরম,пси
576,warm::A,ঈষদুষ্ণ,лембе
577,kalt::A,ঠাণ্ডা,якшамо
578,kühl::A,শীতল,экше
579,frisch::A,তাজা,свежа
580,feucht::A,ভিজা,летьке
581,nass::A,ভিজা,начко
582,trocken::A,শুষ্ক,коське
583,voll::A,পূর্ণ,пешксе
584,leer::A,খালি,чаво
585,offen::A,খোলা,панжадо
586,offen::A,খোলা,виде
587,geschlossen::A,বন্ধ,пекстазь
588,geschlossen::A,বন্ধ,сёлгозь
589,sauber::A,নির্মল,ванькс
590,schmutzig::A,নোংরা,ливезев
591,roh::A,কাঁচা,верек
592,reif::A,পাকা,кенерезь
593,lecker::A,সুস্বাদ,тантей
594,süß::A,মিষ্ট,ламбамо
595,bitter::A,তিক্ত,сэпей
596,sauer::A,টক,чапамо
597,hell::A,উজ্জ্বল,валдо
598,dunkel::A,অন্ধকারময়,чопода
599,schwarz::A,কালো,раужо
600,weiß::A,সাদা,ашо
601,rot::A,লাল,якстере
602,gelb::A,হলদে,ожо
603,blau::A,নীল,сэнь
604,grün::A,সবুজ,пиже
605,grau::A,ছাই-রঙা,шержев
606,bunt::A,রঙিন,сёрмав
607,billig::A,সস্তা,аволь питней
608,teuer::A,আক্রা,питней
609,wertvoll::A,মহার্ঘ,питней
610,blind::A,কানা,сокор
611,taub::A,বধির,амариця
612,kräftig::A,বিশাল,пек виев
613,stark::A,শক্তিশালী,виев
614,schwach::A,দুর্বল,лавшо
615,fett::A,মোটা,куя
616,schlank::A,কৃশ,виде ронга
617,hübsch::A,সুন্দর,мазый
618,böse::A,খারাপ,кежей
619,dumm::A,মূর্খ,чавола
620,dumm::A,মূর্খ,превтеме
621,faul::A,শ্রমবিমুখ,нузякс
622,fleißig::A,পরিশ্রমী,мелень путыця
623,geizig::A,ব্যয়কুণ্ঠ,скупой
624,klug::A,দক্ষ,превей
625,geschickt::A,পটু,маштозь теезь
626,lieb::A,প্রেয়,вадря
627,lustig::A,প্রফুল্ল,весёла
628,sanft::A,নম্র,сэтьме
629,hungrig::A,ক্ষুধার্ত,вачо
630,krank::A,অসুস্থ,сэредиця
631,nackt::A,উলঙ্গ,штапо
632,traurig::A,দুঃখিত,нусманя
633,lebendig::A,জীবিত,эриця
634,gut::A,ভালো,паро
635,schlecht::A,মন্দ,берянь
636,richtig::A,ঠিক,виде
637,schlimm::A,কদর্য,берянь
638,wahr::A,বাস্তব,алкуксонь
639,alt::A,পুরাতন,ташто
640,neu::A,নব,од
641,neu::A,নূতন,од
642,ehemalig::A,পূর্বকালীন,икелень
643,alt[Lebewesen]::A,বৃদ্ধ,сыре
644,jung::A,তরুণ,од
645,arm::A,ক্ষুদ্র,кажов
646,reich::A,ধনবান্,сюпав
647,bekannt::A,সুপরিচিত,содавикс
648,berühmt::A,বিখ্যাত,содавикс
649,fremd::A,বিদেশি,лия
650,fremd::A,বিদেশি,асодавикс
651,verschieden::A,বিসদৃশ,эрьва
652,nah::A,নিকটবতী,а васолонь
653,fern::A,দুরবতী,умонь
654,fern::A,দুরবতী,кезэрень
655,linker::A,বাম,керш
656,rechter::A,ডান,вить
657,rechter::A,ডাইন,вить
658,anderer::A,অন্যতর,лия
659,erster::A,প্রথম,васень
660,erster::A,প্রথম,васенце
661,zweiter::A,দ্বিতীয়,омбоце
662,dritter::A,তৃতীয়,колмоце
663,letzter::A,সর্বশেষ,меельце
664,allein::ADV,একক,башка
665,allein::ADV,একক,ськамонзо
666,auf einmal::ADV,জলদি,вейсэ
667,zusammen::ADV,একসঙ্গে,вейс
668,zusammen::ADV,একসঙ্গে,вейсэ
669,lange::ADV,লম্বা,кувать
670,plötzlich::ADV,হঠাৎ,апак учо
671,sofort::ADV,মুহ্ণর্তমধ্যে,курок
672,sofort::ADV,মুহ্ণর্তমধ্যে,нейке
673,später::ADV,পশ্চাতে,мейле
674,jetzt::ADV,এখন,ней
675,heute::ADV,আজ,течи
676,morgen::ADV,আগামিকাল,ванды
677,bald::ADV,অস্পকালমধ্যে,курок
678,dann::ADV,তখন,мейле
679,dann::ADV,তখন,седе мейле
680,gestern::ADV,গতকাল,исяк
681,einst::ADV,একবার মাত্র,весть
682,einst::ADV,একবার মাত্র,зярдо-бути
683,damals::ADV,তখন,сестэ
684,danach::ADV,পরে,мейле
685,danach::ADV,পরে,седе мейле
686,vorher::ADV,আগে,васняяк
687,zuerst::ADV,আগে,васня
688,einmal::ADV,একবার,весть
689,manchmal::ADV,কখনও কখনও,лиясто
690,oft::ADV,ঘনঘন,сеетьстэ
691,immer::ADV,সর্বদা,свал
692,niemals::ADV,কখলও নহে,а зярдояк
693,hier::ADV,এখানে,тесэ
694,hierhin::ADV,এখানে,тей
695,von hier::ADV,ত্রই স্তান হইতে,тестэ
696,dort::ADV,ওখানে,тосо
697,dorthin::ADV,ওখানে,тов
698,geradeaus::ADV,অগ্রগামী,витьстэ
699,vorwärts::ADV,সন্মুখিকে,икелев
700,rückwärts::ADV,খিরিয়া,мекев
701,zurück::ADV,পিঠ,мекев
702,unten::ADV,নীচে,ало
703,hinab::ADV,নিম্নগামী,алов
704,oben::ADV,উপরে,вере
705,hinauf::ADV,উচ্চতর অংশে,верев
706,überall::ADV,সর্বত্র,эрьва косо
707,nicht::ADV,না,а
708,ein wenig::ADV,অল্প,аламошка
709,kaum::ADV,কষ্টসহকাবে,ансяк
