,Concept_ID,de,nl
100,Wald::N,Wald,bos
101,Hügel::N,Hügel,heuvel
102,Anhöhe::N,Anhöhe,hoogte
103,Berg::N,Berg,berg
104,Gipfel::N,Gipfel,top
105,Höhle::N,Höhle,hol
106,Abhang::N,Abhang,helling
107,Quelle::N,Quelle,bron
108,Bach::N,Bach,beek
109,Fluss::N,Fluss,stroom
110,Ufer::N,Ufer,wal
111,Ufer::N,Ufer,oever
112,Küste::N,Küste,kust
113,Festland::N,Festland,vasteland
114,Meer::N,Meer,zee
115,Bucht::N,Bucht,baai
116,Bucht::N,Bucht,inham
117,Insel::N,Insel,eiland
118,Blume::N,Blume,bloem
119,Gras::N,Gras,gras
120,Wurzel::N,Wurzel,wortel
121,Baum::N,Baum,boom
122,Stamm::N,Stamm,stam
123,Rinde::N,Rinde,schors
124,Ast::N,Ast,tak
125,Zweig::N,Zweig,twijg
126,Blatt::N,Blatt,blad
127,Birke::N,Birke,berk
128,Kiefer[Baum]::N,Kiefer,den
129,Weide[Baum]::N,Weide,wilg
130,Tanne::N,Tanne,spar
131,Horn::N,Horn,hoorn
132,Feder::N,Feder,veer
133,Feder::N,Feder,pluim
134,Fell::N,Fell,vel
135,Flügel::N,Flügel,vleugel
136,Klaue::N,Klaue,klauw
137,Kralle::N,Kralle,klauw
138,Schwanz::N,Schwanz,staart
139,Ei::N,Ei,ei
140,Nest::N,Nest,nest
141,Bau::N,Bau,hol
142,Tier::N,Tier,dier
143,Herde::N,Herde,kudde
144,Kuh::N,Kuh,koe
145,Bulle::N,Bulle,stier
146,Pferd::N,Pferd,paard
147,Schaf::N,Schaf,schaap
148,Schwein::N,Schwein,varken
149,Hund::N,Hund,hond
150,Katze::N,Katze,kat
151,Bär::N,Bär,beer
152,Eichhörnchen::N,Eichhörnchen,eekhoorntje
153,Elch::N,Elch,eland
154,Fuchs::N,Fuchs,vos
155,Hase::N,Hase,haas
156,Maus::N,Maus,muis
157,Wolf::N,Wolf,wolf
158,Vogel::N,Vogel,vogel
159,Schwarm::N,Schwarm,zwerm
160,Huhn::N,Huhn,kip
161,Huhn::N,Huhn,hoen
162,Hahn::N,Hahn,haan
163,Gans::N,Gans,gans
164,Adler::N,Adler,arend
165,Ente::N,Ente,eend
166,Eule::N,Eule,uil
167,Kranich::N,Kranich,kraanvogel
168,Krähe::N,Krähe,kraai
169,Kuckuck::N,Kuckuck,koekoek
170,Schwan::N,Schwan,zwaan
171,Fisch::N,Fisch,vis
172,Barsch::N,Barsch,baars
173,Hecht::N,Hecht,snoek
174,Schlange[Tier]::N,Schlange,slang
175,Wurm::N,Wurm,worm
176,Spinne::N,Spinne,spin
177,Ameise::N,Ameise,mier
178,Laus::N,Laus,luis
179,Mücke::N,Mücke,mug
180,Fliege::N,Fliege,vlieg
181,Schmetterling::N,Schmetterling,vlinder
182,Beere::N,Beere,bes
183,Apfel::N,Apfel,appel
184,Pilz::N,Pilz,paddestoel
185,Zwiebel::N,Zwiebel,ui
186,Saat::N,Saat,zaad
187,Korn::N,Korn,graan
188,Korn::N,Korn,korrel
189,Heu::N,Heu,hooi
190,Schale::N,Schale,schil
191,Grube::N,Grube,kuil
192,Falle::N,Falle,val
193,Schlinge::N,Schlinge,strop
194,Spur::N,Spur,spoor
195,Asche::N,Asche,as
196,Dreck::N,Dreck,drek
197,Eisen::N,Eisen,ijzer
198,Gold::N,Gold,goud
199,Silber::N,Silber,zilver
200,Kohle::N,Kohle,kool
201,Glas::N,Glas,glas
202,Lehm::N,Lehm,klei
203,Sand::N,Sand,zand
204,Mensch::N,Mensch,mens
205,Mann::N,Mann,man
206,Frau::N,Frau,vrouw
207,Kind::N,Kind,kind
208,Junge::N,Junge,jongen
209,Mädchen::N,Mädchen,meisje
210,Familie::N,Familie,gezin
211,Familie::N,Familie,familie
212,Großvater::N,Großvater,grootvader
213,Großmutter::N,Großmutter,grootmoeder
214,Eltern::N,Eltern,ouders
215,Vater::N,Vater,vader
216,Mutter::N,Mutter,moeder
217,Sohn::N,Sohn,zoon
218,Tochter::N,Tochter,dochter
219,Bruder::N,Bruder,broer
220,Bruder::N,Bruder,broeder
221,Schwester::N,Schwester,zus
222,Schwester::N,Schwester,zuster
223,Onkel::N,Onkel,oom
224,Tante::N,Tante,tante
225,Ehemann::N,Ehemann,echtgenoot
226,Ehefrau::N,Ehefrau,echtgenote
227,Freude::N,Freude,vreugde
228,Gelächter::N,Gelächter,gelach
229,Glück::N,Glück,geluk
230,Kummer::N,Kummer,verdriet
231,Wunsch::N,Wunsch,wens
232,Wunsch::N,Wunsch,verlangen
233,Lust::N,Lust,zin
234,Lust::N,Lust,lust
235,Geist::N,Geist,geest
236,Gedanke::N,Gedanke,gedachte
237,Gedächtnis::N,Gedächtnis,geheugen
238,Verstand::N,Verstand,verstand
239,Sinn::N,Sinn,betekenis
240,Grund::N,Grund,reden
241,Wahrheit::N,Wahrheit,waarheid
242,Gespräch::N,Gespräch,gesprek
243,Märchen::N,Märchen,sprookje
244,Erzählung::N,Erzählung,verhaal
245,Nachricht::N,Nachricht,tijding
246,Neuigkeit::N,Neuigkeit,nieuws
247,Neuigkeit::N,Neuigkeit,nieuwtje
248,Name::N,Name,naam
249,Rätsel::N,Rätsel,raadsel
250,Rede::N,Rede,rede
251,Sprache::N,Sprache,taal
252,Stimme::N,Stimme,stem
253,Wort::N,Wort,woord
254,Zeichen::N,Zeichen,teken
255,Ruf::N,Ruf,roep
256,Lärm::N,Lärm,lawaai
257,Laut::N,Laut,klank
258,Laut::N,Laut,geluid
259,Ton::N,Ton,toon
260,Ton::N,Ton,klank
261,Lied::N,Lied,lied
262,Ruhe::N,Ruhe,rust
263,Ruhe::N,Ruhe,stilte
264,Leute::N,Leute,lui
265,Leute::N,Leute,mensen
266,Volk::N,Volk,volk
267,Arbeit::N,Arbeit,werk
268,Arbeit::N,Arbeit,arbeid
269,Gast::N,Gast,gast
270,Geschenk::N,Geschenk,cadeau
271,Geschenk::N,Geschenk,geschenk
272,Spiel::N,Spiel,spel
273,Gesellschaft::N,Gesellschaft,gezelschap
274,Hilfe::N,Hilfe,hulp
275,Freund::N,Freund,vriend
276,Kamerad::N,Kamerad,maat
277,Kamerad::N,Kamerad,metgezel
278,Angelegenheit::N,Angelegenheit,zaak
279,Angelegenheit::N,Angelegenheit,aangelegenheid
280,Anzahl::N,Anzahl,tal
281,Anzahl::N,Anzahl,aantal
282,Art::N,Art,slag
283,Art::N,Art,soort
284,Stück::N,Stück,stuk
285,Teil::N,Teil,deel
286,Hälfte::N,Hälfte,helft
287,Kreis::N,Kreis,kring
288,Kreis::N,Kreis,cirkel
289,Kreuz::N,Kreuz,kruis
290,Linie::N,Linie,lijn
291,Strich::N,Strich,haal
292,Strich::N,Strich,streep
293,Abstand::N,Abstand,afstand
294,Entfernung::N,Entfernung,afstand
295,Gegend::N,Gegend,streek
296,Platz::N,Platz,ruimte
297,Ort::N,Ort,oord
298,Ort::N,Ort,plaats
299,Seite::N,Seite,zij
300,Seite::N,Seite,kant
301,Seite::N,Seite,zijde
302,Mitte::N,Mitte,midden
303,Gegenstand::N,Gegenstand,voorwerp
304,Sache::N,Sache,zaak
305,Rand::N,Rand,rand
306,Rand::N,Rand,boord
307,Kante::N,Kante,kant
308,Ecke::N,Ecke,hoek
309,Spitze::N,Spitze,punt
310,Spitze::N,Spitze,spits
311,Ende::N,Ende,einde
312,Ende::N,Ende,uiteinde
313,Loch::N,Loch,gat
314,Winkel::N,Winkel,hoek
315,Muster::N,Muster,dessin
316,Muster::N,Muster,patroon
317,Größe::N,Größe,grootte
318,Länge::N,Länge,lengte
319,Höhe::N,Höhe,hoogte
320,Gewicht::N,Gewicht,gewicht
321,Menge::N,Menge,hoeveelheid
322,Haufen::N,Haufen,hoop
323,Reihe::N,Reihe,rij
324,Reihe::N,Reihe,reeks
325,Boot::N,Boot,boot
326,Ruder::N,Ruder,roeiriem
327,Schlitten::N,Schlitten,slee
328,Schlitten::N,Schlitten,slede
329,Ski::N,Ski,ski
330,Lagerfeuer::N,Lagerfeuer,kampvuur
331,Last::N,Last,last
332,Last::N,Last,vracht
333,Gang::N,Gang,wandeling
334,Schritt::N,Schritt,stap
335,Schritt::N,Schritt,schrede
336,Norden::N,Norden,noorden
337,Süden::N,Süden,zuiden
338,Westen::N,Westen,westen
339,Osten::N,Osten,oosten
340,Holz::N,Holz,hout
341,Brett::N,Brett,plank
342,Platte::N,Platte,plaat
343,Stütze::N,Stütze,stut
344,Stütze::N,Stütze,steun
345,Stange::N,Stange,stang
346,Stock::N,Stock,stok
347,Stab::N,Stab,staf
348,Rohr::N,Rohr,pijp
349,Haus::N,Haus,huis
350,Heim::N,Heim,tehuis
351,Ofen::N,Ofen,kachel
352,Fußboden::N,Fußboden,vloer
353,Tisch::N,Tisch,tafel
354,Stuhl::N,Stuhl,stoel
355,Wiege::N,Wiege,wieg
356,Bett::N,Bett,bed
357,Regal::N,Regal,rek
358,Kiste::N,Kiste,kist
359,Fenster::N,Fenster,raam
360,Fenster::N,Fenster,venster
361,Tür::N,Tür,deur
362,Tor::N,Tor,poort
363,Zaun::N,Zaun,omheining
364,Dach::N,Dach,dak
365,Leiter::N,Leiter,ladder
366,Besen::N,Besen,bezem
367,Spaten::N,Spaten,schop
368,Schaufel::N,Schaufel,schep
369,Gabel::N,Gabel,vork
370,Löffel::N,Löffel,lepel
371,Messer::N,Messer,mes
372,Nagel::N,Nagel,spijker
373,Netz::N,Netz,net
374,Haken::N,Haken,haak
375,Griff::N,Griff,handvat
376,Schloss::N,Schloss,slot
377,Bild::N,Bild,beeld
378,Figur::N,Figur,figuur
379,Puppe::N,Puppe,pop
380,Beutel::N,Beutel,zak
381,Beutel::N,Beutel,buidel
382,Bündel::N,Bündel,pak
383,Bündel::N,Bündel,bundel
384,Tasche::N,Tasche,tas
385,Eimer::N,Eimer,emmer
386,Deckel::N,Deckel,deksel
387,Geschirr::N,Geschirr,vaatwerk
388,Sack::N,Sack,zak
389,Tasse::N,Tasse,kop
390,Topf::N,Topf,pan
391,Kessel::N,Kessel,ketel
392,Essen::N,Essen,eten
393,Nahrung::N,Nahrung,voedsel
394,Speise::N,Speise,spijs
395,Fleisch::N,Fleisch,vlees
396,Getreide::N,Getreide,graan
397,Brei::N,Brei,pap
398,Brei::N,Brei,brij
399,Brot::N,Brot,brood
400,Scheibe::N,Scheibe,plak
401,Scheibe::N,Scheibe,snede
402,Fett::N,Fett,vet
403,Butter::N,Butter,boter
404,Öl::N,Öl,olie
405,Salz::N,Salz,zout
406,Suppe::N,Suppe,soep
407,Honig::N,Honig,honing
408,Milch::N,Milch,melk
409,Tee::N,Tee,thee
410,Leder::N,Leder,leer
411,Leder::N,Leder,leder
412,Wolle::N,Wolle,wol
413,Stoff::N,Stoff,stof
414,Nadel::N,Nadel,naald
415,Faden::N,Faden,draad
416,Knopf::N,Knopf,knoop
417,Knoten::N,Knoten,knoop
418,Farbe::N,Farbe,verf
419,Kleidung::N,Kleidung,kledij
420,Kleidung::N,Kleidung,kleding
421,Hemd::N,Hemd,hemd
422,Kragen::N,Kragen,kraag
423,Ärmel::N,Ärmel,mouw
424,Hose::N,Hose,broek
425,Hose::N,Hose,pantalon
426,Gürtel::N,Gürtel,riem
427,Gürtel::N,Gürtel,gordel
428,Mütze::N,Mütze,muts
429,Schuh::N,Schuh,schoen
430,Stiefel::N,Stiefel,laars
431,Ring::N,Ring,ring
432,Band::N,Band,lint
433,Kamm::N,Kamm,kam
434,Spiegel::N,Spiegel,spiegel
435,Riemen::N,Riemen,riem
436,Schnur::N,Schnur,koord
437,Leine::N,Leine,lijn
438,Decke::N,Decke,deken
439,Kissen::N,Kissen,kussen
440,Tuch::N,Tuch,doek
441,Handtuch::N,Handtuch,handdoek
442,Kraft::N,Kraft,kracht
443,Stärke::N,Stärke,sterkte
444,Gesundheit::N,Gesundheit,gezondheid
445,Krankheit::N,Krankheit,ziekte
446,Schmerz::N,Schmerz,pijn
447,Wunde::N,Wunde,wond
448,Fieber::N,Fieber,koorts
449,Arznei::N,Arznei,medicament
450,Arznei::N,Arznei,geneesmiddel
451,Brücke::N,Brücke,brug
452,Brunnen::N,Brunnen,put
453,Brunnen::N,Brunnen,bron
454,Weide::N,Weide,wei
455,Weide::N,Weide,weide
456,Pfad::N,Pfad,pad
457,Weg::N,Weg,weg
458,Straße::N,Straße,baan
459,Straße::N,Straße,straat
460,Dorf::N,Dorf,dorp
461,Stadt::N,Stadt,stad
462,Brief::N,Brief,brief
463,Buch::N,Buch,boek
464,Buchstabe::N,Buchstabe,letter
465,Zeitung::N,Zeitung,krant
466,Zeitung::N,Zeitung,dagblad
467,Leben::N,Leben,leven
468,Tod::N,Tod,dood
469,Grab::N,Grab,graf
470,Kirche::N,Kirche,kerk
471,Sünde::N,Sünde,zonde
472,Gott::N,Gott,god
473,Arbeiter::N,Arbeiter,arbeider
474,Chef::N,Chef,chef
475,Meister::N,Meister,meester
476,Arzt::N,Arzt,arts
477,Arzt::N,Arzt,dokter
478,Lehrer::N,Lehrer,leraar
479,Lehrer::N,Lehrer,onderwijzer
480,Geld::N,Geld,geld
481,Geschäft::N,Geschäft,zaak
482,Laden::N,Laden,winkel
483,Preis::N,Preis,prijs
484,Ware::N,Ware,waar
485,Nutzen::N,Nutzen,nut
486,Nutzen::N,Nutzen,voordeel
487,Reichtum::N,Reichtum,rijkdom
488,Welt::N,Welt,wereld
489,Land::N,Land,land
490,Staat::N,Staat,staat
491,König::N,König,koning
492,Macht::N,Macht,macht
493,Grenze::N,Grenze,grens
494,Krieg::N,Krieg,oorlog
495,Feind::N,Feind,vijand
496,Gewalt::N,Gewalt,geweld
497,Kampf::N,Kampf,strijd
498,Kampf::N,Kampf,gevecht
499,Bogen[Waffe]::N,Bogen,boog
500,Pfeil::N,Pfeil,pijl
501,Gewehr::N,Gewehr,geweer
502,Fehler::N,Fehler,fout
503,Lüge::N,Lüge,leugen
504,Schaden::N,Schaden,schade
505,Unglück::N,Unglück,tegenspoed
506,Schuld::N,Schuld,schuld
507,Alter::N,Alter,leeftijd
508,Schluss::N,Schluss,slot
509,Zeit::N,Zeit,tijd
510,Tag::N,Tag,dag
511,Morgen::N,Morgen,morgen
512,Morgen::N,Morgen,ochtend
513,Mittag::N,Mittag,middag
514,Abend::N,Abend,avond
515,Nacht::N,Nacht,nacht
516,Woche::N,Woche,week
517,Monat::N,Monat,maand
518,Jahr::N,Jahr,jaar
519,Frühling::N,Frühling,lente
520,Frühling::N,Frühling,voorjaar
521,Sommer::N,Sommer,zomer
522,Herbst::N,Herbst,herfst
523,Winter::N,Winter,winter
524,Januar::N,Januar,januari
525,Februar::N,Februar,februari
526,März::N,März,maart
527,April::N,April,april
528,Mai::N,Mai,mei
529,Juni::N,Juni,juni
530,Juli::N,Juli,juli
531,August::N,August,augustus
532,September::N,September,september
533,Oktober::N,Oktober,oktober
534,November::N,November,november
535,Dezember::N,Dezember,december
536,Montag::N,Montag,maandag
537,Dienstag::N,Dienstag,dinsdag
538,Mittwoch::N,Mittwoch,woensdag
539,Donnerstag::N,Donnerstag,donderdag
540,Freitag::N,Freitag,vrijdag
541,Samstag::N,Samstag,zaterdag
542,Sonntag::N,Sonntag,zondag
543,groß::A,groß,groot
544,klein::A,klein,klein
545,lang::A,lang,lang
546,kurz::A,kurz,kort
547,breit::A,breit,breed
548,schmal::A,schmal,smal
549,dicht::A,dicht,dicht
550,dick[Gegenstand]::A,dick,dik
551,dünn::A,dünn,dun
552,fein::A,fein,fijn
553,fest::A,fest,vast
554,flach::A,flach,plat
555,glatt::A,glatt,glad
556,hart::A,hart,hard
557,weich::A,weich,week
558,rund::A,rund,rond
559,spitz::A,spitz,spits
560,spitz::A,spitz,puntig
561,scharf::A,scharf,scherp
562,stumpf::A,stumpf,stomp
563,schwer::A,schwer,zwaar
564,schön::A,schön,mooi
565,schön::A,schön,fraai
566,heiß::A,heiß,heet
567,warm::A,warm,warm
568,kalt::A,kalt,koud
569,kühl::A,kühl,koel
570,frisch::A,frisch,fris
571,feucht::A,feucht,vochtig
572,nass::A,nass,nat
573,trocken::A,trocken,droog
574,voll::A,voll,vol
575,leer::A,leer,leeg
576,offen::A,offen,open
577,geschlossen::A,geschlossen,gesloten
578,sauber::A,sauber,net
579,sauber::A,sauber,schoon
580,schmutzig::A,schmutzig,vuil
581,roh::A,roh,rauw
582,reif::A,reif,rijp
583,lecker::A,lecker,lekker
584,süß::A,süß,zoet
585,bitter::A,bitter,bitter
586,sauer::A,sauer,zuur
587,hell::A,hell,licht
588,hell::A,hell,helder
589,dunkel::A,dunkel,donker
590,schwarz::A,schwarz,zwart
591,weiß::A,weiß,wit
592,rot::A,rot,rood
593,gelb::A,gelb,geel
594,blau::A,blau,blauw
595,grün::A,grün,groen
596,grau::A,grau,grijs
597,bunt::A,bunt,bont
598,billig::A,billig,goedkoop
599,teuer::A,teuer,duur
600,wertvoll::A,wertvoll,kostbaar
601,wertvoll::A,wertvoll,waardevol
602,blind::A,blind,blind
603,taub::A,taub,doof
604,kräftig::A,kräftig,krachtig
605,stark::A,stark,sterk
606,schwach::A,schwach,zwak
607,fett::A,fett,vet
608,schlank::A,schlank,slank
609,hübsch::A,hübsch,leuk
610,böse::A,böse,kwaad
611,dumm::A,dumm,dom
612,faul::A,faul,lui
613,fleißig::A,fleißig,vlijtig
614,geizig::A,geizig,gierig
615,klug::A,klug,slim
616,klug::A,klug,schrander
617,klug::A,klug,verstandig
618,geschickt::A,geschickt,handig
619,geschickt::A,geschickt,vaardig
620,lieb::A,lieb,lief
621,lustig::A,lustig,vrolijk
622,sanft::A,sanft,zacht
623,hungrig::A,hungrig,hongerig
624,krank::A,krank,ziek
625,nackt::A,nackt,naakt
626,traurig::A,traurig,treurig
627,traurig::A,traurig,bedroefd
628,lebendig::A,lebendig,levend
629,gut::A,gut,goed
630,schlecht::A,schlecht,slecht
631,richtig::A,richtig,juist
632,schlimm::A,schlimm,erg
633,schlimm::A,schlimm,kwaad
634,wahr::A,wahr,waar
635,alt::A,alt,oud
636,neu::A,neu,nieuw
637,ehemalig::A,ehemalig,voormalig
638,alt[Lebewesen]::A,alt,oud
639,jung::A,jung,jong
640,arm::A,arm,arm
641,reich::A,reich,rijk
642,bekannt::A,bekannt,bekend
643,berühmt::A,berühmt,beroemd
644,fremd::A,fremd,vreemd
645,verschieden::A,verschieden,verscheiden
646,verschieden::A,verschieden,verschillend
647,nah::A,nah,nabij
648,nah::A,nah,nabijgelegen
649,fern::A,fern,ver
650,linker::A,linker,linker
651,rechter::A,rechter,rechter
652,anderer::A,anderer,andere
653,erster::A,erster,eerste
654,zweiter::A,zweiter,tweede
655,dritter::A,dritter,derde
656,letzter::A,letzter,laatste
657,allein::ADV,allein,alleen
658,auf einmal::ADV,auf einmal,ineens
659,auf einmal::ADV,auf einmal,tegelijk
660,zusammen::ADV,zusammen,samen
661,zusammen::ADV,zusammen,bijeen
662,lange::ADV,lange,lang
663,plötzlich::ADV,plötzlich,eensklaps
664,plötzlich::ADV,plötzlich,plotsklaps
665,sofort::ADV,sofort,terstond
666,sofort::ADV,sofort,aanstonds
667,sofort::ADV,sofort,onmiddelijk
668,später::ADV,später,later
669,jetzt::ADV,jetzt,nu
670,jetzt::ADV,jetzt,nou
671,jetzt::ADV,jetzt,thans
672,heute::ADV,heute,heden
673,heute::ADV,heute,vandaag
674,morgen::ADV,morgen,morgen
675,bald::ADV,bald,gauw
676,bald::ADV,bald,weldra
677,dann::ADV,dann,dan
678,dann::ADV,dann,toen
679,gestern::ADV,gestern,gisteren
680,einst::ADV,einst,eens
681,damals::ADV,damals,toen
682,damals::ADV,damals,destijds
683,danach::ADV,danach,daarna
684,vorher::ADV,vorher,vooraf
685,vorher::ADV,vorher,van tevoren
686,zuerst::ADV,zuerst,eerst
687,zuerst::ADV,zuerst,het eerst
688,einmal::ADV,einmal,eens
689,einmal::ADV,einmal,eenmaal
690,manchmal::ADV,manchmal,soms
691,oft::ADV,oft,vaak
692,oft::ADV,oft,dikwijls
693,immer::ADV,immer,altijd
694,niemals::ADV,niemals,nooit
695,hier::ADV,hier,hier
696,hierhin::ADV,hierhin,hierheen
697,von hier::ADV,von hier,van hier
698,von hier::ADV,von hier,hiervandaan
699,dort::ADV,dort,daar
700,dort::ADV,dort,ginds
701,dorthin::ADV,dorthin,daarheen
702,geradeaus::ADV,geradeaus,rechtuit
703,geradeaus::ADV,geradeaus,rechtdoor
704,vorwärts::ADV,vorwärts,vooruit
705,vorwärts::ADV,vorwärts,voorwaarts
706,rückwärts::ADV,rückwärts,achteruit
707,rückwärts::ADV,rückwärts,achterwaarts
708,zurück::ADV,zurück,terug
709,unten::ADV,unten,beneden
710,unten::ADV,unten,onderaan
711,hinab::ADV,hinab,omlaag
712,hinab::ADV,hinab,naar beneden
713,oben::ADV,oben,boven
714,hinauf::ADV,hinauf,omhoog
715,hinauf::ADV,hinauf,naar boven
716,überall::ADV,überall,alom
717,überall::ADV,überall,overal
718,nicht::ADV,nicht,niet
719,ein wenig::ADV,ein wenig,wat
720,kaum::ADV,kaum,amper
721,kaum::ADV,kaum,nauwelijks
722,sehr::ADV,sehr,erg
723,sehr::ADV,sehr,zeer
724,so::ADV,so,zo
725,noch::ADV,noch,nog
726,nur::ADV,nur,maar
727,nur::ADV,nur,alleen
728,schon::ADV,schon,al
729,schon::ADV,schon,reeds
730,wieder::ADV,wieder,weer
731,wieder::ADV,wieder,terug
732,vergebens::ADV,vergebens,vergeefs
733,vergebens::ADV,vergebens,tevergeefs
734,vor::PRP,vor,voor
735,hinter::PRP,hinter,achter
736,unter::PRP,unter,onder
737,unter::PRP,unter,beneden
738,durch::PRP,durch,door
739,neben::PRP,neben,naast
740,zwischen::PRP,zwischen,tussen
741,wegen::PRP,wegen,wegens
742,wegen::PRP,wegen,vanwege
743,dies::PRN,dies,dit
744,das::PRN,das,dat
745,alles::PRN,alles,alles
746,ich::PRN,ich,ik
747,du::PRN,du,je
748,du::PRN,du,jij
749,er::PRN,er,hij
750,wir::PRN,wir,we
751,wir::PRN,wir,wij
752,ihr::PRN,ihr,jullie
753,sie::PRN,sie,ze
754,sie::PRN,sie,zij
755,was::FPRN,was,wat
756,wer::FPRN,wer,wie
757,wo::FADV,wo,waar
758,wohin::FADV,wohin,waarheen
759,wie::FADV,wie,hoe
760,warum::FADV,warum,waarom
761,wieviel::FNUM,wieviel,hoeveel
762,eins::NUM,eins,één
763,zwei::NUM,zwei,twee
764,drei::NUM,drei,drie
765,vier::NUM,vier,vier
766,fünf::NUM,fünf,vijf
767,sechs::NUM,sechs,zes
768,sieben::NUM,sieben,zeven
769,acht::NUM,acht,acht
770,neun::NUM,neun,negen
771,zehn::NUM,zehn,tien
772,elf::NUM,elf,elf
773,zwölf::NUM,zwölf,twaalf
774,zwanzig::NUM,zwanzig,twintig
775,dreißig::NUM,dreißig,dertig
776,vierzig::NUM,vierzig,veertig
777,fünfzig::NUM,fünfzig,vijftig
778,sechzig::NUM,sechzig,zestig
779,siebzig::NUM,siebzig,zeventig
780,achtzig::NUM,achtzig,tachtig
781,neunzig::NUM,neunzig,negentig
782,hundert::NUM,hundert,honderd
783,tausend::NUM,tausend,duizend
784,und::CNJ,und,en
785,oder::CNJ,oder,of
786,stehen::V,stehen,staan
787,sitzen::V,sitzen,zitten
788,liegen::V,liegen,liggen
789,hängen::V,hängen,hangen
790,werden::V,werden,worden
791,passieren::V,passieren,gebeuren
792,beginnen::V,beginnen,beginnen
793,enden::V,enden,eindigen
794,wechseln::V,wechseln,wijzigen
795,wechseln::V,wechseln,veranderen
796,aufgehen[Sonne]::V,aufgehen,opgaan
797,untergehen[Sonne]::V,untergehen,ondergaan
798,scheinen[Sonne]::V,scheinen,schijnen
799,donnern::V,donnern,donderen
800,wehen::V,wehen,waaien
801,strömen::V,strömen,stromen
802,fließen::V,fließen,vloeien
803,sich drehen::V,sich drehen,draaien
804,sich drehen::V,sich drehen,zich draaien
805,schwanken::V,schwanken,wankelen
806,schwingen::V,schwingen,zwieren
807,fallen::V,fallen,vallen
808,brennen::V,brennen,branden
809,rauchen::V,rauchen,roken
810,regnen::V,regnen,regenen
811,gefrieren::V,gefrieren,bevriezen
812,tauen::V,tauen,dooien
813,schmelzen::V,schmelzen,smelten
