,Concept_ID,,mn
122,Festland::N,,хуурай газар
123,Meer::N,,далай
124,Meer::N,,тэнгис
125,Bucht::N,,булан
126,Bucht::N,,далайн тохой
127,Insel::N,,арал
128,Blume::N,,цэцэг
129,Gras::N,,өвс
130,Gras::N,,ногоо
131,Wurzel::N,,үндэс
132,Baum::N,,мод
133,Stamm::N,,иш
134,Stamm::N,,гуалин
135,Rinde::N,,холтос
136,Ast::N,,гишүү
137,Zweig::N,,салаа
138,Blatt::N,,навч
139,Birke::N,,хус
140,Kiefer[Baum]::N,,нарс
141,Weide[Baum]::N,,уд
142,Weide[Baum]::N,,бургас
143,Tanne::N,,гачуур
144,Horn::N,,эвэр
145,Feder::N,,өд
146,Fell::N,,арьс
147,Flügel::N,,жигүүр
148,Flügel::N,,далавч
149,Klaue::N,,савар
150,Klaue::N,,хумс
151,Kralle::N,,савар
152,Schwanz::N,,сүүл
153,Ei::N,,өндөг
154,Nest::N,,үүр
155,Bau::N,,нүх
156,Bau::N,,элүү
157,Tier::N,,амьтан
158,Tier::N,,адгуус
159,Herde::N,,сүрэг
160,Kuh::N,,үнээ
161,Bulle::N,,бух
162,Pferd::N,,морь
163,Pferd::N,,адуу
164,Schaf::N,,хонь
165,Schwein::N,,гахай
166,Hund::N,,нохой
167,Katze::N,,муур
168,Katze::N,,мигуй
169,Bär::N,,баавгай
170,Eichhörnchen::N,,хэрэм
171,Elch::N,,хандгай
172,Fuchs::N,,үнэг
173,Hase::N,,туулай
174,Maus::N,,хулгана
175,Wolf::N,,чоно
176,Vogel::N,,шувуу
177,Schwarm::N,,сүрэг
178,Huhn::N,,тахиа
179,Hahn::N,,эр тахиа
180,Gans::N,,галуу
181,Adler::N,,бүргэд
182,Ente::N,,нугас
183,Eule::N,,ууль
184,Kranich::N,,тогоруу
185,Krähe::N,,хэрээ
186,Kuckuck::N,,хөхөө
187,Schwan::N,,хун
188,Fisch::N,,загас
189,Barsch::N,,алгана
190,Hecht::N,,цурхай
191,Schlange[Tier]::N,,могой
192,Wurm::N,,өт
193,Wurm::N,,хорхой
194,Spinne::N,,аалз
195,Ameise::N,,шоргоолж
196,Laus::N,,бөөс
197,Mücke::N,,шумуул
198,Fliege::N,,ялаа
199,Schmetterling::N,,эрвээхэй
200,Beere::N,,жимсгэнэ
201,Apfel::N,,алим
202,Pilz::N,,мөөг
203,Zwiebel::N,,сонгино
204,Saat::N,,тариа
205,Korn::N,,үр
206,Korn::N,,мөхлөг
207,Heu::N,,өвс
208,Schale::N,,хальс
209,Grube::N,,алам
210,Grube::N,,нүх
211,Falle::N,,хавх
212,Falle::N,,занга
213,Schlinge::N,,урхи
214,Spur::N,,мөр
215,Asche::N,,үнс
216,Dreck::N,,хир
217,Eisen::N,,төмөр
218,Gold::N,,алт
219,Silber::N,,мөнгө
220,Kohle::N,,нүүрс
221,Glas::N,,шил
222,Lehm::N,,шавар
223,Sand::N,,элс
224,Mensch::N,,хүн
225,Mann::N,,эр
226,Mann::N,,эрэгтэй
227,Frau::N,,эмэгтэй
228,Frau::N,,хатагтай
229,Kind::N,,хүүхэд
230,Junge::N,,хүү
231,Mädchen::N,,охин
232,Mädchen::N,,бүсгүй
233,Familie::N,,айл
234,Großvater::N,,өвгөн аав
235,Großmutter::N,,эмэг эх
236,Großmutter::N,,эмгээ
237,Eltern::N,,эцэг эх
238,Vater::N,,аав
239,Vater::N,,эцэг
240,Mutter::N,,эх
241,Mutter::N,,ээж
242,Sohn::N,,хүү
243,Tochter::N,,охин
244,Bruder::N,,ах
245,Bruder::N,,дүү
246,Schwester::N,,эгч
247,Schwester::N,,охин дүү
248,Onkel::N,,авга ах
249,Onkel::N,,нагац ах
250,Tante::N,,авга эгч
251,Tante::N,,нагац эгч
252,Ehemann::N,,нөхөр
253,Ehefrau::N,,эхнэр
254,Ehefrau::N,,гэргий
255,Freude::N,,баяр
256,Freude::N,,баясгалан
257,Gelächter::N,,инээдэм
258,Glück::N,,жаргалан
259,Kummer::N,,гаслан
260,Wunsch::N,,ерөөл
261,Lust::N,,дур
262,Lust::N,,хүсэл
263,Geist::N,,оюун
264,Gedanke::N,,сэтгэл
265,Gedächtnis::N,,ой
266,Gedächtnis::N,,цээж
267,Verstand::N,,ухаан
268,Sinn::N,,утга
269,Grund::N,,учир
270,Wahrheit::N,,үнэн
271,Gespräch::N,,яриа
272,Märchen::N,,явган үлгэр
273,Erzählung::N,,тууж
274,Nachricht::N,,мэдээ
275,Neuigkeit::N,,сонин
276,Name::N,,нэр
277,Rätsel::N,,оньсого
278,Rede::N,,хэлсэн үг
279,Sprache::N,,хэл
280,Stimme::N,,дуу
281,Wort::N,,үг
282,Zeichen::N,,тамга
283,Zeichen::N,,тэмдэг
284,Ruf::N,,дуудлага
285,Lärm::N,,шуугиан
286,Lärm::N,,чимээ
287,Laut::N,,анир
288,Laut::N,,дуу
289,Ton::N,,авиа
290,Ton::N,,аялгуу
291,Lied::N,,дуу
292,Ruhe::N,,энх
293,Ruhe::N,,тайван
294,Leute::N,,хүмүүс
295,Volk::N,,улс
296,Arbeit::N,,ажил
297,Arbeit::N,,хөдөлмөр
298,Gast::N,,зочин
299,Gast::N,,айлчин
300,Geschenk::N,,бэлэг
301,Spiel::N,,наадам
302,Spiel::N,,тоглоом
303,Gesellschaft::N,,хамт байх
304,Hilfe::N,,тусламж
305,Freund::N,,найз
306,Freund::N,,нөхөр
307,Kamerad::N,,хань
308,Kamerad::N,,нөхөр
309,Angelegenheit::N,,хэрэг
310,Anzahl::N,,тоо
311,Art::N,,төрөл
312,Art::N,,янз
313,Stück::N,,хэсэг
314,Teil::N,,хувь
315,Teil::N,,хэсэг
316,Hälfte::N,,хагас
317,Kreis::N,,тойрог
318,Kreis::N,,хүрээ
319,Kreuz::N,,загалмай
320,Linie::N,,шугам
321,Strich::N,,зураас
322,Abstand::N,,зай
323,Entfernung::N,,зай
324,Entfernung::N,,хол ойр
325,Gegend::N,,хавь
326,Gegend::N,,газар
327,Platz::N,,зай
328,Platz::N,,завсар
329,Ort::N,,газар
330,Ort::N,,байр
331,Seite::N,,тал
332,Seite::N,,этгээд
333,Mitte::N,,төв
334,Mitte::N,,дунд
335,Gegenstand::N,,юм
336,Sache::N,,үйл
337,Sache::N,,хэрэг
338,Rand::N,,зах
339,Rand::N,,хөвөө
340,Kante::N,,ирмэг
341,Ecke::N,,өнцөг
342,Spitze::N,,үзүүр
343,Ende::N,,зах
344,Ende::N,,үзүүр
345,Loch::N,,цоорхой
346,Loch::N,,онгорхой
347,Winkel::N,,өнцөг
348,Muster::N,,хээ
349,Muster::N,,угалз
350,Größe::N,,хэмжээ
351,Länge::N,,урт
352,Höhe::N,,өндөр
353,Gewicht::N,,жин
354,Menge::N,,тоо
355,Haufen::N,,бөөн
356,Reihe::N,,эгнээ
357,Boot::N,,завь
358,Ruder::N,,сэлүүр
359,Schlitten::N,,чарга
360,Ski::N,,цана
361,Lagerfeuer::N,,түүдэг
362,Last::N,,ачаа
363,Gang::N,,явдал
364,Schritt::N,,алхам
365,Norden::N,,умар
366,Süden::N,,урд
367,Süden::N,,өмнө
368,Westen::N,,өрнө
369,Westen::N,,баруун
370,Osten::N,,зүүн
371,Osten::N,,дорно
372,Holz::N,,мод
373,Brett::N,,банз
374,Platte::N,,хавтан
375,Stütze::N,,тулгуур
376,Stütze::N,,тулга
377,Stange::N,,сургааг
378,Stock::N,,саваа
379,Stab::N,,таяг
380,Rohr::N,,хоолой
381,Haus::N,,гэр
382,Haus::N,,байшин
383,Heim::N,,гэр
384,Ofen::N,,зуух
385,Ofen::N,,пийшин
386,Fußboden::N,,шал
387,Tisch::N,,ширээ
388,Stuhl::N,,сандал
389,Wiege::N,,өлгий
390,Bett::N,,ор
391,Regal::N,,тавиур
392,Kiste::N,,авдар
393,Kiste::N,,хайрцаг
394,Fenster::N,,гэгээвч
395,Tür::N,,үүд
396,Tür::N,,хаалга
397,Tor::N,,хаалга
398,Zaun::N,,хашаа
399,Dach::N,,дээвэр
400,Leiter::N,,шат
401,Besen::N,,хамуур
402,Besen::N,,туужуу
403,Spaten::N,,хүрз
404,Schaufel::N,,хүрз
405,Gabel::N,,сэрээ
406,Löffel::N,,халбага
407,Messer::N,,хутга
408,Nagel::N,,хадаас
409,Netz::N,,өөш
410,Netz::N,,тор
411,Haken::N,,гох
412,Griff::N,,иш
413,Griff::N,,сэнж
414,Schloss::N,,цуурга
415,Schloss::N,,цоож
416,Bild::N,,зураг
417,Figur::N,,баримал
418,Puppe::N,,хүүхэлдэй
419,Beutel::N,,агсаа
420,Beutel::N,,уут
421,Bündel::N,,боодол
422,Tasche::N,,цүнх
423,Eimer::N,,хөнөг
424,Eimer::N,,хувин
425,Deckel::N,,таг
426,Deckel::N,,хавхаг
427,Geschirr::N,,сав суулга
428,Sack::N,,шуудай
429,Tasse::N,,аяга
430,Topf::N,,тогоо
431,Kessel::N,,тогоо
432,Essen::N,,идээ
433,Nahrung::N,,хүнс
434,Speise::N,,идээ
435,Fleisch::N,,мах
436,Getreide::N,,будаа
437,Brei::N,,богшмол
438,Brei::N,,будаа
439,Brot::N,,талх
440,Scheibe::N,,зүсэм
441,Scheibe::N,,хэрчим
442,Fett::N,,өөх
443,Butter::N,,тос
444,Öl::N,,тос
445,Salz::N,,давс
446,Suppe::N,,шөл
447,Honig::N,,бал
448,Milch::N,,сүү
449,Tee::N,,цай
450,Leder::N,,арьс
451,Leder::N,,савхи
452,Wolle::N,,ноос
453,Wolle::N,,унгас
454,Stoff::N,,бөс
455,Nadel::N,,зүү
456,Faden::N,,боолт
457,Faden::N,,утас
458,Knopf::N,,товч
459,Knoten::N,,зангилаа
460,Farbe::N,,будаг
461,Kleidung::N,,хувцас
462,Hemd::N,,цамц
463,Kragen::N,,зах заам
464,Ärmel::N,,ханцуй
465,Hose::N,,өмд
466,Gürtel::N,,бүс
467,Mütze::N,,малгай
468,Mütze::N,,бүрх
469,Schuh::N,,туфли
470,Stiefel::N,,гутал
471,Ring::N,,бөгж
472,Band::N,,тууз
473,Kamm::N,,сам
474,Spiegel::N,,толь
475,Riemen::N,,тасам
476,Riemen::N,,сур
477,Schnur::N,,татлага
478,Leine::N,,оосор
479,Decke::N,,хөнжил
480,Decke::N,,хучлага
481,Kissen::N,,дэр
482,Tuch::N,,алчуур
483,Tuch::N,,даавуу
484,Handtuch::N,,алчуур
485,Kraft::N,,чадал
486,Kraft::N,,хүч
487,Stärke::N,,эрч
488,Stärke::N,,тэнхээ
489,Gesundheit::N,,бие
490,Gesundheit::N,,эрүүл мэнд
491,Krankheit::N,,эмгэг
492,Schmerz::N,,өвчин
493,Wunde::N,,шарх
494,Fieber::N,,халуун
495,Arznei::N,,эм
496,Brücke::N,,гүүр
497,Brunnen::N,,худаг
498,Weide::N,,бэлчээр
499,Pfad::N,,жим
500,Pfad::N,,зөрөг
501,Weg::N,,зам
502,Weg::N,,харгуй
503,Straße::N,,зам
504,Straße::N,,харгуй
505,Dorf::N,,тосгон
506,Dorf::N,,гацаа
507,Stadt::N,,хот
508,Brief::N,,захидал
509,Brief::N,,захиа
510,Buch::N,,ном
511,Buch::N,,бичиг
512,Buchstabe::N,,үсэг
513,Zeitung::N,,сонин
514,Leben::N,,амь
515,Leben::N,,амьдрал
516,Tod::N,,үхэл
517,Grab::N,,булш
518,Kirche::N,,сүм
519,Sünde::N,,нүгэл
520,Sünde::N,,хилэнц
521,Gott::N,,бурхан
522,Arbeiter::N,,ажилчин
523,Arbeiter::N,,хөдөлмөрчин
524,Chef::N,,дарга
525,Meister::N,,дархан
526,Arzt::N,,эмч
527,Lehrer::N,,багш
528,Geld::N,,цаас
529,Geld::N,,мөнгө
530,Geschäft::N,,наймаа
531,Laden::N,,дэлгүүр
532,Preis::N,,үнэ
533,Ware::N,,таваар
534,Ware::N,,бараа
535,Nutzen::N,,ашиг
536,Reichtum::N,,баялаг
537,Welt::N,,дэлхий
538,Welt::N,,орчлон
539,Land::N,,улс
540,Land::N,,орон
541,Staat::N,,төр
542,Staat::N,,гүрэн
543,König::N,,ван
544,Macht::N,,засаг
545,Grenze::N,,хил
546,Krieg::N,,дайн
547,Feind::N,,дайсан
548,Gewalt::N,,хүчирхэх
549,Kampf::N,,тэмцэл
550,Kampf::N,,байлдаан
551,Bogen[Waffe]::N,,нум
552,Pfeil::N,,годил
553,Pfeil::N,,сум
554,Gewehr::N,,буу
555,Fehler::N,,эндэл
556,Fehler::N,,алдаа
557,Lüge::N,,худал
558,Schaden::N,,хор
559,Schaden::N,,хөнөөл
560,Unglück::N,,гай
561,Unglück::N,,гамшиг
562,Schuld::N,,гэм
563,Schuld::N,,буруу
564,Alter::N,,нас
565,Schluss::N,,эцэс
566,Schluss::N,,төгсгөл
567,Zeit::N,,цаг
568,Tag::N,,өдөр
569,Morgen::N,,өглөө
570,Mittag::N,,үд
571,Abend::N,,үдэш
572,Nacht::N,,шөнө
573,Woche::N,,долоо хоног
574,Monat::N,,сар
575,Jahr::N,,жил
576,Frühling::N,,хавар
577,Sommer::N,,зун
578,Herbst::N,,намар
579,Winter::N,,өвөл
580,Januar::N,,нэгдүгээр сар
581,Februar::N,,хоёрдугаар сар
582,März::N,,гуравдугаар сар
583,April::N,,дөрөвдүгээр сар
584,Mai::N,,тавдугаар сар
585,Juni::N,,зургаадугаар сар
586,Juli::N,,долдугаар сар
587,August::N,,наймдугаар сар
588,September::N,,есдүгээр сар
589,Oktober::N,,аравдугаар сар
590,November::N,,арван нэгдүгээр сар
591,Dezember::N,,арван хоёрдугаар сар
592,Montag::N,,даваа
593,Dienstag::N,,мягмар
594,Mittwoch::N,,лхагва
595,Donnerstag::N,,пүрэв
596,Freitag::N,,баасан
597,Samstag::N,,бямба
598,Sonntag::N,,ням
599,groß::A,,их
600,groß::A,,том
601,klein::A,,бага
602,klein::A,,жаахан
603,lang::A,,урт
604,kurz::A,,охор
605,kurz::A,,богино
606,breit::A,,өргөн
607,schmal::A,,уйтан
608,schmal::A,,нарийн
609,dicht::A,,нягт
610,dicht::A,,чигжүү
611,dick[Gegenstand]::A,,зузаан
612,dünn::A,,нимгэн
613,fein::A,,нарийн
614,fest::A,,бөх
615,fest::A,,хатуу
616,flach::A,,хавтгай
617,glatt::A,,цагаан
618,hart::A,,хатуу
619,weich::A,,зөөлөн
620,rund::A,,дугуй
621,rund::A,,дугариг
622,spitz::A,,шовх
623,spitz::A,,шовгор
624,scharf::A,,хурц
625,scharf::A,,иртэй
626,stumpf::A,,мохоо
627,schwer::A,,хүнд
628,schön::A,,гуа
629,schön::A,,сайхан
630,heiß::A,,халуун
631,warm::A,,дулаан
632,kalt::A,,хүйтэн
633,kühl::A,,сэрүүн
634,frisch::A,,эрүүл
635,frisch::A,,жихүүн
636,feucht::A,,чийгтэй
637,nass::A,,нойтон
638,trocken::A,,хатсан
639,voll::A,,дүүрэн
640,leer::A,,хоосон
641,offen::A,,онгорхой
642,geschlossen::A,,битүү
643,geschlossen::A,,хаалтай
644,sauber::A,,цэвэр
645,sauber::A,,хиргүй
646,schmutzig::A,,бохир
647,schmutzig::A,,хиртэй
648,roh::A,,түүхий
649,reif::A,,болсон
650,lecker::A,,амттай
651,süß::A,,амттай
652,süß::A,,чихэрлэг
653,bitter::A,,гашуун
654,sauer::A,,эсгэлэн
655,hell::A,,гэгээн
656,hell::A,,гэрэлтэй
657,dunkel::A,,бараан
658,dunkel::A,,харанхуй
659,schwarz::A,,хар
660,weiß::A,,цагаан
661,rot::A,,улаан
662,gelb::A,,шар
663,blau::A,,хөх
664,blau::A,,цэнхэр
665,grün::A,,ногоон
666,grau::A,,орог
667,grau::A,,саарал
668,bunt::A,,эрээн
669,billig::A,,хямд
670,teuer::A,,үнэтэй
671,wertvoll::A,,үнэт
672,blind::A,,сохор
673,taub::A,,чих хатуу
674,kräftig::A,,чийрэг
675,stark::A,,хүчтэй
676,stark::A,,чадалтай
677,schwach::A,,сул
678,fett::A,,тарган
679,fett::A,,голигор
680,schlank::A,,голшиг
681,hübsch::A,,сайхан
682,hübsch::A,,хөөрхөн
683,böse::A,,муу
684,böse::A,,хортой
685,dumm::A,,тэнэг
686,faul::A,,залхуу
687,fleißig::A,,чармайлтгай
688,geizig::A,,харамч
689,klug::A,,цэцэн
690,geschickt::A,,дүйтэй
691,lieb::A,,хайрт
692,lustig::A,,цэнгэлтэй
693,sanft::A,,наалинхай
694,hungrig::A,,өлөн
695,hungrig::A,,өлссөн
696,krank::A,,өвчтэй
697,nackt::A,,нүцгэн
698,traurig::A,,гунигт
699,lebendig::A,,амьд
700,lebendig::A,,амьтай
701,gut::A,,сайн
702,schlecht::A,,муу
703,schlecht::A,,өөдгүй
704,richtig::A,,зөв
705,richtig::A,,зүйтэй
706,schlimm::A,,муухай
707,wahr::A,,үнэн
708,wahr::A,,жинхэнэ
709,alt::A,,хуучин
710,neu::A,,шинэ
711,ehemalig::A,,агсан
712,ehemalig::A,,байсан
713,alt[Lebewesen]::A,,өвгөн
714,alt[Lebewesen]::A,,хижээл
715,jung::A,,залуу
716,arm::A,,ядуу
717,reich::A,,баян
718,reich::A,,баялаг
719,bekannt::A,,танил
720,berühmt::A,,цуутай
721,berühmt::A,,алдартай
722,fremd::A,,харь
723,fremd::A,,гадаад
724,verschieden::A,,ондоо
725,verschieden::A,,янз янзын
726,nah::A,,ойрын
727,nah::A,,дөтийн
728,fern::A,,холын
729,linker::A,,буруу
730,rechter::A,,баруун
731,anderer::A,,өөр
732,anderer::A,,нөгөө
733,erster::A,,нэгдэх
734,erster::A,,нэгдүгээр
735,zweiter::A,,хоёрдугаар
736,dritter::A,,гуравдугаар
737,letzter::A,,сүүлийн
738,allein::ADV,,ганцаараа
739,auf einmal::ADV,,нэгмөсөн
740,zusammen::ADV,,цуг
741,zusammen::ADV,,хамт
742,lange::ADV,,удаан
743,plötzlich::ADV,,гэнэт
744,sofort::ADV,,дороо
745,später::ADV,,дараа
746,jetzt::ADV,,өнөө
747,heute::ADV,,өнөө
748,heute::ADV,,өнөөдөр
749,morgen::ADV,,маргааш
750,morgen::ADV,,маргаадар
751,bald::ADV,,түргэн
752,bald::ADV,,удахгүй
753,dann::ADV,,хожим
754,dann::ADV,,тэгээд
755,gestern::ADV,,өчигдөр
756,einst::ADV,,нэг
757,damals::ADV,,тэгэхэд
758,danach::ADV,,тэгээд
759,danach::ADV,,дараа нь
760,vorher::ADV,,урьд
761,zuerst::ADV,,анх
762,zuerst::ADV,,эхлээд
763,einmal::ADV,,нэг удаа
764,manchmal::ADV,,хааяа
765,manchmal::ADV,,заримдаа
766,oft::ADV,,олонтоо
767,immer::ADV,,байнга
768,niemals::ADV,,хэзээ ч
769,niemals::ADV,,хэдийд ч
770,hier::ADV,,энд
771,hierhin::ADV,,нааш
772,von hier::ADV,,эндээс
773,dort::ADV,,тэнд
774,dorthin::ADV,,тийш
775,geradeaus::ADV,,шулуун
776,vorwärts::ADV,,урагшаа
777,rückwärts::ADV,,буцаан
778,rückwärts::ADV,,сөөргөө
779,zurück::ADV,,буцаж
780,zurück::ADV,,гэдрэг
781,unten::ADV,,дор
782,hinab::ADV,,уруу
783,oben::ADV,,дээр
784,hinauf::ADV,,өөд
785,hinauf::ADV,,дээш
786,überall::ADV,,хааяагүй
787,überall::ADV,,энд тэндгүй
788,nicht::ADV,,эс
789,nicht::ADV,,-гүй
790,ein wenig::ADV,,жаахан
791,kaum::ADV,,арай
792,kaum::ADV,,арай гэж
793,sehr::ADV,,тун
794,so::ADV,,тэгж
795,so::ADV,,ингээд
796,noch::ADV,,дахин
797,noch::ADV,,дахиад
798,nur::ADV,,зөвхөн
799,nur::ADV,,гагцхүү
800,schon::ADV,,нэгэнт
801,wieder::ADV,,дахин
802,wieder::ADV,,дахиад
803,vergebens::ADV,,хий
804,vor::PRP,,өмнө
805,hinter::PRP,,ард
806,unter::PRP,,доор
807,durch::PRP,,дундуур
808,neben::PRP,,хажууд
809,zwischen::PRP,,завсар
810,zwischen::PRP,,хооронд
811,wegen::PRP,,төлөө
812,wegen::PRP,,дээрээс
813,dies::PRN,,энэ
814,das::PRN,,тэр
815,alles::PRN,,цөм
816,alles::PRN,,бүгд
817,ich::PRN,,би
818,du::PRN,,чи
819,er::PRN,,тэр
820,er::PRN,,тэр хүн
821,wir::PRN,,бид
822,ihr::PRN,,та нар
823,sie::PRN,,тэд
824,was::FPRN,,юу
825,wer::FPRN,,хэн
826,wo::FADV,,хаа
827,wo::FADV,,хаана
828,wohin::FADV,,хааш
829,wohin::FADV,,хаана
830,wie::FADV,,яаж
831,wie::FADV,,хэрхэн
832,warum::FADV,,юунд
833,warum::FADV,,яагаад
834,wieviel::FNUM,,хэдий
835,wieviel::FNUM,,хэд
836,eins::NUM,,нэг
837,zwei::NUM,,хоёр
838,drei::NUM,,гурав
839,vier::NUM,,дөрөв
840,fünf::NUM,,тав
841,sechs::NUM,,зургаа
842,sieben::NUM,,долоо
843,acht::NUM,,найм
844,neun::NUM,,ес
845,zehn::NUM,,арав
846,elf::NUM,,арван нэг
847,zwölf::NUM,,арван хоёр
848,zwanzig::NUM,,хорь
849,dreißig::NUM,,гуч
850,vierzig::NUM,,дөч
851,fünfzig::NUM,,тавь
852,sechzig::NUM,,жар
853,siebzig::NUM,,дал
854,achtzig::NUM,,ная
855,neunzig::NUM,,ер
856,hundert::NUM,,зуу
857,tausend::NUM,,мянга
858,und::CNJ,,ч
859,und::CNJ,,болон
860,oder::CNJ,,буюу
861,stehen::V,,зогсох
862,sitzen::V,,суух
863,liegen::V,,хэвтэх
864,hängen::V,,өлгөөтэй байх
865,hängen::V,,дүүжлээтэй байх
866,werden::V,,болох
867,passieren::V,,тохиох
868,beginnen::V,,эхлэх
869,enden::V,,дүүрэх
870,wechseln::V,,хувирах
871,aufgehen[Sonne]::V,,мандах
872,untergehen[Sonne]::V,,жаргах
873,scheinen[Sonne]::V,,гэрэлтэх
874,donnern::V,,дуугарах
875,wehen::V,,салхилах
876,wehen::V,,хөөрөгдөх
877,strömen::V,,гүйх
878,strömen::V,,урсах
879,fließen::V,,урсах
880,sich drehen::V,,эргэлдэх
881,schwanken::V,,хэлбэлзэх
882,schwingen::V,,ганхах
883,schwingen::V,,хэлбэлзэх
884,fallen::V,,унах
885,brennen::V,,шатах
886,rauchen::V,,баагих
887,regnen::V,,бороо орно
888,gefrieren::V,,хөлдөх
889,tauen::V,,хайлах
890,schmelzen::V,,уярах
891,trocknen::V,,хатах
892,sieden::V,,буцлах
893,sieden::V,,даргилах
894,faulen::V,,үжрэх
895,faulen::V,,өмхийрөх
896,verfaulen::V,,бээх
897,verfaulen::V,,өгрөх
898,reißen::V,,цуурах
899,versinken::V,,живэх
900,vergehen::V,,нөгчих
901,vergehen::V,,өнгөрөх
902,erscheinen::V,,гарах
903,erscheinen::V,,бултайх
904,verschwinden::V,,далд орох
905,verschwinden::V,,алга болох
906,sinken::V,,татрах
907,sinken::V,,доошлох
908,abnehmen::V,,багасах
909,abnehmen::V,,хорогдох
910,zunehmen::V,,ихсэх
911,steigen::V,,нэмэгдэх
912,wachsen::V,,өсөх
913,wachsen::V,,ургах
914,glänzen::V,,гилгэнэх
915,glänzen::V,,гилбэгнэх
916,funkeln::V,,гялжах
917,funkeln::V,,гялалзах
918,lärmen::V,,шуугих
919,läuten::V,,цохих
920,klingeln::V,,хонхдох
921,klingeln::V,,дуугарах
922,klirren::V,,хангир жингэр хийх
923,brausen::V,,бургилах
924,rauschen::V,,сэржигнэх
925,klingen::V,,хангинах
926,bellen::V,,хуцах
927,heulen::V,,улих
928,blasen::V,,үлзэх
929,pfeifen::V,,исгэрэх
930,schreien::V,,хашгирах
931,stöhnen::V,,ёолох
932,stöhnen::V,,гэнгэнэх
933,zittern::V,,дагжих
934,leben::V,,амьдрах
935,geboren werden::V,,төрөх
936,atmen::V,,амьсгалах
937,trinken::V,,уух
938,essen::V,,идэх
939,schlucken::V,,залгих
940,müde werden::V,,ядрах
941,einschlafen::V,,унтчих
942,schlafen::V,,унтах
943,aufwachen::V,,сэрэх
944,aufstehen::V,,босох
945,sich erholen::V,,амрах
946,krank werden::V,,өвдөж эхлэх
947,krank sein::V,,өвдөх
948,schmerzen::V,,өвдөх
949,schmerzen::V,,шархирах
