,Concept_ID,mhr,te
641,ehemalig::A,о́нчычсо,పూర్వపు
642,ehemalig::A,онда́кысе,పూర్వపు
643,alt[Lebewesen]::A,шо́нто,ముసలి
644,jung::A,са́мырык,పసి
645,arm::A,нужна́,బీద
646,reich::A,поя́н,ధనవంతుడైన
647,bekannt::A,па́лыме,తెలిసిన
648,berühmt::A,лӱ́млӧ,ప్రపిద్దికెక్కివ
649,fremd::A,йот,అన్యమైన
650,verschieden::A,тӱ́рлӧ,భేదమైన
651,nah::A,ли́шыл,దగ్గఱనున్న
652,fern::A,тора́,దూరమందున్న
653,fern::A,мӱ́ндыр,దూరమందున్న
654,linker::A,шола́,ఎడమప్రక్కగ
655,rechter::A,пурла́,కుడి
656,anderer::A,вес,వేఱ్తెన
657,anderer::A,мо́ло,వేఱ్తెన
658,erster::A,и́кымше,మొదటి
659,zweiter::A,ко́кымшо,రెండన
660,dritter::A,ку́мшо,మూడో
661,letzter::A,пыта́ртыш,కడపటి
662,allein::ADV,шкет,ఒంటిగా
663,auf einmal::ADV,икана́ште,హరాత్తుగ
664,zusammen::ADV,пырля́,కలిసి
665,lange::ADV,кужу́н,బహుకాలము
666,plötzlich::ADV,кенета́,హరాత్తుగ
667,sofort::ADV,кызыта́к,తక్షణము
668,später::ADV,варара́к,ఇటీవలి
669,jetzt::ADV,ы́нде,ఇప్పుడు
670,jetzt::ADV,кы́зыт,ఇప్పుడు
671,heute::ADV,та́че,నేడు
672,morgen::ADV,эрла́,ఱేపు
673,bald::ADV,вашке́,శీఘ్రముగ
674,dann::ADV,вара́,అప్పుడు
675,gestern::ADV,теҥге́че,నిన్నటి దినము
676,einst::ADV,икана́,పూర్వమొకప్పుడు
677,damals::ADV,туна́м,అప్పుడు
678,danach::ADV,вара́,అప్పుడు
679,vorher::ADV,о́нчыч,ఎదుట
680,zuerst::ADV,онда́к,మొదటిలో
681,einmal::ADV,икана́,ఒకసారి
682,manchmal::ADV,ка́шын,అప్పటప్పటికి
683,manchmal::ADV,кокла́н,అప్పటప్పటికి
684,oft::ADV,чӱ́чкыдын,తఱచుగా
685,immer::ADV,эре́,ఎల్లప్పుడు
686,immer::ADV,ту́тыш,ఎల్లప్పుడు
687,niemals::ADV,ок нигуна́м,ఎప్పుడునులేదు
688,hier::ADV,ты́ште,ఇక్కడ
689,hierhin::ADV,ты́шке,ఇక్కడకు
690,hierhin::ADV,тыш,ఇక్కడకు
691,von hier::ADV,тыше́ч,ఇక్కడనుండి
692,von hier::ADV,тыве́ч,ఇక్కడనుండి
693,dort::ADV,ту́што,అక్కడ
694,dorthin::ADV,туш,అక్కడికి
695,dorthin::ADV,ту́шко,అక్కడికి
696,geradeaus::ADV,вик,సూటిగా
697,vorwärts::ADV,о́нчыко,ముందుకు
698,rückwärts::ADV,шеҥге́к,వెనుకకు
699,zurück::ADV,мӧҥге́ш,వెనుకభాగము
700,unten::ADV,ӱ́лнӧ,క్రింద
701,unten::ADV,йыма́лне,క్రింద
702,hinab::ADV,йыма́к,కిందికి
703,oben::ADV,кӱ́шнӧ,మీద
704,oben::ADV,ӱмба́лне,మీద
705,hinauf::ADV,кӱ́ш,పైకి
706,hinauf::ADV,кӱ́шкӧ,పైకి
707,überall::ADV,чыла́ вере́,అంతటా
708,nicht::ADV,ок,కాదు
709,nicht::ADV,о́геш,కాదు
710,ein wenig::ADV,изи́ш,కొంచెము
711,kaum::ADV,пыкше́,చాలిచాలక
712,sehr::ADV,чот,చాల
713,so::ADV,тыге́,ఆలాగున
714,noch::ADV,а́ле,ఇప్పటికిని
715,nur::ADV,гына́,మాత్రము
716,schon::ADV,ы́нде,ఇదివఱకే
717,wieder::ADV,ада́к,తిరిగి
718,vergebens::ADV,ара́м,నిష్ఫలముగా
719,vor::PRP,о́нчыч,ముందు
720,hinter::PRP,шеҥге́лне,వెనుక
721,unter::PRP,йыма́лне,క్రింద
722,durch::PRP,вошт,ద్వారా
723,neben::PRP,вокте́н,దగ్గెర
724,zwischen::PRP,кокла́ште,మధ్య
725,wegen::PRP,верч,కారణంగా
726,dies::PRN,ти́де,ఇది
727,das::PRN,са́де,అది
728,alles::PRN,чыла́,సకలము
729,ich::PRN,мый,నేను
730,du::PRN,тый,నీవు
731,er::PRN,ту́до,అతడు
732,wir::PRN,ме,మనము
733,ihr::PRN,те,మీరు
734,sie::PRN,ну́но,వారు
735,was::FPRN,мо,ఏమి
736,wer::FPRN,кӧ,ఎవడు
737,wo::FADV,куша́н,ఎక్కడ
738,wohin::FADV,куш,ఎందుకు
739,wohin::FADV,ку́шко,ఎందుకు
740,wie::FADV,кузе́,ఎట్టు
741,warum::FADV,мо,ఏల
742,warum::FADV,мола́н,ఏల
743,wieviel::FNUM,куна́р,ఎంత
744,eins::NUM,ик,ఒకటి
745,zwei::NUM,ко́кыт,రెండు
746,drei::NUM,кум,మూడు
747,vier::NUM,ныл,నాలుగు
748,fünf::NUM,вич,అయిదు
749,sechs::NUM,куд,ఆఱు
750,sieben::NUM,шым,ఏరు
751,acht::NUM,канда́ш,ఎనిమదు
752,neun::NUM,инде́ш,తొమ్మిది
753,zehn::NUM,лу,పది
754,elf::NUM,лати́к,పదునొకొండు
755,zwölf::NUM,латко́к,పండ్రండు
756,zwanzig::NUM,ко́ло,ఇరుపది
757,dreißig::NUM,ку́мло,ముప్పది
758,vierzig::NUM,ны́лле,నలువది
759,fünfzig::NUM,ви́тле,ఏబది
760,sechzig::NUM,ку́дло,అరుపది
761,siebzig::NUM,шы́мле,డెబ్బది
762,achtzig::NUM,канда́шле,ఎనుబది
763,neunzig::NUM,инде́шле,తొంబది
764,hundert::NUM,шӱ́дӧ,నూఱు
765,tausend::NUM,тӱже́м,వేయి
766,und::CNJ,да,మఱియు
767,und::CNJ,ден,మఱియు
768,oder::CNJ,я,లేక
769,oder::CNJ,а́ле,లేక
770,stehen::V,шога́ш,నిలుచు
771,sitzen::V,шинча́ш,కూర్చుండు
772,liegen::V,кия́ш,పండుకొనుట
773,hängen::V,кеча́ш,వ్రేలాడదీయు
774,werden::V,лия́ш,అగు
775,passieren::V,лия́ш,సంభవించు
776,beginnen::V,тӱҥгала́ш,ఆరంభించు
777,enden::V,пыта́ш,తీరుట
778,wechseln::V,вашталта́ш,మార్చు
779,aufgehen[Sonne]::V,лекта́ш,ఉదయించు
780,untergehen[Sonne]::V,шинча́ш,అస్తమించు
781,scheinen[Sonne]::V,волгалта́ш,ప్రకాశించు
782,donnern::V,кӱдырта́ш,ఉరుముట
783,donnern::V,сургалта́ш,ఉరుముట
784,wehen::V,пуа́ш,దురద్పప్టము
785,strömen::V,шийалтара́ш,పారుట
786,fließen::V,йога́ш,ప్రవహించు
787,sich drehen::V,пӧрда́ш,తిరుగు
788,schwanken::V,лӱҥга́ш,ఆడించుట
789,schwanken::V,тайныла́ш,ఆడించుట
790,schwingen::V,рӱпшалта́ш,ఊగుట
791,fallen::V,воза́ш,పడు
792,fallen::V,йӧрла́ш,పడు
793,brennen::V,йӱла́ш,కాలుట
794,rauchen::V,шикша́ш,పొగసుట
795,regnen::V,йӱра́ш,కురిపించుట
796,gefrieren::V,кылма́ш,గడ్డకట్టు
797,gefrieren::V,ияҥа́ш,గడ్డకట్టు
798,tauen::V,шула́ш,కరగు
799,schmelzen::V,лева́ш,కరగు
800,trocknen::V,кошка́ш,యెండుట
801,sieden::V,шола́ш,ఉడుకు
802,faulen::V,шӱя́ш,క్రుళ్లు
803,verfaulen::V,шӱйы́н шуа́ш,క్షిణించు
804,reißen::V,кӱрла́ш,చించు
805,versinken::V,пуре́н кая́ш,మునుగు
806,vergehen::V,эрте́н кая́ш,సంభవించు
807,erscheinen::V,толы́н лекта́ш,కనబడు
808,verschwinden::V,йома́ш,అదృశ్యమగు
809,sinken::V,пуча́ш,ముణుగుట
810,abnehmen::V,пуча́ш,తగ్గు
811,zunehmen::V,шукема́ш,పెరుగుట
812,steigen::V,нӧлталта́ш,లేచు
813,wachsen::V,кушка́ш,పెరుగు
814,glänzen::V,йылгыжа́ш,ప్రకాశించు
815,funkeln::V,чолга́ш,ప్రకాశించు
816,lärmen::V,рӱшка́ш,అరుచుట
817,läuten::V,мура́ш,మేళవించుట
818,klingeln::V,йыҥгырта́ш,వాయించుట
819,klirren::V,чылдыртата́ш,ఘంటానాదము
820,brausen::V,лӱшка́ш,గర్జించు
821,rauschen::V,лыжга́ш,చటచటమనుట
822,klingen::V,йоҥга́ш,ధ్వనించుట
823,bellen::V,опта́ш,అఱచు
824,heulen::V,урмыжа́ш,కూయు
825,blasen::V,пуала́ш,దురద్పప్టము
826,pfeifen::V,шӱ́шкаш,ఈలవేయు
827,schreien::V,кычкыра́ш,అఱచు
828,stöhnen::V,йыҥыса́ш,మూలుగు
829,zittern::V,чытыра́ш,వణకు
830,leben::V,ила́ш,జీవించుట
831,geboren werden::V,шоча́ш,పుట్టుట
832,atmen::V,шӱла́ш,ఉపిరి తీయు
833,trinken::V,йӱа́ш,త్రాగు
834,essen::V,кочка́ш,తిను
835,schlucken::V,нела́ш,మ్రింగు
836,müde werden::V,ноя́ш,అలయు
837,einschlafen::V,мале́н колта́ш,నిద్రించు
838,schlafen::V,мала́ш,నిద్రురించు
839,aufwachen::V,помыжалта́ш,మేలుకొను
840,aufstehen::V,кынела́ш,లేచు
841,sich erholen::V,кана́ш,నడ్డి వాల్చు
842,krank werden::V,черлане́н воза́ш,జబ్బుపడు
843,krank sein::V,черлане́н кия́ш,జబ్బు చేయు
844,schmerzen::V,коршта́ш,నొచ్చుట
845,husten::V,кокыра́ш,దగ్గుట
846,genesen::V,тӱрла́ш,కుదురుట
847,genesen::V,тазаҥа́ш,కుదురుట
848,sterben::V,кола́ш,మరణించు
849,umkommen::V,вуй йома́ш,నశించు
850,sich bewegen::V,кошта́ш,కదలు
851,sich rühren::V,тарвана́ш,కదలు
852,sich erheben::V,кынела́ш,లేచు
853,sich setzen::V,шинча́ш,కూర్చుణ్డు
854,hinfallen::V,йӧрла́ш,దొర్లు
855,laufen::V,кошта́ш,నడచు
856,schreiten::V,ошкыла́ш,అడుగుపెట్టుట
857,spazierengehen::V,гуля́яш,పచారు చేయు
858,eilen::V,вашка́ш,తొందరపడు
859,sich beeilen::V,вашкешта́ш,త్వరపెట్టు
860,sausen::V,юлтка́ш,విసరికొట్టు
861,rennen::V,куржтала́ш,పరుగెత్తు
862,springen::V,тӧршта́ш,దుముకు
863,klettern::V,кӱза́ш,ఎక్కు
864,schaukeln::V,лӱҥгалта́ш,ఉయ్యాల ఊగు 
865,kriechen::V,нушка́ш,ప్రాకు
866,schwimmen::V,ия́ш,ఈదు
867,tauchen::V,шуҥгалта́ш,మునుగు
868,rudern::V,удыра́ш,తెడ్లతోఁగడపు
869,fahren::V,кудала́ш,నడపు
870,fliegen::V,чоҥешта́ш,ఎగురు
871,gehen::V,кая́ш,పోవు
872,weggehen::V,кораҥа́ш,బయలుదేరు
873,abfahren::V,лекта́ш,విడిచిపోవు
874,anhalten::V,чарна́ш,నిలుపు
875,hineingehen::V,пура́ш,ప్రవేశించు
876,eintreten::V,пура́ш,ప్రవేశించు
877,kommen::V,тола́ш,వచ్చు
878,ankommen::V,шуа́ш,వచ్చి చేరు
879,zurückkommen::V,пӧртыла́ш,తిరిగీవచ్చుట
880,bleiben::V,кода́ш,ఉండు
881,warten::V,вуча́ш,కనిపెట్టు
882,erwarten::V,вуча́ш,నిరిక్షించు
883,suchen::V,кычала́ш,వెదకు
884,finden::V,муа́ш,కనుగొను
885,versuchen::V,толаша́ш,ప్రయత్నించు
886,vorbereiten::V,ямдыла́ш,తయారుచేయు
887,lieben::V,йӧрата́ш,ప్రేమించు
888,mögen::V,йӧрата́ш,ఇష్టపడు
889,lachen::V,воштыла́ш,నవ్వు
890,rühren::V,ку́мыл тарвата́ш,గుండె తాకు
891,weinen::V,шорта́ш,వీడ్చు
892,schimpfen::V,каргаша́ш,గొణుగు
893,sich ärgern::V,сыра́ш,అలుగు
894,sich fürchten::V,лӱда́ш,భయపడు
895,fürchten::V,лӱда́ш,భయపడు
896,fliehen::V,куржа́ш,పాఱిపోపు
897,flüchten::V,куржа́ш,తప్పించుకొను
898,sehen::V,ужа́ш,చూచు
899,anschauen::V,онча́ш,చూచు
900,ansehen::V,эскера́ш,కాచియుండు
901,hören::V,кола́ш,విను
902,zuhören::V,колышта́ш,విను
903,probieren::V,тамла́ш,చవిచూచుట
904,riechen::V,ӱпшынча́ш,వాసనచూచు
905,fühlen::V,шижа́ш,స్పర్శించుట
906,scheinen::V,чуча́ш,కనబడు
907,zu sehen sein::V,коя́ш,చూవు
908,vernehmen::V,кола́ш,విను
909,frieren::V,кылма́ш,చలికి వడకు
910,tun::V,ышта́ш,చేయు
911,können::V,мошта́ш,గల
912,wollen::V,тӱна́ш,కోరు
913,anfangen::V,тӱҥала́ш,ఆరంభించు
914,beenden::V,пытара́ш,ముగించు
915,aufhören::V,чарна́ш,నిలుపు
916,gelingen::V,сай лекта́ш,గెలుపాందు
917,geraten::V,лекта́ш,వెలువడు
918,öffnen::V,поча́ш,తెఱచు
919,schließen::V,петыра́ш,మూయు
920,stellen::V,шында́ш,ఉంచు
921,setzen::V,шында́ш,ఉంచు
922,legen::V,опта́ш,పెట్టు
923,legen::V,пышта́ш,పెట్టు
924,berühren::V,тӱка́ш,తాకు
925,verbinden::V,пида́ш,చేర్చుట
926,bedecken::V,леведа́ш,మూయు
927,aufhängen::V,сака́ш,వ్రేలాడదీయు
928,anzünden::V,чӱкта́ш,వెలిగించు
929,aufheben::V,нӧлтала́ш,సేకరించు
930,zurücklassen::V,кода́ш,విడుచు
931,verlieren::V,йомдара́ш,పోగొట్టుకొను
932,fallen lassen::V,воза́ш,జాఱవిడుచు
933,machen::V,ышта́ш,చేయు
934,herstellen::V,ямдыла́ш,ఉత్పత్తిచేయు
935,bauen::V,чоҥа́ш,నిర్మించు
936,reparieren::V,ачала́ш,సరిచేయు
937,verbessern::V,саемда́ш,వృద్ధి చేయు
938,ändern::V,весемда́ш,మార్చు
939,graben::V,кӱнча́ш,త్రవ్వు
940,beugen::V,пӱгырта́ш,వంచు
941,biegen::V,лывырта́ш,వంచు
942,drehen::V,пӱтыра́ш,నూలువడుకు
943,wenden::V,ирала́ш,త్రిప్పు
944,umdrehen::V,савырала́ш,త్రిప్పు
945,heben::V,нӧлта́ш,ఎత్తు
946,hochheben::V,нӧлта́ш,ఎత్తు
947,ergreifen::V,руалта́ш,వశపఱచుకొను
948,halten::V,куча́ш,ఉంచు
949,drücken::V,иша́ш,అణచు
950,drücken::V,темда́ш,అణచు
951,schieben::V,шӱкала́ш,నొక్కు
952,kratzen::V,удыра́ш,గోకు
953,lecken::V,нула́ш,నాకు
954,beißen::V,пура́ш,కఱచు
955,abreißen::V,кӱрла́ш,తెగతెంచు
956,abschneiden::V,пӱчка́ш,తెగకొట్టు
957,binden::V,кылда́ш,కట్టు
958,stecken::V,шуралта́ш,తగులుకొనివుండుట
959,brechen::V,тодышта́ш,పగులగొట్టు
960,klopfen::V,кыра́ш,కొట్టు
961,hauen::V,тӱя́ш,కొట్టు
962,kleben::V,клеитла́ш,అంటుకొను
963,reiben::V,йыга́ш,రాచు
964,reiben::V,туржала́ш,రాచు
965,streichen::V,шӱра́ш,వ్యాపింపజేయు
966,schleifen::V,шума́ш,రాచు
967,schleifen::V,яна́ш,రాచు
968,schneiden::V,пӱчка́ш,కోయు
969,rütteln::V,рӱза́ш,కుదిలించుట
970,schütteln::V,почка́ш,కదల్చు
971,schwenken::V,рӱза́ш,ఊచుట
972,schütten::V,опта́ш,పోయు
973,füllen::V,тема́ш,నింపు
974,einwickeln::V,вӱдыла́ш,చుట్టు
975,tragen::V,нумала́ш,మోయు
976,schleppen::V,шӱдыра́ш,ఈడ్చు
977,ziehen::V,шупша́ш,ఈడ్చు
978,aufbewahren::V,арала́ш,కాపాడు
979,werfen::V,шуа́ш,విసరు
980,werfen::V,кышка́ш,విసరు
981,fangen::V,куча́ш,పట్టుకొను
982,packen::V,руалта́ш,పట్టుకొను
983,verstecken::V,тоя́ш,దాచు
984,teilen::V,пӧла́ш,భాగించు
985,schicken::V,колта́ш,పంపు
986,bringen::V,конда́ш,తెచ్చు
987,hinzufügen::V,ешара́ш,చేర్చు
988,bekommen::V,нала́ш,సంపాదించు
989,erhalten::V,нала́ш,పుచ్చుకొను
990,nehmen::V,нала́ш,తీసికొను
991,wählen::V,сайла́ш,ఇష్టపడు
992,auswählen::V,таҥгла́ш,ఏరుకొను
993,bewahren::V,сакла́ш,భద్రపఱుచు
994,behindern::V,чаракла́ш,అడ్డగించుట
995,verderben::V,пужа́ш,చెఱచు
996,beschädigen::V,пужа́ш,చెరుపుట
997,zerbrechen::V,пудырта́ш,పగులగొట్టు
998,zerreißen::V,кӱрла́ш,చించు
999,zerstören::V,шалата́ш,వాశనము చేయు
1000,verbrennen::V,йӱлата́ш,కాల్చు
1001,geben::V,пуа́ш,ఇచ్చు
1002,reichen::V,пуа́ш,అందుకొనుట
1003,schenken::V,пӧлекла́ш,అర్పించు
1004,versprechen::V,сӧра́ш,వాగ్దత్తము చేయు
1005,wünschen::V,тылана́ш,కోరు
1006,loben::V,мокта́ш,స్తుతించు
1007,küssen::V,шупшала́ш,ముద్దుపెట్టుకొను
1008,wiegen::V,рӱпша́ш,ఊచుట
1009,zudecken::V,леведа́ш,మూయు
1010,wecken::V,помыжалтара́ш,నిద్రపలేపుట
1011,zeigen::V,ончыкта́ш,చూవు
1012,führen::V,вӱда́ш,దారిచూపు
1013,lehren::V,туныкта́ш,బోధించు
1014,unterrichten::V,туныкта́ш,నేర్పు
1015,aufziehen::V,орышта́ш,పెంచు
1016,leiten::V,вӱда́ш,తీసుకపోవుట
1017,leiten::V,вуйлата́ш,తీసుకపోవుట
1018,antreiben::V,поктыла́ш,ప్రేరేపించు
1019,lassen::V,-та́ш,అనుమతించు
1020,einladen::V,ӱжа́ш,ఆహ్వానించు
1021,vereinigen::V,иктешла́ш,కూడుట
1022,besuchen::V,то́лын кая́ш,పోయి చూచు
1023,treffen::V,вашлия́ш,కలియు
1024,sich versammeln::V,погына́ш,కూర్చు
1025,sich versammeln::V,чумырга́ш,కూర్చు
1026,spielen::V,мода́ш,ఆట లాడు
1027,singen::V,мура́ш,పాడు
1028,tanzen::V,кушта́ш,నృత్యముచేయు
1029,sich trennen::V,ойырла́ш,ఎడబాయుట
1030,verlassen::V,кудалта́ш,విడుచు
1031,retten::V,утара́ш,తప్పించుట
1032,bewachen::V,орола́ш,కాపాడు
1033,schützen::V,арала́ш,రక్షించు
1034,verteidigen::V,арала́ш,రక్షించు
1035,sich schlagen::V,кредала́ш,జగడమాడు
1036,schießen::V,лӱя́ш,కాల్చు
1037,siegen::V,сеҥа́ш,గెలుచు
1038,ärgern::V,сырыкта́ш,పీడించుట
1039,schlagen::V,пера́ш,కొట్టు
1040,treten::V,тошка́ш,తన్ను
1041,stechen::V,кера́ш,కుట్టు
1042,stoßen::V,шӱкала́ш,గెంటు
1043,stehlen::V,шолышта́ш,దొంగిలించు
1044,stören::V,мешая́ш,కలతపఱచు
1045,belästigen::V,толаштара́ш,పీడించు
1046,verbergen::V,шылта́ш,దాచు
1047,täuschen::V,ондала́ш,మోసము చేయు
1048,betrügen::V,ондала́ш,మోసపుచ్చు
1049,töten::V,пушта́ш,చంపు
1050,wohnen::V,ила́ш,నివసించు
1051,arbeiten::V,пашалана́ш,పనిచేయు
1052,arbeiten::V,паша́м ышта́ш,పనిచేయు
1053,sammeln::V,пога́ш,ప్రోగుచేయు
1054,pflücken::V,кӱра́ш,యేరుట
1055,jagen::V,сонарла́ш,వేటాడు
1056,fischen::V,кол куча́ш,వెదకు
1057,fassen::V,куча́ш,పట్టుకొమ
1058,hüten::V,кӱта́ш,మందచేరుట
1059,treiben::V,покта́ш,నడపు
1060,anbinden::V,йолышта́ш,కట్టు
1061,füttern::V,пукша́ш,భోజనము పెట్టు
1062,melken::V,лӱшта́ш,పాలు పితుకు
1063,hacken::V,руа́ш,నఱకు
1064,gießen::V,шава́ш,నీళ్ళుకట్టుట
1065,reifen::V,кӱа́ш,పండుట
1066,zubereiten::V,ямдыла́ш,వండు
1067,kochen::V,шолта́ш,వండు
1068,backen::V,кӱкташ,రొట్టెకాల్చు
1069,braten::V,пуштыла́ш,వేపు
1070,braten::V,жаритла́ш,వేపు
1071,umrühren::V,луга́ш,కదులుట
1072,stricken::V,пида́ш,అల్లు
1073,nähen::V,урга́ш,కుట్టు
1074,färben::V,чиялта́ш,రంగు వేయు
1075,reinigen::V,эрыкта́ш,శుభ్రము చేయు
1076,waschen::V,мушка́ш,కడుగు
1077,abwischen::V,ӱшта́ш,తుడుచు
1078,spülen::V,шӱалта́ш,నీటిలో జడించు
1079,fegen::V,ӱшта́ш,ఊడ్చు
1080,kehren::V,ӱшта́ш,ఊడ్చు
1081,baden::V,йӱштыла́ш,స్నానము చేయు
1082,sich waschen::V,мушкылта́ш,కడుగు
1083,ausziehen::V,кудаша́ш,విప్పు
1084,anziehen::V,чия́ш,ధరించు
1085,sich anziehen::V,чия́ш,బట్టలు వేసుకొను
1086,sich anziehen::V,чия́ш,తొడుగుకొను
1087,kämmen::V,шера́ш,దువ్వుట
1088,schmücken::V,тӱзата́ш,అలంకరించు
1089,schmücken::V,чеверта́ш,అలంకరించు
1090,sagen::V,ойла́ш,చెప్పు
1091,sagen::V,каласа́ш,చెప్పు
1092,sprechen::V,кутыра́ш,చెప్పు
1093,reden::V,мутлана́ш,మాటలాడు
1094,sich unterhalten::V,кутыра́ш,ముచ్చటలాడు
1095,fragen::V,йода́ш,ప్రశ్నించు
1096,bitten::V,йода́ш,కోరు
1097,erzählen::V,ойла́ш,చెప్పు
1098,mitteilen::V,увертара́ш,తెలియజేయు
1099,nennen::V,лӱмда́ш,పేరు వెట్టు
1100,rufen::V,ӱжа́ш,పిలుచు
1101,prahlen::V,моктана́ш,జల్లి
1102,übersetzen::V,кусара́ш,తర్జుమాచేయు
1103,denken::V,шона́ш,ఆలోచించు
1104,glauben::V,ӱшана́ш,నమ్ము
1105,bemerken::V,шижа́ш,గుర్తించు
1106,erkennen::V,пала́ш,గుర్తించు
1107,begreifen::V,ыҥла́ш,గ్రహించు
1108,verstehen::V,умыла́ш,గ్రహించు
1109,lernen::V,тунема́ш,నేర్చు కొను
1110,wissen::V,шинча́ш,తెలిసికొను
1111,sich erinnern an::V,шарна́ш,జ్ఞాపకముంచుకొను
1112,vergessen::V,монда́ш,మఱచిపోవు
1113,messen::V,виса́ш,కొలుచుట
1114,zählen::V,шотла́ш,లెక్కపెట్టు
1115,rechnen::V,шотла́ш,లెక్కపెట్టు
1116,lesen::V,луда́ш,చదువు
1117,malen::V,сӱретла́ш,పూనుట
1118,zeichnen::V,сӱретла́ш,వ్రాసుట
1119,schreiben::V,воза́ш,వ్రాయు
1120,besitzen::V,лия́ш,కలిగియుండు
1121,kaufen::V,нала́ш,కొను
1122,verkaufen::V,ужала́ш,అమ్ము
1123,bezahlen::V,тӱла́ш,చెల్లించు
1124,zahlen::V,тӱла́ш,చెల్లించు
1125,beherrschen::V,куча́ш,ఏలు
1126,ertragen::V,турка́ш,భరించు
