,Concept_ID,tt,et
827,vierzig::NUM,кырык,nelikümmend
828,fünfzig::NUM,илле,viiskümmend
829,sechzig::NUM,алтмыш,kuuskümmend
830,siebzig::NUM,җитмеш,seitsekümmend
831,achtzig::NUM,сиксән,kaheksakümmend
832,neunzig::NUM,туксан,üheksakümmend
833,hundert::NUM,йөз,sada
834,tausend::NUM,мең,tuhat
835,und::CNJ,вә,ja
836,oder::CNJ,яки,või
837,oder::CNJ,яисә,või
838,stehen::V,тору,seisma
839,sitzen::V,утыру,istuma
840,liegen::V,яту,lamama
841,hängen::V,эленү,rippuma
842,werden::V,булу,saama
843,werden::V,булу,hakkama
844,passieren::V,булу,juhtuma
845,beginnen::V,башлану,algama
846,beginnen::V,башлану,hakkama
847,enden::V,бетү,lõppema
848,wechseln::V,үзгәртү,vahelduma
849,aufgehen[Sonne]::V,чыгу,tõusma
850,untergehen[Sonne]::V,бату,loojuma
851,scheinen[Sonne]::V,яктырту,paistma
852,donnern::V,күкрәү,kõmisema
853,wehen::V,исү,puhuma
854,strömen::V,агу,voolama
855,fließen::V,агу,voolama
856,sich drehen::V,бөтерелү,pöörduma
857,schwanken::V,икеләнү,kõikuma
858,schwingen::V,тирбәлү,võnkuma
859,fallen::V,егылу,langema
860,brennen::V,яну,põlema
861,rauchen::V,төтәү,suitsema
862,rauchen::V,төтенләү,suitsema
863,regnen::V,яву,sadama
864,gefrieren::V,кату,kinni külmuma
865,tauen::V,эрү,sulama
866,tauen::V,эретү,sulama
867,schmelzen::V,эрү,sulama
868,schmelzen::V,эретү,sulama
869,trocknen::V,кибү,kuivama
870,sieden::V,ургылу,keema
871,faulen::V,черү,mädanema
872,verfaulen::V,черү,mädanema
873,reißen::V,өзелү,rebenema
874,versinken::V,бату,uppuma
875,vergehen::V,авышу,mööduma
876,erscheinen::V,пәйда булу,ilmuma
877,verschwinden::V,югалу,kaduma
878,verschwinden::V,юк булу,kaduma
879,sinken::V,кимү,vajuma
880,sinken::V,кимү,langema
881,sinken::V,кайту,vajuma
882,sinken::V,кайту,langema
883,abnehmen::V,азаю,vähenema
884,abnehmen::V,азаю,kahenema
885,zunehmen::V,арту,kasvama
886,zunehmen::V,күбәю,kasvama
887,zunehmen::V,ишәю,kasvama
888,steigen::V,үсү,tõusma
889,steigen::V,үсү,üles minema
890,wachsen::V,үсү,kasvama
891,glänzen::V,ялкылдау,läikimä
892,funkeln::V,ялтырау,sädelema
893,lärmen::V,шаулау,lärmama
894,läuten::V,шалтырату,helisema
895,klingeln::V,шалтырату,helisema
896,klirren::V,чылтырау,kõlisema
897,brausen::V,давыллау,kohisema
898,brausen::V,дулау,kohisema
899,rauschen::V,кыштырдау,kohisema
900,klingen::V,ишетелү,kõlama
901,bellen::V,өрү,haukuma
902,heulen::V,улау,uluma
903,blasen::V,өрү,puhuma
904,pfeifen::V,сызгырту,vilistama
905,schreien::V,кычкыру,karjuma
906,stöhnen::V,ыңгырашу,oigama
907,zittern::V,калтырау,värisema
908,zittern::V,калтырану,värisema
909,leben::V,яшәү,elama
910,leben::V,яшәү,elus olema
911,leben::V,гомер итү,elama
912,leben::V,гомер итү,elus olema
913,geboren werden::V,туу,sündima
914,atmen::V,сулау,hingama
915,trinken::V,эчү,jooma
916,essen::V,ашау,sööma
917,schlucken::V,йоту,neelama
918,müde werden::V,ялыгу,väsima
919,müde werden::V,йөгенү,väsima
920,einschlafen::V,йокыга китү,uinuma
921,schlafen::V,йоклау,magama
922,aufwachen::V,уяну,ärkama
923,aufstehen::V,тору,ärkama
924,aufstehen::V,тору,üles tõusma
925,sich erholen::V,ял алу,puhkama
926,sich erholen::V,истирахәт итү,puhkama
927,krank werden::V,чирләү,haigestuma
928,krank werden::V,чирләү,haigeks jääma
929,krank sein::V,чирләү,haige olema
930,schmerzen::V,авырту,valutama
931,husten::V,ютәлләү,köhima
932,genesen::V,савыгу,toibuma
933,genesen::V,сәламәтләнү,toibuma
934,sterben::V,үлү,surema
935,sterben::V,дөнья кую,surema
936,sterben::V,вафат булу,surema
937,umkommen::V,үлү,surma saama
938,sich bewegen::V,йөрү,liikuma
939,sich rühren::V,кыймылдау,liikuma
940,sich erheben::V,басу,kerkima
941,sich setzen::V,утыру,istet võtma
942,hinfallen::V,егылу,kukkuma
943,hinfallen::V,егылу,maha kukkuma
944,laufen::V,җәяүләү,kõndima
945,schreiten::V,атлау,astuma
946,spazierengehen::V,йөрү,jalutama
947,spazierengehen::V,йөргенү,jalutama
948,eilen::V,ашыгу,ruttama
949,eilen::V,ашыгу,kiirustama
950,sich beeilen::V,ашыгу,ruttama
951,sich beeilen::V,ашыгу,kiirustama
952,sich beeilen::V,кызулау,ruttama
953,sich beeilen::V,кызулау,kiirustama
954,sausen::V,җилдерү,kihutama
955,sausen::V,җилдерү,tormama
956,rennen::V,йөгерү,jooksma
957,rennen::V,йөгерү,kihutama
958,springen::V,сикерү,hüppama
959,klettern::V,үрмәләү,ronima
960,schaukeln::V,атыну,kiikuma
961,kriechen::V,шуышу,roomama
962,kriechen::V,үрмәләү,roomama
963,schwimmen::V,йөзү,ujuma
964,tauchen::V,чуму,sukelduma
965,rudern::V,ишү,sõudma
966,fahren::V,бару,sõitma
967,fliegen::V,очу,lendama
968,gehen::V,йөрү,käima
969,gehen::V,йөрү,minema
970,weggehen::V,китү,ära minema
971,weggehen::V,китү,välja minema
972,abfahren::V,кузгалу,väljuma
973,abfahren::V,кузгалу,ära sõitma
974,anhalten::V,тукталу,peatuma
975,hineingehen::V,инү,sisenema
976,hineingehen::V,инү,sisse minema
977,eintreten::V,инү,sisenema
978,eintreten::V,инү,sisse astuma
979,kommen::V,килү,tulema
980,ankommen::V,бару,saabuma
981,zurückkommen::V,кире кайту,tagasi tulema
982,bleiben::V,калу,jääma
983,warten::V,көтү,ootama
984,erwarten::V,көтү,ootama
985,erwarten::V,көтү,lootma
986,suchen::V,эзләү,otsima
987,finden::V,табу,leidma
988,versuchen::V,маташу,püüdma
989,versuchen::V,маташу,üritama
990,versuchen::V,маташу,katsetama
991,vorbereiten::V,хәзерләү,valmistama
992,lieben::V,сөю,armastama
993,lieben::V,ярату,armastama
994,mögen::V,өнәү,sallima
995,mögen::V,өнәү,meeldima
996,lachen::V,көлү,naerma
997,rühren::V,дулкынландыру,liigutama
998,rühren::V,дулкынландыру,heldima panema
999,weinen::V,елау,nutma
1000,schimpfen::V,сүгү,sõimama
1001,schimpfen::V,сүгенү,sõimama
1002,sich ärgern::V,ачулану,ärrituma
1003,sich ärgern::V,ачулану,vihastuma
1004,sich fürchten::V,курку,kartma
1005,sich fürchten::V,курку,hirmu tundma
1006,fürchten::V,калтырау,kartma
1007,fürchten::V,калтырану,kartma
1008,fliehen::V,арка бирү,põgenema
1009,flüchten::V,качу,põgenema
1010,sehen::V,күрү,nägema
1011,anschauen::V,карау,vaatama
1012,ansehen::V,карау,vaatama
1013,ansehen::V,күзәтү,vaatama
1014,hören::V,ишетү,kuulma
1015,zuhören::V,тыңлау,kuulama
1016,probieren::V,тату,proovima
1017,riechen::V,иснәү,nuusutama
1018,fühlen::V,тою,tundma
1019,fühlen::V,сизү,tundma
1020,scheinen::V,күренү,näida
1021,scheinen::V,күренү,ilmuda
1022,zu sehen sein::V,күренү,ilmuma
1023,vernehmen::V,ишетү,üle kuulama
1024,frieren::V,өшү,külmetada
1025,frieren::V,күшегү,külmetada
1026,tun::V,итү,tegema
1027,können::V,алу,võima
1028,können::V,алу,oskama
1029,wollen::V,теләү,tahtma
1030,anfangen::V,керешү,hakkama
1031,anfangen::V,керешү,alustama
1032,beenden::V,бетерү,lõpetama
1033,beenden::V,тәмамлау,lõpetama
1034,aufhören::V,бетү,lakkama
1035,gelingen::V,уңу,õnnestuma
1036,geraten::V,сабышу,jõudma
1037,öffnen::V,ачу,avama
1038,schließen::V,ябу,sulgema
1039,stellen::V,кую,panema
1040,stellen::V,кую,asetama
1041,setzen::V,утырту,panema
1042,legen::V,яткыру,panema
1043,legen::V,яткыру,asetama
1044,berühren::V,тию,riivama
1045,berühren::V,тию,puudutama
1046,verbinden::V,ялгау,ühendama
1047,bedecken::V,өрту,katma
1048,bedecken::V,каплау,katma
1049,bedecken::V,томалау,katma
1050,aufhängen::V,асу,riputama
1051,anzünden::V,кабызу,süütama
1052,aufheben::V,күтәрү,üles tõstma
1053,zurücklassen::V,калдыру,jätma
1054,verlieren::V,югалту,kaotama
1055,fallen lassen::V,төшерү,maha pillama
1056,fallen lassen::V,төшерү,kukkuda laskma
1057,machen::V,ясау,tegema
1058,machen::V,эшләү,tegema
1059,herstellen::V,ясау,valmistama
1060,bauen::V,кору,ehitama
1061,reparieren::V,төзәтү,parandama
1062,verbessern::V,яхшырту,parandama
1063,ändern::V,үзгәртү,muutma
1064,ändern::V,үзгәртү,ümber tegema
1065,graben::V,казу,kaevama
1066,beugen::V,ию,painutama
1067,biegen::V,бөгү,painutama
1068,drehen::V,бору,keerama
1069,drehen::V,бөтерү,keerama
1070,wenden::V,бору,ümber pöörama
1071,umdrehen::V,түнтәрү,ümber keerama
1072,heben::V,күтәрү,tõstma
1073,hochheben::V,күтәрү,üles tõstma
1074,hochheben::V,күтәрү,kõrgele tõstma
1075,ergreifen::V,эләктерү,haarama
1076,halten::V,тоту,hoidma
1077,drücken::V,кысу,pigistama
1078,schieben::V,кузгату,lükkama
1079,kratzen::V,тырнау,kraapima
1080,lecken::V,ялау,lakkuma
1081,beißen::V,тешләү,purema
1082,beißen::V,тешләү,hammustama
1083,abreißen::V,өзү,rebima
1084,abreißen::V,өзү,ära rebima
1085,abschneiden::V,кыю,ära lõikama
1086,abschneiden::V,кисү,ära lõikama
1087,binden::V,бәйләү,siduma
1088,stecken::V,төртү,pistma
1089,stecken::V,тыгу,pistma
1090,brechen::V,сындыру,murdma
1091,klopfen::V,шаку,koputama
1092,klopfen::V,шакылдау,koputama
1093,hauen::V,кыйнау,lööma
1094,kleben::V,ябыштыру,kleepima
1095,reiben::V,ышку,hõõruma
1096,streichen::V,ягу,silitama
1097,schleifen::V,кайрау,lihvima
1098,schleifen::V,кайрау,teritama
1099,schneiden::V,кисү,lõikama
1100,rütteln::V,селкетү,raputama
1101,schütteln::V,селкетү,raputama
1102,schütteln::V,селкетү,loksutama
1103,schwenken::V,болгау,vehkima
1104,schwenken::V,болгау,lehvitama
1105,schütten::V,кою,kallama
1106,füllen::V,тутыру,täitma
1107,einwickeln::V,төрү,sisse mähkima
1108,tragen::V,ташу,kandma
1109,schleppen::V,сөйрәү,tassima
1110,schleppen::V,сөйрәү,lohistama
1111,schleppen::V,өстерәү,tassima
1112,schleppen::V,өстерәү,lohistama
1113,ziehen::V,тарту,vedama
1114,ziehen::V,тарту,tõmbama
1115,aufbewahren::V,саклау,säilitama
1116,aufbewahren::V,саклау,alal hoidma
1117,werfen::V,ыргыту,viskama
1118,fangen::V,тоту,püüdma
1119,packen::V,эләктерү,kinni haarama
1120,packen::V,эләктерү,kinni võtma
1121,verstecken::V,яшерү,peitma
1122,teilen::V,бүлү,jagama
1123,teilen::V,бүлү,jaotama
1124,schicken::V,җибәрү,saatma
1125,bringen::V,китерү,viima
1126,hinzufügen::V,өстәү,lisama
1127,bekommen::V,алу,saama
1128,erhalten::V,алу,saama
1129,nehmen::V,алу,võtma
1130,wählen::V,сайлау,valima
1131,auswählen::V,сайлау,valima
1132,bewahren::V,саклау,hoidma
1133,behindern::V,комачаулау,takistama
1134,verderben::V,бозу,rikkuma
1135,beschädigen::V,бозу,rikkuma
1136,zerbrechen::V,вату,katki tegema
1137,zerreißen::V,өзү,katki rebima
1138,zerreißen::V,ерту,katki rebima
1139,zerstören::V,җимерү,purustama
1140,verbrennen::V,яндыру,põletama
1141,verbrennen::V,көйдерү,põletama
1142,geben::V,бирү,andma
1143,reichen::V,тапшыру,andma
1144,reichen::V,тапшыру,ulatama
1145,schenken::V,бүләкләү,kinkima
1146,versprechen::V,вәгъдә бирү,lubama
1147,versprechen::V,вәгъдә бирү,tõotama
1148,wünschen::V,котлау,soovima
1149,loben::V,мактау,kiitma
1150,küssen::V,үбү,suudlema
1151,wiegen::V,тирбәтү,hällitama
1152,zudecken::V,ябу,kaanetama
1153,zudecken::V,ябу,kinni katma
1154,zudecken::V,бөркәү,kaanetama
1155,zudecken::V,бөркәү,kinni katma
1156,wecken::V,уяту,äratama
1157,zeigen::V,күрсәтү,näitama
1158,führen::V,йөртү,juhatama
1159,lehren::V,өйрәтү,õpetama
1160,unterrichten::V,укыту,õpetama
1161,aufziehen::V,асрау,üles kasvatama
1162,leiten::V,җитәкләү,juhtima
1163,antreiben::V,куалау,ergutama
1164,antreiben::V,әйдәләү,ergutama
1165,antreiben::V,ашыктыру,ergutama
1166,lassen::V,мәҗбүр итү,laskma
1167,einladen::V,чакыру,kutsuma
1168,vereinigen::V,берләштерү,ühendama
1169,besuchen::V,керешү,külastama
1170,treffen::V,очрату,kohtama
1171,sich versammeln::V,җыелышу,kogunema
1172,spielen::V,уйнау,mängima
1173,singen::V,җырлау,laulma
1174,tanzen::V,бию,tantsima
1175,sich trennen::V,аерылу,lahku minema
1176,sich trennen::V,ташлашу,lahku minema
1177,verlassen::V,ташлау,maha jätma
1178,verlassen::V,калдыру,maha jätma
1179,retten::V,коткару,päästma
1180,bewachen::V,каравыллау,valvama
1181,schützen::V,ышыклау,kaitsma
1182,verteidigen::V,яклау,kaitsma
1183,verteidigen::V,саклау,kaitsma
1184,sich schlagen::V,сугышу,kaklema
1185,schießen::V,ату,tulistama
1186,siegen::V,җиңү,võitma
1187,ärgern::V,ачуландыру,ärritama
1188,ärgern::V,ачуландыру,vihastama
1189,schlagen::V,ору,lööma
1190,schlagen::V,бәрү,lööma
1191,schlagen::V,тукмау,lööma
1192,treten::V,тибү,sõtkuma
1193,stechen::V,кадау,pistma
1194,stechen::V,кадау,torkama
1195,stoßen::V,этү,tõukama
1196,stehlen::V,урлау,varastama
1197,stören::V,комачаулау,segama
1198,stören::V,комачаулау,häirima
1199,belästigen::V,борчу,ahistama
1200,belästigen::V,билмазалау,ahistama
1201,verbergen::V,яшерү,peitma
1202,verbergen::V,яшерү,varjama
1203,täuschen::V,алдату,petma
1204,täuschen::V,алдату,tüssama
1205,betrügen::V,хәрәмләшү,petma
1206,betrügen::V,хәрәмләшү,tüssama
1207,betrügen::V,хәрәмләшү,truudust murtma
1208,töten::V,үтерү,tapma
1209,töten::V,үтерү,surmama
1210,wohnen::V,яшәү,elama
1211,arbeiten::V,эшләү,töötama
1212,sammeln::V,туплау,koguma
1213,sammeln::V,туплау,korjama
1214,pflücken::V,өзү,noppima
1215,jagen::V,аулау,jahtima
1216,fischen::V,балык тоту,kalastama
1217,fischen::V,балык тоту,kala püüdma
1218,fassen::V,тоту,püüdma
1219,hüten::V,көтү,karjatama
1220,treiben::V,куалау,ajama
1221,anbinden::V,бәйләү,kinni siduma
1222,füttern::V,туйдыру,söötma
1223,melken::V,саву,lüpsma
1224,hacken::V,чабу,raiuma
1225,hacken::V,чабу,lõhkuma
1226,gießen::V,сугару,kastma
1227,reifen::V,җитешү,valmima
1228,zubereiten::V,пешеренү,valmistama
1229,kochen::V,пешерү,keetma
1230,kochen::V,кайнату,keetma
1231,backen::V,пешерү,küpsetama
1232,braten::V,куыру,praadima
1233,braten::V,кыздыру,praadima
1234,umrühren::V,бутау,segama
1235,umrühren::V,болгату,segama
1236,stricken::V,бәйләү,kuduma
1237,nähen::V,тегү,õmblema
1238,färben::V,ману,värvima
1239,reinigen::V,чистарту,puhastama
1240,waschen::V,юу,pesema
1241,abwischen::V,сөртү,puhtaks pühkima
1242,spülen::V,чайкау,uhtma
1243,fegen::V,себерү,pühkima
1244,kehren::V,себерү,pühkima
1245,baden::V,коену,suplema
1246,baden::V,коену,kümblema
1247,sich waschen::V,юыну,end pesema
1248,ausziehen::V,чишенү,käest võtma
1249,ausziehen::V,чишенү,jalast võtma
1250,ausziehen::V,чишенү,seljast võtma
1251,anziehen::V,кию,jalga panema
1252,sich anziehen::V,киенү,riietuma
1253,kämmen::V,тарау,kammima
1254,schmücken::V,бизәү,kaunistama
1255,schmücken::V,бизәкләү,kaunistama
1256,sagen::V,дию,ütlema
1257,sagen::V,әйтү,ütlema
1258,sprechen::V,сөйләү,rääkima
1259,sprechen::V,сөйләү,kõnelema
1260,sprechen::V,сөйләшү,rääkima
1261,sprechen::V,сөйләшү,kõnelema
1262,reden::V,сөйләү,kõnelema
1263,sich unterhalten::V,сөйләшү,vestlema
1264,fragen::V,сорау,küsima
1265,fragen::V,сорашу,küsima
1266,bitten::V,үтенү,paluma
1267,erzählen::V,сөйләү,jutustama
1268,mitteilen::V,белдерү,teatama
1269,mitteilen::V,белдерү,teada andma
1270,nennen::V,дию,nimetama
1271,rufen::V,дәшү,kutsuma
1272,prahlen::V,мактану,hooplema
1273,prahlen::V,шапырыну,hooplema
1274,übersetzen::V,күчерү,tõlkima
1275,denken::V,уйлау,mõtlema
1276,glauben::V,инану,uskuma
1277,bemerken::V,искәрү,märkama
1278,erkennen::V,тану,ära tundma
1279,begreifen::V,аңлау,aru saama
1280,begreifen::V,төшенү,aru saama
1281,verstehen::V,аңлау,mõistma
1282,verstehen::V,төшенү,mõistma
1283,lernen::V,уку,õppima
1284,lernen::V,өйрәнү,õppima
1285,wissen::V,белү,teadma
1286,sich erinnern an::V,хәтерләү,mäletama
1287,vergessen::V,оныту,unustama
1288,messen::V,үлчәү,mõõtma
1289,zählen::V,санау,loendama
1290,rechnen::V,исәпләү,arvutama
1291,lesen::V,уку,lugema
1292,malen::V,рәсем ясау,maalima
1293,malen::V,сурәт ясау,maalima
1294,malen::V,сурәтләү,maalima
1295,zeichnen::V,язу-сызу,joonistama
1296,zeichnen::V,сурәт ясау,joonistama
1297,schreiben::V,язу,kirjutama
1298,besitzen::V,биләү,omama
1299,kaufen::V,алу,ostma
1300,verkaufen::V,сату,müüma
1301,bezahlen::V,түләү,tasuma
1302,zahlen::V,түләү,maksma
1303,beherrschen::V,ия булу,valitsema
1304,ertragen::V,чыдау,taluma
