,Concept_ID,mrj,zh
780,zwanzig::NUM,коклы,二十
781,dreißig::NUM,кымлы,三十
782,vierzig::NUM,нӹллӹ,四十
783,fünfzig::NUM,вӹцлӹ,五十
784,sechzig::NUM,кудлу,六十
785,siebzig::NUM,шӹмлу,七十
786,achtzig::NUM,кӓндӓкшлу,八十
787,neunzig::NUM,ӹндекшлу,九十
788,hundert::NUM,шӱдӹ,百
789,tausend::NUM,тӹжем,千
790,und::CNJ,дöн,和
791,oder::CNJ,льывы,或者
792,stehen::V,шалшаг,站
793,sitzen::V,шӹнзӓш,坐
794,liegen::V,киӓш,躺着
795,hängen::V,кечӓш,挂着
796,werden::V,шагалаш,成为
797,passieren::V,ӹштӓ́лтӓш,发生
798,beginnen::V,тӹнгӓлӓлтӓш,开始
799,enden::V,пӹтӓш,终止
800,wechseln::V,весемӓш,变迁
801,wechseln::V,весемӓлтӓш,变迁
802,aufgehen[Sonne]::V,авараш,升起
803,untergehen[Sonne]::V,шӹ́нзӓш,下落
804,scheinen[Sonne]::V,сотемдӓрӓш,照射
805,donnern::V,хӹдӹртӓш,打雷
806,wehen::V,ӹфӹлӓш,飘扬
807,strömen::V,йогащ,流
808,fließen::V,йогащ,流动
809,sich drehen::V,пöрдӓш,转动
810,schwanken::V,лыпшалташ,摇摆
811,schwingen::V,кӓчӓйӓш,摇
812,fallen::V,кенвазаш,坠落
813,fallen::V,шынгалташ,坠落
814,brennen::V,йылаш,燃烧
815,rauchen::V,шыпшаш,冒烟
816,regnen::V,юраш,下雨
817,gefrieren::V,гӓш,结冰
818,gefrieren::V,кӹлмаш,结冰
819,tauen::V,шылаш,融化
820,schmelzen::V,шӹрӓнӓш,溶化
821,trocknen::V,кошкаш,变干
822,sieden::V,шолаш,煮
823,faulen::V,шӱӓш,腐烂
824,verfaulen::V,йӓнгӓрӓлтӓш,腐烂
825,reißen::V,кышкедӓлтӓш,撕
826,versinken::V,ва́лаш,下沉
827,vergehen::V,эртӓш,流逝
828,erscheinen::V,каяш,出现
829,verschwinden::V,ямаш,消失
830,sinken::V,пычаш,下降
831,abnehmen::V,чӹдемӓш,减少
832,abnehmen::V,кöтӹргӓш,减少
833,zunehmen::V,когоэмӓш,增加
834,steigen::V,лӱлта́лташ,上升
835,wachsen::V,кушкаш,生长
836,glänzen::V,йӹлгӹжӓш,发光
837,funkeln::V,валгалташ,闪烁
838,lärmen::V,юкланаш,吵闹
839,läuten::V,цоргаш,响
840,klingeln::V,цоргаш,按铃
841,klirren::V,цонгырталгаш,
842,brausen::V,ышдымыла́наш,疾驶
843,rauschen::V,шу́жгаш,
844,klingen::V,йо́нгаш,听起来
845,bellen::V,опташ,吠
846,heulen::V,урмыжаш,嗥
847,blasen::V,ӹфӹлӓш,吹
848,pfeifen::V,ши́шкаш,吹口哨
849,schreien::V,уташ,叫喊
850,schreien::V,саслаш,叫喊
851,schreien::V,варгынзаш,叫喊
852,stöhnen::V,ӹнгӹрӓш,呻吟
853,zittern::V,цӹтӹрӓш,颤抖
854,leben::V,ӹлӓш,生存
855,geboren werden::V,шачаш,出生
856,atmen::V,шӱлӓш,呼吸
857,trinken::V,йӱӓш,喝
858,essen::V,качкаш,吃
859,schlucken::V,нелӓш,咽
860,müde werden::V,янгылаш,疲倦
861,einschlafen::V,амален кеӓш,入睡
862,schlafen::V,амалаш,睡觉
863,aufwachen::V,понгыжалташ,睡醒
864,aufstehen::V,кӹньӹл шагалаш,起床
865,sich erholen::V,кӓнаш,休养
866,krank werden::V,церлӓнен вазаш,生病
867,krank sein::V,церлӓнӓш,生病
868,krank sein::V,ясланаш,生病
869,krank sein::V,ясыланаш,生病
870,schmerzen::V,каршташ,疼痛
871,husten::V,кахыраш,咳
872,genesen::V,паремӓш,痊愈
873,genesen::V,тöрлӓнӓш,痊愈
874,sterben::V,вазын колаш,死
875,umkommen::V,пӹтӓш,丧命
876,sich bewegen::V,кашташ,移动
877,sich rühren::V,тӓрвӓнӓш,动弹
878,sich erheben::V,кӹньӹлӓш,站起
879,sich setzen::V,шӹнзӓш,坐
880,hinfallen::V,кенвазаш,跌倒
881,hinfallen::V,шынгалташ,跌倒
882,laufen::V,кашташ,步行
883,schreiten::V,ашкедӓш,迈步
884,spazierengehen::V,мадын кашташ,散步
885,eilen::V,вӓшкӓш,急忙
886,sich beeilen::V,вӓшкӓш,赶快
887,sich beeilen::V,талашаш,赶快
888,sausen::V,хойхаланаш,疾驰
889,sausen::V,хояш,疾驰
890,rennen::V,кыргыжаш,奔跑
891,springen::V,тӹршештӓш,跳
892,klettern::V,ку́заш,攀缘
893,schaukeln::V,лыпшалташ,荡秋千
894,kriechen::V,авалянаш,爬行
895,kriechen::V,ньыжиклӓш,爬行
896,schwimmen::V,илӓш,游泳
897,tauchen::V,цымаш,潜水
898,rudern::V,шуалташ,划船
899,fahren::V,кеӓш,行驶
900,fliegen::V,чонгештӓш,飞
901,gehen::V,кеӓш,走
902,weggehen::V,кеӓш,离去
903,abfahren::V,кеӓш,出发
904,anhalten::V,цӓрнӓш,停住
905,hineingehen::V,пыраш,进去
906,eintreten::V,пыраш,进入
907,kommen::V,толаш,来
908,ankommen::V,шоаш,到达
909,zurückkommen::V,пöртӹлӓш,回来
910,bleiben::V,кодаш,停留
911,warten::V,вычаш,等
912,erwarten::V,вычаш,等候
913,suchen::V,кӹчӓлӓш,找
914,finden::V,моаш,找到
915,versuchen::V,путаяш,尝试
916,versuchen::V,цацаш,尝试
917,vorbereiten::V,поспейӹктӓш,预备
918,lieben::V,яраташ,爱
919,mögen::V,яраташ,喜欢
920,lachen::V,ваштылаш,笑
921,rühren::V,тӓрвӓтӓш,
922,weinen::V,мӓгӹрӓш,哭
923,schimpfen::V,свырседӓлӓш,骂
924,sich ärgern::V,шӹдешкӓш,生气
925,sich fürchten::V,лӱдӓш,害怕
926,fürchten::V,лӱдӓш,害怕
927,fliehen::V,кыргыжаш,逃走
928,flüchten::V,кыргыж шӹлӓш,逃跑
929,sehen::V,ужаш,看
930,anschauen::V,анжалаш,注视
931,ansehen::V,анжаш,注视
932,hören::V,колаш,听
933,zuhören::V,колышташ,倾听
934,probieren::V,тотештӓш,尝
935,probieren::V,подыл анжаш,尝
936,riechen::V,ӱпшӹнзӓш,闻
937,fühlen::V,шижӓш,感到
938,scheinen::V,каяш,照耀
939,zu sehen sein::V,каяш,可以看到
940,vernehmen::V,колын колташ,审讯
941,frieren::V,кӹлмаш,觉得冷
942,frieren::V,тӹнгӹргӓш,觉得冷
943,tun::V,ӹштӓш,作
944,können::V,кердӓш,能
945,wollen::V,жалаяш,要
946,anfangen::V,тӹнгӓлӓш,开始
947,beenden::V,пӹтӓрӓш,结束
948,aufhören::V,цӓрнӓш,停止
949,gelingen::V,цӓш лиӓш,成功
950,geraten::V,лиӓш,陷于
951,öffnen::V,пачаш,打开
952,schließen::V,чӱчӓш,关
953,stellen::V,шӹндӓш,放
954,setzen::V,шӹндӓш,放
955,legen::V,опташ,摆
956,legen::V,пиштӓш,摆
957,berühren::V,тӹкӓлӓш,触
958,verbinden::V,пидӓш,联结
959,bedecken::V,леведӓш,覆盖
960,aufhängen::V,сӓкӓш,挂
961,anzünden::V,чӱктӓш,点
962,aufheben::V,кузыкташ,拾起
963,zurücklassen::V,кодаш,遗留
964,verlieren::V,ямдаш,丧失
965,fallen lassen::V,кенвацтараш,让掉下
966,machen::V,ӹштӓш,做
967,herstellen::V,йӓмдӹлӓш,生产
968,bauen::V,ӹштӓш,建造
969,reparieren::V,чиняш,修理
970,reparieren::V,алалаш,修理
971,verbessern::V,яжоэмден шӹндӓш,改进
972,ändern::V,вашталташ,改变
973,graben::V,капаяш,挖
974,beugen::V,лывырташ,弯下
975,beugen::V,каклярташ,弯下
976,biegen::V,лывырташ,弯
977,drehen::V,сӓрӓш,转动
978,drehen::V,сӓрӹкӓлӓш,转动
979,wenden::V,сӓрӓлӓш,转动
980,umdrehen::V,сӓрӓлӓш,转动
981,heben::V,лӱктӓш,举起
982,hochheben::V,кузыкташ,抬高
983,ergreifen::V,хватяш,抓住
984,halten::V,кычаш,拿着
985,drücken::V,темдӓш,压
986,schieben::V,шӹкӓш,推
987,kratzen::V,нӹжӓш,搔
988,lecken::V,нылаш,舔
989,beißen::V,пыралаш,咬
990,abreißen::V,кӹрӓш,撕下
991,abreißen::V,кышкед нӓлӓш,撕下
992,abschneiden::V,шулаш,切断
993,abschneiden::V,лаштыклаш,切断
994,binden::V,пидӓш,捆
995,stecken::V,шыралаш,插
996,brechen::V,тодылаш,断裂
997,brechen::V,пыдырташ,断裂
998,klopfen::V,рушткаш,敲
999,hauen::V,шелӹштӓш,揍
1000,kleben::V,клейӓш,粘
1001,reiben::V,нӹжӓш,摩擦
1002,streichen::V,шӹрӓш,涂
1003,schleifen::V,шымаш,拖曳
1004,schneiden::V,пӹчкӓш,切
1005,rütteln::V,мыльгыкташ,颠簸
1006,schütteln::V,цӹтӹртӓш,摇动
1007,schütteln::V,мыльгыкташ,摇动
1008,schwenken::V,машыяш,摇动
1009,schütten::V,опталаш,倒
1010,füllen::V,темӓш,填满
1011,einwickeln::V,пӹтӹрӓ́лӓш,包
1012,tragen::V,намалаш,提
1013,schleppen::V,шӹдӹрӓш,扛
1014,ziehen::V,шыпшаш,拉
1015,aufbewahren::V,перегӓш,保存
1016,werfen::V,кӹшкӓш,扔
1017,fangen::V,кычаш,捕捉
1018,packen::V,хватяш,抓住
1019,verstecken::V,шӹлтӓш,藏
1020,teilen::V,пайылаш,分
1021,schicken::V,колташ,派遣
1022,bringen::V,кандаш,带来
1023,bekommen::V,лыкташ,得到
1024,erhalten::V,получаяш,接到
1025,nehmen::V,налаш,拿
1026,wählen::V,айыраш,挑选
1027,auswählen::V,айыраш,选择
1028,bewahren::V,перегӓш,保持
1029,behindern::V,мешӓйӓш,防碍
1030,verderben::V,портяш,败坏
1031,beschädigen::V,шушырташ,损坏
1032,zerbrechen::V,пыдырташ,破碎
1033,zerreißen::V,кӹрӓш,撕碎
1034,zerstören::V,шӓлӓтӓш,毁坏
1035,verbrennen::V,йылаташ,燃烧
1036,verbrennen::V,йылалташ,燃烧
1037,geben::V,пуаш,给
1038,reichen::V,пуаш,递给
1039,schenken::V,подараш,赠送
1040,versprechen::V,сöрӓш,许诺
1041,wünschen::V,жалаяш,祝
1042,loben::V,хваляш,表扬
1043,küssen::V,шышшалаш,亲
1044,wiegen::V,лӱнгӓлтӓш,轻摇
1045,zudecken::V,пиштӓш,盖上
1046,wecken::V,понгыжалтараш,唤起
1047,zeigen::V,анжыкташ,指
1048,führen::V,видӓш,带领
1049,lehren::V,тымдаш,教
1050,unterrichten::V,тымдаш,讲课
1051,aufziehen::V,кушташ,抚养
1052,leiten::V,видӓш,领导
1053,leiten::V,вуйлаташ,领导
1054,leiten::V,вуйлалташ,领导
1055,antreiben::V,талаштараш,催促
1056,lassen::V,-ыкт,让
1057,einladen::V,ӱжӓш,邀请
1058,vereinigen::V,иктештӓш,统一
1059,besuchen::V,толаш,参观
1060,treffen::V,вӓшлиӓш,会面
1061,treffen::V,вӓшлиӓлтӓш,会面
1062,sich versammeln::V,цымыргаш,聚集
1063,spielen::V,мадаш,玩
1064,singen::V,мыраш,唱歌
1065,tanzen::V,кушташ,跳舞
1066,sich trennen::V,айырлаш,分别
1067,verlassen::V,шуаш,离开
1068,retten::V,ытараш,救
1069,bewachen::V,оролаш,守卫
1070,schützen::V,перегӓш,保护
1071,verteidigen::V,перегӓш,保卫
1072,sich schlagen::V,шидӓлӓш,打架
1073,sich schlagen::V,шиэдӓлӓш,打架
1074,schießen::V,лӱӓш,射击
1075,siegen::V,сӹнгӓш,获胜
1076,ärgern::V,шӹдештӓрӓш,激怒
1077,schlagen::V,пӓрен колташ,打
1078,schlagen::V,хӹрӹктен колташ,打
1079,treten::V,чымаш,踢
1080,stechen::V,пышкылаш,刺
1081,stoßen::V,шыркедӓш,撞
1082,stehlen::V,шолышт толаш,盗窃
1083,stören::V,ӓрештӹлӓш,干扰
1084,belästigen::V,кӓньӹсӹрлӓндӓрӓш,打搅
1085,belästigen::V,шытырланыкташ,打搅
1086,verbergen::V,шӹлтӓш,隐藏
1087,täuschen::V,алталаш,欺骗
1088,täuschen::V,аталаш,欺骗
1089,betrügen::V,мошеньӹчӓйӓш,欺骗
1090,töten::V,пуштын шуаш,杀
1091,wohnen::V,ӹлӓш,居住
1092,arbeiten::V,пӓшӓлӓш,工作
1093,arbeiten::V,ровотаяш,工作
1094,sammeln::V,погаш,收集
1095,pflücken::V,кӹрӓш,采
1096,jagen::V,охотничӓйӓш,打猎
1097,fischen::V,кол кычаш,捕鱼
1098,fassen::V,кычаш,捉住
1099,hüten::V,кӹтӓш,守护
1100,treiben::V,шуруяш,漂
1101,anbinden::V,ялшташ,拴
1102,anbinden::V,ялышташ,拴
1103,füttern::V,пукшаш,喂
1104,melken::V,шыпшылаш,挤奶
1105,hacken::V,роаш,剁细
1106,gießen::V,шӓвӓш,浇
1107,reifen::V,кӱӓш,成熟
1108,reifen::V,поспейӓш,成熟
1109,zubereiten::V,йӓмдӹлӓш,
1110,kochen::V,шолташ,煮
1111,backen::V,кӱктӓш,烤
1112,braten::V,жӓрӓш,煎
1113,umrühren::V,намалаш,搅拌
1114,stricken::V,пидӓш,织
1115,nähen::V,ыргаш,缝
1116,färben::V,пидӓш,染色
1117,reinigen::V,чиӓлтӓш,清洁
1118,waschen::V,мышкаш,洗
1119,abwischen::V,ӹштӓш,擦掉
1120,spülen::V,шӱӓлтӓш,清洗
1121,fegen::V,ӹштӓш,扫
1122,kehren::V,ӹштӓш,打扫
1123,baden::V,нӱштӹлӓш,给...洗澡
1124,sich waschen::V,мышкылташ,洗澡
1125,ausziehen::V,кыдашаш,脱
1126,anziehen::V,чиӓш,穿
1127,sich anziehen::V,чиӓш,穿衣
1128,kämmen::V,шерӓш,梳
1129,schmücken::V,цеверемдӓш,装饰
1130,sagen::V,манаш,说
1131,sagen::V,келесӓш,说
1132,sprechen::V,манаш,说
1133,reden::V,шайышташ,讲
1134,sich unterhalten::V,хытыраш,聊天
1135,sich unterhalten::V,хытыргаш,聊天
1136,fragen::V,ядаш,问
1137,bitten::V,ядаш,请
1138,erzählen::V,келесӓш,叙述
1139,mitteilen::V,попаш,通知
1140,mitteilen::V,увертӓш,通知
1141,mitteilen::V,увертӓрӓш,通知
1142,nennen::V,лӹмдӓш,叫做
1143,rufen::V,ӱжӓш,叫
1144,prahlen::V,хайзаш,吹牛
1145,prahlen::V,шаргаланаш,吹牛
1146,übersetzen::V,вашташ,翻译
1147,denken::V,машанаш,想
1148,glauben::V,ӹнянӓш,以为
1149,bemerken::V,цаклаш,发觉
1150,erkennen::V,пӓлӓш,识别
1151,begreifen::V,ынгылаш,理解
1152,verstehen::V,ынгылаш,明白
1153,lernen::V,тыменяш,学
1154,wissen::V,пӓлӓш,知道
1155,sich erinnern an::V,ышештӓрӓш,回忆
1156,vergessen::V,монден кодаш,忘记
1157,messen::V,висӓш,测量
1158,zählen::V,шотаяш,数
1159,rechnen::V,шотаяш,计算
1160,lesen::V,лыдаш,读
1161,malen::V,рисуяш,画
1162,zeichnen::V,ыдырка́лаш,绘制
1163,schreiben::V,вазаш,写
1164,besitzen::V,кы́чаш,占有
1165,kaufen::V,нӓлӓш,买
1166,verkaufen::V,выжалаш,卖
1167,bezahlen::V,тӱлӓш,付钱
1168,zahlen::V,тӱлӓш,支付
1169,beherrschen::V,кы́чаш,统治
1170,ertragen::V,цӹтӓш,忍耐
1171,Linie::N,,线条
1172,Strich::N,,划
1173,jetzt::ADV,,现在
1174,hinzufügen::V,,添加
