,Concept_ID,lt,en
846,wechseln::V,keistis,change
847,wechseln::V,pasikeisti,change
848,aufgehen[Sonne]::V,tekėti,rise
849,aufgehen[Sonne]::V,patekėti,rise
850,untergehen[Sonne]::V,leistis,set
851,untergehen[Sonne]::V,nusileisti,set
852,scheinen[Sonne]::V,šviesti,shine
853,donnern::V,griausti,thunder
854,donnern::V,griaudėti,thunder
855,wehen::V,pūsti,blow
856,strömen::V,lietis,stream
857,strömen::V,plūsti,stream
858,fließen::V,tekėti,flow
859,sich drehen::V,suktis,revolve
860,sich drehen::V,pasisukti,revolve
861,schwanken::V,svyruoti,sway
862,schwingen::V,suptis,swing
863,fallen::V,pulti,fall
864,fallen::V,kristi,fall
865,brennen::V,degti,burn
866,rauchen::V,rūkyti,smoke
867,regnen::V,lyti,rain
868,gefrieren::V,užšalti,freeze
869,tauen::V,tirpti,thaw
870,schmelzen::V,lydytis,melt
871,trocknen::V,džiūti,dry
872,sieden::V,virti,boil
873,faulen::V,pūti,rot
874,verfaulen::V,švinkti,decay
875,reißen::V,plyšti,snap
876,reißen::V,trūkti,snap
877,versinken::V,skę̃sti,sink
878,versinken::V,grimzti,sink
879,vergehen::V,praeiti,pass
880,erscheinen::V,pasirodyti,appear
881,verschwinden::V,dingti,disappear
882,verschwinden::V,išnykti,disappear
883,verschwinden::V,pranykti,disappear
884,sinken::V,kristi,drop
885,abnehmen::V,mažėti,decrease
886,abnehmen::V,silpnėti,decrease
887,zunehmen::V,didėti,increase
888,zunehmen::V,padaugėti,increase
889,steigen::V,kilti,rise
890,wachsen::V,augti,grow
891,glänzen::V,blizgėti,shine
892,funkeln::V,žibėti,sparkle
893,lärmen::V,triukšmauti,be noisy
894,läuten::V,skambinti,chime
895,klingeln::V,skambinti,ring
896,klirren::V,žvangėti,tinkle
897,brausen::V,šniokšti,roar
898,rauschen::V,ošti,rustle
899,rauschen::V,šlamėti,rustle
900,klingen::V,skardėti,sound
901,bellen::V,loti,bark
902,heulen::V,kaukti,howl
903,heulen::V,staugti,howl
904,blasen::V,pūsti,blow
905,pfeifen::V,švilpti,whistle
906,pfeifen::V,švilpauti,whistle
907,schreien::V,šaukti,shout
908,stöhnen::V,dejuoti,groan
909,stöhnen::V,aimanuoti,groan
910,zittern::V,virpėti,tremble
911,leben::V,gyventi,be alive
912,geboren werden::V,gimti,be born
913,atmen::V,alsuoti,breathe
914,atmen::V,kvėpuoti,breathe
915,trinken::V,gerti,drink
916,essen::V,valgyti,eat
917,schlucken::V,praryti,swallow
918,müde werden::V,nuvargti,get tired
919,müde werden::V,privargti,get tired
920,einschlafen::V,užmigti,fall asleep
921,schlafen::V,miegoti,sleep
922,aufwachen::V,pabusti,wake up
923,aufstehen::V,keltis,get up
924,aufstehen::V,atsikelti,get up
925,sich erholen::V,pailsėti,relax
926,sich erholen::V,poilsiauti,relax
927,krank werden::V,susirgti,fall ill
928,krank sein::V,sirgti,be ill
929,schmerzen::V,sopėti,ache
930,schmerzen::V,skaudėti,ache
931,husten::V,kosėti,cough
932,genesen::V,sveikti,recover
933,genesen::V,taisytis,recover
934,sterben::V,mirti,die
935,sterben::V,numirti,die
936,umkommen::V,žūti,perish
937,sich bewegen::V,judėti,move
938,sich bewegen::V,pasijudinti,move
939,sich rühren::V,krutėti,budge
940,sich erheben::V,pakilti,stand up
941,sich erheben::V,atsikelti,stand up
942,sich setzen::V,sėstis,sit down
943,sich setzen::V,atsisėsti,sit down
944,hinfallen::V,parkristi,tumble
945,hinfallen::V,pargriūti,tumble
946,laufen::V,eiti,walk
947,schreiten::V,žengti,pace
948,schreiten::V,žingsniuoti,pace
949,spazierengehen::V,pasivaikščioti,go for a walk
950,eilen::V,skubėti,rush
951,sich beeilen::V,paskub́ėti,hurry
952,sich beeilen::V,pasiskubinti,hurry
953,sausen::V,dumti,dash
954,sausen::V,lėkti,dash
955,rennen::V,bėgti,run
956,springen::V,šokti,jump
957,klettern::V,kopti,climb
958,schaukeln::V,supti,seesaw
959,schaukeln::V,linguoti,seesaw
960,kriechen::V,ropoti,creep
961,kriechen::V,šliaužti,creep
962,schwimmen::V,plaukti,swim
963,tauchen::V,nerti,dive
964,rudern::V,irtis,row
965,rudern::V,irkluoti,row
966,fahren::V,važiuoti,drive
967,fahren::V,važinėti,drive
968,fliegen::V,lėkti,fly
969,fliegen::V,skristi,fly
970,gehen::V,eiti,go
971,weggehen::V,išeiti,go away
972,abfahren::V,išvykti,depart
973,abfahren::V,išvažiuoti,depart
974,anhalten::V,sustoti,stop
975,hineingehen::V,įeiti,go in
976,eintreten::V,įžengti,enter
977,kommen::V,ateiti,come
978,ankommen::V,ateiti,arrive
979,zurückkommen::V,grį̃žti,come back
980,zurückkommen::V,sugrį̃žti,come back
981,bleiben::V,likti,stay
982,bleiben::V,pasilikti,stay
983,warten::V,laukti,wait
984,erwarten::V,laukti,wait for
985,suchen::V,ieškoti,seek
986,suchen::V,ieškoti,look for
987,finden::V,rasti,find
988,finden::V,surasti,find
989,versuchen::V,mėginti,try
990,vorbereiten::V,rengti,prepare
991,lieben::V,myĺėti,love
992,mögen::V,ḿėgti,like
993,mögen::V,patikti,like
994,lachen::V,juoktis,laugh
995,rühren::V,jaudinti,move
996,rühren::V,graudinti,move
997,weinen::V,verkti,weep
998,schimpfen::V,bartis,grumble
999,sich ärgern::V,pykti,be annoyed
1000,sich ärgern::V,apmaudauti,be annoyed
1001,sich fürchten::V,bijoti,be afraid
1002,sich fürchten::V,baimintis,be afraid
1003,fürchten::V,bijoti,be afraid of
1004,fürchten::V,baimintis,be afraid of
1005,fliehen::V,bėgti,flee
1006,fliehen::V,sprukti,flee
1007,flüchten::V,pabėgti,escape
1008,sehen::V,žiūŕėti,see
1009,anschauen::V,žiūŕėti,look at
1010,ansehen::V,žiūrėti į,watch
1011,ansehen::V,pažiūrėti į,watch
1012,hören::V,girdėti,hear
1013,zuhören::V,klausytis,listen
1014,probieren::V,ragauti,taste
1015,probieren::V,paragauti,taste
1016,riechen::V,uosti,smell
1017,riechen::V,užuosti,smell
1018,fühlen::V,justi,feel
1019,fühlen::V,jausti,feel
1020,fühlen::V,pajusti,feel
1021,scheinen::V,rodytis,seem
1022,scheinen::V,atrodyti,seem
1023,zu sehen sein::V,pasirodyti,show
1024,vernehmen::V,išgirsti,hear
1025,frieren::V,šalti,be cold
1026,tun::V,daryti,do
1027,können::V,galėti,can
1028,können::V,pajėgti,can
1029,wollen::V,norėti,want
1030,anfangen::V,pradėti,start
1031,anfangen::V,prasid́ėti,start
1032,beenden::V,baigti,finish
1033,beenden::V,užbaigti,finish
1034,aufhören::V,liautis,stop
1035,gelingen::V,pavykti,succeed
1036,gelingen::V,pasisekti,succeed
1037,geraten::V,nusisekti,turn out
1038,öffnen::V,atverti,open
1039,öffnen::V,atidaryti,open
1040,schließen::V,uždaryti,close
1041,stellen::V,statyti,put
1042,stellen::V,pastatyti,put
1043,setzen::V,sodinti,place
1044,setzen::V,pasodinti,place
1045,legen::V,dėti,lay
1046,legen::V,pad́ėti,lay
1047,berühren::V,liesti,touch
1048,berühren::V,paliesti,touch
1049,verbinden::V,jungti,connect
1050,verbinden::V,surišti,connect
1051,bedecken::V,uždengti,cover
1052,aufhängen::V,pakarti,hang up
1053,aufhängen::V,pakabinti,hang up
1054,anzünden::V,padegti,light
1055,aufheben::V,pakelti,pick up
1056,zurücklassen::V,palikti,leave
1057,verlieren::V,pamesti,lose
1058,fallen lassen::V,atsisakyti,drop
1059,machen::V,dirbti,make
1060,herstellen::V,gaminti,produce
1061,bauen::V,statyti,build
1062,bauen::V,pastatyti,build
1063,reparieren::V,taisyti,mend
1064,reparieren::V,remontuoti,mend
1065,verbessern::V,gerinti,improve
1066,verbessern::V,ištaisyti,improve
1067,ändern::V,keisti,alter
1068,ändern::V,pakeisti,alter
1069,graben::V,kasti,dig
1070,beugen::V,lenkti,bow
1071,beugen::V,palenkti,bow
1072,biegen::V,lenkti,bend
1073,biegen::V,palenkti,bend
1074,drehen::V,sukti,spin
1075,wenden::V,kreipti,turn
1076,wenden::V,pakreipti,turn
1077,umdrehen::V,sukti,turn around
1078,umdrehen::V,apversti,turn around
1079,heben::V,kelti,raise
1080,heben::V,pakelti,raise
1081,hochheben::V,pakelti,lift
1082,ergreifen::V,čiupti,seize
1083,ergreifen::V,griebti,seize
1084,halten::V,laikyti,hold
1085,halten::V,palaikyti,hold
1086,drücken::V,spausti,press
1087,schieben::V,stumti,push
1088,kratzen::V,kasyti,scrape
1089,kratzen::V,grandyti,scrape
1090,lecken::V,laižyti,lick
1091,beißen::V,kandžioti,bite
1092,abreißen::V,nuplėšti,tear off
1093,abschneiden::V,atpjauti,cut off
1094,abschneiden::V,atkirpti,cut off
1095,binden::V,rišti,tie
1096,binden::V,surišti,tie
1097,stecken::V,kišti,stick
1098,stecken::V,įkišti,stick
1099,brechen::V,lūžti,break
1100,brechen::V,laužyti,break
1101,klopfen::V,belsti,knock
1102,klopfen::V,barbenti,knock
1103,hauen::V,mušti,hit
1104,kleben::V,lipdyti,glue
1105,kleben::V,klijuoti,glue
1106,reiben::V,trinti,rub
1107,reiben::V,tarkuoti,rub
1108,streichen::V,tepti,spread
1109,streichen::V,užtepti,spread
1110,schleifen::V,galą́sti,grind
1111,schneiden::V,pjauti,cut
1112,schneiden::V,kirpti,cut
1113,rütteln::V,purtyti,jolt
1114,schütteln::V,purtyti,shake
1115,schwenken::V,mojuoti,swing
1116,schütten::V,pilti,pour
1117,schütten::V,berti,pour
1118,füllen::V,pildyti,fill
1119,füllen::V,pripildyti,fill
1120,einwickeln::V,įvynioti,wrap
1121,einwickeln::V,suvynioti,wrap
1122,tragen::V,nešti,carry
1123,tragen::V,nešioti,carry
1124,schleppen::V,vilkti,drag
1125,ziehen::V,tempti,pull
1126,aufbewahren::V,laikyti,keep
1127,werfen::V,mesti,throw
1128,werfen::V,sviesti,throw
1129,fangen::V,sugauti,catch
1130,packen::V,čiupti,grab
1131,packen::V,griebti,grab
1132,verstecken::V,slėpti,hide
1133,verstecken::V,slapstyti,hide
1134,teilen::V,dalyti,divide
1135,teilen::V,padalyti,divide
1136,schicken::V,sių̃sti,send
1137,schicken::V,pasių̃sti,send
1138,bringen::V,atnešti,bring
1139,hinzufügen::V,pridėti,add
1140,bekommen::V,gauti,get
1141,erhalten::V,gauti,receive
1142,nehmen::V,paimti,take
1143,wählen::V,rinkti,choose
1144,wählen::V,išsirinkti,choose
1145,auswählen::V,išrinkti,select
1146,bewahren::V,išsaugoti,preserve
1147,behindern::V,trukdyti,hinder
1148,verderben::V,sugadinti,spoil
1149,beschädigen::V,žaloti,damage
1150,beschädigen::V,gadinti,damage
1151,zerbrechen::V,sukulti,break
1152,zerbrechen::V,sudaužyti,break
1153,zerreißen::V,perplėšti,tear
1154,zerreißen::V,suplėšyti,tear
1155,zerstören::V,suardyti,destroy
1156,zerstören::V,sugriauti,destroy
1157,verbrennen::V,deginti,burn
1158,verbrennen::V,sudeginti,burn
1159,geben::V,duoti,give
1160,geben::V,paduoti,give
1161,reichen::V,paduoti,hand
1162,schenken::V,dovanoti,give
1163,versprechen::V,žadėti,promise
1164,versprechen::V,pažadėti,promise
1165,wünschen::V,norėti,wish
1166,wünschen::V,linḱėti,wish
1167,loben::V,girti,praise
1168,loben::V,pagirti,praise
1169,küssen::V,bučiuoti,kiss
1170,wiegen::V,supti,rock
1171,zudecken::V,užkloti,cover
1172,zudecken::V,uždengti,cover
1173,wecken::V,žadinti,wake
1174,zeigen::V,rodyti,show
1175,führen::V,vesti,guide
1176,führen::V,vadovauti,guide
1177,lehren::V,mokyti,teach
1178,lehren::V,išmokyti,teach
1179,unterrichten::V,dėstyti,instruct
1180,aufziehen::V,išauginti,bring up
1181,leiten::V,valdyti,lead
1182,leiten::V,vadovauti,lead
1183,antreiben::V,uiti,urge
1184,antreiben::V,raginti,urge
1185,antreiben::V,skubinti,urge
1186,lassen::V,paliepti,let
1187,einladen::V,kviesti,invite
1188,einladen::V,pakviesti,invite
1189,vereinigen::V,sujungti,unite
1190,vereinigen::V,suvienyti,unite
1191,besuchen::V,lankyti,visit
1192,besuchen::V,aplankyti,visit
1193,treffen::V,sutikti,meet
1194,treffen::V,pasitikti,meet
1195,sich versammeln::V,susirinkti,assemble
1196,spielen::V,groti,play
1197,spielen::V,žaisti,play
1198,singen::V,dainuoti,sing
1199,tanzen::V,šokti,dance
1200,sich trennen::V,skirtis,separate
1201,sich trennen::V,išsiskirti,separate
1202,verlassen::V,palikti,leave
1203,retten::V,gelbėti,rescue
1204,bewachen::V,sergėti,guard
1205,schützen::V,ginti,protect
1206,schützen::V,apginti,protect
1207,verteidigen::V,ginti,defend
1208,verteidigen::V,apginti,defend
1209,sich schlagen::V,muštis,brawl
1210,schießen::V,šauti,shoot
1211,schießen::V,šaudyti,shoot
1212,siegen::V,nugalėti,win
1213,ärgern::V,pykinti,annoy
1214,schlagen::V,mušti,beat
1215,schlagen::V,smogti,beat
1216,schlagen::V,trenkti,beat
1217,treten::V,mygti,kick
1218,stechen::V,gelti,sting
1219,stechen::V,smeigti,sting
1220,stoßen::V,stumti,shove
1221,stoßen::V,pastumti,shove
1222,stehlen::V,vogti,steal
1223,stören::V,trikdyti,disturb
1224,belästigen::V,apsunkinti,bother
1225,verbergen::V,slėpti,conceal
1226,verbergen::V,paslėpti,conceal
1227,täuschen::V,klaidinti,deceive
1228,betrügen::V,apgauti,cheat
1229,töten::V,žudyti,kill
1230,töten::V,nužudyti,kill
1231,wohnen::V,gyventi,dwell
1232,arbeiten::V,dirbti,work
1233,arbeiten::V,triūsti,work
1234,sammeln::V,rinkti,gather
1235,pflücken::V,skinti,pick
1236,pflücken::V,raškyti,pick
1237,jagen::V,medžioti,hunt
1238,fischen::V,žvejoti,fish
1239,fassen::V,sučiupti,catch
1240,hüten::V,ganyti,herd
1241,treiben::V,ginti,drive
1242,anbinden::V,pririšti,tie up
1243,füttern::V,šerti,feed
1244,melken::V,melžti,milk
1245,hacken::V,kapoti,chop
1246,gießen::V,lieti,water
1247,gießen::V,laistyti,water
1248,reifen::V,nokti,ripen
1249,reifen::V,sirpti,ripen
1250,zubereiten::V,ruošti,cook
1251,zubereiten::V,gaminti,cook
1252,kochen::V,virti,boil
1253,kochen::V,virinti,boil
1254,backen::V,kepti,bake
1255,braten::V,kepti,fry
1256,braten::V,kepinti,fry
1257,umrühren::V,maišyti,stir
1258,umrühren::V,pamaišyti,stir
1259,stricken::V,megzti,knit
1260,nähen::V,siūti,sew
1261,färben::V,dažyti,dye
1262,färben::V,nudažyti,dye
1263,reinigen::V,valyti,clean
1264,reinigen::V,švarinti,clean
1265,waschen::V,plauti,wash
1266,waschen::V,mazgoti,wash
1267,waschen::V,skalbti,wash
1268,abwischen::V,nušluostyti,wipe
1269,spülen::V,plauti,rinse
1270,spülen::V,skalauti,rinse
1271,fegen::V,šluoti,sweep
1272,kehren::V,šluoti,sweep
1273,baden::V,maudytis,bath
1274,sich waschen::V,praustis,wash
1275,ausziehen::V,numauti,take off
1276,ausziehen::V,nuvilkti,take off
1277,anziehen::V,mauti,put on
1278,anziehen::V,apsivilkti,put on
1279,sich anziehen::V,rengtis,get dressed
1280,sich anziehen::V,apsirengti,get dressed
1281,kämmen::V,šukuoti,comb
1282,schmücken::V,puošti,decorate
1283,schmücken::V,dabinti,decorate
1284,schmücken::V,gražinti,decorate
1285,sagen::V,tarti,say
1286,sprechen::V,kalbėti,speak
1287,reden::V,šnekėti,talk
1288,sich unterhalten::V,kalbėtis,chat
1289,sich unterhalten::V,šnekučiuotis,chat
1290,fragen::V,klausti,ask
1291,bitten::V,prašyti,request
1292,erzählen::V,pasakoti,tell
1293,mitteilen::V,skelbti,convey
1294,mitteilen::V,pranešti,convey
1295,nennen::V,vadinti,name
1296,nennen::V,vardyti,name
1297,rufen::V,šaukti,call
1298,rufen::V,kviesti,call
1299,prahlen::V,girtis,brag
1300,übersetzen::V,versti,translate
1301,übersetzen::V,išversti,translate
1302,denken::V,galvoti,think
1303,glauben::V,manyti,believe
1304,glauben::V,tikėti,believe
1305,bemerken::V,pamatyti,notice
1306,bemerken::V,pastebėti,notice
1307,erkennen::V,pažinti,recognize
1308,erkennen::V,atpažinti,recognize
1309,begreifen::V,suvokti,grasp
1310,verstehen::V,suprasti,understand
1311,lernen::V,mokytis,learn
1312,wissen::V,žinoti,know
1313,sich erinnern an::V,prisiminti,remember
1314,vergessen::V,užmiršti,forget
1315,messen::V,matuoti,measure
1316,zählen::V,skaičiuoti,count
1317,rechnen::V,skaičiuoti,calculate
1318,lesen::V,skaityti,read
1319,malen::V,tapyti,paint
1320,zeichnen::V,piešti,draw
1321,zeichnen::V,žymėti,draw
1322,zeichnen::V,braižyti,draw
1323,schreiben::V,rašyti,write
1324,besitzen::V,turėti,own
1325,kaufen::V,pirkti,buy
1326,verkaufen::V,parduoti,sell
1327,bezahlen::V,apmokėti,pay for
1328,zahlen::V,mokėti,pay
1329,beherrschen::V,valdyti,rule
1330,ertragen::V,kę̃sti,endure
1331,ertragen::V,pakelti,endure
1332,ertragen::V,iškę̃sti,endure
