,Concept_ID,ab,he
719,wieder::ADV,ҿыц,שוב
720,wieder::ADV,дырҩегь,שוב
721,wieder::ADV,дырҩегьых,שוב
722,vergebens::ADV,баша,לריק
723,vergebens::ADV,баша,לשוא
724,vor::PRP,аҕхьа,מול
725,hinter::PRP,нхыҵ,מאחורי
726,unter::PRP,амҵа,מתחת
727,unter::PRP,амҵан,מתחת
728,neben::PRP,ааигуара,ליד
729,neben::PRP,ааигуара,על-יד
730,zwischen::PRP,абжьара,בין
731,wegen::PRP,-иззы,בשל
732,wegen::PRP,-иззы,בגלל
733,wegen::PRP,-ҟнытә,בשל
734,wegen::PRP,-ҟнытә,בגלל
735,dies::PRN,ари,זה
736,dies::PRN,абри,זה
737,das::PRN,Абни,זה
738,das::PRN,убри,זה
739,alles::PRN,зегьы,הכל
740,ich::PRN,са,אני
741,ich::PRN,сара,אני
742,du::PRN,бара,את
743,du::PRN,бара,אתה
744,er::PRN,иара,הוא
745,wir::PRN,ҳара,אנחנו
746,ihr::PRN,шәара,לה
747,sie::PRN,дара,הם
748,wer::FPRN,дарбан,מי
749,wo::FADV,иабыкуу,איפה
750,wo::FADV,аба-,איפה
751,wo::FADV,ахь-,איפה
752,wohin::FADV,иабыкуу,לאן
753,wohin::FADV,аба-,לאן
754,wohin::FADV,ахь-,לאן
755,wie::FADV,-шҕа,איך
756,warum::FADV,избан,למה
757,wieviel::FNUM,заҟа,כמה
758,eins::NUM,акы,אחד
759,eins::NUM,аӡәы,אחד
760,zwei::NUM,ҩба,שתים
761,drei::NUM,хҕа,שלושה
762,vier::NUM,ҕшьба,ארבעה
763,fünf::NUM,хəба,חמשה
764,sechs::NUM,фба,ששה
765,sieben::NUM,Бжьба,שבעה
766,acht::NUM,ааба,שמונה
767,neun::NUM,жәба,תשעה
768,zehn::NUM,жәаба,עשרה
769,elf::NUM,жәеизатәи,אחת עשרה
770,zwölf::NUM,жәаҩа,שתים עשרה
771,zwanzig::NUM,ҩажәа,עשרים
772,dreißig::NUM,ҩажәижәабатәи,שלושים
773,vierzig::NUM,ҩынҩажәа,ארבעים
774,fünfzig::NUM,ҩынҩажәеижәаба,חמשים
775,sechzig::NUM,хынҩажәа,ששים
776,siebzig::NUM,хынҩажәижәаба,שבעים
777,achtzig::NUM,ҕшьынҩажәа,שמונים
778,neunzig::NUM,ҕшьынҩажәижәаба,תשעים
779,hundert::NUM,шәкы,מאה
780,tausend::NUM,зқьы,אלף
781,und::CNJ,-и,ו
782,oder::CNJ,ма,או
783,stehen::V,агылазаара,עמד
784,sitzen::V,атəара,ישב
785,sitzen::V,атəа(заа)ра,ישב
786,liegen::V,аиара,שכב
787,hängen::V,акнаҳара,היה תלוי
788,werden::V,аҟалара,הפך ל
789,passieren::V,аҟалара,קרה
790,beginnen::V,алагара,התחיל
791,enden::V,алгара,הסתים
792,wechseln::V,аҽыҧсахра,השתנה
793,aufgehen[Sonne]::V,агылара,זרח
794,aufgehen[Sonne]::V,ахашлара,זרח
795,aufgehen[Sonne]::V,аҩаҵхахара,זרח
796,untergehen[Sonne]::V,аҭашəара,שקע
797,scheinen[Sonne]::V,акаҧхара,בהק
798,donnern::V,адыдра,רעם
799,wehen::V,асра,נשב
800,strömen::V,акаҭəара,זרם
801,fließen::V,ацара,זרם
802,sich drehen::V,ахагьежьра,הסתובב
803,schwanken::V,аҵысра,התנודד
804,schwingen::V,ахызазара,התנענע
805,schwingen::V,акьаандара,התנענע
806,fallen::V,акаҳара,נפל
807,brennen::V,абылра,בער
808,rauchen::V,ахылҵра,עשן
809,regnen::V,аура,ירד גשם
810,gefrieren::V,аҵаара,קפא
811,tauen::V,аӡҭра,נמס
812,schmelzen::V,ақəӡыҭра,התיך
813,schmelzen::V,аҭəара,התיך
814,trocknen::V,абара,התיבש
815,sieden::V,ашра,רתח
816,faulen::V,абаара,רקב
817,verfaulen::V,абаара,רקב
818,verfaulen::V,аилашра,רקב
819,reißen::V,аҧжəара,נקרע
820,versinken::V,аӡааҟəрылара,טבע
821,vergehen::V,ацара,עבר
822,erscheinen::V,ацəырҵра,נגלה
823,erscheinen::V,ацəырҵра,הופיע
824,verschwinden::V,аҵашəкəара,נעלם
825,sinken::V,атəара,ירד
826,sinken::V,алаҟəра,ירד
827,abnehmen::V,ацӡаара,הפחית
828,abnehmen::V,аиҵалара,הפחית
829,zunehmen::V,аҽырҭбаара,רבה
830,zunehmen::V,аиҵыҵра,רבה
831,zunehmen::V,арацəахара,רבה
832,steigen::V,азҳара,עלה
833,steigen::V,ашьҭыҵра,עלה
834,steigen::V,адухара,עלה
835,steigen::V,ацлара,עלה
836,wachsen::V,азҳара,גדל
837,glänzen::V,ацыр-цырра,נצץ
838,glänzen::V,ацыр-цырра,בהק
839,glänzen::V,ацыҩ-цыҩра,נצץ
840,glänzen::V,ацыҩ-цыҩра,בהק
841,glänzen::V,аказказра,נצץ
842,glänzen::V,аказказра,בהק
843,funkeln::V,ашап-шапра,נצנץ
844,funkeln::V,ацым-цымра,נצנץ
845,lärmen::V,ашьҭыбжьгара,רעש
846,lärmen::V,аҕьҕьаҳәа аилалара,רעש
847,läuten::V,аҵəҵəасра,צלצל
848,klingeln::V,аҵəҵəасра,צלצל
849,klirren::V,ахьархьарра,קרקש
850,klirren::V,архьархьарра,קרקש
851,brausen::V,аилаҽҽара,געש
852,brausen::V,еилашуера,געש
853,klingen::V,агара,נשמע
854,klingen::V,ашьҭыбжь гара,נשמע
855,bellen::V,ашра,נבח
856,heulen::V,ауура,ילל
857,blasen::V,аҭəҳəара,נשף
858,pfeifen::V,ашəшəра,שרק
859,schreien::V,аҳəҳəара,צעק
860,schreien::V,ахəаара,צעק
861,schreien::V,аҟаара,צעק
862,stöhnen::V,ақьра,נאנק
863,zittern::V,аҵыс-ҵысра,רעד
864,leben::V,аҟазаара,חי
865,geboren werden::V,Аира,נולד
866,atmen::V,аҕсыҕ лагаҩагара,נשם
867,trinken::V,ажəра,שתה
868,essen::V,акрыфара,אכל
869,schlucken::V,албаадара,בלע
870,müde werden::V,ааҕсара,התעיף
871,einschlafen::V,ацəара,נרדם
872,schlafen::V,ацəазаара,ישן
873,aufwachen::V,аҿыхара,התעורר
874,aufstehen::V,Агəылҵра,קם
875,sich erholen::V,аҧсшьара,נפש
876,krank werden::V,ачмазаҩхара,חלה
877,krank sein::V,аҳəарҧсарра,היה חולה
878,schmerzen::V,ахьра,כאב
879,husten::V,аимҳәара,השתעל
880,genesen::V,абзиахара,הבריא
881,genesen::V,аӷəӷəахара,הבריא
882,sterben::V,аҧсра,מת
883,umkommen::V,аҭахара,נספה
884,sich bewegen::V,аиҭаҵра,נע
885,sich rühren::V,ақəацара,זז
886,sich erheben::V,аҩагылара,קם
887,sich setzen::V,атəара,התישב
888,hinfallen::V,акаҳара,נפל
889,laufen::V,аныҟəара,הלך ברגל
890,schreiten::V,ашьаҿа еихгара,פסע
891,spazierengehen::V,анеи-ааира,טיל
892,eilen::V,аццакра,אץ
893,eilen::V,аццакра,מהר
894,sich beeilen::V,аццакра,מהר
895,sausen::V,аҧырра,אץ
896,sausen::V,иҭрысны,אץ
897,sausen::V,ишьҭҟьаны ацара,אץ
898,rennen::V,аҩра,רץ
899,springen::V,аҧара,קפץ
900,klettern::V,ақəлара,טפס
901,schaukeln::V,аҟəараҟəанҽара,התנדנד
902,kriechen::V,аҳəазара,זחל
903,schwimmen::V,аӡсара,שחה
904,tauchen::V,ахəӡааҵəира,צלל
905,rudern::V,аҵшьра,חתר
906,fahren::V,акала,נסע
907,fliegen::V,аҧырра,עף
908,gehen::V,аиҭаҵра,הלך
909,weggehen::V,ацара,עזב
910,abfahren::V,адəықəлара,יצא
911,abfahren::V,ацара,יצא
912,anhalten::V,ааныргылара,עצר
913,hineingehen::V,аҭалара,נכנס
914,eintreten::V,аҩналара,נכנס
915,kommen::V,аара,בא
916,kommen::V,ааира,בא
917,ankommen::V,ааира,הגיע
918,ankommen::V,аара,הגיע
919,ankommen::V,анеира,הגיע
920,zurückkommen::V,азыхынҳəра,שב
921,zurückkommen::V,азыхынҳəра,חזר
922,bleiben::V,аанхара,נשאר
923,bleiben::V,анхара,נשאר
924,bleiben::V,аангылара,נשאר
925,warten::V,азҧшзаара,חכה
926,warten::V,азҧшзаара,המתין
927,erwarten::V,азҧшра,צפה
928,suchen::V,ашьҭазаара,חפש
929,finden::V,аҧшаара,מצא
930,versuchen::V,аҽазкра,נסה
931,vorbereiten::V,армазеира,הכין
932,lieben::V,абзиабара,אהב
933,mögen::V,агəаҧхара,אהב
934,lachen::V,аччара,צחק
935,rühren::V,арҵəуара,נגע ללב
936,weinen::V,аҵəуара,בכה
937,schimpfen::V,ацəҳара,גער
938,sich ärgern::V,агəаара,זעם
939,sich ärgern::V,агəаара,כעס
940,sich fürchten::V,аӡыӡара,פחד
941,sich fürchten::V,аӡыӡара,חשש
942,fürchten::V,ацəшəара,פחד מ
943,fürchten::V,ацəшəара,חשש מ
944,fliehen::V,абналара,ברח
945,fliehen::V,ацəцара,ברח
946,flüchten::V,абналара,נמלט
947,flüchten::V,ацəцара,נמלט
948,sehen::V,абара,ראה
949,anschauen::V,ахəаҧшра,הביט
950,ansehen::V,ахəаҧшра,התבונן
951,hören::V,аҳара,שמע
952,zuhören::V,азыӡырҩра,הקשיב
953,probieren::V,аҧышəара,נסה
954,riechen::V,афыҩра,הריח
955,fühlen::V,анырра,חש
956,fühlen::V,ацәакырра,חש
957,scheinen::V,шәа,נדמה
958,scheinen::V,аацәырҵа,נדמה
959,vernehmen::V,аҳара,נודע ל
960,frieren::V,ашəра,קר ל
961,frieren::V,аҵаара,קר ל
962,tun::V,аҟаҵара,פעל
963,können::V,алшара,יכל
964,wollen::V,аҭахра,רצה
965,anfangen::V,алагара,התחיל
966,beenden::V,алгара,גמר
967,aufhören::V,аҟəыҵра,סים
968,gelingen::V,аура,הצליח
969,gelingen::V,аманшəалахара,הצליח
970,gelingen::V,алҵра,הצליח
971,geraten::V,нзаарын,עלה
972,öffnen::V,аартра,פתח
973,schließen::V,аркра,סגר
974,stellen::V,аргылара,העמיד
975,setzen::V,артəара,הושיב
976,legen::V,ақəҵара,שם
977,berühren::V,акьысра,נגע
978,berühren::V,алакьысра,נגע
979,verbinden::V,аҿаҳəара,קשר
980,bedecken::V,ақəршəра,כסה
981,aufhängen::V,акнаҳара,תלה
982,anzünden::V,аркра,הצית
983,aufheben::V,ашьҭыхра,אסף
984,zurücklassen::V,аныжьра,השאיר
985,verlieren::V,ацəыӡра,אבד
986,fallen lassen::V,ацəкаҳара,שמט
987,fallen lassen::V,ацəкаҳара,הפיל
988,machen::V,ачаҧара,עשה
989,herstellen::V,аиҵдара,יצר
990,bauen::V,аргылара,בנה
991,reparieren::V,арҽеира,תקן
992,verbessern::V,аиҕьтəра,שפר
993,ändern::V,аҧсахра,שנה
994,graben::V,ажра,חפר
995,beugen::V,арҟəра,כפף
996,beugen::V,архəара,כפף
997,biegen::V,арҟəра,כופף
998,biegen::V,архəара,כופף
999,drehen::V,аргьежьра,סובב
1000,umdrehen::V,аарҳәра,סובב
1001,heben::V,аҩахара,הרים
1002,heben::V,араҳара,הרים
1003,hochheben::V,ахагалара,הרים
1004,hochheben::V,ашьҭҳəара,הרים
1005,halten::V,акра,החזיק
1006,drücken::V,ақəрӷəӷəара,לחץ
1007,schieben::V,аҵгəара,הזיז
1008,schieben::V,агəара,הזיז
1009,kratzen::V,ацəҟьара,שרט
1010,kratzen::V,ацəҟьара,שפשף
1011,lecken::V,арбзара,לקק
1012,beißen::V,ацҳара,נשך
1013,abreißen::V,амжəара,קרע
1014,abschneiden::V,ахҵəара,חתך
1015,abschneiden::V,аҿахҵəара,חתך
1016,binden::V,аҿаҳəара,קשר
1017,stecken::V,алаҵара,תקע
1018,brechen::V,аҧҵəара,שבר
1019,klopfen::V,асра,נקש
1020,hauen::V,ақəкшара,הכה
1021,kleben::V,аҷабра,הדביק
1022,reiben::V,арҟəыҷра,שפשף
1023,streichen::V,ахьшьра,מרח
1024,schleifen::V,ахра,השחיז
1025,schneiden::V,аҧҟара,גזר
1026,rütteln::V,арҵысра,נענע
1027,schütteln::V,аршəшəара,נער
1028,schwenken::V,аҟьара,נופף
1029,schwenken::V,аҟьара,טלטל
1030,schütten::V,аҭаҭəара,שפך
1031,füllen::V,арҭəра,מלא
1032,einwickeln::V,алаҳəара,עטף
1033,tragen::V,аҩагара,נשא
1034,schleppen::V,арҳəазара,סחב
1035,ziehen::V,ахара,משך
1036,aufbewahren::V,аҵəахра,שמר
1037,werfen::V,аршəра,זרק
1038,fangen::V,акра,תפס
1039,packen::V,анкра,אחז
1040,packen::V,аҵкаара,אחז
1041,verstecken::V,аҵəахра,החביא
1042,teilen::V,ашара,חלק
1043,schicken::V,ашьҭра,שלח
1044,bringen::V,аагара,הביא
1045,hinzufügen::V,ацҵара,הוסיף
1046,bekommen::V,аҧшаара,תפס
1047,bekommen::V,архиара,תפס
1048,bekommen::V,аура,תפס
1049,erhalten::V,аиура,קבל
1050,nehmen::V,агара,אחז
1051,wählen::V,алҧшаара,בחר
1052,auswählen::V,алхра,בחר ב
1053,behindern::V,аҧырхагахара,מנע
1054,verderben::V,алгара,מנע
1055,verderben::V,абжьыхра,מנע
1056,verderben::V,аҧхасҭатəра,מנע
1057,beschädigen::V,аҧхасҭатəра,הזיק
1058,zerbrechen::V,аҧҽра,נשבר
1059,zerreißen::V,аҧжəара,קרע
1060,zerstören::V,аилаҧыххаара,הרס
1061,zerstören::V,аилаҧыххаара,השמיד
1062,verbrennen::V,абылра,שרף
1063,geben::V,аҭара,נתן
1064,reichen::V,аҭара,העביר
1065,schenken::V,аҩгара,נתן במתנה
1066,versprechen::V,ақəргəыӷра,הבטיח
1067,loben::V,арҽхəара,שבח
1068,küssen::V,агəӡра,נשק
1069,zudecken::V,аҵахҩара,כסה
1070,zudecken::V,ақəршəра,כסה
1071,wecken::V,арҿыхара,עורר
1072,zeigen::V,арбара,הראה
1073,führen::V,аныҟəгара,הביא
1074,führen::V,аныҟəгара,הוביל
1075,lehren::V,арҵара,למד
1076,unterrichten::V,арҧхьара,למד
1077,aufziehen::V,ааӡара,רומם
1078,leiten::V,ахагылазаара,נהל
1079,antreiben::V,арццакра,המרץ
1080,lassen::V,арҟаҵара,נתן
1081,einladen::V,ааҕхьара,הזמין
1082,einladen::V,анаҧхьара,הזמין
1083,vereinigen::V,аилаҵара,אחד
1084,vereinigen::V,аилаҵара,לכד
1085,besuchen::V,абара,בקר
1086,treffen::V,аҧылара,פגש
1087,sich versammeln::V,аизара,התאסף
1088,spielen::V,ахəмарра,שחק
1089,singen::V,ашəаҳəара,שר
1090,tanzen::V,акəашара,רקד
1091,sich trennen::V,аилыҵра,נפרד
1092,verlassen::V,акажьра,עזב
1093,retten::V,Аиқəрхара,הציל
1094,bewachen::V,ахьчара,שמר
1095,schützen::V,ацəыхьчара,אבטח
1096,verteidigen::V,ахьчара,הגן
1097,sich schlagen::V,аисра,התכתש
1098,schießen::V,ахысра,ירה
1099,siegen::V,аиааира,גבר
1100,siegen::V,аиааира,נצח
1101,ärgern::V,аргəаара,עצבן
1102,schlagen::V,асра,הכה
1103,schlagen::V,асра,הלקה
1104,schlagen::V,аҭасра,הכה
1105,schlagen::V,аҭасра,הלקה
1106,stechen::V,алакшара,דקר
1107,stoßen::V,агəҭасра,דחק
1108,stehlen::V,аӡара,גנב
1109,stören::V,аҧырхагахара,קטע
1110,stören::V,аҧырхагахара,הפריע
1111,belästigen::V,аргəамҵра,הציק
1112,belästigen::V,аргəамҵра,הטריד
1113,verbergen::V,аӡара,הצניע
1114,täuschen::V,ажьара,שגע
1115,betrügen::V,ажьара,הונה
1116,töten::V,ашьра,הרג
1117,wohnen::V,анхара,גר
1118,arbeiten::V,аусура,עבד
1119,sammeln::V,аҟəшəара,אסף
1120,pflücken::V,аҿыршəара,קטף
1121,pflücken::V,аҿыхра,קטף
1122,jagen::V,ашəарыцара,צד
1123,fischen::V,аҧсыӡ икуеит,דג
1124,fassen::V,акра,תפס
1125,hüten::V,арҳəра,רעה
1126,hüten::V,ахьчара,רעה
1127,treiben::V,акацара,הוציא
1128,anbinden::V,адҳəалара,קשר
1129,füttern::V,акырҿаҵара,הלעיט
1130,melken::V,ахьара,חלב
1131,hacken::V,аҟəаҟəара,קצץ
1132,gießen::V,аҵаҭəара,השקה
1133,reifen::V,ашəра,בשל
1134,reifen::V,аҟалара,בשל
1135,zubereiten::V,ацура,הכין
1136,kochen::V,ажəра,בשל
1137,backen::V,аӡра,אפה
1138,braten::V,аӡра,צלה
1139,braten::V,аӡра,טגן
1140,umrühren::V,аилрыхра,ערבב
1141,stricken::V,аҧара,סרג
1142,nähen::V,аӡахра,תפר
1143,färben::V,ашəра,צבע
1144,reinigen::V,арыцқьара,נקה
1145,waschen::V,аӡәӡәара,רחץ
1146,waschen::V,аӡәӡәара,כבס
1147,abwischen::V,арбара,נגב
1148,spülen::V,аҭыршара,שטף
1149,fegen::V,аҧссара,טאטא
1150,baden::V,аҽыкəабара,טבל
1151,baden::V,аҽыкəабара,שחה
1152,sich waschen::V,аҽыӡəӡəара,התרחץ
1153,ausziehen::V,ашəыхра,הוריד
1154,anziehen::V,ашəҵара,לבש
1155,sich anziehen::V,аҽеилаҳəара,התלבש
1156,kämmen::V,аҳəара,סרק
1157,schmücken::V,арҧшӡара,קשט
1158,sagen::V,аҳəара,אמר
1159,sprechen::V,ацəажəара,דבר
1160,reden::V,ацəажəара,דבר
1161,reden::V,аицәажәара,דבר
1162,sich unterhalten::V,аицәажәара,שוחח
1163,fragen::V,азҵаара,שאל
1164,bitten::V,аҳəара,בקש
1165,erzählen::V,аҳəара,ספר
1166,mitteilen::V,азыцҳара,מסר
1167,mitteilen::V,азыцҳара,הודיע
1168,nennen::V,ахьӡҵара,קרא בשם
1169,rufen::V,азҿыҭра,גיס
1170,rufen::V,азҿыҭра,הזמין לבוא
1171,prahlen::V,аҽхəара,התרברב
1172,übersetzen::V,аиҭагара,תרגם
1173,denken::V,азхəыцра,חשב
1174,glauben::V,ахаҵара,האמין
1175,bemerken::V,агəаҭара,הבחין
1176,erkennen::V,адырра,זהה
1177,begreifen::V,аилкаара,קלט
1178,begreifen::V,аилкаара,הבין
1179,verstehen::V,аҳара,הבין
1180,lernen::V,аҵара,למד
1181,wissen::V,адырра,ידע
1182,sich erinnern an::V,агəаларшəара,זכר
1183,vergessen::V,ахашҭра,שכח
1184,messen::V,ашəара,מדד
1185,zählen::V,аҧхьаӡара,ספר
1186,rechnen::V,аҳасабра,חשב
1187,lesen::V,аҧхьара,קרא
1188,besitzen::V,амазаара,היה בעל של
1189,kaufen::V,Аахəара,קנה
1190,kaufen::V,Аахəара,רכש
1191,verkaufen::V,аҭира,מכר
1192,bezahlen::V,ахҭынҵара,שלם
1193,bezahlen::V,ашəара,שלם
1194,zahlen::V,ашəара,שלם
1195,ertragen::V,ачҳара,סבל
1196,Moor::N,,בצה
1197,Kralle::N,,טפר
1198,Schwarm::N,,נחיל
1199,Schwarm::N,,להקה
1200,Sache::N,,דבר
1201,Menge::N,,כמות
1202,Essen::N,,אכל
1203,Essen::N,,ארוחה
1204,Geschäft::N,,עסקה
1205,Monat::N,,חדש
1206,Jahr::N,,שנה
1207,dünn::A,,דק
1208,roh::A,,חי
1209,durch::PRP,,דרך
1210,was::FPRN,,מה
1211,rauschen::V,,רשרש
1212,zu sehen sein::V,,נראה
1213,wenden::V,,הפך
1214,ergreifen::V,,אחז
1215,bewahren::V,,קים
1216,wünschen::V,,אחל
1217,wiegen::V,,נדנד
1218,treten::V,,בעט
1219,kehren::V,,טאטא
1220,malen::V,,ציר
1221,zeichnen::V,,שרטט
1222,schreiben::V,,כתב
1223,beherrschen::V,,שלט
