,Concept_ID,mhr,kv
151,Herde::N,тӱшка́,гурт
152,Kuh::N,ушка́л,мӧс
153,Bulle::N,ӱ́шкыж,ӧшка
154,Pferd::N,и́мне,вӧв
155,Schaf::N,шо́рык,баля
156,Schwein::N,сӧсна́,порсь
157,Hund::N,пий,пон
158,Katze::N,пы́рыс,кань
159,Bär::N,маска́,ош
160,Eichhörnchen::N,ур,ур
161,Elch::N,шо́рдо,вӧр мӧс
162,Fuchs::N,ры́выж,руч
163,Hase::N,мера́ҥ,кӧч
164,Maus::N,коля́,шыр
165,Wolf::N,пи́ре,кӧин
166,Vogel::N,ка́йык,кай
167,Schwarm::N,каша́к,стая
168,Schwarm::N,каша́к,чукӧр
169,Huhn::N,чы́ве,курӧг
170,Hahn::N,агыта́н,петух
171,Hahn::N,агыта́н,ай курӧг
172,Gans::N,ко́мбо,дзодзог
173,Adler::N,карагу́ш,куч
174,Adler::N,карагу́ш,кутш
175,Ente::N,лу́до,утка
176,Eule::N,тумна́,тупка
177,Kranich::N,турня́,тури
178,Krähe::N,кора́к,рака
179,Kuckuck::N,куку́,кӧк
180,Schwan::N,йӱ́ксӧ,юсь
181,Fisch::N,кол,чери
182,Barsch::N,ола́ҥге,ёкыш
183,Hecht::N,нуж,сирпинь
184,Hecht::N,чорта́н,сирпинь
185,Schlange[Tier]::N,ки́шке,змей
186,Wurm::N,шукш,номыр
187,Spinne::N,эҥыре́мыш,черань
188,Ameise::N,ку́тко,кӧдзывкар
189,Laus::N,тий,ляпа той
190,Mücke::N,шыҥа́,ном
191,Fliege::N,ка́рме,гут
192,Schmetterling::N,лы́ве,бабыв
193,Beere::N,мӧр,ягӧд
194,Apfel::N,олма́,яблоко
195,Pilz::N,по́ҥго,тшак
196,Zwiebel::N,шога́н,грез
197,Saat::N,нӧ́шмӧ,кӧдзыс
198,Saat::N,туш,кӧдзыс
199,Korn::N,шу́рно,сю
200,Heu::N,шу́до,турун
201,Schale::N,шӱм,кыш
202,Schale::N,шӱм,киль
203,Grube::N,выне́м,яма
204,Falle::N,лӧ́дӧ,нальк
205,Falle::N,лӧ́дӧ,кляпча
206,Schlinge::N,о́птыш,лӧч
207,Schlinge::N,шӧрга́лтыш,лӧч
208,Spur::N,кыша́,туй
209,Asche::N,ло́мыж,пӧим
210,Dreck::N,лавыра́,нять
211,Eisen::N,кӱ́ртньӧ,кӧрт
212,Gold::N,шӧ́ртньӧ,зарни
213,Silber::N,ший,язісь
214,Kohle::N,мландышӱ́й,шом
215,Kohle::N,мландышӱ́й,уголь
216,Glas::N,янда́,стекло
217,Lehm::N,шун,сёй
218,Sand::N,ошма́,лыа
219,Mensch::N,еҥ,морт
220,Mensch::N,айде́ме,морт
221,Mann::N,пӧръе́ҥ,мужик
222,Frau::N,ӱдырама́ш,инька
223,Kind::N,аза́,кага
224,Junge::N,рве́зе,зонка
225,Mädchen::N,ӱдыра́ш,нывкаок
226,Familie::N,еш,семья
227,Großvater::N,коча́,дед
228,Großmutter::N,кова́,баб
229,Eltern::N,ача́-ава́,ай-мам
230,Vater::N,ача́,ай
231,Mutter::N,ава́,мам
232,Sohn::N,э́рге,зон
233,Tochter::N,ӱ́дыр,ныв
234,Bruder::N,иза́,вон
235,Bruder::N,шо́льо,вон
236,Schwester::N,ака́,сой
237,Onkel::N,иза́,дядь
238,Tante::N,кока́,айӧлӧн сой
239,Tante::N,кока́,ичинь
240,Ehemann::N,мари́й,жӧник
241,Ehefrau::N,ва́те,инь
242,Freude::N,куа́н,гаж
243,Freude::N,куа́н,радъялӧм
244,Freude::N,куаныма́ш,гаж
245,Freude::N,куаныма́ш,радъялӧм
246,Gelächter::N,во́штылтыш,сералӧм
247,Glück::N,пиа́л,мичлун
248,Kummer::N,о́йго,шог
249,Wunsch::N,ку́мыл,мӧдӧм
250,Wunsch::N,ку́мыл,охотитӧм
251,Lust::N,ку́мыл,охота
252,Geist::N,ӧрт,лов
253,Geist::N,чон,лов
254,Gedanke::N,ой,дума
255,Gedanke::N,шоныма́ш,дума
256,Gedächtnis::N,шарныма́ш,тӧдвыв
257,Verstand::N,уш,вежӧр
258,Sinn::N,смысл,ылӧс
259,Grund::N,ама́л,мог
260,Wahrheit::N,чын,правда
261,Gespräch::N,мутланыма́ш,сёрни
262,Märchen::N,йома́к,сказка
263,Erzählung::N,ойлыма́ш,висьт
264,Nachricht::N,увертарыма́ш,юӧр
265,Nachricht::N,увертарыма́ш,висьталӧм
266,Neuigkeit::N,уве́р,новость
267,Name::N,лӱм,ним
268,Rätsel::N,ту́што,загадка
269,Rede::N,ойлыма́ш,сёрни
270,Sprache::N,йы́лме,кыв
271,Stimme::N,йӱк,голос
272,Wort::N,ой,кыв
273,Wort::N,мут,кыв
274,Zeichen::N,ти́ште,пас
275,Zeichen::N,знак,пас
276,Ruf::N,ӱжма́ш,чуксӧм
277,Ruf::N,ӱжма́ш,чукӧстӧм
278,Lärm::N,лӱшкыма́ш,шум
279,Lärm::N,йӱк-йӱа́н,шум
280,Laut::N,йӱк,шы
281,Ton::N,йӱксе́м,гор
282,Lied::N,му́ро,сьыланкыв
283,Ruhe::N,ты́мык,спокой
284,Leute::N,еҥ-влак,йӧз
285,Volk::N,ка́лык,йӧз
286,Volk::N,ка́лык,народ
287,Arbeit::N,паша́,удж
288,Gast::N,уна́,гӧсь
289,Geschenk::N,пӧле́к,гӧснеч
290,Geschenk::N,пӧле́к,подарок
291,Spiel::N,мо́дыш,орсӧм
292,Spiel::N,модма́ш,орсӧм
293,Gesellschaft::N,тӱшка́,компания
294,Hilfe::N,по́лыш,отсӧт
295,Freund::N,таҥ,модз
296,Freund::N,таҥ,дружок
297,Freund::N,йолта́ш,модз
298,Freund::N,йолта́ш,дружок
299,Kamerad::N,таҥ,тӧдса
300,Angelegenheit::N,паша́,дело
301,Anzahl::N,чот,лыд
302,Art::N,вид,пӧлӧс
303,Stück::N,ка́тыш,тор
304,Stück::N,ла́стык,тор
305,Teil::N,ужа́ш,юкӧм
306,Hälfte::N,пел,джын
307,Hälfte::N,пе́ле,джын
308,Kreis::N,ты́ртыш,круг
309,Kreuz::N,ыре́с,перна
310,Linie::N,ли́ний,визь
311,Strich::N,коре́ш,кырӧв
312,Abstand::N,кокла́,колас
313,Entfernung::N,тора́,ылына
314,Entfernung::N,ку́жыт,ылына
315,Gegend::N,кунде́м,места
316,Platz::N,ку́мдык,места
317,Ort::N,вер,места
318,Ort::N,о́лмо,места
319,Seite::N,ӧ́рдыж,ладор
320,Mitte::N,покше́л,шӧр
321,Gegenstand::N,наста́,тор
322,Sache::N,наста́,тор
323,Rand::N,тӱр,дор
324,Kante::N,тӱр,ордлы
325,Ecke::N,лук,пельӧс
326,Spitze::N,вуй,йыв
327,Ende::N,муча́ш,йыв
328,Loch::N,рож,осьта
329,Winkel::N,лук,пельӧс
330,Muster::N,пеза́к,сер
331,Muster::N,узо́р,сер
332,Muster::N,ӱ́лгӧ,сер
333,Größe::N,кӱ́кшыт,ыжда
334,Länge::N,ку́тыш,кузя
335,Höhe::N,кӱ́кшыт,сувда
336,Höhe::N,кӱ́кшыт,вылына
337,Gewicht::N,не́лыт,сьӧкта
338,Menge::N,чот,
339,Haufen::N,кы́шыл,куча
340,Reihe::N,рада́м,лёдз
341,Boot::N,пуш,пыж
342,Ruder::N,эшка́к,пелыс
343,Schlitten::N,тер,додь
344,Schlitten::N,изде́р,додь
345,Ski::N,е́че,лямпа
346,Lagerfeuer::N,туло́то,бипур
347,Last::N,нӧ́лтыш,тягота
348,Gang::N,ошкылма́ш,мунӧм
349,Schritt::N,о́шкыл,вожмӧв
350,Norden::N,йӱдйыма́л,ой
351,Süden::N,кечывалве́л,лун
352,Westen::N,касве́л,рытвыв
353,Osten::N,эрве́л,асыв
354,Holz::N,пу,пу
355,Brett::N,оҥа́,пӧв
356,Platte::N,аста́р,плита
357,Stütze::N,чара́к,пика
358,Stange::N,лома́ш,зор
359,Stange::N,лома́ш,потш
360,Stock::N,тоя́,бедь
361,Stab::N,вара́,шест
362,Stab::N,кашта́,шест
363,Rohr::N,пуч,труба
364,Haus::N,пӧрт,керку
365,Heim::N,мӧ́ҥгӧ,керку
366,Ofen::N,комака́,пӧжавны
367,Fußboden::N,кӱва́р,джодж
368,Tisch::N,ӱсте́л,пызан
369,Stuhl::N,пӱке́н,стул
370,Wiege::N,шепка́,зыбка
371,Bett::N,ва́кшыш,кровать
372,Regal::N,шӧ́рлык,джадж
373,Kiste::N,шо́ндык,ящик
374,Kiste::N,я́шлык,ящик
375,Fenster::N,окна́,ӧшын
376,Tür::N,омса́,ыбӧс
377,Tor::N,капка́,ворота
378,Zaun::N,сава́р,забор
379,Dach::N,леве́дыш,крыша
380,Leiter::N,тошка́лтыш,лиснич
381,Besen::N,ӱштерво́штыр,рос
382,Spaten::N,ко́льмо,зыр
383,Schaufel::N,сово́к,зыр
384,Schaufel::N,су́ско,зыр
385,Gabel::N,ви́лке,вила
386,Löffel::N,па́не,пань
387,Löffel::N,совла́,пань
388,Messer::N,кӱ́зӧ,пурт
389,Nagel::N,пуда́,кӧрттув
390,Netz::N,вапш,кыйӧт
391,Haken::N,са́гыле,ем
392,Griff::N,кыл,пу
393,Schloss::N,кӧгӧ́н,замок
394,Bild::N,сӱре́т,картина
395,Figur::N,фигу́р,мыгӧр
396,Puppe::N,курча́к,акань
397,Beutel::N,меша́к,мешӧк
398,Bündel::N,арша́ш,нин
399,Tasche::N,сумка́,сумка
400,Eimer::N,ведра́,ведра
401,Deckel::N,ко́мдыш,вевт
402,Geschirr::N,а́те,доз
403,Geschirr::N,а́те,бекӧрпань
404,Sack::N,куль,мешӧк
405,Sack::N,меша́к,мешӧк
406,Tasse::N,чу́кыр,бекӧр
407,Tasse::N,чашка́,бекӧр
408,Topf::N,ми́ске,кастрюля
409,Kessel::N,под,пӧрт
410,Essen::N,ко́чкыш,сёйӧм
411,Nahrung::N,ку́рго,вердан
412,Speise::N,ко́чкыш,сёян
413,Fleisch::N,шыл,яй
414,Getreide::N,шу́рно,сю
415,Brei::N,пу́чымыш,каша
416,Brot::N,ки́нде,нянь
417,Scheibe::N,ка́тыш,шӧрӧм
418,Fett::N,коя́,гос
419,Butter::N,ӱй,ви
420,Öl::N,ӱй,ви
421,Salz::N,шинча́л,сов
422,Suppe::N,шӱр,шыд
423,Honig::N,мӱй,ма
424,Milch::N,шӧр,йӧв
425,Tee::N,чай,чай
426,Leder::N,сура́н,кучик
427,Leder::N,шӱ́штӧ,кучик
428,Wolle::N,пун,гӧн
429,Stoff::N,куэ́м,дӧра
430,Stoff::N,посто́,дӧра
431,Nadel::N,и́ме,ем
432,Faden::N,шӱ́ртӧ,сунис
433,Knopf::N,по́лдыш,кизь
434,Knoten::N,пышке́м,узӧв
435,Knoten::N,пышке́м,гӧрӧд
436,Farbe::N,чия́,краска
437,Kleidung::N,чие́м,паськӧм
438,Kleidung::N,вурге́м,паськӧм
439,Hemd::N,ту́выр,йӧрнӧс
440,Kragen::N,сога́,воротник
441,Ärmel::N,шокш,сос
442,Hose::N,йола́ш,вешьян
443,Gürtel::N,ӱ́штӧ,йи
444,Mütze::N,упш,шапка
445,Schuh::N,боти́нке,ботинки
446,Stiefel::N,кем,сапог
447,Ring::N,шерга́ш,чунькытш
448,Band::N,тасма́,ленточка
449,Band::N,ле́нте,ленточка
450,Kamm::N,шерге́,сынан
451,Spiegel::N,вошто́нчыш,зеркало
452,Riemen::N,кӱзанӱ́штӧ,ремень
453,Schnur::N,кере́м,гез
454,Schnur::N,кандыра́,гез
455,Leine::N,вӱра́ҥ,повод
456,Decke::N,леве́дыш,одеяло
457,Decke::N,одея́л,одеяло
458,Kissen::N,кӱ́пчык,подушка
459,Tuch::N,шо́выч,чышьян
460,Handtuch::N,со́лык,чышкӧт
461,Kraft::N,вий,прак
462,Kraft::N,куа́т,прак
463,Stärke::N,куа́т,вын
464,Stärke::N,карма́н,вын
465,Gesundheit::N,таза́лык,здоровье
466,Krankheit::N,чер,шог
467,Schmerz::N,ко́рштыш,зубыт
468,Wunde::N,су́сыр,рана
469,Fieber::N,йӱштыму́ж,лёк тресся
470,Fieber::N,йӱштыму́ж,кынтан шогӧт
471,Fieber::N,лихора́дке,лёк тресся
472,Fieber::N,лихора́дке,кынтан шогӧт
473,Arznei::N,эм,лекарство
474,Brücke::N,кӱва́р,пос
475,Brunnen::N,вӱдвыне́м,колодец 
476,Weide::N,нурше́р,пода йирсян
477,Pfad::N,йолго́рно,туй
478,Pfad::N,сокма́к,туй
479,Weg::N,ко́рно,туй
480,Straße::N,ко́рно,туй
481,Dorf::N,ял,деревня
482,Stadt::N,ола́,город
483,Brief::N,се́рыш,гижӧт
484,Buch::N,книга́,книга
485,Buchstabe::N,буква́,буква
486,Zeitung::N,газе́т,газета
487,Leben::N,и́лыш,олан
488,Tod::N,колыма́ш,кулӧм
489,Grab::N,шӱга́р,гу
490,Kirche::N,че́рке,вичку
491,Sünde::N,су́лык,грек
492,Gott::N,ю́мо,ен
493,Arbeiter::N,паша́зе,уджалiсь
494,Chef::N,тӧра́,начальник
495,Meister::N,маста́р,мастер
496,Arzt::N,врач,врач
497,Lehrer::N,ту́ныктышо,велӧтісь
498,Geld::N,окса́,деньга
499,Geschäft::N,сатулыма́ш,удж
500,Laden::N,ке́выт,магазин
501,Preis::N,ак,дон
502,Ware::N,сату́,товар
503,Nutzen::N,пайда́,путь
504,Reichtum::N,поя́нлык,богатство
505,Welt::N,тӱня́,му
506,Land::N,эл,страна
507,Staat::N,кугыжа́ныш,государство
508,König::N,кугыжа́,кан
509,Macht::N,власть,власть
510,Grenze::N,грани́ца,граница
511,Krieg::N,сар,война
512,Feind::N,тушма́н,враг
513,Gewalt::N,виешлыма́ш,
514,Kampf::N,кредалма́ш,нярасьӧм
515,Kampf::N,кредалма́ш,вермасьӧм
516,Bogen[Waffe]::N,юҥе́ж,лук
517,Pfeil::N,пикш,ньӧв
518,Gewehr::N,пыча́л,ружьё
519,Fehler::N,йо́ҥылыш,ошибка
520,Lüge::N,шоя́к,ылӧтӧм
521,Lüge::N,шоя́к,пӧрьялӧм
522,Schaden::N,зия́н,лёк
523,Unglück::N,эҥге́к,пик
524,Unglück::N,эҥге́к,оказзё
525,Schuld::N,тита́к,вина
526,Schuld::N,йола́,вина
527,Alter::N,ийго́т,
528,Schluss::N,муча́ш,ком
529,Zeit::N,жап,кад
530,Zeit::N,па́гыт,кад
531,Tag::N,ке́че,лун
532,Morgen::N,эр,асыв
533,Mittag::N,кечыва́л,луншӧр кад
534,Abend::N,кас,рыт
535,Nacht::N,йӱд,ой
536,Woche::N,арня́,неделя
537,Monat::N,ты́лзе,тӧлicь
538,Jahr::N,ий,год
539,Frühling::N,шо́шо,тулыс
540,Sommer::N,кеҥе́ж,гожум
541,Herbst::N,шы́же,ар
542,Winter::N,те́ле,тӧв
543,Januar::N,шоркыйол,январ
544,Januar::N,идалыкву́й,январ
545,Januar::N,янва́рь,январ
546,Februar::N,пургыж,февраль
547,Februar::N,февра́ль,февраль
548,März::N,ӱярня,март
549,März::N,март,март
550,April::N,апре́ль,апрель
551,Mai::N,ага,май
552,Mai::N,май,май
553,Juni::N,пеледыш,юнь
554,Juni::N,ию́нь,юнь
555,Juli::N,сӱрем,юль
556,Juli::N,ию́ль,юль
557,August::N,сорла,август
558,August::N,агарма́н,август
559,August::N,а́вгуст,август
560,September::N,идым,сентяб
561,September::N,сентя́брь,сентяб
562,Oktober::N,шыжа,октяб
563,Oktober::N,октя́брь,октяб
564,November::N,кылме тылзе,нояб
565,November::N,ноя́брь,нояб
566,Dezember::N,дека́брь,декаб
567,Montag::N,шо́чмо,вильлун
568,Dienstag::N,ку́шкыжмо,мӧдӧдзлун
569,Mittwoch::N,вӱрге́че,шӧрлун
570,Donnerstag::N,изарня́,нёльӧдзлун
571,Freitag::N,кугарня́,витӧдзлун
572,Samstag::N,шуматке́че,пывсянлун
573,Sonntag::N,рушарня́,кресення
574,groß::A,кугу́,ыджыт
575,klein::A,изи́,учӧтик
576,lang::A,кужу́,кузь
577,kurz::A,кӱ́чык,дженыт
578,breit::A,кумда́,ота
579,schmal::A,а́ҥысыр,векнит
580,dicht::A,ну́гыдо,тшӧк
581,dick[Gegenstand]::A,кӱ́жгӧ,кыз
582,dünn::A,ви́чкыж,вӧснит
583,fein::A,ты́гыде,вӧснит
584,fest::A,чо́ткыдо,крепыт
585,flach::A,лапка́,лапкӧса
586,glatt::A,яклака́,волькыт
587,hart::A,пе́ҥгыде,чӧрыт
588,weich::A,пу́шкыдо,небыт
589,rund::A,йырге́шке,гӧгрӧса
590,spitz::A,коша́р,ёся
591,scharf::A,пӱ́сӧ,лэчыт
592,stumpf::A,токма́к,ныж
593,schwer::A,не́ле,сьӧкыт
594,schön::A,сы́лне,басӧк
595,heiß::A,шо́кшо,жар
596,warm::A,ле́ве,шоныт
597,kalt::A,йӱ́штӧ,кӧдзыт
598,kühl::A,юа́лге,сайкыт
599,kühl::A,южгата́,сайкыт
600,frisch::A,свежа́,виль
601,feucht::A,вӱ́дыжгӧ,вакодь
602,nass::A,нӧ́рӧ,ва
603,trocken::A,ку́кшо,кӧс
604,voll::A,тич,тыра
605,leer::A,яра́,тыртӧм
606,offen::A,виш,оссьӧм
607,geschlossen::A,пе́тырыме,игана
608,geschlossen::A,пе́тырыме,пӧдана
609,geschlossen::A,тӱ́чмӧ,игана
610,geschlossen::A,тӱ́чмӧ,пӧдана
611,sauber::A,ару́,сӧдз
612,sauber::A,ару́,сӧстӧм
613,sauber::A,янда́р,сӧдз
614,sauber::A,янда́р,сӧстӧм
615,schmutzig::A,лавыра́н,нятьӧсь
616,schmutzig::A,ла́выргыше,нятьӧсь
617,roh::A,кӱ́чымӧ,путӧм
618,reif::A,лӧза́,кисьмалӧм
619,lecker::A,ту́тло,кӧра 
620,süß::A,ше́ре,чӧскыт
621,bitter::A,ко́чо,курыт
622,sauer::A,шо́по,шӧма 
623,hell::A,во́лгыдо,югыт
624,dunkel::A,пычке́мыш,пемыт
625,schwarz::A,шола́,сьӧд
626,weiß::A,ош,чочком
627,rot::A,йошка́р,гӧрд
628,gelb::A,сар,веж
629,blau::A,ка́нде,лӧз
630,grün::A,ужа́р,веж
631,grau::A,сур,руд
632,grau::A,сур,бусӧй
633,bunt::A,олача́,быдрӧма
634,billig::A,шу́лдо,донтӧм
635,teuer::A,ше́рге,дона
636,wertvoll::A,шергака́н,дона
637,blind::A,со́кыр,синтӧм
638,taub::A,соҥгыра́,пельтӧм
639,kräftig::A,куа́тле,вына
640,stark::A,вия́н,вына
641,schwach::A,а́лдыме,некодя
642,fett::A,коя́,госа
643,schlank::A,йоштката́,статя
644,schlank::A,яжу́,статя
645,hübsch::A,чеве́р,басӧк
646,böse::A,шы́де,лёк
647,dumm::A,аҥыра́,бӧбӧв
648,dumm::A,аҥыра́,вежӧртӧм
649,faul::A,його,дыш
650,fleißig::A,ты́ршыше,уджалicь
651,geizig::A,чаҥга́,жикмӧра
652,geizig::A,чаҥга́,горшаліcь
653,klug::A,уша́н,авья
654,klug::A,уша́н,вежӧра
655,geschickt::A,уста́,кипода
656,lieb::A,ала́л,муса
657,lieb::A,ала́л,дзулиньӧй
658,lustig::A,весела́,гажа
659,sanft::A,ны́жылге,лебезнӧй
660,hungrig::A,шу́жышо,тшыг
661,krank::A,че́рле,шогалiсь
662,nackt::A,чарама́т,куш
663,traurig::A,ойга́н,жугыль
664,lebendig::A,и́лыше,ловья
665,gut::A,сай,бур
666,schlecht::A,уда́,умӧль
667,schlecht::A,шӱ́кшӧ,умӧль
668,richtig::A,чы́нле,
669,schlimm::A,аля́к,нештӧм
670,schlimm::A,тыра́н,нештӧм
671,wahr::A,чы́нле,
672,wahr::A,настоя́щий,
673,alt::A,то́што,важ
674,neu::A,у,виль
675,ehemalig::A,о́нчычсо,вӧвлӧм
676,ehemalig::A,онда́кысе,вӧвлӧм
677,alt[Lebewesen]::A,шо́нто,года
678,alt[Lebewesen]::A,шо́нто,годдэза
679,jung::A,са́мырык,том
680,arm::A,нужна́,гов
681,arm::A,нужна́,беднӧй
682,reich::A,поя́н,эма
683,bekannt::A,па́лыме,тӧдса
684,berühmt::A,лӱ́млӧ,
685,fremd::A,йот,чужӧй
686,verschieden::A,тӱ́рлӧ,быдкодь
687,nah::A,ли́шыл,матiсь
688,fern::A,тора́,ылicь
689,fern::A,мӱ́ндыр,ылicь
690,linker::A,шола́,шульга
691,rechter::A,пурла́,веськытланись
692,anderer::A,вес,мукӧд
693,anderer::A,мо́ло,мукӧд
694,erster::A,и́кымше,медодзза
695,zweiter::A,ко́кымшо,кыкӧт
696,dritter::A,ку́мшо,куимӧт
697,dritter::A,ку́мшо,куимӧдз
698,letzter::A,пыта́ртыш,бӧрья
699,letzter::A,пыта́ртыш,мёдбӧрья
700,allein::ADV,шкет,
701,auf einmal::ADV,икана́ште,тшӧтш
702,zusammen::ADV,пырля́,ӧтлаын
703,lange::ADV,кужу́н,дыр
704,plötzlich::ADV,кенета́,друг
705,sofort::ADV,кызыта́к,тшӧтш
706,später::ADV,варара́к,медбӧрын
707,jetzt::ADV,ы́нде,ӧні
708,jetzt::ADV,кы́зыт,ӧні
709,heute::ADV,та́че,талун
710,morgen::ADV,эрла́,ашын
711,bald::ADV,вашке́,чожа
712,dann::ADV,вара́,сыбӧрын
713,gestern::ADV,теҥге́че,тӧн
714,einst::ADV,икана́,ӧтпыр
715,damals::ADV,туна́м,сэк
716,damals::ADV,туна́м,сэки
717,danach::ADV,вара́,сэсся
718,vorher::ADV,о́нчыч,одзжык
719,zuerst::ADV,онда́к,наперво
720,einmal::ADV,икана́,ӧтпыр
721,manchmal::ADV,ка́шын,мукӧдпыр
722,manchmal::ADV,кокла́н,мукӧдпыр
723,oft::ADV,чӱ́чкыдын,-лы-
724,immer::ADV,эре́,быдпыр
725,immer::ADV,эре́,быдпырся
726,immer::ADV,ту́тыш,быдпыр
