,Concept_ID,de,mrj
89,Strömung::N,Strömung,йогы
90,Tropfen::N,Tropfen,капльы
91,Tropfen::N,Tropfen,капльык
92,Schaum::N,Schaum,шонг
93,Schmutz::N,Schmutz,лявӹрӓ
94,See::N,See,йӓр
95,Sumpf::N,Sumpf,лӱкӹ
96,Moor::N,Moor,куп
97,Wiese::N,Wiese,алык
98,Wald::N,Wald,шӹргӹ
99,Hügel::N,Hügel,пӱгӹрикӓ
100,Anhöhe::N,Anhöhe,кӱкшикӓ
101,Berg::N,Berg,кырык
102,Gipfel::N,Gipfel,неркӓ
103,Höhle::N,Höhle,ы́раж
104,Abhang::N,Abhang,полом
105,Quelle::N,Quelle,вӹдсӹнзӓ
106,Bach::N,Bach,ӓнгӹр
107,Fluss::N,Fluss,вӹд
108,Ufer::N,Ufer,сир
109,Küste::N,Küste,сир
110,Festland::N,Festland,мӱлӓндӹ
111,Meer::N,Meer,тангыж
112,Bucht::N,Bucht,вӹдъял
113,Insel::N,Insel,острок
114,Blume::N,Blume,пеледӹш
115,Gras::N,Gras,шуды
116,Wurzel::N,Wurzel,важ
117,Baum::N,Baum,пушӓнгӹ
118,Stamm::N,Stamm,пушӓнгӹ тӹнг
119,Rinde::N,Rinde,каргыж
120,Ast::N,Ast,укш
121,Zweig::N,Zweig,укш
122,Blatt::N,Blatt,листӹ
123,Birke::N,Birke,куги
124,Kiefer[Baum]::N,Kiefer,йӓктӹ
125,Weide[Baum]::N,Weide,уа
126,Tanne::N,Tanne,кож
127,Horn::N,Horn,шур
128,Feder::N,Feder,пын
129,Fell::N,Fell,кавашты
130,Flügel::N,Flügel,шылдыр
131,Klaue::N,Klaue,кӹч
132,Kralle::N,Kralle,лапа
133,Schwanz::N,Schwanz,пач
134,Ei::N,Ei,мыны
135,Nest::N,Nest,пӹжӓш
136,Bau::N,Bau,ыраж
137,Tier::N,Tier,во́льык
138,Herde::N,Herde,кӹтö
139,Kuh::N,Kuh,ышкал
140,Bulle::N,Bulle,ӱшкӱж
141,Pferd::N,Pferd,имни
142,Schaf::N,Schaf,шарык
143,Schwein::N,Schwein,сасна
144,Hund::N,Hund,пи
145,Katze::N,Katze,коти
146,Bär::N,Bär,мöскӓ
147,Eichhörnchen::N,Eichhörnchen,ур
148,Elch::N,Elch,шарды
149,Fuchs::N,Fuchs,рӹвӹж
150,Hase::N,Hase,морен
151,Maus::N,Maus,каля
152,Wolf::N,Wolf,пирӹ
153,Vogel::N,Vogel,кек
154,Schwarm::N,Schwarm,цуца
155,Huhn::N,Huhn,цӹвӹ
156,Hahn::N,Hahn,ӓптӓн
157,Gans::N,Gans,комбы
158,Adler::N,Adler,кучкыж
159,Ente::N,Ente,лыды
160,Eule::N,Eule,тымана
161,Kranich::N,Kranich,тырня
162,Kranich::N,Kranich,тыртня
163,Krähe::N,Krähe,лудыгарак
164,Kuckuck::N,Kuckuck,куку
165,Schwan::N,Schwan,йӱксӹ
166,Fisch::N,Fisch,кол
167,Barsch::N,Barsch,алангы
168,Hecht::N,Hecht,нуж
169,Hecht::N,Hecht,нужгол
170,Schlange[Tier]::N,Schlange,кӹшкы
171,Wurm::N,Wurm,шукш
172,Spinne::N,Spinne,ӓнгӹремшӹ
173,Ameise::N,Ameise,кыткы
174,Laus::N,Laus,ти
175,Mücke::N,Mücke,кужнер
176,Mücke::N,Mücke,кужынер
177,Fliege::N,Fliege,шӹнгӓ
178,Schmetterling::N,Schmetterling,лӹпӹ
179,Beere::N,Beere,мöр
180,Apfel::N,Apfel,олма
181,Pilz::N,Pilz,понгы
182,Zwiebel::N,Zwiebel,охыра
183,Saat::N,Saat,нӱшмӹ
184,Saat::N,Saat,нӱшмӱ
185,Korn::N,Korn,пӹрцӹ
186,Heu::N,Heu,шуды
187,Schale::N,Schale,аваха
188,Schale::N,Schale,карлангы
189,Grube::N,Grube,йӓм
190,Falle::N,Falle,лӱдӹ
191,Falle::N,Falle,лӱдӹш
192,Schlinge::N,Schlinge,онгы
193,Spur::N,Spur,кишӓ
194,Asche::N,Asche,ломых
195,Asche::N,Asche,ломпыж
196,Dreck::N,Dreck,лявӹрӓ
197,Eisen::N,Eisen,кӹртни
198,Gold::N,Gold,шöртни
199,Gold::N,Gold,шöртньӹ
200,Silber::N,Silber,ши
201,Kohle::N,Kohle,шӱ
202,Glas::N,Glas,охоница
203,Lehm::N,Lehm,шун
204,Sand::N,Sand,ошма
205,Mensch::N,Mensch,эдем
206,Mann::N,Mann,пӱэргӹ
207,Frau::N,Frau,ӹдӹрӓмӓш
208,Kind::N,Kind,ӓзӓ
209,Kind::N,Kind,шачшы
210,Junge::N,Junge,рвезӹ
211,Junge::N,Junge,ӹрвезӹ
212,Mädchen::N,Mädchen,ӹдӹрӓш
213,Familie::N,Familie,йиш
214,Familie::N,Familie,семня
215,Großvater::N,Großvater,тьоти
216,Großmutter::N,Großmutter,папа
217,Eltern::N,Eltern,ӓтя-ӓвӓ
218,Vater::N,Vater,ӓтя
219,Mutter::N,Mutter,ӓвӓ
220,Sohn::N,Sohn,эргӹ
221,Tochter::N,Tochter,ӹдӹр
222,Bruder::N,Bruder,ӹза
223,Schwester::N,Schwester,ӓкӓ
224,Onkel::N,Onkel,кугуза
225,Tante::N,Tante,куака
226,Ehemann::N,Ehemann,мары
227,Ehefrau::N,Ehefrau,вӓтӹ
228,Freude::N,Freude,ӹвӹртӹмӓш
229,Gelächter::N,Gelächter,ваштылмаш
230,Glück::N,Glück,пиӓл
231,Kummer::N,Kummer,ясы
232,Wunsch::N,Wunsch,охата
233,Wunsch::N,Wunsch,шанымаш
234,Lust::N,Lust,шӓр
235,Lust::N,Lust,охата
236,Lust::N,Lust,шанымаш
237,Geist::N,Geist,тух
238,Gedanke::N,Gedanke,шанымаш
239,Gedächtnis::N,Gedächtnis,ӓш
240,Verstand::N,Verstand,ыш
241,Sinn::N,Sinn,кын
242,Grund::N,Grund,вир
243,Wahrheit::N,Wahrheit,тöр
244,Gespräch::N,Gespräch,хытырымаш
245,Märchen::N,Märchen,ямак
246,Erzählung::N,Erzählung,шайыштмаш
247,Nachricht::N,Nachricht,увертӓрӹмӓш
248,Neuigkeit::N,Neuigkeit,увер
249,Name::N,Name,лӹм
250,Rätsel::N,Rätsel,тышты
251,Rede::N,Rede,шая
252,Rede::N,Rede,шамак
253,Sprache::N,Sprache,йӹлмӹ
254,Stimme::N,Stimme,юк
255,Wort::N,Wort,шамак
256,Zeichen::N,Zeichen,палӹ
257,Ruf::N,Ruf,сӹгӹрӹмӓш
258,Lärm::N,Lärm,юкланымащ
259,Laut::N,Laut,юк
260,Ton::N,Ton,юк
261,Lied::N,Lied,мыры
262,Ruhe::N,Ruhe,тыр
263,Leute::N,Leute,эдемвлӓ
264,Volk::N,Volk,халык
265,Arbeit::N,Arbeit,пӓшӓ
266,Gast::N,Gast,хына
267,Geschenk::N,Geschenk,подарка
268,Spiel::N,Spiel,мадыш
269,Gesellschaft::N,Gesellschaft,йӓл
270,Gesellschaft::N,Gesellschaft,йӓлвлӓ
271,Hilfe::N,Hilfe,палшык
272,Freund::N,Freund,тӓнг
273,Kamerad::N,Kamerad,тос
274,Angelegenheit::N,Angelegenheit,дела
275,Angelegenheit::N,Angelegenheit,йела
276,Angelegenheit::N,Angelegenheit,йыла
277,Angelegenheit::N,Angelegenheit,пӓшӓ
278,Anzahl::N,Anzahl,шот
279,Art::N,Art,цӹре
280,Stück::N,Stück,лаштык
281,Teil::N,Teil,пай
282,Teil::N,Teil,часть
283,Hälfte::N,Hälfte,пел
284,Kreis::N,Kreis,тӹртӹш
285,Kreuz::N,Kreuz,крестӹ
286,Linie::N,Linie,
287,Strich::N,Strich,
288,Abstand::N,Abstand,ло
289,Entfernung::N,Entfernung,ло
290,Gegend::N,Gegend,вӓр
291,Platz::N,Platz,вӓр
292,Ort::N,Ort,вӓр
293,Seite::N,Seite,öрдӹж
294,Mitte::N,Mitte,ло
295,Gegenstand::N,Gegenstand,хӓдӹр
296,Sache::N,Sache,хӓдӹр
297,Rand::N,Rand,шöр
298,Kante::N,Kante,шöр
299,Ecke::N,Ecke,лык
300,Spitze::N,Spitze,вуй
301,Ende::N,Ende,вуй
302,Ende::N,Ende,мычаш
303,Loch::N,Loch,ыраж
304,Winkel::N,Winkel,лык
305,Muster::N,Muster,тӹрлец
306,Größe::N,Größe,кӱкшӹц
307,Länge::N,Länge,кыт
308,Höhe::N,Höhe,кӱкшӹц
309,Gewicht::N,Gewicht,нелӹц
310,Menge::N,Menge,шот
311,Haufen::N,Haufen,ара
312,Reihe::N,Reihe,ряд
313,Boot::N,Boot,пыш
314,Ruder::N,Ruder,вешлӓ
315,Schlitten::N,Schlitten,тир
316,Ski::N,Ski,ечӹ
317,Lagerfeuer::N,Lagerfeuer,тыл
318,Last::N,Last,нелӹц
319,Gang::N,Gang,ход
320,Schritt::N,Schritt,ашкыл
321,Norden::N,Norden,йыдпелвел
322,Süden::N,Süden,кечӹвӓлвел
323,Westen::N,Westen,кечӹ шӹцмӹ
324,Osten::N,Osten,ирвел
325,Osten::N,Osten,кечӹ лӱлтмӹ
326,Holz::N,Holz,пушӓнгӹ
327,Brett::N,Brett,ханга
328,Platte::N,Platte,плитӓ
329,Stütze::N,Stütze,цӓрӓк
330,Stange::N,Stange,равы
331,Stange::N,Stange,намаш
332,Stock::N,Stock,панды
333,Stab::N,Stab,равы
334,Rohr::N,Rohr,пыч
335,Haus::N,Haus,пöрт
336,Heim::N,Heim,пöрт
337,Ofen::N,Ofen,камака
338,Fußboden::N,Fußboden,седӹрӓ
339,Tisch::N,Tisch,стöл
340,Stuhl::N,Stuhl,пöкен
341,Wiege::N,Wiege,шипкӓ
342,Bett::N,Bett,койка
343,Bett::N,Bett,кравать
344,Regal::N,Regal,полицӓ
345,Kiste::N,Kiste,шӱ́ндӹк
346,Fenster::N,Fenster,окня
347,Tür::N,Tür,амаса
348,Tor::N,Tor,хапка
349,Zaun::N,Zaun,забор
350,Dach::N,Dach,левӓш
351,Leiter::N,Leiter,ташкалтыш
352,Besen::N,Besen,сало
353,Besen::N,Besen,салко
354,Spaten::N,Spaten,кольмы
355,Schaufel::N,Schaufel,лоток
356,Gabel::N,Gabel,ви́лка
357,Löffel::N,Löffel,савала
358,Messer::N,Messer,кӹзӹ
359,Nagel::N,Nagel,пыда
360,Netz::N,Netz,вӓпш
361,Haken::N,Haken,крӱк
362,Haken::N,Haken,кагак
363,Griff::N,Griff,кычем
364,Schloss::N,Schloss,замок
365,Schloss::N,Schloss,сыравач
366,Bild::N,Bild,картин
367,Figur::N,Figur,кӓн
368,Puppe::N,Puppe,поханя
369,Beutel::N,Beutel,мешӓк
370,Bündel::N,Bündel,топ
371,Bündel::N,Bündel,пидӹш
372,Bündel::N,Bündel,кӹлдӹш
373,Tasche::N,Tasche,сумкы
374,Eimer::N,Eimer,ведӹрӓ
375,Deckel::N,Deckel,комдыш
376,Geschirr::N,Geschirr,ӓтӹ
377,Sack::N,Sack,мешӓк
378,Tasse::N,Tasse,цӓшкӓ
379,Topf::N,Topf,ми́ска
380,Kessel::N,Kessel,пад
381,Essen::N,Essen,качкыш
382,Essen::N,Essen,качкыш-йӱш
383,Nahrung::N,Nahrung,качкыш
384,Nahrung::N,Nahrung,качкыш-йӱш
385,Speise::N,Speise,няня
386,Fleisch::N,Fleisch,пай
387,Getreide::N,Getreide,киндӹ
388,Brei::N,Brei,шӹрӓш
389,Brot::N,Brot,сыкыр
390,Scheibe::N,Scheibe,ламыт
391,Scheibe::N,Scheibe,лаштык
392,Fett::N,Fett,кая
393,Butter::N,Butter,ӱ
394,Öl::N,Öl,ӱ
395,Salz::N,Salz,санзал
396,Suppe::N,Suppe,лем
397,Honig::N,Honig,мӱ
398,Milch::N,Milch,шӹшер
399,Tee::N,Tee,чӓй
400,Leder::N,Leder,шарга
401,Leder::N,Leder,кавашты
402,Wolle::N,Wolle,миж
403,Stoff::N,Stoff,матер
404,Stoff::N,Stoff,матери
405,Nadel::N,Nadel,им
406,Faden::N,Faden,шӹртӹ
407,Knopf::N,Knopf,полдыш
408,Knoten::N,Knoten,пӱкшем
409,Farbe::N,Farbe,чиӓ
410,Farbe::N,Farbe,крӓскӓ
411,Kleidung::N,Kleidung,выргем
412,Hemd::N,Hemd,тыгыр
413,Kragen::N,Kragen,шӱ
414,Ärmel::N,Ärmel,шокш
415,Hose::N,Hose,ялаш
416,Gürtel::N,Gürtel,ӹштӹ
417,Mütze::N,Mütze,упш
418,Schuh::N,Schuh,ту́фльы
419,Stiefel::N,Stiefel,кем
420,Ring::N,Ring,шӓргӓш
421,Band::N,Band,лемтӓ
422,Kamm::N,Kamm,шерге
423,Spiegel::N,Spiegel,тӹгӹр
424,Riemen::N,Riemen,прӓжӓ
425,Schnur::N,Schnur,кӓндӹра
426,Leine::N,Leine,керем
427,Decke::N,Decke,одеял
428,Kissen::N,Kissen,кӹпцӹк
429,Tuch::N,Tuch,савыц
430,Handtuch::N,Handtuch,шӹргӹсавыц
431,Handtuch::N,Handtuch,шӹргӹмсавыц
432,Kraft::N,Kraft,ви
433,Stärke::N,Stärke,ви
434,Gesundheit::N,Gesundheit,шу
435,Gesundheit::N,Gesundheit,шулык
436,Krankheit::N,Krankheit,мыж
437,Schmerz::N,Schmerz,карштыш
438,Wunde::N,Wunde,шушыр
439,Fieber::N,Fieber,ӱштӹмыж
440,Arznei::N,Arznei,лекӓрцӹ
441,Brücke::N,Brücke,кӹвер
442,Brunnen::N,Brunnen,вӹдсӹнзӓ
443,Weide::N,Weide,ныр
444,Pfad::N,Pfad,ялгорны
445,Weg::N,Weg,корны
446,Straße::N,Straße,корны
447,Dorf::N,Dorf,сола
448,Stadt::N,Stadt,города
449,Brief::N,Brief,сирмӓш
450,Buch::N,Buch,книгӓ
451,Buchstabe::N,Buchstabe,буква́
452,Zeitung::N,Zeitung,газет
453,Zeitung::N,Zeitung,кайзет
454,Leben::N,Leben,житя
455,Tod::N,Tod,смöрт
456,Grab::N,Grab,шӹгер
457,Grab::N,Grab,мыгилӓ
458,Grab::N,Grab,шӹгерлӓ
459,Kirche::N,Kirche,церкӹ
460,Sünde::N,Sünde,сулык
461,Gott::N,Gott,йымы
462,Arbeiter::N,Arbeiter,пӓшӓзӹ
463,Chef::N,Chef,вуй
464,Meister::N,Meister,мастар
465,Arzt::N,Arzt,доктор
466,Lehrer::N,Lehrer,тымдышы
467,Geld::N,Geld,окса
468,Geschäft::N,Geschäft,торге́йӹмӓш
469,Laden::N,Laden,лапка
470,Laden::N,Laden,магазин
471,Preis::N,Preis,ӓк
472,Ware::N,Ware,товар
473,Nutzen::N,Nutzen,пайда
474,Reichtum::N,Reichtum,перке
475,Welt::N,Welt,сӓндӓлӹк
476,Welt::N,Welt,свет
477,Land::N,Land,сӓндӓлӹк
478,Staat::N,Staat,кугижӓншӹ
479,König::N,König,король
480,Macht::N,Macht,власть
481,Grenze::N,Grenze,пӹсмӓн
482,Krieg::N,Krieg,вырсы
483,Feind::N,Feind,тышман
484,Gewalt::N,Gewalt,ви
485,Kampf::N,Kampf,кредӓлмӓш
486,Bogen[Waffe]::N,Bogen,янгеж
487,Pfeil::N,Pfeil,пикш
488,Gewehr::N,Gewehr,пичӓл
489,Fehler::N,Fehler,самынь
490,Lüge::N,Lüge,шая
491,Schaden::N,Schaden,вре́дӓ
492,Unglück::N,Unglück,пёда
493,Unglück::N,Unglück,тымаша
494,Schuld::N,Schuld,вуйнамат
495,Alter::N,Alter,иӓш
496,Alter::N,Alter,игечӹ
497,Schluss::N,Schluss,пӹтӓртӹш
498,Zeit::N,Zeit,веремӓ
499,Tag::N,Tag,кечӹ
500,Morgen::N,Morgen,ир
501,Morgen::N,Morgen,ирок
502,Mittag::N,Mittag,кечӹвӓл
503,Abend::N,Abend,вады
504,Nacht::N,Nacht,йыд
505,Woche::N,Woche,ӓрня
506,Monat::N,Monat,тӹ́лзӹ
507,Jahr::N,Jahr,год
508,Frühling::N,Frühling,шошым
509,Sommer::N,Sommer,кӓнгӹж
510,Herbst::N,Herbst,шӹжӹ
511,Winter::N,Winter,тел
512,Winter::N,Winter,телӹ
513,Januar::N,Januar,январ
514,Januar::N,Januar,январь
515,Februar::N,Februar,февраль
516,März::N,März,март
517,April::N,April,апрель
518,Mai::N,Mai,май
519,Juni::N,Juni,июнь
520,Juli::N,Juli,июль
521,August::N,August,август
522,September::N,September,сентябрь
523,Oktober::N,Oktober,октябрь
524,November::N,November,ноябрь
525,Dezember::N,Dezember,декавыр
526,Montag::N,Montag,шачмы
527,Dienstag::N,Dienstag,кышкыжмы
528,Mittwoch::N,Mittwoch,вӹрчегӹ
529,Donnerstag::N,Donnerstag,изӓрня
530,Freitag::N,Freitag,когарня
531,Samstag::N,Samstag,кукшыгечӹ
532,Sonntag::N,Sonntag,рушӓрня
533,groß::A,groß,кого
534,klein::A,klein,изи
535,lang::A,lang,кужы
536,kurz::A,kurz,кӹтӹк
537,breit::A,breit,кымда
538,schmal::A,schmal,ӓнгӹсӹр
539,dicht::A,dicht,шӹре
540,dick[Gegenstand]::A,dick,кӹжгӹ
541,dünn::A,dünn,вӹцкӹж
542,fein::A,fein,пыльга
543,fest::A,fest,цаткыды
544,flach::A,flach,тӓлякӓ
545,glatt::A,glatt,ягылгы
546,hart::A,hart,пингӹдӹ
547,weich::A,weich,пышкыды
548,rund::A,rund,тӹртӹш
549,spitz::A,spitz,кашар
550,scharf::A,scharf,кашар
551,stumpf::A,stumpf,нӹшкӹ
552,schwer::A,schwer,нелӹ
553,schön::A,schön,цевер
554,schön::A,schön,олмыдшы
555,heiß::A,heiß,шокшы
556,warm::A,warm,шокшы
557,kalt::A,kalt,ӱштӹ
558,kühl::A,kühl,юалгы
559,kühl::A,kühl,йонгата
560,frisch::A,frisch,йонгата
561,feucht::A,feucht,ӹлӹкшӹ
562,feucht::A,feucht,вӹдӹжгӹ
563,nass::A,nass,начкы
564,trocken::A,trocken,кукшы
565,voll::A,voll,темшӹ
566,voll::A,voll,темыман
567,leer::A,leer,йӓрӓ
568,offen::A,offen,виш
569,geschlossen::A,geschlossen,чӱчмӹ
570,geschlossen::A,geschlossen,тӹкӹлӓлтшӹ
571,sauber::A,sauber,ире
572,schmutzig::A,schmutzig,шоран
573,schmutzig::A,schmutzig,лявӹрӓн
574,schmutzig::A,schmutzig,шорангшы
575,roh::A,roh,пеле кӱшӹ
576,reif::A,reif,кӱшӹ
577,lecker::A,lecker,тотан
578,süß::A,süß,мӱӓн
579,bitter::A,bitter,качы
580,sauer::A,sauer,шапы
581,hell::A,hell,соты
582,hell::A,hell,валгыды
583,dunkel::A,dunkel,пӹц
584,dunkel::A,dunkel,пӹцкемӹш
585,schwarz::A,schwarz,шим
586,weiß::A,weiß,ош
587,weiß::A,weiß,ошы
588,rot::A,rot,якшаргы
589,gelb::A,gelb,сар
590,gelb::A,gelb,сары
591,blau::A,blau,симсӹ
592,grün::A,grün,ыжар
593,grau::A,grau,луды
594,bunt::A,bunt,ала
595,billig::A,billig,шулдаш
596,teuer::A,teuer,шергӹ
597,teuer::A,teuer,шергӓкӓн
598,wertvoll::A,wertvoll,ӓкӓн
599,blind::A,blind,слöпöй
600,blind::A,blind,сльöпöй
601,taub::A,taub,тӱтӱк
602,kräftig::A,kräftig,виӓн
603,stark::A,stark,виӓн
604,schwach::A,schwach,шава
605,schwach::A,schwach,лӹпкӓ
606,schwach::A,schwach,слабка
607,fett::A,fett,таза
608,schlank::A,schlank,яштака
609,hübsch::A,hübsch,сӹлнӹ
610,hübsch::A,hübsch,олмыдшы
611,böse::A,böse,шӹдӓн
612,dumm::A,dumm,окмак
613,faul::A,faul,ялахай
614,fleißig::A,fleißig,пӓшам яратышы
615,geizig::A,geizig,шык
616,klug::A,klug,ышан
617,geschickt::A,geschickt,мастар
618,lieb::A,lieb,тыри
619,lustig::A,lustig,мындыр
620,lustig::A,lustig,сусу
621,sanft::A,sanft,йӹвӹжӓ
622,hungrig::A,hungrig,шужышы
623,krank::A,krank,церлӹ
624,krank::A,krank,хворой
625,nackt::A,nackt,цӓрӓ
626,traurig::A,traurig,сы́лыкан
627,traurig::A,traurig,кымы́лдымы
628,lebendig::A,lebendig,живой
629,gut::A,gut,яжо
630,schlecht::A,schlecht,уда
631,schlecht::A,schlecht,худа
632,richtig::A,richtig,вургамла
633,schlimm::A,schlimm,йӹрнык
634,wahr::A,wahr,настоящий
635,wahr::A,wahr,настояшый
636,alt::A,alt,шонгы
637,neu::A,neu,у
638,ehemalig::A,ehemalig,тошты
639,alt[Lebewesen]::A,alt,ӹлалшӹ
640,jung::A,jung,нöргӹ
641,jung::A,jung,молода
642,arm::A,arm,укеӓн
643,reich::A,reich,паян
644,reich::A,reich,пурлыкан
645,bekannt::A,bekannt,палӹмӹ
646,berühmt::A,berühmt,лӹмлы
647,fremd::A,fremd,эдемӹн
648,verschieden::A,verschieden,тӹрлӹ
649,nah::A,nah,лишӹл
650,fern::A,fern,мӹндӹр
651,linker::A,linker,шалахай
652,rechter::A,rechter,вургамла
653,anderer::A,anderer,вес
654,anderer::A,anderer,весӹ
655,erster::A,erster,икшӹ
656,erster::A,erster,икӹмшӹ
657,zweiter::A,zweiter,кокшы
658,dritter::A,dritter,кымшы
659,letzter::A,letzter,остатка
660,allein::ADV,allein,иктӹ
661,allein::ADV,allein,иктӹт
662,auf einmal::ADV,auf einmal,тöрöк
663,zusammen::ADV,zusammen,икараш
664,zusammen::ADV,zusammen,цымырын
665,lange::ADV,lange,кужын
666,plötzlich::ADV,plötzlich,трӱк
667,sofort::ADV,sofort,полт
668,sofort::ADV,sofort,тöрöк
669,sofort::ADV,sofort,тӹшӓкок
670,später::ADV,später,вара
671,jetzt::ADV,jetzt,
672,heute::ADV,heute,тагачы
673,morgen::ADV,morgen,иргод
674,morgen::ADV,morgen,иргодым
675,bald::ADV,bald,чӹнь
676,bald::ADV,bald,вӓшке
677,bald::ADV,bald,выртышты
678,dann::ADV,dann,пакыла
679,gestern::ADV,gestern,тенгечӹ
680,einst::ADV,einst,икӓнӓ
681,damals::ADV,damals,тӹнӓм
682,danach::ADV,danach,пакыла
683,vorher::ADV,vorher,перви
684,zuerst::ADV,zuerst,андак
685,einmal::ADV,einmal,гӓнӓк
686,einmal::ADV,einmal,гӓнӓ
687,manchmal::ADV,manchmal,кынамжы
688,oft::ADV,oft,чӹчкӹдӹн
689,immer::ADV,immer,со
690,immer::ADV,immer,соок
691,niemals::ADV,niemals,нинам
692,niemals::ADV,niemals,нигынам
693,niemals::ADV,niemals,нигынамат
694,hier::ADV,hier,тиштӹ
695,hierhin::ADV,hierhin,тишкӹ
696,von hier::ADV,von hier,тишец
697,von hier::ADV,von hier,тишецӹн
698,dort::ADV,dort,тӹштӹ
699,dorthin::ADV,dorthin,тӹшкӹ
700,dorthin::ADV,dorthin,тӹшкӹлӓ
701,geradeaus::ADV,geradeaus,вик
702,geradeaus::ADV,geradeaus,тура
703,vorwärts::ADV,vorwärts,анзыкы
704,rückwärts::ADV,rückwärts,мӹнгеш
705,zurück::ADV,zurück,мӹнгеш
706,unten::ADV,unten,ӱлнӹ
707,unten::ADV,unten,лӹвӓлнӹ
708,hinab::ADV,hinab,ӱлӹкӹ
709,hinab::ADV,hinab,лӹвӓкӹ
710,oben::ADV,oben,вӹлнӹ
711,hinauf::ADV,hinauf,кӱшкӹлӓ
712,hinauf::ADV,hinauf,кӱш
713,überall::ADV,überall,йӹлт
714,überall::ADV,überall,цилӓ вӓре
715,nicht::ADV,nicht,уке
716,ein wenig::ADV,ein wenig,изиш
717,ein wenig::ADV,ein wenig,иклаштык
718,kaum::ADV,kaum,цылик
719,kaum::ADV,kaum,чучок-чучок
720,sehr::ADV,sehr,чоте
721,so::ADV,so,тенге
722,so::ADV,so,тенгелӓ
723,noch::ADV,noch,мол
724,noch::ADV,noch,моло
725,nur::ADV,nur,веле
726,schon::ADV,schon,уже
727,schon::ADV,schon,ӹнде
728,wieder::ADV,wieder,уэш
729,vergebens::ADV,vergebens,зря
730,vergebens::ADV,vergebens,ӹзрӓ
731,vergebens::ADV,vergebens,ӹзӹрӓ
732,vor::PRP,vor,анзыц
733,vor::PRP,vor,анзыцын
734,hinter::PRP,hinter,шайылан
735,hinter::PRP,hinter,шайылный
736,unter::PRP,unter,лӹвӓкӹ
