,Concept_ID,mhr,hr
412,Norden::N,йӱдйыма́л,sjever
413,Süden::N,кечывалве́л,jug
414,Westen::N,касве́л,zapad
415,Osten::N,эрве́л,istok
416,Holz::N,пу,drvo
417,Brett::N,оҥа́,daska
418,Platte::N,аста́р,ploča
419,Stütze::N,чара́к,potpora
420,Stange::N,лома́ш,motka
421,Stock::N,тоя́,štap
422,Stock::N,тоя́,palica
423,Stab::N,вара́,štap
424,Stab::N,вара́,šipka
425,Stab::N,кашта́,štap
426,Stab::N,кашта́,šipka
427,Rohr::N,пуч,cijev
428,Haus::N,пӧрт,kuća
429,Heim::N,мӧ́ҥгӧ,dom
430,Ofen::N,комака́,peć
431,Fußboden::N,кӱва́р,pod
432,Tisch::N,ӱсте́л,stol
433,Tisch::N,ӱсте́л,trpeza
434,Stuhl::N,пӱке́н,stolac
435,Stuhl::N,пӱке́н,stolica
436,Wiege::N,шепка́,kolijevka
437,Bett::N,ва́кшыш,krevet
438,Bett::N,ва́кшыш,postelja
439,Regal::N,шӧ́рлык,polica
440,Kiste::N,шо́ндык,sanduk
441,Kiste::N,я́шлык,sanduk
442,Fenster::N,окна́,prozor
443,Tür::N,омса́,vrata
444,Tor::N,капка́,vrata
445,Tor::N,капка́,kapija
446,Zaun::N,сава́р,plot
447,Zaun::N,сава́р,ograda
448,Dach::N,леве́дыш,krov
449,Leiter::N,тошка́лтыш,ljestve
450,Leiter::N,тошка́лтыш,ljestvice
451,Besen::N,ӱштерво́штыр,metla
452,Spaten::N,ко́льмо,ašov
453,Schaufel::N,сово́к,lopata
454,Schaufel::N,су́ско,lopata
455,Gabel::N,ви́лке,viljuška
456,Löffel::N,па́не,žlica
457,Löffel::N,совла́,žlica
458,Messer::N,кӱ́зӧ,nož
459,Nagel::N,пуда́,čavao
460,Netz::N,вапш,mreža
461,Haken::N,са́гыле,kuka
462,Griff::N,кыл,držak
463,Griff::N,кыл,ručica
464,Schloss::N,кӧгӧ́н,brava
465,Bild::N,сӱре́т,slika
466,Figur::N,фигу́р,figura
467,Puppe::N,курча́к,lutka
468,Beutel::N,меша́к,kesa
469,Bündel::N,арша́ш,snop
470,Bündel::N,арша́ш,svežanj
471,Tasche::N,сумка́,torba
472,Tasche::N,сумка́,taška
473,Eimer::N,ведра́,kabao
474,Deckel::N,ко́мдыш,poklopac
475,Geschirr::N,а́те,suđe
476,Geschirr::N,а́те,posuđe
477,Sack::N,куль,džak
478,Sack::N,куль,vreća
479,Sack::N,меша́к,džak
480,Sack::N,меша́к,vreća
481,Tasse::N,чу́кыр,šalica
482,Tasse::N,чашка́,šalica
483,Topf::N,ми́ске,lonac
484,Kessel::N,под,kazan
485,Essen::N,ко́чкыш,obrok
486,Nahrung::N,ку́рго,hrana
487,Speise::N,ко́чкыш,jelo
488,Fleisch::N,шыл,meso
489,Getreide::N,шу́рно,žito
490,Getreide::N,шу́рно,žitarice
491,Brei::N,пу́чымыш,kaša
492,Brot::N,ки́нде,kruh
493,Scheibe::N,ка́тыш,kriška
494,Fett::N,коя́,mast
495,Fett::N,коя́,salo
496,Butter::N,ӱй,buter
497,Butter::N,ӱй,maslac
498,Öl::N,ӱй,ulje
499,Salz::N,шинча́л,sol
500,Suppe::N,шӱр,supa
501,Honig::N,мӱй,med
502,Milch::N,шӧр,mlijeko
503,Tee::N,чай,čaj
504,Leder::N,сура́н,koža
505,Leder::N,шӱ́штӧ,koža
506,Wolle::N,пун,vuna
507,Stoff::N,куэ́м,štof
508,Stoff::N,куэ́м,tkanina
509,Stoff::N,посто́,štof
510,Stoff::N,посто́,tkanina
511,Nadel::N,и́ме,igla
512,Faden::N,шӱ́ртӧ,nit
513,Faden::N,шӱ́ртӧ,konac
514,Knopf::N,по́лдыш,dugme
515,Knoten::N,пышке́м,čvor
516,Knoten::N,пышке́м,uzao
517,Farbe::N,чия́,farba
518,Kleidung::N,чие́м,odjeća
519,Kleidung::N,вурге́м,odjeća
520,Hemd::N,ту́выр,košulja
521,Kragen::N,сога́,ovratnik
522,Ärmel::N,шокш,rukav
523,Hose::N,йола́ш,hlače
524,Gürtel::N,ӱ́штӧ,pas
525,Gürtel::N,ӱ́штӧ,pojas
526,Mütze::N,упш,kapa
527,Schuh::N,боти́нке,cipela
528,Stiefel::N,кем,čizma
529,Ring::N,шерга́ш,prsten
530,Band::N,тасма́,vrpca
531,Band::N,ле́нте,vrpca
532,Kamm::N,шерге́,češalj
533,Spiegel::N,вошто́нчыш,zrcalo
534,Spiegel::N,вошто́нчыш,ogledalo
535,Riemen::N,кӱзанӱ́штӧ,kaiš
536,Riemen::N,кӱзанӱ́штӧ,remen
537,Schnur::N,кере́м,vrpca
538,Schnur::N,кандыра́,vrpca
539,Leine::N,вӱра́ҥ,uzica
540,Decke::N,леве́дыш,ćebe
541,Decke::N,леве́дыш,pokrivač
542,Decke::N,одея́л,ćebe
543,Decke::N,одея́л,pokrivač
544,Kissen::N,кӱ́пчык,jastuk
545,Tuch::N,шо́выч,rubac
546,Tuch::N,шо́выч,marama
547,Handtuch::N,со́лык,ručnik
548,Kraft::N,вий,snaga
549,Kraft::N,куа́т,snaga
550,Stärke::N,куа́т,jakost
551,Stärke::N,карма́н,jakost
552,Gesundheit::N,таза́лык,zdravlje
553,Krankheit::N,чер,bolest
554,Schmerz::N,ко́рштыш,bol
555,Wunde::N,су́сыр,rana
556,Fieber::N,йӱштыму́ж,groznica
557,Fieber::N,лихора́дке,groznica
558,Arznei::N,эм,lijek
559,Brücke::N,кӱва́р,most
560,Brücke::N,кӱва́р,ćuprija
561,Brunnen::N,вӱдвыне́м,bunar
562,Brunnen::N,вӱдвыне́м,zdenac
563,Weide::N,нурше́р,paša
564,Weide::N,нурше́р,pašnjak
565,Pfad::N,йолго́рно,staza
566,Pfad::N,сокма́к,staza
567,Weg::N,ко́рно,put
568,Straße::N,ко́рно,drum
569,Straße::N,ко́рно,cesta
570,Dorf::N,ял,selo
571,Stadt::N,ола́,grad
572,Stadt::N,ола́,varoš
573,Brief::N,се́рыш,list
574,Brief::N,се́рыш,pismo
575,Buch::N,книга́,knjiga
576,Buchstabe::N,буква́,slovo
577,Zeitung::N,газе́т,novine
578,Leben::N,и́лыш,život
579,Tod::N,колыма́ш,smrt
580,Grab::N,шӱга́р,raka
581,Kirche::N,че́рке,crkva
582,Sünde::N,су́лык,grijeh
583,Gott::N,ю́мо,bog
584,Arbeiter::N,паша́зе,radnik
585,Chef::N,тӧра́,šef
586,Meister::N,маста́р,majstor
587,Arzt::N,врач,liječnik
588,Lehrer::N,ту́ныктышо,učitelj
589,Geld::N,окса́,novac
590,Geschäft::N,сатулыма́ш,posao
591,Geschäft::N,сатулыма́ш,trgovina
592,Laden::N,ке́выт,dućan
593,Preis::N,ак,cijena
594,Ware::N,сату́,roba
595,Nutzen::N,пайда́,korist
596,Reichtum::N,поя́нлык,bogatstvo
597,Welt::N,тӱня́,svijet
598,Land::N,эл,zemlja
599,Staat::N,кугыжа́ныш,država
600,König::N,кугыжа́,kralj
601,Macht::N,власть,moć
602,Macht::N,власть,vlast
603,Grenze::N,грани́ца,granica
604,Krieg::N,сар,rat
605,Feind::N,тушма́н,neprijatelj
606,Gewalt::N,виешлыма́ш,sila
607,Gewalt::N,виешлыма́ш,nasilje
608,Kampf::N,кредалма́ш,boj
609,Kampf::N,кредалма́ш,borba
610,Bogen[Waffe]::N,юҥе́ж,luk
611,Pfeil::N,пикш,strijela
612,Gewehr::N,пыча́л,puška
613,Fehler::N,йо́ҥылыш,pogreška
614,Fehler::N,йо́ҥылыш,griješka
615,Lüge::N,шоя́к,laž
616,Schaden::N,зия́н,šteta
617,Unglück::N,эҥге́к,nesreća
618,Schuld::N,тита́к,krivnja
619,Schuld::N,йола́,krivnja
620,Alter::N,ийго́т,dob
621,Schluss::N,муча́ш,kraj
622,Schluss::N,муча́ш,konac
623,Zeit::N,жап,doba
624,Zeit::N,жап,vrijeme
625,Zeit::N,па́гыт,doba
626,Zeit::N,па́гыт,vrijeme
627,Tag::N,ке́че,dan
628,Morgen::N,эр,jutro
629,Mittag::N,кечыва́л,podne
630,Abend::N,кас,veče
631,Abend::N,кас,večer
632,Nacht::N,йӱд,noć
633,Woche::N,арня́,sedmica
634,Monat::N,ты́лзе,mjesec
635,Jahr::N,ий,godina
636,Frühling::N,шо́шо,proljeće
637,Sommer::N,кеҥе́ж,ljeto
638,Herbst::N,шы́же,jesen
639,Winter::N,те́ле,zima
640,Januar::N,шоркыйол,januar
641,Januar::N,шоркыйол,siječanj
642,Januar::N,идалыкву́й,januar
643,Januar::N,идалыкву́й,siječanj
644,Januar::N,янва́рь,januar
645,Januar::N,янва́рь,siječanj
646,Februar::N,пургыж,veljača
647,Februar::N,пургыж,februar
648,Februar::N,февра́ль,veljača
649,Februar::N,февра́ль,februar
650,März::N,ӱярня,mart
651,März::N,ӱярня,ožujak
652,März::N,март,mart
653,März::N,март,ožujak
654,April::N,апре́ль,april
655,April::N,апре́ль,travanj
656,Mai::N,ага,maj
657,Mai::N,ага,svibanj
658,Mai::N,май,maj
659,Mai::N,май,svibanj
660,Juni::N,пеледыш,juni
661,Juni::N,пеледыш,lipanj
662,Juni::N,ию́нь,juni
663,Juni::N,ию́нь,lipanj
664,Juli::N,сӱрем,juli
665,Juli::N,сӱрем,srpanj
666,Juli::N,ию́ль,juli
667,Juli::N,ию́ль,srpanj
668,August::N,сорла,august
669,August::N,сорла,kolovoz
670,August::N,агарма́н,august
671,August::N,агарма́н,kolovoz
672,August::N,а́вгуст,august
673,August::N,а́вгуст,kolovoz
674,September::N,идым,rujan
675,September::N,идым,septembar
676,September::N,сентя́брь,rujan
677,September::N,сентя́брь,septembar
678,Oktober::N,шыжа,oktobar
679,Oktober::N,шыжа,listopad
680,Oktober::N,октя́брь,oktobar
681,Oktober::N,октя́брь,listopad
682,November::N,кылме тылзе,studeni
683,November::N,кылме тылзе,novembar
684,November::N,ноя́брь,studeni
685,November::N,ноя́брь,novembar
686,Dezember::N,дека́брь,prosinac
687,Montag::N,шо́чмо,ponedjeljak
688,Montag::N,шо́чмо,ponedjeljnik
689,Dienstag::N,ку́шкыжмо,utorak
690,Dienstag::N,ку́шкыжмо,utornik
691,Mittwoch::N,вӱрге́че,srijeda
692,Donnerstag::N,изарня́,četvrtak
693,Freitag::N,кугарня́,petak
694,Samstag::N,шуматке́че,subota
695,Sonntag::N,рушарня́,nedjelja
696,groß::A,кугу́,velik
697,klein::A,изи́,mali
698,klein::A,изи́,malen
699,lang::A,кужу́,dug
700,lang::A,кужу́,dugačak
701,kurz::A,кӱ́чык,kratak
702,breit::A,кумда́,širok
703,schmal::A,а́ҥысыр,uski
704,schmal::A,а́ҥысыр,uzak
705,dicht::A,ну́гыдо,gust
706,dick[Gegenstand]::A,кӱ́жгӧ,debeo
707,dünn::A,ви́чкыж,tanak
708,fein::A,ты́гыде,fin
709,fein::A,ты́гыде,tanak
710,fest::A,чо́ткыдо,čvrst
711,flach::A,лапка́,ravan
712,flach::A,лапка́,plosnat
713,glatt::A,яклака́,gladak
714,hart::A,пе́ҥгыде,tvrd
715,weich::A,пу́шкыдо,mek
716,weich::A,пу́шкыдо,mekan
717,rund::A,йырге́шке,okrugao
718,spitz::A,коша́р,oštar
719,spitz::A,коша́р,šiljast
720,scharf::A,пӱ́сӧ,oštar
721,scharf::A,пӱ́сӧ,bridak
722,stumpf::A,токма́к,tup
723,schwer::A,не́ле,težak
724,schön::A,сы́лне,krasan
725,heiß::A,шо́кшо,vruć
726,warm::A,ле́ве,topao
727,kalt::A,йӱ́штӧ,hladan
728,kühl::A,юа́лге,hladan
729,kühl::A,южгата́,hladan
730,frisch::A,свежа́,svjež
731,feucht::A,вӱ́дыжгӧ,vlažan
732,nass::A,нӧ́рӧ,mokar
733,trocken::A,ку́кшо,suh
734,voll::A,тич,pun
735,leer::A,яра́,prazan
736,offen::A,виш,otvoren
737,geschlossen::A,пе́тырыме,zatvoren
738,geschlossen::A,тӱ́чмӧ,zatvoren
739,sauber::A,ару́,čist
740,sauber::A,янда́р,čist
741,schmutzig::A,лавыра́н,nečist
742,schmutzig::A,лавыра́н,blatan
743,schmutzig::A,ла́выргыше,nečist
744,schmutzig::A,ла́выргыше,blatan
745,roh::A,кӱ́чымӧ,sirov
746,reif::A,лӧза́,zreo
747,lecker::A,ту́тло,tečan
