,Concept_ID,la,ro
843,hierhin::ADV,huc,încoace
844,von hier::ADV,hinc,de aici
845,dort::ADV,ibi,acolo
846,dorthin::ADV,eo,dincolo
847,geradeaus::ADV,recte,drept înainte
848,vorwärts::ADV,porro,înainte
849,rückwärts::ADV,retro,îndărăt
850,zurück::ADV,retro,înapoi
851,unten::ADV,infra,jos
852,unten::ADV,infra,dedesubt
853,hinab::ADV,pessum,în jos
854,hinab::ADV,pessum,de vale
855,oben::ADV,supra,sus
856,oben::ADV,supra,deasupra
857,hinauf::ADV,sursum,în sus
858,überall::ADV,ubique,peste tot
859,überall::ADV,ubique,pretutindeni
860,nicht::ADV,non,nu
861,ein wenig::ADV,paulum,puțin
862,kaum::ADV,vix,cu greu
863,kaum::ADV,vix,cu anevoie
864,kaum::ADV,aegre,cu greu
865,kaum::ADV,aegre,cu anevoie
866,sehr::ADV,valde,mult
867,sehr::ADV,valde,foarte
868,sehr::ADV,magnopere,mult
869,sehr::ADV,magnopere,foarte
870,so::ADV,ita,așa
871,so::ADV,ita,atât
872,noch::ADV,etiam,încă
873,nur::ADV,solum,doar
874,nur::ADV,tantum,doar
875,schon::ADV,iam,și
876,schon::ADV,iam,deja
877,wieder::ADV,rursus,iar
878,wieder::ADV,rursus,iarăși
879,vergebens::ADV,frustra,în zadar
880,vor::PRP,ante,înainte de
881,hinter::PRP,post,după
882,hinter::PRP,post,în spatele
883,unter::PRP,sub,sub
884,durch::PRP,per,prin
885,neben::PRP,iuxta,lângă
886,neben::PRP,iuxta,alături de
887,zwischen::PRP,inter,între
888,zwischen::PRP,inter,dintre
889,wegen::PRP,propter,pentru
890,dies::PRN,hoc,acesta
891,das::PRN,id,asta
892,alles::PRN,omnia,tot
893,ich::PRN,ego,eu
894,du::PRN,tu,tu
895,er::PRN,is,el
896,er::PRN,is,dânsul
897,er::PRN,ille,el
898,er::PRN,ille,dânsul
899,wir::PRN,nos,noi
900,ihr::PRN,vos,voi
901,sie::PRN,ii,ei
902,sie::PRN,ii,dânșii
903,sie::PRN,illi,ei
904,sie::PRN,illi,dânșii
905,was::FPRN,quid,ce
906,wer::FPRN,quis,cine
907,wo::FADV,ubi,unde
908,wohin::FADV,quo,încotro
909,wie::FADV,quomodo,cum
910,warum::FADV,cur,de ce
911,warum::FADV,cur,pentru ce
912,wieviel::FNUM,quantum,cât
913,eins::NUM,unus,unu
914,zwei::NUM,duo,doi
915,drei::NUM,tres,trei
916,vier::NUM,quattuor,patru
917,fünf::NUM,quinque,cinci
918,sechs::NUM,sex,șase
919,sieben::NUM,septem,șapte
920,acht::NUM,octo,opt
921,neun::NUM,novem,nouă
922,zehn::NUM,decem,zece
923,elf::NUM,undecim,unsprezece
924,zwölf::NUM,duodecim,douăsprezece
925,zwanzig::NUM,viginti,douăzeci
926,dreißig::NUM,triginta,treizeci
927,vierzig::NUM,quadraginta,patruzeci
928,fünfzig::NUM,quinquaginta,cincizeci
929,sechzig::NUM,sexaginta,șaizeci
930,siebzig::NUM,septuaginta,șaptezeci
931,achtzig::NUM,octoginta,optzeci
932,neunzig::NUM,nonaginta,nouăzeci
933,hundert::NUM,centum,sută
934,tausend::NUM,mille,mie
935,und::CNJ,et,și
936,und::CNJ,-que,și
937,oder::CNJ,vel,ori
938,stehen::V,stare,sta
939,sitzen::V,sedere,ședea
940,liegen::V,iacere,zăcea
941,liegen::V,iacere,fi culcat
942,hängen::V,pendere,atârna
943,werden::V,fieri,deveni
944,werden::V,fieri,se face
945,passieren::V,accidere,se întâmpla
946,beginnen::V,incipere,începe
947,enden::V,finem habere,se sfârși
948,enden::V,finem habere,se termina
949,wechseln::V,mutari,se schimba
950,aufgehen[Sonne]::V,oriri,răsări
951,untergehen[Sonne]::V,occidere,apune
952,scheinen[Sonne]::V,lucere,străluci
953,donnern::V,tonare,tuna
954,wehen::V,flare,bate
955,strömen::V,fluere,curge în șiroaie
956,fließen::V,manare,curge
957,sich drehen::V,torqueri,se învârti
958,schwanken::V,vacillare,se clătina
959,schwingen::V,vibrare,vibra
960,schwingen::V,vibrare,flutura
961,fallen::V,cadere,cădea
962,brennen::V,ardere,arde
963,rauchen::V,fumare,fuma
964,regnen::V,pluere,ploua
965,gefrieren::V,congelari,îngheța
966,tauen::V,rorare,se dezgheța
967,schmelzen::V,liquescere,se topi
968,trocknen::V,arescere,se usca
969,sieden::V,fervere,fierbe
970,sieden::V,fervere,clocoti
971,faulen::V,putescere,se împuți
972,verfaulen::V,putescere,putrezi
973,reißen::V,scindi,se rupe
974,reißen::V,scindi,se sfâșia
975,versinken::V,mergi,se scufunda
976,vergehen::V,praeterire,trece
977,vergehen::V,praeterire,se scurge
978,erscheinen::V,apparere,apărea
979,verschwinden::V,discedere,dispărea
980,sinken::V,labi,cădea
981,sinken::V,labi,coborî
982,abnehmen::V,deminui,scădea
983,abnehmen::V,deminui,descrește
984,zunehmen::V,augeri,spori
985,zunehmen::V,augeri,crește
986,zunehmen::V,augeri,augmenta
987,steigen::V,augescere,urca
988,wachsen::V,crescere,crește
989,glänzen::V,splendere,luci
990,glänzen::V,splendere,străluci
991,funkeln::V,micare,scânteia
992,lärmen::V,strepere,face larmă
993,läuten::V,sonare,suna
994,klingeln::V,tinnire,suna
995,klirren::V,crepare,zăngăni
996,brausen::V,saevire,vui
997,rauschen::V,crepare,vâjâi
998,klingen::V,sonare,suna
999,bellen::V,latrare,lătra
1000,heulen::V,ululare,urla
1001,blasen::V,flare,sufla
1002,pfeifen::V,sibilare,fluiera
1003,schreien::V,clamare,țipa
1004,stöhnen::V,gemere,geme
1005,zittern::V,tremere,tremura
1006,zittern::V,trepidare,tremura
1007,leben::V,vivere,trăi
1008,geboren werden::V,nasci,se naște
1009,atmen::V,spirare,respira
1010,trinken::V,bibere,bea
1011,essen::V,edere,mânca
1012,schlucken::V,devorare,înghiți
1013,müde werden::V,fatigari,se obosi
1014,einschlafen::V,obdormiscere,adormi
1015,schlafen::V,dormire,dormi
1016,aufwachen::V,expergisci,se deștepta
1017,aufstehen::V,exsurgere,fi se scula
1018,sich erholen::V,se reficere,se relaxa
1019,sich erholen::V,se reficere,se destinde
1020,krank werden::V,aegrescere,se îmbolnăvi
1021,krank sein::V,aegrotare,zăcea
1022,krank sein::V,aegrotare,fi bolnav
1023,schmerzen::V,dolere,durea
1024,husten::V,tussire,tuși
1025,genesen::V,convalescere,se însănătoși
1026,sterben::V,mori,muri
1027,umkommen::V,perire,pieri
1028,sich bewegen::V,se movere,se mișca
1029,sich rühren::V,micare,se mișca
1030,sich erheben::V,surgere,se ridica
1031,sich setzen::V,considere,lua loc
1032,sich setzen::V,considere,se așeza
1033,hinfallen::V,cadere,cădea jos
1034,laufen::V,vadere,merge
1035,laufen::V,vadere,merge pe jos
1036,schreiten::V,gradi,păși
1037,spazierengehen::V,ambulare,se plimba
1038,eilen::V,properare,fi se grăbi
1039,sich beeilen::V,festinare,se grăbi
1040,sausen::V,currere,țâșni
1041,rennen::V,currere,fugi
1042,rennen::V,currere,alerga
1043,springen::V,salire,sări
1044,klettern::V,niti,urca
1045,klettern::V,niti,se cățăra
1046,schaukeln::V,oscillare,legăna
1047,kriechen::V,repere,se târî
1048,kriechen::V,serpere,se târî
1049,schwimmen::V,nare,înota
1050,schwimmen::V,natare,înota
1051,tauchen::V,mergere,se scufunda
1052,rudern::V,remigare,vâsli
1053,rudern::V,remigare,lopăta
1054,fahren::V,vehi,merge
1055,fliegen::V,volare,zbura
1056,gehen::V,ire,merge
1057,gehen::V,vadere,merge
1058,weggehen::V,abire,se duce
1059,weggehen::V,discedere,se duce
1060,abfahren::V,proficisci,pleca
1061,anhalten::V,consistere,se opri
1062,hineingehen::V,inire,intra
1063,hineingehen::V,ingredi,intra
1064,eintreten::V,intrare,intra
1065,kommen::V,venire,veni
1066,ankommen::V,advenire,sosi
1067,ankommen::V,advenire,ajunge
1068,zurückkommen::V,revenire,se întoarce
1069,bleiben::V,manere,rămâne
1070,warten::V,opperiri,aștepta
1071,erwarten::V,opperiri,aștepta
1072,erwarten::V,expectare,aștepta
1073,suchen::V,quaerere,căuta
1074,finden::V,reperire,găsi
1075,versuchen::V,conari,încerca
1076,versuchen::V,temptare,încerca
1077,vorbereiten::V,parare,pregăti
1078,lieben::V,amare,iubi
1079,mögen::V,amare,plăcea a
1080,lachen::V,ridere,râde
1081,rühren::V,commovere,mișca
1082,rühren::V,commovere,înduioșa
1083,weinen::V,flere,plânge
1084,schimpfen::V,increpare,înjura
1085,sich ärgern::V,indignari,se supăra
1086,sich fürchten::V,vereri,se teme
1087,sich fürchten::V,vereri,fi teamă a
1088,fürchten::V,timere,se teme de
1089,fliehen::V,fugere,fugi
1090,flüchten::V,effugere,evada
1091,sehen::V,videre,vedea
1092,anschauen::V,aspectare,privi
1093,ansehen::V,spectare,privi
1094,hören::V,audire,auzi
1095,zuhören::V,auscultare,asculta
1096,probieren::V,gustare,gusta
1097,riechen::V,olfacere,mirosi
1098,fühlen::V,sentire,simți
1099,fühlen::V,sentire,resimți
1100,scheinen::V,videri,părea
1101,zu sehen sein::V,conspici,se vedea
1102,vernehmen::V,comperire,auzi
1103,frieren::V,algere,fi frig
1104,tun::V,facere,face
1105,können::V,posse,ști
1106,können::V,posse,putea
1107,wollen::V,velle,dori
1108,anfangen::V,incipere,începe
1109,beenden::V,finire,sfârși
1110,beenden::V,finire,termina
1111,aufhören::V,desistere,înceta
1112,gelingen::V,contingere,reuși
1113,gelingen::V,contingere,izbuti
1114,geraten::V,evenire,reuși
1115,öffnen::V,aperire,deschide
1116,schließen::V,claudere,închide
1117,stellen::V,sistere,pune
1118,stellen::V,sistere,așeza
1119,setzen::V,ponere,pune
1120,setzen::V,ponere,așeza
1121,legen::V,ponere,pune
1122,berühren::V,tangere,atinge
1123,verbinden::V,iungere,lega
1124,bedecken::V,tegere,acoperi
1125,bedecken::V,operire,acoperi
1126,aufhängen::V,suspendere,atârna
1127,aufhängen::V,suspendere,spânzura
1128,anzünden::V,accendere,aprinde
1129,anzünden::V,inflammare,aprinde
1130,aufheben::V,tollere,ridica
1131,aufheben::V,tollere,lua de jos
1132,zurücklassen::V,relinquere,lăsa
1133,zurücklassen::V,relinquere,lăsa în urmă
1134,verlieren::V,perdere,pierde
1135,verlieren::V,amittere,pierde
1136,fallen lassen::V,dimittere,scăpa
1137,fallen lassen::V,dimittere,arunca
1138,machen::V,facere,face
1139,herstellen::V,fabricare,fabrica
1140,herstellen::V,fabricare,confecționa
1141,bauen::V,construere,clădi
1142,bauen::V,construere,construi
1143,reparieren::V,reparare,repara
1144,verbessern::V,emendare,ameliora
1145,verbessern::V,emendare,îmbunătăți
1146,ändern::V,mutare,schimba
1147,ändern::V,mutare,modifica
1148,graben::V,fodere,săpa
1149,beugen::V,flectere,curba
1150,biegen::V,curvare,îndoi
1151,biegen::V,curvare,încovoia
1152,drehen::V,torquere,învârti
1153,wenden::V,vertere,întoarce
1154,umdrehen::V,convertere,învârti
1155,umdrehen::V,convertere,întoarce
1156,heben::V,tollere,ridica
1157,hochheben::V,levare,ridica
1158,ergreifen::V,capessere,lua
1159,ergreifen::V,capessere,apuca
1160,halten::V,tenere,ține
1161,drücken::V,premere,apăsa
1162,drücken::V,premere,strânge
1163,schieben::V,promovere,împinge
1164,kratzen::V,radere,zgâria
1165,lecken::V,lambere,linge
1166,beißen::V,mordere,mușca
1167,abreißen::V,avellere,rupe
1168,abreißen::V,avellere,smulge
1169,abschneiden::V,desecare,scurta
1170,binden::V,ligare,lega
1171,stecken::V,inserere,pune
1172,brechen::V,rumpere,rupe
1173,brechen::V,rumpere,frânge
1174,klopfen::V,pultare,ciocăni
1175,hauen::V,ferire,lovi
1176,kleben::V,agglutinare,lipi
1177,reiben::V,terere,freca
1178,reiben::V,terere,fricționa
1179,streichen::V,oblinere,unge
1180,schleifen::V,acuere,ascuți
1181,schneiden::V,secare,tăia
1182,rütteln::V,quassare,zgâlțâi
1183,schütteln::V,quatere,scutura
1184,schwenken::V,ventilare,agita
1185,schütten::V,fundere,vărsa
1186,füllen::V,complere,umple
1187,einwickeln::V,involvere,înveli
1188,einwickeln::V,involvere,înfășura
1189,tragen::V,ferre,căra
1190,tragen::V,portare,căra
1191,schleppen::V,pertrahere,târî
1192,ziehen::V,trahere,trage
1193,aufbewahren::V,asservare,păstra
1194,aufbewahren::V,asservare,conserva
1195,werfen::V,iacere,arunca
1196,fangen::V,capere,prinde
1197,packen::V,capessere,apuca
1198,verstecken::V,abdere,ascunde
1199,teilen::V,partiri,împărți
1200,teilen::V,dividere,împărți
1201,schicken::V,mittere,trimite
1202,bringen::V,apportare,aduce
1203,hinzufügen::V,addere,adăuga
1204,bekommen::V,adipisci,obține
1205,bekommen::V,adipisci,dobândi
1206,erhalten::V,accipere,primi
1207,erhalten::V,accipere,căpăta
1208,nehmen::V,sumere,lua
1209,wählen::V,eligere,opta
1210,wählen::V,eligere,alege
1211,auswählen::V,deligere,selecta
1212,bewahren::V,conservare,păstra
1213,behindern::V,impedire,stingheri
1214,verderben::V,corrumpere,strica
1215,beschädigen::V,laedere,strica
1216,zerbrechen::V,rumpere,rupe
1217,zerbrechen::V,rumpere,frânge
1218,zerbrechen::V,frangere,rupe
1219,zerbrechen::V,frangere,frânge
1220,zerreißen::V,discindere,rupe
1221,zerreißen::V,discindere,sfâșia
1222,zerstören::V,delere,distruge
1223,verbrennen::V,urere,arde
1224,verbrennen::V,urere,incendia
1225,verbrennen::V,cremare,arde
1226,verbrennen::V,cremare,incendia
1227,geben::V,dare,da
1228,reichen::V,praebere,întinde
1229,schenken::V,donare,dărui
1230,schenken::V,largiri,dărui
1231,versprechen::V,polliceri,făgădui
1232,versprechen::V,promittere,făgădui
1233,loben::V,laudare,lăuda
1234,küssen::V,osculari,săruta
1235,zudecken::V,tegere,acoperi
1236,wecken::V,excitare,trezi
1237,wecken::V,excitare,deștepta
1238,zeigen::V,monstrare,arăta
1239,führen::V,ducere,călăuzi
1240,lehren::V,docere,preda
1241,lehren::V,docere,învăța
1242,unterrichten::V,instituere,învăța
1243,unterrichten::V,instituere,instrui
1244,aufziehen::V,nutrire,crește
1245,leiten::V,ducere,duce
1246,leiten::V,ducere,conduce
1247,antreiben::V,incitare,împinge
1248,antreiben::V,incitare,încuraja
1249,lassen::V,iubere,pune pe să
1250,einladen::V,invitare,invita
1251,vereinigen::V,coniungere,uni
1252,vereinigen::V,coniungere,întruni
1253,besuchen::V,visere,vizita
1254,besuchen::V,visere,face o vizită
1255,treffen::V,convenire,întâlni
1256,sich versammeln::V,convenire,se aduna
1257,spielen::V,ludere,se juca
1258,singen::V,cantare,cânta
1259,tanzen::V,saltare,dansa
1260,sich trennen::V,digredi,se separa
1261,sich trennen::V,digredi,se despărți
1262,sich trennen::V,discedere,se separa
1263,sich trennen::V,discedere,se despărți
1264,verlassen::V,deserere,părăsi
1265,verlassen::V,deserere,abandona
1266,verlassen::V,relinquere,părăsi
1267,verlassen::V,relinquere,abandona
1268,retten::V,servare,salva
1269,bewachen::V,custodire,păzi
1270,schützen::V,tueri,ocroti
1271,schützen::V,tueri,proteja
1272,schützen::V,tutari,ocroti
1273,schützen::V,tutari,proteja
1274,verteidigen::V,defendere,apăra
1275,sich schlagen::V,luctari,se bate
1276,schießen::V,iaculari,trage
1277,siegen::V,vincere,birui
1278,siegen::V,vincere,învinge
1279,ärgern::V,irritare,supăra
1280,schlagen::V,ferire,lovi
1281,treten::V,calcare,călca
1282,stechen::V,pungere,înțepa
1283,stechen::V,pungere,împunge
1284,stoßen::V,tundere,împinge
1285,stehlen::V,furari,fura
1286,stören::V,turbare,deranja
1287,belästigen::V,obtundere,importuna
1288,verbergen::V,celare,ascunde
1289,verbergen::V,occultare,ascunde
1290,täuschen::V,fallere,amăgi
1291,betrügen::V,fraudare,înșela
1292,töten::V,necare,omorî
1293,töten::V,caedere,omorî
1294,wohnen::V,habitare,sta
1295,wohnen::V,habitare,locui
1296,arbeiten::V,laborare,lucra
1297,sammeln::V,colligere,aduna
1298,sammeln::V,colligere,colecționa
1299,pflücken::V,carpere,culege
1300,jagen::V,venari,vâna
1301,fischen::V,piscari,pescui
1302,fassen::V,capere,prinde
1303,hüten::V,custodire,paște
1304,treiben::V,agere,mână
1305,anbinden::V,alligare,lega
1306,füttern::V,nutrire,da de mâncare
1307,melken::V,mulgere,mulge
1308,hacken::V,findere,toca
1309,hacken::V,findere,sparge
1310,gießen::V,rigare,uda
1311,reifen::V,maturescere,pârgui
1312,zubereiten::V,apparare,găti
1313,kochen::V,coquere,găti
1314,backen::V,coquere,coace
1315,braten::V,torrere,coace
1316,umrühren::V,commovere,mesteca
1317,stricken::V,texere,împleti
1318,nähen::V,suere,coase
1319,färben::V,tingere,vopsi
1320,färben::V,tingere,colora
1321,reinigen::V,purgare,curăți
1322,waschen::V,lavare,spăla
1323,abwischen::V,abstergere,șterge
1324,spülen::V,perluere,clăti
1325,fegen::V,verrere,mătura
1326,kehren::V,purgare,mătura
1327,baden::V,lavari,se scălda
1328,sich waschen::V,lavari,se spăla
1329,ausziehen::V,exuere,și scoate
1330,anziehen::V,induere,îmbrăca
1331,sich anziehen::V,vestiri,se îmbrăca
1332,kämmen::V,pectere,pieptăna
1333,schmücken::V,ornare,împodobi
1334,schmücken::V,decorare,împodobi
1335,sagen::V,dicere,zice
1336,sagen::V,dicere,spune
1337,sprechen::V,fari,vorbi
1338,reden::V,loqui,vorbi
1339,reden::V,loqui,discuta
1340,sich unterhalten::V,colloqui,conversa
1341,sich unterhalten::V,colloqui,sta de vorbă
1342,sich unterhalten::V,disputare,conversa
1343,sich unterhalten::V,disputare,sta de vorbă
1344,fragen::V,rogare,întreba
1345,fragen::V,quaerere,întreba
1346,bitten::V,orare,ruga
1347,bitten::V,rogare,ruga
1348,erzählen::V,narrare,spune
1349,erzählen::V,narrare,povesti
1350,mitteilen::V,communicare,comunica
1351,mitteilen::V,communicare,înștiința
1352,nennen::V,appellare,numi
1353,nennen::V,appellare,chema
1354,rufen::V,vocare,chema
1355,prahlen::V,gloriari,se făli
1356,übersetzen::V,vertere,traduce
1357,denken::V,cogitare,gândi
1358,glauben::V,credere,crede
1359,bemerken::V,animadvertere,observa
1360,erkennen::V,cognoscere,cunoaște
1361,erkennen::V,cognoscere,recunoaște
1362,begreifen::V,comprehendere,pricepe
1363,begreifen::V,comprehendere,înțelege
1364,verstehen::V,intellegere,înțelege
1365,lernen::V,discere,învăța
1366,wissen::V,scire,ști
1367,sich erinnern an::V,meminisse,a-și aminti de
1368,vergessen::V,oblivisci,uita
1369,messen::V,metiri,măsura
1370,zählen::V,numerare,număra
1371,rechnen::V,reri,calcula
1372,rechnen::V,calculare,calcula
1373,lesen::V,legere,citi
1374,malen::V,pingere,picta
1375,zeichnen::V,scribere,desena
1376,schreiben::V,scribere,scrie
1377,besitzen::V,possidere,avea
1378,besitzen::V,possidere,poseda
1379,kaufen::V,emere,cumpăra
1380,verkaufen::V,vendere,vinde
1381,bezahlen::V,pendere,plăti
1382,bezahlen::V,pendere,achita
1383,zahlen::V,solvere,plăti
1384,beherrschen::V,regere,stăpâni
1385,beherrschen::V,imperare,stăpâni
1386,ertragen::V,tolerare,răbda
1387,ertragen::V,tolerare,suporta
1388,ertragen::V,sustinere,răbda
1389,ertragen::V,sustinere,suporta
1390,wünschen::V,,ura
1391,wiegen::V,,legăna
