,Concept_ID,tr,et
836,oft::ADV,çok defa,tihti
837,oft::ADV,çok defa,sageli
838,immer::ADV,daima,ikka
839,immer::ADV,daima,alati
840,immer::ADV,her zaman,ikka
841,immer::ADV,her zaman,alati
842,niemals::ADV,asla değil,mitte kunagi
843,niemals::ADV,hiçbir zaman,mitte kunagi
844,hier::ADV,burada,siin
845,hierhin::ADV,buraya,siia
846,von hier::ADV,buradan,siit
847,dort::ADV,orada,seal
848,dort::ADV,şurada,seal
849,dorthin::ADV,oraya,sinna
850,dorthin::ADV,şuraya,sinna
851,geradeaus::ADV,doğru,otse edasi
852,vorwärts::ADV,ileri,edasi
853,rückwärts::ADV,geri,tagurpidi
854,zurück::ADV,geriye,tagasi
855,unten::ADV,aşağıda,all
856,unten::ADV,aşağıda,allpool
857,hinab::ADV,aşağıya,alla
858,oben::ADV,yukarıda,ülal
859,hinauf::ADV,yukarı,üles
860,hinauf::ADV,yukarıya,üles
861,überall::ADV,her yerde,kõikjal
862,nicht::ADV,-mi-,ei
863,nicht::ADV,-mi-,mitte
864,nicht::ADV,değil,ei
865,nicht::ADV,değil,mitte
866,ein wenig::ADV,biraz,veidi
867,ein wenig::ADV,biraz,natuke
868,kaum::ADV,dar,vaevalt
869,kaum::ADV,hemen hemen değil,vaevalt
870,sehr::ADV,pek,väga
871,sehr::ADV,gayet,väga
872,so::ADV,öyle,nii
873,so::ADV,böyle,nii
874,noch::ADV,hâlâ,veel
875,noch::ADV,henüz,veel
876,nur::ADV,ancak,ainult
877,nur::ADV,yalnız,ainult
878,schon::ADV,çoktan,juba
879,wieder::ADV,tekrar,jälle
880,wieder::ADV,yeniden,jälle
881,vergebens::ADV,boşuna,asjata
882,vor::PRP,önünde,ees
883,hinter::PRP,arkasında,taha
884,unter::PRP,altında,all
885,durch::PRP,sayesinde,läbi
886,durch::PRP,sayesinde,kaudu
887,durch::PRP,ortasından,läbi
888,durch::PRP,ortasından,kaudu
889,neben::PRP,yanında,kõrval
890,zwischen::PRP,arasında,vahel
891,wegen::PRP,dolayı,tõttu
892,wegen::PRP,dolayı,pärast
893,dies::PRN,bu,see
894,das::PRN,o,see
895,das::PRN,şu,see
896,alles::PRN,hepsi,kõik
897,alles::PRN,her şey,kõik
898,ich::PRN,ben,mina
899,du::PRN,sen,sina
900,er::PRN,o,tema
901,wir::PRN,biz,me
902,ihr::PRN,siz,te
903,sie::PRN,onlar,nad
904,was::FPRN,ne,mis
905,wer::FPRN,kim,kes
906,wo::FADV,nerede,kus
907,wohin::FADV,nereye,kuhu
908,wie::FADV,nasıl,kuidas
909,warum::FADV,neden,miks
910,wieviel::FNUM,kaç,mitu
911,wieviel::FNUM,kaç,kui palju
912,wieviel::FNUM,ne kadar,mitu
913,wieviel::FNUM,ne kadar,kui palju
914,eins::NUM,bir,üks
915,zwei::NUM,iki,kaks
916,drei::NUM,üç,kolm
917,vier::NUM,dört,neli
918,fünf::NUM,beş,viis
919,sechs::NUM,altı,kuus
920,sieben::NUM,yedi,seitse
921,acht::NUM,sekiz,kaheksa
922,neun::NUM,dokuz,üheksa
923,zehn::NUM,on,kümme
924,elf::NUM,on bir,üksteist
925,zwölf::NUM,on iki,kaksteist
926,zwanzig::NUM,yirmi,kakskümmend
927,dreißig::NUM,otuz,kolmkümmend
928,vierzig::NUM,kırk,nelikümmend
929,fünfzig::NUM,elli,viiskümmend
930,sechzig::NUM,altmış,kuuskümmend
931,siebzig::NUM,yetmiş,seitsekümmend
932,achtzig::NUM,seksen,kaheksakümmend
933,neunzig::NUM,doksan,üheksakümmend
934,hundert::NUM,yüz,sada
935,tausend::NUM,bin,tuhat
936,und::CNJ,ve,ja
937,und::CNJ,ile,ja
938,oder::CNJ,ya,või
939,oder::CNJ,yahut,või
940,stehen::V,durmak,seisma
941,sitzen::V,oturmak,istuma
942,liegen::V,yatmak,lamama
943,hängen::V,asılı olmak,rippuma
944,werden::V,olmak,saama
945,werden::V,olmak,hakkama
946,werden::V,olunmak,saama
947,werden::V,olunmak,hakkama
948,passieren::V,olmak,juhtuma
949,beginnen::V,başlamak,algama
950,beginnen::V,başlamak,hakkama
951,enden::V,bitmek,lõppema
952,enden::V,sona ermek,lõppema
953,wechseln::V,değişmek,vahelduma
954,aufgehen[Sonne]::V,doğmak,tõusma
955,untergehen[Sonne]::V,batmak,loojuma
956,scheinen[Sonne]::V,parlamak,paistma
957,donnern::V,gök gürlemek,kõmisema
958,wehen::V,esmek,puhuma
959,strömen::V,akmak,voolama
960,fließen::V,akmak,voolama
961,sich drehen::V,dönmek,pöörduma
962,schwanken::V,sallanmak,kõikuma
963,schwingen::V,titremek,võnkuma
964,fallen::V,düşmek,langema
965,brennen::V,yanmak,põlema
966,rauchen::V,tütmek,suitsema
967,regnen::V,yağmak,sadama
968,gefrieren::V,donmak,kinni külmuma
969,tauen::V,erimek,sulama
970,schmelzen::V,erimek,sulama
971,trocknen::V,kurumak,kuivama
972,sieden::V,kaynamak,keema
973,faulen::V,çürümek,mädanema
974,verfaulen::V,çürümek,mädanema
975,reißen::V,yırtılmak,rebenema
976,versinken::V,batmak,uppuma
977,vergehen::V,geçmek,mööduma
978,erscheinen::V,görünmek,ilmuma
979,verschwinden::V,kaybolmak,kaduma
980,sinken::V,inmek,vajuma
981,sinken::V,inmek,langema
982,abnehmen::V,azalmak,vähenema
983,abnehmen::V,azalmak,kahenema
984,zunehmen::V,artmak,kasvama
985,zunehmen::V,çoğalmak,kasvama
986,steigen::V,artmak,tõusma
987,steigen::V,artmak,üles minema
988,steigen::V,yükselmek,tõusma
989,steigen::V,yükselmek,üles minema
990,wachsen::V,büyümek,kasvama
991,wachsen::V,gelişmek,kasvama
992,glänzen::V,parlamak,läikimä
993,funkeln::V,parıldamak,sädelema
994,lärmen::V,gürültü yapmak,lärmama
995,läuten::V,çalmak,helisema
996,klingeln::V,zil çalmak,helisema
997,klirren::V,şakırdamak,kõlisema
998,klirren::V,zangırdamak,kõlisema
999,brausen::V,köpürmek,kohisema
1000,brausen::V,kükremek,kohisema
1001,rauschen::V,fışırdamak,kohisema
1002,klingen::V,tınlamak,kõlama
1003,bellen::V,havlamak,haukuma
1004,heulen::V,ulumak,uluma
1005,blasen::V,üflemek,puhuma
1006,pfeifen::V,düdük çalmak,vilistama
1007,schreien::V,bağırmak,karjuma
1008,schreien::V,haykırmak,karjuma
1009,stöhnen::V,inlemek,oigama
1010,zittern::V,titremek,värisema
1011,leben::V,yaşamak,elama
1012,leben::V,yaşamak,elus olema
1013,leben::V,hayatta olmak,elama
1014,leben::V,hayatta olmak,elus olema
1015,geboren werden::V,doğmak,sündima
1016,atmen::V,solunmak,hingama
1017,atmen::V,nefes almak,hingama
1018,trinken::V,içmek,jooma
1019,essen::V,yemek,sööma
1020,schlucken::V,yutmak,neelama
1021,müde werden::V,yorulmak,väsima
1022,einschlafen::V,uykuya dalmak,uinuma
1023,schlafen::V,uyumak,magama
1024,aufwachen::V,uyanmak,ärkama
1025,aufstehen::V,kalkmak,ärkama
1026,aufstehen::V,kalkmak,üles tõusma
1027,aufstehen::V,yataktan kalkmak,ärkama
1028,aufstehen::V,yataktan kalkmak,üles tõusma
1029,sich erholen::V,dinlenmek,puhkama
1030,krank werden::V,hastalanmak,haigestuma
1031,krank werden::V,hastalanmak,haigeks jääma
1032,krank sein::V,hasta olmak,haige olema
1033,schmerzen::V,ağrımak,valutama
1034,husten::V,öksürmek,köhima
1035,genesen::V,şifa bulmak,toibuma
1036,sterben::V,ölmek,surema
1037,sterben::V,vefat etmek,surema
1038,umkommen::V,ölmek,surma saama
1039,sich bewegen::V,hareket etmek,liikuma
1040,sich rühren::V,kımıldanmak,liikuma
1041,sich erheben::V,kalkmak,kerkima
1042,sich erheben::V,ayağa kalkmak,kerkima
1043,sich setzen::V,oturmak,istet võtma
1044,hinfallen::V,yere düşmek,kukkuma
1045,hinfallen::V,yere düşmek,maha kukkuma
1046,laufen::V,yürümek,kõndima
1047,schreiten::V,yürümek,astuma
1048,schreiten::V,adım atmak,astuma
1049,spazierengehen::V,gezmek,jalutama
1050,spazierengehen::V,dolaşmak,jalutama
1051,eilen::V,seğirtmek,ruttama
1052,eilen::V,seğirtmek,kiirustama
1053,sich beeilen::V,acele etmek,ruttama
1054,sich beeilen::V,acele etmek,kiirustama
1055,sausen::V,hızla gitmek,kihutama
1056,sausen::V,hızla gitmek,tormama
1057,rennen::V,koşmak,jooksma
1058,rennen::V,koşmak,kihutama
1059,springen::V,atlamak,hüppama
1060,springen::V,sıçramak,hüppama
1061,klettern::V,tırmanmak,ronima
1062,schaukeln::V,sallanmak,kiikuma
1063,kriechen::V,sürünmek,roomama
1064,schwimmen::V,yüzmek,ujuma
1065,tauchen::V,dalmak,sukelduma
1066,rudern::V,kürek çekmek,sõudma
1067,fahren::V,gitmek,sõitma
1068,fliegen::V,uçmak,lendama
1069,gehen::V,gitmek,käima
1070,gehen::V,gitmek,minema
1071,weggehen::V,gitmek,ära minema
1072,weggehen::V,gitmek,välja minema
1073,abfahren::V,kalkmak,väljuma
1074,abfahren::V,kalkmak,ära sõitma
1075,anhalten::V,durmak,peatuma
1076,hineingehen::V,içeri girmek,sisenema
1077,hineingehen::V,içeri girmek,sisse minema
1078,eintreten::V,girmek,sisenema
1079,eintreten::V,girmek,sisse astuma
1080,kommen::V,gelmek,tulema
1081,ankommen::V,varmak,saabuma
1082,zurückkommen::V,dönmek,tagasi tulema
1083,bleiben::V,kalmak,jääma
1084,warten::V,beklemek,ootama
1085,erwarten::V,beklemek,ootama
1086,erwarten::V,beklemek,lootma
1087,suchen::V,aramak,otsima
1088,finden::V,bulmak,leidma
1089,versuchen::V,denemek,püüdma
1090,versuchen::V,denemek,üritama
1091,versuchen::V,denemek,katsetama
1092,vorbereiten::V,hazırlamak,valmistama
1093,lieben::V,sevmek,armastama
1094,mögen::V,beğenmek,sallima
1095,mögen::V,beğenmek,meeldima
1096,lachen::V,gülmek,naerma
1097,rühren::V,dokunmak,liigutama
1098,rühren::V,dokunmak,heldima panema
1099,rühren::V,duygulandırmak,liigutama
1100,rühren::V,duygulandırmak,heldima panema
1101,weinen::V,ağlamak,nutma
1102,schimpfen::V,küfretmek,sõimama
1103,sich ärgern::V,kızmak,ärrituma
1104,sich ärgern::V,kızmak,vihastuma
1105,sich fürchten::V,korkmak,kartma
1106,sich fürchten::V,korkmak,hirmu tundma
1107,fürchten::V,korkmak,kartma
1108,fliehen::V,kaçmak,põgenema
1109,flüchten::V,kaçmak,põgenema
1110,sehen::V,görmek,nägema
1111,anschauen::V,seyretmek,vaatama
1112,ansehen::V,bakmak,vaatama
1113,hören::V,duymak,kuulma
1114,hören::V,işitmek,kuulma
1115,zuhören::V,dinlemek,kuulama
1116,probieren::V,denemek,proovima
1117,probieren::V,tadına bakmak,proovima
1118,riechen::V,kokusunu almak,nuusutama
1119,fühlen::V,duymak,tundma
1120,fühlen::V,hissetmek,tundma
1121,scheinen::V,görünmek,näida
1122,scheinen::V,görünmek,ilmuda
1123,zu sehen sein::V,görünmek,ilmuma
1124,vernehmen::V,haber almak,üle kuulama
1125,frieren::V,üşümek,külmetada
1126,tun::V,etmek,tegema
1127,tun::V,yapmak,tegema
1128,können::V,bilmek,võima
1129,können::V,bilmek,oskama
1130,wollen::V,istemek,tahtma
1131,anfangen::V,başlamak,hakkama
1132,anfangen::V,başlamak,alustama
1133,beenden::V,bitirmek,lõpetama
1134,aufhören::V,bitmek,lakkama
1135,gelingen::V,başarmak,õnnestuma
1136,geraten::V,düşmek,jõudma
1137,öffnen::V,açmak,avama
1138,schließen::V,kapamak,sulgema
1139,stellen::V,koymak,panema
1140,stellen::V,koymak,asetama
1141,setzen::V,koymak,panema
1142,setzen::V,oturtmak,panema
1143,legen::V,koymak,panema
1144,legen::V,koymak,asetama
1145,legen::V,yatırmak,panema
1146,legen::V,yatırmak,asetama
1147,berühren::V,dokunmak,riivama
1148,berühren::V,dokunmak,puudutama
1149,verbinden::V,bağlamak,ühendama
1150,verbinden::V,birleştirmek,ühendama
1151,bedecken::V,örtmek,katma
1152,bedecken::V,kaplamak,katma
1153,aufhängen::V,asmak,riputama
1154,anzünden::V,yakmak,süütama
1155,anzünden::V,ateşlemek,süütama
1156,aufheben::V,kaldırmak,üles tõstma
1157,zurücklassen::V,geride bırakmak,jätma
1158,verlieren::V,yitirmek,kaotama
1159,verlieren::V,kaybetmek,kaotama
1160,fallen lassen::V,düşürmek,maha pillama
1161,fallen lassen::V,düşürmek,kukkuda laskma
1162,machen::V,yapmak,tegema
1163,herstellen::V,yapmak,valmistama
1164,herstellen::V,imal etmek,valmistama
1165,bauen::V,kurmak,ehitama
1166,bauen::V,inşa etmek,ehitama
1167,reparieren::V,onarmak,parandama
1168,reparieren::V,tamir etmek,parandama
1169,verbessern::V,düzeltmek,parandama
1170,ändern::V,değiştirmek,muutma
1171,ändern::V,değiştirmek,ümber tegema
1172,graben::V,kazmak,kaevama
1173,beugen::V,eğmek,painutama
1174,biegen::V,bükmek,painutama
1175,drehen::V,çevirmek,keerama
1176,drehen::V,döndürmek,keerama
1177,wenden::V,çevirmek,ümber pöörama
1178,umdrehen::V,çevirmek,ümber keerama
1179,heben::V,kaldırmak,tõstma
1180,hochheben::V,yukarı kaldırmak,üles tõstma
1181,hochheben::V,yukarı kaldırmak,kõrgele tõstma
1182,ergreifen::V,tutmak,haarama
1183,ergreifen::V,yakalamak,haarama
1184,halten::V,tutmak,hoidma
1185,drücken::V,sıkmak,pigistama
1186,schieben::V,itmek,lükkama
1187,schieben::V,sürmek,lükkama
1188,kratzen::V,kaşımak,kraapima
1189,lecken::V,yalamak,lakkuma
1190,beißen::V,ısırmak,purema
1191,beißen::V,ısırmak,hammustama
1192,abreißen::V,koparmak,rebima
1193,abreißen::V,koparmak,ära rebima
1194,abschneiden::V,keserek ayırmak,ära lõikama
1195,binden::V,bağlamak,siduma
1196,stecken::V,sokmak,pistma
1197,brechen::V,kırmak,murdma
1198,klopfen::V,çalmak,koputama
1199,hauen::V,vurmak,lööma
1200,kleben::V,yapıştırmak,kleepima
1201,reiben::V,ovmak,hõõruma
1202,reiben::V,sürtmek,hõõruma
1203,streichen::V,sürmek,silitama
1204,schleifen::V,bilemek,lihvima
1205,schleifen::V,bilemek,teritama
1206,schneiden::V,kesmek,lõikama
1207,rütteln::V,sallamak,raputama
1208,schütteln::V,sarsmak,raputama
1209,schütteln::V,sarsmak,loksutama
1210,schütteln::V,çalkamak,raputama
1211,schütteln::V,çalkamak,loksutama
1212,schwenken::V,sallamak,vehkima
1213,schwenken::V,sallamak,lehvitama
1214,schütten::V,dökmek,kallama
1215,schütten::V,akıtmak,kallama
1216,füllen::V,doldurmak,täitma
1217,einwickeln::V,sarmak,sisse mähkima
1218,tragen::V,taşımak,kandma
1219,schleppen::V,sürüklemek,tassima
1220,schleppen::V,sürüklemek,lohistama
1221,ziehen::V,çekmek,vedama
1222,ziehen::V,çekmek,tõmbama
1223,aufbewahren::V,saklamak,säilitama
1224,aufbewahren::V,saklamak,alal hoidma
1225,werfen::V,atmak,viskama
1226,fangen::V,tutmak,püüdma
1227,fangen::V,yakalamak,püüdma
1228,packen::V,tutmak,kinni haarama
1229,packen::V,tutmak,kinni võtma
1230,packen::V,yakalamak,kinni haarama
1231,packen::V,yakalamak,kinni võtma
1232,verstecken::V,saklamak,peitma
1233,teilen::V,bölmek,jagama
1234,teilen::V,bölmek,jaotama
1235,teilen::V,ayırmak,jagama
1236,teilen::V,ayırmak,jaotama
1237,schicken::V,yollamak,saatma
1238,schicken::V,göndermek,saatma
1239,bringen::V,getirmek,viima
1240,hinzufügen::V,katmak,lisama
1241,hinzufügen::V,eklemek,lisama
1242,bekommen::V,almak,saama
1243,bekommen::V,eline geçmek,saama
1244,erhalten::V,almak,saama
1245,nehmen::V,almak,võtma
1246,wählen::V,seçmek,valima
1247,auswählen::V,seçmek,valima
1248,auswählen::V,ayırmak,valima
1249,bewahren::V,korumak,hoidma
1250,behindern::V,engellemek,takistama
1251,verderben::V,bozmak,rikkuma
1252,beschädigen::V,zedelemek,rikkuma
1253,beschädigen::V,ziyan vermek,rikkuma
1254,zerbrechen::V,kırmak,katki tegema
1255,zerreißen::V,yırtmak,katki rebima
1256,zerstören::V,yıkmak,purustama
1257,zerstören::V,tahrip etmek,purustama
1258,verbrennen::V,yakmak,põletama
1259,geben::V,vermek,andma
1260,reichen::V,uzatmak,andma
1261,reichen::V,uzatmak,ulatama
1262,schenken::V,hediye etmek,kinkima
1263,versprechen::V,vaat etmek,lubama
1264,versprechen::V,vaat etmek,tõotama
1265,wünschen::V,kutlamak,soovima
1266,loben::V,övmek,kiitma
1267,küssen::V,öpmek,suudlema
1268,wiegen::V,sallamak,hällitama
1269,zudecken::V,örtmek,kaanetama
1270,zudecken::V,örtmek,kinni katma
1271,wecken::V,uyandırmak,äratama
1272,zeigen::V,göstermek,näitama
1273,führen::V,gezdirmek,juhatama
1274,führen::V,yol göstermek,juhatama
1275,lehren::V,okutmak,õpetama
1276,lehren::V,öğretmek,õpetama
1277,unterrichten::V,öğretmek,õpetama
1278,aufziehen::V,yetiştirmek,üles kasvatama
1279,leiten::V,yönetmek,juhtima
1280,leiten::V,idare etmek,juhtima
1281,antreiben::V,teşvik etmek,ergutama
1282,lassen::V,-tırmak,laskma
1283,einladen::V,davet etmek,kutsuma
1284,vereinigen::V,birleştirmek,ühendama
1285,besuchen::V,uğramak,külastama
1286,besuchen::V,ziyaret etmek,külastama
1287,besuchen::V,görmeye gitmek,külastama
1288,treffen::V,rastlamak,kohtama
1289,treffen::V,isabet etmek,kohtama
1290,sich versammeln::V,toplanmak,kogunema
1291,spielen::V,oynamak,mängima
1292,singen::V,söylemek,laulma
1293,singen::V,şarkı söylemek,laulma
1294,tanzen::V,oynamak,tantsima
1295,tanzen::V,dans etmek,tantsima
1296,sich trennen::V,ayrılmak,lahku minema
1297,verlassen::V,bırakmak,maha jätma
1298,verlassen::V,terk etmek,maha jätma
1299,retten::V,kurtarmak,päästma
1300,bewachen::V,gözetmek,valvama
1301,schützen::V,korumak,kaitsma
1302,verteidigen::V,savunmak,kaitsma
1303,sich schlagen::V,dövüşmek,kaklema
1304,schießen::V,ateş etmek,tulistama
1305,siegen::V,yenmek,võitma
1306,ärgern::V,kızdırmak,ärritama
1307,ärgern::V,kızdırmak,vihastama
1308,schlagen::V,dövmek,lööma
1309,treten::V,tepmek,sõtkuma
1310,stechen::V,sokmak,pistma
1311,stechen::V,sokmak,torkama
1312,stechen::V,batırmak,pistma
1313,stechen::V,batırmak,torkama
1314,stoßen::V,itmek,tõukama
1315,stehlen::V,çalmak,varastama
1316,stören::V,bozmak,segama
1317,stören::V,bozmak,häirima
1318,stören::V,etkilemek,segama
1319,stören::V,etkilemek,häirima
1320,belästigen::V,rahatsız etmek,ahistama
1321,verbergen::V,saklamak,peitma
1322,verbergen::V,saklamak,varjama
1323,täuschen::V,aldatmak,petma
1324,täuschen::V,aldatmak,tüssama
1325,betrügen::V,aldatmak,petma
1326,betrügen::V,aldatmak,tüssama
1327,betrügen::V,aldatmak,truudust murtma
1328,betrügen::V,dolandırmak,petma
1329,betrügen::V,dolandırmak,tüssama
1330,betrügen::V,dolandırmak,truudust murtma
1331,töten::V,öldürmek,tapma
1332,töten::V,öldürmek,surmama
1333,wohnen::V,oturmak,elama
1334,arbeiten::V,çalışmak,töötama
1335,sammeln::V,toplamak,koguma
1336,sammeln::V,toplamak,korjama
1337,pflücken::V,koparmak,noppima
1338,jagen::V,avlanmak,jahtima
1339,fischen::V,balık tutmak,kalastama
1340,fischen::V,balık tutmak,kala püüdma
1341,fassen::V,tutmak,püüdma
1342,fassen::V,yakalamak,püüdma
1343,hüten::V,otlatmak,karjatama
1344,treiben::V,gütmek,ajama
1345,anbinden::V,bağlamak,kinni siduma
1346,füttern::V,beslemek,söötma
1347,melken::V,sağmak,lüpsma
1348,hacken::V,yarmak,raiuma
1349,hacken::V,yarmak,lõhkuma
1350,gießen::V,sulamak,kastma
1351,reifen::V,olgunlaşmak,valmima
1352,zubereiten::V,hazırlamak,valmistama
1353,kochen::V,pişirmek,keetma
1354,kochen::V,kaynatmak,keetma
1355,backen::V,pişirmek,küpsetama
1356,backen::V,fırında pişirmek,küpsetama
1357,braten::V,kızartmak,praadima
1358,umrühren::V,karıştırmak,segama
1359,stricken::V,örmek,kuduma
1360,nähen::V,dikmek,õmblema
1361,färben::V,boyamak,värvima
1362,reinigen::V,temizlemek,puhastama
1363,waschen::V,yıkamak,pesema
1364,abwischen::V,silmek,puhtaks pühkima
1365,spülen::V,çalkamak,uhtma
1366,fegen::V,süpürmek,pühkima
1367,kehren::V,süpürmek,pühkima
1368,baden::V,yıkanmak,suplema
1369,baden::V,yıkanmak,kümblema
1370,baden::V,banyo yapmak,suplema
1371,baden::V,banyo yapmak,kümblema
1372,sich waschen::V,yıkanmak,end pesema
1373,ausziehen::V,çıkarmak,käest võtma
1374,ausziehen::V,çıkarmak,jalast võtma
1375,ausziehen::V,çıkarmak,seljast võtma
1376,anziehen::V,giymek,jalga panema
1377,sich anziehen::V,giyinmek,riietuma
1378,kämmen::V,taramak,kammima
1379,schmücken::V,süslemek,kaunistama
1380,sagen::V,demek,ütlema
1381,sagen::V,söylemek,ütlema
1382,sprechen::V,konuşmak,rääkima
1383,sprechen::V,konuşmak,kõnelema
1384,reden::V,konuşmak,kõnelema
1385,sich unterhalten::V,sohbet etmek,vestlema
1386,fragen::V,sormak,küsima
1387,bitten::V,dilemek,paluma
1388,bitten::V,rica etmek,paluma
1389,erzählen::V,bahsetmek,jutustama
1390,erzählen::V,hikâye etmek,jutustama
1391,mitteilen::V,bildirmek,teatama
1392,mitteilen::V,bildirmek,teada andma
1393,nennen::V,adlandırmak,nimetama
1394,rufen::V,çağırmak,kutsuma
1395,prahlen::V,övünmek,hooplema
1396,übersetzen::V,çevirmek,tõlkima
1397,übersetzen::V,tercüme etmek,tõlkima
1398,denken::V,düşünmek,mõtlema
1399,glauben::V,inanmak,uskuma
1400,glauben::V,zannetmek,uskuma
1401,bemerken::V,farkına varmak,märkama
1402,erkennen::V,tanımak,ära tundma
1403,begreifen::V,anlamak,aru saama
1404,begreifen::V,kavramak,aru saama
1405,verstehen::V,duymak,mõistma
1406,verstehen::V,anlamak,mõistma
1407,lernen::V,öğrenmek,õppima
1408,wissen::V,bilmek,teadma
1409,sich erinnern an::V,hatırlamak,mäletama
1410,vergessen::V,unutmak,unustama
1411,messen::V,ölçmek,mõõtma
1412,zählen::V,saymak,loendama
1413,rechnen::V,hesap etmek,arvutama
1414,lesen::V,okumak,lugema
1415,malen::V,resmini yapmak,maalima
1416,zeichnen::V,çizmek,joonistama
1417,schreiben::V,yazmak,kirjutama
1418,besitzen::V,haiz olmak,omama
1419,besitzen::V,sahip olmak,omama
1420,kaufen::V,almak,ostma
1421,verkaufen::V,satmak,müüma
1422,bezahlen::V,ödemek,tasuma
1423,zahlen::V,ödemek,maksma
1424,beherrschen::V,hâkim olmak,valitsema
1425,ertragen::V,dayanmak,taluma
1426,ertragen::V,katlanmak,taluma
