,Concept_ID,ga,ja
364,Länge::N,fad,長さ
365,Höhe::N,airde,高さ
366,Gewicht::N,meáchan,重さ
367,Menge::N,méid,量
368,Haufen::N,cnap,堆積
369,Reihe::N,líne,並び
370,Reihe::N,sraith,並び
371,Boot::N,bád,ボート
372,Ruder::N,rámh,オール
373,Ruder::N,maide rámha,オール
374,Schlitten::N,carr sleamhnáin,そり
375,Ski::N,scí,スキー
376,Lagerfeuer::N,tine champa,篝火
377,Last::N,ualach,荷物
378,Gang::N,siúlóid,歩み
379,Schritt::N,céim,歩
380,Schritt::N,coiscéim,歩
381,Norden::N,tuaisceart,北
382,Süden::N,deisceart,南
383,Westen::N,iarthar,西
384,Osten::N,oirthear,東
385,Holz::N,adhmad,木
386,Holz::N,adhmad,木材
387,Brett::N,clár,板
388,Platte::N,leac,盤
389,Stütze::N,taca,支柱
390,Stange::N,polla,棒
391,Stange::N,cuaille,棒
392,Stock::N,bata,杖
393,Stock::N,maide,杖
394,Stab::N,maide,棒
395,Stab::N,bachall,棒
396,Rohr::N,píopa,管
397,Haus::N,teach,家
398,Heim::N,baile,家
399,Ofen::N,sornóg,ストーブ
400,Fußboden::N,urlár,床
401,Tisch::N,bord,机
402,Tisch::N,tábla,机
403,Stuhl::N,cathaoir,椅子
404,Wiege::N,cliabhán,揺籃
405,Bett::N,leaba,ベッド
406,Regal::N,seilf,棚
407,Kiste::N,bosca,箱
408,Fenster::N,fuinneoig,窓
409,Tür::N,doras,戸
410,Tür::N,doras,ドア
411,Tor::N,geata,門
412,Zaun::N,fál,垣根
413,Zaun::N,claí,垣根
414,Dach::N,díon,屋根
415,Leiter::N,dréimire,梯子
416,Besen::N,scuab,ほうき
417,Spaten::N,spád,スコップ
418,Spaten::N,rámhainn,スコップ
419,Schaufel::N,sluasaid,シャベル
420,Gabel::N,forc,フォーク
421,Gabel::N,gabhlóg,フォーク
422,Löffel::N,spúnóg,スプーン
423,Messer::N,scian,ナイフ
424,Nagel::N,tairne,釘
425,Netz::N,líon,網
426,Netz::N,eangach,網
427,Haken::N,croch,鉤
428,Haken::N,croch,フック
429,Griff::N,cos,取っ手
430,Griff::N,hanla,取っ手
431,Schloss::N,glas,錠
432,Bild::N,pictiúr,絵
433,Figur::N,fíor,像
434,Puppe::N,bábóg,人形
435,Beutel::N,mála,袋
436,Beutel::N,mealbhóg,袋
437,Bündel::N,beart,束
438,Bündel::N,beart,包み
439,Tasche::N,mála,かばん
440,Eimer::N,buicéad,バケツ
441,Deckel::N,clár,蓋
442,Deckel::N,claibín,蓋
443,Geschirr::N,soithí,食器
444,Geschirr::N,gréithe,食器
445,Sack::N,sac,袋
446,Sack::N,mála,袋
447,Tasse::N,cupán,カップ
448,Topf::N,pota,鍋
449,Kessel::N,citeal,釜
450,Essen::N,béile,食事
451,Nahrung::N,bia,食物
452,Speise::N,mias,料理
453,Fleisch::N,feoil,肉
454,Getreide::N,grán,麦
455,Getreide::N,grán,穀物
456,Getreide::N,arbhar,麦
457,Getreide::N,arbhar,穀物
458,Brei::N,brúitín,粥
459,Brot::N,arán,パン
460,Scheibe::N,píosa,枚
461,Scheibe::N,píosa,切れ
462,Scheibe::N,slisne,枚
463,Scheibe::N,slisne,切れ
464,Fett::N,saill,脂肪
465,Fett::N,méathras,脂肪
466,Butter::N,im,バター
467,Öl::N,ola,油
468,Salz::N,salann,塩
469,Suppe::N,sú,スープ
470,Suppe::N,anraith,スープ
471,Honig::N,mil,蜂蜜
472,Milch::N,bainne,牛乳
473,Tee::N,tae,茶
474,Tee::N,tae,お茶
475,Leder::N,leathar,革
476,Wolle::N,olann,毛糸
477,Stoff::N,éadach,布
478,Nadel::N,snáthaid,針
479,Faden::N,snáth,糸
480,Knopf::N,cnaipe,ボタン
481,Knoten::N,snaidhm,結び目
482,Farbe::N,péint,ペンキ
483,Kleidung::N,éadaí,衣服
484,Hemd::N,léine,シャツ
485,Kragen::N,bóna,襟
486,Ärmel::N,muinchille,袖
487,Hose::N,bríste,ズボン
488,Hose::N,treabhsar,ズボン
489,Gürtel::N,crios,帯
490,Gürtel::N,crios,ベルト
491,Mütze::N,caipín,帽子
492,Schuh::N,bróg,靴
493,Stiefel::N,buatais,ブーツ
494,Ring::N,fáinne,輪
495,Band::N,ribín,リボン
496,Kamm::N,cíor,櫛
497,Spiegel::N,scáthán,鏡
498,Riemen::N,iall,緒
499,Riemen::N,strapa,緒
500,Schnur::N,téad,紐
501,Schnur::N,sreangán,紐
502,Leine::N,iall,綱
503,Decke::N,pluid,掛け布団
504,Decke::N,blaincéad,掛け布団
505,Kissen::N,piliúr,枕
506,Kissen::N,adhartán,枕
507,Tuch::N,scaif,スカーフ
508,Handtuch::N,tuáille,タオル
509,Kraft::N,fórsa,力
510,Stärke::N,neart,強さ
511,Gesundheit::N,sláinte,健康
512,Krankheit::N,tinneas,病気
513,Krankheit::N,breoiteacht,病気
514,Schmerz::N,pian,痛み
515,Wunde::N,goin,傷
516,Fieber::N,fiabhras,熱
517,Arznei::N,cógas,薬
518,Brücke::N,droichead,橋
519,Brunnen::N,tobar,井戸
520,Weide::N,féarach,牧場
521,Pfad::N,cosán,小路
522,Pfad::N,conair,小路
523,Weg::N,slí,道
524,Weg::N,bealach,道
525,Straße::N,bóthar,街道
526,Dorf::N,sráidbhaile,村
527,Stadt::N,baile,町
528,Stadt::N,baile,都市
529,Stadt::N,cathair,町
530,Stadt::N,cathair,都市
531,Brief::N,litir,手紙
532,Buch::N,cín,本
533,Buch::N,leabhar,本
534,Buchstabe::N,litir,文字
535,Zeitung::N,nuachtán,新聞
536,Leben::N,saol,生活
537,Leben::N,beatha,生活
538,Tod::N,bás,死
539,Grab::N,uaigh,墓
540,Kirche::N,eaglais,教会
541,Sünde::N,peaca,罪
542,Gott::N,dia,神
543,Arbeiter::N,oibrí,労働者
544,Chef::N,saoiste,上司
545,Chef::N,ceannasaí,上司
546,Meister::N,máistir,達人
547,Meister::N,máistir,マイスター
548,Arzt::N,lia,医者
549,Arzt::N,dochtúir,医者
550,Lehrer::N,oide,先生
551,Lehrer::N,múinteoir,先生
552,Geld::N,airgead,金
553,Geschäft::N,gnó,取り引き
554,Laden::N,siopa,店
555,Preis::N,praghas,値段
556,Ware::N,earra,商品
557,Nutzen::N,tairbhe,利益
558,Reichtum::N,rachmas,豊かさ
559,Reichtum::N,saibhreas,豊かさ
560,Welt::N,domhan,世界
561,Land::N,tír,国
562,Staat::N,stát,国家
563,König::N,rí,国王
564,Macht::N,cumhacht,権力
565,Grenze::N,críoch,国境
566,Grenze::N,teorainn,国境
567,Krieg::N,cogadh,戦争
568,Feind::N,namhaid,敵
569,Gewalt::N,foréigean,暴力
570,Kampf::N,troid,戦い
571,Bogen[Waffe]::N,bogha,弓
572,Pfeil::N,saighead,矢
573,Gewehr::N,gunna,銃
574,Fehler::N,botún,間違い
575,Fehler::N,meancóg,間違い
576,Lüge::N,bréag,嘘
577,Lüge::N,éitheach,嘘
578,Schaden::N,dochar,損害
579,Schaden::N,damáiste,損害
580,Unglück::N,drochrath,不幸
581,Schuld::N,locht,罪
582,Schuld::N,milleán,罪
583,Alter::N,aois,年
584,Alter::N,aois,年齢
585,Schluss::N,deireadh,終わり
586,Zeit::N,am,時
587,Zeit::N,am,時間
588,Zeit::N,aimsir,時
589,Zeit::N,aimsir,時間
590,Tag::N,lá,日
591,Morgen::N,maidin,朝
592,Mittag::N,nóin,昼
593,Abend::N,tráthnóna,晩
594,Abend::N,tráthnóna,夕方
595,Nacht::N,oíche,夜
596,Woche::N,seachtain,週
597,Monat::N,mí,月
598,Jahr::N,bliain,年
599,Frühling::N,earrach,春
600,Sommer::N,samhradh,夏
601,Herbst::N,fómhar,秋
602,Winter::N,geimhreadh,冬
603,Januar::N,Eanáir,一月
604,Februar::N,Feabhra,二月
605,März::N,Márta,三月
606,April::N,Aibreán,四月
607,Mai::N,Bealtaine,五月
608,Juni::N,Meitheamh,六月
609,Juli::N,Iúil,七月
610,August::N,Lúnasa,八月
611,September::N,Meán Fómhair,九月
612,Oktober::N,Deireadh Fómhair,十月
613,November::N,Samhain,十一月
614,November::N,Mí na Samhna,十一月
615,Dezember::N,Mí na Nollag,十二月
616,Montag::N,Luan,月曜日
617,Montag::N,Dé Luain,月曜日
618,Dienstag::N,Máirt,火曜日
619,Dienstag::N,Dé Máirt,火曜日
620,Mittwoch::N,Céadaoin,水曜日
621,Mittwoch::N,Dé Céadaoin,水曜日
622,Donnerstag::N,Déardaoin,木曜日
623,Freitag::N,Aoine,金曜日
624,Freitag::N,Dé hAoine,金曜日
625,Samstag::N,Satharn,土曜日
626,Samstag::N,Dé Sathairn,土曜日
627,Sonntag::N,Domhnach,日曜日
628,Sonntag::N,Dé Domhnaigh,日曜日
629,groß::A,mór,大きい
630,klein::A,beag,小さい
631,lang::A,fada,長い
632,kurz::A,gearr,短い
633,kurz::A,gairid,短い
634,breit::A,leathan,広い
635,breit::A,fairsing,広い
636,schmal::A,cúng,狭い
637,dicht::A,dlúth,密な
638,dick[Gegenstand]::A,tiubh,厚い
639,dünn::A,caol,薄い
640,dünn::A,tanaí,薄い
641,fein::A,scáinte,細い
642,fein::A,fíneálta,細い
643,fest::A,daingean,硬い
644,flach::A,cothrom,平らな
645,glatt::A,mín,滑らかな
646,glatt::A,sleamhain,滑らかな
647,hart::A,crua,堅い
648,weich::A,bog,柔らかい
649,rund::A,cruinn,丸い
650,spitz::A,gobach,尖った
651,spitz::A,biorach,尖った
652,scharf::A,géar,鋭い
653,scharf::A,faobhrach,鋭い
654,stumpf::A,maol,鈍い
655,schwer::A,trom,重い
656,schön::A,álainn,綺麗な
657,heiß::A,te,熱い
658,warm::A,te,温かい
659,kalt::A,fuar,寒い
660,kalt::A,fuar,冷たい
661,kühl::A,fionnuar,涼しい
662,frisch::A,úr,ひんやりした
663,frisch::A,friseáilte,ひんやりした
664,feucht::A,tais,湿った
665,nass::A,fliuch,濡れた
666,trocken::A,tirim,乾いた
667,voll::A,lán,いっぱいの
668,leer::A,folamh,空の
669,offen::A,oscailte,開いた
670,geschlossen::A,dúnta,閉まった
671,geschlossen::A,druidte,閉まった
672,sauber::A,glan,清潔な
673,schmutzig::A,salach,汚い
674,roh::A,amh,生の
675,reif::A,aibí,熟した
676,lecker::A,blasta,美味しい
677,süß::A,milis,甘い
678,bitter::A,searbh,苦い
679,sauer::A,géar,酸っぱい
680,sauer::A,searbh,酸っぱい
681,hell::A,geal,明るい
682,hell::A,soilseach,明るい
683,dunkel::A,dorcha,暗い
684,schwarz::A,dubh,黒い
685,weiß::A,bán,白い
686,rot::A,dearg,赤い
687,gelb::A,buí,黄色い
688,blau::A,gorm,青い
689,grün::A,glas,緑の
690,grün::A,uaine,緑の
691,grau::A,liath,灰色の
692,bunt::A,ildathach,色取り取りの
693,bunt::A,dathannach,色取り取りの
694,billig::A,saor,安い
695,teuer::A,daor,高い
696,teuer::A,costasach,高い
697,wertvoll::A,luachmhar,貴重な
698,blind::A,dall,盲目の
699,blind::A,caoch,盲目の
700,taub::A,bodhar,耳が聞こえない
701,kräftig::A,cumhachtach,強力な
702,stark::A,tréan,強い
703,stark::A,láidir,強い
704,schwach::A,lag,弱い
705,schwach::A,fann,弱い
706,fett::A,ramhar,太った
707,schlank::A,caol,ほっそりした
708,schlank::A,seang,ほっそりした
709,hübsch::A,álainn,素敵な
710,hübsch::A,dathúil,素敵な
711,böse::A,olc,悪い
712,dumm::A,dúr,馬鹿な
713,dumm::A,amaideach,馬鹿な
714,faul::A,falsa,怠惰な
715,faul::A,leisciúil,怠惰な
716,fleißig::A,dícheallach,勤勉な
717,geizig::A,barainneach,けちな
718,geizig::A,sprionlaithe,けちな
719,klug::A,cliste,賢い
720,klug::A,cliste,頭のいい
721,geschickt::A,oilte,器用な
722,geschickt::A,ealaíonta,器用な
723,lieb::A,dil,愛らしい
724,lieb::A,dílis,愛らしい
725,lustig::A,aerach,楽しい
726,lustig::A,meidhreach,楽しい
727,sanft::A,bog,温和な
728,sanft::A,séimh,温和な
729,hungrig::A,ocrach,空腹の
730,krank::A,tinn,病気の
731,krank::A,breoite,病気の
732,nackt::A,nocht,裸の
733,traurig::A,brónach,悲しい
734,lebendig::A,beo,生きた
735,gut::A,maith,良い
736,schlecht::A,dona,悪い
737,schlecht::A,dona,駄目な
738,schlecht::A,droch-,悪い
739,schlecht::A,droch-,駄目な
740,richtig::A,ceart,正しい
741,schlimm::A,gránna,ひどい
742,schlimm::A,tubaisteach,ひどい
743,wahr::A,fíor,本当の
744,alt::A,sean,古い
745,neu::A,úr,新しい
746,neu::A,nua,新しい
747,ehemalig::A,iar-,以前の
748,ehemalig::A,sean-,以前の
749,alt[Lebewesen]::A,sean,年を取った
750,alt[Lebewesen]::A,aosta,年を取った
751,jung::A,óg,若い
752,arm::A,bocht,貧乏な
753,reich::A,saibhir,裕福な
754,reich::A,rachmasach,裕福な
755,bekannt::A,atá eolas air,有名な
756,berühmt::A,cailiúil,有名な
757,berühmt::A,clúiteach,有名な
758,fremd::A,coimhthíoch,見知らぬ
759,verschieden::A,éagsúil,色々な
760,verschieden::A,difriúil,色々な
761,nah::A,gar,近い
762,nah::A,deas,近い
763,fern::A,i bhfad uainn,遠い
764,fern::A,i bhfad i gcéin,遠い
765,linker::A,clé,左の
766,rechter::A,deas,右の
767,anderer::A,eile,別の
768,erster::A,céad,一番目
769,zweiter::A,dóú,二番目
770,zweiter::A,dara,二番目
771,dritter::A,tríú,三番目
772,dritter::A,treas,三番目
773,letzter::A,déanach,最後の
774,letzter::A,deireanach,最後の
775,allein::ADV,i d'aonar,一人で
776,auf einmal::ADV,ag an am céanna,同時に
777,zusammen::ADV,le chéile,一緒に
778,zusammen::ADV,in eineacht,一緒に
779,lange::ADV,fada,長い間
780,plötzlich::ADV,go tobann,急に
781,plötzlich::ADV,i dtobainne,急に
782,sofort::ADV,ar an toirt,すぐに
783,sofort::ADV,ar an bpointe,すぐに
784,später::ADV,níos déanaí,後で
785,jetzt::ADV,anois,今
786,heute::ADV,inniu,今日
787,morgen::ADV,amárach,明日
788,bald::ADV,go luath,間もなく
789,bald::ADV,gan mhoill,間もなく
790,dann::ADV,ansin,それから
791,gestern::ADV,inné,昨日
792,einst::ADV,tráth,過去に
793,einst::ADV,uair amháin,過去に
794,damals::ADV,ag an am,あの時
795,damals::ADV,an t-am sin,あの時
796,danach::ADV,ina dhiaidh sin,その後で
797,vorher::ADV,cheana,以前に
798,vorher::ADV,roimhe sin,以前に
799,zuerst::ADV,ar dtús,まず
800,zuerst::ADV,ar dtús,最初に
801,einmal::ADV,uair amháin,一回
802,manchmal::ADV,uaireanta,時々
803,oft::ADV,minic,よく
804,immer::ADV,i gcónaí,いつも
805,niemals::ADV,riamh,一度も...ない
806,hier::ADV,anseo,こちら
807,hierhin::ADV,anseo,ここへ
808,hierhin::ADV,anseo,こちらへ
809,von hier::ADV,an áit seo,ここから
810,dort::ADV,ann,そちら
811,dort::ADV,ansin,そちら
812,dorthin::ADV,ann,そこへ
813,dorthin::ADV,ann,そちらへ
814,dorthin::ADV,ansin,そこへ
815,dorthin::ADV,ansin,そちらへ
816,geradeaus::ADV,ar aghaidh,真っ直ぐに
817,rückwärts::ADV,siar,後ろへ
818,zurück::ADV,ar ais,後ろへ
819,unten::ADV,thíos,下に
820,hinab::ADV,síos,下へ
821,oben::ADV,thuas,上に
822,hinauf::ADV,suas,上へ
823,überall::ADV,i ngach áit,どこでも
824,überall::ADV,ar fud na háite,どこでも
825,nicht::ADV,ní,ない
826,nicht::ADV,cha,ない
827,ein wenig::ADV,beagán,少し
828,ein wenig::ADV,beagán,ちょっと
829,kaum::ADV,ar éigean,ほとんど～ない
830,sehr::ADV,an-,とても
831,so::ADV,chomh,こう
832,so::ADV,mar sin,こう
833,noch::ADV,fós,まだ
834,noch::ADV,go fóill,まだ
835,nur::ADV,amháin,～だけ
836,nur::ADV,níl ach,～だけ
