,Concept_ID,is,nl
214,Schlinge::N,snara,strop
215,Spur::N,spor,spoor
216,Asche::N,aska,as
217,Dreck::N,óþverri,drek
218,Eisen::N,járn,ijzer
219,Gold::N,gull,goud
220,Silber::N,silfur,zilver
221,Kohle::N,kol,kool
222,Glas::N,gler,glas
223,Lehm::N,leir,klei
224,Sand::N,sandur,zand
225,Mensch::N,maður,mens
226,Mensch::N,manneskja,mens
227,Mann::N,maður,man
228,Mann::N,karlmaður,man
229,Frau::N,kona,vrouw
230,Kind::N,barn,kind
231,Kind::N,krakki,kind
232,Junge::N,drengur,jongen
233,Mädchen::N,stelpa,meisje
234,Familie::N,fjölskylda,gezin
235,Familie::N,fjölskylda,familie
236,Großvater::N,afi,grootvader
237,Großmutter::N,amma,grootmoeder
238,Eltern::N,foreldrar,ouders
239,Vater::N,faðir,vader
240,Mutter::N,móðir,moeder
241,Sohn::N,sonur,zoon
242,Tochter::N,dóttir,dochter
243,Bruder::N,bróðir,broer
244,Bruder::N,bróðir,broeder
245,Schwester::N,systir,zus
246,Schwester::N,systir,zuster
247,Onkel::N,föðurbróðir,oom
248,Tante::N,frænka,tante
249,Tante::N,móðursystir,tante
250,Ehemann::N,eiginmaður,echtgenoot
251,Ehefrau::N,eiginkona,echtgenote
252,Freude::N,gleði,vreugde
253,Gelächter::N,hlátur,gelach
254,Glück::N,gæfa,geluk
255,Kummer::N,sorg,verdriet
256,Wunsch::N,ósk,wens
257,Wunsch::N,ósk,verlangen
258,Lust::N,fýsn,zin
259,Lust::N,fýsn,lust
260,Lust::N,löngun,zin
261,Lust::N,löngun,lust
262,Geist::N,andi,geest
263,Gedanke::N,hugsun,gedachte
264,Gedächtnis::N,minni,geheugen
265,Verstand::N,vit,verstand
266,Sinn::N,merking,betekenis
267,Grund::N,ástæða,reden
268,Wahrheit::N,sannleikur,waarheid
269,Gespräch::N,samtal,gesprek
270,Märchen::N,ævintýri,sprookje
271,Erzählung::N,saga,verhaal
272,Nachricht::N,frétt,tijding
273,Neuigkeit::N,frétt,nieuws
274,Neuigkeit::N,frétt,nieuwtje
275,Name::N,nafn,naam
276,Rätsel::N,gáta,raadsel
277,Rede::N,ræða,rede
278,Sprache::N,mál,taal
279,Sprache::N,tungumál,taal
280,Stimme::N,rödd,stem
281,Wort::N,orð,woord
282,Zeichen::N,tákn,teken
283,Zeichen::N,merki,teken
284,Ruf::N,kall,roep
285,Lärm::N,hávaði,lawaai
286,Laut::N,hljóð,klank
287,Laut::N,hljóð,geluid
288,Ton::N,tónn,toon
289,Ton::N,tónn,klank
290,Lied::N,ljóð,lied
291,Lied::N,söngur,lied
292,Ruhe::N,ró,rust
293,Ruhe::N,ró,stilte
294,Ruhe::N,kyrrð,rust
295,Ruhe::N,kyrrð,stilte
296,Leute::N,fólk,lui
297,Leute::N,fólk,mensen
298,Volk::N,þjóð,volk
299,Arbeit::N,vinna,werk
300,Arbeit::N,vinna,arbeid
301,Gast::N,gestur,gast
302,Geschenk::N,gjöf,cadeau
303,Geschenk::N,gjöf,geschenk
304,Spiel::N,leikur,spel
305,Gesellschaft::N,selskapur,gezelschap
306,Hilfe::N,hjálp,hulp
307,Freund::N,vinur,vriend
308,Kamerad::N,félagi,maat
309,Kamerad::N,félagi,metgezel
310,Angelegenheit::N,mál,zaak
311,Angelegenheit::N,mál,aangelegenheid
312,Angelegenheit::N,málefni,zaak
313,Angelegenheit::N,málefni,aangelegenheid
314,Anzahl::N,tala,tal
315,Anzahl::N,tala,aantal
316,Anzahl::N,fjöldi,tal
317,Anzahl::N,fjöldi,aantal
318,Art::N,tegund,slag
319,Art::N,tegund,soort
320,Stück::N,biti,stuk
321,Stück::N,stykki,stuk
322,Teil::N,hluti,deel
323,Teil::N,partur,deel
324,Hälfte::N,helmingur,helft
325,Kreis::N,hringur,kring
326,Kreis::N,hringur,cirkel
327,Kreuz::N,kross,kruis
328,Kreuz::N,krossmark,kruis
329,Linie::N,lína,lijn
330,Strich::N,strik,haal
331,Strich::N,strik,streep
332,Abstand::N,millibil,afstand
333,Entfernung::N,fjarlægð,afstand
334,Gegend::N,hérað,streek
335,Platz::N,pláss,ruimte
336,Ort::N,staður,oord
337,Ort::N,staður,plaats
338,Seite::N,hlið,zij
339,Seite::N,hlið,kant
340,Seite::N,hlið,zijde
341,Mitte::N,miðja,midden
342,Gegenstand::N,hlutur,voorwerp
343,Sache::N,mál,zaak
344,Rand::N,brún,rand
345,Rand::N,brún,boord
346,Kante::N,rönd,kant
347,Ecke::N,horn,hoek
348,Spitze::N,oddur,punt
349,Spitze::N,oddur,spits
350,Ende::N,endi,einde
351,Ende::N,endi,uiteinde
352,Loch::N,gat,gat
353,Loch::N,hola,gat
354,Winkel::N,skot,hoek
355,Winkel::N,krókur,hoek
356,Muster::N,munstur,dessin
357,Muster::N,munstur,patroon
358,Größe::N,stærð,grootte
359,Länge::N,lengd,lengte
360,Höhe::N,hæð,hoogte
361,Gewicht::N,vigt,gewicht
362,Gewicht::N,þyngd,gewicht
363,Menge::N,magn,hoeveelheid
364,Haufen::N,hrúga,hoop
365,Haufen::N,haugur,hoop
366,Reihe::N,röð,rij
367,Reihe::N,röð,reeks
368,Boot::N,bátur,boot
369,Ruder::N,ár,roeiriem
370,Schlitten::N,sleði,slee
371,Schlitten::N,sleði,slede
372,Ski::N,skíði,ski
373,Lagerfeuer::N,varðeldur,kampvuur
374,Last::N,byrði,last
375,Last::N,byrði,vracht
376,Last::N,farmur,last
377,Last::N,farmur,vracht
378,Gang::N,ganga,wandeling
379,Schritt::N,skref,stap
380,Schritt::N,skref,schrede
381,Norden::N,norður,noorden
382,Süden::N,suður,zuiden
383,Westen::N,vestur,westen
384,Osten::N,austur,oosten
385,Holz::N,viður,hout
386,Brett::N,fjöl,plank
387,Platte::N,flötur,plaat
388,Stütze::N,stoð,stut
389,Stütze::N,stoð,steun
390,Stange::N,stöng,stang
391,Stock::N,prik,stok
392,Stock::N,stafur,stok
393,Stab::N,prik,staf
394,Stab::N,stafur,staf
395,Rohr::N,rör,pijp
396,Rohr::N,pípa,pijp
397,Haus::N,hús,huis
398,Heim::N,heimili,tehuis
399,Ofen::N,ofn,kachel
400,Fußboden::N,gólf,vloer
401,Tisch::N,borð,tafel
402,Stuhl::N,stóll,stoel
403,Wiege::N,vagga,wieg
404,Bett::N,rúm,bed
405,Bett::N,hvíla,bed
406,Regal::N,hilla,rek
407,Kiste::N,kassi,kist
408,Fenster::N,gluggi,raam
409,Fenster::N,gluggi,venster
410,Tür::N,dyr,deur
411,Tür::N,hurð,deur
412,Tor::N,hlið,poort
413,Zaun::N,girðing,omheining
414,Zaun::N,limgarður,omheining
415,Dach::N,þak,dak
416,Leiter::N,stigi,ladder
417,Besen::N,sópur,bezem
418,Spaten::N,spaði,schop
419,Schaufel::N,skófla,schep
420,Gabel::N,gaffall,vork
421,Löffel::N,skeið,lepel
422,Messer::N,hnífur,mes
423,Nagel::N,nögl,spijker
424,Netz::N,net,net
425,Haken::N,krókur,haak
426,Griff::N,tak,handvat
427,Schloss::N,lás,slot
428,Bild::N,mynd,beeld
429,Figur::N,stytta,figuur
430,Puppe::N,brúða,pop
431,Beutel::N,poki,zak
432,Beutel::N,poki,buidel
433,Beutel::N,baggi,zak
434,Beutel::N,baggi,buidel
435,Bündel::N,böggull,pak
436,Bündel::N,böggull,bundel
437,Tasche::N,veski,tas
438,Eimer::N,fata,emmer
439,Deckel::N,lok,deksel
440,Geschirr::N,leirtau,vaatwerk
441,Sack::N,sekkur,zak
442,Tasse::N,bolli,kop
443,Topf::N,pottur,pan
444,Kessel::N,ketill,ketel
445,Essen::N,matur,eten
446,Nahrung::N,fæða,voedsel
447,Speise::N,réttur,spijs
448,Speise::N,matarréttur,spijs
449,Fleisch::N,kjöt,vlees
450,Getreide::N,korn,graan
451,Brei::N,grautur,pap
452,Brei::N,grautur,brij
453,Brot::N,brauð,brood
454,Scheibe::N,sneið,plak
455,Scheibe::N,sneið,snede
456,Fett::N,fita,vet
457,Butter::N,smjör,boter
458,Öl::N,olía,olie
459,Salz::N,salt,zout
460,Suppe::N,súpa,soep
461,Honig::N,hunang,honing
462,Milch::N,mjólk,melk
463,Tee::N,te,thee
464,Leder::N,skinn,leer
465,Leder::N,skinn,leder
466,Wolle::N,ull,wol
467,Stoff::N,dúkur,stof
468,Nadel::N,nál,naald
469,Faden::N,þráður,draad
470,Knopf::N,tala,knoop
471,Knopf::N,hnappur,knoop
472,Knoten::N,hnútur,knoop
473,Farbe::N,málning,verf
474,Kleidung::N,búningur,kledij
475,Kleidung::N,búningur,kleding
476,Kleidung::N,klæðnaður,kledij
477,Kleidung::N,klæðnaður,kleding
478,Hemd::N,skyrta,hemd
479,Kragen::N,kragi,kraag
480,Kragen::N,flibbi,kraag
481,Ärmel::N,ermi,mouw
482,Hose::N,buxur,broek
483,Hose::N,buxur,pantalon
484,Gürtel::N,belti,riem
485,Gürtel::N,belti,gordel
486,Mütze::N,húfa,muts
487,Schuh::N,skór,schoen
488,Stiefel::N,stígvél,laars
489,Ring::N,hringur,ring
490,Band::N,band,lint
491,Kamm::N,greiða,kam
492,Spiegel::N,spegill,spiegel
493,Riemen::N,ól,riem
494,Riemen::N,reim,riem
495,Schnur::N,snúra,koord
496,Leine::N,band,lijn
497,Decke::N,teppi,deken
498,Kissen::N,koddi,kussen
499,Tuch::N,klútur,doek
500,Handtuch::N,þurrka,handdoek
501,Handtuch::N,handklæði,handdoek
502,Kraft::N,afl,kracht
503,Kraft::N,kraftur,kracht
504,Stärke::N,styrkur,sterkte
505,Gesundheit::N,heilsa,gezondheid
506,Gesundheit::N,heilbrigði,gezondheid
507,Krankheit::N,sjúkdómur,ziekte
508,Schmerz::N,sársauki,pijn
509,Wunde::N,sár,wond
510,Fieber::N,hitasótt,koorts
511,Arznei::N,lyf,medicament
512,Arznei::N,lyf,geneesmiddel
513,Brücke::N,brú,brug
514,Brunnen::N,brunnur,put
515,Brunnen::N,brunnur,bron
516,Weide::N,hagi,wei
517,Weide::N,hagi,weide
518,Pfad::N,stígur,pad
519,Weg::N,vegur,weg
520,Straße::N,gata,baan
521,Straße::N,gata,straat
522,Straße::N,stræti,baan
523,Straße::N,stræti,straat
524,Dorf::N,þorp,dorp
525,Stadt::N,borg,stad
526,Brief::N,bréf,brief
527,Buch::N,bók,boek
528,Buchstabe::N,bókstafur,letter
529,Zeitung::N,dagblað,krant
530,Zeitung::N,dagblað,dagblad
531,Leben::N,líf,leven
532,Tod::N,dauði,dood
533,Grab::N,gröf,graf
534,Kirche::N,kirkja,kerk
535,Sünde::N,synd,zonde
536,Gott::N,guð,god
537,Arbeiter::N,verkamaður,arbeider
538,Chef::N,yfirmaður,chef
539,Meister::N,meistari,meester
540,Arzt::N,læknir,arts
541,Arzt::N,læknir,dokter
542,Lehrer::N,kennari,leraar
543,Lehrer::N,kennari,onderwijzer
544,Geld::N,peningar,geld
545,Geschäft::N,viðskipti,zaak
546,Laden::N,búð,winkel
547,Laden::N,verslun,winkel
548,Preis::N,verð,prijs
549,Ware::N,vara,waar
550,Nutzen::N,gagn,nut
551,Nutzen::N,gagn,voordeel
552,Reichtum::N,auður,rijkdom
553,Welt::N,veröld,wereld
554,Land::N,land,land
555,Staat::N,ríki,staat
556,König::N,konungur,koning
557,Macht::N,vald,macht
558,Grenze::N,landamæri,grens
559,Krieg::N,stríð,oorlog
560,Feind::N,fjandmaður,vijand
561,Gewalt::N,ofbeldi,geweld
562,Kampf::N,bardagi,strijd
563,Kampf::N,bardagi,gevecht
564,Bogen[Waffe]::N,bogi,boog
565,Pfeil::N,ör,pijl
566,Gewehr::N,byssa,geweer
567,Fehler::N,villa,fout
568,Lüge::N,lygi,leugen
569,Schaden::N,skemmd,schade
570,Unglück::N,óhamingja,tegenspoed
571,Schuld::N,sök,schuld
572,Alter::N,aldur,leeftijd
573,Schluss::N,lok,slot
574,Schluss::N,endir,slot
575,Zeit::N,tími,tijd
576,Tag::N,dagur,dag
577,Morgen::N,morgunn,morgen
578,Morgen::N,morgunn,ochtend
579,Mittag::N,hádegi,middag
580,Abend::N,kvöld,avond
581,Nacht::N,nótt,nacht
582,Woche::N,vika,week
583,Monat::N,mánuður,maand
584,Jahr::N,ár,jaar
585,Frühling::N,vor,lente
586,Frühling::N,vor,voorjaar
587,Sommer::N,sumar,zomer
588,Herbst::N,haust,herfst
589,Winter::N,vetur,winter
590,Januar::N,janúar,januari
591,Februar::N,február,februari
592,März::N,mars,maart
593,April::N,apríl,april
594,Mai::N,maí,mei
595,Juni::N,júní,juni
596,Juli::N,júlí,juli
597,August::N,ágúst,augustus
598,September::N,september,september
599,Oktober::N,október,oktober
600,November::N,nóvember,november
601,Dezember::N,desember,december
602,Montag::N,mánudagur,maandag
603,Dienstag::N,þriðjudagur,dinsdag
604,Mittwoch::N,miðvikudagur,woensdag
605,Donnerstag::N,fimmtudagur,donderdag
606,Freitag::N,föstudagur,vrijdag
607,Samstag::N,laugardagur,zaterdag
608,Sonntag::N,sunnudagur,zondag
609,groß::A,stór,groot
610,klein::A,lítill,klein
611,lang::A,langur,lang
612,kurz::A,stuttur,kort
613,breit::A,breiður,breed
614,schmal::A,mjór,smal
615,dicht::A,þéttur,dicht
616,dick[Gegenstand]::A,þykkur,dik
617,dünn::A,þunnur,dun
618,fein::A,fíngerður,fijn
619,fest::A,fastur,vast
620,flach::A,flatur,plat
621,glatt::A,háll,glad
622,glatt::A,sléttur,glad
623,hart::A,harður,hard
624,weich::A,mjúkur,week
625,rund::A,kringlóttur,rond
626,spitz::A,oddhvass,spits
627,spitz::A,oddhvass,puntig
628,scharf::A,beittur,scherp
629,stumpf::A,bitlaus,stomp
630,schwer::A,þungur,zwaar
631,schön::A,fagur,mooi
632,schön::A,fagur,fraai
633,schön::A,fallegur,mooi
634,schön::A,fallegur,fraai
635,heiß::A,heitur,heet
636,warm::A,hlýr,warm
637,warm::A,heitur,warm
638,kalt::A,kaldur,koud
639,kühl::A,svalur,koel
640,frisch::A,frískur,fris
641,feucht::A,rakur,vochtig
642,feucht::A,þvalur,vochtig
643,nass::A,votur,nat
644,nass::A,blautur,nat
645,trocken::A,þurr,droog
646,voll::A,fullur,vol
647,leer::A,tómur,leeg
648,offen::A,opinn,open
649,geschlossen::A,lokaður,gesloten
650,sauber::A,þrifinn,net
651,sauber::A,þrifinn,schoon
652,schmutzig::A,óhreinn,vuil
653,schmutzig::A,sóðalegur,vuil
654,roh::A,hrár,rauw
655,reif::A,þroskaður,rijp
656,lecker::A,ljúffengur,lekker
657,süß::A,sætur,zoet
658,bitter::A,beiskur,bitter
659,sauer::A,súr,zuur
660,hell::A,bjartur,licht
661,hell::A,bjartur,helder
662,dunkel::A,dimmur,donker
663,schwarz::A,svartur,zwart
664,weiß::A,hvítur,wit
665,rot::A,rauður,rood
666,gelb::A,gulur,geel
667,blau::A,blár,blauw
668,grün::A,grænn,groen
669,grau::A,grár,grijs
670,bunt::A,marglitur,bont
671,billig::A,ódýr,goedkoop
672,teuer::A,dýr,duur
673,wertvoll::A,verðmætur,kostbaar
674,wertvoll::A,verðmætur,waardevol
675,blind::A,blindur,blind
676,taub::A,heyrnarlaus,doof
677,kräftig::A,öflugur,krachtig
678,stark::A,sterkur,sterk
679,schwach::A,veill,zwak
680,fett::A,feitur,vet
681,schlank::A,grannur,slank
682,schlank::A,spengilegur,slank
683,hübsch::A,snotur,leuk
684,hübsch::A,laglegur,leuk
685,böse::A,illur,kwaad
686,böse::A,vondur,kwaad
687,dumm::A,heimskur,dom
688,faul::A,latur,lui
689,fleißig::A,iðinn,vlijtig
690,geizig::A,nískur,gierig
691,klug::A,hygginn,slim
692,klug::A,hygginn,schrander
693,klug::A,hygginn,verstandig
694,geschickt::A,fimur,handig
695,geschickt::A,fimur,vaardig
696,geschickt::A,laginn,handig
697,geschickt::A,laginn,vaardig
698,lieb::A,kær,lief
699,lieb::A,ljúfur,lief
700,lustig::A,kátur,vrolijk
701,sanft::A,blíður,zacht
702,hungrig::A,soltinn,hongerig
703,hungrig::A,hungraður,hongerig
704,krank::A,sjúkur,ziek
705,nackt::A,nakinn,naakt
706,traurig::A,dapur,treurig
707,traurig::A,dapur,bedroefd
708,traurig::A,hryggur,treurig
709,traurig::A,hryggur,bedroefd
710,lebendig::A,lifandi,levend
711,gut::A,góður,goed
712,schlecht::A,slæmur,slecht
713,schlecht::A,lélegur,slecht
714,richtig::A,réttur,juist
715,schlimm::A,slæmur,erg
716,schlimm::A,slæmur,kwaad
717,wahr::A,sannur,waar
718,alt::A,gamall,oud
719,neu::A,nýr,nieuw
720,ehemalig::A,fyrrverandi,voormalig
721,alt[Lebewesen]::A,gamall,oud
722,jung::A,ungur,jong
723,arm::A,vesall,arm
724,arm::A,fátækur,arm
725,reich::A,ríkur,rijk
726,reich::A,auðugur,rijk
727,bekannt::A,kunnugur,bekend
728,berühmt::A,frægur,beroemd
729,fremd::A,framandi,vreemd
730,fremd::A,ókunnugur,vreemd
731,verschieden::A,ýmis,verscheiden
732,verschieden::A,ýmis,verschillend
733,nah::A,nálægur,nabij
734,nah::A,nálægur,nabijgelegen
735,fern::A,fjarri,ver
736,fern::A,fjarlægur,ver
737,linker::A,vinstri,linker
738,rechter::A,hægri,rechter
739,anderer::A,annar,andere
740,erster::A,fyrsti,eerste
741,zweiter::A,annar,tweede
742,dritter::A,þriðji,derde
743,letzter::A,síðasti,laatste
744,allein::ADV,einn,alleen
745,allein::ADV,aleinn,alleen
746,auf einmal::ADV,allt í einu,ineens
747,auf einmal::ADV,allt í einu,tegelijk
748,zusammen::ADV,saman,samen
749,zusammen::ADV,saman,bijeen
750,lange::ADV,lengi,lang
751,plötzlich::ADV,skyndilega,eensklaps
752,plötzlich::ADV,skyndilega,plotsklaps
753,sofort::ADV,strax,terstond
754,sofort::ADV,strax,aanstonds
755,sofort::ADV,strax,onmiddelijk
756,sofort::ADV,þegar í stað,terstond
757,sofort::ADV,þegar í stað,aanstonds
758,sofort::ADV,þegar í stað,onmiddelijk
759,später::ADV,seinna,later
760,jetzt::ADV,nú,nu
761,jetzt::ADV,nú,nou
762,jetzt::ADV,nú,thans
763,jetzt::ADV,núna,nu
764,jetzt::ADV,núna,nou
765,jetzt::ADV,núna,thans
766,heute::ADV,í dag,heden
767,heute::ADV,í dag,vandaag
768,morgen::ADV,á morgun,morgen
769,bald::ADV,brátt,gauw
770,bald::ADV,brátt,weldra
771,bald::ADV,bráðum,gauw
772,bald::ADV,bráðum,weldra
773,dann::ADV,svo,dan
774,dann::ADV,svo,toen
775,dann::ADV,síðan,dan
776,dann::ADV,síðan,toen
777,gestern::ADV,í gær,gisteren
778,einst::ADV,forðum,eens
779,damals::ADV,þá,toen
780,damals::ADV,þá,destijds
781,damals::ADV,á þeim tímum,toen
782,damals::ADV,á þeim tímum,destijds
783,danach::ADV,á eftir því,daarna
784,vorher::ADV,áður,vooraf
785,vorher::ADV,áður,van tevoren
786,zuerst::ADV,fyrst,eerst
787,zuerst::ADV,fyrst,het eerst
788,einmal::ADV,einu sinni,eens
789,einmal::ADV,einu sinni,eenmaal
790,manchmal::ADV,stundum,soms
791,oft::ADV,oft,vaak
792,oft::ADV,oft,dikwijls
793,immer::ADV,alltaf,altijd
794,immer::ADV,sífellt,altijd
795,niemals::ADV,aldrei,nooit
796,hier::ADV,hér,hier
797,hierhin::ADV,hingað,hierheen
798,von hier::ADV,héðan,van hier
799,von hier::ADV,héðan,hiervandaan
800,dort::ADV,þar,daar
801,dort::ADV,þar,ginds
802,dort::ADV,þarna,daar
803,dort::ADV,þarna,ginds
804,dorthin::ADV,þangað,daarheen
805,geradeaus::ADV,beint áfram,rechtuit
806,geradeaus::ADV,beint áfram,rechtdoor
807,vorwärts::ADV,áfram,vooruit
808,vorwärts::ADV,áfram,voorwaarts
809,rückwärts::ADV,aftur á bak,achteruit
810,rückwärts::ADV,aftur á bak,achterwaarts
811,zurück::ADV,aftur,terug
812,zurück::ADV,til baka,terug
813,unten::ADV,niðri,beneden
814,unten::ADV,niðri,onderaan
815,unten::ADV,fyrir neðan,beneden
816,unten::ADV,fyrir neðan,onderaan
817,hinab::ADV,niður,omlaag
818,hinab::ADV,niður,naar beneden
819,hinab::ADV,niður eftir,omlaag
820,hinab::ADV,niður eftir,naar beneden
821,oben::ADV,uppi,boven
822,hinauf::ADV,upp,omhoog
823,hinauf::ADV,upp,naar boven
824,hinauf::ADV,upp eftir,omhoog
825,hinauf::ADV,upp eftir,naar boven
826,überall::ADV,alls staðar,alom
827,überall::ADV,alls staðar,overal
828,nicht::ADV,ekki,niet
829,ein wenig::ADV,dálítið,wat
830,kaum::ADV,varla,amper
831,kaum::ADV,varla,nauwelijks
832,kaum::ADV,tæplega,amper
