,Concept_ID,ru,kl
167,Bulle::N,бык,angutikulooq
168,Pferd::N,лошадь,
169,Schaf::N,овца,sava
170,Schwein::N,свинья,puuluki
171,Hund::N,собака,qimmeq
172,Katze::N,кошка,puisaaq
173,Bär::N,медведь,allaq
174,Eichhörnchen::N,белка,sissinnguaq
175,Elch::N,лось,
176,Fuchs::N,лиса,terianniaq
177,Hase::N,заяц,ukaleq
178,Maus::N,мышь,teriannguaq
179,Wolf::N,волк,amaroq
180,Vogel::N,птица,timmiaq
181,Schwarm::N,стая,
182,Huhn::N,курица,kukkukooq
183,Huhn::N,курица,marloraaqaaq
184,Hahn::N,петух,kiasiusaq
185,Gans::N,гусь,nerleq
186,Adler::N,орел,nattoralik
187,Ente::N,утка,
188,Eule::N,сова,uppik
189,Kranich::N,журавль,qorlorfik
190,Krähe::N,ворона,tuluatsiaq
191,Kuckuck::N,кукушка,kukkooq
192,Schwan::N,лебедь,qussuk
193,Fisch::N,рыба,aalisagaq
194,Barsch::N,окунь,
195,Hecht::N,щука,
196,Schlange[Tier]::N,змея,pulateriarsuk
197,Schlange[Tier]::N,змея,pulateriaarsuk
198,Wurm::N,червяк,
199,Spinne::N,паук,aasiaq
200,Spinne::N,паук,nissavaarsuk
201,Ameise::N,муравей,uniaaluk
202,Laus::N,вошь,kumak
203,Mücke::N,комар,ippernaq
204,Fliege::N,муха,ippernaq
205,Schmetterling::N,бабочка,paluaq
206,Schmetterling::N,бабочка,pakkaluaq
207,Schmetterling::N,бабочка,utsuppaluaq
208,Schmetterling::N,бабочка,taqaleqisaaq
209,Beere::N,ягода,paarmaq
210,Beere::N,ягода,paarngaq
211,Apfel::N,яблоко,iipili
212,Pilz::N,гриб,anngiusaq
213,Zwiebel::N,луковица,uanitsoq
214,Saat::N,семя,naatsiiassaq
215,Korn::N,зерно,maannineq
216,Heu::N,сено,
217,Schale::N,шелуха,niutsivik
218,Schale::N,шелуха,ilulissaq qaartussaq
219,Grube::N,яма,itersaq
220,Falle::N,ловушка,pualavoq
221,Schlinge::N,силок,orseq
222,Schlinge::N,силок,norloq
223,Spur::N,след,tumaa
224,Asche::N,зола,arsat
225,Asche::N,пепел,arsat
226,Dreck::N,грязь,minguk
227,Eisen::N,железо,savimineq
228,Eisen::N,железо,saffiugassaq
229,Gold::N,золото,kuulti
230,Silber::N,серебро,siilviuvoq
231,Kohle::N,уголь,aamarsuit aamaruutissat
232,Glas::N,стекло,igalaaq
233,Glas::N,стекло,imertarfik
234,Glas::N,стекло,igalaamineq
235,Lehm::N,глина,marraq
236,Sand::N,песок,sioqqat
237,Mensch::N,человек,inuk
238,Mensch::N,человек,silamiu
239,Mann::N,мужчина,angut
240,Frau::N,женщина,arnaq
241,Kind::N,ребенок,meeraq
242,Junge::N,мальчик,nukappiaraq
243,Mädchen::N,девочка,arnannguaq
244,Familie::N,семья,ilaqutakka
245,Familie::N,семья,ilaqutariit
246,Großvater::N,дедушка,aatak
247,Großmutter::N,бабушка,aanaq
248,Eltern::N,родители,angajoqqaat
249,Vater::N,отец,ataata
250,Vater::N,отец,ataataq
251,Mutter::N,мать,anaana
252,Sohn::N,сын,erneq
253,Tochter::N,дочь,panik
254,Bruder::N,брат,ani
255,Bruder::N,брат,aqqaluk
256,Bruder::N,брат,qatanngut
257,Schwester::N,сестра,naja
258,Schwester::N,сестра,aleqa
259,Schwester::N,сестра,qatanngut
260,Onkel::N,дядя,akkak
261,Tante::N,тетя,aja
262,Tante::N,тетя,ajak
263,Tante::N,тетя,atsak
264,Ehemann::N,муж,ui
265,Ehefrau::N,жена,nuliaq
266,Freude::N,радость,tipaatsussuseq
267,Gelächter::N,смех,illaq
268,Glück::N,счастье,usornaat
269,Glück::N,счастье,usornarsuseq
270,Kummer::N,горе,
271,Wunsch::N,желание,kissaat
272,Lust::N,влечение,illigussuseq
273,Lust::N,влечение,piummaseq
274,Geist::N,дух,anerneq
275,Geist::N,дух,toornaq
276,Gedanke::N,мысль,isumassaq
277,Gedächtnis::N,память,eqqaamannissuseq
278,Verstand::N,ум,isuma
279,Verstand::N,ум,sianissut
280,Verstand::N,ум,misigissut
281,Verstand::N,ум,sianissuseq
282,Verstand::N,ум,silaqassuseq
283,Sinn::N,смысл,isuma
284,Grund::N,повод,patsit
285,Wahrheit::N,правда,sallusuissut
286,Gespräch::N,беседа,
287,Märchen::N,сказка,oqalualaarut
288,Märchen::N,сказка,oqaluasaaq
289,Erzählung::N,рассказ,oqaluttuaq
290,Nachricht::N,сообщение,oqaassut
291,Nachricht::N,сообщение,oqqersuut
292,Neuigkeit::N,новость,tusarnartaq
293,Name::N,имя,ateq
294,Rätsel::N,загадка,nalorsitsaarut
295,Rede::N,речь,oqaluuseq
296,Sprache::N,язык,oqaatsit
297,Stimme::N,голос,erinaq
298,Stimme::N,голос,qarluuseq
299,Wort::N,слово,oqaasii
300,Zeichen::N,знак,nalunaaqqut
301,Ruf::N,зов,qaaqqussut
302,Lärm::N,шум,perpaluk
303,Laut::N,звук,torsukattak
304,Ton::N,звучание,erinaq
305,Lied::N,песня,taalliaq
306,Lied::N,песня,erinarsuut
307,Ruhe::N,покой,qatsunganeq
308,Leute::N,люди,inuiak
309,Leute::N,люди,inuiaqatigiit
310,Volk::N,народ,inuiaat
311,Arbeit::N,работа,suliaq
312,Gast::N,гость,qaaqqusaq
313,Geschenk::N,подарок,pajugut
314,Spiel::N,игра,
315,Gesellschaft::N,общество,
316,Hilfe::N,помощь,annertoqqut
317,Freund::N,друг,tiliaq
318,Freund::N,друг,ikinngut
319,Kamerad::N,приятель,tiliaq
320,Kamerad::N,приятель,ikinngut
321,Angelegenheit::N,дело,
322,Anzahl::N,количество,
323,Art::N,вид,ileqquuseq
324,Stück::N,кусок,nakkaalaniku
325,Teil::N,часть,tassiaasat
326,Hälfte::N,половина,affaq
327,Kreis::N,круг,kaajaluinneq or kaajaluitsoq
328,Kreuz::N,крест,sanningasulik
329,Linie::N,линия,tittaq
330,Linie::N,линия,titarneq
331,Strich::N,черта,
332,Abstand::N,промежуток,aku
333,Abstand::N,промежуток,ikiaq
334,Entfernung::N,расстояние,asi
335,Gegend::N,местность,nuna
336,Platz::N,пространство,ini
337,Platz::N,пространство,inissaq
338,Ort::N,место,sumiiffik
339,Seite::N,сторона,saneraq
340,Mitte::N,середина,qiteq
341,Gegenstand::N,предмет,
342,Sache::N,вещь,pigisaq
343,Rand::N,край,sini
344,Rand::N,край,akerfineq
345,Kante::N,ребро,akerfineq
346,Ecke::N,угол,teqeqqoq
347,Ecke::N,угол,tikeqqoq
348,Spitze::N,кончик,inngik
349,Ende::N,конец,isu
350,Loch::N,дыра,putu
351,Winkel::N,угол,teqeqqorissaat
352,Muster::N,узор,ilisserut
353,Größe::N,размер,angissuseq
354,Länge::N,длина,takissuseq
355,Höhe::N,высота,
356,Gewicht::N,вес,oqimaalutaq
357,Menge::N,количество,amerlassuseq
358,Haufen::N,куча,eqimattat
359,Reihe::N,ряд,allunaasaq
360,Boot::N,лодка,qajaq
361,Boot::N,лодка,angallat
362,Boot::N,лодка,umiatsiaq
363,Ruder::N,весло,iput
364,Schlitten::N,сани,qamutit
365,Schlitten::N,сани,qimusseq
366,Ski::N,лыжа,ataarut
367,Lagerfeuer::N,костер,
368,Last::N,тяжесть,nammagaq
369,Gang::N,ход,
370,Schritt::N,шаг,allorneq
371,Norden::N,север,avannaq
372,Süden::N,юг,qava
373,Süden::N,юг,kujat
374,Süden::N,юг,kujataa
375,Westen::N,запад,kitaa
376,Osten::N,восток,kangi
377,Holz::N,древесина,qisuk
378,Brett::N,доска,salliligaq
379,Platte::N,плита,qaateq
380,Stütze::N,подпорка,ajagutaq
381,Stütze::N,подпорка,ajaagutaq
382,Stange::N,жердь,kaaviffik
383,Stock::N,палка,ajaappissat
384,Stab::N,шест,ajaappissat
385,Rohr::N,труба,sullulik
386,Haus::N,дом,illu
387,Heim::N,дом,
388,Ofen::N,печь,kissarsuut
389,Fußboden::N,пол,nateq
390,Tisch::N,стол,allattarfik
391,Stuhl::N,стул,issiavik
392,Stuhl::N,стул,issiaffik
393,Wiege::N,колыбель,uaasoq
394,Bett::N,постель,nallavik
395,Regal::N,полка,ilisivik
396,Kiste::N,ящик,sakissat
397,Kiste::N,ящик,illerfiusaq
398,Fenster::N,окно,aki
399,Fenster::N,окно,igalaaq
400,Tür::N,дверь,matu
401,Tor::N,ворота,isaaffik
402,Zaun::N,забор,saputit
403,Dach::N,крыша,qaliaq
404,Leiter::N,лестница,tummeqqat
405,Leiter::N,лестница,majuartarfiit
406,Besen::N,метла,saligutit
407,Spaten::N,лопата,nivaataq
408,Schaufel::N,совок,nivaataq
409,Gabel::N,вилка,qilluaq
410,Gabel::N,вилка,ajassaatit
411,Löffel::N,ложка,alussaat
412,Messer::N,нож,savik
413,Nagel::N,гвоздь,kukik
414,Netz::N,сеть,anguffaseq
415,Haken::N,крюк,nissik
416,Haken::N,крюк,qarsorsaq
417,Haken::N,крюк,qarsorsartoq
418,Griff::N,ручка,ipi
419,Schloss::N,замок,illussaarsuaq
420,Bild::N,картина,assiliaq
421,Figur::N,фигура,kisitsit
422,Puppe::N,кукла,inuusaq
423,Beutel::N,мешок,
424,Bündel::N,связка,qilertaq
425,Tasche::N,сумка,pooqattaq
426,Eimer::N,ведро,
427,Deckel::N,крышка,matu
428,Geschirr::N,посуда,anut
429,Sack::N,мешок,
430,Tasse::N,чашка,tiitorfik
431,Tasse::N,чашка,tiitorfiup ilorlia
432,Topf::N,кастрюля,qoqqoq
433,Kessel::N,котел,uunnaavik
434,Essen::N,еда,igaaq
435,Nahrung::N,пища,neqissaq
436,Speise::N,блюдо,nerisassat
437,Speise::N,кушанье,nerisassat
438,Fleisch::N,мясо,neqi
439,Getreide::N,хлеб,maannineq
440,Brei::N,каша,
441,Brot::N,хлеб,iffit
442,Brot::N,хлеб,iffiaq
443,Scheibe::N,ломоть,igalaassiaq
444,Fett::N,жир,tarnutissaq
445,Fett::N,жир,tarnutissiaq
446,Butter::N,масло,punneq
447,Öl::N,масло,uulia
448,Salz::N,соль,taratsut
449,Suppe::N,суп,qajoq
450,Honig::N,мед,tungusunnitsuut
451,Milch::N,молоко,immuk
452,Tee::N,чай,tii
453,Tee::N,чай,teeq
454,Leder::N,кожа,
455,Wolle::N,шерсть,nuersagassiaq
456,Stoff::N,ткань,milliaq
457,Stoff::N,ткань,qarlissiaq
458,Nadel::N,игла,meqqut
459,Faden::N,нитка,ujalussiaq
460,Knopf::N,пуговица,attat
461,Knoten::N,узел,akeroq
462,Knoten::N,узел,qilerneq
463,Farbe::N,краска,qalipaat
464,Kleidung::N,одежда,atisat
465,Kleidung::N,одежда,annoraaq
466,Hemd::N,рубашка,ilupaaq
467,Kragen::N,воротник,qungasiinnaq
468,Ärmel::N,рукав,aaq
469,Hose::N,брюки,qarliit
470,Gürtel::N,пояс,qiterut
471,Gürtel::N,пояс,unngersaq
472,Mütze::N,шапка,nasaq
473,Schuh::N,ботинок,skuu
474,Schuh::N,ботинок,ikernuk
475,Schuh::N,ботинок,ateraasaq
476,Stiefel::N,сапог,kamik
477,Ring::N,кольцо,assammiu
478,Band::N,лента,qilerutissiaq
479,Kamm::N,расческа,illaagutit
480,Kamm::N,расческа,illaajaatit pl.
481,Spiegel::N,зеркало,tarrarsuut
482,Riemen::N,ремень,allunaaq
483,Schnur::N,веревка,kujaaq
484,Schnur::N,веревка,allunaasaq
485,Leine::N,поводок,aleq
486,Decke::N,одеяло,qipik
487,Kissen::N,подушка,akit
488,Tuch::N,платок,qarlissiaq
489,Handtuch::N,полотенце,allarut
490,Handtuch::N,полотенце,allarterut
491,Kraft::N,сила,pissak
492,Stärke::N,крепость,qerattarsaat
493,Gesundheit::N,здоровье,peqqisusseq
494,Krankheit::N,болезнь,nappaat
495,Schmerz::N,боль,anniaat
496,Wunde::N,рана,iki
497,Fieber::N,лихорадка,nappaat qanimanartoq
498,Fieber::N,температура,nappaat qanimanartoq
499,Arznei::N,лекарство,imigassaq
500,Brücke::N,мост,ikaartarfik
501,Brunnen::N,колодец,tissaluttuliaq
502,Weide::N,пастбище,masarsuk
503,Pfad::N,тропа,aqqut
504,Weg::N,путь,aggerfik
505,Weg::N,дорога,aggerfik
506,Straße::N,улица,aqqusineq
507,Straße::N,дорога,aqqusineq
508,Dorf::N,деревня,nunaqarfik
509,Stadt::N,город,illorpaat
510,Stadt::N,город,illorpalik
511,Brief::N,письмо,allagarsiaq
512,Buch::N,книга,atuakkat
513,Buch::N,книга,mappersagaq
514,Buchstabe::N,буква,naqinneq
515,Zeitung::N,газета,aviisi
516,Leben::N,жизнь,inuussuseq
517,Tod::N,смерть,toqu
518,Tod::N,смерть,toquneq
519,Grab::N,могила,iliveq
520,Grab::N,могила,illissat
521,Kirche::N,церковь,oqaluffik
522,Sünde::N,грех,ajorti
523,Gott::N,бог,
524,Arbeiter::N,рабочий,sulisoq
525,Chef::N,начальник,ittoqut
526,Meister::N,мастер,naalagaq
527,Arzt::N,врач,katsorsaasoq
528,Lehrer::N,учитель,ilinniartitsisoq
529,Geld::N,деньги,aningaasat
530,Geschäft::N,занятие,niuertarfik
531,Laden::N,магазин,niuertarfik
532,Preis::N,цена,aki
533,Ware::N,товар,qaliata pii
534,Ware::N,товар,nioqqutissaq
535,Nutzen::N,выгода,iluaqut
536,Reichtum::N,богатство,
537,Welt::N,мир,nunarsuaq
538,Land::N,страна,nuna
539,Staat::N,государство,
540,König::N,король,kunngi
541,Macht::N,власть,pissaassuseq
542,Grenze::N,граница,killik
543,Krieg::N,война,sorsunneq
544,Feind::N,враг,akeraq
545,Feind::N,враг,akerartorti
546,Feind::N,враг,qinngarsuisoq
547,Gewalt::N,насилие,
548,Kampf::N,борьба,sorsunneq
549,Bogen[Waffe]::N,лук,
550,Pfeil::N,стрела,qalugiusaq
551,Gewehr::N,ружье,aallaat
552,Fehler::N,ошибка,kukkuneq
553,Fehler::N,ошибка,paarlaappaa
554,Lüge::N,ложь,
555,Schaden::N,вред,
556,Unglück::N,беда,perluut
557,Schuld::N,вина,akiitsugaq
558,Schuld::N,вина,akiligassaq
559,Alter::N,возраст,utoqqaq
560,Schluss::N,окончание,isu
561,Zeit::N,время,ulloq
562,Zeit::N,время,akuttoqatigiinneq
563,Tag::N,день,ulloq
564,Morgen::N,утро,ullaaq
565,Mittag::N,полдень,ulloqeqqa
566,Abend::N,вечер,unnuk
567,Nacht::N,ночь,unnuaq
568,Woche::N,неделя,sapaatip akunnera
569,Monat::N,месяц,qaammat
570,Jahr::N,год,ukioq
571,Frühling::N,весна,upernaaq
572,Sommer::N,лето,aasaq
573,Herbst::N,осень,ukiaq
574,Winter::N,зима,ukioq
575,Januar::N,январь,siulleeq
576,Januar::N,январь,qaammaliaq
577,Februar::N,февраль,aarlaat
578,März::N,март,marsi
579,März::N,март,martsi
580,April::N,апрель,
581,Mai::N,май,maaji
582,Juni::N,июнь,juuni
583,Juli::N,июль,juuli
584,August::N,август,aggusti
585,September::N,сентябрь,septembari
586,Oktober::N,октябрь,oktobari
587,November::N,ноябрь,novembari
588,Dezember::N,декабрь,detsembari
589,Montag::N,понедельник,ataasinngortoq
590,Dienstag::N,вторник,marlunngorneq
591,Mittwoch::N,среда,pingasunngorneq
592,Donnerstag::N,четверг,sisamanngorneq
593,Freitag::N,пятница,tallimanngorneq
594,Samstag::N,суббота,arfininngorneq
595,Sonntag::N,воскресенье,sapaat
596,Sonntag::N,воскресенье,sapaati
597,groß::A,большой,angivoq
598,klein::A,маленький,mikivoq
599,lang::A,длинный,takisooq
600,kurz::A,короткий,naatsoq
601,breit::A,широкий,silippoq
602,schmal::A,узкий,amitsoq
603,dicht::A,густой,torsusooq
604,dick[Gegenstand]::A,толстый,issuvoq
605,dick[Gegenstand]::A,толстый,issusooq
606,dünn::A,тонкий,amitsoq
607,fein::A,тонкий,mamarpoq
608,fest::A,крепкий,tangeqarpoq
609,flach::A,плоский,nalimmappoq
610,glatt::A,гладкий,quasak
611,hart::A,твердый,mattusooq
612,hart::A,твердый,manngerpoq
613,hart::A,твердый,titeqquluppoq
614,weich::A,мягкий,nerumaarpoq
615,rund::A,круглый,ammallorippoq
616,spitz::A,остроконечный,qummukujooq
617,scharf::A,острый,ipippoq
618,stumpf::A,тупой,anngerpoq
619,schwer::A,тяжелый,oqimaappoq
620,schön::A,красивый,kusanarpoq
621,heiß::A,жаркий,kiappoq
622,warm::A,теплый,oqorpoq
623,kalt::A,холодный,issippoq
624,kühl::A,прохладный,pueqqortippoq
625,frisch::A,свежий,
626,feucht::A,влажный,isugutavoq
627,feucht::A,влажный,qaasernarpoq
628,nass::A,мокрый,imerorpoq
629,trocken::A,сухой,panerpoq
630,voll::A,полный,ulikkaarpoq
631,voll::A,наполненный,ulikkaarpoq
632,leer::A,пустой,imaattuarpoq
633,offen::A,открытый,ammavoq
634,geschlossen::A,закрытый,matuvoq
635,sauber::A,чистый,eqqippoq
636,sauber::A,чистый,sukuluippoq
637,sauber::A,чистый,ipeqanngilaq
638,schmutzig::A,грязный,tapappoq
639,schmutzig::A,грязный,minguppoq
640,roh::A,сырой,aapavoq
641,reif::A,зрелый,qaarulerpoq
642,lecker::A,вкусный,
643,süß::A,сладкий,tungusunnippoq
644,bitter::A,горький,qasilippoq
645,sauer::A,кислый,
646,hell::A,светлый,qaamavoq
647,dunkel::A,темный,qernerpoq
648,schwarz::A,черный,qernerpoq
649,weiß::A,белый,qaqorpoq
650,rot::A,красный,aappaluppoq
651,gelb::A,желтый,sungaarpoq
652,blau::A,синий,tungujorpoq
653,grün::A,зеленый,qorsooqqippoq
654,grau::A,серый,qaserpoq
655,bunt::A,пестрый,
656,billig::A,дешевый,akikippoq
657,teuer::A,дорогой,
658,wertvoll::A,ценный,erlinnarpoq
659,blind::A,слепой,tappiippoq
660,blind::A,слепой,isigisaqanngilaq
661,taub::A,глухой,tusilarpoq
662,kräftig::A,могучий,pissaq
663,kräftig::A,могучий,pissarsuaq
664,stark::A,сильный,sanngivoq
665,schwach::A,слабый,nakuippoq
666,fett::A,жирный,pualavoq
667,schlank::A,стройный,tuappoq
668,hübsch::A,прелестный,aatsialaq
669,böse::A,злой,ajorpoq
670,dumm::A,глупый,taqajak
671,dumm::A,глупый,sikkilluppoq
672,dumm::A,глупый,qaatusimasaqanngilaq
673,faul::A,ленивый,eqiasuppoq
674,faul::A,ленивый,eqiattortuvoq
675,fleißig::A,прилежный,eqiasuippoq
676,geizig::A,жадный,iasilaarpoq
677,geizig::A,жадный,tukkuippoq
678,klug::A,умный,mallak
679,klug::A,умный,ittanneq
680,klug::A,умный,kutaappoq
681,klug::A,умный,kuttaappoq
682,klug::A,умный,qarasagippoq
683,geschickt::A,искусный,
684,lieb::A,милый,akisooq
685,lustig::A,веселый,piikulavoq
686,sanft::A,нежный,isumagippoq
687,hungrig::A,голодный,kaappoq
688,hungrig::A,голодный,perlilerpoq
689,krank::A,больной,napparsimavoq
690,nackt::A,голый,
691,traurig::A,грустный,aliasuppoq
692,lebendig::A,живой,uumavoq
693,gut::A,хороший,ajunngilaq
694,schlecht::A,плохой,sualuppoq
695,richtig::A,правильный,iluarpoq
696,schlimm::A,отвратительный,amiilaarnarpoq
697,schlimm::A,мерзкий,amiilaarnarpoq
698,wahr::A,настоящий,ilumoorpoq
699,alt::A,старый,pisoqaq
700,neu::A,новый,nutaavoq
701,ehemalig::A,бывший,
702,alt[Lebewesen]::A,пожилой,utoqqaq
703,jung::A,молодой,inuusuppoq
704,jung::A,молодой,kingulliarsuk
705,arm::A,бедный,piillasoq
706,arm::A,бедный,piitsuuvoq
707,reich::A,богатый,pisuuvoq
708,bekannt::A,знакомый,
709,berühmt::A,знаменитый,tusaamasaq
710,fremd::A,чужой,ajasoornarpoq
711,verschieden::A,разный,allatut
712,verschieden::A,разный,tamalaat
713,nah::A,близкий,qanippoq
714,fern::A,далекий,ungasippoq
715,linker::A,левый,saamerleq
716,rechter::A,правый,innarluissut
717,anderer::A,другой,
718,erster::A,первый,siulleq
719,zweiter::A,второй,qataatsup tullia
720,dritter::A,третий,pingajorarterut
721,letzter::A,последний,kingulleq
722,allein::ADV,один,kisimiippoq
723,auf einmal::ADV,сразу,tassanngaannaq
724,zusammen::ADV,вместе,attaasa
725,zusammen::ADV,вместе,attarmik
726,lange::ADV,долго,akuni
727,plötzlich::ADV,вдруг,tassanngaannaq
728,sofort::ADV,тотчас,erniinnaq
729,später::ADV,позже,kingorna
730,jetzt::ADV,сейчас,maanna
731,jetzt::ADV,сейчас,massakkut
732,heute::ADV,сегодня,ullumi
733,morgen::ADV,завтра,aqagu
734,bald::ADV,скоро,erniinnaq
735,dann::ADV,потом,taava
736,gestern::ADV,вчера,ippassaq
737,einst::ADV,однажды,ataatsimik
738,einst::ADV,однажды,ilaanni
739,damals::ADV,тогда,taamani
740,damals::ADV,тогда,taamanikkut
741,damals::ADV,тогда,taassumuunakkut
742,danach::ADV,затем,taava
743,vorher::ADV,раньше,siornagut
744,zuerst::ADV,сперва,
745,einmal::ADV,раз,ilaanni
746,einmal::ADV,раз,ataatsimik
747,manchmal::ADV,иногда,qaqutigu
748,manchmal::ADV,иногда,qaqutigut
749,oft::ADV,часто,akulikitsumik
750,immer::ADV,всегда,tamatigut
751,niemals::ADV,никогда,
752,hier::ADV,здесь,maani
753,hierhin::ADV,сюда,maani
754,von hier::ADV,отсюда,
755,dort::ADV,там,
756,dorthin::ADV,туда,ikuuna
757,geradeaus::ADV,прямо,narlumut
758,vorwärts::ADV,вперед,pilangavoc
759,rückwärts::ADV,назад,kingumut
760,rückwärts::ADV,назад,tunumut or tunummut
761,zurück::ADV,обратно,kingumut
762,zurück::ADV,обратно,tunumut or tunummut
763,unten::ADV,внизу,kana
764,hinab::ADV,вниз,qiviu
765,oben::ADV,наверху,
766,hinauf::ADV,вверх,
767,überall::ADV,везде,tamaginni
768,überall::ADV,везде,tamani tamaani
769,nicht::ADV,не,
770,ein wenig::ADV,немного,
