,Concept_ID,uk,se
410,Wind::N,вітер,biegga
411,Wind::N,вітер,biegga
412,Wind::N,вітер,pieg'gâ
413,Wind::N,вітер,piõg'g
414,Wind::N,вітер,пӣӈӈк
415,Welle::N,хвиля,baaroe
416,Welle::N,хвиля,bárro
417,Welle::N,хвиля,bárru
418,Welle::N,хвиля,pááṛu
419,Welle::N,хвиля,päärr
420,Welle::N,хвиля,нэ̄ммп
421,Wasser::N,вода,tjaetsie
422,Wasser::N,вода,tjáhtje
423,Wasser::N,вода,čáhci
424,Wasser::N,вода,čääci
425,Wasser::N,вода,čää´cc
426,Wasser::N,вода,ча̄дзь
427,Stein::N,камінь,gierkie
428,Stein::N,камінь,giergge
429,Stein::N,камінь,geađgi
430,Stein::N,камінь,keđgi
431,Stein::N,камінь,ǩeä´dǧǧ
432,Stein::N,камінь,ке̄ддҌк
433,Boden::N,ґрунт,betnie
434,Boden::N,ґрунт,ednam
435,Boden::N,ґрунт,bodni
436,Boden::N,ґрунт,vuođđu
437,Boden::N,ґрунт,ponne
438,Boden::N,ґрунт,vuáđ̣u
439,Boden::N,ґрунт,vuâđđ
440,Boden::N,ґрунт,лаввьн
441,Boden::N,ґрунт,е̄ммьне
442,Erde::N,земля,jåarta
443,Erde::N,земля,mueltie
444,Erde::N,земля,ednam
445,Erde::N,земля,mållde
446,Erde::N,земля,eana
447,Erde::N,земля,eennâm
448,Erde::N,земля,mädd
449,Erde::N,земля,jânnam
450,Erde::N,земля,е̄ммьне
451,Staub::N,пил,heblie
452,Staub::N,пил,tsumhtsie
453,Staub::N,пил,dubme
454,Staub::N,пил,dopmu
455,Staub::N,пил,kovjâ
456,Staub::N,пил,põõ´l
457,Staub::N,пил,кэ̄ббьй
458,Rauch::N,дим,soeve
459,Rauch::N,дим,suovva
460,Rauch::N,дим,suovva
461,Rauch::N,дим,suoṿâ
462,Rauch::N,дим,suõvv
463,Rauch::N,дим,сӯвв
464,Funke::N,іскра,naestie
465,Funke::N,іскра,tjuonam
466,Funke::N,іскра,čuotnan
467,Funke::N,іскра,čuođâlm
468,Funke::N,іскра,iiskâr
469,Funke::N,іскра,čuõzzâm
470,Funke::N,іскра,чӯссэм
471,Feuer::N,вогонь,dålle
472,Feuer::N,вогонь,dållå
473,Feuer::N,вогонь,dolla
474,Feuer::N,вогонь,tullâ
475,Feuer::N,вогонь,toll
476,Feuer::N,вогонь,то̄лл
477,Licht::N,світло,tjoevke
478,Licht::N,світло,tjuovgga
479,Licht::N,світло,čuovga
480,Licht::N,світло,čuovggas
481,Licht::N,світло,čuoṿâ
482,Licht::N,світло,toll
483,Licht::N,світло,čuõvv
484,Licht::N,світло,то̄лл
485,Schatten::N,тінь,skugkie
486,Schatten::N,тінь,soejvene
487,Schatten::N,тінь,irkes
488,Schatten::N,тінь,sieges
489,Schatten::N,тінь,itku
490,Schatten::N,тінь,suoivâ
491,Schatten::N,тінь,õõtt
492,Schatten::N,тінь,ǩeeu´niǩ
493,Schatten::N,тінь,кывьнэхь
494,Wetter::N,погода,vïerhtse
495,Wetter::N,погода,dálkke
496,Wetter::N,погода,dálki
497,Wetter::N,погода,šoŋŋâ
498,Wetter::N,погода,šõŋŋ
499,Wetter::N,погода,шэ̄ӈӈ
500,Nebel::N,туман,såavla
501,Nebel::N,туман,mearhka
502,Nebel::N,туман,murkko
503,Nebel::N,туман,mierkká
504,Nebel::N,туман,mierká
505,Nebel::N,туман,miär'kká
506,Nebel::N,туман,oṃo
507,Nebel::N,туман,sue´lnn
508,Nebel::N,туман,цӣгк
509,Nebel::N,туман,сулльн
510,Wolke::N,хмара,balve
511,Wolke::N,хмара,balvva
512,Wolke::N,хмара,balva
513,Wolke::N,хмара,polvâ
514,Wolke::N,хмара,põlvv
515,Wolke::N,хмара,пэллв
516,Regen::N,дощ,ebrie
517,Regen::N,дощ,harvve
518,Regen::N,дощ,arvi
519,Regen::N,дощ,arve
520,Regen::N,дощ,â´brr
521,Regen::N,дощ,аббьр
522,Schnee::N,сніг,lopme
523,Schnee::N,сніг,moehtege
524,Schnee::N,сніг,muohta
525,Schnee::N,сніг,muohta
526,Schnee::N,сніг,muotâ
527,Schnee::N,сніг,muõtt
528,Schnee::N,сніг,вэ̄дз
529,Schnee::N,сніг,куэллт
530,Eis::N,лід,jïenge
531,Eis::N,лід,jiegŋa
532,Eis::N,лід,jiekŋa
533,Eis::N,лід,jieŋ̣â
534,Eis::N,лід,jiõŋŋ
535,Eis::N,лід,ӣӈӈ
536,Frost::N,мороз,baajkoe
537,Frost::N,мороз,tjoasskem
538,Frost::N,мороз,buolaš
539,Frost::N,мороз,puolâš
540,Frost::N,мороз,puõlâš
541,Frost::N,мороз,мӯнь
542,Kälte::N,холод,jueskie
543,Kälte::N,холод,tjåetskeme
544,Kälte::N,холод,tjoasskem
545,Kälte::N,холод,čoaskin
546,Kälte::N,холод,ko'lmâsvuotâ
547,Kälte::N,холод,ijss
548,Kälte::N,холод,čuä´cǩǩem
549,Kälte::N,холод,tuârggnjõs
550,Kälte::N,холод,кэ̄лмас
551,Hitze::N,жар,baahke
552,Hitze::N,жар,báhkka
553,Hitze::N,жар,báhkka
554,Hitze::N,жар,pakkâ
555,Hitze::N,жар,kuṃe
556,Hitze::N,жар,paašt
557,Hitze::N,жар,жоарр
558,Raureif::N,іній,jyjse
559,Raureif::N,іній,ridne
560,Raureif::N,іній,goarre
561,Raureif::N,іній,ritni
562,Raureif::N,іній,suhči
563,Raureif::N,іній,riṇe
564,Raureif::N,іній,ай
565,Regenbogen::N,райдуга,aatjan goengere
566,Regenbogen::N,райдуга,aatjan joekse
567,Regenbogen::N,райдуга,ádjájuoksa
568,Regenbogen::N,райдуга,arvedávgi
569,Regenbogen::N,райдуга,bajándávgi
570,Regenbogen::N,райдуга,äijihtävgi
571,Regenbogen::N,райдуга,teârmmazjohss
572,Regenbogen::N,райдуга,тӣрмесью̄ккс
573,Donner::N,грім,raejrie
574,Donner::N,грім,átjek
575,Donner::N,грім,átjárájdde
576,Donner::N,грім,áddjá
577,Donner::N,грім,baján
578,Donner::N,грім,juuṛâ
579,Donner::N,грім,tie´rmes
580,Donner::N,грім,тӣрмесь
581,Donner::N,грім,ча̄ркнэгк
582,Strömung::N,струмина,njuvvie
583,Strömung::N,струмина,ájggedáhpe
584,Strömung::N,струмина,rávdnji
585,Strömung::N,струмина,virde
586,Strömung::N,струмина,ve´rdd
587,Strömung::N,струмина,выррьт
588,Tropfen::N,крапля,gåajhkohts
589,Tropfen::N,крапля,gåjkudis
590,Tropfen::N,крапля,goaikkanas
591,Tropfen::N,крапля,čalme
592,Tropfen::N,крапля,čâ´lmm
593,Tropfen::N,крапля,ча̄лльм
594,Schaum::N,піна,sapte
595,Schaum::N,піна,såpptå
596,Schaum::N,піна,sokta
597,Schaum::N,піна,suptâ
598,Schaum::N,піна,soptt
599,Schaum::N,піна,со̄ппт
600,Schmutz::N,бруд,haaskoe
601,Schmutz::N,бруд,duolvva
602,Schmutz::N,бруд,duolva
603,Schmutz::N,бруд,durdi
604,Schmutz::N,бруд,stänži
605,Schmutz::N,бруд,sähss
606,Schmutz::N,бруд,са̄ккьс
607,Schmutz::N,бруд,не̄шшь
608,See::N,озеро,jaevrie
609,See::N,озеро,jávrre
610,See::N,озеро,jávri
611,See::N,озеро,jävri
612,See::N,озеро,jâu´rr
613,See::N,озеро,я̄ввьр
614,Sumpf::N,драговина,pluevie
615,Sumpf::N,драговина,áhpe
616,Sumpf::N,драговина,sæmssa
617,Sumpf::N,драговина,jeaggi
618,Sumpf::N,драговина,jeggi
619,Sumpf::N,драговина,jeä´ǧ'ǧ
620,Sumpf::N,драговина,ла̄ммьп
621,Moor::N,болото,pluevie
622,Moor::N,болото,jiegge
623,Moor::N,болото,suotnju
624,Moor::N,болото,karrii
625,Moor::N,болото,kä´rev
626,Moor::N,болото,veättaǩ
627,Moor::N,болото,ла̄ммьп
628,Wiese::N,луг,ïentje
629,Wiese::N,луг,giedde
630,Wiese::N,луг,gieddi
631,Wiese::N,луг,nijtto
632,Wiese::N,луг,пуэшенҍ
633,Wiese::N,лука,ïentje
634,Wiese::N,лука,giedde
635,Wiese::N,лука,gieddi
636,Wiese::N,лука,nijtto
637,Wiese::N,лука,пуэшенҍ
638,Wald::N,ліс,skåake
639,Wald::N,ліс,skåajje
640,Wald::N,ліс,miehtsie
641,Wald::N,ліс,vuovdde
642,Wald::N,ліс,miehttse
643,Wald::N,ліс,vuovdi
644,Wald::N,ліс,meahcci
645,Wald::N,ліс,mecci
646,Wald::N,ліс,vyemi
647,Wald::N,ліс,vue´mm
648,Wald::N,ліс,meä´c'c
649,Wald::N,ліс,ля̄ммт
650,Hügel::N,горб,deava
651,Hügel::N,горб,dievvá
652,Hügel::N,горб,dievvá
653,Hügel::N,горб,čummâ
654,Hügel::N,горб,pä´rcc
655,Hügel::N,горб,teä´rmm
656,Hügel::N,горб,ка̄ннҌт
657,Anhöhe::N,височина,deava
658,Anhöhe::N,височина,jalladahke
659,Anhöhe::N,височина,dievásj
660,Anhöhe::N,височина,aláš
661,Anhöhe::N,височина,luohkká
662,Anhöhe::N,височина,tiävá
663,Anhöhe::N,височина,poorááš
664,Anhöhe::N,височина,ču´lpp
665,Anhöhe::N,височина,škâu´ŋŋ
666,Anhöhe::N,височина,ка̄ннҌт
667,Berg::N,гора,bïerje
668,Berg::N,гора,várre
669,Berg::N,гора,várri
670,Berg::N,гора,vääṛi
671,Berg::N,гора,vää´rr
672,Berg::N,гора,те̄ррьм
673,Gipfel::N,вершина,dalvese
674,Gipfel::N,вершина,tjåhkkå
675,Gipfel::N,вершина,čohkka
676,Gipfel::N,вершина,čokke
677,Gipfel::N,вершина,čå´ǩǩ
678,Gipfel::N,вершина,ла̄ддҍв
679,Höhle::N,печера,beajoe
680,Höhle::N,печера,rájgge
681,Höhle::N,печера,sluoggo
682,Höhle::N,печера,biedju
683,Höhle::N,печера,kuovđâšm
684,Höhle::N,печера,skuõrr
685,Höhle::N,печера,вуэӈӈк
686,Abhang::N,схил,boelte
687,Abhang::N,схил,brijrie
688,Abhang::N,схил,bállte
689,Abhang::N,схил,vielti
690,Abhang::N,схил,luohkká
691,Abhang::N,схил,viel'tti
692,Abhang::N,схил,vie´ltt
693,Abhang::N,схил,луэххк
694,Quelle::N,джерело,aajege
695,Quelle::N,джерело,gaaltije
696,Quelle::N,джерело,ája
697,Quelle::N,джерело,ája
698,Quelle::N,джерело,gáldu
699,Quelle::N,джерело,aajâ
700,Quelle::N,джерело,käldee
701,Quelle::N,джерело,lädd
702,Quelle::N,джерело,käivv
703,Quelle::N,джерело,ка̄ййв
704,Bach::N,струмок,johketje
705,Bach::N,струмок,jåhkå
706,Bach::N,струмок,jågåsj
707,Bach::N,струмок,jogaš
708,Bach::N,струмок,aajâ
709,Bach::N,струмок,vuäjj
710,Bach::N,струмок,вуэйй
711,Fluss::N,річка,johke
712,Fluss::N,річка,ædno
713,Fluss::N,річка,jåhkå
714,Fluss::N,річка,johka
715,Fluss::N,річка,juuhâ
716,Fluss::N,річка,jokk
717,Fluss::N,річка,jeänn
718,Fluss::N,річка,ё̄гк
719,Ufer::N,берег,beala
720,Ufer::N,берег,gádde
721,Ufer::N,берег,gáddi
722,Ufer::N,берег,riddo
723,Ufer::N,берег,redd
724,Ufer::N,берег,рыннт
725,Küste::N,узбережжя,mïere
726,Küste::N,узбережжя,gaedtie
727,Küste::N,узбережжя,merragádde
728,Küste::N,узбережжя,merraguovllo
729,Küste::N,узбережжя,gáddi
730,Küste::N,узбережжя,riddo
731,Küste::N,узбережжя,miârr'redd
732,Küste::N,узбережжя,рыннт
733,Festland::N,суша,gaedtie
734,Festland::N,суша,gádde
735,Festland::N,суша,nannán
736,Festland::N,суша,kušknjâs
737,Festland::N,суша,eennâm
738,Festland::N,суша,jânnam
739,Festland::N,суша,ма̄ннтэр
740,Meer::N,море,mearoe
741,Meer::N,море,merra
742,Meer::N,море,nuorre
743,Meer::N,море,áhpi
744,Meer::N,море,mearra
745,Meer::N,море,meeṛâ
746,Meer::N,море,miârr
747,Meer::N,море,ме̄рр
748,Bucht::N,бухта,loekte
749,Bucht::N,бухта,oagge
750,Bucht::N,бухта,luokta
751,Bucht::N,бухта,luokta
752,Bucht::N,бухта,čuáj̣á
