,Concept_ID,ml,uz
197,Mann::N,പുരുഷൻ,ärkak
198,Frau::N,സ്ത്രീ,ayol
199,Kind::N,കുഞ്ഞ്,bola
200,Kind::N,കുഞ്ഞ്,kichkintoy
201,Junge::N,ആൺകുട്ടി,bola
202,Mädchen::N,പെൺകുട്ടി,qiz
203,Familie::N,കുടുംബം,oila
204,Großvater::N,അപ്പൂപ്പൻ,buva
205,Großvater::N,അപ്പൂപ്പൻ,katta ota
206,Großmutter::N,അമ്മുമ്മ,buvi
207,Großmutter::N,അമ്മുമ്മ,katta oyi
208,Eltern::N,മാതാപിതാക്കള്,ota-ona
209,Vater::N,അച്ഛൻ,ota
210,Mutter::N,അമ്മ,ona
211,Sohn::N,മകൻ,o'g'il
212,Tochter::N,മകൾ,qiz
213,Bruder::N,ചേട്ടൻ,og'a
214,Bruder::N,ചേട്ടൻ,uka
215,Bruder::N,അനിയൻ,og'a
216,Bruder::N,അനിയൻ,uka
217,Schwester::N,ചേച്ചി,opa
218,Schwester::N,ചേച്ചി,singil
219,Schwester::N,അനിയത്തി,opa
220,Schwester::N,അനിയത്തി,singil
221,Onkel::N,അമ്മാവൻ,amaki
222,Tante::N,മാമി,amma
223,Tante::N,മാമി,xola
224,Ehemann::N,ഭർത്താവ്,är
225,Ehefrau::N,ഭാര്യ,rafiqa
226,Freude::N,ആഹ്ലാദം,ayish
227,Gelächter::N,ചിരിയുടെ ശബ്ദം,kulgi
228,Glück::N,സന്തോഷം,saodat
229,Glück::N,സന്തുഷ്ടി,saodat
230,Kummer::N,ശോകം,g'am
231,Wunsch::N,ആഗ്രഹം,orzu
232,Lust::N,ആഗ്രഹം,rag'bat
233,Geist::N,ചുറുചുറുക്ക്,ruh
234,Gedanke::N,ചിന്ത,fikr
235,Gedächtnis::N,ഓർമ്മശക്തി,äs
236,Verstand::N,മനസ്സ്,aql
237,Sinn::N,അർത്ഥം,ma'ni
238,Grund::N,കാരണം,sabab
239,Wahrheit::N,സത്യം,haq
240,Gespräch::N,സല്ലാപം,gap
241,Märchen::N,യക്ഷിക്കഥ,ärtak
242,Erzählung::N,കഥ,rivoyat
243,Nachricht::N,സന്ദേശം,xabar
244,Neuigkeit::N,വാർത്ത,yangilik
245,Name::N,പേര്,ot
246,Rätsel::N,പ്രഹേളിക,topishmoq
247,Rede::N,സംസാരം,nutq
248,Sprache::N,ഭാഷ,til
249,Stimme::N,സ്വരം,ovoz
250,Wort::N,വാക്ക്,so'z
251,Zeichen::N,സംജ്ഞ,alomat
252,Ruf::N,വിളി,chaqiriq
253,Lärm::N,ആരവം,taraq
254,Laut::N,ശബ്ദം,tovush
255,Ton::N,സ്വരഭേദം,un
256,Lied::N,പാട്ട്,ashula
257,Ruhe::N,നിശ്ചലത,tinchlik
258,Leute::N,ജനങ്ങൾ,xaloyiq
259,Volk::N,രാഷ്ടം,xalq
260,Arbeit::N,ജോലി,ish
261,Gast::N,അതിലി,mehmon
262,Geschenk::N,സമ്മാനം,hadya
263,Spiel::N,കളി,o'yin
264,Gesellschaft::N,കൂട്ടായ്മ,jamiyat
265,Hilfe::N,സഹായം,yordam
266,Freund::N,സുഹൃത്ത്,do'st
267,Kamerad::N,കൂട്ടാളി,yo'ldosh
268,Angelegenheit::N,കാര്യം,daxl
269,Anzahl::N,എണ്ണം,son
270,Art::N,തരം,tur
271,Stück::N,കഷണം,parcha
272,Teil::N,ഭാഗം,bo'lak
273,Hälfte::N,പകുതി,yarim
274,Kreis::N,വൃത്തം,aylana
275,Kreuz::N,കുരിശടയാളം,xoch
276,Linie::N,വര,liniya
277,Linie::N,രേഖ,liniya
278,Strich::N,പക്ഷാഘാതം,chiziq
279,Abstand::N,വിടവ്,oralik
280,Entfernung::N,അകലം,uzoqlik
281,Gegend::N,പ്രദേശം,yer
282,Platz::N,ഇടം,oralig
283,Ort::N,സ്ഥലം,joy
284,Seite::N,വശം,yon
285,Mitte::N,മധ്യസ്ഥാനം,o'rta
286,Gegenstand::N,സാധനം,ashyo
287,Sache::N,വസ്തു,buyum
288,Rand::N,തൊങ്ങൽ,chek
289,Kante::N,അറ്റം,tig'
290,Ecke::N,മൂല,burchak
291,Spitze::N,അഗ്രം,uch
292,Ende::N,അവസാനം,oxir
293,Loch::N,ദ്വാരം,teshik
294,Winkel::N,കോൺ,go'sha
295,Muster::N,ക്രമം,nusha
296,Größe::N,വലുപ്പം,kattalik
297,Länge::N,നീളം,uzunlik
298,Höhe::N,ഉയരം,yuksaklik
299,Gewicht::N,കട്ടി,solmoq
300,Menge::N,അളവ്,miqdor
301,Haufen::N,കൂമ്പാരം,uyum
302,Reihe::N,വരി,saf
303,Boot::N,ബോട്ട്,qayiq
304,Ruder::N,പങ്കായം,äshkak
305,Schlitten::N,ഉരുളില്ലാവണ്ടി,chana
306,Ski::N,ഹിമപാദുകം,chang'i
307,Lagerfeuer::N,തീ,gulxan
308,Last::N,ഭാരം,yuk
309,Gang::N,നടത്തം,yurish
310,Schritt::N,ചുവട്,qadam
311,Norden::N,വടക്ക്,shimol
312,Süden::N,തെക്ക്,janub
313,Westen::N,പടിഞ്ഞാറ്,g'arb
314,Osten::N,കിഴക്ക്,sharq
315,Holz::N,തടി,yog'och
316,Brett::N,ബോർഡ്,taxta
317,Platte::N,തകിട്,tabaqa
318,Stütze::N,താങ്ങ്,tayanchi
319,Stange::N,കമ്പ്,qo'noq
320,Stock::N,വടി,tayoq
321,Stab::N,കുറുവടി,gavron
322,Rohr::N,കുഴൽ,tarnov
323,Haus::N,വീട്,uy
324,Heim::N,വീട്,makon
325,Ofen::N,സ്റ്റൌ,pechka
326,Fußboden::N,തറ,pol
327,Tisch::N,മേശ,mosa
328,Stuhl::N,കസേര,o'rindiq
329,Wiege::N,തൊട്ടിൽ,beshik
330,Bett::N,കിടക്ക,yotoq
331,Regal::N,ഷെൽഫ്,tokcha
332,Kiste::N,പെട്ടി,sandiq
333,Fenster::N,ജനൽ,deraza
334,Tür::N,വാതിൽ,äshik
335,Tor::N,കവാടം,darvoza
336,Zaun::N,വേലി,panjara
337,Dach::N,മേൽക്കുര,tom
338,Leiter::N,ഏണി,narvon
339,Besen::N,ചൂല്,supurgi
340,Spaten::N,തൂമ്പ,bel
341,Schaufel::N,തൂമ്പ,kurak
342,Gabel::N,മുൾക്കത്തി,bilka
343,Löffel::N,സ്പൂൺ,qoshiq
344,Messer::N,കത്തി,pichoq
345,Nagel::N,ആണി,mix
346,Netz::N,വല,to'r
347,Haken::N,കൊളുത്ത്,ilgak
348,Griff::N,കൈപ്പിടി,sop
349,Griff::N,കൈപ്പിടി,tutqich
350,Schloss::N,പൂട്ട്,qulf
351,Bild::N,ചിത്രം,rasm
352,Figur::N,കണക്ക്,shakl
353,Puppe::N,പാവ,ko'g'irchoq
354,Beutel::N,ബാഗ്,to'rva
355,Bündel::N,കെട്ട്,bog'lam
356,Tasche::N,ബാഗ്,kissa
357,Eimer::N,ബക്കറ്റ്,chelak
358,Deckel::N,ഉറ,qopqoq
359,Geschirr::N,പിഞ്ഞാണം,idish
360,Sack::N,ചാക്ക്,qop
361,Tasse::N,കപ്പ്,piyola
362,Topf::N,പാത്രം,tuvak
363,Kessel::N,കെറ്റ്ല്,qozon
364,Essen::N,ആഹാരസമയം,tomoq
365,Nahrung::N,ഭക്ഷണം,emak
366,Speise::N,ഡിഷ്,taom
367,Fleisch::N,മാംസം,go'sht
368,Getreide::N,ചോളം,g'alla
369,Brei::N,കഞ്ഞി,bo'tqa
370,Brot::N,റോട്ടി,non
371,Scheibe::N,തുണ്ട്,disk
372,Fett::N,കൊഴുപ്പ്,moy
373,Butter::N,വെണ്ണ,yog'
374,Öl::N,എണ്ണ,moy
375,Salz::N,ഉപ്പ്,tuz
376,Suppe::N,സൂപ്പ്,sho'rva
377,Honig::N,തേൻ,asal
378,Milch::N,പാൽ,sut
379,Tee::N,ചായ,choy
380,Leder::N,തുകൽ,charm
381,Wolle::N,കമ്പിളി,jun
382,Stoff::N,തുണി,mato
383,Nadel::N,സൂചി,igna
384,Faden::N,നൂല്,ip
385,Knopf::N,ബട്ടൺ,tugma
386,Knoten::N,കുരുക്ക്,tugun
387,Farbe::N,പെയിൻറ്,bo'yok
388,Kleidung::N,വസ്ത്രങ്ങൾ,kiyim
389,Hemd::N,ഷർട്ട്,ko'ylak
390,Kragen::N,കുപ്പായക്കഴുത്ത്,yoqa
391,Ärmel::N,കുപ്പായക്കൈ,yeng
392,Hose::N,ട്രൌസർ,shim
393,Gürtel::N,ബെൽറ്റ്,tasma
394,Mütze::N,തൊപ്പി,shapka
395,Schuh::N,ഷൂ,but
396,Stiefel::N,ബൂട്ട്,botinka
397,Ring::N,മോതിരം,yuzuk
398,Band::N,റിബൺ,rishta
399,Kamm::N,ചീപ്പ്,taroq
400,Spiegel::N,കണ്ണാടി,ko'zgu
401,Riemen::N,സ്ട്രാപ്പ്,qayish
402,Schnur::N,ചരട്,bog'ich
403,Leine::N,കെട്ടാനുള്ള തോൽവാർ,etak
404,Decke::N,പുതപ്പ്,odyol
405,Kissen::N,തലയിണ,yostiq
406,Tuch::N,സ്കാർഫ്,gazlama
407,Handtuch::N,തോർത്ത്,sochiq
408,Kraft::N,ശക്തി,kuch
409,Stärke::N,ശക്തി,quvvat
410,Gesundheit::N,ആരോഗ്യം,sog'lik
411,Krankheit::N,അസുഖം,kasallik
412,Schmerz::N,വേദന,og'riq
413,Wunde::N,മുറിവ്,yara
414,Fieber::N,പനി,bezgak
415,Arznei::N,മരുന്ന്,dori
416,Brücke::N,പാലം,ko'prik
417,Brunnen::N,കിണർ,buloq
418,Weide::N,മേച്ചൽ,yaylov
419,Pfad::N,വഴി,dorojka
420,Weg::N,വഴി,yo'l
421,Straße::N,റോഡ്,ko'cha
422,Dorf::N,ഗ്രാമം,ovul
423,Stadt::N,നഗരം,shahar
424,Brief::N,കത്ത്,maktub
425,Buch::N,പുസ്തകം,kitob
426,Buchstabe::N,അക്ഷരം,harf
427,Zeitung::N,വർത്തമാനപത്രം,gazet
428,Leben::N,ജീവൻ,hayot
429,Tod::N,മരണം,o'lim
430,Grab::N,ശവക്കുഴി,go'r
431,Kirche::N,പള്ളി,cherkov
432,Sünde::N,പാപം,gunoh
433,Gott::N,ദൈവം,olloh
434,Arbeiter::N,ജോലിക്കാരൻ,ishchi
435,Chef::N,മേധാവി,rais
436,Meister::N,യജമാനൻ,usta
437,Arzt::N,ഡോക്ടർ,hakim
438,Lehrer::N,അധ്യാപകൻ,muallim
439,Geld::N,പണം,pul
440,Geschäft::N,ബിസിനസ്,savdo
441,Laden::N,കട,do'kon
442,Preis::N,വില,baho
443,Ware::N,ചരക്ക്,mol
444,Nutzen::N,ലാഭം,foyda
445,Reichtum::N,ധനം,boylik
446,Welt::N,ലോകം,olam
447,Land::N,രാജ്യം,o'lka
448,Staat::N,രാജ്യം,davlat
449,König::N,രാജാവ്,qirol
450,Macht::N,അധികാരം,iqtidor
451,Grenze::N,അതിർത്തി,chegara
452,Krieg::N,യുദ്ധം,harb
453,Feind::N,ശത്രു,dushman
454,Gewalt::N,അക്രമം,zo'rlik
455,Kampf::N,പോരാട്ടം,kurash
456,Bogen[Waffe]::N,വില്ല്,yoy
457,Pfeil::N,അമ്പ്,o'q
458,Gewehr::N,തോക്ക്,vintovka
459,Fehler::N,പിശക്,xato
460,Lüge::N,കള്ളം,yolg'on
461,Schaden::N,കേടുപാട്,ziyon
462,Unglück::N,ദൌർഭാഗ്യം,balo
463,Schuld::N,തെറ്റ്,ayb
464,Alter::N,വയസ്സ്,yosh
465,Schluss::N,നിഗമനം,tamom
466,Zeit::N,സമയം,vaqt
467,Tag::N,ദിവസം,kun
468,Morgen::N,പ്രഭാതം,saboh
469,Mittag::N,ഉച്ച,kun tushlik
470,Abend::N,സായാഹ്നം,oqshom
471,Nacht::N,രാത്രി,tun
472,Woche::N,ആഴ്ച,hafta
473,Monat::N,മാസം,oy
474,Jahr::N,വർഷം,yil
475,Frühling::N,വസന്തം,bahor
476,Sommer::N,വേനൽ,yoz
477,Herbst::N,ശരത്കാലം,kuz
478,Herbst::N,ശരത്കാലം,xazon
479,Winter::N,ശൈത്യം,qish
480,Januar::N,ജനുവരി,yanvar'
481,Februar::N,ഫെബ്രുവരി,fevral'
482,März::N,മാർച്ച്,mart
483,April::N,ഏപ്രിൾ മാസം,aprel'
484,Mai::N,മെയ് മാസം,may
485,Juni::N,ജൂൺ,iyun'
486,Juli::N,ജൂലൈ,iyul'
487,August::N,ആഗസ്റ്റ്,avgust
488,September::N,സെപ്തംബർ,sentyabr'
489,Oktober::N,ഒക്ടോബർ,oktyabr'
490,November::N,നവംബർ,noyabr'
491,Dezember::N,ഡിസംബർ,dekabr'
492,Montag::N,തിങ്കളാഴ്ച,dushanba
493,Dienstag::N,ചൊവ്വ,seshanba
494,Mittwoch::N,ബുധനാഴ്ച,chorshanba
495,Donnerstag::N,വ്യാഴാഴ്ച,payshanba
496,Freitag::N,വെള്ളിയാഴ്ച,juma
497,Samstag::N,ശനിയാഴ്ച,shanba
498,Sonntag::N,ഞായറാഴ്ച,yakshanba
499,groß::A,വലിയ,buyuk
500,klein::A,ചെറിയ,kichik
501,lang::A,നീണ്ട,uzun
502,kurz::A,ഹ്രസ്വമായ,qisqa
503,breit::A,വിശാലമായ,keng
504,schmal::A,ഇടുങ്ങിയ,änsiz
505,dicht::A,നിബിഡമായ,quyuq
506,dick[Gegenstand]::A,തടിച്ച,qalin
507,dünn::A,മെലിഞ്ഞ,ingichka
508,fein::A,നേർത്ത,mayin
509,fest::A,ഉറപ്പുള്ള,qattiq
510,flach::A,പരന്ന,yalpoq
511,glatt::A,മിനുസമുള്ള,tekis
512,hart::A,കട്ടിയുള്ള,qattiq
513,weich::A,മൃദുവായ,yumshoq
514,rund::A,വട്ടത്തിലുള്ള,yumaloq
515,spitz::A,മുനയുള്ള,uchli
516,scharf::A,മൂർച്ചയുള്ള,keskir
517,stumpf::A,തുറന്നടിക്കുന്ന,to'mtoq
518,schwer::A,ഭാരമുള്ള,salmoqli
519,schön::A,മനോഹരമായ,go'zal
520,heiß::A,ചൂടുള്ള,qiziq
521,warm::A,ചൂടുള്ള,issiq
522,kalt::A,തണുത്ത,sovuq
523,kühl::A,തണുപ്പുള്ള,salqin
524,frisch::A,ശുദ്ധമായ,toza
525,feucht::A,ഈറനുള്ള,namli
526,nass::A,നനഞ്ഞ,nam
527,trocken::A,വരണ്ട,quruq
528,voll::A,നിറയെ,to'la
529,leer::A,ഒഴിഞ്ഞ,puch
530,offen::A,തുറന്ന,ochiq
531,geschlossen::A,അടച്ച,berk
532,sauber::A,വൃത്തിയുള്ള,ozoda
533,schmutzig::A,അഴുക്കുനിറഞ്ഞ,kir
534,roh::A,അസംസ്കൃതമായ,xom
535,reif::A,പഴുത്ത,pishiq
536,lecker::A,രുചികരമായ,shirin
537,süß::A,മധുരമുള്ള,shirin
538,bitter::A,കടുത്ത,achchiq
539,sauer::A,പുളിപ്പുള്ള,achchiq
540,hell::A,ജ്വലിക്കുന്ന,yorug'
541,dunkel::A,ഇരുണ്ട,qorong'i
542,schwarz::A,കറുത്ത,qora
543,weiß::A,വെളുത്ത,oq
544,rot::A,ചുവന്ന,qizil
545,gelb::A,മഞ്ഞനിറമായ,sariq
546,blau::A,നീലനിറമുള്ള,zangori
547,grün::A,പച്ചനിറമുള്ള,yashil
548,grau::A,ചാരനിറത്തിലുള്ള,bo'z
549,bunt::A,വർണ്ണശബളമായ,ola
550,billig::A,വിലകുറഞ്ഞ,arzon
551,teuer::A,ചെലവേറിയ,qimmat
552,wertvoll::A,വിലപിടിപ്പുള്ള,qimmat
553,blind::A,അന്ധനായ,ko'r
554,taub::A,കേൾവിക്കുറവുള്ള,garang
555,kräftig::A,ശക്തിയുള്ള,kuchli
556,stark::A,ബലമുള്ള,quvvatli
557,schwach::A,ക്ഷീണിച്ച,kuchsiz
558,fett::A,കൊഴുപ്പുള്ള,semiz
559,schlank::A,മെലിഞ്ഞ,ingichka
560,hübsch::A,മനോഹരമായ,ko'rkam
561,böse::A,പാപിയായ,yovuz
562,dumm::A,വിവരംകെട്ട,aqlsiz
563,faul::A,അലസനായ,ärinchak
564,fleißig::A,അദ്ധ്വാനശീലമുള്ള,ishchan
565,geizig::A,പിശുക്കനായ,qurumsoq
566,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,oqil
567,geschickt::A,പ്രതിഭാശാലി,äpchil
568,lieb::A,പ്രിയപ്പെട്ട,aziz
569,lustig::A,ആനന്ദകരമായ,chaqchaq
570,sanft::A,സൌമ്യമായ,asta
571,hungrig::A,വിശപ്പുള്ള,och
572,krank::A,അസുഖമുള്ള,kasal
573,nackt::A,നഡമായ,yalang
574,traurig::A,വിഷമമുള്ള,xafa
575,lebendig::A,ഉപജീവനം,hayotiy
576,gut::A,നല്ല,soz
577,schlecht::A,മോശമായ,yomon
578,richtig::A,ശരിയായ,rost
579,schlimm::A,വൃത്തികെട്ട,yovuz
580,wahr::A,ശരിയായ,haqiqiy
581,alt::A,പഴയ,äski
582,neu::A,പുതിയ,yangi
583,ehemalig::A,മുൻ,sobiq
584,alt[Lebewesen]::A,വയസ്സുള്ള,qari
585,jung::A,കൌമാരമായ,navqiron
586,arm::A,പാവപ്പെട്ട,abgor
587,reich::A,സമ്പന്നമായ,boy
588,bekannt::A,പരിചിതമായ,ma'lum
589,berühmt::A,പ്രശസ്തനായ,mashhur
590,fremd::A,വൈദേശികമായ,yot
591,verschieden::A,വ്യത്യസ്തമായ,turli
592,nah::A,അരികത്തുള്ള,yaqindagi
593,fern::A,അകലെയുള്ള,uzoq
594,linker::A,അവശേഷിച്ച,so'l
595,rechter::A,വലത്തേ,o'ng
596,anderer::A,മറ്റുള്ള,boshqa
597,erster::A,ആദ്യത്തെ,birinchi
598,zweiter::A,രണ്ടാം,ikkinchi
599,dritter::A,മൂന്നാമത്,uchinchi
600,letzter::A,അവസാനത്തെ,oxirgi
601,allein::ADV,തനിച്ചുള്ള,o'zicha
602,auf einmal::ADV,ഉടന്,varakay
603,zusammen::ADV,ഒരുമിച്ച,barobar
604,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,uzoq
605,plötzlich::ADV,പെട്ടെന്ന്,qo'qqisdan
606,sofort::ADV,തത്ക്ഷണം,darrov
607,später::ADV,പിന്നീട്,so'ngra
608,jetzt::ADV,ഇപ്പോൾ,hozirgina
609,heute::ADV,ഇന്ന്,bugun
610,morgen::ADV,നാളെ,ärta
611,bald::ADV,ഉടനെ,toz
612,dann::ADV,അപ്പോൾ,keyin
613,gestern::ADV,ഇന്നലെ,kecha
614,einst::ADV,പണ്ടൊരിക്കല്,avvallari
615,damals::ADV,അപ്പോൾ,ugal
616,danach::ADV,പിന്നീട്,so'ngra
617,vorher::ADV,മുൻപ്,avval
618,zuerst::ADV,ആദ്യം,avval
619,einmal::ADV,ഒരിക്കൽ,bir marta
620,manchmal::ADV,ചിലപ്പോൾ,onda-sonda
621,oft::ADV,പലപ്പോഴും,tez-tez
622,immer::ADV,എപ്പോഴും,har vaqt
623,niemals::ADV,ഒരിക്കലും,hargiz
624,hier::ADV,ഇവിടെ,shu erda
625,hierhin::ADV,ഇവിടേക്ക്,beri
626,von hier::ADV,ഇവിടെനിന്ന്,shu erdan
