,Concept_ID,tr,lv
360,Bulle::N,boğa,bullis
361,Pferd::N,at,вӧв
362,Pferd::N,at,zirgs
363,Pferd::N,beygir,вӧв
364,Pferd::N,beygir,zirgs
365,Schaf::N,koyun,ыж
366,Schaf::N,koyun,aita
367,Schwein::N,domuz,порсь
368,Schwein::N,domuz,cūka
369,Hund::N,it,пон
370,Hund::N,it,suns
371,Hund::N,köpek,пон
372,Hund::N,köpek,suns
373,Katze::N,kedi,кань
374,Katze::N,kedi,kaķis
375,Bär::N,ayı,ош
376,Bär::N,ayı,lācis
377,Eichhörnchen::N,sincap,ур
378,Eichhörnchen::N,sincap,vāvere
379,Elch::N,büyük kuzey geyiği,йӧра
380,Elch::N,büyük kuzey geyiği,alnis
381,Fuchs::N,tilki,руч
382,Fuchs::N,tilki,lapsa
383,Hase::N,tavşan,кӧч
384,Hase::N,tavşan,zaķis
385,Maus::N,fare,шыр
386,Maus::N,fare,pele
387,Maus::N,sıçan,шыр
388,Maus::N,sıçan,pele
389,Wolf::N,kurt,кӧин
390,Wolf::N,kurt,vilks
391,Vogel::N,kuş,кай
392,Vogel::N,kuş,лэбач
393,Vogel::N,kuş,putns
394,Schwarm::N,sürü,чукӧр
395,Schwarm::N,sürü,spiets
396,Huhn::N,tavuk,курӧг
397,Huhn::N,tavuk,vista
398,Hahn::N,horoz,петук
399,Hahn::N,horoz,gailis
400,Gans::N,kaz,дзодзӧг
401,Gans::N,kaz,zoss
402,Adler::N,kartal,кутш
403,Adler::N,kartal,ērglis
404,Adler::N,karakuş,кутш
405,Adler::N,karakuş,ērglis
406,Ente::N,ördek,утка
407,Ente::N,ördek,pīle
408,Eule::N,baykuş,сюзь
409,Eule::N,baykuş,pūce
410,Kranich::N,turna,тури
411,Kranich::N,turna,dzērve
412,Krähe::N,karga,рака
413,Krähe::N,karga,vārna
414,Kuckuck::N,guguk,кӧк
415,Kuckuck::N,guguk,dzeguze
416,Schwan::N,kuğu,юсь
417,Schwan::N,kuğu,gulbis
418,Fisch::N,balık,чери
419,Fisch::N,balık,zivs
420,Barsch::N,hani,ёкыш
421,Barsch::N,hani,asaris
422,Barsch::N,levrek,ёкыш
423,Barsch::N,levrek,asaris
424,Hecht::N,turnabalığı,сир
425,Hecht::N,turnabalığı,līdaka
426,Schlange[Tier]::N,yılan,кый
427,Schlange[Tier]::N,yılan,čūska
428,Wurm::N,kurt,номыр
429,Wurm::N,kurt,tārps
430,Wurm::N,solucan,номыр
431,Wurm::N,solucan,tārps
432,Spinne::N,örümcek,черань
433,Spinne::N,örümcek,zirneklis
434,Ameise::N,karınca,кодзувкот
435,Ameise::N,karınca,skudra
436,Laus::N,bit,той
437,Laus::N,bit,uts
438,Mücke::N,sivrisinek,ном
439,Mücke::N,sivrisinek,ods
440,Fliege::N,sinek,гут
441,Fliege::N,sinek,muša
442,Schmetterling::N,kelebek,бобув
443,Schmetterling::N,kelebek,tauriņš
444,Beere::N,tane,тусь
445,Beere::N,tane,вотӧс
446,Beere::N,tane,oga
447,Apfel::N,elma,яблӧг
448,Apfel::N,elma,ābols
449,Pilz::N,mantar,тшак
450,Pilz::N,mantar,sēne
451,Zwiebel::N,soğan,луккок
452,Zwiebel::N,soğan,йӧнгыль
453,Zwiebel::N,soğan,sīpols
454,Saat::N,ekin,тусь
455,Saat::N,ekin,кӧйдыс
456,Saat::N,ekin,sēkla
457,Korn::N,tane,тусь
458,Korn::N,tane,grauds
459,Heu::N,kuru ot,турун
460,Heu::N,kuru ot,siens
461,Schale::N,kabuk,кор
462,Schale::N,kabuk,čaula
463,Schale::N,kabuk,čaumala
464,Grube::N,çukur,гу
465,Grube::N,çukur,bedre
466,Falle::N,tuzak,лэч
467,Falle::N,tuzak,slazds
468,Falle::N,tuzak,lamatas
469,Schlinge::N,ilmik,лэч
470,Schlinge::N,ilmik,cilpa
471,Spur::N,iz,туй
472,Spur::N,iz,pēda
473,Asche::N,kül,пӧм
474,Asche::N,kül,pelni
475,Dreck::N,pislik,няйт
476,Dreck::N,pislik,dubļi
477,Eisen::N,demir,кӧрт
478,Eisen::N,demir,dzelzs
479,Gold::N,altın,зарни
480,Gold::N,altın,zelts
481,Silber::N,gümüş,эзысь
482,Silber::N,gümüş,sudrabs
483,Kohle::N,kömür,шом
484,Kohle::N,kömür,ogle
485,Glas::N,cam,стеклӧ
486,Glas::N,cam,stikls
487,Lehm::N,balçık,сёй
488,Lehm::N,balçık,māls
489,Sand::N,kum,лыа
490,Sand::N,kum,smiltis
491,Mensch::N,insan,морт
492,Mensch::N,insan,cilvēks
493,Mann::N,adam,аймӧрт
494,Mann::N,adam,мужичӧй
495,Mann::N,adam,vīrietis
496,Mann::N,erkek,аймӧрт
497,Mann::N,erkek,мужичӧй
498,Mann::N,erkek,vīrietis
499,Frau::N,bayan,ань
500,Frau::N,bayan,нывбаба
501,Frau::N,bayan,sieviete
502,Kind::N,çocuk,кага
503,Kind::N,çocuk,bērns
504,Junge::N,erkek çocuk,пи
505,Junge::N,erkek çocuk,zēns
506,Junge::N,erkek çocuk,puika
507,Junge::N,erkek çocuk,puisis
508,Mädchen::N,kız,ныв
509,Mädchen::N,kız,meiča
510,Mädchen::N,kız,skuķis
511,Mädchen::N,kız,meitene
512,Familie::N,aile,семья
513,Familie::N,aile,ģimene
514,Großvater::N,dede,пӧль
515,Großvater::N,dede,vecaistēvs
516,Großvater::N,büyükbaba,пӧль
517,Großvater::N,büyükbaba,vecaistēvs
518,Großmutter::N,nine,баб
519,Großmutter::N,nine,vecāmāte
520,Großmutter::N,büyükanne,баб
521,Großmutter::N,büyükanne,vecāmāte
522,Eltern::N,ebeveyn,ай-мам
523,Eltern::N,ebeveyn,бать-мам
524,Eltern::N,ebeveyn,vecāki
525,Eltern::N,ana baba,ай-мам
526,Eltern::N,ana baba,бать-мам
527,Eltern::N,ana baba,vecāki
528,Vater::N,ata,бать
529,Vater::N,ata,ай
530,Vater::N,ata,tēvs
531,Vater::N,baba,бать
532,Vater::N,baba,ай
533,Vater::N,baba,tēvs
534,Mutter::N,ana,мам
535,Mutter::N,ana,māte
536,Mutter::N,anne,мам
537,Mutter::N,anne,māte
538,Sohn::N,oğul,пи
539,Sohn::N,oğul,dēls
540,Tochter::N,kız,ныв
541,Tochter::N,kız,meita
542,Tochter::N,kız evlât,ныв
543,Tochter::N,kız evlât,meita
544,Bruder::N,abi,вок
545,Bruder::N,abi,brālis
546,Bruder::N,erkek kardeş,вок
547,Bruder::N,erkek kardeş,brālis
548,Schwester::N,abla,чой
549,Schwester::N,abla,māsa
550,Schwester::N,kız kardeş,чой
551,Schwester::N,kız kardeş,māsa
552,Onkel::N,dayı,дядь
553,Onkel::N,dayı,tēvocis
554,Tante::N,hala,тьӧт
555,Tante::N,hala,tante
556,Tante::N,teyze,тьӧт
557,Tante::N,teyze,tante
558,Ehemann::N,koca,верӧс
559,Ehemann::N,koca,vīrs
560,Ehefrau::N,karı,гӧтыр
561,Ehefrau::N,karı,sieva
562,Freude::N,neşe,радлун
563,Freude::N,neşe,prieks
564,Freude::N,sevinç,радлун
565,Freude::N,sevinç,prieks
566,Gelächter::N,gülme,серам
567,Gelächter::N,gülme,smiekli
568,Gelächter::N,kahkaha,серам
569,Gelächter::N,kahkaha,smiekli
570,Glück::N,mutluluk,шуд
571,Glück::N,mutluluk,laime
572,Kummer::N,dert,шог
573,Kummer::N,dert,bēdas
574,Kummer::N,dert,raizes
575,Kummer::N,keder,шог
576,Kummer::N,keder,bēdas
577,Kummer::N,keder,raizes
578,Wunsch::N,arzu,кӧсйӧм
579,Wunsch::N,arzu,vēlme
580,Wunsch::N,arzu,vēlējums
581,Wunsch::N,istek,кӧсйӧм
582,Wunsch::N,istek,vēlme
583,Wunsch::N,istek,vēlējums
584,Lust::N,arzu,кыскӧм
585,Lust::N,arzu,радейтӧм
586,Lust::N,arzu,kāre
587,Lust::N,heves,кыскӧм
588,Lust::N,heves,радейтӧм
589,Lust::N,heves,kāre
590,Geist::N,tin,лов
591,Geist::N,tin,gars
592,Gedanke::N,fikir,мӧвп
593,Gedanke::N,fikir,doma
594,Gedanke::N,düşünce,мӧвп
595,Gedanke::N,düşünce,doma
596,Gedächtnis::N,bellek,паметь
597,Gedächtnis::N,bellek,atmiņa
598,Verstand::N,zekâ,вежӧр
599,Verstand::N,zekâ,prāts
600,Sinn::N,anlam,мог
601,Sinn::N,anlam,вежӧртас
602,Sinn::N,anlam,nozīme
603,Grund::N,sebep,помка
604,Grund::N,sebep,pamats
605,Grund::N,sebep,iemesls
606,Wahrheit::N,doğruluk,збыль
607,Wahrheit::N,doğruluk,збыльтор
608,Wahrheit::N,doğruluk,taisnība
609,Wahrheit::N,doğruluk,patiesība
610,Wahrheit::N,gerçeklik,збыль
611,Wahrheit::N,gerçeklik,збыльтор
612,Wahrheit::N,gerçeklik,taisnība
613,Wahrheit::N,gerçeklik,patiesība
614,Gespräch::N,görüşme,сёрни
615,Gespräch::N,görüşme,saruna
616,Märchen::N,masal,мойд
617,Märchen::N,masal,pasaka
618,Erzählung::N,öykü,висьт
619,Erzählung::N,öykü,stāsts
620,Erzählung::N,öykü,nostāsts
621,Erzählung::N,hikâye,висьт
622,Erzählung::N,hikâye,stāsts
623,Erzählung::N,hikâye,nostāsts
624,Nachricht::N,haber,юӧртӧм
625,Nachricht::N,haber,ziņa
626,Neuigkeit::N,haber,выльтор
627,Neuigkeit::N,haber,jaunums
628,Name::N,ad,ним
629,Name::N,ad,vārds
630,Name::N,isim,ним
631,Name::N,isim,vārds
632,Rätsel::N,bilmece,нӧдкыв
633,Rätsel::N,bilmece,mīkla
634,Rede::N,söylev,сёрни
635,Rede::N,söylev,runa
636,Rede::N,konuşma,сёрни
637,Rede::N,konuşma,runa
638,Sprache::N,dil,кыв
639,Sprache::N,dil,valoda
640,Sprache::N,lisan,кыв
641,Sprache::N,lisan,valoda
642,Stimme::N,ses,гӧлӧс
643,Stimme::N,ses,вом шы
644,Stimme::N,ses,balss
645,Wort::N,kelime,кыв
646,Wort::N,kelime,vārds
647,Zeichen::N,işaret,пас
648,Zeichen::N,işaret,zīme
649,Ruf::N,çağırma,чукӧстчӧм
650,Ruf::N,çağırma,корӧм
651,Ruf::N,çağırma,sauciens
652,Lärm::N,şamata,шы
653,Lärm::N,şamata,зык
654,Lärm::N,şamata,зычитӧм
655,Lärm::N,şamata,troksnis
656,Lärm::N,gürültü,шы
657,Lärm::N,gürültü,зык
658,Lärm::N,gürültü,зычитӧм
659,Lärm::N,gürültü,troksnis
660,Laut::N,ses,шы
661,Laut::N,ses,skaņa
662,Ton::N,ses,шы
663,Ton::N,ses,tonis
664,Lied::N,türkü,сьылан
665,Lied::N,türkü,сьыланкыв
666,Lied::N,türkü,dziesma
667,Ruhe::N,sakinlik,чӧв
668,Ruhe::N,sakinlik,miers
669,Leute::N,halk,йӧз
670,Leute::N,halk,войтыр
671,Leute::N,halk,ļaudis
672,Leute::N,halk,cilvēki
673,Leute::N,insanlar,йӧз
674,Leute::N,insanlar,войтыр
675,Leute::N,insanlar,ļaudis
676,Leute::N,insanlar,cilvēki
677,Volk::N,ulus,йӧз
678,Volk::N,ulus,войтыр
679,Volk::N,ulus,tauta
680,Volk::N,millet,йӧз
681,Volk::N,millet,войтыр
682,Volk::N,millet,tauta
683,Arbeit::N,iş,удж
684,Arbeit::N,iş,darbs
685,Arbeit::N,çalışma,удж
686,Arbeit::N,çalışma,darbs
687,Gast::N,konuk,гӧсть
688,Gast::N,konuk,viešņa
689,Gast::N,konuk,ciemiņš
690,Gast::N,misafir,гӧсть
691,Gast::N,misafir,viešņa
692,Gast::N,misafir,ciemiņš
693,Geschenk::N,hediye,козин
694,Geschenk::N,hediye,dāvana
695,Geschenk::N,armağan,козин
696,Geschenk::N,armağan,dāvana
697,Spiel::N,oyun,ворсан
698,Spiel::N,oyun,rotaļa
699,Gesellschaft::N,çevre,котыр
700,Gesellschaft::N,çevre,biedrība
701,Gesellschaft::N,çevre,kompānija
702,Gesellschaft::N,arkadaşlık,котыр
703,Gesellschaft::N,arkadaşlık,biedrība
704,Gesellschaft::N,arkadaşlık,kompānija
705,Hilfe::N,yardım,отсӧг
706,Hilfe::N,yardım,palīdzība
707,Freund::N,dost,ёрт
708,Freund::N,dost,draugs
709,Freund::N,arkadaş,ёрт
710,Freund::N,arkadaş,draugs
711,Kamerad::N,arkadaş,ёрт
712,Kamerad::N,arkadaş,biedrs
713,Angelegenheit::N,iş,мог
714,Angelegenheit::N,iş,делӧ
715,Angelegenheit::N,iş,darīšana
716,Angelegenheit::N,husus,мог
717,Angelegenheit::N,husus,делӧ
718,Angelegenheit::N,husus,darīšana
719,Anzahl::N,sayı,лыд
720,Anzahl::N,sayı,тшӧт
721,Anzahl::N,sayı,skaits
722,Anzahl::N,sayı,daudzums
723,Art::N,çeşit,сикас
724,Art::N,çeşit,suga
725,Art::N,çeşit,šķira
726,Stück::N,tane,тор
727,Stück::N,tane,gabals
728,Stück::N,parça,тор
729,Stück::N,parça,gabals
730,Teil::N,kısım,юкӧн
731,Teil::N,kısım,daļa
732,Hälfte::N,yarı,пӧв
733,Hälfte::N,yarı,джын
734,Hälfte::N,yarı,puse
735,Kreis::N,daire,кытш
736,Kreis::N,daire,aplis
737,Kreis::N,daire,riņķis
738,Kreuz::N,haç,перна
739,Kreuz::N,haç,крест
740,Kreuz::N,haç,krusts
741,Linie::N,hat,визь
742,Linie::N,hat,līnija
743,Linie::N,çizgi,визь
744,Linie::N,çizgi,līnija
745,Strich::N,çizgi,визь
746,Strich::N,çizgi,svītra
747,Abstand::N,aralık,кост
748,Abstand::N,aralık,коласт
749,Abstand::N,aralık,atstarpe
750,Entfernung::N,mesafe,ылна
751,Entfernung::N,mesafe,attālums
752,Entfernung::N,mesafe,atstatums
753,Entfernung::N,uzaklık,ылна
754,Entfernung::N,uzaklık,attālums
755,Entfernung::N,uzaklık,atstatums
756,Gegend::N,yöre,му-ва
757,Gegend::N,yöre,apvidus
758,Gegend::N,yöre,apgabals
759,Platz::N,yer,ылдӧс
760,Platz::N,yer,йир
761,Platz::N,yer,гӧгӧртас
762,Platz::N,yer,vieta
763,Ort::N,yer,ин
764,Ort::N,yer,места
765,Ort::N,yer,vieta
766,Seite::N,yan,бок
767,Seite::N,yan,ӧтарладор
768,Seite::N,yan,sāns
769,Seite::N,taraf,бок
770,Seite::N,taraf,ӧтарладор
771,Seite::N,taraf,sāns
772,Mitte::N,orta,шӧр
773,Mitte::N,orta,vidus
774,Mitte::N,merkez,шӧр
775,Mitte::N,merkez,vidus
776,Gegenstand::N,şey,кӧлуй
777,Gegenstand::N,şey,priekšmets
778,Sache::N,iş,добра
779,Sache::N,iş,lieta
780,Sache::N,şey,добра
781,Sache::N,şey,lieta
782,Rand::N,kenar,дор
783,Rand::N,kenar,mala
784,Rand::N,kenar,apmale
785,Kante::N,kenar,дор
786,Kante::N,kenar,šķautne
787,Ecke::N,köşe,пельӧс
788,Ecke::N,köşe,kakts
789,Ecke::N,köşe,stūris
790,Spitze::N,uç,йыв
791,Spitze::N,uç,smaile
792,Spitze::N,uç,galotne
793,Spitze::N,baş,йыв
794,Spitze::N,baş,smaile
795,Spitze::N,baş,galotne
796,Ende::N,uç,пом
797,Ende::N,uç,gals
798,Ende::N,uç,uzgalis
