,Concept_ID,mhr,mrj
100,Tropfen::N,чӱча́лтыш,капльык
101,Schaum::N,шоҥ,шонг
102,Schmutz::N,лавыра́,лявӹрӓ
103,See::N,ер,йӓр
104,Sumpf::N,лӱ́кӧ,лӱкӹ
105,Moor::N,куп,куп
106,Wiese::N,о́лык,алык
107,Wald::N,чодыра́,шӹргӹ
108,Hügel::N,арка́,пӱгӹрикӓ
109,Anhöhe::N,тӧва́,кӱкшикӓ
110,Anhöhe::N,кӱкшака́,кӱкшикӓ
111,Berg::N,ку́рык,кырык
112,Gipfel::N,чаҥга́,неркӓ
113,Gipfel::N,курыкву́й,неркӓ
114,Höhle::N,пеще́р,ы́раж
115,Höhle::N,курыкпо́мыш,ы́раж
116,Abhang::N,та́йыл,полом
117,Quelle::N,важ,вӹдсӹнзӓ
118,Quelle::N,вӱдшинча́,вӹдсӹнзӓ
119,Bach::N,изэҥе́р,ӓнгӹр
120,Fluss::N,эҥе́р,вӹд
121,Ufer::N,сер,сир
122,Küste::N,вӱдтӱ́р,сир
123,Festland::N,мла́нде,мӱлӓндӹ
124,Meer::N,те́ҥыз,тангыж
125,Bucht::N,икса́,вӹдъял
126,Insel::N,отро́,острок
127,Blume::N,пеле́дыш,пеледӹш
128,Gras::N,шу́до,шуды
129,Wurzel::N,вож,важ
130,Baum::N,пуше́ҥге,пушӓнгӹ
131,Stamm::N,йы́тыр,пушӓнгӹ тӹнг
132,Rinde::N,шӱм,каргыж
133,Ast::N,укш,укш
134,Zweig::N,торма́к,укш
135,Blatt::N,лышта́ш,листӹ
136,Birke::N,куэ́,куги
137,Kiefer[Baum]::N,пӱ́нчӧ,йӓктӹ
138,Weide[Baum]::N,уа́,уа
139,Tanne::N,кож,кож
140,Horn::N,шур,шур
141,Feder::N,пы́стыл,пын
142,Fell::N,кова́ште,кавашты
143,Flügel::N,шу́лдыр,шылдыр
144,Klaue::N,кӱч,кӹч
145,Kralle::N,ла́па,лапа
146,Kralle::N,копа́,лапа
147,Schwanz::N,поч,пач
148,Ei::N,му́но,мыны
149,Nest::N,пыжа́ш,пӹжӓш
150,Bau::N,пыжа́ш,ыраж
151,Tier::N,я́нлык,во́льык
152,Tier::N,живо́тный,во́льык
153,Herde::N,кӱ́тӱ,кӹтö
154,Herde::N,тӱшка́,кӹтö
155,Kuh::N,ушка́л,ышкал
156,Bulle::N,ӱ́шкыж,ӱшкӱж
157,Pferd::N,и́мне,имни
158,Schaf::N,шо́рык,шарык
159,Schwein::N,сӧсна́,сасна
160,Hund::N,пий,пи
161,Katze::N,пы́рыс,коти
162,Bär::N,маска́,мöскӓ
163,Eichhörnchen::N,ур,ур
164,Elch::N,шо́рдо,шарды
165,Fuchs::N,ры́выж,рӹвӹж
166,Hase::N,мера́ҥ,морен
167,Maus::N,коля́,каля
168,Wolf::N,пи́ре,пирӹ
169,Vogel::N,ка́йык,кек
170,Schwarm::N,каша́к,цуца
171,Huhn::N,чы́ве,цӹвӹ
172,Hahn::N,агыта́н,ӓптӓн
173,Gans::N,ко́мбо,комбы
174,Adler::N,карагу́ш,кучкыж
175,Ente::N,лу́до,лыды
176,Eule::N,тумна́,тымана
177,Kranich::N,турня́,тырня
178,Kranich::N,турня́,тыртня
179,Krähe::N,кора́к,лудыгарак
180,Kuckuck::N,куку́,куку
181,Schwan::N,йӱ́ксӧ,йӱксӹ
182,Fisch::N,кол,кол
183,Barsch::N,ола́ҥге,алангы
184,Hecht::N,нуж,нуж
185,Hecht::N,нуж,нужгол
186,Hecht::N,чорта́н,нуж
187,Hecht::N,чорта́н,нужгол
188,Schlange[Tier]::N,ки́шке,кӹшкы
189,Wurm::N,шукш,шукш
190,Spinne::N,эҥыре́мыш,ӓнгӹремшӹ
191,Ameise::N,ку́тко,кыткы
192,Laus::N,тий,ти
193,Mücke::N,шыҥа́,кужнер
194,Mücke::N,шыҥа́,кужынер
195,Fliege::N,ка́рме,шӹнгӓ
196,Schmetterling::N,лы́ве,лӹпӹ
197,Beere::N,мӧр,мöр
198,Apfel::N,олма́,олма
199,Pilz::N,по́ҥго,понгы
200,Zwiebel::N,шога́н,охыра
201,Saat::N,нӧ́шмӧ,нӱшмӹ
202,Saat::N,нӧ́шмӧ,нӱшмӱ
203,Saat::N,туш,нӱшмӹ
204,Saat::N,туш,нӱшмӱ
205,Korn::N,шу́рно,пӹрцӹ
206,Heu::N,шу́до,шуды
207,Schale::N,шӱм,аваха
208,Schale::N,шӱм,карлангы
209,Grube::N,выне́м,йӓм
210,Falle::N,лӧ́дӧ,лӱдӹ
211,Falle::N,лӧ́дӧ,лӱдӹш
212,Schlinge::N,о́птыш,онгы
213,Schlinge::N,шӧрга́лтыш,онгы
214,Spur::N,кыша́,кишӓ
215,Asche::N,ло́мыж,ломых
216,Asche::N,ло́мыж,ломпыж
217,Dreck::N,лавыра́,лявӹрӓ
218,Eisen::N,кӱ́ртньӧ,кӹртни
219,Gold::N,шӧ́ртньӧ,шöртни
220,Gold::N,шӧ́ртньӧ,шöртньӹ
221,Silber::N,ший,ши
222,Kohle::N,мландышӱ́й,шӱ
223,Glas::N,янда́,охоница
224,Lehm::N,шун,шун
225,Sand::N,ошма́,ошма
226,Mensch::N,еҥ,эдем
227,Mensch::N,айде́ме,эдем
228,Mann::N,пӧръе́ҥ,пӱэргӹ
229,Frau::N,ӱдырама́ш,ӹдӹрӓмӓш
230,Kind::N,аза́,ӓзӓ
231,Kind::N,аза́,шачшы
232,Junge::N,рве́зе,рвезӹ
233,Junge::N,рве́зе,ӹрвезӹ
234,Mädchen::N,ӱдыра́ш,ӹдӹрӓш
235,Familie::N,еш,йиш
236,Familie::N,еш,семня
237,Großvater::N,коча́,тьоти
238,Großmutter::N,кова́,папа
239,Eltern::N,ача́-ава́,ӓтя-ӓвӓ
240,Vater::N,ача́,ӓтя
241,Mutter::N,ава́,ӓвӓ
242,Sohn::N,э́рге,эргӹ
243,Tochter::N,ӱ́дыр,ӹдӹр
244,Bruder::N,иза́,ӹза
245,Bruder::N,шо́льо,ӹза
246,Schwester::N,ака́,ӓкӓ
247,Onkel::N,иза́,кугуза
248,Tante::N,кока́,куака
249,Ehemann::N,мари́й,мары
250,Ehefrau::N,ва́те,вӓтӹ
251,Freude::N,куа́н,ӹвӹртӹмӓш
252,Freude::N,куаныма́ш,ӹвӹртӹмӓш
253,Gelächter::N,во́штылтыш,ваштылмаш
254,Glück::N,пиа́л,пиӓл
255,Kummer::N,о́йго,ясы
256,Wunsch::N,ку́мыл,охата
257,Wunsch::N,ку́мыл,шанымаш
258,Lust::N,ку́мыл,шӓр
259,Lust::N,ку́мыл,охата
260,Lust::N,ку́мыл,шанымаш
261,Geist::N,ӧрт,тух
262,Geist::N,чон,тух
263,Gedanke::N,ой,шанымаш
264,Gedanke::N,шоныма́ш,шанымаш
265,Gedächtnis::N,шарныма́ш,ӓш
266,Verstand::N,уш,ыш
267,Sinn::N,смысл,кын
268,Grund::N,ама́л,вир
269,Wahrheit::N,чын,тöр
270,Gespräch::N,мутланыма́ш,хытырымаш
271,Märchen::N,йома́к,ямак
272,Erzählung::N,ойлыма́ш,шайыштмаш
273,Nachricht::N,увертарыма́ш,увертӓрӹмӓш
274,Neuigkeit::N,уве́р,увер
275,Name::N,лӱм,лӹм
276,Rätsel::N,ту́што,тышты
277,Rede::N,ойлыма́ш,шая
278,Rede::N,ойлыма́ш,шамак
279,Sprache::N,йы́лме,йӹлмӹ
280,Stimme::N,йӱк,юк
281,Wort::N,ой,шамак
282,Wort::N,мут,шамак
283,Zeichen::N,ти́ште,палӹ
284,Zeichen::N,знак,палӹ
285,Ruf::N,ӱжма́ш,сӹгӹрӹмӓш
286,Lärm::N,лӱшкыма́ш,юкланымащ
287,Lärm::N,йӱк-йӱа́н,юкланымащ
288,Laut::N,йӱк,юк
289,Ton::N,йӱксе́м,юк
290,Lied::N,му́ро,мыры
291,Ruhe::N,ты́мык,тыр
292,Leute::N,еҥ-влак,эдемвлӓ
293,Volk::N,ка́лык,халык
294,Arbeit::N,паша́,пӓшӓ
295,Gast::N,уна́,хына
296,Geschenk::N,пӧле́к,подарка
297,Spiel::N,мо́дыш,мадыш
298,Spiel::N,модма́ш,мадыш
299,Gesellschaft::N,тӱшка́,йӓл
300,Gesellschaft::N,тӱшка́,йӓлвлӓ
301,Hilfe::N,по́лыш,палшык
302,Freund::N,таҥ,тӓнг
303,Freund::N,йолта́ш,тӓнг
304,Kamerad::N,таҥ,тос
305,Angelegenheit::N,паша́,дела
306,Angelegenheit::N,паша́,йела
307,Angelegenheit::N,паша́,йыла
308,Angelegenheit::N,паша́,пӓшӓ
309,Anzahl::N,чот,шот
310,Art::N,вид,цӹре
311,Stück::N,ка́тыш,лаштык
312,Stück::N,ла́стык,лаштык
313,Teil::N,ужа́ш,пай
314,Teil::N,ужа́ш,часть
315,Hälfte::N,пел,пел
316,Hälfte::N,пе́ле,пел
317,Kreis::N,ты́ртыш,тӹртӹш
318,Kreuz::N,ыре́с,крестӹ
319,Linie::N,ли́ний,
320,Strich::N,коре́ш,
321,Abstand::N,кокла́,ло
322,Entfernung::N,тора́,ло
323,Entfernung::N,ку́жыт,ло
324,Gegend::N,кунде́м,вӓр
325,Platz::N,ку́мдык,вӓр
326,Ort::N,вер,вӓр
327,Ort::N,о́лмо,вӓр
328,Seite::N,ӧ́рдыж,öрдӹж
329,Mitte::N,покше́л,ло
330,Gegenstand::N,наста́,хӓдӹр
331,Sache::N,наста́,хӓдӹр
332,Rand::N,тӱр,шöр
333,Kante::N,тӱр,шöр
334,Ecke::N,лук,лык
335,Spitze::N,вуй,вуй
336,Ende::N,муча́ш,вуй
337,Ende::N,муча́ш,мычаш
338,Loch::N,рож,ыраж
339,Winkel::N,лук,лык
340,Muster::N,пеза́к,тӹрлец
341,Muster::N,узо́р,тӹрлец
342,Muster::N,ӱ́лгӧ,тӹрлец
343,Größe::N,кӱ́кшыт,кӱкшӹц
344,Länge::N,ку́тыш,кыт
345,Höhe::N,кӱ́кшыт,кӱкшӹц
346,Gewicht::N,не́лыт,нелӹц
347,Menge::N,чот,шот
348,Haufen::N,кы́шыл,ара
349,Reihe::N,рада́м,ряд
350,Boot::N,пуш,пыш
351,Ruder::N,эшка́к,вешлӓ
352,Schlitten::N,тер,тир
353,Schlitten::N,изде́р,тир
354,Ski::N,е́че,ечӹ
355,Lagerfeuer::N,туло́то,тыл
356,Last::N,нӧ́лтыш,нелӹц
357,Gang::N,ошкылма́ш,ход
358,Schritt::N,о́шкыл,ашкыл
359,Norden::N,йӱдйыма́л,йыдпелвел
360,Süden::N,кечывалве́л,кечӹвӓлвел
361,Westen::N,касве́л,кечӹ шӹцмӹ
362,Osten::N,эрве́л,ирвел
363,Osten::N,эрве́л,кечӹ лӱлтмӹ
364,Holz::N,пу,пушӓнгӹ
365,Brett::N,оҥа́,ханга
366,Platte::N,аста́р,плитӓ
367,Stütze::N,чара́к,цӓрӓк
368,Stange::N,лома́ш,равы
369,Stange::N,лома́ш,намаш
370,Stock::N,тоя́,панды
371,Stab::N,вара́,равы
372,Stab::N,кашта́,равы
373,Rohr::N,пуч,пыч
374,Haus::N,пӧрт,пöрт
375,Heim::N,мӧ́ҥгӧ,пöрт
376,Ofen::N,комака́,камака
377,Fußboden::N,кӱва́р,седӹрӓ
378,Tisch::N,ӱсте́л,стöл
379,Stuhl::N,пӱке́н,пöкен
380,Wiege::N,шепка́,шипкӓ
381,Bett::N,ва́кшыш,койка
382,Bett::N,ва́кшыш,кравать
383,Regal::N,шӧ́рлык,полицӓ
384,Kiste::N,шо́ндык,шӱ́ндӹк
385,Kiste::N,я́шлык,шӱ́ндӹк
386,Fenster::N,окна́,окня
387,Tür::N,омса́,амаса
388,Tor::N,капка́,хапка
389,Zaun::N,сава́р,забор
390,Dach::N,леве́дыш,левӓш
391,Leiter::N,тошка́лтыш,ташкалтыш
392,Besen::N,ӱштерво́штыр,сало
393,Besen::N,ӱштерво́штыр,салко
394,Spaten::N,ко́льмо,кольмы
395,Schaufel::N,сово́к,лоток
396,Schaufel::N,су́ско,лоток
397,Gabel::N,ви́лке,ви́лка
398,Löffel::N,па́не,савала
399,Löffel::N,совла́,савала
400,Messer::N,кӱ́зӧ,кӹзӹ
401,Nagel::N,пуда́,пыда
402,Netz::N,вапш,вӓпш
403,Haken::N,са́гыле,крӱк
404,Haken::N,са́гыле,кагак
405,Griff::N,кыл,кычем
406,Schloss::N,кӧгӧ́н,замок
407,Schloss::N,кӧгӧ́н,сыравач
408,Bild::N,сӱре́т,картин
409,Figur::N,фигу́р,кӓн
410,Puppe::N,курча́к,поханя
411,Beutel::N,меша́к,мешӓк
412,Bündel::N,арша́ш,топ
413,Bündel::N,арша́ш,пидӹш
414,Bündel::N,арша́ш,кӹлдӹш
415,Tasche::N,сумка́,сумкы
416,Eimer::N,ведра́,ведӹрӓ
417,Deckel::N,ко́мдыш,комдыш
418,Geschirr::N,а́те,ӓтӹ
419,Sack::N,куль,мешӓк
420,Sack::N,меша́к,мешӓк
421,Tasse::N,чу́кыр,цӓшкӓ
422,Tasse::N,чашка́,цӓшкӓ
423,Topf::N,ми́ске,ми́ска
424,Kessel::N,под,пад
425,Essen::N,ко́чкыш,качкыш
426,Essen::N,ко́чкыш,качкыш-йӱш
427,Nahrung::N,ку́рго,качкыш
428,Nahrung::N,ку́рго,качкыш-йӱш
429,Speise::N,ко́чкыш,няня
430,Fleisch::N,шыл,пай
431,Getreide::N,шу́рно,киндӹ
432,Brei::N,пу́чымыш,шӹрӓш
433,Brot::N,ки́нде,сыкыр
434,Scheibe::N,ка́тыш,ламыт
435,Scheibe::N,ка́тыш,лаштык
436,Fett::N,коя́,кая
437,Butter::N,ӱй,ӱ
438,Öl::N,ӱй,ӱ
439,Salz::N,шинча́л,санзал
440,Suppe::N,шӱр,лем
441,Honig::N,мӱй,мӱ
442,Milch::N,шӧр,шӹшер
443,Tee::N,чай,чӓй
444,Leder::N,сура́н,шарга
445,Leder::N,сура́н,кавашты
446,Leder::N,шӱ́штӧ,шарга
447,Leder::N,шӱ́штӧ,кавашты
448,Wolle::N,пун,миж
449,Stoff::N,куэ́м,матер
450,Stoff::N,куэ́м,матери
451,Stoff::N,посто́,матер
452,Stoff::N,посто́,матери
453,Nadel::N,и́ме,им
454,Faden::N,шӱ́ртӧ,шӹртӹ
455,Knopf::N,по́лдыш,полдыш
456,Knoten::N,пышке́м,пӱкшем
457,Farbe::N,чия́,чиӓ
458,Farbe::N,чия́,крӓскӓ
459,Kleidung::N,чие́м,выргем
460,Kleidung::N,вурге́м,выргем
461,Hemd::N,ту́выр,тыгыр
462,Kragen::N,сога́,шӱ
463,Ärmel::N,шокш,шокш
464,Hose::N,йола́ш,ялаш
465,Gürtel::N,ӱ́штӧ,ӹштӹ
466,Mütze::N,упш,упш
467,Schuh::N,боти́нке,ту́фльы
468,Stiefel::N,кем,кем
469,Ring::N,шерга́ш,шӓргӓш
470,Band::N,тасма́,лемтӓ
471,Band::N,ле́нте,лемтӓ
472,Kamm::N,шерге́,шерге
473,Spiegel::N,вошто́нчыш,тӹгӹр
474,Riemen::N,кӱзанӱ́штӧ,прӓжӓ
475,Schnur::N,кере́м,кӓндӹра
476,Schnur::N,кандыра́,кӓндӹра
477,Leine::N,вӱра́ҥ,керем
478,Decke::N,леве́дыш,одеял
479,Decke::N,одея́л,одеял
480,Kissen::N,кӱ́пчык,кӹпцӹк
481,Tuch::N,шо́выч,савыц
482,Handtuch::N,со́лык,шӹргӹсавыц
483,Handtuch::N,со́лык,шӹргӹмсавыц
484,Kraft::N,вий,ви
485,Kraft::N,куа́т,ви
486,Stärke::N,куа́т,ви
487,Stärke::N,карма́н,ви
488,Gesundheit::N,таза́лык,шу
489,Gesundheit::N,таза́лык,шулык
490,Krankheit::N,чер,мыж
491,Schmerz::N,ко́рштыш,карштыш
492,Wunde::N,су́сыр,шушыр
493,Fieber::N,йӱштыму́ж,ӱштӹмыж
494,Fieber::N,лихора́дке,ӱштӹмыж
495,Arznei::N,эм,лекӓрцӹ
496,Brücke::N,кӱва́р,кӹвер
497,Brunnen::N,вӱдвыне́м,вӹдсӹнзӓ
498,Weide::N,нурше́р,ныр
499,Pfad::N,йолго́рно,ялгорны
500,Pfad::N,сокма́к,ялгорны
501,Weg::N,ко́рно,корны
502,Straße::N,ко́рно,корны
503,Dorf::N,ял,сола
504,Stadt::N,ола́,города
505,Brief::N,се́рыш,сирмӓш
506,Buch::N,книга́,книгӓ
507,Buchstabe::N,буква́,буква́
508,Zeitung::N,газе́т,газет
509,Zeitung::N,газе́т,кайзет
510,Leben::N,и́лыш,житя
511,Tod::N,колыма́ш,смöрт
512,Grab::N,шӱга́р,шӹгер
513,Grab::N,шӱга́р,мыгилӓ
514,Grab::N,шӱга́р,шӹгерлӓ
515,Kirche::N,че́рке,церкӹ
516,Sünde::N,су́лык,сулык
517,Gott::N,ю́мо,йымы
518,Arbeiter::N,паша́зе,пӓшӓзӹ
519,Chef::N,тӧра́,вуй
520,Meister::N,маста́р,мастар
521,Arzt::N,врач,доктор
522,Lehrer::N,ту́ныктышо,тымдышы
523,Geld::N,окса́,окса
524,Geschäft::N,сатулыма́ш,торге́йӹмӓш
525,Laden::N,ке́выт,лапка
526,Laden::N,ке́выт,магазин
527,Preis::N,ак,ӓк
528,Ware::N,сату́,товар
529,Nutzen::N,пайда́,пайда
530,Reichtum::N,поя́нлык,перке
531,Welt::N,тӱня́,сӓндӓлӹк
532,Welt::N,тӱня́,свет
533,Land::N,эл,сӓндӓлӹк
534,Staat::N,кугыжа́ныш,кугижӓншӹ
535,König::N,кугыжа́,король
536,Macht::N,власть,власть
537,Grenze::N,грани́ца,пӹсмӓн
538,Krieg::N,сар,вырсы
539,Feind::N,тушма́н,тышман
540,Gewalt::N,виешлыма́ш,ви
541,Kampf::N,кредалма́ш,кредӓлмӓш
542,Bogen[Waffe]::N,юҥе́ж,янгеж
543,Pfeil::N,пикш,пикш
544,Gewehr::N,пыча́л,пичӓл
545,Fehler::N,йо́ҥылыш,самынь
546,Lüge::N,шоя́к,шая
547,Schaden::N,зия́н,вре́дӓ
548,Unglück::N,эҥге́к,пёда
549,Unglück::N,эҥге́к,тымаша
550,Schuld::N,тита́к,вуйнамат
551,Schuld::N,йола́,вуйнамат
552,Alter::N,ийго́т,иӓш
553,Alter::N,ийго́т,игечӹ
554,Schluss::N,муча́ш,пӹтӓртӹш
555,Zeit::N,жап,веремӓ
556,Zeit::N,па́гыт,веремӓ
557,Tag::N,ке́че,кечӹ
558,Morgen::N,эр,ир
559,Morgen::N,эр,ирок
560,Mittag::N,кечыва́л,кечӹвӓл
561,Abend::N,кас,вады
562,Nacht::N,йӱд,йыд
563,Woche::N,арня́,ӓрня
564,Monat::N,ты́лзе,тӹ́лзӹ
565,Jahr::N,ий,год
566,Frühling::N,шо́шо,шошым
567,Sommer::N,кеҥе́ж,кӓнгӹж
568,Herbst::N,шы́же,шӹжӹ
569,Winter::N,те́ле,тел
570,Winter::N,те́ле,телӹ
571,Januar::N,шоркыйол,январ
572,Januar::N,шоркыйол,январь
573,Januar::N,идалыкву́й,январ
574,Januar::N,идалыкву́й,январь
575,Januar::N,янва́рь,январ
576,Januar::N,янва́рь,январь
577,Februar::N,пургыж,февраль
578,Februar::N,февра́ль,февраль
579,März::N,ӱярня,март
580,März::N,март,март
581,April::N,апре́ль,апрель
582,Mai::N,ага,май
583,Mai::N,май,май
584,Juni::N,пеледыш,июнь
585,Juni::N,ию́нь,июнь
586,Juli::N,сӱрем,июль
587,Juli::N,ию́ль,июль
588,August::N,сорла,август
589,August::N,агарма́н,август
590,August::N,а́вгуст,август
591,September::N,идым,сентябрь
592,September::N,сентя́брь,сентябрь
593,Oktober::N,шыжа,октябрь
594,Oktober::N,октя́брь,октябрь
595,November::N,кылме тылзе,ноябрь
596,November::N,ноя́брь,ноябрь
597,Dezember::N,дека́брь,декавыр
598,Montag::N,шо́чмо,шачмы
599,Dienstag::N,ку́шкыжмо,кышкыжмы
600,Mittwoch::N,вӱрге́че,вӹрчегӹ
601,Donnerstag::N,изарня́,изӓрня
602,Freitag::N,кугарня́,когарня
603,Samstag::N,шуматке́че,кукшыгечӹ
604,Sonntag::N,рушарня́,рушӓрня
605,groß::A,кугу́,кого
606,klein::A,изи́,изи
607,lang::A,кужу́,кужы
608,kurz::A,кӱ́чык,кӹтӹк
609,breit::A,кумда́,кымда
610,schmal::A,а́ҥысыр,ӓнгӹсӹр
611,dicht::A,ну́гыдо,шӹре
612,dick[Gegenstand]::A,кӱ́жгӧ,кӹжгӹ
613,dünn::A,ви́чкыж,вӹцкӹж
614,fein::A,ты́гыде,пыльга
615,fest::A,чо́ткыдо,цаткыды
616,flach::A,лапка́,тӓлякӓ
617,glatt::A,яклака́,ягылгы
618,hart::A,пе́ҥгыде,пингӹдӹ
619,weich::A,пу́шкыдо,пышкыды
620,rund::A,йырге́шке,тӹртӹш
621,spitz::A,коша́р,кашар
622,scharf::A,пӱ́сӧ,кашар
623,stumpf::A,токма́к,нӹшкӹ
624,schwer::A,не́ле,нелӹ
625,schön::A,сы́лне,цевер
626,schön::A,сы́лне,олмыдшы
627,heiß::A,шо́кшо,шокшы
628,warm::A,ле́ве,шокшы
629,kalt::A,йӱ́штӧ,ӱштӹ
630,kühl::A,юа́лге,юалгы
631,kühl::A,юа́лге,йонгата
632,kühl::A,южгата́,юалгы
633,kühl::A,южгата́,йонгата
634,frisch::A,свежа́,йонгата
635,feucht::A,вӱ́дыжгӧ,ӹлӹкшӹ
636,feucht::A,вӱ́дыжгӧ,вӹдӹжгӹ
637,nass::A,нӧ́рӧ,начкы
638,trocken::A,ку́кшо,кукшы
639,voll::A,тич,темшӹ
640,voll::A,тич,темыман
641,leer::A,яра́,йӓрӓ
642,offen::A,виш,виш
643,geschlossen::A,пе́тырыме,чӱчмӹ
644,geschlossen::A,пе́тырыме,тӹкӹлӓлтшӹ
645,geschlossen::A,тӱ́чмӧ,чӱчмӹ
646,geschlossen::A,тӱ́чмӧ,тӹкӹлӓлтшӹ
647,sauber::A,ару́,ире
648,sauber::A,янда́р,ире
649,schmutzig::A,лавыра́н,шоран
650,schmutzig::A,лавыра́н,лявӹрӓн
651,schmutzig::A,лавыра́н,шорангшы
652,schmutzig::A,ла́выргыше,шоран
653,schmutzig::A,ла́выргыше,лявӹрӓн
654,schmutzig::A,ла́выргыше,шорангшы
655,roh::A,кӱ́чымӧ,пеле кӱшӹ
656,reif::A,лӧза́,кӱшӹ
657,lecker::A,ту́тло,тотан
658,süß::A,ше́ре,мӱӓн
659,bitter::A,ко́чо,качы
660,sauer::A,шо́по,шапы
661,hell::A,во́лгыдо,соты
662,hell::A,во́лгыдо,валгыды
663,dunkel::A,пычке́мыш,пӹц
664,dunkel::A,пычке́мыш,пӹцкемӹш
665,schwarz::A,шола́,шим
666,weiß::A,ош,ош
667,weiß::A,ош,ошы
668,rot::A,йошка́р,якшаргы
669,gelb::A,сар,сар
670,gelb::A,сар,сары
671,blau::A,ка́нде,симсӹ
672,grün::A,ужа́р,ыжар
673,grau::A,сур,луды
674,bunt::A,олача́,ала
675,billig::A,шу́лдо,шулдаш
676,teuer::A,ше́рге,шергӹ
677,teuer::A,ше́рге,шергӓкӓн
678,wertvoll::A,шергака́н,ӓкӓн
679,blind::A,со́кыр,слöпöй
680,blind::A,со́кыр,сльöпöй
681,taub::A,соҥгыра́,тӱтӱк
682,kräftig::A,куа́тле,виӓн
683,stark::A,вия́н,виӓн
684,schwach::A,а́лдыме,шава
685,schwach::A,а́лдыме,лӹпкӓ
686,schwach::A,а́лдыме,слабка
687,fett::A,коя́,таза
