,Concept_ID,udm,kk
142,Stamm::N,модос,сояу
143,Stamm::N,модос,оқпан
144,Rinde::N,сул,қабық
145,Ast::N,ул,бұтақ
146,Zweig::N,вай,шыбық
147,Blatt::N,куар,жапырақ
148,Birke::N,кызьпу,қайың
149,Kiefer[Baum]::N,пужым,қарағай
150,Weide[Baum]::N,бадьпу,тал
151,Tanne::N,кыз,шырша
152,Horn::N,сюр,мүйіз
153,Feder::N,тылы,қаламұш
154,Fell::N,ку,тері
155,Flügel::N,бурд,қанат
156,Klaue::N,гижы,тырнақ
157,Kralle::N,пыд,аяқ
158,Schwanz::N,быж,құйрық
159,Ei::N,пуз,жұмыртқа
160,Ei::N,кукей,жұмыртқа
161,Nest::N,кар,ұя
162,Nest::N,пузкар,ұя
163,Bau::N,кар,жатақ
164,Bau::N,гу,жатақ
165,Tier::N,пӧйшур,айуан
166,Tier::N,пӧйшур,жануар
167,Herde::N,уллё,пада
168,Kuh::N,скал,сиыр
169,Bulle::N,ош,өгіз
170,Bulle::N,пороз,өгіз
171,Pferd::N,вал,жылқы
172,Schaf::N,ыж,қой
173,Schwein::N,парсь,шошқа
174,Hund::N,пуны,ит
175,Katze::N,коӵыш,мысық
176,Bär::N,гондыр,аю
177,Eichhörnchen::N,коньы,тиін
178,Elch::N,койык,бұғы
179,Fuchs::N,ӟичы,түлкі
180,Hase::N,кеч,қоян
181,Maus::N,шыр,қаптесер
182,Wolf::N,кион,бөрі
183,Wolf::N,кион,қасқыр
184,Vogel::N,тылобурдо,құс
185,Schwarm::N,уллё,топ
186,Schwarm::N,уллё,үйір
187,Huhn::N,курег,тауық
188,Huhn::N,курег,мекиен
189,Hahn::N,атас,әтеш
190,Hahn::N,атас,қораз
191,Gans::N,ӟазег,қаз
192,Adler::N,ӧрзи,бүркіт
193,Ente::N,ӵӧж,үйрек
194,Eule::N,кучыран,жапалақ
195,Kranich::N,тури,тырна
196,Krähe::N,куака,қарға
197,Kuckuck::N,кикы,көкек
198,Schwan::N,юсь,аққу
199,Fisch::N,чорыг,балық
200,Barsch::N,юш,алабұға
201,Hecht::N,чипей,шортан
202,Schlange[Tier]::N,кый,жылан
203,Wurm::N,нумыр,шұбалшаң
204,Spinne::N,чонари,өрмекші
205,Ameise::N,кузьыли,қүмырска
206,Laus::N,тэй,бит
207,Mücke::N,нымы,маса
208,Mücke::N,чибинь,маса
209,Fliege::N,кут,шыбын
210,Schmetterling::N,бубыли,көбелек
211,Beere::N,узы-боры,жидек
212,Apfel::N,яблок,алма
213,Pilz::N,губи,қозықұйрық
214,Pilz::N,губи,саңыраукулақ
215,Zwiebel::N,сугон,жуа
216,Saat::N,кидыс,тұқым
217,Korn::N,тысь,дән
218,Heu::N,турын,шөп
219,Schale::N,кыд,қабық
220,Schale::N,кыд,қабығы
221,Grube::N,гу,ор
222,Grube::N,гоп,ор
223,Falle::N,налик,дұзақ
224,Falle::N,налик,қақпан
225,Schlinge::N,гиӟ,ілмек
226,Schlinge::N,герд,ілмек
227,Spur::N,пытьы,із
228,Spur::N,бервыл,із
229,Asche::N,пень,күл
230,Dreck::N,дэри,былғаныш
231,Eisen::N,корт,темір
232,Gold::N,зарни,алтын
233,Silber::N,азвесь,күміс
234,Kohle::N,эгыр,көмір
235,Glas::N,стекло,шыны
236,Glas::N,пияла,шыны
237,Lehm::N,сюй,балшық
238,Sand::N,луо,құм
239,Mensch::N,мурт,адам
240,Mensch::N,адями,адам
241,Mann::N,воргорон,еркек
242,Mann::N,воргорон,ер адам
243,Frau::N,кышномурт,бике
244,Frau::N,кышномурт,қатын
245,Kind::N,нуны,бала
246,Kind::N,нуны,перзент
247,Kind::N,пинал,бала
248,Kind::N,пинал,перзент
249,Junge::N,пи,бала
250,Junge::N,пи,ер бала
251,Mädchen::N,ныл,қыз
252,Familie::N,семья,жанұя
253,Großvater::N,песятай,ата
254,Großvater::N,пересь атай,ата
255,Großmutter::N,песянай,әже
256,Großmutter::N,песянай,әжей
257,Großmutter::N,пересь анай,әже
258,Großmutter::N,пересь анай,әжей
259,Eltern::N,атай-анай,ата-аналар
260,Eltern::N,бубы-мумы,ата-аналар
261,Vater::N,айы,әке
262,Vater::N,атай,әке
263,Mutter::N,мумы,ана
264,Sohn::N,пи,ұл
265,Tochter::N,ныл,қызым
266,Bruder::N,агай,бауырым
267,Schwester::N,апа,әпке
268,Schwester::N,сузэр,әпке
269,Onkel::N,агай,көке
270,Tante::N,апа,тәте
271,Tante::N,кенак,тәте
272,Ehemann::N,карт,ер
273,Ehefrau::N,кышно,зайып
274,Freude::N,шумпотон,қуаныш
275,Freude::N,шумпотон,сүйініш
276,Freude::N,шумпотон,шат-думан
277,Freude::N,шумпотон,қуаныштылық
278,Gelächter::N,горем,күлу
279,Glück::N,шуд,бақыт
280,Glück::N,шуд,бақыттылық
281,Kummer::N,кайгу,аза
282,Kummer::N,кайгу,қайғы
283,Kummer::N,кайгу,қасырет
284,Kummer::N,куректон,аза
285,Kummer::N,куректон,қайғы
286,Kummer::N,куректон,қасырет
287,Wunsch::N,мылпотон,мүдде
288,Lust::N,потон,тәбет
289,Lust::N,потон,ынтызар
290,Lust::N,потон,құштарлық
291,Geist::N,лул,рух
292,Gedanke::N,малпан,ой
293,Gedächtnis::N,йырсазь,ес
294,Gedächtnis::N,йырсазь,жады
295,Gedächtnis::N,йырсазь,ақыл-ес
296,Gedächtnis::N,тодэваён,ес
297,Gedächtnis::N,тодэваён,жады
298,Gedächtnis::N,тодэваён,ақыл-ес
299,Verstand::N,йырвизь,ақыл
300,Verstand::N,йырвизь,парасат
301,Sinn::N,смысл,мән
302,Sinn::N,смысл,маныз
303,Sinn::N,смысл,мағына
304,Sinn::N,смысл,мән-мағына
305,Grund::N,муг,себеп
306,Grund::N,ньӧм,себеп
307,Wahrheit::N,зэм,рас
308,Wahrheit::N,шонер,рас
309,Gespräch::N,вераськон,әңгіме
310,Märchen::N,выжыкыл,ертеп
311,Märchen::N,выжыкыл,ертек
312,Erzählung::N,верос,әңгіме
313,Nachricht::N,ивор,хабар
314,Neuigkeit::N,выльивор,жаңалық
315,Name::N,ним,ат
316,Name::N,ним,атау
317,Rätsel::N,мадькыл,жұмбақ
318,Rede::N,верам,сөз
319,Sprache::N,кыл,тіл
320,Stimme::N,куара,үн
321,Stimme::N,куара,әуен
322,Stimme::N,куара,дауыс
323,Wort::N,кыл,сөз
324,Zeichen::N,пус,ишара
325,Zeichen::N,тодмет,ишара
326,Ruf::N,ӧтён,айғай
327,Ruf::N,чортон,айғай
328,Lärm::N,ӵашетон,айғай-шу
329,Lärm::N,ӵашетон,айғай-ұйғай
330,Laut::N,куара,дыбыс
331,Laut::N,куара,дауыс
332,Ton::N,куара,әуен
333,Lied::N,кырӟан,ән
334,Lied::N,кырӟан,жыр
335,Lied::N,кырӟан,ән-жыр
336,Ruhe::N,чалмыт улон,тыныштық
337,Leute::N,адямиос,кісілер
338,Volk::N,калык,халық
339,Arbeit::N,уж,еңбек
340,Gast::N,куно,қонақ
341,Gast::N,куно,мейман
342,Geschenk::N,салам,қадия
343,Geschenk::N,кузьым,қадия
344,Spiel::N,шудон,ойын
345,Gesellschaft::N,калык,қауым
346,Gesellschaft::N,калык,жұртшылық
347,Hilfe::N,юрттон,жэрдем
348,Freund::N,эш,дос
349,Freund::N,юлтош,дос
350,Kamerad::N,тодмо,дос-жар
351,Angelegenheit::N,уж,жұмыс
352,Anzahl::N,лыд,сан
353,Anzahl::N,лыд,саны
354,Art::N,тус,түр
355,Stück::N,юдэс,тілім
356,Teil::N,люкет,үлес
357,Teil::N,люкет,бөлшек
358,Hälfte::N,ӝыны,жарты
359,Kreis::N,котырес,шеңбер
360,Kreuz::N,крест,крест
361,Linie::N,гож,сызық
362,Strich::N,гож,сызық
363,Abstand::N,вис,ара
364,Abstand::N,вис,аралық
365,Abstand::N,кусып,ара
366,Abstand::N,кусып,аралық
367,Entfernung::N,кусып,аралық
368,Gegend::N,инты,өңір
369,Platz::N,инты,орны
370,Ort::N,инты,орын
371,Ort::N,места,орын
372,Seite::N,пал,жақ
373,Seite::N,пал,бүйір
374,Mitte::N,шор,ортасы
375,Gegenstand::N,арбери,зат
376,Gegenstand::N,арбери,нәрсе
377,Sache::N,котыр,бұйым
378,Rand::N,дур,шет
379,Rand::N,дур,шеті
380,Rand::N,шаер,шет
381,Rand::N,шаер,шеті
382,Kante::N,дур,қыр
383,Kante::N,дур,қыры
384,Ecke::N,сэрег,қыры
385,Ecke::N,сэрег,бұрыш
386,Spitze::N,йыл,ұшы
387,Ende::N,пум,аяқ
388,Ende::N,пум,соңы
389,Loch::N,пась,тесік
390,Winkel::N,сэрег,мүйіс
391,Muster::N,пужы,мәнер
392,Größe::N,быдӟала,ауқым
393,Größe::N,быдӟала,көлемдік
394,Länge::N,кузьдала,бой
395,Länge::N,кузьдала,ұзындық
396,Höhe::N,ӝуждала,жоғарылық
397,Höhe::N,ӝуждала,биіктік
398,Gewicht::N,сектала,салмақ
399,Gewicht::N,секытлык,салмақ
400,Menge::N,лыд,мөлшер
401,Menge::N,лыдпус,мөлшер
402,Haufen::N,люк,үйме
403,Haufen::N,люк,үйінді
404,Reihe::N,чур,сап
405,Boot::N,пыж,қайық
406,Boot::N,лодка,қайық
407,Ruder::N,полыс,ескек
408,Schlitten::N,додьы,шана
409,Ski::N,куас,шаңғы
410,Lagerfeuer::N,тылскем,алау
411,Last::N,секыт,ауырлық
412,Last::N,секыт,ауыр зат
413,Gang::N,ветлон,жүріс
414,Schritt::N,вамыш,адым
415,Norden::N,уйпал,солтүстік
416,Norden::N,уйпал,терістік
417,Süden::N,лымшор,оңтүстік
418,Westen::N,шунды пуксён,батыс
419,Osten::N,шунды ӝужан,күншығыс
420,Holz::N,пу,ағаш
421,Holz::N,пу,сүрек
422,Brett::N,пул,тақта
423,Platte::N,плита,тақта
424,Stütze::N,пыкет,тіреу
425,Stange::N,пуӵ,қада
426,Stock::N,боды,сойыл
427,Stab::N,пуӵ,сырық
428,Stab::N,боды,сырық
429,Rohr::N,труба,құбыр
430,Haus::N,юрт,үй
431,Heim::N,корка,үйлі
432,Heim::N,корка,шаңырақ
433,Ofen::N,гур,ошақ
434,Ofen::N,гур,пеш
435,Fußboden::N,выж,еден
436,Tisch::N,ӝӧк,үстел
437,Stuhl::N,пукон,орындық
438,Wiege::N,кӧкы,бесік
439,Wiege::N,зыбка,бесік
440,Bett::N,валес,кереует
441,Regal::N,ӝажы,сөре
442,Kiste::N,ящик,жәшік
443,Fenster::N,укно,терезе
444,Fenster::N,косяк,терезе
445,Tür::N,ӧс,есік
446,Tor::N,ӟезьы,дарбаза
447,Zaun::N,забор,дуал
448,Dach::N,липет,шатыр
449,Leiter::N,падӟа,саты
450,Leiter::N,падӟа,басқыш
451,Besen::N,ӵужон,сыпырғыш
452,Besen::N,исьнер,сыпырғыш
453,Spaten::N,лопатка,күрек
454,Schaufel::N,ютырон,қалақ
455,Gabel::N,тэчы,аша
456,Gabel::N,тэчы,шанышқы
457,Gabel::N,вилка,аша
458,Gabel::N,вилка,шанышқы
459,Löffel::N,пуньы,қасық
460,Messer::N,пурт,пышақ
461,Nagel::N,кортӵог,мық
462,Nagel::N,кортӵог,шеге
463,Netz::N,сеть,керегекөз
464,Haken::N,курик,ілмек
465,Griff::N,ныд,сап
466,Griff::N,ныд,тұтқа
467,Schloss::N,тунгон,құлып
468,Schloss::N,тунгон,бекіткіш
469,Bild::N,суред,сурет
470,Figur::N,фигура,тұлға
471,Puppe::N,мунё,қуыршақ
472,Beutel::N,пуйы,қапшық
473,Bündel::N,керттэт,байлам
474,Tasche::N,пуйы,дорба
475,Tasche::N,сумка,дорба
476,Eimer::N,ведра,шелек
477,Deckel::N,ӵоксэт,жапқыш
478,Geschirr::N,тусьты-пуньы,ыдыс
479,Sack::N,пуйы,қап
480,Tasse::N,ӵаша,шыныаяқ
481,Topf::N,миска,кәстрөл
482,Kessel::N,пурты,қазан
483,Essen::N,сиськон,ас
484,Nahrung::N,сион,ас
485,Nahrung::N,сион,тамақ
486,Speise::N,сиён,тағам
487,Fleisch::N,сӥль,ет
488,Getreide::N,ю тысь,дәнді
489,Brei::N,ӝук,ботқа
490,Brot::N,нянь,күлше
491,Scheibe::N,шорем,тілім
492,Fett::N,кӧй,май
493,Butter::N,вӧй,май
494,Öl::N,вӧй,май
495,Salz::N,сылал,тұз
496,Suppe::N,шыд,көже
497,Honig::N,чечы,бал
498,Milch::N,йӧл,сүт
499,Tee::N,чай,шай
500,Leder::N,сурон,көн
501,Wolle::N,гон,жүн
502,Wolle::N,ыжгон,жүн
503,Stoff::N,куэм,мата
504,Stoff::N,куэм,кездеме
505,Nadel::N,вень,ине
506,Faden::N,сӥньыс,жіп
507,Knopf::N,бирды,түйме
508,Knoten::N,герд,түйін
509,Farbe::N,буёл,рең
510,Kleidung::N,дӥсь,киім
511,Hemd::N,дэрем,жейде
512,Kragen::N,сирес,жаға
513,Ärmel::N,саес,жең
514,Hose::N,брюки,шалбар
515,Hose::N,штань,шалбар
516,Gürtel::N,кускерттон,белбеу
517,Mütze::N,ызьы,қалпақ
518,Schuh::N,ботинка,кебіс
519,Stiefel::N,сапег,етік
520,Ring::N,зундэс,жүзік
521,Band::N,лента,таспа
522,Kamm::N,сын,тарақ
523,Spiegel::N,синучкон,айна
524,Riemen::N,е,қайыс
525,Schnur::N,гозы,жіп
526,Leine::N,думет,тізгін
527,Decke::N,шобрет,көрпе
528,Kissen::N,миндэр,жастық
529,Tuch::N,кышет,орамал
530,Handtuch::N,ӵушкон,сүлгі
531,Kraft::N,кать,қуат
532,Kraft::N,кать,қарқын
533,Kraft::N,кать,әл-шама
534,Kraft::N,кать,әл-дәрмен
535,Kraft::N,ӟигар,қуат
536,Kraft::N,ӟигар,қарқын
537,Kraft::N,ӟигар,әл-шама
538,Kraft::N,ӟигар,әл-дәрмен
539,Stärke::N,юнлык,әл
540,Stärke::N,юнлык,күш
541,Gesundheit::N,тазалык,денсаулык
542,Krankheit::N,висён,ауру
543,Schmerz::N,висён,ауру
544,Wunde::N,яра,зақым
545,Wunde::N,яра,жарақат
546,Fieber::N,кезег,безгек
547,Fieber::N,кезег,қалтырау
548,Fieber::N,кезег,қызу көтерілуі
549,Arznei::N,эмъюм,дәрі
550,Arznei::N,эмъюм,дәрі-дәрмек
551,Brücke::N,выж,көпір
552,Brunnen::N,колдэч,құдық
553,Weide::N,возь,өріс
554,Weide::N,возь,жайылым
555,Pfad::N,сюрес,жол
556,Weg::N,сюрес,жол
557,Straße::N,сюрес,жол
558,Dorf::N,гурт,ауыл
559,Stadt::N,кар,қала
560,Stadt::N,кар,шаһар
561,Stadt::N,город,қала
562,Stadt::N,город,шаһар
563,Brief::N,гожтэт,хат
564,Brief::N,гожтэт,жазу
565,Buch::N,книга,кітап
566,Buchstabe::N,буква,әріп
567,Buchstabe::N,буква,қаріп
568,Zeitung::N,газет,газет
569,Leben::N,улон,өмір
570,Leben::N,улон,тіршілік
571,Tod::N,кулон,опат
572,Grab::N,шайгу,мола
573,Grab::N,шайгу,мазар
574,Kirche::N,черк,шіркеу
575,Sünde::N,сьӧлык,күнә
576,Gott::N,ӥнмар,алла
577,Gott::N,ӥнмар,құдай
578,Gott::N,ӥнмар,тәңірі
579,Gott::N,ӥнмар,пәруардігер
580,Gott::N,ӥнмар,жаратқан тәңірі
581,Arbeiter::N,рабочий,жүмысшы
582,Chef::N,начальник,басшы
583,Chef::N,начальник,жұмыс басқарушысы
584,Meister::N,кибашлы,шебер
585,Meister::N,кибашлы,өнерпаз
586,Arzt::N,врач,дәрігер
587,Lehrer::N,дышетӥсь,мұғалім
588,Geld::N,уксё,пұл
589,Geld::N,коньдон,пұл
590,Geschäft::N,уж,бизнес
591,Laden::N,магазин,дүкен
592,Preis::N,дун,ақы
593,Preis::N,дун,құны
594,Preis::N,дун,нарық
595,Ware::N,вуз,тауар
596,Nutzen::N,пайда,пайда
597,Reichtum::N,узырлык,бақ-дәулет
598,Welt::N,дунне,әлем
599,Welt::N,дунне,жиһан
600,Land::N,шаер,аймақ
601,Staat::N,кун,мемлекет
602,König::N,эксэй,патша
603,Macht::N,власть,өкімет
604,Macht::N,власть,қожалық
605,Grenze::N,кунгож,шек
606,Krieg::N,ож,соғыс
607,Feind::N,тушмон,жау
608,Feind::N,тушмон,дұшпан
609,Gewalt::N,эриктэман,зорлык
610,Gewalt::N,эриктэман,зорлық-зомбылык
611,Kampf::N,нюръяськон,күрес
612,Kampf::N,нюръяськон,алыспақ
613,Bogen[Waffe]::N,пукыӵ,саржа
614,Pfeil::N,пукыӵ вень,жебе
615,Gewehr::N,пыӵал,қару
616,Fehler::N,янгыш,әбес
617,Fehler::N,янгыш,қаталық
618,Lüge::N,пӧян,өтірік
619,Lüge::N,алдан,өтірік
620,Lüge::N,ӧрекчан,өтірік
621,Schaden::N,изъян,зиян
622,Schaden::N,изъян,зарар
623,Unglück::N,куректон,пәле
624,Unglück::N,куректон,қасырет
625,Unglück::N,куректон,ауыртпалық
626,Unglück::N,шудтэме усён,пәле
627,Unglück::N,шудтэме усён,қасырет
628,Unglück::N,шудтэме усён,ауыртпалық
629,Schuld::N,янгыш,айыптылық
630,Alter::N,арлыд,жас
631,Alter::N,арлыд,жас шамасы
632,Schluss::N,пум,ада
633,Schluss::N,пум,бітуі
634,Zeit::N,дыр,уақыт
635,Tag::N,нунал,күн
636,Morgen::N,ӵукна,таң
637,Morgen::N,ӵукна,таңертең
638,Mittag::N,лымшор,талтүс
639,Abend::N,ӝыт,кеш
640,Abend::N,акшан,кеш
641,Nacht::N,уй,түн
642,Woche::N,арня,апта
643,Monat::N,толэзь,ай
644,Jahr::N,ар,жыл
645,Frühling::N,тулыс,көктем
646,Sommer::N,гужем,жаз
647,Herbst::N,сӥзьыл,күз
648,Winter::N,тол,қыс
649,Januar::N,выльартолэзь,каңтар
650,Februar::N,тулыспал,ақпан
651,März::N,южтолэзь,наурыз
652,April::N,оштолэзь,сәуір
653,Mai::N,куартолэзь,мамыр
654,Juni::N,вожотолэзь,маусым
655,Juli::N,пӧсьтолэзь,шілде
656,August::N,гудырикошкон,сүмбіле
657,August::N,гудырикошкон,тамыз
658,September::N,куарусён,қыркүйек
659,Oktober::N,выльӝуктолэзь,ақырап
660,November::N,шуркынмон,қараша
661,Dezember::N,толсур,желтоқсан
662,Montag::N,вордӥськон,дүйсенбі
663,Dienstag::N,вторник,сейсенбі
664,Mittwoch::N,вирнунал,сәрсенбі
665,Donnerstag::N,покчиарня,бейсенбі
666,Freitag::N,удмуртарня,жұма
667,Samstag::N,кӧснунал,сенбі
668,Sonntag::N,арня,жексембі
669,groß::A,бадӟым,алпамсадай
670,klein::A,пичи,кішкене
671,klein::A,пичи,қарғадай
672,lang::A,кузь,сопақ
673,lang::A,кузь,сорайған
674,kurz::A,вакчи,кеспелтек
675,breit::A,паськыт,айдынды
676,schmal::A,сюлэг,қысық
677,dicht::A,ӵем,жиі
678,dick[Gegenstand]::A,зӧк,шомбал
679,dünn::A,векчи,жұқа
680,dünn::A,векчи,жіңішке
681,fein::A,векчи,қаңылтақ
682,fest::A,юн,берік
683,fest::A,юн,мызғымас
684,fest::A,чурыт,берік
685,fest::A,чурыт,мызғымас
686,flach::A,ӵошкыт,жалпак
687,glatt::A,гылыт,типыл
688,glatt::A,вольыт,типыл
689,hart::A,чурыт,қатты
690,weich::A,небыт,жұмсақ
691,rund::A,котырес,домалақ
692,spitz::A,йылсо,үшкір
693,scharf::A,лэчыт,сүйрік
694,stumpf::A,ныж,доғал
695,stumpf::A,ныж,өтпейтін
696,schwer::A,секыт,салмақты
697,schön::A,чебер,сұлу
698,heiß::A,пӧсь,ыссы
699,warm::A,шуныт,жылы
700,kalt::A,кезьыт,аязды
701,kühl::A,юзмыт,салқын
702,kühl::A,салкым,салқын
703,frisch::A,выль,таза
704,frisch::A,выль,жаңа
705,feucht::A,мускыт,нам
706,feucht::A,мускыт,дымқылды
707,nass::A,котмем,сулы
708,trocken::A,кӧс,құрғақ
709,voll::A,тыр,толы
710,leer::A,буш,бос
711,leer::A,тырттэм,бос
712,offen::A,усьтэм,ашып қойылған
713,geschlossen::A,ӵогам,жабулы
714,geschlossen::A,пунням,жабулы
715,sauber::A,ӝикыт,дақсыз
716,sauber::A,ӝикыт,мұнтаздай
717,sauber::A,чылкыт,дақсыз
718,sauber::A,чылкыт,мұнтаздай
719,schmutzig::A,нӧд,айғыз
720,schmutzig::A,нӧд,сатпақ
721,schmutzig::A,нӧд,сатал-сатал
722,roh::A,ыль,шикі
723,reif::A,вуэм,піскен
724,lecker::A,ческыт,дәмді
725,süß::A,ческыт,тәтті
726,bitter::A,курыт,ащы
727,sauer::A,чырс,қышқыл
728,hell::A,югыт,жарық
729,hell::A,югыт,жарқын
730,dunkel::A,пеймыт,қараңғы
731,schwarz::A,сьӧд,қара
732,weiß::A,тӧдьы,ақ
733,rot::A,горд,қызыл
734,gelb::A,ӵуж,сары
735,blau::A,лыз,көк
736,grün::A,вож,жасыл
737,grau::A,пурысь,бозамық
738,bunt::A,куӵо,алабажак
739,billig::A,дунтэм,арзан
740,teuer::A,дуно,бағалы
741,wertvoll::A,дуно,құнды
742,wertvoll::A,дуно,қымбат
743,blind::A,сукыр,көзсіз
744,blind::A,сукыр,көр
745,blind::A,сукыр,көр_соқыр
746,blind::A,синтэм,көзсіз
747,blind::A,синтэм,көр
748,blind::A,синтэм,көр_соқыр
749,taub::A,пельтэм,керең
750,taub::A,пельтэм,саңырау
751,kräftig::A,кужмо,қуатты
752,kräftig::A,кужмо,қарымды
753,stark::A,юн,білекті
754,stark::A,кужмо,білекті
755,schwach::A,ляб,әлсіз
756,schwach::A,ляб,күшсіз
757,schwach::A,ляб,қайратсыз
758,schwach::A,начар,әлсіз
759,schwach::A,начар,күшсіз
760,schwach::A,начар,қайратсыз
761,fett::A,кӧй,семіз
762,schlank::A,веськыт,ашаң
763,schlank::A,веськрес,ашаң
764,hübsch::A,чебер,ажарлы
765,hübsch::A,чебер,шырайлы
766,hübsch::A,синмаськымон,ажарлы
767,hübsch::A,синмаськымон,шырайлы
768,böse::A,лек,өш
769,böse::A,лек,сұм
770,böse::A,лек,жауыз
771,dumm::A,шузи,көкми
772,dumm::A,шузи,ақымақ
773,dumm::A,шузи,миы жоқ
774,dumm::A,визьтэм,көкми
775,dumm::A,визьтэм,ақымақ
776,dumm::A,визьтэм,миы жоқ
777,faul::A,азьтэм,жалқау
778,faul::A,азьтэм,еріншек
779,fleißig::A,сюлмо,ұқыпты
780,geizig::A,сук,сараң
781,klug::A,визьмо,жетік
782,klug::A,визьмо,ақылды
