,Concept_ID,ps,uz
775,sie::PRN,هغوی,ular
776,was::FPRN,څهٔ,nima
777,wer::FPRN,چا,kim
778,wer::FPRN,څوک,kim
779,wo::FADV,چيری,qaerda
780,wo::FADV,چېرته,qaerda
781,wohin::FADV,چېرته,qayerga
782,wie::FADV,څنګه,qanday
783,warum::FADV,ولې,nega
784,wieviel::FNUM,څو,qancha
785,wieviel::FNUM,څومره,qancha
786,eins::NUM,یو,bir
787,zwei::NUM,دوه,ikki
788,drei::NUM,درې,uch
789,vier::NUM,څلور,to'rt
790,fünf::NUM,پنځه,besh
791,sechs::NUM,شپږ,olti
792,sieben::NUM,اوه,etti
793,acht::NUM,اته,sakkiz
794,neun::NUM,نهه,to'qqiz
795,zehn::NUM,لس,o'n
796,elf::NUM,یوولس,o'n bir
797,zwölf::NUM,دولس,o'n ikki
798,zwanzig::NUM,شل,yigirma
799,dreißig::NUM,دېرش,o'ttiz
800,vierzig::NUM,څلوېښت,qirq
801,fünfzig::NUM,پنځوس,ällik
802,sechzig::NUM,شپېته,oltmish
803,siebzig::NUM,اویا,etmish
804,achtzig::NUM,اتیا,sakson
805,neunzig::NUM,نوي,to'qson
806,hundert::NUM,سل,yuz
807,tausend::NUM,زر,ming
808,und::CNJ,او,va
809,oder::CNJ,ېا,yo
810,stehen::V,درېدل,turmoq
811,sitzen::V,کښېنستل,o'tirmoq
812,liegen::V,ملاستل,yotmoq
813,hängen::V,ځړېدل,osilmoq
814,werden::V,کېدل,bo'lmoq
815,passieren::V,پېښېدل,bo'lib o'tmoq
816,beginnen::V,شروع کېدل,boshlanmoq
817,enden::V,خلاصدل,bitmoq
818,enden::V,تمامېدل,bitmoq
819,wechseln::V,تغییر موندل,o'zgarmoq
820,aufgehen[Sonne]::V,ختل,chiqmoq
821,untergehen[Sonne]::V,لوېدل,botmoq
822,untergehen[Sonne]::V,پرېوتل,botmoq
823,scheinen[Sonne]::V,رڼا کول,yaraqlamoq
824,donnern::V,تنېدل,gulduramoq
825,donnern::V,غړمبېدل,gulduramoq
826,wehen::V,چلېدل,elpimoq
827,strömen::V,بهېدل,oqmoq
828,fließen::V,بهېدل,oqmoq
829,fließen::V,تویېدل,oqmoq
830,sich drehen::V,ګرځېدل,aylanmoq
831,sich drehen::V,چورلېدل,aylanmoq
832,schwanken::V,زنګېدل,qoqilmoq
833,schwingen::V,زنګېدل,lopillamoq
834,fallen::V,ولېدل,tushmoq
835,brennen::V,سوځېدل,yonmoq
836,rauchen::V,لوګی کول,tutamoq
837,regnen::V,باران اورېدل,yomg'ir yog'moq
838,gefrieren::V,کنګل نيول,muzlamoq
839,tauen::V,وېلې کېدل,ärimoq
840,schmelzen::V,وېلې کېدل,ärimoq
841,trocknen::V,وچېدل,qurimoq
842,sieden::V,اېشېدل,qaynamoq
843,faulen::V,خرابېدل,chirimoq
844,verfaulen::V,ورستېدل,chirimoq
845,reißen::V,شلېدل,qayt qilmoq
846,versinken::V,ډوېېدل,g'arq bo'lmoq
847,vergehen::V,تېرېدل,o'tmoq
848,erscheinen::V,ښکارېدل,zuhur ätmoq
849,verschwinden::V,ورکېدل,yo'qolmoq
850,sinken::V,ښکته کېدل,pasaymoq
851,abnehmen::V,کمېدل,kamaymoq
852,zunehmen::V,زیاتېدل,urchimoq
853,steigen::V,جګېدل,oshmoq
854,steigen::V,پورته کېدل,oshmoq
855,wachsen::V,وده کول,o'smoq
856,glänzen::V,ځلېدل,porlamoq
857,funkeln::V,پړکېدل,yalt ätmoq
858,lärmen::V,غال و غول کول,taraq ätmoq
859,läuten::V,زنګ وهل,jiringlamoq
860,klingeln::V,زنګ وهل,jiringlamoq
861,klirren::V,کړنګېدل,sharaqlamoq
862,brausen::V,تلاطم کول,vag'illamoq
863,rauschen::V,شڼهار کول,shitirlamoq
864,klingen::V,آواز کول,yangramoq
865,bellen::V,غپېدل,hurmoq
866,heulen::V,انګلل,uvlamoq
867,blasen::V,پو کول,puflamoq
868,pfeifen::V,شپېلک وهل,xushtak chalmoq 
869,schreien::V,ناره کول,qiyqirmoq
870,stöhnen::V,زګېروی کول,nola qilmoq
871,zittern::V,لړزېدل,titramoq
872,leben::V,ژوند کول,yashamoq
873,geboren werden::V,زېږېدل,tug'ilmoq
874,atmen::V,ساه کښل,nafas chiqarmoq
875,atmen::V,تنفس کول,nafas chiqarmoq
876,trinken::V,څښل,ichmoq
877,essen::V,خوړل,emoq
878,schlucken::V,غړپول,yutmoq
879,müde werden::V,ستړی کېدل,horimoq
880,einschlafen::V,ویده کېدل,uxlab qolmoq
881,schlafen::V,خوب کول,uxlamoq
882,aufwachen::V,ویښېدل,uyg'onmoq
883,aufstehen::V,پاڅېدل,qo'pmoq
884,sich erholen::V,استراحت کول,dam olmoq
885,krank werden::V,رنځورېدل,kasallanmoq
886,krank sein::V,ناجوړېدل,betob yotmoq
887,schmerzen::V,خوږېدل,og'rimoq
888,schmerzen::V,درد کول,og'rimoq
889,husten::V,ټوخېدل,yo'talmoq
890,genesen::V,رغېدل,tuzalmoq
891,sterben::V,مړل,o'lmoq
892,umkommen::V,تلفېدل,halok bo'lmoq
893,sich bewegen::V,چلېدل,harakat qilmoq
894,sich bewegen::V,حرکت کول,harakat qilmoq
895,sich rühren::V,ښورېدل,qimirlamoq
896,sich erheben::V,درېدل,qo'pmoq
897,sich setzen::V,کښېنستل,o'tirmoq
898,hinfallen::V,لوېدل,yiqilmoq
899,laufen::V,منډې وهل,yurmoq
900,schreiten::V,قدم ایښودل,yurmoq
901,spazierengehen::V,چکر وهل,sayr ätmoq
902,eilen::V,بېړه کول,tezlamoq
903,sich beeilen::V,عجله کول,shoshmoq
904,sausen::V,ځغستل,chopqillamoq
905,rennen::V,زغلېدل,yugurmoq
906,springen::V,ټوپ وهل,sakramoq
907,klettern::V,ختل,yuqorilamoq
908,schaukeln::V,زنګېدل,irg'amoq
909,kriechen::V,خاپوړی وهل,ämaklamoq
910,schwimmen::V,لامبو وهل,suzmoq
911,tauchen::V,غوټه وهل,chu'mmoq
912,rudern::V,پارو وهل,eshkak eshmoq
913,fahren::V,تلل,haydamoq
914,fliegen::V,الوتل,uchmoq
915,gehen::V,تلل,bormoq
916,weggehen::V,بهر وتل,ketoq
917,abfahren::V,تلل,jo'namoq
918,anhalten::V,ودرېدل,to'xtamoq
919,hineingehen::V,داخلېدل,kirmoq
920,eintreten::V,ننوتل,kirmoq
921,kommen::V,راتلل,kelmoq
922,ankommen::V,رسېدل,etib kelmoq
923,zurückkommen::V,بېرته راتلل,qaytib kelmoq
924,bleiben::V,پاتې کېدل,qolmoq
925,warten::V,انتظار وېستل,poylamoq
926,erwarten::V,انتظار کول,kutmoq
927,suchen::V,لټول,izlamoq
928,finden::V,میندل,topmoq
929,finden::V,پیدا کول,topmoq
930,versuchen::V,هڅه کول,chalishmoq
931,vorbereiten::V,چمتوکول,hozirlamoq
932,lieben::V,مینه لرل,sevmoq
933,mögen::V,خوښول,ardoqlamoq
934,mögen::V,علاقه لرل,ardoqlamoq
935,lachen::V,خندېدل,kulmoq
936,rühren::V,اغېزه کول,ta'sirlantirmoq
937,weinen::V,ژړل,yig'lamoq
938,schimpfen::V,ښکنځا کول,koyinmoq
939,sich ärgern::V,قهر راتلل,g'azab qilmoq
940,sich fürchten::V,ډارېدل,hurkmoq
941,fürchten::V,ډارېدل,qo'rqmoq
942,fliehen::V,تښتېدل,qochmoq
943,flüchten::V,تښتېدل,qochmoq
944,sehen::V,لیدل,ko'rmoq
945,anschauen::V,کتل,razm solmoq
946,ansehen::V,ننداره کول,razm qilmoq
947,hören::V,اورېدل,äshitmoq
948,zuhören::V,غوږ نیول,tinglamoq
949,probieren::V,څکه کول,tatib ko'rmoq
950,probieren::V,چاشنی کول,tatib ko'rmoq
951,riechen::V,بويول,iskamoq
952,fühlen::V,حسول,sezmoq
953,scheinen::V,ښکارېدل,tuyilmoq
954,zu sehen sein::V,ښکارېدل,ko'rinmoq
955,vernehmen::V,خبرېدل,äshitmoq
956,frieren::V,ساړه کېتل,sovuq qotmoq
957,tun::V,کول,ätmoq
958,können::V,کولای شول,-a olmoq
959,können::V,کولای شول,-y olmoq
960,können::V,د لاسه کېدل,-a olmoq
961,können::V,د لاسه کېدل,-y olmoq
962,wollen::V,غوښتل,istamoq
963,anfangen::V,شروع کول,boshlamoq
964,beenden::V,ختمول,bitirmoq
965,beenden::V,پای ته رسول,bitirmoq
966,aufhören::V,بس کول,tinmoq
967,gelingen::V,موفق کېدل,muvaffaqiyat qozonmoq
968,gelingen::V,بریالی کېدل,muvaffaqiyat qozonmoq
969,geraten::V,کېدل,bo'lmoq
970,öffnen::V,خلاصول,ochmoq
971,öffnen::V,پرانیستل,ochmoq
972,schließen::V,تړل,yopmoq
973,stellen::V,ایښودل,qo'ymoq
974,setzen::V,کښېنول,o'tqazmoq
975,legen::V,ایښودل,yotqizmoq
976,berühren::V,لاس وهل,tegmoq
977,verbinden::V,تړل,ulamoq
978,bedecken::V,پوښول,bekitmoq
979,aufhängen::V,ځوړندول,ildirmoq
980,anzünden::V,بلول,yondirmoq
981,aufheben::V,پورته کول,ko'tarmoq
982,zurücklassen::V,پرېښودل,ayrilmoq
983,verlieren::V,ورکول,yo'qotmoq
984,fallen lassen::V,له لاسه لوېدل,tushirmoq
985,machen::V,کول,qilmoq
986,herstellen::V,جوړول,chiqarmoq
987,herstellen::V,توليدول,chiqarmoq
988,bauen::V,جوړول,solmoq
989,reparieren::V,ترمیمول,tuzatmoq
990,verbessern::V,اصلاح کول,isloh qilmoq
991,ändern::V,تغیر ورکول,o'zgartirmoq
992,graben::V,کيندل,qazimoq
993,beugen::V,ټیټول,bukmoq
994,biegen::V,کږول,bukmoq
995,drehen::V,ګرځول,aylantirmoq
996,wenden::V,اړول,burmoq
997,umdrehen::V,اړول,ag'darmoq
998,heben::V,جګول,yuksaltirmoq
999,heben::V,پورته کول,yuksaltirmoq
1000,hochheben::V,جګول,ko'tarmoq
1001,ergreifen::V,نیول,tutamlamoq
1002,halten::V,نیول,tutmoq
1003,drücken::V,کښېکښل,bosmoq
1004,schieben::V,پوری وهل,surmoq
1005,kratzen::V,ګرول,qashimoq
1006,lecken::V,څټل,mijimoq
1007,beißen::V,چیچل,tishlamoq
1008,abreißen::V,شکول,emirmoq
1009,abschneiden::V,پرېکول,cho'rt kesmoq
1010,binden::V,تړل,bog'lamoq
1011,stecken::V,ټومبل,suqmoq
1012,brechen::V,ماتول,sindirmoq
1013,klopfen::V,ټکول,dukurlamoq
1014,hauen::V,ټکول,urmoq
1015,kleben::V,نښلول,yopishtirmoq
1016,kleben::V,سرېښول,yopishtirmoq
1017,reiben::V,مږل,surkamoq
1018,streichen::V,مښل,surkamoq
1019,schleifen::V,تېره کول,qayramoq
1020,schneiden::V,غوڅول,kesmoq
1021,schneiden::V,پرېکول,kesmoq
1022,rütteln::V,خوڅول,chayqamoq
1023,schütteln::V,ښورول,chayqamoq
1024,schwenken::V,خوڅول,chayqatmoq
1025,schütten::V,اچول,quymoq
1026,schütten::V,تویول,quymoq
1027,füllen::V,ډکول,to'ldirmoq
1028,einwickeln::V,پېچل,chulg'amoq
1029,einwickeln::V,نغښتل,chulg'amoq
1030,tragen::V,وړل,tashimoq
1031,schleppen::V,وړل,sudramoq
1032,ziehen::V,کښل,tortmoq
1033,aufbewahren::V,ساتل,tutmoq
1034,werfen::V,اچول,tashlamoq
1035,werfen::V,غورځول,tashlamoq
1036,fangen::V,نیول,tutmoq
1037,fangen::V,ګیرول,tutmoq
1038,packen::V,نیول,opqochmoq
1039,verstecken::V,پټول,yashirmoq
1040,teilen::V,وېشل,bo'lmoq
1041,teilen::V,تقسیمول,bo'lmoq
1042,schicken::V,لېږل,yubormoq
1043,schicken::V,استول,yubormoq
1044,bringen::V,راوړل,keltirmoq
1045,hinzufügen::V,زیاتول,tirkamoq
1046,bekommen::V,حاصلول,olmoq
1047,erhalten::V,اخیستل,olmoq
1048,nehmen::V,نیول,olmoq
1049,nehmen::V,اخيستل,olmoq
1050,wählen::V,خوښول,saylamoq
1051,auswählen::V,چنده کول,saylamoq
1052,bewahren::V,ساتل,saqlamoq
1053,behindern::V,مانع کېدل,xalal bermoq
1054,behindern::V,ممانعت کول,xalal bermoq
1055,verderben::V,خرابېدل,xazon qilmoq
1056,beschädigen::V,ورانول,buzmoq
1057,zerbrechen::V,ماتول,sindirmoq
1058,zerreißen::V,څیرې کول,yirtmoq
1059,zerstören::V,ړنګول,vayron qilmoq
1060,zerstören::V,ورانول,vayron qilmoq
1061,verbrennen::V,سوځول,kuydirmoq
1062,geben::V,ورکول,bermoq
1063,reichen::V,ورکول,bermoq
1064,schenken::V,بښل,sovg'a qilmoq
1065,versprechen::V,لوز کول,va'da bermoq
1066,wünschen::V,غوښتل,orziqmoq
1067,loben::V,ستایل,maqtamoq
1068,loben::V,تمجید کول,maqtamoq
1069,küssen::V,ښکلول,o'pmoq
1070,wiegen::V,زنګول,tebratmoq
1071,zudecken::V,پوښول,yopmoq
1072,wecken::V,ويښول,uyg'otmoq
1073,zeigen::V,ښودل,ko'rsatmoq
1074,führen::V,بیول,boshlik bo'lmoq
1075,lehren::V,درس ورکول,o'rgatmoq
1076,lehren::V,تعلیم ورکول,o'rgatmoq
1077,unterrichten::V,درس ورکول,dars bermoq
1078,aufziehen::V,روزل,o'stirmoq
1079,leiten::V,رهبری کول,boshqarmoq
1080,leiten::V,لارښوونه کول,boshqarmoq
1081,antreiben::V,چټک کول,shoshiltirmoq
1082,lassen::V,اړکول,ruxsat bermoq
1083,einladen::V,بلل,taklif kilmoq
1084,vereinigen::V,متحد کول,qo'shmoq
1085,vereinigen::V,یوځای کول,qo'shmoq
1086,besuchen::V,کتنه کول,mehmonga bormoq
1087,treffen::V,ليدل,duchor bo'lmoq
1088,treffen::V,تلقی کول,duchor bo'lmoq
1089,sich versammeln::V,راغونډېدل,to'planmoq
1090,spielen::V,لوبه کول,o'ynamoq
1091,singen::V,سندرې وېل,yalla qilmoq
1092,tanzen::V,ګډېدل,raqs qilmoq
1093,sich trennen::V,بېلېدل,yakkalanmoq
1094,verlassen::V,ترک کول,qoldirmoq
1095,retten::V,نجات ورکول,qutqazmoq
1096,bewachen::V,ساتل,qo'rimoq
1097,bewachen::V,حفاظت کول,qo'rimoq
1098,schützen::V,ژغورل,yoniga olmoq
1099,verteidigen::V,دفاع کول,yoqlamoq
1100,sich schlagen::V,جنګېدل,yoqalashmoq
1101,schießen::V,ویشتل,otmoq
1102,siegen::V,غالبېدل,engmoq
1103,ärgern::V,خپه کول,jahl chiqarmoq
1104,schlagen::V,وهل,urmoq
1105,treten::V,په لغته وهل,tepmoq
1106,stechen::V,ټومبل,qadamoq
1107,stoßen::V,ټېل وهل,turtmoq
1108,stoßen::V,پوری وهل,turtmoq
1109,stehlen::V,تښتول,o'g'rilamoq
1110,stehlen::V,غلا کول,o'g'rilamoq
1111,stören::V,ماتول,tebratmoq
1112,belästigen::V,ځورول,g'ashini keltirmoq
1113,belästigen::V,تکلیف ورکول,g'ashini keltirmoq
1114,verbergen::V,پټول,berkitmoq
1115,täuschen::V,تېرایستل,aldamoq
1116,täuschen::V,خطا ایستل,aldamoq
1117,betrügen::V,غولول,tirriq qilmoq
1118,töten::V,وژل,o'ldirmoq
1119,töten::V,مړ کول,o'ldirmoq
1120,wohnen::V,اوسېدل,istiqomat qilmoq
1121,arbeiten::V,کار کول,ishlamoq
1122,sammeln::V,راټولول,yig'moq
1123,sammeln::V,راغونډول,yig'moq
1124,pflücken::V,شکول,termoq
1125,jagen::V,ښکار کول,ov qilmoq
1126,fischen::V,کب نيول,baliq ovlamoq
1127,fassen::V,نیول,ilinmoq
1128,fassen::V,ګیرول,ilinmoq
1129,hüten::V,پوول,boqtirmoq
1130,treiben::V,بیول,haydamoq
1131,anbinden::V,تړل,bog'lamoq
1132,füttern::V,خوراک ورکول,edirmoq
1133,melken::V,لوشل,sog'moq
1134,hacken::V,پی کول,chopmoq
1135,gießen::V,اوبه کول,oqizmoq
1136,reifen::V,رسېدل,qizarmoq
1137,zubereiten::V,تیارول,pishirmoq
1138,kochen::V,پخول,qaynatmoq
1139,backen::V,پخول,yopmoq
1140,braten::V,وريتول,qovurmoq
1141,umrühren::V,لړل,atalamoq
1142,stricken::V,اوبدل,to'qimoq
1143,nähen::V,ګنډل,tikmoq
1144,färben::V,رنګول,bo'yoqlamoq
1145,reinigen::V,صافول,tozalamoq
1146,waschen::V,مینځل,yuvmoq
1147,abwischen::V,وچول,surkamoq
1148,spülen::V,کنګالول,chaymoq
1149,fegen::V,جارو کول,cho'tkalamoq
1150,kehren::V,جارو کول,supurmoq
1151,baden::V,لمبېدل,cho'milmoq
1152,sich waschen::V,ځان مينځل,yuvinmoq
1153,ausziehen::V,کښل,echintirmoq
1154,ausziehen::V,ایستل,echintirmoq
1155,anziehen::V,اغوستل,kiymoq
1156,sich anziehen::V,کالی اغوستل,kiyinmoq
1157,kämmen::V,ګمنځول,taramoq
1158,schmücken::V,ښکلی کول,yasatmoq
1159,sagen::V,وېل,aytmoq
1160,sprechen::V,وېل,so'zlamoq
1161,sprechen::V,غږېدل,so'zlamoq
1162,reden::V,ګړېدل,gapirmoq
1163,reden::V,خبرې کول,gapirmoq
1164,sich unterhalten::V,خبری کول,suhbatlashmoq
1165,fragen::V,پوښتنه کول,so'ramoq
1166,bitten::V,غوښتل,iltimos qilmoq
1167,erzählen::V,کيسه کول,aytib bermoq
1168,erzählen::V,حکايت کول,aytib bermoq
1169,mitteilen::V,خبرول,bildirmoq
1170,mitteilen::V,خبر ورکول,bildirmoq
1171,nennen::V,نوم ايښودل,atamoq
1172,rufen::V,بلل,chaqirmoq
1173,prahlen::V,لاپې وهل,gerdaymoq
1174,übersetzen::V,ژباړل,tarjima qilmoq
1175,übersetzen::V,ترجمه کول,tarjima qilmoq
1176,denken::V,فکر کول,o'ylamoq
1177,glauben::V,باور کول,ishonmoq
1178,bemerken::V,لیدل,payqamoq
1179,erkennen::V,پېژندل,tanimoq
1180,begreifen::V,رسېدل,tushunmoq
1181,begreifen::V,پوهېدل,tushunmoq
1182,verstehen::V,پوهېدل,anglamoq
1183,lernen::V,زده کول,o'qimoq
1184,lernen::V,درس لوستل,o'qimoq
1185,wissen::V,پوهېدل,bilmoq
1186,sich erinnern an::V,یادول,äsni tanimoq
1187,sich erinnern an::V,په یاد راوړل,äsni tanimoq
1188,vergessen::V,هېرول,unutmoq
1189,messen::V,اندازه کول,o'lchamoq
1190,zählen::V,شمارل,raqamlamoq
1191,rechnen::V,حسابول,cho'tlamoq
1192,lesen::V,لوستل,o'qimoq
1193,malen::V,رسمول,rasm solmoq
1194,zeichnen::V,رسمول,chizmoq
1195,schreiben::V,لیکل,yozmoq
1196,besitzen::V,لرل,ägalamoq
1197,kaufen::V,رانیول,olmoq
1198,verkaufen::V,خرڅول,sotmoq
1199,bezahlen::V,تأدیه کول,to'lamoq
1200,zahlen::V,کسات اخيستل,to'lamoq
1201,beherrschen::V,تسلط لرل,ägalamoq
1202,ertragen::V,زغمل,chidamoq
1203,Barsch::N,,olabug'a
1204,Hecht::N,,cho'rtan
