,Concept_ID,it,ca
501,Nahrung::N,alimento,aliment
502,Speise::N,piatto,plat
503,Fleisch::N,carne,carn
504,Getreide::N,cereali,cereals
505,Brei::N,purè,puré
506,Brei::N,pappa,puré
507,Brot::N,pane,pa
508,Scheibe::N,fetta,tall
509,Scheibe::N,fetta,llesca
510,Scheibe::N,trancia,tall
511,Scheibe::N,trancia,llesca
512,Fett::N,grasso,greix
513,Butter::N,burro,mantega
514,Öl::N,olio,oli
515,Salz::N,sale,sal
516,Suppe::N,zuppa,sopa
517,Suppe::N,minestra,sopa
518,Honig::N,miele,mel
519,Milch::N,latte,llet
520,Tee::N,tè,te
521,Leder::N,pelle,cuir
522,Wolle::N,lana,llana
523,Stoff::N,panno,tela
524,Stoff::N,tessuto,tela
525,Nadel::N,ago,agulla
526,Faden::N,filo,fil
527,Knopf::N,bottone,botó
528,Knoten::N,nodo,nus
529,Farbe::N,pittura,pintura
530,Kleidung::N,vestiti,roba
531,Kleidung::N,vestiti,vestits
532,Kleidung::N,vestiario,roba
533,Kleidung::N,vestiario,vestits
534,Hemd::N,camicia,camisa
535,Kragen::N,bàvero,coll
536,Kragen::N,colletto,coll
537,Ärmel::N,mànica,màniga
538,Hose::N,calzoni,pantalōns
539,Gürtel::N,cintura,cinturó
540,Mütze::N,berretto,gorra
541,Schuh::N,scarpa,sabata
542,Stiefel::N,stivale,bota
543,Ring::N,anello,anell
544,Band::N,nastro,veta
545,Band::N,nastro,cinta
546,Band::N,fettuccia,veta
547,Band::N,fettuccia,cinta
548,Kamm::N,pèttine,pinta
549,Spiegel::N,specchio,mirāll
550,Riemen::N,cinghia,corretja
551,Schnur::N,corda,corda
552,Leine::N,guinzaglio,corretja
553,Decke::N,coperta,manta
554,Decke::N,coperta,flassada
555,Kissen::N,cuscino,coixí
556,Kissen::N,guanciale,coixí
557,Tuch::N,fazzoletto,mocador
558,Handtuch::N,asciugamano,tovallola
559,Kraft::N,forza,força
560,Stärke::N,forza,vigor
561,Stärke::N,vigore,vigor
562,Stärke::N,fortezza,vigor
563,Gesundheit::N,salute,salut
564,Krankheit::N,malattìa,malaltia
565,Schmerz::N,dolore,dolor
566,Wunde::N,piaga,ferida
567,Wunde::N,ferita,ferida
568,Fieber::N,febbre,febre
569,Arznei::N,fàrmaco,medicament
570,Arznei::N,medicina,medicament
571,Brücke::N,ponte,pont
572,Brunnen::N,pozzo,pou
573,Weide::N,pàscolo,pastura
574,Pfad::N,sentiero,senda
575,Pfad::N,sentiero,sender
576,Weg::N,via,camí
577,Weg::N,cammino,camí
578,Straße::N,strada,carretera
579,Dorf::N,paese,poble
580,Dorf::N,villaggio,poble
581,Stadt::N,città,ciutāt
582,Brief::N,lèttera,carta
583,Buch::N,libro,llibre
584,Buchstabe::N,lèttera,lletra
585,Zeitung::N,giornale,diāri
586,Leben::N,vita,vida
587,Tod::N,morte,mort
588,Grab::N,tomba,tomba
589,Grab::N,sepolcro,tomba
590,Kirche::N,chiesa,església
591,Sünde::N,peccato,pecat
592,Gott::N,dio,déu
593,Arbeiter::N,operaio,obrer
594,Arbeiter::N,lavoratore,obrer
595,Chef::N,capo,cap
596,Chef::N,padrone,cap
597,Meister::N,mastro,mestre
598,Meister::N,maestro,mestre
599,Arzt::N,mèdico,metge
600,Arzt::N,dottore,metge
601,Lehrer::N,professore,mestre
602,Geld::N,soldi,dinērs
603,Geld::N,denaro,dinērs
604,Geschäft::N,affare,negoci
605,Geschäft::N,negozio,negoci
606,Laden::N,negozio,tenda
607,Laden::N,negozio,botiga
608,Preis::N,prezzo,preu
609,Ware::N,merce,mercaderia
610,Nutzen::N,ùtile,profit
611,Nutzen::N,profitto,profit
612,Reichtum::N,ricchezza,riquesa
613,Welt::N,mondo,món
614,Land::N,paese,país
615,Staat::N,Stato,estat
616,König::N,re,rei
617,Macht::N,potere,poder
618,Macht::N,potere,potència
619,Grenze::N,confine,frontera
620,Grenze::N,frontiera,frontera
621,Krieg::N,guerra,guerra
622,Feind::N,nemico,enemic
623,Gewalt::N,violenza,violència
624,Kampf::N,lotta,lluita
625,Bogen[Waffe]::N,arco,arc
626,Pfeil::N,freccia,fletxa
627,Gewehr::N,fucile,fusell
628,Gewehr::N,fucile,escopeta
629,Fehler::N,errore,falta
630,Fehler::N,sbaglio,falta
631,Lüge::N,bugìa,mentida
632,Lüge::N,menzogna,mentida
633,Schaden::N,danno,dany
634,Unglück::N,sfortuna,desgràcia
635,Schuld::N,colpa,culpa
636,Alter::N,età,edat
637,Schluss::N,fine,fi
638,Schluss::N,fine,final
639,Zeit::N,tempo,temps
640,Tag::N,giorno,dia
641,Tag::N,giornata,dia
642,Morgen::N,mattina,matí
643,Mittag::N,mezzogiorno,migdia
644,Abend::N,sera,vespre
645,Abend::N,serata,vespre
646,Nacht::N,notte,nit
647,Woche::N,settimana,setmana
648,Monat::N,mese,mes
649,Jahr::N,anno,any
650,Frühling::N,primavera,primavera
651,Sommer::N,estate,estīu
652,Herbst::N,autunno,tardor
653,Winter::N,inverno,hivērn
654,Januar::N,gennaio,gener
655,Februar::N,febbraio,febrer
656,März::N,marzo,març
657,April::N,aprile,abril
658,Mai::N,maggio,maig
659,Juni::N,giugno,juny
660,Juli::N,luglio,juliol
661,August::N,agosto,agost
662,September::N,settembre,setembre
663,Oktober::N,ottobre,octubre
664,November::N,novembre,novembre
665,Dezember::N,dicembre,desembre
666,Montag::N,lunedì,dilluns
667,Dienstag::N,martedì,dimarts
668,Mittwoch::N,mercoledì,dimecres
669,Donnerstag::N,giovedì,dijous
670,Freitag::N,venerdì,divendres
671,Samstag::N,sàbato,dissabte
672,Sonntag::N,domenica,diumenge
673,groß::A,grande,gros
674,klein::A,pìccolo,petīt
675,lang::A,lungo,llarg
676,kurz::A,corto,curt
677,breit::A,largo,ample
678,schmal::A,stretto,estret
679,dicht::A,denso,dens
680,dick[Gegenstand]::A,spesso,gruixūt
681,dünn::A,sottile,prim
682,fein::A,fine,fi
683,fein::A,delicato,fi
684,fest::A,sodo,ferm
685,fest::A,sodo,sòlid
686,fest::A,fisso,ferm
687,fest::A,fisso,sòlid
688,flach::A,piano,pla
689,flach::A,piatto,pla
690,glatt::A,liscio,llis
691,hart::A,duro,dur
692,weich::A,molle,tou
693,rund::A,rotondo,rodó
694,spitz::A,aguzzo,punxegut
695,spitz::A,appuntito,punxegut
696,scharf::A,affilato,agut
697,scharf::A,tagliente,agut
698,stumpf::A,smussato,rom
699,stumpf::A,smussato,esmussat
700,schwer::A,pesante,pesāt
701,schön::A,bello,bonīc
702,heiß::A,caldo,calēnt
703,heiß::A,bollente,calēnt
704,warm::A,caldo,càlid
705,kalt::A,freddo,fred
706,kühl::A,fresco,fresc
707,frisch::A,fresco,fresc
708,feucht::A,ùmido,humit
709,nass::A,bagnato,mullat
710,trocken::A,secco,sec
711,voll::A,pieno,ple
712,leer::A,vuoto,buit
713,offen::A,aperto,obert
714,geschlossen::A,chiuso,tancat
715,sauber::A,netto,net
716,sauber::A,pulito,net
717,schmutzig::A,sporco,brut
718,schmutzig::A,sùdicio,brut
719,roh::A,crudo,cru
720,reif::A,maturo,madur
721,lecker::A,ghiotto,deliciós
722,lecker::A,squisito,deliciós
723,süß::A,dolce,dolç
724,bitter::A,amaro,amarg
725,sauer::A,aspro,agre
726,sauer::A,acerbo,agre
727,hell::A,chiaro,clar
728,dunkel::A,buio,fosc
729,dunkel::A,oscuro,fosc
730,schwarz::A,nero,negre
731,weiß::A,bianco,blanc
732,rot::A,rosso,vermēll
733,gelb::A,giallo,groc
734,blau::A,blu,blau
735,blau::A,azzurro,blau
736,grün::A,verde,verd
737,grau::A,grigio,gris
738,bunt::A,variopinto,multicolor
739,billig::A,a buon prezzo,barat
740,billig::A,a buon mercato,barat
741,teuer::A,caro,car
742,wertvoll::A,prezioso,preciós
743,blind::A,cieco,cec
744,taub::A,sordo,sord
745,kräftig::A,forte,fort
746,kräftig::A,forte,vigorós
747,kräftig::A,robusto,fort
748,kräftig::A,robusto,vigorós
749,stark::A,forte,fort
750,stark::A,vigoroso,fort
751,schwach::A,dèbole,feble
752,fett::A,grasso,gras
753,schlank::A,snello,esvelt
754,schlank::A,slanciato,esvelt
755,hübsch::A,bello,maco
756,hübsch::A,carino,maco
757,böse::A,cattivo,dolent
758,dumm::A,stùpido,ximple
759,dumm::A,stùpido,estúpid
760,faul::A,pigro,gandūl
761,faul::A,pigro,mandrós
762,fleißig::A,diligente,diligēnt
763,geizig::A,avaro,avar
764,klug::A,intelligente,intel·ligent
765,geschickt::A,àbile,hàbil
766,lieb::A,caro,amat
767,lieb::A,caro,estimat
768,lustig::A,gaio,alegre
769,lustig::A,allegro,alegre
770,sanft::A,dolce,suau
771,hungrig::A,affamato,afamat
772,krank::A,malato,malālt
773,krank::A,infermo,malālt
774,nackt::A,nudo,nu
775,traurig::A,triste,trist
776,lebendig::A,vivo,viu
777,gut::A,buono,bo
778,schlecht::A,cattivo,dolēnt
779,richtig::A,giusto,just
780,richtig::A,giusto,correcte
781,schlimm::A,grave,greu
782,wahr::A,vero,vertader
783,wahr::A,vero,veritable
784,alt::A,vecchio,vell
785,neu::A,nuovo,nou
786,ehemalig::A,vecchio,antic
787,ehemalig::A,d'una_volta,antic
788,alt[Lebewesen]::A,anziano,vell
789,jung::A,giovane,jove
790,arm::A,pòvero,pobre
791,reich::A,ricco,ric
792,bekannt::A,noto,conegut
793,bekannt::A,conosciuto,conegut
794,berühmt::A,famoso,famós
795,berühmt::A,cèlebre,famós
796,fremd::A,estràneo,estrany
797,fremd::A,straniero,estrany
798,verschieden::A,diverso,diferent
799,verschieden::A,differente,diferent
800,nah::A,vicino,pròxim
801,nah::A,propinquo,pròxim
802,fern::A,lontano,llunyà
803,fern::A,lontano,distant
804,linker::A,sinistro,esquerre
805,rechter::A,destro,dret
806,anderer::A,altro,altre
807,erster::A,primo,primer
808,zweiter::A,secondo,segon
809,dritter::A,terzo,tercer
810,letzter::A,ùltimo,últim
811,allein::ADV,solo,sol
812,allein::ADV,da solo,sol
813,auf einmal::ADV,insieme,d'una vegada
814,zusammen::ADV,insieme,junt
815,lange::ADV,a lungo,molt de temps
816,plötzlich::ADV,all'improvviso,de cop
817,plötzlich::ADV,all'improvviso,de sobte
818,sofort::ADV,sùbito,de seguida
819,sofort::ADV,all'istante,de seguida
820,später::ADV,più tardi,més tard
821,jetzt::ADV,ora,ara
822,jetzt::ADV,adesso,ara
823,heute::ADV,oggi,avūi
824,morgen::ADV,domani,demà
825,bald::ADV,presto,aviāt
826,bald::ADV,tra poco,aviāt
827,dann::ADV,allora,després
828,gestern::ADV,ieri,ahir
829,einst::ADV,prima,anteriorment
830,einst::ADV,un tempo,anteriorment
831,damals::ADV,allora,llavōrs
832,damals::ADV,allora,aleshores
833,danach::ADV,poi,després
834,danach::ADV,dopo,després
835,vorher::ADV,prima,abāns
836,zuerst::ADV,prima,primer
837,zuerst::ADV,dapprima,primer
838,einmal::ADV,una volta,una vegada
839,manchmal::ADV,talvolta,de vegades
840,manchmal::ADV,qualche volta,de vegades
841,oft::ADV,spesso,sovint
842,immer::ADV,sempre,sempre
843,niemals::ADV,non mai,no ... mai
844,hier::ADV,qua,aquí
845,hierhin::ADV,qua,per aquí
846,von hier::ADV,ne,des d'aquí
847,von hier::ADV,da qui,des d'aquí
848,dort::ADV,lì,allí
849,dorthin::ADV,là,hi
850,geradeaus::ADV,diritto,tot dret
