,Concept_ID,cv,pt
740,lecker::A,тутлӑ,delicioso
741,lecker::A,техӗмлӗ,delicioso
742,süß::A,пылак,doce
743,bitter::A,йӳҫӗ,amargo
744,sauer::A,йӳҫӗ,azedo
745,sauer::A,йӳҫек,azedo
746,sauer::A,кӑвасак,azedo
747,hell::A,ҫутӑ,claro
748,dunkel::A,тӗттӗм,escuro
749,dunkel::A,тӗттӗм,sombrio
750,schwarz::A,хура,preto
751,weiß::A,шурӑ,branco
752,rot::A,хӗрлӗ,vermelho
753,gelb::A,сарӑ,amarelo
754,blau::A,кӑвак,azul
755,grün::A,симӗс,verde
756,grün::A,пиҫмен,verde
757,grün::A,ӑс пухман,verde
758,grau::A,кӑвак,cinzento
759,bunt::A,чӑпар,colorido
760,billig::A,йӳнӗ,barato
761,teuer::A,хаклӑ,caro
762,wertvoll::A,паха,valioso
763,wertvoll::A,паха,precioso
764,blind::A,суккӑр,cego
765,taub::A,хӑлхасӑр,surdo
766,kräftig::A,хӑватлӑ,forte
767,kräftig::A,хӑватлӑ,poderoso
768,stark::A,вирлӗ,forte
769,stark::A,вирлӗ,robusto
770,schwach::A,халсӑр,débil
771,fett::A,самӑр,gordo
772,fett::A,мӑнтӑр,gordo
773,schlank::A,йӑрӑс,esbelto
774,schlank::A,яштака,esbelto
775,hübsch::A,хитре,giro
776,hübsch::A,хитре,bonito
777,böse::A,усал,mau
778,dumm::A,ухмах,parvo
779,dumm::A,ухмах,estúpido
780,faul::A,наян,preguiçoso
781,faul::A,юлхав,preguiçoso
782,faul::A,ӳркенчӗк,preguiçoso
783,fleißig::A,хастар,aplicado
784,fleißig::A,хастар,diligente
785,geizig::A,хытӑ,avarento
786,klug::A,ӑслӑ,prudente
787,klug::A,ӑслӑ,inteligente
788,geschickt::A,ӑста,hábil
789,lieb::A,савнӑ,caro
790,lieb::A,савнӑ,querido
791,lustig::A,хаваслӑ,alegre
792,sanft::A,ачаш,suave
793,sanft::A,ачаш,brando
794,hungrig::A,выҫӑ,faminto
795,krank::A,чирлӗ,doente
796,krank::A,чирлӗ,enfermo
797,nackt::A,ҫара,nu
798,nackt::A,ҫара,despido
799,traurig::A,салхуллӑ,triste
800,lebendig::A,чӗрӗ,vivo
801,gut::A,аван,bom
802,gut::A,лайӑх,bom
803,schlecht::A,япӑх,mau
804,schlecht::A,япӑх,ruim
805,schlecht::A,начар,mau
806,schlecht::A,начар,ruim
807,richtig::A,тӗрӗс,justo
808,richtig::A,тӗрӗс,correcto
809,schlimm::A,йӗрӗнчӗк,mau
810,schlimm::A,йӗрӗнчӗк,grave
811,wahr::A,чӑн,verdadeiro
812,alt::A,кивӗ,velho
813,alt::A,кивӗ,antigo
814,neu::A,ҫӗнӗ,novo
815,ehemalig::A,пулнӑ,antigo
816,alt[Lebewesen]::A,ватӑ,velho
817,jung::A,яш,jovem
818,jung::A,ҫамрӑк,jovem
819,arm::A,чухӑн,pobre
820,reich::A,пуян,rico
821,bekannt::A,пӗлӗш,conhecido
822,berühmt::A,чаплӑ,famoso
823,berühmt::A,чаплӑ,célebre
824,fremd::A,ют,alheio
825,fremd::A,ют,estranho
826,verschieden::A,расна,diverso
827,verschieden::A,расна,diferente
828,nah::A,ҫывӑх,próximo
829,nah::A,ҫывӑхри,próximo
830,fern::A,инҫе,remoto
831,fern::A,инҫе,distante
832,fern::A,аякри,remoto
833,fern::A,аякри,distante
834,linker::A,сулахай,esquerdo
835,rechter::A,сылтӑм,direito
836,anderer::A,урӑх,outro
837,erster::A,пӗрремӗш,primeiro
838,zweiter::A,иккӗмӗш,segundo
839,dritter::A,виҫҫӗмӗш,terceiro
840,letzter::A,юлашки,final
841,letzter::A,юлашки,último
842,allein::ADV,пӗччен,só
843,auf einmal::ADV,кӗмӗрккен,de vez
844,zusammen::ADV,пӗрле,juntos
845,lange::ADV,вӑрах,muito tempo
846,plötzlich::ADV,сасартӑк,de repente
847,sofort::ADV,тӳрех,imediatamente
848,später::ADV,кайран,mais tarde
849,jetzt::ADV,халь,agora
850,jetzt::ADV,халӗ,agora
851,heute::ADV,паян,hoje
852,morgen::ADV,ыран,amanhã
853,bald::ADV,халех,logo
854,bald::ADV,халех,breve
855,bald::ADV,кӗҫех,logo
856,bald::ADV,кӗҫех,breve
857,dann::ADV,унтан,então
858,dann::ADV,унтан,depois
859,gestern::ADV,ӗнер,ontem
860,einst::ADV,пӗррехинче,antigamente
861,damals::ADV,ун чухне,então
862,damals::ADV,апла пулсан,então
863,danach::ADV,унтан,logo
864,danach::ADV,унтан,depois
865,vorher::ADV,малтан,antes
866,zuerst::ADV,пирвай,primeiro
867,einmal::ADV,пӗррехинче,uma vez
868,manchmal::ADV,хӑш чухне,às vezes
869,oft::ADV,тӑтӑш,muitas vezes
870,immer::ADV,ялан,sempre
871,niemals::ADV,нихӑҫан та,nunca
872,hier::ADV,кунта,cá
873,hier::ADV,кунта,aqui
874,hierhin::ADV,кунта,para cá
875,von hier::ADV,кунтан,daqui
876,dort::ADV,унта,lá
877,dort::ADV,унта,ali
878,dort::ADV,ҫавӑнта,lá
879,dort::ADV,ҫавӑнта,ali
880,dorthin::ADV,унта,lá
881,dorthin::ADV,унта,para lá
882,dorthin::ADV,ҫавӑнта,lá
883,dorthin::ADV,ҫавӑнта,para lá
884,geradeaus::ADV,тикӗс,em frente
885,vorwärts::ADV,малалла,avante
886,rückwärts::ADV,хыҫала,para trás
887,zurück::ADV,каялла,atrás
888,unten::ADV,аялта,debaixo
889,unten::ADV,аялта,em baixo
890,hinab::ADV,аялта,para baixo
891,oben::ADV,ҫӳлте,em cima
892,hinauf::ADV,ҫӳле,para cima
893,überall::ADV,таҫта та,em toda parte
894,überall::ADV,пур ҫӗрте те,em toda parte
895,überall::ADV,кирек ӑҫта та,em toda parte
896,nicht::ADV,мар,não
897,ein wenig::ADV,пӑртак,um pouco
898,ein wenig::ADV,пӑртак,um bocado
899,kaum::ADV,аран,apenas
900,sehr::ADV,питӗ,muito
901,so::ADV,апла,tão
902,so::ADV,апла,assim
903,noch::ADV,татах,ainda
904,nur::ADV,ҫех,só
905,nur::ADV,ҫех,apenas
906,nur::ADV,ҫех,somente
907,schon::ADV,ӗнтӗ,já
908,wieder::ADV,каллех,outra vez
909,vergebens::ADV,харам,em vão
910,vor::PRP,умӗнче,diante de
911,hinter::PRP,кайра,atrás de
912,unter::PRP,айне,sob
913,unter::PRP,айне,debaixo de
914,unter::PRP,айӗпе,sob
915,unter::PRP,айӗпе,debaixo de
916,unter::PRP,айӗнче,sob
917,unter::PRP,айӗнче,debaixo de
918,unter::PRP,ҫитеспе,sob
919,unter::PRP,ҫитеспе,debaixo de
920,durch::PRP,витӗр,por
921,durch::PRP,витӗр,através de
922,neben::PRP,патӗнче,junto de
923,neben::PRP,патӗнче,ao lado de
924,zwischen::PRP,хушшинче,entre
925,wegen::PRP,пула,por
926,wegen::PRP,пула,por causa de
927,wegen::PRP,пирки,por
928,wegen::PRP,пирки,por causa de
929,dies::PRN,ку,isto
930,dies::PRN,ҫак,isto
931,das::PRN,ҫав,isso
932,das::PRN,ҫав,aquilo
933,alles::PRN,пурте,todo
934,alles::PRN,йӑлт,todo
935,ich::PRN,эп,eu
936,du::PRN,эс,tu
937,er::PRN,вӑл,ele
938,wir::PRN,эпир,nós
939,ihr::PRN,эсир,vós
940,ihr::PRN,эсир,vocês
941,sie::PRN,вӗсем,eles
942,was::FPRN,мӗн,quê
943,was::FPRN,мӗскер,quê
944,was::FPRN,мӗн те пулин,quê
945,wer::FPRN,кам,quem
946,wo::FADV,ӑҫта,onde
947,wohin::FADV,ӑҫта,aonde
948,wohin::FADV,ӑҫта,para onde
949,wie::FADV,епле,como
950,wie::FADV,мӗнле,como
951,warum::FADV,ма,porquê
952,warum::FADV,ма,por que
953,warum::FADV,мӗншӗн,porquê
954,warum::FADV,мӗншӗн,por que
955,wieviel::FNUM,миҫе,quanto
956,eins::NUM,пӗр,um
957,eins::NUM,пӗрре,um
958,zwei::NUM,ик,dois
959,zwei::NUM,икӗ,dois
960,zwei::NUM,иккӗ,dois
961,drei::NUM,виҫ,três
962,drei::NUM,виҫӗ,três
963,drei::NUM,виҫҫӗ,três
964,vier::NUM,тӑват,quatro
965,fünf::NUM,пилӗк,cinco
966,fünf::NUM,пиллӗк,cinco
967,sechs::NUM,улт,seis
968,sechs::NUM,ултӑ,seis
969,sechs::NUM,улттӑ,seis
970,sieben::NUM,ҫич,sete
971,sieben::NUM,ҫичӗ,sete
972,sieben::NUM,ҫиччӗ,sete
973,acht::NUM,сакӑр,oito
974,acht::NUM,саккӑр,oito
975,neun::NUM,тӑхӑр,nove
976,neun::NUM,тӑххӑр,nove
977,zehn::NUM,вунӑ,dez
978,zehn::NUM,вуннӑ,dez
979,elf::NUM,вун пӗр,onze
980,zwölf::NUM,вун ик,doze
981,zwölf::NUM,вун икӗ,doze
982,zwölf::NUM,вун иккӗ,doze
983,zwanzig::NUM,ҫирӗм,vinte
984,dreißig::NUM,вӑтӑр,trinta
985,vierzig::NUM,хӗрӗх,quarenta
986,fünfzig::NUM,аллӑ,cinquenta
987,sechzig::NUM,утмӑл,sessenta
988,siebzig::NUM,ҫитмӗл,setenta
989,achtzig::NUM,сакӑр вунӑ,oitenta
990,achtzig::NUM,сакӑр вуннӑ,oitenta
991,neunzig::NUM,тӑхӑр вун,noventa
992,neunzig::NUM,тӑхӑр вунӑ,noventa
993,neunzig::NUM,тӑхӑр вуннӑ,noventa
994,hundert::NUM,ҫӗр,cem
995,hundert::NUM,ҫӗр,cento
996,tausend::NUM,пин,mil
997,und::CNJ,та,e
998,oder::CNJ,е,ou
999,stehen::V,тӑр,estar em pé
1000,sitzen::V,лар,estar sentado
1001,liegen::V,вырт,jazer
1002,liegen::V,вырт,estar deitado
1003,hängen::V,усӑнса тӑр,pender
1004,hängen::V,усӑнса тӑр,estar pendurado
1005,hängen::V,ҫакӑнса тӑр,pender
1006,hängen::V,ҫакӑнса тӑр,estar pendurado
1007,werden::V,пул,tornar-se
1008,passieren::V,пул,acontecer
1009,beginnen::V,пуҫлан,começar
1010,enden::V,пӗт,acabar
1011,enden::V,пӗт,terminar
1012,enden::V,вӗҫлен,acabar
1013,enden::V,вӗҫлен,terminar
1014,wechseln::V,улшӑн,variar
1015,wechseln::V,улшӑн,alternar
1016,aufgehen[Sonne]::V,тух,nascer
1017,untergehen[Sonne]::V,анса лар,pôr-se
1018,scheinen[Sonne]::V,пӑх,brilhar
1019,donnern::V,кӗмсӗртет,trovejar
1020,donnern::V,авӑт,trovejar
1021,wehen::V,варкӑш,soprar
1022,strömen::V,тӑкӑн,correr
1023,fließen::V,юх,fluir
1024,sich drehen::V,ҫаврӑн,girar
1025,schwanken::V,чӳхен,oscilar
1026,schwingen::V,суллан,vibrar
1027,fallen::V,кип,cair
1028,fallen::V,тӳр кип,cair
1029,fallen::V,татӑлса ан,cair
1030,brennen::V,ҫун,arder
1031,rauchen::V,мӑкӑрлан,fumegar
1032,rauchen::V,тӗтӗм кӑлар,fumegar
1033,regnen::V,ҫумӑр ҫӑвать,chover
1034,gefrieren::V,шӑн,gelar
1035,gefrieren::V,шӑн,congelar
1036,tauen::V,ирӗл,derreter
1037,tauen::V,ирӗл,descongelar
1038,schmelzen::V,ирӗл,fundir-se
1039,trocknen::V,тип,secar
1040,sieden::V,вӗре,ferver
1041,faulen::V,ҫӗр,estragar-se
1042,verfaulen::V,ҫӗр,apodrecer
1043,reißen::V,ҫурӑл,romper-se
1044,versinken::V,пут,afundar-se
1045,vergehen::V,ирт,passar
1046,erscheinen::V,курӑн,aparecer
1047,erscheinen::V,курӑнса кай,aparecer
1048,verschwinden::V,ҫухал,desaparecer
1049,sinken::V,чак,descer
1050,abnehmen::V,чак,diminuir
1051,abnehmen::V,чак,decrescer
1052,zunehmen::V,пысӑклан,crescer
1053,zunehmen::V,пысӑклан,aumentar
1054,steigen::V,ҫӗклен,subir
1055,wachsen::V,ӳс,crescer
1056,glänzen::V,ҫиҫ,brilhar
1057,funkeln::V,ялкӑш,cintilar
1058,funkeln::V,йӑлтӑртат,cintilar
1059,lärmen::V,шавла,fazer barulho
1060,läuten::V,шӑнкӑравла,chocalhar
1061,klingeln::V,шӑнкӑравла,tocar
1062,klirren::V,калтлат,tinir
1063,klirren::V,шӑнкӑлтат,tinir
1064,brausen::V,ахӑр,bramar
1065,rauschen::V,вашӑлтат,murmurar
1066,rauschen::V,вашӑлтат,rumorejar
1067,rauschen::V,чашӑлтат,murmurar
1068,rauschen::V,чашӑлтат,rumorejar
1069,klingen::V,янӑра,soar
1070,bellen::V,вӗр,ladrar
1071,heulen::V,ула,uivar
1072,blasen::V,вӗр,soprar
1073,pfeifen::V,шӑхӑр,assobiar
1074,schreien::V,кӑшкӑр,gritar
1075,stöhnen::V,йынӑш,gemer
1076,zittern::V,чӗтре,tremer
1077,leben::V,пурӑн,viver
1078,geboren werden::V,ҫурал,nascer
1079,atmen::V,сывла,respirar
1080,trinken::V,ӗҫ,beber
1081,essen::V,ҫи,comer
1082,schlucken::V,ҫӑт,engolir
1083,müde werden::V,ӗшен,cansar-se
1084,einschlafen::V,ыйха пут,adormecer
1085,einschlafen::V,ҫывӑрса кай,adormecer
1086,schlafen::V,ҫывӑр,dormir
1087,aufwachen::V,вӑран,acordar
1088,aufstehen::V,тӑр,levantar-se
1089,sich erholen::V,кан,descansar
1090,krank werden::V,чирле,adoecer
1091,krank werden::V,чирле,ficar doente
1092,krank sein::V,чирле,estar doente
1093,schmerzen::V,сур,doer
1094,schmerzen::V,ырат,doer
1095,husten::V,ӳсӗр,tossir
1096,genesen::V,сывал,convalescer
1097,genesen::V,тӳрлен,convalescer
1098,sterben::V,вил,morrer
1099,umkommen::V,вил,perecer
1100,sich bewegen::V,куҫ,mover-se
1101,sich rühren::V,хускал,mexer-se
1102,sich erheben::V,тӑр,levantar-se
1103,sich setzen::V,лар,sentar-se
1104,hinfallen::V,ӳк,cair
1105,laufen::V,ут,andar
1106,laufen::V,ут,caminhar
1107,schreiten::V,ут,andar
1108,schreiten::V,ут,caminhar
1109,spazierengehen::V,уҫӑлса ҫӳре,passear
1110,spazierengehen::V,уткаласа ҫӳре,passear
1111,eilen::V,васка,apressar-se
1112,eilen::V,хыпалан,apressar-se
1113,sich beeilen::V,васка,apressar-se
1114,sich beeilen::V,васка,despachar-se
1115,sich beeilen::V,хыпалан,apressar-se
1116,sich beeilen::V,хыпалан,despachar-se
1117,sausen::V,ыткӑн,correr
1118,sausen::V,вӗҫтер,correr
1119,rennen::V,чуп,correr
1120,springen::V,сик,saltar
1121,klettern::V,улӑх,trepar
1122,schaukeln::V,йӳрӗн,baloiçar
1123,kriechen::V,шу,rastejar
1124,kriechen::V,шу,arrastar-se
1125,kriechen::V,упален,rastejar
1126,kriechen::V,упален,arrastar-se
1127,schwimmen::V,иш,nadar
1128,tauchen::V,чӑм,mergulhar
1129,rudern::V,авӑс,remar
1130,fahren::V,пыр,ir
1131,fliegen::V,вӗҫ,voar
1132,gehen::V,кай,ir
1133,gehen::V,кай,andar
1134,weggehen::V,кай,partir
1135,weggehen::V,кай,ir-se embora
1136,abfahren::V,тапран,sair
1137,abfahren::V,тапран,partir
1138,anhalten::V,чарӑн,parar
1139,hineingehen::V,кӗр,entrar
1140,eintreten::V,кӗр,entrar
1141,kommen::V,кил,vir
1142,ankommen::V,ҫит,chegar
1143,zurückkommen::V,таврӑн,voltar
1144,zurückkommen::V,таврӑн,regressar
1145,zurückkommen::V,каялла кил,voltar
1146,zurückkommen::V,каялла кил,regressar
1147,bleiben::V,юл,ficar
1148,bleiben::V,юл,permanecer
1149,warten::V,кӗт,esperar
1150,erwarten::V,кӗт,esperar
1151,erwarten::V,кӗт,aguardar
1152,suchen::V,шыра,buscar
1153,suchen::V,шыра,procurar
1154,finden::V,туп,achar
1155,finden::V,туп,encontrar
1156,versuchen::V,пикен,tentar
1157,vorbereiten::V,хатӗрле,preparar
1158,lieben::V,юрат,amar
1159,lieben::V,юрат,querer
1160,mögen::V,кӑмӑлла,gostar de
1161,mögen::V,килӗштер,gostar de
1162,lachen::V,кул,rir
1163,lachen::V,кул,rir-se
1164,lachen::V,ахӑлтат,rir
1165,lachen::V,ахӑлтат,rir-se
1166,rühren::V,ҫулӑх,comover
1167,weinen::V,йӗр,chorar
1168,weinen::V,макӑр,chorar
1169,schimpfen::V,вӑрҫ,ralhar
1170,schimpfen::V,ятлаҫ,ralhar
1171,sich ärgern::V,ҫиллен,zangar-se
1172,sich fürchten::V,шиклен,ter medo de
1173,sich fürchten::V,шиклен,ter receio de
1174,fürchten::V,хӑра,temer
1175,fürchten::V,хӑра,recear
1176,fliehen::V,тар,fugir
1177,flüchten::V,чупса тар,refugiar-se
1178,sehen::V,кур,ver
1179,anschauen::V,пӑхса ил,olhar
1180,ansehen::V,пӑх,mirar
1181,hören::V,илт,ouvir
1182,zuhören::V,итле,escutar
1183,zuhören::V,тӑнла,escutar
1184,probieren::V,астив,provar
1185,probieren::V,астив,saborear
1186,riechen::V,шӑршла,cheirar
1187,fühlen::V,туй,sentir
1188,fühlen::V,сис,sentir
1189,scheinen::V,туйӑн,parecer
1190,zu sehen sein::V,курӑн,estar à vista
1191,vernehmen::V,пӑл,ouvir
1192,frieren::V,йӳтен,ter frio
1193,tun::V,ту,fazer
1194,können::V,пултар,saber
1195,wollen::V,те,querer
1196,anfangen::V,пуҫла,iniciar
1197,beenden::V,пӗтер,acabar
1198,beenden::V,пӗтер,terminar
1199,aufhören::V,пӑрах,cessar
1200,aufhören::V,пӑрах,desistir
1201,gelingen::V,ӑн,sair bem
1202,gelingen::V,ӑн,dar bom resultado
1203,geraten::V,пул,sair
1204,geraten::V,пул,dar resultado
1205,öffnen::V,уҫ,abrir
1206,schließen::V,хуп,fechar
1207,stellen::V,ларт,pôr
1208,stellen::V,ларт,colocar
1209,stellen::V,тӑрат,pôr
1210,stellen::V,тӑрат,colocar
1211,setzen::V,ларт,pôr
1212,setzen::V,ларт,meter
1213,legen::V,хур,pôr
1214,legen::V,хур,meter
1215,berühren::V,перӗн,tocar
1216,verbinden::V,сып,unir
1217,verbinden::V,сып,ligar
1218,bedecken::V,вит,cobrir
1219,aufhängen::V,ҫак,pendurar
1220,anzünden::V,ҫут,acender
1221,aufheben::V,ҫӗкле,apanhar
1222,aufheben::V,ҫӗкле,levantar
1223,zurücklassen::V,манса хӑвар,deixar
1224,verlieren::V,ҫӗтер,perder
1225,fallen lassen::V,ӳкер,deixar cair
1226,machen::V,ту,fazer
1227,herstellen::V,ӑстала,produzir
1228,bauen::V,ту,edificar
1229,bauen::V,ту,construir
1230,reparieren::V,юса,reparar
1231,reparieren::V,юса,consertar
1232,verbessern::V,лайӑхлат,melhorar
1233,ändern::V,улӑштар,mudar
1234,ändern::V,улӑштар,alterar
1235,graben::V,чав,cavar
1236,graben::V,чакала,cavar
1237,beugen::V,кукӑрт,curvar
1238,biegen::V,ав,vergar
1239,biegen::V,кукӑрт,vergar
1240,drehen::V,ҫавӑр,girar
1241,wenden::V,ӳпӗнтер,virar
1242,wenden::V,ӳпӗнтер,voltar
1243,umdrehen::V,ҫавӑр,virar
1244,umdrehen::V,ҫавӑр,revolver
1245,heben::V,хӑпарт,levantar
1246,hochheben::V,йӑт,erguer
1247,hochheben::V,йӑт,levantar
1248,ergreifen::V,тыт,apanhar
1249,halten::V,тыт,segurar
1250,drücken::V,пус,apertar
1251,schieben::V,тӗк,empurrar
1252,schieben::V,тӗрт,empurrar
1253,kratzen::V,хыр,raspar
1254,lecken::V,ҫула,lamber
1255,beißen::V,ҫырт,morder
1256,beißen::V,хып,morder
1257,abreißen::V,тат,arrancar
1258,abschneiden::V,кас,talhar
1259,binden::V,ҫых,ligar
1260,stecken::V,чик,meter
1261,stecken::V,чик,enfiar
1262,brechen::V,хуҫ,romper
1263,brechen::V,хуҫ,quebrar
1264,klopfen::V,такка,bater
1265,hauen::V,шакка,bater
1266,kleben::V,ҫыпӑҫтар,colar
1267,reiben::V,сӑтӑр,esfregar
1268,streichen::V,сӗр,barrar
1269,schleifen::V,хӑйра,afiar
1270,schneiden::V,кас,cortar
1271,rütteln::V,лӑка,sacudir
1272,rütteln::V,силлентер,sacudir
1273,schütteln::V,лӑка,abanar
1274,schütteln::V,лӑка,sacudir
1275,schütteln::V,силлентер,abanar
1276,schütteln::V,силлентер,sacudir
1277,schwenken::V,сулла,agitar
1278,schütten::V,тултар,deitar
1279,füllen::V,тултар,encher
1280,einwickeln::V,чӗрке,envolver
1281,einwickeln::V,чӗрке,embrulhar
1282,tragen::V,ҫӗкле,levar
1283,tragen::V,ҫӗкле,trazer
1284,schleppen::V,сӗтӗр,arrastar
1285,ziehen::V,тӑс,puxar
1286,aufbewahren::V,усра,guardar
1287,aufbewahren::V,усра,conservar
1288,werfen::V,пӑрах,lançar
1289,fangen::V,тыт,apanhar
1290,packen::V,тыт,agarrar
1291,verstecken::V,пытарса хур,esconder
1292,teilen::V,уйӑр,partir
1293,teilen::V,уйӑр,dividir
1294,teilen::V,пайла,partir
1295,teilen::V,пайла,dividir
1296,schicken::V,яр,enviar
1297,bringen::V,кӳр,trazer
1298,hinzufügen::V,хуш,acrescentar
1299,bekommen::V,ил,obter
1300,bekommen::V,туян,obter
1301,erhalten::V,ил,receber
1302,erhalten::V,туян,receber
1303,nehmen::V,ил,tomar
1304,wählen::V,суйла,eleger
1305,wählen::V,суйла,escolher
1306,auswählen::V,суйла,escolher
1307,auswählen::V,суйла,seleccionar
1308,bewahren::V,упра,guardar
1309,bewahren::V,упра,conservar
1310,behindern::V,кансӗрле,impedir
1311,behindern::V,чӑрмантар,impedir
1312,verderben::V,пӑс,estragar
1313,verderben::V,пӑс,corromper
1314,beschädigen::V,пӑс,danificar
1315,zerbrechen::V,ват,romper
1316,zerbrechen::V,ват,quebrar
1317,zerbrechen::V,ҫӗмӗр,romper
1318,zerbrechen::V,ҫӗмӗр,quebrar
1319,zerreißen::V,ҫур,rasgar
1320,zerstören::V,иш,destruir
1321,verbrennen::V,ҫунтар,queimar
1322,geben::V,пар,dar
1323,reichen::V,пар,passar
1324,schenken::V,парнеле,oferecer
1325,versprechen::V,тума пул,prometer
1326,versprechen::V,сӑмах пар,prometer
1327,wünschen::V,сун,desejar
1328,loben::V,ырла,louvar
1329,küssen::V,чуп ту,beijar
1330,wiegen::V,сиктер,embalar
1331,wiegen::V,силле,embalar
1332,zudecken::V,вит,tapar
1333,zudecken::V,вит,cobrir
1334,wecken::V,вӑрат,acordar
1335,wecken::V,вӑрат,despertar
1336,zeigen::V,кӑтарт,mostrar
1337,führen::V,илсе пыр,guiar
1338,führen::V,илсе пыр,conduzir
1339,führen::V,ҫавӑтса пыр,guiar
1340,führen::V,ҫавӑтса пыр,conduzir
1341,lehren::V,вёрент,ensinar
1342,unterrichten::V,вёрент,instruir
1343,aufziehen::V,вӗрент,criar
1344,leiten::V,тытса пыр,dirigir
1345,leiten::V,тытса пыр,conduzir
1346,antreiben::V,васкат,impelir
1347,lassen::V,пусахла,fazer
1348,lassen::V,хуш,fazer
1349,einladen::V,чӗн,convidar
1350,vereinigen::V,пӗрлештер,unir
1351,vereinigen::V,пӗрлештер,reunir
1352,besuchen::V,ҫит,ir ver
1353,besuchen::V,ҫит,visitar
1354,besuchen::V,кӗрсе кур,ir ver
1355,besuchen::V,кӗрсе кур,visitar
1356,treffen::V,тӗл пул,encontrar
1357,sich versammeln::V,пуҫтарӑн,reunir-se
1358,spielen::V,выля,jogar
1359,spielen::V,выля,brincar
1360,singen::V,юрла,cantar
1361,tanzen::V,ташла,bailar
1362,sich trennen::V,уйрӑл,apartar-se
1363,verlassen::V,хӑвар,deixar
1364,verlassen::V,хӑвар,abandonar
1365,retten::V,ҫӑл,salvar
1366,bewachen::V,хуралла,vigiar
1367,bewachen::V,хуралла,guardar
1368,schützen::V,сыхла,proteger
1369,verteidigen::V,хӳтӗле,defender
1370,sich schlagen::V,ҫапӑҫ,brigar
1371,sich schlagen::V,ҫапӑҫ,bater-se
1372,schießen::V,пер,disparar
1373,siegen::V,ҫӗн,vencer
1374,siegen::V,ҫӗнтер,vencer
1375,ärgern::V,тарӑхтар,irritar
1376,ärgern::V,тарӑхтар,aborrecer
1377,ärgern::V,ҫиллентер,irritar
1378,ärgern::V,ҫиллентер,aborrecer
1379,schlagen::V,ҫап,bater
1380,treten::V,тап,pisar
1381,stechen::V,чик,picar
1382,stoßen::V,чыш,empurrar
1383,stehlen::V,вӑрла,furtar
1384,stören::V,кансӗрле,perturbar
1385,belästigen::V,аптӑрат,incomodar
1386,belästigen::V,аптӑрат,importunar
1387,belästigen::V,хупла,incomodar
1388,belästigen::V,хупла,importunar
1389,verbergen::V,пытар,ocultar
1390,verbergen::V,пытар,esconder
1391,täuschen::V,суй,iludir
1392,täuschen::V,суй,enganar
1393,betrügen::V,ултала,burlar
1394,betrügen::V,ултала,enganar
1395,töten::V,вӗлер,matar
1396,wohnen::V,чуна пар,morar
1397,wohnen::V,парӑнса тӑр,morar
1398,arbeiten::V,ӗҫле,trabalhar
1399,sammeln::V,пух,recolher
1400,sammeln::V,пух,coleccionar
1401,pflücken::V,тат,colher
1402,jagen::V,сунара ҫӳре,caçar
1403,fischen::V,пулӑ тыт,pescar
1404,fassen::V,тыт,apanhar
1405,hüten::V,кӗт,guardar
1406,treiben::V,хӑвала,conduzir
1407,anbinden::V,кӑкар,atar
1408,füttern::V,ҫитер,dar de comer a
1409,melken::V,су,ordenhar
1410,hacken::V,вакла,rachar
1411,gießen::V,шӑвар,regar
1412,reifen::V,пиҫ,amadurecer
1413,zubereiten::V,пӗҫер,preparar
1414,kochen::V,пӗҫер,cozer
1415,backen::V,пӗҫер,cozer
1416,braten::V,ӑшала,assar
1417,braten::V,ӑшала,fritar
1418,umrühren::V,хутӑштар,remexer
1419,stricken::V,ҫых,tricotar
1420,stricken::V,ҫых,fazer malha
1421,nähen::V,ҫӗле,coser
1422,nähen::V,ҫӗле,costurar
1423,färben::V,пӗвет,tingir
1424,färben::V,пӗвет,colorir
1425,reinigen::V,тасат,limpar
1426,reinigen::V,тасат,purificar
1427,waschen::V,ҫу,lavar
1428,abwischen::V,шӑл,limpar
1429,abwischen::V,шӑл,esfregar
1430,spülen::V,чӳхе,lavar
1431,spülen::V,чӳхе,enxaguar
1432,fegen::V,шӑл,varrer
1433,kehren::V,шӑл,varrer
1434,baden::V,шыва кӗр,banhar
1435,baden::V,шыва кӗр,tomar banho
1436,sich waschen::V,ҫӑвӑн,lavar-se
1437,ausziehen::V,салан,despir
1438,anziehen::V,тӑхӑн,vestir
1439,sich anziehen::V,тӑхӑн,vestir-se
1440,kämmen::V,тура,pentear
1441,schmücken::V,илемлет,adornar
1442,sagen::V,те,dizer
1443,sprechen::V,кала,falar
1444,reden::V,сӑмахла,falar
1445,reden::V,калаҫ,falar
1446,sich unterhalten::V,пупле,conversar
1447,fragen::V,ыйт,perguntar
1448,bitten::V,ыйт,pedir
1449,erzählen::V,каласа пар,contar
1450,mitteilen::V,пӗлтер,comunicar
1451,mitteilen::V,пӗлтер,participar
1452,mitteilen::V,хыпарла,comunicar
1453,mitteilen::V,хыпарла,participar
1454,nennen::V,те,nomear
1455,nennen::V,те,apelidar
1456,nennen::V,чӗн,nomear
1457,nennen::V,чӗн,apelidar
1458,rufen::V,чӗн,chamar
1459,prahlen::V,мухтан,gabar-se
1460,prahlen::V,мухтан,vangloriar-se
1461,prahlen::V,вӗҫкӗнлен,gabar-se
1462,prahlen::V,вӗҫкӗнлен,vangloriar-se
1463,übersetzen::V,куҫар,traduzir
1464,denken::V,шухӑшла,pensar
1465,glauben::V,ӗнен,crer
1466,bemerken::V,асӑрха,notar
