,Concept_ID,tr,lez
307,Wort::N,kelime,гаф
308,Zeichen::N,işaret,ишара
309,Ruf::N,çağırma,эвер
310,Lärm::N,şamata,ван-сес
311,Lärm::N,gürültü,ван-сес
312,Laut::N,ses,ван
313,Laut::N,ses,сес
314,Ton::N,ses,ван-сес
315,Lied::N,türkü,мани
316,Ruhe::N,sakinlik,ласвал
317,Ruhe::N,sakinlik,фаракъат
318,Ruhe::N,sakinlik,асайиш
319,Leute::N,halk,инсанар
320,Leute::N,insanlar,инсанар
321,Volk::N,ulus,халкь
322,Volk::N,millet,халкь
323,Arbeit::N,iş,кӏвалах
324,Arbeit::N,çalışma,кӏвалах
325,Gast::N,konuk,мугьман
326,Gast::N,misafir,мугьман
327,Geschenk::N,hediye,савкьат
328,Geschenk::N,armağan,савкьат
329,Spiel::N,oyun,къугъун
330,Gesellschaft::N,çevre,жемят
331,Gesellschaft::N,çevre,общество
332,Gesellschaft::N,arkadaşlık,жемят
333,Gesellschaft::N,arkadaşlık,общество
334,Hilfe::N,yardım,куьмек
335,Freund::N,dost,дуст
336,Freund::N,arkadaş,дуст
337,Kamerad::N,arkadaş,яр-дуст
338,Angelegenheit::N,iş,кар
339,Angelegenheit::N,husus,кар
340,Anzahl::N,sayı,сан
341,Anzahl::N,sayı,кьадар
342,Art::N,çeşit,жуьре
343,Stück::N,tane,кӏус
344,Stück::N,parça,кӏус
345,Teil::N,kısım,пай
346,Hälfte::N,yarı,зур
347,Hälfte::N,yarı,зур пай
348,Kreis::N,daire,круг
349,Kreis::N,daire,чкаяр
350,Kreis::N,daire,элкъвей цӏар
351,Kreuz::N,haç,хаш
352,Linie::N,hat,цӏар
353,Linie::N,çizgi,цӏар
354,Strich::N,çizgi,цӏар
355,Abstand::N,aralık,ара
356,Entfernung::N,mesafe,мензил
357,Entfernung::N,uzaklık,мензил
358,Gegend::N,yöre,чка
359,Platz::N,yer,ара
360,Ort::N,yer,чка
361,Seite::N,yan,пад
362,Seite::N,taraf,пад
363,Mitte::N,orta,юкь
364,Mitte::N,merkez,юкь
365,Gegenstand::N,şey,затӏ
366,Sache::N,iş,шей
367,Sache::N,iş,затӏ
368,Sache::N,şey,шей
369,Sache::N,şey,затӏ
370,Rand::N,kenar,къерех
371,Kante::N,kenar,син
372,Ecke::N,köşe,пӏипӏ
373,Spitze::N,uç,кӏвенкӏв
374,Spitze::N,baş,кӏвенкӏв
375,Ende::N,uç,кьил
376,Loch::N,oyuk,тӏеквен
377,Loch::N,delik,тӏеквен
378,Winkel::N,köşe,пӏипӏ
379,Muster::N,örnek,гишир
380,Größe::N,büyüklük,кьадар
381,Länge::N,uzunluk,яргъивал
382,Höhe::N,yükseklik,кьакьанвал
383,Gewicht::N,ağırlık,заланвал
384,Menge::N,miktar,кьадар
385,Haufen::N,küme,хара
386,Haufen::N,yığın,хара
387,Reihe::N,sıra,жерге
388,Boot::N,kayık,луьткве
389,Boot::N,sandal,луьткве
390,Ruder::N,kürek,кьусу
391,Schlitten::N,kızak,гъелерар
392,Ski::N,kayak,
393,Lagerfeuer::N,kamp ateşi,цӏай
394,Last::N,yük,заланвал
395,Gang::N,gidiş,ериш
396,Gang::N,yürüyüş,ериш
397,Schritt::N,adım,къадам
398,Norden::N,kuzey,кефер
399,Norden::N,kuzey,кефер пад
400,Süden::N,güney,кьибле
401,Westen::N,batı,рагъакӏидай пад
402,Osten::N,doğu,рагъэкъечӏдай пад
403,Holz::N,ağaç,кӏарас
404,Holz::N,tahta,кӏарас
405,Brett::N,tahta,кьул
406,Brett::N,tahta,тахта
407,Platte::N,levha,
408,Stütze::N,dayak,даях
409,Stütze::N,destek,даях
410,Stange::N,çubuk,юрк
411,Stock::N,sopa,лаш
412,Stock::N,değnek,лаш
413,Stab::N,sırık,юрк
414,Stab::N,baston,юрк
415,Rohr::N,boru,турба
416,Haus::N,ev,ужагъ
417,Heim::N,ev,кӏвал
418,Heim::N,yurt,кӏвал
419,Ofen::N,soba,пич
420,Fußboden::N,taban,кӏвалин ччил
421,Fußboden::N,döşeme,кӏвалин ччил
422,Tisch::N,masa,стол
423,Stuhl::N,iskemle,стул
424,Stuhl::N,sandalye,стул
425,Wiege::N,beşik,кьеб
426,Bett::N,yatak,тахт
427,Regal::N,raf,кьацӏ
428,Kiste::N,sandık,ящик
429,Fenster::N,pencere,дакӏар
430,Tür::N,kapı,рак
431,Tor::N,kapı,варар
432,Zaun::N,çit,пару
433,Dach::N,dam,къав
434,Dach::N,çatı,къав
435,Leiter::N,merdiven,гурар
436,Besen::N,süpürge,таран кул
437,Spaten::N,bel,ппер
438,Schaufel::N,kürek,хекендаз
439,Gabel::N,çatal,шиш
440,Löffel::N,kaşık,тӏур
441,Messer::N,bıçak,чукӏул
442,Nagel::N,çivi,мих
443,Netz::N,ağ,чил
444,Haken::N,çengel,къармах
445,Griff::N,kulp,ттум
446,Griff::N,tutamak,ттум
447,Schloss::N,kilit,куьлег
448,Bild::N,imaj,шикил
449,Bild::N,imaj,суьрет
450,Bild::N,resim,шикил
451,Bild::N,resim,суьрет
452,Figur::N,şekil,фигура
453,Figur::N,heykel,фигура
454,Puppe::N,kukla,нини
455,Beutel::N,kese,тагъар
456,Beutel::N,torba,тагъар
457,Bündel::N,deste,галгам
458,Tasche::N,çanta,чанта
459,Eimer::N,kova,ведре
460,Deckel::N,kapak,кьил
461,Deckel::N,kapak,къалпагъ
462,Geschirr::N,kap kacak,къаб-къажах
463,Sack::N,torba,чувал
464,Tasse::N,fincan,сукӏра
465,Topf::N,tencere,къажгъан
466,Kessel::N,kazan,къажгъан
467,Essen::N,yemek,тӏуьн
468,Nahrung::N,gıda,тӏуьн
469,Nahrung::N,besin,тӏуьн
470,Speise::N,yemek,хуьрек
471,Fleisch::N,et,як
472,Getreide::N,tahıl,техил
473,Getreide::N,hububat,техил
474,Brei::N,ezme,хапӏа
475,Brei::N,ezme,хешил
476,Brot::N,ekmek,фу
477,Scheibe::N,dilim,чӏук
478,Fett::N,yağ,ягълу
479,Butter::N,tereyağı,гъери
480,Öl::N,yağ,ягълу
481,Öl::N,akar yağ,ягълу
482,Salz::N,tuz,кьел
483,Suppe::N,çorba,суп
484,Suppe::N,çorba,шурпа
485,Honig::N,bal,вирт
486,Milch::N,süt,нек
487,Tee::N,çay,чай
488,Leder::N,deri,тумаж
489,Leder::N,meşin,тумаж
490,Wolle::N,yün,йис
491,Stoff::N,kumaş,парча
492,Nadel::N,iğne,раб
493,Faden::N,tire,гъал
494,Faden::N,iplik,гъал
495,Knopf::N,düğme,дуьгме
496,Knoten::N,düğüm,тӏвал
497,Farbe::N,boya,ранг
498,Kleidung::N,giyim,партал
499,Hemd::N,gömlek,перем
500,Kragen::N,yaka,хев
501,Ärmel::N,yen,хел
502,Ärmel::N,elbise kolu,хел
503,Hose::N,pantolon,шалвар
504,Gürtel::N,kuşak,чӏул
505,Mütze::N,bere,бармак
506,Mütze::N,bere,бапӏах
507,Mütze::N,kasket,бармак
508,Mütze::N,kasket,бапӏах
509,Schuh::N,kundura,ботинка
510,Schuh::N,ayakkabı,ботинка
511,Stiefel::N,çizme,чекме
512,Ring::N,yüzük,тупӏал
513,Band::N,bağ,тасма
514,Band::N,şerit,тасма
515,Kamm::N,tarak,регъ
516,Spiegel::N,ayna,гуьзгуь
517,Riemen::N,kayış,къайиш
518,Schnur::N,ip,еб
519,Schnur::N,sicim,еб
520,Leine::N,kayış,
521,Decke::N,örtü,яргъан
522,Decke::N,yorgan,яргъан
523,Kissen::N,yastık,хъуьцуьган
524,Tuch::N,bez,шал
525,Handtuch::N,havlu,дасмал
526,Kraft::N,güç,гуж
527,Kraft::N,kuvvet,гуж
528,Stärke::N,kuvvet,къуват
529,Gesundheit::N,sağlık,сагъвал
530,Krankheit::N,hastalık,тӏал
531,Schmerz::N,ağrı,тӏал
532,Schmerz::N,ağrı,тӏарвал
533,Schmerz::N,sancı,тӏал
534,Schmerz::N,sancı,тӏарвал
535,Wunde::N,yara,хер
536,Fieber::N,ateş,ифин
537,Arznei::N,ilâç,дарман
538,Brücke::N,köprü,муьгъ
539,Brunnen::N,kuyu,къуй
540,Brunnen::N,çeşme,къуй
541,Weide::N,otlak,уьруьш
542,Pfad::N,patika,рехъ
543,Pfad::N,keçiyolu,рехъ
544,Weg::N,yol,рехъ
545,Straße::N,yol,рехъ
546,Straße::N,cadde,рехъ
547,Dorf::N,köy,хуьр
548,Stadt::N,kent,шегьер
549,Stadt::N,şehir,шегьер
550,Brief::N,mektup,кагъаз
551,Buch::N,kitap,улуб
552,Buchstabe::N,harf,гьарф
553,Zeitung::N,gazete,газета
554,Leben::N,hayat,уьмуьр
555,Tod::N,ölüm,кьиникь
556,Grab::N,kabir,сур
557,Kirche::N,kilise,килиса
558,Sünde::N,günah,гунагь
559,Gott::N,tanrı,аллагь
560,Arbeiter::N,işçi,фяле
561,Chef::N,şef,гьаким
562,Chef::N,müdür,гьаким
563,Meister::N,usta,устӏар
564,Arzt::N,hekim,доктор
565,Arzt::N,doktor,доктор
566,Lehrer::N,hoca,муаллим
567,Lehrer::N,öğretmen,муаллим
568,Geld::N,para,пул
569,Geschäft::N,ticaret,
570,Laden::N,dükkân,магазин
571,Preis::N,fiyat,къимет
572,Ware::N,mal,мал
573,Ware::N,mal,товар
574,Nutzen::N,fayda,хийир
575,Nutzen::N,fayda,менфят
576,Reichtum::N,servet,девлет
577,Reichtum::N,zenginlik,девлет
578,Welt::N,dünya,дуьнья
579,Land::N,ülke,уьлкве
580,Staat::N,devlet,пачагьлугъ
581,Staat::N,devlet,государство
582,König::N,kral,пачагь
583,Macht::N,kudret,власть
584,Macht::N,iktidar,власть
585,Grenze::N,had,сергьят
586,Grenze::N,sınır,сергьят
587,Krieg::N,savaş,дяве
588,Feind::N,düşman,душман
589,Gewalt::N,zor,гуж
590,Gewalt::N,cebir,гуж
591,Kampf::N,savaş,женг
592,Bogen[Waffe]::N,yay,чӏемерук
593,Pfeil::N,ok,хьел
594,Gewehr::N,tüfek,тфенг
595,Fehler::N,hata,гъалатӏ
596,Fehler::N,yanlış,гъалатӏ
597,Lüge::N,yalan,ттаб
598,Schaden::N,zarar,зиян
599,Schaden::N,zarar,зарар
600,Unglück::N,felâket,бала
601,Unglück::N,felâket,бедбахтвал
602,Unglück::N,talihsizlik,бала
603,Unglück::N,talihsizlik,бедбахтвал
604,Schuld::N,suç,тахсир
605,Schuld::N,kabahat,тахсир
606,Alter::N,yaş,яш
607,Schluss::N,son,эхир
608,Zeit::N,zaman,вяде
609,Tag::N,gün,югъ
610,Morgen::N,sabah,пакама
611,Mittag::N,öğle,нисин
612,Abend::N,akşam,няни
613,Nacht::N,gece,йиф
614,Woche::N,hafta,гьафте
615,Monat::N,ay,варз
616,Jahr::N,yıl,йис
617,Jahr::N,sene,йис
618,Frühling::N,ilkbahar,гатфар
619,Sommer::N,yaz,гад
620,Herbst::N,güz,зул
621,Herbst::N,sonbahar,зул
622,Winter::N,kış,кьуьд
623,Januar::N,ocak,январь
624,Februar::N,şubat,февраль
625,März::N,mart,март
626,April::N,nisan,апрель
627,Mai::N,mayıs,май
628,Juni::N,haziran,июнь
629,Juli::N,temmuz,июль
630,August::N,ağustos,август
631,September::N,eylül,сентябрь
632,Oktober::N,ekim,октябрь
633,November::N,kasım,ноябрь
634,Dezember::N,aralık,декабрь
635,Montag::N,pazartesi,ислен
636,Dienstag::N,salı,саласа
637,Mittwoch::N,çarşamba,арбе
638,Donnerstag::N,perşembe,хемис югъ
639,Freitag::N,cuma,жуьмя
640,Freitag::N,cuma,жуьмя югъ
641,Samstag::N,cumartesi,киш
642,Sonntag::N,pazar,гьяд
643,groß::A,büyük,еке
644,groß::A,büyük,чӏехи
645,klein::A,ufak,гъвечӏи
646,klein::A,küçük,гъвечӏи
647,lang::A,uzun,яргъи
648,kurz::A,kısa,куьруь
649,breit::A,enli,гьяркьуь
650,breit::A,geniş,гьяркьуь
651,schmal::A,dar,гуьтӏуь
652,dicht::A,sık,къалин
653,dicht::A,yoğun,къалин
654,dick[Gegenstand]::A,kalın,
655,dick[Gegenstand]::A,iri,
656,dünn::A,ince,кьелечӏ
657,fein::A,ince,шуькӏуь
658,fein::A,narin,шуькӏуь
659,fest::A,sabit,кӏеви
660,fest::A,sağlam,кӏеви
661,flach::A,düz,кьулу
662,flach::A,yassı,кьулу
663,glatt::A,düz,цӏалцӏам
664,hart::A,katı,кӏеви
665,weich::A,yumuşak,хъуьтуьл
666,rund::A,yuvarlak,элкъвей
667,spitz::A,sivri,хци
668,scharf::A,keskin,хци
669,stumpf::A,kör,къуьруь
670,schwer::A,ağır,залан
671,schön::A,güzel,иер
672,heiß::A,kızgın,кудай
673,warm::A,sıcak,чими
674,kalt::A,soğuk,мекьи
675,kühl::A,serin,къайи
676,frisch::A,taze,таза
677,frisch::A,taze,михьи
678,feucht::A,nemli,ламу
679,feucht::A,rutubetli,ламу
680,nass::A,yaş,кьежей
681,nass::A,ıslak,кьежей
682,trocken::A,kuru,кьуру
683,voll::A,dolu,ацӏай
684,voll::A,dolmuş,ацӏай
685,leer::A,boş,буш
686,leer::A,boş,ичӏи
687,offen::A,açık,ахъа
688,geschlossen::A,kapalı,кӏеви
689,sauber::A,pak,михьи
690,sauber::A,temiz,михьи
691,schmutzig::A,pis,чиркин
692,schmutzig::A,pis,кьацӏай
693,schmutzig::A,kirli,чиркин
694,schmutzig::A,kirli,кьацӏай
695,roh::A,çiğ,чиг
696,roh::A,çiğ,ицӏи
697,reif::A,olgun,дигмиш хьайи
698,lecker::A,lezzetli,дадлу
699,süß::A,tatlı,ширин
700,süß::A,şekerli,ширин
701,bitter::A,acı,туькьуьл
702,sauer::A,ekşi,цуру
703,hell::A,aydınlık,экуь
704,dunkel::A,karanlık,мичӏи
705,schwarz::A,kara,чӏулав
706,schwarz::A,siyah,чӏулав
707,weiß::A,ak,лацу
708,weiß::A,beyaz,лацу
709,rot::A,kırmızı,яру
710,gelb::A,sarı,хъипи
711,blau::A,mavi,вили
712,grün::A,yeşil,къацу
713,grau::A,boz,рехи
714,bunt::A,renkli,цӏару
715,bunt::A,renkli,яру-цӏару
716,billig::A,ucuz,ужуз
717,teuer::A,pahalı,багьа
718,wertvoll::A,değerli,масан
719,blind::A,kör,буьркьуь
720,taub::A,sağır,биши
721,kräftig::A,dinç,гужлу
722,kräftig::A,kuvvetli,гужлу
723,stark::A,güçlü,къуватлу
724,stark::A,kuvvetli,къуватлу
725,schwach::A,zayıf,такьатсуз
726,schwach::A,güçsüz,такьатсуз
727,fett::A,şişman,куьк
728,schlank::A,narin,шумал
729,hübsch::A,güzel,гуьрчег
730,hübsch::A,sevimli,гуьрчег
731,böse::A,kötü,пис
732,dumm::A,aptal,ахмакь
733,faul::A,tembel,тенпел
734,fleißig::A,çalışkan,сяй ийидай
735,fleißig::A,çalışkan,сяйи ийидай
736,geizig::A,cimri,мискьи
737,klug::A,zekî,акьуллу
738,klug::A,akıllı,акьуллу
739,geschickt::A,becerikli,магьир
740,lieb::A,sevimli,играми
741,lustig::A,neşeli,шад
742,sanft::A,nazik,назик
743,sanft::A,nazik,милайим
744,hungrig::A,aç,гишин
745,krank::A,hasta,кефсуз
746,krank::A,rahatsız,кефсуз
747,nackt::A,çıplak,кьецӏил
748,traurig::A,kederli,пашман
749,traurig::A,üzüntülü,пашман
750,lebendig::A,canlı,ччан алай
751,gut::A,iyi,хъсан
752,gut::A,iyi,вижевай
753,schlecht::A,kötü,пис
754,richtig::A,doğru,дуьз
755,schlimm::A,kötü,нифретлу
756,wahr::A,doğru,гьакъикъи
757,wahr::A,gerçek,гьакъикъи
758,alt::A,eski,эски
759,alt::A,eski,куьгьне
760,neu::A,yeni,цӏийи
761,ehemalig::A,önceki,виликан
762,alt[Lebewesen]::A,yaşlı,кьуьзуь
763,jung::A,genç,жегьил
764,arm::A,fakir,кесиб
765,reich::A,zengin,девлетлу
766,bekannt::A,bilinen,чидай
767,berühmt::A,ünlü,машгьур
768,berühmt::A,meşhur,машгьур
769,fremd::A,yabancı,ччара
770,verschieden::A,ayrı,жуьреба-жуьре
771,verschieden::A,farklı,жуьреба-жуьре
772,nah::A,yakın,мукьвал
773,nah::A,bitişik,мукьвал
774,fern::A,uzak,яргъал
775,linker::A,sol,чапла
776,rechter::A,sağ,эрчӏи
777,anderer::A,diğer,маса
778,anderer::A,diğer,муькуь
779,erster::A,ilk,сад лагьай
780,erster::A,birinci,сад лагьай
781,zweiter::A,ikinci,кьвед лагьай
782,dritter::A,üçüncü,пуд лагьай
783,letzter::A,son,эхиримжи
784,letzter::A,sonuncu,эхиримжи
785,allein::ADV,yalnız,кьилди
786,allein::ADV,tek başına,кьилди
787,auf einmal::ADV,birden,
788,zusammen::ADV,beraber,санал
789,zusammen::ADV,birlikte,санал
790,lange::ADV,çok,яргъалди
791,lange::ADV,uzun,яргъалди
792,plötzlich::ADV,ansızın,садлагьана
793,plötzlich::ADV,birdenbire,садлагьана
794,sofort::ADV,hemen,гьасятда
795,sofort::ADV,derhal,гьасятда
