,Concept_ID,ru,hr
427,Figur::N,фигура,figura
428,Puppe::N,кукла,lutka
429,Beutel::N,мешок,kesa
430,Bündel::N,связка,snop
431,Bündel::N,связка,svežanj
432,Tasche::N,сумка,torba
433,Tasche::N,сумка,taška
434,Eimer::N,ведро,kabao
435,Deckel::N,крышка,poklopac
436,Geschirr::N,посуда,suđe
437,Geschirr::N,посуда,posuđe
438,Sack::N,мешок,džak
439,Sack::N,мешок,vreća
440,Tasse::N,чашка,šalica
441,Topf::N,кастрюля,lonac
442,Kessel::N,котел,kazan
443,Essen::N,еда,obrok
444,Nahrung::N,пища,hrana
445,Speise::N,блюдо,jelo
446,Speise::N,кушанье,jelo
447,Fleisch::N,мясо,meso
448,Getreide::N,хлеб,žito
449,Getreide::N,хлеб,žitarice
450,Brei::N,каша,kaša
451,Brot::N,хлеб,kruh
452,Scheibe::N,ломоть,kriška
453,Fett::N,жир,mast
454,Fett::N,жир,salo
455,Butter::N,масло,buter
456,Butter::N,масло,maslac
457,Öl::N,масло,ulje
458,Salz::N,соль,sol
459,Suppe::N,суп,supa
460,Honig::N,мед,med
461,Milch::N,молоко,mlijeko
462,Tee::N,чай,čaj
463,Leder::N,кожа,koža
464,Wolle::N,шерсть,vuna
465,Stoff::N,ткань,štof
466,Stoff::N,ткань,tkanina
467,Nadel::N,игла,igla
468,Faden::N,нитка,nit
469,Faden::N,нитка,konac
470,Knopf::N,пуговица,dugme
471,Knoten::N,узел,čvor
472,Knoten::N,узел,uzao
473,Farbe::N,краска,farba
474,Kleidung::N,одежда,odjeća
475,Hemd::N,рубашка,košulja
476,Kragen::N,воротник,ovratnik
477,Ärmel::N,рукав,rukav
478,Hose::N,брюки,hlače
479,Gürtel::N,пояс,pas
480,Gürtel::N,пояс,pojas
481,Mütze::N,шапка,kapa
482,Schuh::N,ботинок,cipela
483,Stiefel::N,сапог,čizma
484,Ring::N,кольцо,prsten
485,Band::N,лента,vrpca
486,Kamm::N,расческа,češalj
487,Spiegel::N,зеркало,zrcalo
488,Spiegel::N,зеркало,ogledalo
489,Riemen::N,ремень,kaiš
490,Riemen::N,ремень,remen
491,Schnur::N,веревка,vrpca
492,Leine::N,поводок,uzica
493,Decke::N,одеяло,ćebe
494,Decke::N,одеяло,pokrivač
495,Kissen::N,подушка,jastuk
496,Tuch::N,платок,rubac
497,Tuch::N,платок,marama
498,Handtuch::N,полотенце,ručnik
499,Kraft::N,сила,snaga
500,Stärke::N,крепость,jakost
501,Gesundheit::N,здоровье,zdravlje
502,Krankheit::N,болезнь,bolest
503,Schmerz::N,боль,bol
504,Wunde::N,рана,rana
505,Fieber::N,лихорадка,groznica
506,Fieber::N,температура,groznica
507,Arznei::N,лекарство,lijek
508,Brücke::N,мост,most
509,Brücke::N,мост,ćuprija
510,Brunnen::N,колодец,bunar
511,Brunnen::N,колодец,zdenac
512,Weide::N,пастбище,paša
513,Weide::N,пастбище,pašnjak
514,Pfad::N,тропа,staza
515,Weg::N,путь,put
516,Weg::N,дорога,put
517,Straße::N,улица,drum
518,Straße::N,улица,cesta
519,Straße::N,дорога,drum
520,Straße::N,дорога,cesta
521,Dorf::N,деревня,selo
522,Stadt::N,город,grad
523,Stadt::N,город,varoš
524,Brief::N,письмо,list
525,Brief::N,письмо,pismo
526,Buch::N,книга,knjiga
527,Buchstabe::N,буква,slovo
528,Zeitung::N,газета,novine
529,Leben::N,жизнь,život
530,Tod::N,смерть,smrt
531,Grab::N,могила,raka
532,Kirche::N,церковь,crkva
533,Sünde::N,грех,grijeh
534,Gott::N,бог,bog
535,Arbeiter::N,рабочий,radnik
536,Chef::N,начальник,šef
537,Meister::N,мастер,majstor
538,Arzt::N,врач,liječnik
539,Lehrer::N,учитель,učitelj
540,Geld::N,деньги,novac
541,Geschäft::N,занятие,posao
542,Geschäft::N,занятие,trgovina
543,Laden::N,магазин,dućan
544,Preis::N,цена,cijena
545,Ware::N,товар,roba
546,Nutzen::N,выгода,korist
547,Reichtum::N,богатство,bogatstvo
548,Welt::N,мир,svijet
549,Land::N,страна,zemlja
550,Staat::N,государство,država
551,König::N,король,kralj
552,Macht::N,власть,moć
553,Macht::N,власть,vlast
554,Grenze::N,граница,granica
555,Krieg::N,война,rat
556,Feind::N,враг,neprijatelj
557,Gewalt::N,насилие,sila
558,Gewalt::N,насилие,nasilje
559,Kampf::N,борьба,boj
560,Kampf::N,борьба,borba
561,Bogen[Waffe]::N,лук,luk
562,Pfeil::N,стрела,strijela
563,Gewehr::N,ружье,puška
564,Fehler::N,ошибка,pogreška
565,Fehler::N,ошибка,griješka
566,Lüge::N,ложь,laž
567,Schaden::N,вред,šteta
568,Unglück::N,беда,nesreća
569,Schuld::N,вина,krivnja
570,Alter::N,возраст,dob
571,Schluss::N,окончание,kraj
572,Schluss::N,окончание,konac
573,Zeit::N,время,doba
574,Zeit::N,время,vrijeme
575,Tag::N,день,dan
576,Morgen::N,утро,jutro
577,Mittag::N,полдень,podne
578,Abend::N,вечер,veče
579,Abend::N,вечер,večer
580,Nacht::N,ночь,noć
581,Woche::N,неделя,sedmica
582,Monat::N,месяц,mjesec
583,Jahr::N,год,godina
584,Frühling::N,весна,proljeće
585,Sommer::N,лето,ljeto
586,Herbst::N,осень,jesen
587,Winter::N,зима,zima
588,Januar::N,январь,januar
589,Januar::N,январь,siječanj
590,Februar::N,февраль,veljača
591,Februar::N,февраль,februar
592,März::N,март,mart
593,März::N,март,ožujak
594,April::N,апрель,april
595,April::N,апрель,travanj
596,Mai::N,май,maj
597,Mai::N,май,svibanj
598,Juni::N,июнь,juni
599,Juni::N,июнь,lipanj
600,Juli::N,июль,juli
601,Juli::N,июль,srpanj
602,August::N,август,august
603,August::N,август,kolovoz
604,September::N,сентябрь,rujan
605,September::N,сентябрь,septembar
606,Oktober::N,октябрь,oktobar
607,Oktober::N,октябрь,listopad
608,November::N,ноябрь,studeni
609,November::N,ноябрь,novembar
610,Dezember::N,декабрь,prosinac
611,Montag::N,понедельник,ponedjeljak
612,Montag::N,понедельник,ponedjeljnik
613,Dienstag::N,вторник,utorak
614,Dienstag::N,вторник,utornik
615,Mittwoch::N,среда,srijeda
616,Donnerstag::N,четверг,četvrtak
617,Freitag::N,пятница,petak
618,Samstag::N,суббота,subota
619,Sonntag::N,воскресенье,nedjelja
620,groß::A,большой,velik
621,klein::A,маленький,mali
622,klein::A,маленький,malen
623,lang::A,длинный,dug
624,lang::A,длинный,dugačak
625,kurz::A,короткий,kratak
626,breit::A,широкий,širok
627,schmal::A,узкий,uski
628,schmal::A,узкий,uzak
629,dicht::A,густой,gust
630,dick[Gegenstand]::A,толстый,debeo
631,dünn::A,тонкий,tanak
632,fein::A,тонкий,fin
633,fein::A,тонкий,tanak
634,fest::A,крепкий,čvrst
635,flach::A,плоский,ravan
636,flach::A,плоский,plosnat
637,glatt::A,гладкий,gladak
638,hart::A,твердый,tvrd
639,weich::A,мягкий,mek
640,weich::A,мягкий,mekan
641,rund::A,круглый,okrugao
642,spitz::A,остроконечный,oštar
643,spitz::A,остроконечный,šiljast
644,scharf::A,острый,oštar
645,scharf::A,острый,bridak
646,stumpf::A,тупой,tup
647,schwer::A,тяжелый,težak
648,schön::A,красивый,krasan
649,heiß::A,жаркий,vruć
650,warm::A,теплый,topao
651,kalt::A,холодный,hladan
652,kühl::A,прохладный,hladan
653,frisch::A,свежий,svjež
654,feucht::A,влажный,vlažan
655,nass::A,мокрый,mokar
656,trocken::A,сухой,suh
657,voll::A,полный,pun
658,voll::A,наполненный,pun
659,leer::A,пустой,prazan
660,offen::A,открытый,otvoren
661,geschlossen::A,закрытый,zatvoren
662,sauber::A,чистый,čist
663,schmutzig::A,грязный,nečist
664,schmutzig::A,грязный,blatan
665,roh::A,сырой,sirov
666,reif::A,зрелый,zreo
667,lecker::A,вкусный,tečan
668,lecker::A,вкусный,ukusan
669,süß::A,сладкий,sladak
670,bitter::A,горький,gorak
671,sauer::A,кислый,kiseo
672,hell::A,светлый,vedar
673,hell::A,светлый,svijetao
674,dunkel::A,темный,taman
675,schwarz::A,черный,crn
676,weiß::A,белый,bio
677,weiß::A,белый,bijel
678,rot::A,красный,crven
679,gelb::A,желтый,žut
680,blau::A,синий,plav
681,blau::A,синий,modar
682,grün::A,зеленый,zelen
683,grau::A,серый,siv
684,bunt::A,пестрый,šaren
685,billig::A,дешевый,jeftin
686,teuer::A,дорогой,skup
687,wertvoll::A,ценный,vrijedan
688,wertvoll::A,ценный,dragocjen
689,blind::A,слепой,slijep
690,taub::A,глухой,gluh
691,kräftig::A,могучий,snažan
692,stark::A,сильный,jak
693,stark::A,сильный,snažan
694,schwach::A,слабый,slab
695,fett::A,жирный,pretio
696,schlank::A,стройный,vitak
697,hübsch::A,прелестный,zgodan
698,böse::A,злой,zao
699,böse::A,злой,opak
700,dumm::A,глупый,glup
701,faul::A,ленивый,lijen
702,fleißig::A,прилежный,radin
703,fleißig::A,прилежный,marljiv
704,geizig::A,жадный,škrt
705,klug::A,умный,razborit
706,geschickt::A,искусный,vješt
707,lieb::A,милый,drag
708,lustig::A,веселый,veseo
709,sanft::A,нежный,blag
710,hungrig::A,голодный,gladan
711,krank::A,больной,bolestan
712,nackt::A,голый,nag
713,traurig::A,грустный,tužan
714,traurig::A,грустный,žalostan
715,lebendig::A,живой,živ
716,gut::A,хороший,dobar
717,schlecht::A,плохой,loš
718,schlecht::A,плохой,rđav
719,richtig::A,правильный,tačan
720,richtig::A,правильный,ispravan
721,schlimm::A,отвратительный,zao
722,schlimm::A,отвратительный,zločest
723,schlimm::A,мерзкий,zao
724,schlimm::A,мерзкий,zločest
725,wahr::A,настоящий,istinit
726,alt::A,старый,star
727,neu::A,новый,nov
728,ehemalig::A,бывший,bivši
729,alt[Lebewesen]::A,пожилой,star
730,jung::A,молодой,mlad
731,arm::A,бедный,ubog
732,arm::A,бедный,siromašan
733,reich::A,богатый,bogat
734,bekannt::A,знакомый,poznat
735,berühmt::A,знаменитый,čuven
736,berühmt::A,знаменитый,slavan
737,fremd::A,чужой,tuđ
738,fremd::A,чужой,stran
739,verschieden::A,разный,razan
740,verschieden::A,разный,različan
741,nah::A,близкий,blizak
742,fern::A,далекий,dalek
743,fern::A,далекий,daljnji
744,linker::A,левый,lijevi
745,rechter::A,правый,desni
746,anderer::A,другой,drugi
747,anderer::A,другой,drugačiji
748,erster::A,первый,prvi
749,zweiter::A,второй,drugi
750,dritter::A,третий,treći
751,letzter::A,последний,zadnji
752,allein::ADV,один,sam
753,auf einmal::ADV,сразу,istodobno
754,zusammen::ADV,вместе,skupa
755,zusammen::ADV,вместе,zajedno
756,lange::ADV,долго,dugo
757,plötzlich::ADV,вдруг,naglo
758,plötzlich::ADV,вдруг,iznenada
759,sofort::ADV,тотчас,odmah
760,später::ADV,позже,kasnije
761,jetzt::ADV,сейчас,sad
762,jetzt::ADV,сейчас,sada
763,heute::ADV,сегодня,danas
764,morgen::ADV,завтра,sutra
765,bald::ADV,скоро,skoro
766,bald::ADV,скоро,doskora
767,dann::ADV,потом,zatim
768,gestern::ADV,вчера,juče
769,gestern::ADV,вчера,jučer
770,einst::ADV,однажды,negda
771,einst::ADV,однажды,nekada
772,damals::ADV,тогда,tada
773,damals::ADV,тогда,onda
774,danach::ADV,затем,poslije
775,danach::ADV,затем,nakon toga
776,vorher::ADV,раньше,prije
777,vorher::ADV,раньше,prije toga
778,zuerst::ADV,сперва,prvo
779,zuerst::ADV,сперва,najprije
780,einmal::ADV,раз,jednom
781,einmal::ADV,раз,jedanput
782,manchmal::ADV,иногда,katkad
783,manchmal::ADV,иногда,katkada
784,oft::ADV,часто,često
785,immer::ADV,всегда,vazda
786,immer::ADV,всегда,uvijek
787,niemals::ADV,никогда,nikad
788,niemals::ADV,никогда,nikada
789,hier::ADV,здесь,tu
790,hier::ADV,здесь,ovdje
791,hierhin::ADV,сюда,amo
792,hierhin::ADV,сюда,ovamo
793,von hier::ADV,отсюда,odavde
794,dort::ADV,там,ondje
795,dorthin::ADV,туда,onamo
796,geradeaus::ADV,прямо,ravno
797,vorwärts::ADV,вперед,naprijed
798,rückwärts::ADV,назад,natrag
799,zurück::ADV,обратно,nazad
800,zurück::ADV,обратно,natrag
801,unten::ADV,внизу,dolje
802,hinab::ADV,вниз,nizbrdo
803,oben::ADV,наверху,gore
804,hinauf::ADV,вверх,uzbrdo
805,überall::ADV,везде,svuda
806,überall::ADV,везде,svagdje
807,nicht::ADV,не,ne
808,ein wenig::ADV,немного,malo
809,kaum::ADV,едва,tek
810,kaum::ADV,едва,jedva
811,sehr::ADV,очень,jako
812,sehr::ADV,очень,veoma
813,so::ADV,так,tako
814,so::ADV,так,ovako
815,noch::ADV,еще,još
816,nur::ADV,только,samo
817,schon::ADV,уже,već
818,wieder::ADV,опять,opet
819,wieder::ADV,опять,ponovo
820,vergebens::ADV,напрасно,uzalud
821,vergebens::ADV,напрасно,zabadava
822,vor::PRP,перед,pred
823,vor::PRP,перед,ispred
824,hinter::PRP,за,za
825,hinter::PRP,за,iza
826,hinter::PRP,позади,za
827,hinter::PRP,позади,iza
828,unter::PRP,под,pod
829,unter::PRP,под,ispod
830,durch::PRP,сквозь,po
831,durch::PRP,сквозь,kroz
832,neben::PRP,возле,kraj
833,neben::PRP,возле,pored
834,neben::PRP,возле,pokraj
835,zwischen::PRP,между,među
836,zwischen::PRP,между,između
837,wegen::PRP,из-за,radi
838,wegen::PRP,из-за,zbog
839,dies::PRN,это,ovo
840,das::PRN,то,to
841,das::PRN,то,ono
842,alles::PRN,все,sve
843,ich::PRN,я,ja
844,du::PRN,ты,ti
845,er::PRN,он,on
846,wir::PRN,мы,mi
847,ihr::PRN,вы,vi
848,sie::PRN,они,oni
849,was::FPRN,что,što
850,wer::FPRN,кто,tko
851,wo::FADV,где,gdje
852,wohin::FADV,куда,kuda
853,wohin::FADV,куда,kamo
854,wie::FADV,как,kako
855,warum::FADV,почему,zašto
856,wieviel::FNUM,сколько,koliko
