,Concept_ID,kn,et
575,bitter::A,ಕಹಿ,mõru
576,sauer::A,ಹುಳಿಯಾದ,hapu
577,hell::A,ಹೊಳೆಯುವ,hele
578,dunkel::A,ಮಬ್ಬಾದ,pime
579,schwarz::A,ಕಪ್ಪು,must
580,weiß::A,ಬಿಳಿಯ,valge
581,rot::A,ಕೆಂಪು,punane
582,gelb::A,ಹಳದಯ,kollane
583,blau::A,ನೀಲ,sinine
584,grün::A,ಕಾಯಾದ,roheline
585,grau::A,ಬೂದುಬಣ್ಣದ,hall
586,bunt::A,ವರ್ಣರಂಜಿತ,kirju
587,bunt::A,ವರ್ಣರಂಜಿತ,värviline
588,billig::A,ಅಗ್ಗ,odav
589,teuer::A,ದುಬಾರಿಯಾದ,kallis
590,wertvoll::A,ಅಮೂಲ್ಯ,väärtuslik
591,blind::A,ಅಂಧ,pime
592,taub::A,ಕಿವುಡಾದ,kurt
593,kräftig::A,ಪ್ರಬಲ,jõuline
594,stark::A,ಶಕ್ತಿವಂತ,tugev
595,schwach::A,ದುರ್ಬಲ,nõrk
596,schwach::A,ದುರ್ಬಲ,jõuetu
597,fett::A,ಕೊಬ್ಬಿದ,rasvane
598,schlank::A,ತೆಳ್ಳಗಿನ,sale
599,hübsch::A,ಅಂದವಾದ,kena
600,böse::A,ಕೆಟ್ಟ,tige
601,dumm::A,ಮಂದ,juhm
602,dumm::A,ಮಂದ,rumal
603,faul::A,ಆಲಸ,laisk
604,fleißig::A,ಕಡಗುವ,virk
605,fleißig::A,ಕಡಗುವ,hoolas
606,geizig::A,ಜುಗ್ಗ,ihne
607,klug::A,ಚತುರ,tark
608,klug::A,ಚತುರ,arukas
609,klug::A,ಚತುರ,mõistlik
610,geschickt::A,ದಕ್ಷ,osav
611,lieb::A,ಪ್ರಿಯ,armas
612,lustig::A,ಖುಷಿಯಾದ,lõbus
613,sanft::A,ಸೌಮ್ಯ,õrn
614,hungrig::A,ಹಸಿದ,näljane
615,krank::A,ಅಸ್ವಸ್ಥ,haige
616,nackt::A,ನಗ್ನ,alasti
617,traurig::A,ದುಃಖಿತ,kurb
618,lebendig::A,ಜೀವಂತ,elus
619,gut::A,ಒಳ್ಳೆಯ,hea
620,schlecht::A,ದುಷ್ಟ,halb
621,richtig::A,ಸರಿ,õige
622,schlimm::A,ಅಸಹ್ಯ,paha
623,wahr::A,ನಿಜ,tõene
624,alt::A,ಮುದಿ,vana
625,neu::A,ಹೊಸ,uus
626,ehemalig::A,ಮಾಜೀ,endine
627,alt[Lebewesen]::A,ವೃದ್ಧ,vana
628,jung::A,ಎಳ,noor
629,arm::A,ಬಡ,vaene
630,reich::A,ಶ್ರೀಮಂತ,rikas
631,bekannt::A,ಅಪ್ತ,teada
632,bekannt::A,ಅಪ್ತ,tuttav
633,berühmt::A,ಪ್ರಸಿದ್ಧ,tuntud
634,fremd::A,ಪರಕೀಯ,võõras
635,verschieden::A,ಬೇರೆ,erinev
636,nah::A,ಹತ್ತಿರವಾದ,lähedane
637,fern::A,ದೂರದ,kauge
638,linker::A,ಎಡ,vasak
639,rechter::A,ಬಲ,parem
640,anderer::A,ಇತರ,muu
641,anderer::A,ಇತರ,teine
642,erster::A,ಪ್ರಥಮ,esimene
643,zweiter::A,ದ್ವಿತೀಯ,teine
644,dritter::A,ಮೂರನೆಯಜಗತ್ತು,kolmas
645,letzter::A,ಅಂತ್ಯ,viimane
646,allein::ADV,ಒಬ್ಬನೇ,üksi
647,auf einmal::ADV,ಒಡನೆ,korraga
648,auf einmal::ADV,ಒಡನೆ,ühekorraga
649,zusammen::ADV,ಒಟ್ಟಿಗೆ,koos
650,zusammen::ADV,ಒಟ್ಟಿಗೆ,üheskoos
651,lange::ADV,ದೀರ್ಘ,kaua
652,plötzlich::ADV,ಅನಾಮತ್ತು,äkki
653,plötzlich::ADV,ಅನಾಮತ್ತು,järsku
654,sofort::ADV,ಜಾಗ್ರತೆ,kohe
655,später::ADV,ತರುವಾಯ,hiljem
656,jetzt::ADV,ಈಗ,nüüd
657,heute::ADV,ಇಂದು,täna
658,morgen::ADV,ನಾಳೆ,homme
659,bald::ADV,ಬೇಗ,pea
660,bald::ADV,ಬೇಗ,varsti
661,dann::ADV,ಆಗ,siis
662,gestern::ADV,ನಿನ್ನೆ,eile
663,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,vanasti
664,damals::ADV,ಆಗ,tookord
665,danach::ADV,ಆಮೇಲೆ,seejärel
666,vorher::ADV,ಮುಂಚೆ,enne
667,zuerst::ADV,ಮೊದಲಿಗೆ,enne
668,zuerst::ADV,ಮೊದಲಿಗೆ,esmalt
669,einmal::ADV,ಒಮ್ಮೆ,kord
670,einmal::ADV,ಒಮ್ಮೆ,üks kord
671,manchmal::ADV,ಆಗಾಗ,mõnikord
672,oft::ADV,ಅನೇಕಸಲ,tihti
673,oft::ADV,ಅನೇಕಸಲ,sageli
674,immer::ADV,ಯಾವಾಗಲೂ,ikka
675,immer::ADV,ಯಾವಾಗಲೂ,alati
676,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,mitte kunagi
677,hier::ADV,ಇಲ್ಲಿ,siin
678,hierhin::ADV,ಇತ್ತ,siia
679,von hier::ADV,ಇಲ್ಲಿಂದ,siit
680,dort::ADV,ಅಲ್ಲಿ,seal
681,dorthin::ADV,ಅಲ್ಲಿಗೆ,sinna
682,geradeaus::ADV,ಸೀದಾ,otse edasi
683,vorwärts::ADV,ಮುನ್ನೆಡೆವ,edasi
684,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,tagurpidi
685,zurück::ADV,ಹಿಂದಕ್ಕೆ,tagasi
686,unten::ADV,ಕೆಳಗೆ,all
687,unten::ADV,ಕೆಳಗೆ,allpool
688,hinab::ADV,ಕೆಳಕ್ಕೆ,alla
689,oben::ADV,ಮೇಲೆ,ülal
690,hinauf::ADV,ಮೇಲಕ್ಕೆ,üles
691,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,kõikjal
692,nicht::ADV,ಇಲ್ಲ,ei
693,nicht::ADV,ಇಲ್ಲ,mitte
694,nicht::ADV,ಅಲ್ಲ,ei
695,nicht::ADV,ಅಲ್ಲ,mitte
696,ein wenig::ADV,ತುಸು,veidi
697,ein wenig::ADV,ತುಸು,natuke
698,kaum::ADV,ಕಠಿನವಾಗಿ,vaevalt
699,sehr::ADV,ಬಹು,väga
700,so::ADV,ಅಷ್ಟು,nii
701,noch::ADV,ಇನ್ನು,veel
702,nur::ADV,ಕೇವಲ,ainult
703,schon::ADV,ಆಗಲೇ,juba
704,wieder::ADV,ಪುನಃ,jälle
705,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,asjata
706,vor::PRP,ಮುಂದೆ,ees
707,hinter::PRP,ಹಿಂದ,taha
708,unter::PRP,ಕೆಳ,all
709,durch::PRP,ನೇರವಾಗಿ,läbi
710,durch::PRP,ನೇರವಾಗಿ,kaudu
711,neben::PRP,ಅಧರ ಬಲಿಕ,kõrval
712,zwischen::PRP,ನಡುವೆ,vahel
713,wegen::PRP,ಅಧಕ್ಕಗಿ,tõttu
714,wegen::PRP,ಅಧಕ್ಕಗಿ,pärast
715,dies::PRN,ಈ,see
716,das::PRN,ಅದು,see
717,alles::PRN,ಎಲ್ಲ,kõik
718,ich::PRN,ನಾನು,mina
719,du::PRN,ನೀನು,sina
720,er::PRN,ಅವನು,tema
721,er::PRN,ಇವನು,tema
722,wir::PRN,ನಾವು,me
723,ihr::PRN,ನೀವು,te
724,sie::PRN,ಅವರು,nad
725,was::FPRN,ಏನು,mis
726,wer::FPRN,ಯಾರಿಗೆ,kes
727,wo::FADV,ಎಲ್ಲಿ,kus
728,wohin::FADV,ಎಲ್ಲಿಗೆ,kuhu
729,wie::FADV,ಹೇಗೆ,kuidas
730,warum::FADV,ಏಕೆ,miks
731,wieviel::FNUM,ಎಷ್ಟು,mitu
732,wieviel::FNUM,ಎಷ್ಟು,kui palju
733,eins::NUM,ಒಂದು,üks
734,zwei::NUM,ಎರಡು,kaks
735,drei::NUM,ಮೂರು,kolm
736,vier::NUM,ನಾಲ್ಕು,neli
737,fünf::NUM,ಅಯ್ದು,viis
738,sechs::NUM,ಆರು,kuus
739,sieben::NUM,ಏಳು,seitse
740,acht::NUM,ಎಂಟು,kaheksa
741,neun::NUM,ಒಂಭಬತ್ತು,üheksa
742,zehn::NUM,ಹತ್ತು,kümme
743,elf::NUM,ಹನ್ನೊಂದು,üksteist
744,zwölf::NUM,ಹನ್ನೆರಡು,kaksteist
745,zwanzig::NUM,ಇಪ್ಪತ್ತು,kakskümmend
746,dreißig::NUM,ಮೂವತ್ತು,kolmkümmend
747,vierzig::NUM,ನಲವತ್ತು,nelikümmend
748,fünfzig::NUM,ಐವತ್ತು,viiskümmend
749,sechzig::NUM,ಅರುವತ್ತು,kuuskümmend
750,siebzig::NUM,ಎಪ್ಪತ್ತು,seitsekümmend
751,achtzig::NUM,ಎಂಬತ್ತು,kaheksakümmend
752,neunzig::NUM,ತೊಂಬತ್ತು,üheksakümmend
753,hundert::NUM,ನೂರು,sada
754,tausend::NUM,ಸಾವಿರ,tuhat
755,und::CNJ,ಮತ್ತು,ja
756,oder::CNJ,ಅಥವಾ,või
757,stehen::V,ನಿಲ್ಲು,seisma
758,sitzen::V,ಕುಳ್ಳಿರು,istuma
759,liegen::V,ಮಲಗಿಕೊ,lamama
760,hängen::V,ಇಳಿಯಬಿಡು,rippuma
761,werden::V,ಆಗು,saama
762,werden::V,ಆಗು,hakkama
763,passieren::V,ಆಗು,juhtuma
764,beginnen::V,ಆರಂಭಿಸು,algama
765,beginnen::V,ಆರಂಭಿಸು,hakkama
766,enden::V,ಕೊನೆಗಾಣು,lõppema
767,wechseln::V,ಮಾರ್ಪಡಿಸು,vahelduma
768,aufgehen[Sonne]::V,ಮೂಡು,tõusma
769,untergehen[Sonne]::V,ಮುಳುಗು,loojuma
770,scheinen[Sonne]::V,ಹೊಳೆ,paistma
771,donnern::V,ಗುಡುಗಾಗು,kõmisema
772,wehen::V,ತೀಡು,puhuma
773,strömen::V,ಹರಿ,voolama
774,fließen::V,ಹರಿ,voolama
775,sich drehen::V,ಸುತ್ತು,pöörduma
776,schwanken::V,ಓಲಾಡು,kõikuma
777,schwingen::V,ತೂಗು,võnkuma
778,fallen::V,ಉದುರು,langema
779,brennen::V,ಉರಿ,põlema
780,rauchen::V,ಹೊಗೆಬಿಡು,suitsema
781,regnen::V,ಸುರಿ,sadama
782,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,kinni külmuma
783,tauen::V,ಬೆಚ್ಚಗಾಗು,sulama
784,schmelzen::V,ಕರಗು,sulama
785,trocknen::V,ಒಣಗು,kuivama
786,sieden::V,ಕುದಿ,keema
787,faulen::V,ಕೊಳೆ,mädanema
788,verfaulen::V,ನಶಿಸು,mädanema
789,reißen::V,ಒಡೆ,rebenema
790,versinken::V,ಮುಳುಗು,uppuma
791,vergehen::V,ಸಾಗು,mööduma
792,erscheinen::V,ತೋರು,ilmuma
793,verschwinden::V,ಮಾಯವಾಗು,kaduma
794,sinken::V,ಕುಸಿ,vajuma
795,sinken::V,ಕುಸಿ,langema
796,abnehmen::V,ತಗ್ಗು,vähenema
797,abnehmen::V,ತಗ್ಗು,kahenema
798,zunehmen::V,ಬೆಳೆ,kasvama
799,steigen::V,ಉಬ್ಬು,tõusma
800,steigen::V,ಉಬ್ಬು,üles minema
801,wachsen::V,ಬೆಳೆ,kasvama
802,glänzen::V,ಮಿರುಗು,läikimä
803,funkeln::V,ಮಿನುಗು,sädelema
804,lärmen::V,ಶಬ್ದ ಮಾಡಲು,lärmama
805,läuten::V,ಬಾರಿಸು,helisema
806,klingeln::V,ಅನುರಣಿಸು,helisema
807,klirren::V,ಕಿಣಿಕಿಣಿಸು,kõlisema
808,brausen::V,ಅಬ್ಬರಿಸು,kohisema
809,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,kohisema
810,klingen::V,ಉಸಿರು,kõlama
811,bellen::V,ಬಗುಳು,haukuma
812,heulen::V,ಅರಚು,uluma
813,blasen::V,ಗಾಳಿ ಊದು,puhuma
814,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,vilistama
815,schreien::V,ಕರೆ,karjuma
816,stöhnen::V,ನರಳು,oigama
817,zittern::V,ನಡುಗು,värisema
818,leben::V,ಇರು,elama
819,leben::V,ಇರು,elus olema
820,geboren werden::V,ಉಂಟಾಗು,sündima
821,atmen::V,ಉಸಿರು,hingama
822,trinken::V,ಕುಡಿ,jooma
823,essen::V,ತಿನ್ನು,sööma
824,schlucken::V,ನುಂಗು,neelama
825,müde werden::V,ಬಳಲು,väsima
826,einschlafen::V,ನಿದ್ಧೆಹೋಗು,uinuma
827,schlafen::V,ನಿದ್ರಿಸು,magama
828,aufwachen::V,ಏಳು,ärkama
829,aufstehen::V,ಏಳು,ärkama
830,aufstehen::V,ಏಳು,üles tõusma
831,sich erholen::V,ಸುಧಾರಿಸು,puhkama
832,krank werden::V,ಬೇನೆಬೀಳು,haigestuma
833,krank werden::V,ಬೇನೆಬೀಳು,haigeks jääma
834,krank sein::V,ಕೆಟ್ಟ ಎಂದು,haige olema
835,schmerzen::V,ಕಚ್ಚು,valutama
836,husten::V,ಕೆಮ್ಮು,köhima
837,genesen::V,ಮತ್ತೆಹೊದಿಸು,toibuma
838,sterben::V,ಮೃತಪಡು,surema
839,umkommen::V,ಹಾಳಾಗು,surma saama
840,sich bewegen::V,ಚಲಿಸು,liikuma
841,sich rühren::V,ಕದಲು,liikuma
842,sich erheben::V,ಏಳು,kerkima
843,sich setzen::V,ಕೂರು,istet võtma
844,hinfallen::V,ಬೀಳು,kukkuma
845,hinfallen::V,ಬೀಳು,maha kukkuma
846,laufen::V,ನಡೆ,kõndima
847,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,astuma
848,spazierengehen::V,ವಿಹರಿಸು,jalutama
849,eilen::V,ಮುನ್ನುಗ್ಗು,ruttama
850,eilen::V,ಮುನ್ನುಗ್ಗು,kiirustama
851,sich beeilen::V,ಆತುರಪಡು,ruttama
852,sich beeilen::V,ಆತುರಪಡು,kiirustama
853,sausen::V,ಒಗೆ,kihutama
854,sausen::V,ಒಗೆ,tormama
855,rennen::V,ಓಡು,jooksma
856,rennen::V,ಓಡು,kihutama
857,springen::V,ಜಿಗಿ,hüppama
858,klettern::V,ಏರು,ronima
859,schaukeln::V,ತೂಗು,kiikuma
860,kriechen::V,ತೆವಳು,roomama
861,schwimmen::V,ಈಜು,ujuma
862,tauchen::V,ಕೆಳಗಿಳಿ,sukelduma
863,rudern::V,ಸಾಗಿಸು,sõudma
864,fahren::V,ನಡೆಸು,sõitma
865,fliegen::V,ಹಾರು,lendama
866,gehen::V,ಹೋಗು,käima
867,gehen::V,ಹೋಗು,minema
868,weggehen::V,ಹೊರಡು,ära minema
869,weggehen::V,ಹೊರಡು,välja minema
870,abfahren::V,ತೆರಳು,väljuma
871,abfahren::V,ತೆರಳು,ära sõitma
872,anhalten::V,ನಿಲ್ಲು,peatuma
873,hineingehen::V,ಒಳಹೊಗು,sisenema
874,hineingehen::V,ಒಳಹೊಗು,sisse minema
875,eintreten::V,ಒಳಹೊಗು,sisenema
876,eintreten::V,ಒಳಹೊಗು,sisse astuma
877,kommen::V,ಬರು,tulema
878,ankommen::V,ಬರು,saabuma
879,zurückkommen::V,ಹಿಂದಿರುಗು,tagasi tulema
880,bleiben::V,ಇರು,jääma
881,warten::V,ಇರು,ootama
882,erwarten::V,ನಿರೀಕ್ಷಿಸು,ootama
883,erwarten::V,ನಿರೀಕ್ಷಿಸು,lootma
884,suchen::V,ಹುಡುಕು,otsima
885,finden::V,ಕಂಡುಕೊ,leidma
886,versuchen::V,ಪ್ರಯತ್ನಿಸು,püüdma
887,versuchen::V,ಪ್ರಯತ್ನಿಸು,üritama
888,versuchen::V,ಪ್ರಯತ್ನಿಸು,katsetama
889,vorbereiten::V,ಸಿದ್ಧವಾಗು,valmistama
890,lieben::V,ಪ್ರೀತಿಸು,armastama
891,mögen::V,ಇಷ್ಟಪಡು,sallima
892,mögen::V,ಇಷ್ಟಪಡು,meeldima
893,lachen::V,ನಗು,naerma
894,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,liigutama
895,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,heldima panema
896,weinen::V,ಅಳು,nutma
897,schimpfen::V,ಗೊಣಗು,sõimama
898,sich ärgern::V,ಗಣಗಾಡು,ärrituma
899,sich ärgern::V,ಗಣಗಾಡು,vihastuma
900,sich fürchten::V,ನಡುಗು,kartma
901,sich fürchten::V,ನಡುಗು,hirmu tundma
902,fürchten::V,ಹೆದರು,kartma
903,fliehen::V,ಓಡಿಹೋಗು,põgenema
904,flüchten::V,ಪಾರಾಗು,põgenema
905,sehen::V,ಕಾಣು,nägema
906,anschauen::V,ನೋಡು,vaatama
907,ansehen::V,ನಿರೀಕ್ಷಿಸು,vaatama
908,hören::V,ಕೇಳು,kuulma
909,zuhören::V,ಆಲಿಸು,kuulama
910,probieren::V,ರುಚಿ ನೋಡು,proovima
911,riechen::V,ಮೂಸು,nuusutama
912,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,tundma
913,scheinen::V,ತೋರು,näida
914,scheinen::V,ತೋರು,ilmuda
915,zu sehen sein::V,ಕಾಣಿಸು,ilmuma
916,vernehmen::V,ಕೇಳು,üle kuulama
917,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,külmetada
918,tun::V,ಮಾಡು,tegema
919,können::V,ಮಾಡಬಲ್ಲ,võima
920,können::V,ಮಾಡಬಲ್ಲ,oskama
921,wollen::V,ಬಯಸು,tahtma
922,anfangen::V,ಪ್ರಾರಂಭಿಸು,hakkama
923,anfangen::V,ಪ್ರಾರಂಭಿಸು,alustama
924,beenden::V,ನಿಲ್ಲಿಸು,lõpetama
925,aufhören::V,ಮುಗಿಸು,lakkama
926,gelingen::V,ಯಶಸ್ವಿಯಾಗು,õnnestuma
927,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,jõudma
928,öffnen::V,ತೆರೆ,avama
929,schließen::V,ಮುಚ್ಚು,sulgema
930,stellen::V,ಇಕ್ಕು,panema
931,stellen::V,ಇಕ್ಕು,asetama
932,setzen::V,ಇಡು,panema
933,legen::V,ಇಡು,panema
934,legen::V,ಇಡು,asetama
935,berühren::V,ತಾಕು,riivama
936,berühren::V,ತಾಕು,puudutama
937,verbinden::V,ಕೂಡಿಸು,ühendama
938,bedecken::V,ಮುಚ್ಚು,katma
939,aufhängen::V,ತೂಗುಹಾಕು,riputama
940,anzünden::V,ಹತ್ತಿಸು,süütama
941,aufheben::V,ಆಯಿ,üles tõstma
942,zurücklassen::V,ಬಿಡು,jätma
943,verlieren::V,ಕಳೆ,kaotama
944,fallen lassen::V,ಬೀಳಿಸು,maha pillama
945,fallen lassen::V,ಬೀಳಿಸು,kukkuda laskma
946,machen::V,ಮಾಡು,tegema
947,herstellen::V,ತಯಾರಿಸು,valmistama
948,bauen::V,ಕಟ್ಟು,ehitama
949,reparieren::V,ಸರಿಪಡಿಸು,parandama
950,verbessern::V,ತಿದ್ದು,parandama
951,ändern::V,ಬದಲಾಯಿಸು,muutma
952,ändern::V,ಬದಲಾಯಿಸು,ümber tegema
953,graben::V,ಅಗೆ,kaevama
954,beugen::V,ಬಗ್ಗಿಸು,painutama
955,biegen::V,ಬಗ್ಗಿಸು,painutama
956,drehen::V,ತಿರುಗು,keerama
957,wenden::V,ತಿರುಗು,ümber pöörama
958,umdrehen::V,ತಿರುಗಿಸು,ümber keerama
959,heben::V,ಎತ್ತು,tõstma
960,hochheben::V,ಎತ್ತು,üles tõstma
961,hochheben::V,ಎತ್ತು,kõrgele tõstma
962,ergreifen::V,ಆಕ್ರಮಿಸು,haarama
963,halten::V,ಹಿಡಿ,hoidma
964,drücken::V,ಒತ್ತು,pigistama
965,schieben::V,ನೂಕು,lükkama
966,kratzen::V,ತರಚಿಕೊಳ್ಳು,kraapima
967,lecken::V,ನೆಕ್ಕು,lakkuma
968,beißen::V,ಕಚ್ಚು,purema
969,beißen::V,ಕಚ್ಚು,hammustama
970,abreißen::V,ಹರಿ,rebima
971,abreißen::V,ಹರಿ,ära rebima
972,abschneiden::V,ಕತ್ತರಿಸು,ära lõikama
973,binden::V,ಕಟ್ಟು,siduma
974,stecken::V,ಸಿಕ್ಕಿಸು,pistma
975,brechen::V,ಮುರಿ,murdma
976,klopfen::V,ತಟ್ಟು,koputama
977,hauen::V,ಹೊಡೆ,lööma
978,kleben::V,ಅಂಟಿಸು,kleepima
979,reiben::V,ಉಜ್ಜು,hõõruma
980,streichen::V,ಹರಡು,silitama
981,schleifen::V,ಮಸೆ,lihvima
982,schleifen::V,ಮಸೆ,teritama
983,schneiden::V,ಕತ್ತರಿಸು,lõikama
984,rütteln::V,ಕುಲುಕಿಸು,raputama
985,schütteln::V,ಅಲುಗಿಸು,raputama
986,schütteln::V,ಅಲುಗಿಸು,loksutama
987,schwenken::V,ತೂಗಾಡು,vehkima
988,schwenken::V,ತೂಗಾಡು,lehvitama
989,schütten::V,ಎರೆ,kallama
990,füllen::V,ತುಂಬಿಸು,täitma
991,einwickeln::V,ಹೊದಿಸು,sisse mähkima
992,tragen::V,ಹೊರು,kandma
993,schleppen::V,ಜಗ್ಗು,tassima
994,schleppen::V,ಜಗ್ಗು,lohistama
995,ziehen::V,ಎಳೆ,vedama
996,ziehen::V,ಎಳೆ,tõmbama
997,aufbewahren::V,ಇಟ್ಟುಕೊ,säilitama
998,aufbewahren::V,ಇಟ್ಟುಕೊ,alal hoidma
999,werfen::V,ಎಸೆ,viskama
1000,fangen::V,ಹಿಡಿ,püüdma
1001,packen::V,ಸೆಳೆ,kinni haarama
1002,packen::V,ಸೆಳೆ,kinni võtma
1003,verstecken::V,ಮುಚ್ಚಿಡು,peitma
1004,teilen::V,ವಿಭಜಿಸು,jagama
1005,teilen::V,ವಿಭಜಿಸು,jaotama
1006,schicken::V,ಕಳುಹಿಸು,saatma
1007,bringen::V,ತರು,viima
1008,hinzufügen::V,ಕೂಡಿಸು,lisama
1009,bekommen::V,ಸಂಪಾದಿಸು,saama
1010,erhalten::V,ಪಡೆ,saama
1011,nehmen::V,ಹಿಡಿ,võtma
1012,wählen::V,ಆರಿಸು,valima
1013,auswählen::V,ಆಯಿ,valima
1014,bewahren::V,ರಕ್ಷಿಸಿಡು,hoidma
1015,behindern::V,ಅಡ್ಡಿಮಾಡು,takistama
1016,verderben::V,ಕೆಡಿಸು,rikkuma
1017,beschädigen::V,ಹಾಳುಮಾಡು,rikkuma
1018,zerbrechen::V,ಮುರಿ,katki tegema
1019,zerreißen::V,ಸೀಳು,katki rebima
1020,zerstören::V,ಅಳಿಸು,purustama
1021,verbrennen::V,ಸುಡು,põletama
1022,geben::V,ಕೊಡು,andma
1023,reichen::V,ಕೊಡು,andma
1024,reichen::V,ಕೊಡು,ulatama
1025,schenken::V,ಅರ್ಪಿಸು,kinkima
1026,versprechen::V,ವಾಗ್ದಾನಮಾಡು,lubama
1027,versprechen::V,ವಾಗ್ದಾನಮಾಡು,tõotama
1028,wünschen::V,ಬಯಸು,soovima
1029,loben::V,ಹೊಗಳು,kiitma
1030,küssen::V,ಚುಂಬಿಸು,suudlema
1031,wiegen::V,ತೂಗು,hällitama
1032,zudecken::V,ಹಾಸು,kaanetama
1033,zudecken::V,ಹಾಸು,kinni katma
1034,wecken::V,ಎಬ್ಬಿಸು,äratama
1035,zeigen::V,ತೋರಿಸು,näitama
1036,führen::V,ದಾರಿತೋರಿಸು,juhatama
1037,lehren::V,ಕಲಿಸು,õpetama
1038,unterrichten::V,ಬೋಧಿಸು,õpetama
1039,aufziehen::V,ಸಲಹು,üles kasvatama
1040,leiten::V,ಮುಂದಾಳಾಗಿರು ,juhtima
1041,antreiben::V,ಓಡಿಸು,ergutama
1042,lassen::V,ಮಾಡಲುಬಿಡು,laskma
1043,einladen::V,ಆಹ್ವಾನಿಸು,kutsuma
1044,vereinigen::V,ಒಂದಾಗು,ühendama
1045,besuchen::V,ಭೇಟಿಯಾಗು,külastama
1046,treffen::V,ಸಂಧಿಸು,kohtama
1047,sich versammeln::V,ನೆರೆ,kogunema
1048,spielen::V,ಆಡು,mängima
1049,singen::V,ಹಾಡು,laulma
1050,tanzen::V,ಕುಣಿ,tantsima
1051,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,lahku minema
1052,verlassen::V,ಕಳೆ,maha jätma
1053,retten::V,ರಕ್ಷಿಸು,päästma
1054,bewachen::V,ಕಾಪಾಡು,valvama
1055,schützen::V,ಸಂರಕ್ಷಿಸು,kaitsma
1056,verteidigen::V,ಕಾಪಿಡು,kaitsma
1057,sich schlagen::V,ಕಿತ್ತಾಟ,kaklema
1058,schießen::V,ಎಸೆ,tulistama
1059,siegen::V,ಗೆಲ್ಲು,võitma
1060,ärgern::V,ರೇಗಿಸು,ärritama
1061,ärgern::V,ರೇಗಿಸು,vihastama
1062,schlagen::V,ಹೊಡೆ,lööma
1063,treten::V,ಒದೆ,sõtkuma
1064,stechen::V,ಚುಚ್ಚು,pistma
1065,stechen::V,ಚುಚ್ಚು,torkama
1066,stoßen::V,ತಳ್ಳು,tõukama
1067,stehlen::V,ಕದಿ,varastama
1068,stören::V,ಕತಕು,segama
1069,stören::V,ಕತಕು,häirima
1070,belästigen::V,ತೊಂದರೆ,ahistama
1071,verbergen::V,ಮರೆಮಾಜು,peitma
1072,verbergen::V,ಮರೆಮಾಜು,varjama
1073,täuschen::V,ಠಕ್ಕಿಸು,petma
1074,täuschen::V,ಠಕ್ಕಿಸು,tüssama
1075,betrügen::V,ವಂಚಿಸು,petma
1076,betrügen::V,ವಂಚಿಸು,tüssama
1077,betrügen::V,ವಂಚಿಸು,truudust murtma
1078,töten::V,ಕೊಲ್ಲು,tapma
1079,töten::V,ಕೊಲ್ಲು,surmama
1080,wohnen::V,ವಾಸಿಸು,elama
1081,arbeiten::V,ಕೆಲಸ ಮಾಡು,töötama
1082,sammeln::V,ಸಂಚಯಿಸು,koguma
1083,sammeln::V,ಸಂಚಯಿಸು,korjama
1084,pflücken::V,ಬಿಡಿಸು,noppima
1085,jagen::V,ಬೇಟೆಯಾಡು,jahtima
1086,fischen::V,ಮೀನು ಹಿಡಿ,kalastama
1087,fischen::V,ಮೀನು ಹಿಡಿ,kala püüdma
1088,fassen::V,ಹಿಡಿ,püüdma
1089,hüten::V,ಗುಂಪುಸೇರಿಸು,karjatama
1090,treiben::V,ದಬ್ಬು,ajama
1091,anbinden::V,ಬಿಗಿ,kinni siduma
1092,füttern::V,ಮೇಯಿಸು,söötma
1093,melken::V,ಹಾಲು ಕರೆ,lüpsma
1094,hacken::V,ತುಂಡರಿಸು,raiuma
1095,hacken::V,ತುಂಡರಿಸು,lõhkuma
1096,gießen::V,ನೀರುಹಾಕು,kastma
1097,reifen::V,ಕಳಿ,valmima
1098,zubereiten::V,ಅಡಿಗೆಮಾಡು,valmistama
1099,kochen::V,ಅಡು,keetma
1100,backen::V,ಬೇಯಿಸು,küpsetama
1101,braten::V,ಕರಿ,praadima
1102,umrühren::V,ಕಲಕು,segama
1103,stricken::V,ಹೆಣೆ,kuduma
1104,nähen::V,ಹೊಲಿ,õmblema
1105,färben::V,ಬಣ್ಣ ಹತ್ತು,värvima
1106,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,puhastama
1107,waschen::V,ತೊಳೆ,pesema
1108,abwischen::V,ಒರಸು,puhtaks pühkima
1109,spülen::V,ಗಲಬರಿಸು,uhtma
1110,fegen::V,ಗುಡಿಸು,pühkima
