,Concept_ID,,et
200,Dreck::N,,saast
201,Dreck::N,,mustus
202,Eisen::N,,raud
203,Gold::N,,kuld
204,Silber::N,,hõbe
205,Kohle::N,,süsi
206,Glas::N,,klaas
207,Lehm::N,,savi
208,Sand::N,,liiv
209,Mensch::N,,inimene
210,Mann::N,,mees
211,Frau::N,,naine
212,Kind::N,,laps
213,Junge::N,,poiss
214,Mädchen::N,,tüdruk
215,Familie::N,,perekond
216,Großvater::N,,vanaisa
217,Großmutter::N,,vanaema
218,Eltern::N,,vanemad
219,Vater::N,,isa
220,Mutter::N,,ema
221,Sohn::N,,poeg
222,Tochter::N,,tütar
223,Bruder::N,,vend
224,Schwester::N,,õde
225,Onkel::N,,onu
226,Tante::N,,tädi
227,Ehemann::N,,mees
228,Ehemann::N,,abikaasa
229,Ehefrau::N,,naine
230,Ehefrau::N,,abikaasa
231,Freude::N,,rõõm
232,Gelächter::N,,naer
233,Glück::N,,õnn
234,Kummer::N,,mure
235,Kummer::N,,kurbus
236,Wunsch::N,,soov
237,Lust::N,,himu
238,Geist::N,,vaim
239,Gedanke::N,,mõte
240,Gedächtnis::N,,mälu
241,Verstand::N,,aru
242,Verstand::N,,mõistus
243,Sinn::N,,tähendus
244,Grund::N,,põhjus
245,Wahrheit::N,,tõde
246,Gespräch::N,,kõne
247,Gespräch::N,,vestlus
248,Märchen::N,,muinasjutt
249,Erzählung::N,,jutustus
250,Nachricht::N,,teade
251,Neuigkeit::N,,uudis
252,Name::N,,nimi
253,Rätsel::N,,mõistatus
254,Rede::N,,kõne
255,Sprache::N,,keel
256,Stimme::N,,hääl
257,Wort::N,,sõna
258,Zeichen::N,,märk
259,Ruf::N,,hüüe
260,Lärm::N,,müra
261,Laut::N,,hääl
262,Ton::N,,toon
263,Lied::N,,laul
264,Ruhe::N,,rahu
265,Ruhe::N,,vaikus
266,Leute::N,,inimesed
267,Volk::N,,rahvas
268,Arbeit::N,,töö
269,Gast::N,,külaline
270,Geschenk::N,,kingitus
271,Spiel::N,,mäng
272,Gesellschaft::N,,selts
273,Hilfe::N,,abi
274,Freund::N,,sõber
275,Kamerad::N,,sõber
276,Angelegenheit::N,,asi
277,Anzahl::N,,arv
278,Anzahl::N,,hulk
279,Art::N,,liik
280,Stück::N,,tükk
281,Teil::N,,osa
282,Hälfte::N,,pool
283,Kreis::N,,ring
284,Kreuz::N,,rist
285,Linie::N,,joon
286,Strich::N,,joon
287,Abstand::N,,vahe
288,Entfernung::N,,kaugus
289,Entfernung::N,,vahemaa
290,Gegend::N,,ümbrus
291,Platz::N,,ruum
292,Ort::N,,paik
293,Seite::N,,pool
294,Mitte::N,,keskpaik
295,Gegenstand::N,,ese
296,Sache::N,,ese
297,Rand::N,,äär
298,Rand::N,,serv
299,Kante::N,,kant
300,Ecke::N,,nurk
301,Spitze::N,,teravik
302,Ende::N,,ots
303,Ende::N,,jupp
304,Loch::N,,auk
305,Winkel::N,,nurk
306,Muster::N,,muster
307,Größe::N,,suurus
308,Länge::N,,pikkus
309,Höhe::N,,kõrgus
310,Gewicht::N,,kaal
311,Gewicht::N,,raskus
312,Menge::N,,arv
313,Menge::N,,hulk
314,Haufen::N,,hunnik
315,Reihe::N,,rivi
316,Boot::N,,paat
317,Ruder::N,,aer
318,Schlitten::N,,saan
319,Ski::N,,suusk
320,Lagerfeuer::N,,lõke
321,Last::N,,koorem
322,Gang::N,,käik
323,Schritt::N,,samm
324,Norden::N,,põhi
325,Süden::N,,lõuna
326,Westen::N,,lääs
327,Osten::N,,ida
328,Holz::N,,puu
329,Brett::N,,saelaud
330,Platte::N,,plaat
331,Stütze::N,,tugi
332,Stange::N,,latt
333,Stange::N,,teivas
334,Stock::N,,kepp
335,Stab::N,,varras
336,Rohr::N,,toru
337,Haus::N,,maja
338,Heim::N,,kodu
339,Ofen::N,,ahi
340,Fußboden::N,,põrand
341,Tisch::N,,laud
342,Stuhl::N,,tool
343,Wiege::N,,häll
344,Wiege::N,,kätki
345,Bett::N,,voodi
346,Regal::N,,riiul
347,Kiste::N,,kast
348,Fenster::N,,aken
349,Tür::N,,uks
350,Tor::N,,värav
351,Zaun::N,,aed
352,Zaun::N,,tara
353,Dach::N,,katus
354,Leiter::N,,redel
355,Besen::N,,luud
356,Spaten::N,,labidas
357,Schaufel::N,,kühvel
358,Gabel::N,,kahvel
359,Löffel::N,,lusikas
360,Messer::N,,nuga
361,Nagel::N,,nael
362,Netz::N,,võrk
363,Haken::N,,haak
364,Haken::N,,konks
365,Griff::N,,sang
366,Griff::N,,käepide
367,Schloss::N,,lukk
368,Bild::N,,pilt
369,Figur::N,,kuju
370,Figur::N,,kujund
371,Puppe::N,,nukk
372,Beutel::N,,paun
373,Bündel::N,,kimp
374,Tasche::N,,kott
375,Eimer::N,,pang
376,Eimer::N,,ämber
377,Deckel::N,,kaas
378,Geschirr::N,,nõud
379,Sack::N,,kott
380,Tasse::N,,tass
381,Topf::N,,pada
382,Kessel::N,,pada
383,Essen::N,,söök
384,Nahrung::N,,toit
385,Speise::N,,roog
386,Fleisch::N,,liha
387,Getreide::N,,teravili
388,Brei::N,,puder
389,Brot::N,,sai
390,Brot::N,,leib
391,Scheibe::N,,viil
392,Scheibe::N,,viilukas
393,Fett::N,,rasv
394,Butter::N,,või
395,Öl::N,,õli
396,Salz::N,,sool
397,Suppe::N,,supp
398,Honig::N,,mesi
399,Milch::N,,piim
400,Tee::N,,tee
401,Leder::N,,nahk
402,Wolle::N,,vill
403,Stoff::N,,kangas
404,Nadel::N,,nõel
405,Faden::N,,niit
406,Knopf::N,,nööp
407,Knoten::N,,sõlm
408,Farbe::N,,värv
409,Kleidung::N,,riided
410,Kleidung::N,,riietus
411,Hemd::N,,särk
412,Kragen::N,,krae
413,Ärmel::N,,varrukas
414,Hose::N,,püksid
415,Gürtel::N,,vöö
416,Mütze::N,,müts
417,Schuh::N,,king
418,Stiefel::N,,saabas
419,Ring::N,,sõrmus
420,Band::N,,lint
421,Kamm::N,,kamm
422,Spiegel::N,,peegel
423,Riemen::N,,rihm
424,Schnur::N,,nöör
425,Leine::N,,jalutusrihm
426,Decke::N,,tekk
427,Kissen::N,,padi
428,Tuch::N,,kalev
429,Handtuch::N,,käterätik
430,Kraft::N,,jõud
431,Stärke::N,,tugevus
432,Gesundheit::N,,tervis
433,Krankheit::N,,haigus
434,Schmerz::N,,valu
435,Wunde::N,,haav
436,Fieber::N,,palavik
437,Arznei::N,,ravim
438,Brücke::N,,sild
439,Brunnen::N,,kaev
440,Weide::N,,karjamaa
441,Pfad::N,,rada
442,Weg::N,,tee
443,Straße::N,,tee
444,Dorf::N,,küla
445,Stadt::N,,linn
446,Brief::N,,kiri
447,Buch::N,,raamat
448,Buchstabe::N,,täht
449,Zeitung::N,,ajaleht
450,Leben::N,,elu
451,Tod::N,,surm
452,Grab::N,,haud
453,Kirche::N,,kirik
454,Sünde::N,,patt
455,Gott::N,,jumal
456,Arbeiter::N,,tööline
457,Chef::N,,ülemus
458,Chef::N,,juhataja
459,Meister::N,,meister
460,Arzt::N,,arst
461,Lehrer::N,,õpetaja
462,Geld::N,,raha
463,Geschäft::N,,äri
464,Laden::N,,pood
465,Laden::N,,kauplus
466,Preis::N,,hind
467,Ware::N,,kaup
468,Nutzen::N,,tulu
469,Nutzen::N,,kasulikkus
470,Reichtum::N,,rikkus
471,Welt::N,,maailm
472,Land::N,,maa
473,Staat::N,,riik
474,König::N,,kuningas
475,Macht::N,,võim
476,Grenze::N,,piir
477,Krieg::N,,sõda
478,Feind::N,,vaenlane
479,Gewalt::N,,väevõim
480,Kampf::N,,võitlus
481,Bogen[Waffe]::N,,vibu
482,Pfeil::N,,nool
483,Gewehr::N,,püss
484,Fehler::N,,viga
485,Lüge::N,,vale
486,Schaden::N,,kahju
487,Unglück::N,,häda
488,Unglück::N,,õnnetus
489,Schuld::N,,süü
490,Alter::N,,iga
491,Schluss::N,,lõpp
492,Zeit::N,,aeg
493,Tag::N,,päev
494,Morgen::N,,hommik
495,Mittag::N,,lõuna
496,Mittag::N,,keskpäev
497,Abend::N,,õhtu
498,Nacht::N,,öö
499,Woche::N,,nädal
500,Monat::N,,kuu
501,Jahr::N,,aasta
502,Frühling::N,,kevad
503,Sommer::N,,suvi
504,Herbst::N,,sügis
505,Winter::N,,talv
506,Januar::N,,jaanuar
507,Februar::N,,veebruar
508,März::N,,märts
509,April::N,,aprill
510,Mai::N,,mai
511,Juni::N,,juuni
512,Juli::N,,juuli
513,August::N,,august
514,September::N,,september
515,Oktober::N,,oktoober
516,November::N,,november
517,Dezember::N,,detsember
518,Montag::N,,esmaspäev
519,Dienstag::N,,teisipäev
520,Mittwoch::N,,kesknädal
521,Donnerstag::N,,neljapäev
522,Freitag::N,,reede
523,Samstag::N,,laupäev
524,Sonntag::N,,pühapäev
525,groß::A,,suur
526,klein::A,,väike
527,klein::A,,pisike
528,lang::A,,pikk
529,kurz::A,,lühike
530,breit::A,,lai
531,schmal::A,,kitsas
532,dicht::A,,tihe
533,dick[Gegenstand]::A,,jäme
534,dünn::A,,õhuke
535,dünn::A,,peenike
536,fein::A,,peen
537,fein::A,,õhuke
538,fest::A,,püsiv
539,fest::A,,kindel
540,flach::A,,lame
541,flach::A,,tasane
542,glatt::A,,sile
543,hart::A,,kõva
544,weich::A,,pehme
545,rund::A,,ümar
546,spitz::A,,torkav
547,scharf::A,,terav
548,stumpf::A,,nüri
549,schwer::A,,raske
550,schön::A,,kena
551,heiß::A,,kuum
552,heiß::A,,palav
553,warm::A,,soe
554,kalt::A,,külm
555,kühl::A,,jahe
556,frisch::A,,värske
557,feucht::A,,niiske
558,nass::A,,märg
559,trocken::A,,kuiv
560,voll::A,,täis
561,leer::A,,tühi
562,offen::A,,avatud
563,offen::A,,lahtine
564,geschlossen::A,,suletud
565,sauber::A,,puhas
566,schmutzig::A,,räpane
567,schmutzig::A,,määrdunud
568,roh::A,,toores
569,reif::A,,küps
570,lecker::A,,hõrk
571,lecker::A,,maitsev
572,süß::A,,magus
573,bitter::A,,mõru
574,sauer::A,,hapu
575,hell::A,,hele
576,dunkel::A,,pime
577,schwarz::A,,must
578,weiß::A,,valge
579,rot::A,,punane
580,gelb::A,,kollane
581,blau::A,,sinine
582,grün::A,,roheline
583,grau::A,,hall
584,bunt::A,,kirju
585,bunt::A,,värviline
586,billig::A,,odav
587,teuer::A,,kallis
588,wertvoll::A,,väärtuslik
589,blind::A,,pime
590,taub::A,,kurt
591,kräftig::A,,jõuline
592,stark::A,,tugev
593,schwach::A,,nõrk
594,schwach::A,,jõuetu
595,fett::A,,rasvane
596,schlank::A,,sale
597,hübsch::A,,kena
598,böse::A,,tige
599,dumm::A,,juhm
600,dumm::A,,rumal
601,faul::A,,laisk
602,fleißig::A,,virk
603,fleißig::A,,hoolas
604,geizig::A,,ihne
605,klug::A,,tark
606,klug::A,,arukas
607,klug::A,,mõistlik
608,geschickt::A,,osav
609,lieb::A,,armas
610,lustig::A,,lõbus
611,sanft::A,,õrn
612,hungrig::A,,näljane
613,krank::A,,haige
614,nackt::A,,alasti
615,traurig::A,,kurb
616,lebendig::A,,elus
617,gut::A,,hea
618,schlecht::A,,halb
619,richtig::A,,õige
620,schlimm::A,,paha
621,wahr::A,,tõene
622,alt::A,,vana
623,neu::A,,uus
624,ehemalig::A,,endine
625,alt[Lebewesen]::A,,vana
626,jung::A,,noor
627,arm::A,,vaene
628,reich::A,,rikas
629,bekannt::A,,teada
630,bekannt::A,,tuttav
631,berühmt::A,,tuntud
632,fremd::A,,võõras
633,verschieden::A,,erinev
634,nah::A,,lähedane
635,fern::A,,kauge
636,linker::A,,vasak
637,rechter::A,,parem
638,anderer::A,,muu
639,anderer::A,,teine
640,erster::A,,esimene
641,zweiter::A,,teine
642,dritter::A,,kolmas
643,letzter::A,,viimane
644,allein::ADV,,üksi
645,auf einmal::ADV,,korraga
646,auf einmal::ADV,,ühekorraga
647,zusammen::ADV,,koos
648,zusammen::ADV,,üheskoos
649,lange::ADV,,kaua
650,plötzlich::ADV,,äkki
651,plötzlich::ADV,,järsku
652,sofort::ADV,,kohe
653,später::ADV,,hiljem
654,jetzt::ADV,,nüüd
655,heute::ADV,,täna
656,morgen::ADV,,homme
657,bald::ADV,,pea
658,bald::ADV,,varsti
659,dann::ADV,,siis
660,gestern::ADV,,eile
661,einst::ADV,,vanasti
662,damals::ADV,,tookord
663,danach::ADV,,seejärel
664,vorher::ADV,,enne
665,zuerst::ADV,,enne
666,zuerst::ADV,,esmalt
667,einmal::ADV,,kord
668,einmal::ADV,,üks kord
669,manchmal::ADV,,mõnikord
670,oft::ADV,,tihti
671,oft::ADV,,sageli
672,immer::ADV,,ikka
673,immer::ADV,,alati
674,niemals::ADV,,mitte kunagi
675,hier::ADV,,siin
676,hierhin::ADV,,siia
677,von hier::ADV,,siit
678,dort::ADV,,seal
679,dorthin::ADV,,sinna
680,geradeaus::ADV,,otse edasi
681,vorwärts::ADV,,edasi
682,rückwärts::ADV,,tagurpidi
683,zurück::ADV,,tagasi
684,unten::ADV,,all
685,unten::ADV,,allpool
686,hinab::ADV,,alla
687,oben::ADV,,ülal
688,hinauf::ADV,,üles
689,überall::ADV,,kõikjal
690,nicht::ADV,,ei
691,nicht::ADV,,mitte
692,ein wenig::ADV,,veidi
693,ein wenig::ADV,,natuke
694,kaum::ADV,,vaevalt
695,sehr::ADV,,väga
696,so::ADV,,nii
697,noch::ADV,,veel
698,nur::ADV,,ainult
699,schon::ADV,,juba
700,wieder::ADV,,jälle
701,vergebens::ADV,,asjata
702,vor::PRP,,ees
703,hinter::PRP,,taha
704,unter::PRP,,all
705,durch::PRP,,läbi
706,durch::PRP,,kaudu
707,neben::PRP,,kõrval
708,zwischen::PRP,,vahel
709,wegen::PRP,,tõttu
710,wegen::PRP,,pärast
711,dies::PRN,,see
712,das::PRN,,see
713,alles::PRN,,kõik
714,ich::PRN,,mina
715,du::PRN,,sina
716,er::PRN,,tema
717,wir::PRN,,me
718,ihr::PRN,,te
719,sie::PRN,,nad
720,was::FPRN,,mis
721,wer::FPRN,,kes
722,wo::FADV,,kus
723,wohin::FADV,,kuhu
724,wie::FADV,,kuidas
725,warum::FADV,,miks
726,wieviel::FNUM,,mitu
727,wieviel::FNUM,,kui palju
728,eins::NUM,,üks
729,zwei::NUM,,kaks
730,drei::NUM,,kolm
731,vier::NUM,,neli
732,fünf::NUM,,viis
733,sechs::NUM,,kuus
734,sieben::NUM,,seitse
735,acht::NUM,,kaheksa
736,neun::NUM,,üheksa
737,zehn::NUM,,kümme
738,elf::NUM,,üksteist
739,zwölf::NUM,,kaksteist
740,zwanzig::NUM,,kakskümmend
741,dreißig::NUM,,kolmkümmend
742,vierzig::NUM,,nelikümmend
743,fünfzig::NUM,,viiskümmend
744,sechzig::NUM,,kuuskümmend
745,siebzig::NUM,,seitsekümmend
746,achtzig::NUM,,kaheksakümmend
747,neunzig::NUM,,üheksakümmend
748,hundert::NUM,,sada
749,tausend::NUM,,tuhat
750,und::CNJ,,ja
751,oder::CNJ,,või
752,stehen::V,,seisma
753,sitzen::V,,istuma
754,liegen::V,,lamama
755,hängen::V,,rippuma
756,werden::V,,saama
757,werden::V,,hakkama
758,passieren::V,,juhtuma
759,beginnen::V,,algama
760,beginnen::V,,hakkama
761,enden::V,,lõppema
762,wechseln::V,,vahelduma
763,aufgehen[Sonne]::V,,tõusma
764,untergehen[Sonne]::V,,loojuma
765,scheinen[Sonne]::V,,paistma
766,donnern::V,,kõmisema
767,wehen::V,,puhuma
768,strömen::V,,voolama
769,fließen::V,,voolama
770,sich drehen::V,,pöörduma
771,schwanken::V,,kõikuma
772,schwingen::V,,võnkuma
773,fallen::V,,langema
774,brennen::V,,põlema
775,rauchen::V,,suitsema
776,regnen::V,,sadama
777,gefrieren::V,,kinni külmuma
778,tauen::V,,sulama
779,schmelzen::V,,sulama
780,trocknen::V,,kuivama
781,sieden::V,,keema
782,faulen::V,,mädanema
783,verfaulen::V,,mädanema
784,reißen::V,,rebenema
785,versinken::V,,uppuma
786,vergehen::V,,mööduma
787,erscheinen::V,,ilmuma
788,verschwinden::V,,kaduma
789,sinken::V,,vajuma
790,sinken::V,,langema
791,abnehmen::V,,vähenema
792,abnehmen::V,,kahenema
793,zunehmen::V,,kasvama
794,steigen::V,,tõusma
795,steigen::V,,üles minema
796,wachsen::V,,kasvama
797,glänzen::V,,läikimä
798,funkeln::V,,sädelema
799,lärmen::V,,lärmama
800,läuten::V,,helisema
801,klingeln::V,,helisema
802,klirren::V,,kõlisema
803,brausen::V,,kohisema
804,rauschen::V,,kohisema
805,klingen::V,,kõlama
806,bellen::V,,haukuma
807,heulen::V,,uluma
808,blasen::V,,puhuma
809,pfeifen::V,,vilistama
810,schreien::V,,karjuma
811,stöhnen::V,,oigama
812,zittern::V,,värisema
813,leben::V,,elama
814,leben::V,,elus olema
815,geboren werden::V,,sündima
816,atmen::V,,hingama
817,trinken::V,,jooma
818,essen::V,,sööma
819,schlucken::V,,neelama
820,müde werden::V,,väsima
821,einschlafen::V,,uinuma
822,schlafen::V,,magama
823,aufwachen::V,,ärkama
824,aufstehen::V,,ärkama
825,aufstehen::V,,üles tõusma
826,sich erholen::V,,puhkama
827,krank werden::V,,haigestuma
828,krank werden::V,,haigeks jääma
829,krank sein::V,,haige olema
830,schmerzen::V,,valutama
831,husten::V,,köhima
832,genesen::V,,toibuma
833,sterben::V,,surema
834,umkommen::V,,surma saama
835,sich bewegen::V,,liikuma
836,sich rühren::V,,liikuma
837,sich erheben::V,,kerkima
838,sich setzen::V,,istet võtma
839,hinfallen::V,,kukkuma
840,hinfallen::V,,maha kukkuma
841,laufen::V,,kõndima
842,schreiten::V,,astuma
843,spazierengehen::V,,jalutama
844,eilen::V,,ruttama
845,eilen::V,,kiirustama
846,sich beeilen::V,,ruttama
847,sich beeilen::V,,kiirustama
848,sausen::V,,kihutama
849,sausen::V,,tormama
850,rennen::V,,jooksma
851,rennen::V,,kihutama
852,springen::V,,hüppama
853,klettern::V,,ronima
854,schaukeln::V,,kiikuma
855,kriechen::V,,roomama
856,schwimmen::V,,ujuma
857,tauchen::V,,sukelduma
858,rudern::V,,sõudma
859,fahren::V,,sõitma
860,fliegen::V,,lendama
861,gehen::V,,käima
862,gehen::V,,minema
863,weggehen::V,,ära minema
864,weggehen::V,,välja minema
865,abfahren::V,,väljuma
866,abfahren::V,,ära sõitma
867,anhalten::V,,peatuma
868,hineingehen::V,,sisenema
869,hineingehen::V,,sisse minema
870,eintreten::V,,sisenema
871,eintreten::V,,sisse astuma
872,kommen::V,,tulema
873,ankommen::V,,saabuma
874,zurückkommen::V,,tagasi tulema
875,bleiben::V,,jääma
876,warten::V,,ootama
877,erwarten::V,,ootama
878,erwarten::V,,lootma
879,suchen::V,,otsima
880,finden::V,,leidma
881,versuchen::V,,püüdma
882,versuchen::V,,üritama
883,versuchen::V,,katsetama
884,vorbereiten::V,,valmistama
885,lieben::V,,armastama
886,mögen::V,,sallima
887,mögen::V,,meeldima
888,lachen::V,,naerma
889,rühren::V,,liigutama
890,rühren::V,,heldima panema
891,weinen::V,,nutma
892,schimpfen::V,,sõimama
893,sich ärgern::V,,ärrituma
894,sich ärgern::V,,vihastuma
895,sich fürchten::V,,kartma
896,sich fürchten::V,,hirmu tundma
897,fürchten::V,,kartma
898,fliehen::V,,põgenema
899,flüchten::V,,põgenema
900,sehen::V,,nägema
901,anschauen::V,,vaatama
902,ansehen::V,,vaatama
903,hören::V,,kuulma
904,zuhören::V,,kuulama
905,probieren::V,,proovima
906,riechen::V,,nuusutama
907,fühlen::V,,tundma
908,scheinen::V,,näida
909,scheinen::V,,ilmuda
910,zu sehen sein::V,,ilmuma
911,vernehmen::V,,üle kuulama
912,frieren::V,,külmetada
913,tun::V,,tegema
914,können::V,,võima
915,können::V,,oskama
916,wollen::V,,tahtma
917,anfangen::V,,hakkama
918,anfangen::V,,alustama
919,beenden::V,,lõpetama
920,aufhören::V,,lakkama
921,gelingen::V,,õnnestuma
922,geraten::V,,jõudma
923,öffnen::V,,avama
924,schließen::V,,sulgema
925,stellen::V,,panema
926,stellen::V,,asetama
927,setzen::V,,panema
928,legen::V,,panema
929,legen::V,,asetama
930,berühren::V,,riivama
931,berühren::V,,puudutama
932,verbinden::V,,ühendama
933,bedecken::V,,katma
934,aufhängen::V,,riputama
935,anzünden::V,,süütama
936,aufheben::V,,üles tõstma
937,zurücklassen::V,,jätma
938,verlieren::V,,kaotama
939,fallen lassen::V,,maha pillama
940,fallen lassen::V,,kukkuda laskma
941,machen::V,,tegema
942,herstellen::V,,valmistama
943,bauen::V,,ehitama
944,reparieren::V,,parandama
945,verbessern::V,,parandama
946,ändern::V,,muutma
947,ändern::V,,ümber tegema
948,graben::V,,kaevama
949,beugen::V,,painutama
950,biegen::V,,painutama
951,drehen::V,,keerama
952,wenden::V,,ümber pöörama
953,umdrehen::V,,ümber keerama
954,heben::V,,tõstma
955,hochheben::V,,üles tõstma
956,hochheben::V,,kõrgele tõstma
957,ergreifen::V,,haarama
958,halten::V,,hoidma
959,drücken::V,,pigistama
960,schieben::V,,lükkama
961,kratzen::V,,kraapima
962,lecken::V,,lakkuma
963,beißen::V,,purema
964,beißen::V,,hammustama
965,abreißen::V,,rebima
966,abreißen::V,,ära rebima
967,abschneiden::V,,ära lõikama
968,binden::V,,siduma
969,stecken::V,,pistma
970,brechen::V,,murdma
971,klopfen::V,,koputama
972,hauen::V,,lööma
973,kleben::V,,kleepima
974,reiben::V,,hõõruma
975,streichen::V,,silitama
976,schleifen::V,,lihvima
977,schleifen::V,,teritama
978,schneiden::V,,lõikama
979,rütteln::V,,raputama
980,schütteln::V,,raputama
981,schütteln::V,,loksutama
982,schwenken::V,,vehkima
983,schwenken::V,,lehvitama
984,schütten::V,,kallama
985,füllen::V,,täitma
986,einwickeln::V,,sisse mähkima
987,tragen::V,,kandma
988,schleppen::V,,tassima
989,schleppen::V,,lohistama
990,ziehen::V,,vedama
991,ziehen::V,,tõmbama
992,aufbewahren::V,,säilitama
993,aufbewahren::V,,alal hoidma
994,werfen::V,,viskama
995,fangen::V,,püüdma
996,packen::V,,kinni haarama
997,packen::V,,kinni võtma
998,verstecken::V,,peitma
999,teilen::V,,jagama
1000,teilen::V,,jaotama
